Building Name,Description,Street Address,URL,Phone,Location 1
Redmond Square,,7977 170th Ave NE,http://www.redmondsquareapartments.com/,(425) 968-5606,"7977 170th Ave NE
Redmond, WA 98052
(47.674115, -122.113966)"
Heritage Park,Other Rental Housing,9834 N.E. 190th St.,https://www.kcha.org/housing/property.aspx?PropertyID=50,(425) 483-1237,"9834 N.E. 190th St.
Bothell, WA 98011
(47.765711, -122.208226)"
Seola Gardens,Subsidized Housing,11215 5th Ave. S.W.,https://www.kcha.org/housing/property.aspx?PropertyID=88,(206) 829-2465,"11215 5th Ave. S.W.
Seattle, WA 98146
(47.502797, -122.340667)"
Meadowbrook,Moderate-Income Housing,1408 N.W. Richmond Beach Road,https://www.kcha.org/housing/property.aspx?PropertyID=62,(206) 546-1014,"1408 N.W. Richmond Beach Road
Shoreline, WA 98177
(47.768787, -122.374999)"
Lake City House,Affordable Housing,12546 33rd Ave NE,https://www.seattlehousing.org/housing/public/locations/lake-city-house/,206-361-2115,"12546 33rd Ave NE
Seattle, WA 98125
(47.721009, -122.29249)"
Maple Pointe Apartments,,15421 Des Moines Memorial Dr.,http://www.burien-apartments.com/,844-859-8674,"15421 Des Moines Memorial Dr.
Burien, WA 98148
(47.464058, -122.323469)"
Tall Cedars,Manufactured Homes,401 37th St. S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=99,(253) 931-3955,"401 37th St. S.E.
Auburn, WA 98002
(47.275619, -122.224054)"
Patricia Harris Manor,Subsidized Housing,16304 81st St.,https://www.kcha.org/housing/property.aspx?PropertyID=141,(425) 881-0646,"16304 81st St.
Redmond, WA 98052
(47.675538, -122.12291)"
Green River Homes,Subsidized Housing,1103 Ninth St. S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=44,(206) 574-1263,"1103 Ninth St. S.E.
Auburn, WA 98002
(47.299967, -122.213417)"
Yesler Terrace,Affordable Housing,"102 Broadway, Suite 616",https://www.seattlehousing.org/housing/public/locations/yesler-terrace/,206-223-3758,"102 Broadway, Suite 616
Seattle, WA 98122
(47.601746, -122.320738)"
Wayland Arms,Subsidized Housing,307 S. Division St.,https://www.kcha.org/housing/property.aspx?PropertyID=112,(253) 939-9312,"307 S. Division St.
Auburn, WA 98001
(47.304489, -122.229823)"
Spiritwood Manor,Subsidized Housing,1424 148th Ave. S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=97,(206) 315-4380,"1424 148th Ave. S.E.
Bellevue, WA 98007
(47.597901, -122.142562)"
Center Park,Affordable Housing,2121 26th Ave S,https://www.seattlehousing.org/housing/public/locations/center-park/,206-320-0756,"2121 26th Ave S
Seattle, WA 98144
(47.584483, -122.299021)"
Vashon Terrace,Other Rental Housing,17206 97th Pl. SW,https://www.kcha.org/housing/property.aspx?PropertyID=143,(206) 463-3562,"17206 97th Pl. SW
Vashon, WA 98070
(47.450655, -122.459079)"
Walnut Park,Moderate-Income Housing,24817 112th Ave. S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=111,(253) 852-7702,"24817 112th Ave. S.E.
Kent, WA 98030
(47.377909, -122.191971)"
Island Crest,Subsidized Housing,3030 81st Pl. S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=128,(206) 315-4380,"3030 81st Pl. S.E.
Mercer Island, WA 98040
(47.582591, -122.230115)"
University West,Affordable Housing,4544 7th Ave NE,https://www.seattlehousing.org/housing/public/locations/university-west/,206-545-2452,"4544 7th Ave NE
Seattle, WA 98105
(47.662468, -122.320738)"
Emerald City Commons,Affordable Housing/Mercy Housing,7700 Rainier Ave S,https://www.mercyhousing.org/emerald-city,206-489-2147,"7700 Rainier Ave S
Seattle, WA 98118
(47.533376, -122.269995)"
Northlake House,Subsidized Housing,18219 96th Ave. N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=72,(206) 574-1143,"18219 96th Ave. N.E.
Bothell, WA 98011
(47.76077, -122.212456)"
Vista Heights,Subsidized Housing,18415 108th Ave. S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=110,(253) 856-1889,"18415 108th Ave. S.E.
Renton, WA 98055
(47.437037, -122.197016)"
Somerset Gardens,Other Rental Housing,14700 N.E. 29th Place,https://www.kcha.org/housing/property.aspx?PropertyID=94,(425) 883-2222,"14700 N.E. 29th Place
Bellevue, WA 98007
(47.636442, -122.143568)"
Plaza Roberto Maestas,Affordable Housing,1670 South Roberto Maestas Festival St,http://plazarobertomaestas.org/,,"1670 South Roberto Maestas Festival St
Seattle, WA 98104"
The Publix,,504 Fifth Ave. S,http://publixseattle.com/,206-467-1581,"504 Fifth Ave. S
Seattle, WA 98104
(47.598102, -122.327689)"
Olive Ridge,Affordable Housing,1700 17th Ave,https://www.seattlehousing.org/housing/public/locations/olive-ridge/,206-329-8956,"1700 17th Ave
Seattle, WA 98122
(47.616863, -122.310137)"
Cedar River Terrace,Senior Housing,51 Burnett Ave S,http://www.rentonhousing.org/senior-housing.html,425-226-1854,"51 Burnett Ave S
Renton, WA 98057
(47.484425, -122.207814)"
Gilman Square,Other Rental Housing,360 NW Dogwood Street,https://www.kcha.org/housing/property.aspx?PropertyID=142,(425) 654-4442,"360 NW Dogwood Street
Issaquah, WA 98027
(47.533861, -122.043495)"
Janus,,121 NW 85th St. ,http://www.janusapartments.com/,206-445-6905,"121 NW 85th St.
Seattle, WA 98117
(47.690613, -122.358972)"
Newport,Subsidized Housing,12646 S.E. 42nd St.,https://www.kcha.org/housing/property.aspx?PropertyID=65,(206) 315-4380,"12646 S.E. 42nd St.
Bellevue, WA 98006
(47.570579, -122.170127)"
Lictonwood,Affordable Housing,9009 Greenwood Ave N,https://www.seattlehousing.org/housing/public/locations/lictonwood/,206-782-2717,"9009 Greenwood Ave N
Seattle, WA 98103
(47.694713, -122.355353)"
Vantage Glen,Manufactured Homes,18100 107th Place S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=106,(206) 574-1228,"18100 107th Place S.E.
Renton, WA 98055
(47.440292, -122.197728)"
Icon Apartments,,400 S. Jackson St.,http://iconseattle.com/,206-232-2037,"400 S. Jackson St.
Seattle, WA 98104
(47.599209, -122.332652)"
Plum Court,Subsidized Housing,451 Fourth Ave. S.,https://www.kcha.org/housing/property.aspx?PropertyID=82,(425) 827-3707,"451 Fourth Ave. S.
Kirkland, WA 98033
(47.672716, -122.199511)"
Henry M. Jackson Apts. ,Senior Affordable Housing,751 N 135th St,http://prudentproperty.com/property/henry-m-jackson-apartments/,206-364-2440,"751 N 135th St
Seattle, WA 98133
(47.726905, -122.347385)"
Campus Court II,Subsidized Housing,716 Third Ave. S.,https://www.kcha.org/housing/property.aspx?PropertyID=19,(253) 437-2440,"716 Third Ave. S.
Kent, WA 98032
(47.37485, -122.236096)"
Shadrach,Nonprofit Partnerships,18015 63rd Ave. N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=89,(425) 869-6000,"18015 63rd Ave. N.E.
Kenmore, WA 98028
(47.758941, -122.258222)"
Campus Court I,Subsidized Housing,24510 26th Place S.,https://www.kcha.org/housing/property.aspx?PropertyID=18,(206) 957-3606,"24510 26th Place S.
Des Moines, WA 98198
(47.381775, -122.299614)"
Lake House,Subsidized Housing,1313 N. 200th St.,https://www.kcha.org/housing/property.aspx?PropertyID=57,(206) 574-1253,"1313 N. 200th St.
Shoreline, WA 98133
(47.77418, -122.342946)"
Landmark,Subsidized and Moderate-Income Housing,16330 N.E. 11th St.,https://www.kcha.org/housing/property.aspx?PropertyID=58,(425) 746-4823,"16330 N.E. 11th St.
Bellevue, WA 98008
(47.619602, -122.12381)"
Sunnydale,Nonprofit Partnerships,15035 Eighth Ave. S.,https://www.kcha.org/housing/property.aspx?PropertyID=98,(206) 248-8226,"15035 Eighth Ave. S.
Burien, WA 98148
(47.467723, -122.323437)"
Plaza Seventeen,Subsidized Housing,1001 17th St. S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=81,(206) 693-6417,"1001 17th St. S.E.
Auburn, WA 98002
(47.293709, -122.215826)"
Carriage House,Moderate-Income Housing,3602 S. 180th St.,https://www.kcha.org/housing/property.aspx?PropertyID=21,(206) 243-0083,"3602 S. 180th St.
SeaTac, WA 98188
(47.441646, -122.287259)"
Columbia City Station,Affordable Housing/Mercy Housing,4484 Martin Luther King Jr. Way S.,http://www.columbiacitystation.com/,206-453-0585,"4484 Martin Luther King Jr. Way S.
Seattle, WA 98118
(47.563571, -122.295004)"
Munro Manor,Subsidized Housing,630 S. 152nd St.,https://www.kcha.org/housing/property.aspx?PropertyID=64,(206) 439-3230,"630 S. 152nd St.
Burien, WA 98168
(47.466904, -122.324846)"
Ballard Public Lofts,,6450 24th Ave NW,,206.467.1483,"6450 24th Ave NW
Seattle, WA 98107
(47.675618, -122.387578)"
Meadows on Lea Hill,Other Rental Housing,12505 S.E. 312th St.,https://www.kcha.org/housing/property.aspx?PropertyID=63,(253) 833-5300,"12505 S.E. 312th St.
Auburn, WA 98092
(47.322446, -122.173244)"
Forest Grove,Subsidized Housing,8350 167th Ave. N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=41,(206) 574-1142,"8350 167th Ave. N.E.
Redmond, WA 98052
(47.677087, -122.117994)"
Hunt Club Apartments,,3726 S 180th St,http://www.seatacwashingtonapartments.com/,(844) 343-0380,"3726 S 180th St
SeaTac, WA 98188
(47.441639, -122.285456)"
Olympic West,Affordable Housing,110 Olympic Pl W,https://www.seattlehousing.org/housing/public/locations/olympic-west/,206-281-9374,"110 Olympic Pl W
Seattle, WA 98119
(47.626724, -122.358814)"
Fiora,,1510 NW 52nd St,https://apodment.com/uw-area-apodments/fiora/,(206) 322-0558,"1510 NW 52nd St
Seattle, WA 98107
(47.666431, -122.376858)"
Holly Court,Affordable Housing,3824 S Myrtle St,https://www.seattlehousing.org/housing/public/locations/holly-court/,206-721-2997,"3824 S Myrtle St
Seattle, WA 98118
(47.538898, -122.283072)"
Pembrooke Apartment Homes,,25907 27th Place South,http://www.apartmentskentwashington.com/,844-859-8670,"25907 27th Place South
Kent, WA 98032
(47.368227, -122.29727)"
Brookside,Nonprofit Partnerships,7644 N.E. Bothell Way,https://www.kcha.org/housing/property.aspx?PropertyID=14,(206) 302-2300,"7644 N.E. Bothell Way
Kenmore, WA 98028
(47.756513, -122.238041)"
Windsor Heights,Other Rental Housing,17229 32nd Ave. S.,https://www.kcha.org/housing/property.aspx?PropertyID=115,(206) 439-0081,"17229 32nd Ave. S.
SeaTac, WA 98188
(47.449137, -122.291832)"
Rainier View,Manufactured Homes,32631 First Ave.,https://www.kcha.org/housing/property.aspx?PropertyID=83,(206) 574-1228,"32631 First Ave.
Black Diamond, WA 98010
(47.308557, -122.005733)"
Four Freedoms House,Senior Affordable Housing, 747 N 135th St,http://prudentproperty.com/property/four-freedom-house-of-seattle/,206-364-2440,"747 N 135th St
Seattle, WA 98133
(47.726906, -122.347704)"
Queen Anne Heights,Affordable Housing,1212 Queen Anne Ave N,https://www.seattlehousing.org/housing/public/locations/queen-anne-heights/,206-281-9416,"1212 Queen Anne Ave N
Seattle, WA 98109
(47.630176, -122.356633)"
Slater Park,Subsidized Housing,12604 N.E. 119th St.,https://www.kcha.org/housing/property.aspx?PropertyID=93,(206) 574-1143,"12604 N.E. 119th St.
Kirkland, WA 98033
(47.706849, -122.171228)"
International Terrace,Affordable Housing,202 6th Ave S,https://www.seattlehousing.org/housing/public/locations/international-terrace/,206-223-0252,"202 6th Ave S
Seattle, WA 98104
(47.600367, -122.326361)"
Abbey Ridge,Moderate-Income Housing,3035 S 204th St,https://www.kcha.org/housing/property.aspx?PropertyID=151,(206) 824-7967,"3035 S 204th St
SeaTac, WA 98198
(47.419116, -122.292918)"
Green Lake Plaza,Affordable Housing,505 NE 70th St,https://www.seattlehousing.org/housing/public/locations/green-lake-plaza/,206-527-6000,"505 NE 70th St
Seattle, WA 98115
(47.679527, -122.322044)"
Northridge II,Subsidized Housing,1530 N.E. 177th St.,https://www.kcha.org/housing/property.aspx?PropertyID=74,(206) 574-1226,"1530 N.E. 177th St.
Shoreline, WA 98155
(47.757505, -122.311734)"
Juanita Court,Subsidized Housing,9926 N.E. 126th St.,https://www.kcha.org/housing/property.aspx?PropertyID=52,(206) 574-1143,"9926 N.E. 126th St.
Kirkland, WA 98034
(47.71329, -122.209184)"
Vantage Point,Subsidized Housing,17901 105th Pl SE,https://www.kcha.org/housing/property.aspx?PropertyID=146,206-315-4379,"17901 105th Pl SE
Renton, WA 98055"
Tri-Court,Affordable Housing,724 N 143rd St.,https://www.seattlehousing.org/housing/public/locations/tri-court/,206-361-3779,"724 N 143rd St.
Seattle, WA 98133
(47.732283, -122.349828)"
Cedar Park Apartments,,408 Monroe Ave NE,http://www.rentonhousing.org/market-rate-housing.html,425-226-1854,"408 Monroe Ave NE
Renton, WA 98056
(47.489113, -122.174903)"
Villages at South Station,Other Rental Housing,3724 154th Lane,https://www.kcha.org/housing/property.aspx?PropertyID=149,(206) 431-9216,"3724 154th Lane
Tukwila, WA 98188
(47.465066, -122.324296)"
Avondale House,Nonprofit Partnerships,11629 Avondale Road N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=5,(206) 302-2300,"11629 Avondale Road N.E.
Redmond, WA 98052
(47.704041, -122.092934)"
Cedarvale House,Affordable Housing,11050 8th Ave NE,https://www.seattlehousing.org/housing/public/locations/cedarvale-house/,206-361-0357,"11050 8th Ave NE
Seattle, WA 98125
(47.710284, -122.320604)"
Bell Tower,Affordable Housing,2215 1st Ave,https://www.seattlehousing.org/housing/public/locations/bell-tower/,206-443-4481,"2215 1st Ave
Seattle, WA 98121
(47.613044, -122.345972)"
Colonial Gardens,Other Rental Housing,15001 15th Ave. N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=29,(206) 362-7209,"15001 15th Ave. N.E.
Shoreline, WA 98155
(47.737564, -122.312834)"
Southridge House,Subsidized Housing,30838 14th Ave. S.,https://www.kcha.org/housing/property.aspx?PropertyID=95,(253) 835-0702,"30838 14th Ave. S.
Federal Way, WA 98003
(47.324898, -122.316015)"
Corinthian,Other Rental Housing,3039 S 154th St,https://www.kcha.org/housing/property.aspx?PropertyID=148,(206) 246-6660,"3039 S 154th St
SeaTac, WA 98188
(47.465151, -122.292519)"
Westwood Heights,Affordable Housing,9455 27th Ave SW,https://www.seattlehousing.org/housing/public/locations/westwood-heights/,206-932-6942,"9455 27th Ave SW
Seattle, WA 98126
(47.518307, -122.367286)"
Woodridge Park,Other Rental Housing,12400 28th Ave. S.,https://www.kcha.org/housing/property.aspx?PropertyID=118,(206) 244-3828,"12400 28th Ave. S.
Burien, WA 98168
(47.492958, -122.296705)"
Firwood Circle,Subsidized Housing,313 37th St. S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=39,(206) 693-6417,"313 37th St. S.E.
Auburn, WA 98002
(47.275616, -122.225167)"
Harvard Court,Affordable Housing,610 Harvard Ave E,https://www.seattlehousing.org/housing/public/locations/harvard-court/,206-320-7956,"610 Harvard Ave E
Seattle, WA 98102
(47.62439, -122.321976)"
Burien Park,Subsidized Housing,500 S.W. 148th St.,https://www.kcha.org/housing/property.aspx?PropertyID=15,(206) 693-6403,"500 S.W. 148th St.
Burien, WA 98166
(47.470423, -122.340059)"
Leva on Market,,1545 NW Market St.,http://www.levaonmarket.com/,206-297-9665,"1545 NW Market St.
Seattle, WA 98107
(47.668689, -122.378213)"
Corinthian Apartments,,3039 South 154th Street,http://www.thecorinthianapartments.com/amenities/,206-246-6660,"3039 South 154th Street
SeaTac, WA 98188
(47.465151, -122.292519)"
White River Apartments,Affordable Housing,1301 31st St SE,http://www.whiteriverapts.com/,253-218-0334,"1301 31st St SE
Auburn, WA 98002
(47.280591, -122.21132)"
Kings Court,Subsidized Housing,S. 333rd Street and 22nd Lane S.,https://www.kcha.org/housing/property.aspx?PropertyID=54,(206) 693-6414,"S. 333rd Street and 22nd Lane S.
Federal Way, WA 98003
(47.30303, -122.305074)"
Chalet,Subsidized Housing,2627 148th Ave. S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=27,(206) 232-7447,"2627 148th Ave. S.E.
Bellevue, WA 98007
(47.586867, -122.142812)"
Ross Manor,Affordable Housing,1420 Western Ave,https://www.seattlehousing.org/housing/public/locations/ross-manor/,206-223-2326,"1420 Western Ave
Seattle, WA 98101
(47.607773, -122.340588)"
Pacific Court,Nonprofit Partnerships,4028 S. 146th St.,https://www.kcha.org/housing/property.aspx?PropertyID=130,(206) 302-2300,"4028 S. 146th St.
Tukwila, WA 98168
(47.472394, -122.283598)"
High Point,Affordable Housing,6558 35th Ave SW,https://www.seattlehousing.org/housing/communities/locations/high-point/,206-932-2736,"6558 35th Ave SW
Seattle, WA 98126
(47.543147, -122.376537)"
Barton Place,Affordable Housing,9201 Rainier Ave S,https://www.seattlehousing.org/housing/public/locations/barton-place/,206-721-2998,"9201 Rainier Ave S
Seattle, WA 98118
(47.520664, -122.270011)"
El Patio Apartments,Affordable Housing/El Centro de la Raza,2522 14th Ave S ,,(206) 329-9442,"2522 14th Ave S
Seattle, WA 98144
(47.580253, -122.314746)"
Cedarvale Village,Affordable Housing,11219 Roosevelt Way NE,https://www.seattlehousing.org/housing/public/locations/cedarvale-village/,206-361-0357,"11219 Roosevelt Way NE
Seattle, WA 98125
(47.710647, -122.31788)"
Cole Manor,Affordable Housing,2811 NE 4TH St,http://www.rentonhousing.org/subsidized-housing.html,425-226-1850,"2811 NE 4TH St
Renton, WA 98056
(47.488577, -122.180934)"
Kirkwood Terrace,Subsidized Housing,11925 N.E. 81st Circle,https://www.kcha.org/housing/property.aspx?PropertyID=56,(206) 574-1141,"11925 N.E. 81st Circle
Kirkland, WA 98033
(47.676925, -122.180968)"
Alpine Ridge,Other Rental Housing,14465 Simonds Road N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=1,(425) 488-7252,"14465 Simonds Road N.E.
Kirkland, WA 98034
(47.73345, -122.217084)"
Mardi Gras,Subsidized Housing,24009 104th Ave. S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=61,(206) 693-6410,"24009 104th Ave. S.E.
Kent, WA 98030
(47.385571, -122.202253)"
Ballinger Homes,Subsidized Housing,2200 N.E. 201st Place,https://www.kcha.org/housing/property.aspx?PropertyID=7,(206) 574-1243,"2200 N.E. 201st Place
Shoreline, WA 98155
(47.774846, -122.30663)"
Harrison House,Other Rental Housing,615 W. Harrison St.,https://www.kcha.org/housing/property.aspx?PropertyID=49,(206) 693-6419,"615 W. Harrison St.
Kent, WA 98032
(47.382137, -122.238979)"
Ava Queen Anne,,330 3rd Ave,,(206) 204-4986,"330 3rd Ave
Seattle, WA 98119
(47.621483, -122.360654)"
Center West,Affordable Housing,533 3rd Ave W,https://www.seattlehousing.org/housing/public/locations/center-west/,206-281-9195,"533 3rd Ave W
Seattle, WA 98119
(47.624265, -122.360638)"
Shoreham,Subsidized Housing,22815 30th Ave. S.,https://www.kcha.org/housing/property.aspx?PropertyID=91,(206) 957-3605,"22815 30th Ave. S.
Des Moines, WA 98198
(47.397412, -122.29398)"
Riverwood Apartments,,24620 Russell Rd,http://www.kentwashingtonapartments.com/,844-359-5579,"24620 Russell Rd
Kent, WA 98032
(47.38129, -122.260728)"
Campus Green,Subsidized Housing,511 S. 325th St.,https://www.kcha.org/housing/property.aspx?PropertyID=20,(253) 835-0702,"511 S. 325th St.
Federal Way, WA 98003
(47.310572, -122.327228)"
Greenbridge,Subsidized Housing,9839 Eighth Ave. S.W.,https://www.kcha.org/housing/property.aspx?PropertyID=45,(206) 529-3230,"9839 Eighth Ave. S.W.
Seattle, WA 98106
(47.515099, -122.345264)"
Harbour Villa,Subsidized Housing,7217 N.E. 175th St.,https://www.kcha.org/housing/property.aspx?PropertyID=48,(206) 574-1143,"7217 N.E. 175th St.
Kenmore, WA 98028
(47.756727, -122.244686)"
Ava Ballard,,5555 14th Ave NW  ,,866-960-6255,"5555 14th Ave NW
Seattle, WA 98107
(47.669086, -122.373662)"
Duo Apartments,,8026 15th Ave NW ,,(206) 557-4561,"8026 15th Ave NW
Seattle, WA 98117
(47.687732, -122.376811)"
Newporter,Subsidized and Moderate-Income Housing,5900 119th Ave. S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=66,(425) 747-3011,"5900 119th Ave. S.E.
Bellevue, WA 98006
(47.550588, -122.179272)"
Birch Creek,Subsidized Housing,27360 129th Place S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=10,(206) 315-4360,"27360 129th Place S.E.
Kent, WA 98030
(47.355605, -122.168774)"
Cielo,,800 Seneca St ,,206-209-0307,"800 Seneca St
Seattle, WA 98101
(47.60943, -122.329653)"
Lake City Court,Affordable Housing,12536 33rd Ave NE,http://www.seattlehousing.org/housing/communities/locations/lake-city-court/index.html,206-367-3474,"12536 33rd Ave NE
Seattle, WA 98125
(47.720626, -122.292607)"
Shelcor,Subsidized Housing,503 Fourth Ave. S.,https://www.kcha.org/housing/property.aspx?PropertyID=90,(253) 437-2440,"503 Fourth Ave. S.
Kent, WA 98030
(47.377569, -122.237466)"
Laurelwood Gardens,Subsidized Housing,29505 21st Ave. S.,https://www.kcha.org/housing/property.aspx?PropertyID=123,(253) 839-8330,"29505 21st Ave. S.
Federal Way, WA 98003
(47.336349, -122.306659)"
Houser Terrace,Senior Housing,3151 NE 16th St,http://www.rentonhousing.org/senior-housing.html,425-226-1854,"3151 NE 16th St
Renton, WA 98056
(47.507711, -122.176663)"
Northwood Square,Subsidized Housing,529 8th Street NE,https://www.kcha.org/housing/property.aspx?PropertyID=140,(206) 693-6406,"529 8th Street NE
Auburn, WA 98002
(47.314949, -122.222107)"
Auburn Square,Moderate-Income Housing,3740 H St. N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=4,(253) 939-9444,"3740 H St. N.E.
Auburn, WA 98002
(47.341452, -122.220277)"
Brittany Park,Subsidized Housing,18265 First Ave. S.,https://www.kcha.org/housing/property.aspx?PropertyID=13,(206) 957-3606,"18265 First Ave. S.
Normandy Park, WA 98148
(47.438332, -122.334876)"
University House,Affordable Housing,4700 12th Ave NE,https://www.seattlehousing.org/housing/public/locations/university-house/,206-527-6017,"4700 12th Ave NE
Seattle, WA 98105
(47.663477, -122.315269)"
Rainier View I,Other Rental Housing,2745 Warner Ave. W.,https://www.kcha.org/housing/property.aspx?PropertyID=84,(360) 825-6146,"2745 Warner Ave. W.
Enumclaw, WA 98022
(47.192028, -122.004497)"
Briarwood,Subsidized Housing,18026 Midvale Ave. N.,https://www.kcha.org/housing/property.aspx?PropertyID=12,(206) 574-1253,"18026 Midvale Ave. N.
Shoreline, WA 98133
(47.760221, -122.345502)"
