"race","precinct","leg","cc","countergroup","countertype","count"
"Attorney General","BOT 01-0254","1","1","Polling","Times Blank Voted","2"
"Attorney General","BOT 01-0254","1","1","Total","Times Blank Voted","11"
"Attorney General","BOT 01-0254","1","1","Polling","Times Counted","0"
"Attorney General","BOT 01-0254","1","1","Absentee","Times Counted","166"
"Attorney General","BOT 01-0254","1","1","Polling","Times Counted","41"
"Attorney General","BOT 01-0254","1","1","Total","Times Counted","207"
"Attorney General","BOT 01-0254","1","1","Absentee","Times Over Voted","0"
"Attorney General","BOT 01-0254","1","1","Total","Times Over Voted","0"
"Attorney General","BOT 01-0254","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0254","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0255","1","1","Polling","John Ladenburg","0"
"Attorney General","BOT 01-0255","1","1","Absentee","John Ladenburg","55"
"Attorney General","BOT 01-0255","1","1","Polling","John Ladenburg","14"
"Attorney General","BOT 01-0255","1","1","Total","John Ladenburg","69"
"Attorney General","BOT 01-0255","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0255","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0255","1","1","Absentee","Registered Voters","0"
"Attorney General","BOT 01-0255","1","1","Total","Registered Voters","477"
"Attorney General","BOT 01-0255","1","1","Total","Rob McKenna","69"
"Attorney General","BOT 01-0255","1","1","Polling","Rob McKenna","0"
"Attorney General","BOT 01-0255","1","1","Polling","Rob McKenna","7"
"Attorney General","BOT 01-0255","1","1","Absentee","Rob McKenna","62"
"Attorney General","BOT 01-0255","1","1","Total","Times Blank Voted","5"
"Attorney General","BOT 01-0255","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-0255","1","1","Absentee","Times Blank Voted","3"
"Attorney General","BOT 01-0255","1","1","Polling","Times Blank Voted","2"
"Attorney General","BOT 01-0255","1","1","Total","Times Counted","143"
"Attorney General","BOT 01-0255","1","1","Absentee","Times Counted","120"
"Attorney General","BOT 01-0255","1","1","Polling","Times Counted","0"
"Attorney General","BOT 01-0255","1","1","Polling","Times Counted","23"
"Attorney General","BOT 01-0255","1","1","Total","Times Over Voted","0"
"Attorney General","BOT 01-0255","1","1","Absentee","Times Over Voted","0"
"Attorney General","BOT 01-0255","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0255","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0256","1","1","Polling","John Ladenburg","18"
"Attorney General","BOT 01-0256","1","1","Absentee","John Ladenburg","86"
"Attorney General","BOT 01-0256","1","1","Total","John Ladenburg","104"
"Attorney General","BOT 01-0256","1","1","Polling","John Ladenburg","0"
"Attorney General","BOT 01-0256","1","1","Total","Registered Voters","702"
"Attorney General","BOT 01-0256","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0256","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0256","1","1","Absentee","Registered Voters","0"
"Attorney General","BOT 01-0256","1","1","Absentee","Rob McKenna","98"
"Attorney General","BOT 01-0256","1","1","Polling","Rob McKenna","12"
"Attorney General","BOT 01-0256","1","1","Total","Rob McKenna","110"
"Attorney General","BOT 01-0256","1","1","Polling","Rob McKenna","0"
"Attorney General","BOT 01-0256","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-0256","1","1","Absentee","Times Blank Voted","6"
"Attorney General","BOT 01-0256","1","1","Total","Times Blank Voted","6"
"Attorney General","BOT 01-0256","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-0256","1","1","Absentee","Times Counted","190"
"Attorney General","BOT 01-0256","1","1","Polling","Times Counted","30"
"Attorney General","BOT 01-0256","1","1","Total","Times Counted","220"
"Attorney General","BOT 01-0256","1","1","Polling","Times Counted","0"
"Attorney General","BOT 01-0256","1","1","Total","Times Over Voted","0"
"Attorney General","BOT 01-0256","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0256","1","1","Absentee","Times Over Voted","0"
"Attorney General","BOT 01-0256","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0257","1","1","Polling","John Ladenburg","0"
"Attorney General","BOT 01-0257","1","1","Total","John Ladenburg","92"
"Attorney General","BOT 01-0257","1","1","Polling","John Ladenburg","25"
"Attorney General","BOT 01-0257","1","1","Absentee","John Ladenburg","67"
"Attorney General","BOT 01-0257","1","1","Total","Registered Voters","704"
"Attorney General","BOT 01-0257","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0257","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0257","1","1","Absentee","Registered Voters","0"
"Attorney General","BOT 01-0257","1","1","Absentee","Rob McKenna","113"
"Attorney General","BOT 01-0257","1","1","Total","Rob McKenna","141"
"Attorney General","BOT 01-0257","1","1","Polling","Rob McKenna","28"
"Attorney General","BOT 01-0257","1","1","Polling","Rob McKenna","0"
"Attorney General","BOT 01-0257","1","1","Total","Times Blank Voted","19"
"Attorney General","BOT 01-0257","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-0257","1","1","Polling","Times Blank Voted","3"
"Attorney General","BOT 01-0257","1","1","Absentee","Times Blank Voted","16"
"Attorney General","BOT 01-0257","1","1","Polling","Times Counted","56"
"Attorney General","BOT 01-0257","1","1","Absentee","Times Counted","196"
"Attorney General","BOT 01-0257","1","1","Polling","Times Counted","0"
"Attorney General","BOT 01-0257","1","1","Total","Times Counted","252"
"Attorney General","BOT 01-0257","1","1","Total","Times Over Voted","0"
"Attorney General","BOT 01-0257","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0257","1","1","Absentee","Times Over Voted","0"
"Attorney General","BOT 01-0257","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0258","1","1","Polling","John Ladenburg","22"
"Attorney General","BOT 01-0258","1","1","Total","John Ladenburg","82"
"Attorney General","BOT 01-0258","1","1","Polling","John Ladenburg","1"
"Attorney General","BOT 01-0258","1","1","Absentee","John Ladenburg","59"
"Attorney General","BOT 01-0258","1","1","Total","Registered Voters","539"
"Attorney General","BOT 01-0258","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0258","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0258","1","1","Absentee","Registered Voters","0"
"Attorney General","BOT 01-0258","1","1","Absentee","Rob McKenna","97"
"Attorney General","BOT 01-0258","1","1","Total","Rob McKenna","124"
"Attorney General","BOT 01-0258","1","1","Polling","Rob McKenna","27"
"Attorney General","BOT 01-0258","1","1","Polling","Rob McKenna","0"
"Attorney General","BOT 01-0258","1","1","Total","Times Blank Voted","5"
"Attorney General","BOT 01-0258","1","1","Absentee","Times Blank Voted","4"
"Attorney General","BOT 01-0258","1","1","Polling","Times Blank Voted","1"
"Attorney General","BOT 01-0258","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-0258","1","1","Total","Times Counted","211"
"Attorney General","BOT 01-0258","1","1","Polling","Times Counted","50"
"Attorney General","BOT 01-0258","1","1","Polling","Times Counted","1"
"Attorney General","BOT 01-0258","1","1","Absentee","Times Counted","160"
"Attorney General","BOT 01-0258","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0258","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0258","1","1","Total","Times Over Voted","0"
"Attorney General","BOT 01-0258","1","1","Absentee","Times Over Voted","0"
"Attorney General","BOT 01-0259","1","1","Polling","John Ladenburg","0"
"Attorney General","BOT 01-0259","1","1","Absentee","John Ladenburg","40"
"Attorney General","BOT 01-0259","1","1","Total","John Ladenburg","49"
"Attorney General","BOT 01-0259","1","1","Polling","John Ladenburg","9"
"Attorney General","BOT 01-0259","1","1","Total","Registered Voters","297"
"Attorney General","BOT 01-0259","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0259","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0259","1","1","Absentee","Registered Voters","0"
"Attorney General","BOT 01-0259","1","1","Polling","Rob McKenna","0"
"Attorney General","BOT 01-0259","1","1","Total","Rob McKenna","43"
"Attorney General","BOT 01-0259","1","1","Polling","Rob McKenna","7"
"Attorney General","BOT 01-0259","1","1","Absentee","Rob McKenna","36"
"Attorney General","BOT 01-0259","1","1","Total","Times Blank Voted","5"
"Attorney General","BOT 01-0259","1","1","Absentee","Times Blank Voted","5"
"Attorney General","BOT 01-0259","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-0259","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-0259","1","1","Absentee","Times Counted","82"
"Attorney General","BOT 01-0259","1","1","Polling","Times Counted","16"
"Attorney General","BOT 01-0259","1","1","Polling","Times Counted","0"
"Attorney General","BOT 01-0259","1","1","Total","Times Counted","98"
"Attorney General","BOT 01-0259","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0259","1","1","Absentee","Times Over Voted","0"
"Attorney General","BOT 01-0259","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0259","1","1","Total","Times Over Voted","0"
"Attorney General","BOT 01-0260","1","1","Polling","John Ladenburg","1"
"Attorney General","BOT 01-0260","1","1","Absentee","John Ladenburg","152"
"Attorney General","BOT 01-0260","1","1","Total","John Ladenburg","172"
"Attorney General","BOT 01-0260","1","1","Polling","John Ladenburg","19"
"Attorney General","BOT 01-0260","1","1","Total","Registered Voters","850"
"Attorney General","BOT 01-0260","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0260","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0260","1","1","Absentee","Registered Voters","0"
"Attorney General","BOT 01-0260","1","1","Absentee","Rob McKenna","172"
"Attorney General","BOT 01-0260","1","1","Polling","Rob McKenna","13"
"Attorney General","BOT 01-0260","1","1","Polling","Rob McKenna","2"
"Attorney General","BOT 01-0260","1","1","Total","Rob McKenna","187"
"Attorney General","BOT 01-0260","1","1","Total","Times Blank Voted","26"
"Attorney General","BOT 01-0260","1","1","Polling","Times Blank Voted","2"
"Attorney General","BOT 01-0260","1","1","Absentee","Times Blank Voted","24"
"Attorney General","BOT 01-0260","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-0260","1","1","Total","Times Counted","385"
"Attorney General","BOT 01-0260","1","1","Polling","Times Counted","34"
"Attorney General","BOT 01-0260","1","1","Polling","Times Counted","3"
"Attorney General","BOT 01-0260","1","1","Absentee","Times Counted","348"
"Attorney General","BOT 01-0260","1","1","Absentee","Times Over Voted","0"
"Attorney General","BOT 01-0260","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0260","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0260","1","1","Total","Times Over Voted","0"
"Attorney General","BOT 01-0261","1","1","Polling","John Ladenburg","0"
"Attorney General","BOT 01-0261","1","1","Absentee","John Ladenburg","35"
"Attorney General","BOT 01-0261","1","1","Total","John Ladenburg","40"
"Attorney General","BOT 01-0261","1","1","Polling","John Ladenburg","5"
"Attorney General","BOT 01-0261","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0261","1","1","Total","Registered Voters","373"
"Attorney General","BOT 01-0261","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0261","1","1","Absentee","Registered Voters","0"
"Attorney General","BOT 01-0261","1","1","Polling","Rob McKenna","3"
"Attorney General","BOT 01-0261","1","1","Absentee","Rob McKenna","65"
"Attorney General","BOT 01-0261","1","1","Polling","Rob McKenna","18"
"Attorney General","BOT 01-0261","1","1","Total","Rob McKenna","86"
"Attorney General","BOT 01-0261","1","1","Total","Times Blank Voted","2"
"Attorney General","BOT 01-0261","1","1","Absentee","Times Blank Voted","1"
"Attorney General","BOT 01-0261","1","1","Polling","Times Blank Voted","1"
"Attorney General","BOT 01-0261","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-0261","1","1","Total","Times Counted","128"
"Attorney General","BOT 01-0261","1","1","Polling","Times Counted","24"
"Attorney General","BOT 01-0261","1","1","Polling","Times Counted","3"
"Attorney General","BOT 01-0261","1","1","Absentee","Times Counted","101"
"Attorney General","BOT 01-0261","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0261","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0261","1","1","Total","Times Over Voted","0"
"Attorney General","BOT 01-0261","1","1","Absentee","Times Over Voted","0"
"Attorney General","BOT 01-0262","1","1","Polling","John Ladenburg","1"
"Attorney General","BOT 01-0262","1","1","Absentee","John Ladenburg","51"
"Attorney General","BOT 01-0262","1","1","Total","John Ladenburg","55"
"Attorney General","BOT 01-0262","1","1","Polling","John Ladenburg","3"
"Attorney General","BOT 01-0262","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0262","1","1","Total","Registered Voters","467"
"Attorney General","BOT 01-0262","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-0262","1","1","Absentee","Registered Voters","0"
"Attorney General","BOT 01-0262","1","1","Polling","Rob McKenna","0"
"Attorney General","BOT 01-0262","1","1","Total","Rob McKenna","63"
"Attorney General","BOT 01-0262","1","1","Polling","Rob McKenna","6"
"Attorney General","BOT 01-0262","1","1","Absentee","Rob McKenna","57"
"Attorney General","BOT 01-0262","1","1","Total","Times Blank Voted","5"
"Attorney General","BOT 01-0262","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-0262","1","1","Absentee","Times Blank Voted","5"
"Attorney General","BOT 01-0262","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-0262","1","1","Absentee","Times Counted","116"
"Attorney General","BOT 01-0262","1","1","Total","Times Counted","126"
"Attorney General","BOT 01-0262","1","1","Polling","Times Counted","9"
"Attorney General","BOT 01-0262","1","1","Polling","Times Counted","1"
"Attorney General","BOT 01-0262","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0262","1","1","Total","Times Over Voted","0"
"Attorney General","BOT 01-0262","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-0262","1","1","Absentee","Times Over Voted","0"
"Attorney General","BOT 01-2473","1","1","Polling","John Ladenburg","0"
"Attorney General","BOT 01-2473","1","1","Absentee","John Ladenburg","90"
"Attorney General","BOT 01-2473","1","1","Total","John Ladenburg","116"
"Attorney General","BOT 01-2473","1","1","Polling","John Ladenburg","26"
"Attorney General","BOT 01-2473","1","1","Total","Registered Voters","666"
"Attorney General","BOT 01-2473","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-2473","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-2473","1","1","Absentee","Registered Voters","0"
"Attorney General","BOT 01-2473","1","1","Polling","Rob McKenna","6"
"Attorney General","BOT 01-2473","1","1","Total","Rob McKenna","137"
"Attorney General","BOT 01-2473","1","1","Polling","Rob McKenna","26"
"Attorney General","BOT 01-2473","1","1","Absentee","Rob McKenna","105"
"Attorney General","BOT 01-2473","1","1","Total","Times Blank Voted","15"
"Attorney General","BOT 01-2473","1","1","Absentee","Times Blank Voted","10"
"Attorney General","BOT 01-2473","1","1","Polling","Times Blank Voted","4"
"Attorney General","BOT 01-2473","1","1","Polling","Times Blank Voted","1"
"Attorney General","BOT 01-2473","1","1","Absentee","Times Counted","205"
"Attorney General","BOT 01-2473","1","1","Polling","Times Counted","56"
"Attorney General","BOT 01-2473","1","1","Polling","Times Counted","7"
"Attorney General","BOT 01-2473","1","1","Total","Times Counted","268"
"Attorney General","BOT 01-2473","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-2473","1","1","Absentee","Times Over Voted","0"
"Attorney General","BOT 01-2473","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-2473","1","1","Total","Times Over Voted","0"
"Attorney General","BOT 01-2495","1","1","Polling","John Ladenburg","0"
"Attorney General","BOT 01-2495","1","1","Absentee","John Ladenburg","56"
"Attorney General","BOT 01-2495","1","1","Polling","John Ladenburg","4"
"Attorney General","BOT 01-2495","1","1","Total","John Ladenburg","60"
"Attorney General","BOT 01-2495","1","1","Total","Registered Voters","545"
"Attorney General","BOT 01-2495","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-2495","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-2495","1","1","Absentee","Registered Voters","0"
"Attorney General","BOT 01-2495","1","1","Absentee","Rob McKenna","83"
"Attorney General","BOT 01-2495","1","1","Total","Rob McKenna","107"
"Attorney General","BOT 01-2495","1","1","Polling","Rob McKenna","24"
"Attorney General","BOT 01-2495","1","1","Polling","Rob McKenna","0"
"Attorney General","BOT 01-2495","1","1","Total","Times Blank Voted","9"
"Attorney General","BOT 01-2495","1","1","Absentee","Times Blank Voted","8"
"Attorney General","BOT 01-2495","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-2495","1","1","Polling","Times Blank Voted","1"
"Attorney General","BOT 01-2495","1","1","Total","Times Counted","176"
"Attorney General","BOT 01-2495","1","1","Polling","Times Counted","29"
"Attorney General","BOT 01-2495","1","1","Absentee","Times Counted","147"
"Attorney General","BOT 01-2495","1","1","Polling","Times Counted","0"
"Attorney General","BOT 01-2495","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-2495","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-2495","1","1","Total","Times Over Voted","0"
"Attorney General","BOT 01-2495","1","1","Absentee","Times Over Voted","0"
"Attorney General","BOT 01-2676","1","1","Polling","John Ladenburg","1"
"Attorney General","BOT 01-2676","1","1","Absentee","John Ladenburg","26"
"Attorney General","BOT 01-2676","1","1","Total","John Ladenburg","30"
"Attorney General","BOT 01-2676","1","1","Polling","John Ladenburg","3"
"Attorney General","BOT 01-2676","1","1","Total","Registered Voters","503"
"Attorney General","BOT 01-2676","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-2676","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-2676","1","1","Absentee","Registered Voters","0"
"Attorney General","BOT 01-2676","1","1","Absentee","Rob McKenna","39"
"Attorney General","BOT 01-2676","1","1","Polling","Rob McKenna","3"
"Attorney General","BOT 01-2676","1","1","Total","Rob McKenna","51"
"Attorney General","BOT 01-2676","1","1","Polling","Rob McKenna","9"
"Attorney General","BOT 01-2676","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-2676","1","1","Absentee","Times Blank Voted","1"
"Attorney General","BOT 01-2676","1","1","Total","Times Blank Voted","1"
"Attorney General","BOT 01-2676","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-2676","1","1","Absentee","Times Counted","66"
"Attorney General","BOT 01-2676","1","1","Polling","Times Counted","12"
"Attorney General","BOT 01-2676","1","1","Total","Times Counted","82"
"Attorney General","BOT 01-2676","1","1","Polling","Times Counted","4"
"Attorney General","BOT 01-2676","1","1","Total","Times Over Voted","0"
"Attorney General","BOT 01-2676","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-2676","1","1","Absentee","Times Over Voted","0"
"Attorney General","BOT 01-2676","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-2865","1","1","Polling","John Ladenburg","0"
"Attorney General","BOT 01-2865","1","1","Total","John Ladenburg","73"
"Attorney General","BOT 01-2865","1","1","Polling","John Ladenburg","15"
"Attorney General","BOT 01-2865","1","1","Absentee","John Ladenburg","58"
"Attorney General","BOT 01-2865","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-2865","1","1","Total","Registered Voters","481"
"Attorney General","BOT 01-2865","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-2865","1","1","Absentee","Registered Voters","0"
"Attorney General","BOT 01-2865","1","1","Absentee","Rob McKenna","73"
"Attorney General","BOT 01-2865","1","1","Polling","Rob McKenna","0"
"Attorney General","BOT 01-2865","1","1","Total","Rob McKenna","89"
"Attorney General","BOT 01-2865","1","1","Polling","Rob McKenna","16"
"Attorney General","BOT 01-2865","1","1","Total","Times Blank Voted","11"
"Attorney General","BOT 01-2865","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-2865","1","1","Absentee","Times Blank Voted","10"
"Attorney General","BOT 01-2865","1","1","Polling","Times Blank Voted","1"
"Attorney General","BOT 01-2865","1","1","Total","Times Counted","173"
"Attorney General","BOT 01-2865","1","1","Polling","Times Counted","0"
"Attorney General","BOT 01-2865","1","1","Polling","Times Counted","32"
"Attorney General","BOT 01-2865","1","1","Absentee","Times Counted","141"
"Attorney General","BOT 01-2865","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-2865","1","1","Absentee","Times Over Voted","0"
"Attorney General","BOT 01-2865","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-2865","1","1","Total","Times Over Voted","0"
"Attorney General","BOT 01-3271","1","1","Polling","John Ladenburg","0"
"Attorney General","BOT 01-3271","1","1","Absentee","John Ladenburg","67"
"Attorney General","BOT 01-3271","1","1","Total","John Ladenburg","76"
"Attorney General","BOT 01-3271","1","1","Polling","John Ladenburg","9"
"Attorney General","BOT 01-3271","1","1","Total","Registered Voters","474"
"Attorney General","BOT 01-3271","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-3271","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-3271","1","1","Absentee","Registered Voters","0"
"Attorney General","BOT 01-3271","1","1","Polling","Rob McKenna","0"
"Attorney General","BOT 01-3271","1","1","Absentee","Rob McKenna","80"
"Attorney General","BOT 01-3271","1","1","Polling","Rob McKenna","13"
"Attorney General","BOT 01-3271","1","1","Total","Rob McKenna","93"
"Attorney General","BOT 01-3271","1","1","Total","Times Blank Voted","10"
"Attorney General","BOT 01-3271","1","1","Absentee","Times Blank Voted","9"
"Attorney General","BOT 01-3271","1","1","Polling","Times Blank Voted","1"
"Attorney General","BOT 01-3271","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-3271","1","1","Total","Times Counted","179"
"Attorney General","BOT 01-3271","1","1","Polling","Times Counted","23"
"Attorney General","BOT 01-3271","1","1","Polling","Times Counted","0"
"Attorney General","BOT 01-3271","1","1","Absentee","Times Counted","156"
"Attorney General","BOT 01-3271","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-3271","1","1","Polling","Times Over Voted","0"
"Attorney General","BOT 01-3271","1","1","Total","Times Over Voted","0"
"Attorney General","BOT 01-3271","1","1","Absentee","Times Over Voted","0"
"Attorney General","BOT 01-3321","1","1","Total","John Ladenburg","94"
"Attorney General","BOT 01-3321","1","1","Absentee","John Ladenburg","90"
"Attorney General","BOT 01-3321","1","1","Polling","John Ladenburg","1"
"Attorney General","BOT 01-3321","1","1","Polling","John Ladenburg","3"
"Attorney General","BOT 01-3321","1","1","Total","Registered Voters","428"
"Attorney General","BOT 01-3321","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-3321","1","1","Polling","Registered Voters","0"
"Attorney General","BOT 01-3321","1","1","Absentee","Registered Voters","0"
"Attorney General","BOT 01-3321","1","1","Absentee","Rob McKenna","118"
"Attorney General","BOT 01-3321","1","1","Polling","Rob McKenna","17"
"Attorney General","BOT 01-3321","1","1","Polling","Rob McKenna","0"
"Attorney General","BOT 01-3321","1","1","Total","Rob McKenna","135"
"Attorney General","BOT 01-3321","1","1","Total","Times Blank Voted","10"
"Attorney General","BOT 01-3321","1","1","Polling","Times Blank Voted","2"
"Attorney General","BOT 01-3321","1","1","Absentee","Times Blank Voted","8"
"Attorney General","BOT 01-3321","1","1","Polling","Times Blank Voted","0"
"Attorney General","BOT 01-3321","1","1","Total","Times Counted","239"
"Attorney General","BOT 01-3321","1","1","Polling","Times Counted","22"
