"precinct","race","leg","cc","cg","countergroup","party","countertype","sumofcount"
"SHL 32-0001","King County Advisory Vote No. 22","32","1","7","Total","<NP>","Maintained","41"
"SHL 32-0001","King County Advisory Vote No. 22","32","1","7","Total","<NP>","Repealed","30"
"SHL 32-0001","King County Advisory Vote No. 22","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","King County Assessor","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","King County Assessor","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","King County Assessor","32","1","7","Total","NP","Times Under Voted","25"
"SHL 32-0001","King County Assessor","32","1","7","Total","<NP>","Write-in","3"
"SHL 32-0001","King County Assessor","32","1","7","Total","<NP>","John Wilson","52"
"SHL 32-0001","King County Assessor","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","King County Senate Joint Resolution No. 8200","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","King County Senate Joint Resolution No. 8200","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","King County Senate Joint Resolution No. 8200","32","1","7","Total","NP","Times Under Voted","5"
"SHL 32-0001","King County Senate Joint Resolution No. 8200","32","1","7","Total","<NP>","Approved","59"
"SHL 32-0001","King County Senate Joint Resolution No. 8200","32","1","7","Total","<NP>","Rejected","16"
"SHL 32-0001","King County Senate Joint Resolution No. 8200","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","Port of Seattle Commissioner Position No. 2","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","Port of Seattle Commissioner Position No. 2","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","Port of Seattle Commissioner Position No. 2","32","1","7","Total","NP","Times Under Voted","17"
"SHL 32-0001","Port of Seattle Commissioner Position No. 2","32","1","7","Total","<NP>","Write-in","1"
"SHL 32-0001","Port of Seattle Commissioner Position No. 2","32","1","7","Total","<NP>","Grant Degginger","22"
"SHL 32-0001","Port of Seattle Commissioner Position No. 2","32","1","7","Total","<NP>","Sam Cho","40"
"SHL 32-0001","Port of Seattle Commissioner Position No. 2","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","King County Advisory Vote No. 24","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","King County Advisory Vote No. 24","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","King County Advisory Vote No. 24","32","1","7","Total","NP","Times Under Voted","10"
"SHL 32-0001","King County Advisory Vote No. 24","32","1","7","Total","<NP>","Maintained","32"
"SHL 32-0001","King County Advisory Vote No. 24","32","1","7","Total","<NP>","Repealed","38"
"SHL 32-0001","King County Advisory Vote No. 24","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","King County Advisory Vote No. 26","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","King County Advisory Vote No. 26","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","King County Advisory Vote No. 26","32","1","7","Total","NP","Times Under Voted","7"
"SHL 32-0001","King County Advisory Vote No. 26","32","1","7","Total","<NP>","Repealed","26"
"SHL 32-0001","King County Advisory Vote No. 26","32","1","7","Total","<NP>","Maintained","47"
"SHL 32-0001","King County Advisory Vote No. 26","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 5","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 5","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 5","32","1","7","Total","NP","Times Under Voted","15"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 5","32","1","7","Total","<NP>","Sara Betnel","46"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 5","32","1","7","Total","<NP>","Write-in","0"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 5","32","1","7","Total","<NP>","Joe Cunningham","19"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 5","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","King County Advisory Vote No. 29","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","King County Advisory Vote No. 29","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","King County Advisory Vote No. 29","32","1","7","Total","NP","Times Under Voted","7"
"SHL 32-0001","King County Advisory Vote No. 29","32","1","7","Total","<NP>","Repealed","38"
"SHL 32-0001","King County Advisory Vote No. 29","32","1","7","Total","<NP>","Maintained","35"
"SHL 32-0001","King County Advisory Vote No. 29","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 4","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 4","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 4","32","1","7","Total","NP","Times Under Voted","24"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 4","32","1","7","Total","<NP>","Rebeca Rivera","55"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 4","32","1","7","Total","<NP>","Write-in","1"
"SHL 32-0001","Shoreline School District No. 412 Director District No. 4","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","City of Shoreline Council Position No. 4","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","City of Shoreline Council Position No. 4","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","City of Shoreline Council Position No. 4","32","1","7","Total","NP","Times Under Voted","13"
"SHL 32-0001","City of Shoreline Council Position No. 4","32","1","7","Total","<NP>","Write-in","1"
"SHL 32-0001","City of Shoreline Council Position No. 4","32","1","7","Total","<NP>","Doris McConnell","32"
"SHL 32-0001","City of Shoreline Council Position No. 4","32","1","7","Total","<NP>","David Chen","34"
"SHL 32-0001","City of Shoreline Council Position No. 4","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","Port of Seattle Commissioner Position No. 5","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","Port of Seattle Commissioner Position No. 5","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","Port of Seattle Commissioner Position No. 5","32","1","7","Total","NP","Times Under Voted","17"
"SHL 32-0001","Port of Seattle Commissioner Position No. 5","32","1","7","Total","<NP>","Write-in","0"
"SHL 32-0001","Port of Seattle Commissioner Position No. 5","32","1","7","Total","<NP>","Fred Felleman","39"
"SHL 32-0001","Port of Seattle Commissioner Position No. 5","32","1","7","Total","<NP>","Garth Jacobson","24"
"SHL 32-0001","Port of Seattle Commissioner Position No. 5","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","King County Advisory Vote No. 23","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","King County Advisory Vote No. 23","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","King County Advisory Vote No. 23","32","1","7","Total","NP","Times Under Voted","6"
"SHL 32-0001","King County Advisory Vote No. 23","32","1","7","Total","<NP>","Maintained","55"
"SHL 32-0001","King County Advisory Vote No. 23","32","1","7","Total","<NP>","Repealed","19"
"SHL 32-0001","King County Advisory Vote No. 23","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","King County Judge Position No. 2","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","King County Judge Position No. 2","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","King County Judge Position No. 2","32","1","7","Total","NP","Times Under Voted","26"
"SHL 32-0001","King County Judge Position No. 2","32","1","7","Total","<NP>","Lori K. Smith","52"
"SHL 32-0001","King County Judge Position No. 2","32","1","7","Total","<NP>","Write-in","2"
"SHL 32-0001","King County Judge Position No. 2","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","City of Shoreline Council Position No. 6","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","City of Shoreline Council Position No. 6","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","City of Shoreline Council Position No. 6","32","1","7","Total","NP","Times Under Voted","14"
"SHL 32-0001","City of Shoreline Council Position No. 6","32","1","7","Total","<NP>","Luis Berbesi","14"
"SHL 32-0001","City of Shoreline Council Position No. 6","32","1","7","Total","<NP>","Betsy Robertson","52"
"SHL 32-0001","City of Shoreline Council Position No. 6","32","1","7","Total","<NP>","Write-in","0"
"SHL 32-0001","City of Shoreline Council Position No. 6","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","King County Advisory Vote No. 21","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","King County Advisory Vote No. 21","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","King County Advisory Vote No. 21","32","1","7","Total","NP","Times Under Voted","6"
"SHL 32-0001","King County Advisory Vote No. 21","32","1","7","Total","<NP>","Maintained","41"
"SHL 32-0001","King County Advisory Vote No. 21","32","1","7","Total","<NP>","Repealed","32"
"SHL 32-0001","King County Advisory Vote No. 21","32","1","7","Total","NP","Times Over Voted","1"
"SHL 32-0001","King County Advisory Vote No. 25","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","King County Advisory Vote No. 25","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","King County Advisory Vote No. 25","32","1","7","Total","NP","Times Under Voted","8"
"SHL 32-0001","King County Advisory Vote No. 25","32","1","7","Total","<NP>","Maintained","40"
"SHL 32-0001","King County Advisory Vote No. 25","32","1","7","Total","<NP>","Repealed","32"
"SHL 32-0001","King County Advisory Vote No. 25","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","King County Proposition No. 1","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","King County Proposition No. 1","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","King County Proposition No. 1","32","1","7","Total","NP","Times Under Voted","4"
"SHL 32-0001","King County Proposition No. 1","32","1","7","Total","<NP>","No","19"
"SHL 32-0001","King County Proposition No. 1","32","1","7","Total","<NP>","Yes","57"
"SHL 32-0001","King County Proposition No. 1","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","King County Advisory Vote No. 28","32","1","7","Total","NP","Registered Voters","544"
"SHL 32-0001","King County Advisory Vote No. 28","32","1","7","Total","NP","Times Counted","80"
"SHL 32-0001","King County Advisory Vote No. 28","32","1","7","Total","NP","Times Under Voted","6"
"SHL 32-0001","King County Advisory Vote No. 28","32","1","7","Total","<NP>","Repealed","23"
"SHL 32-0001","King County Advisory Vote No. 28","32","1","7","Total","<NP>","Maintained","51"
"SHL 32-0001","King County Advisory Vote No. 28","32","1","7","Total","NP","Times Over Voted","0"
"LFP 46-0003","King County Advisory Vote No. 20","46","1","7","Total","NP","Registered Voters","471"
"LFP 46-0003","King County Advisory Vote No. 20","46","1","7","Total","NP","Times Counted","131"
"LFP 46-0003","King County Advisory Vote No. 20","46","1","7","Total","NP","Times Under Voted","14"
"LFP 46-0003","King County Advisory Vote No. 20","46","1","7","Total","<NP>","Maintained","54"
"LFP 46-0003","King County Advisory Vote No. 20","46","1","7","Total","<NP>","Repealed","63"
"LFP 46-0003","King County Advisory Vote No. 20","46","1","7","Total","NP","Times Over Voted","0"
"LFP 46-0003","King County Director of Elections","46","1","7","Total","NP","Registered Voters","471"
"LFP 46-0003","King County Director of Elections","46","1","7","Total","NP","Times Counted","131"
"LFP 46-0003","King County Director of Elections","46","1","7","Total","NP","Times Under Voted","20"
"LFP 46-0003","King County Director of Elections","46","1","7","Total","<NP>","Mark Greene","21"
"LFP 46-0003","King County Director of Elections","46","1","7","Total","<NP>","Write-in","2"
"LFP 46-0003","King County Director of Elections","46","1","7","Total","<NP>","Julie Wise","88"
"LFP 46-0003","King County Director of Elections","46","1","7","Total","NP","Times Over Voted","0"
"LFP 46-0003","King County Initiative Measure No. 976","46","1","7","Total","NP","Registered Voters","471"
"LFP 46-0003","King County Initiative Measure No. 976","46","1","7","Total","NP","Times Counted","131"
"LFP 46-0003","King County Initiative Measure No. 976","46","1","7","Total","NP","Times Under Voted","2"
"LFP 46-0003","King County Initiative Measure No. 976","46","1","7","Total","<NP>","Yes","58"
"LFP 46-0003","King County Initiative Measure No. 976","46","1","7","Total","<NP>","No","71"
"LFP 46-0003","King County Initiative Measure No. 976","46","1","7","Total","NP","Times Over Voted","0"
"LFP 46-0003","City of Lake Forest Park Council Position No. 2","46","1","7","Total","NP","Registered Voters","471"
"LFP 46-0003","City of Lake Forest Park Council Position No. 2","46","1","7","Total","NP","Times Counted","131"
"LFP 46-0003","City of Lake Forest Park Council Position No. 2","46","1","7","Total","NP","Times Under Voted","10"
"LFP 46-0003","City of Lake Forest Park Council Position No. 2","46","1","7","Total","<NP>","Lorri Bodi","72"
"LFP 46-0003","City of Lake Forest Park Council Position No. 2","46","1","7","Total","<NP>","Write-in","1"
"LFP 46-0003","City of Lake Forest Park Council Position No. 2","46","1","7","Total","<NP>","Catherine Stanford","46"
"LFP 46-0003","City of Lake Forest Park Council Position No. 2","46","1","7","Total","NP","Times Over Voted","2"
"LFP 46-0003","Shoreline School District No. 412 Director District No. 1","46","1","7","Total","NP","Registered Voters","471"
"LFP 46-0003","Shoreline School District No. 412 Director District No. 1","46","1","7","Total","NP","Times Counted","131"
"LFP 46-0003","Shoreline School District No. 412 Director District No. 1","46","1","7","Total","NP","Times Under Voted","24"
"LFP 46-0003","Shoreline School District No. 412 Director District No. 1","46","1","7","Total","<NP>","Meghan Jernigan","61"
"LFP 46-0003","Shoreline School District No. 412 Director District No. 1","46","1","7","Total","<NP>","Michael Jacobs","45"
"LFP 46-0003","Shoreline School District No. 412 Director District No. 1","46","1","7","Total","<NP>","Write-in","1"
"LFP 46-0003","Shoreline School District No. 412 Director District No. 1","46","1","7","Total","NP","Times Over Voted","0"
"LFP 46-0003","King County Advisory Vote No. 31","46","1","7","Total","NP","Registered Voters","471"
"LFP 46-0003","King County Advisory Vote No. 31","46","1","7","Total","NP","Times Counted","131"
"LFP 46-0003","King County Advisory Vote No. 31","46","1","7","Total","NP","Times Under Voted","8"
"LFP 46-0003","King County Advisory Vote No. 31","46","1","7","Total","<NP>","Repealed","34"
"LFP 46-0003","King County Advisory Vote No. 31","46","1","7","Total","<NP>","Maintained","89"
"LFP 46-0003","King County Advisory Vote No. 31","46","1","7","Total","NP","Times Over Voted","0"
"LFP 46-0003","King County Advisory Vote No. 30","46","1","7","Total","NP","Registered Voters","471"
"LFP 46-0003","King County Advisory Vote No. 30","46","1","7","Total","NP","Times Counted","131"
"LFP 46-0003","King County Advisory Vote No. 30","46","1","7","Total","NP","Times Under Voted","9"
"LFP 46-0003","King County Advisory Vote No. 30","46","1","7","Total","<NP>","Repealed","54"
"LFP 46-0003","King County Advisory Vote No. 30","46","1","7","Total","<NP>","Maintained","68"
"LFP 46-0003","King County Advisory Vote No. 30","46","1","7","Total","NP","Times Over Voted","0"
"LFP 46-0003","King County Judge Position No. 1","46","1","7","Total","NP","Registered Voters","471"
"LFP 46-0003","King County Judge Position No. 1","46","1","7","Total","NP","Times Counted","131"
"LFP 46-0003","King County Judge Position No. 1","46","1","7","Total","NP","Times Under Voted","44"
"LFP 46-0003","King County Judge Position No. 1","46","1","7","Total","<NP>","John H. Chun","85"
"LFP 46-0003","King County Judge Position No. 1","46","1","7","Total","<NP>","Write-in","2"
"LFP 46-0003","King County Judge Position No. 1","46","1","7","Total","NP","Times Over Voted","0"
"LFP 46-0003","King County Referendum Measure No. 88","46","1","7","Total","NP","Registered Voters","471"
"LFP 46-0003","King County Referendum Measure No. 88","46","1","7","Total","NP","Times Counted","131"
"LFP 46-0003","King County Referendum Measure No. 88","46","1","7","Total","NP","Times Under Voted","3"
"LFP 46-0003","King County Referendum Measure No. 88","46","1","7","Total","<NP>","Rejected","45"
"LFP 46-0003","King County Referendum Measure No. 88","46","1","7","Total","<NP>","Approved","83"
"LFP 46-0003","King County Referendum Measure No. 88","46","1","7","Total","NP","Times Over Voted","0"
"LFP 46-0003","King County Advisory Vote No. 27","46","1","7","Total","NP","Registered Voters","471"
"LFP 46-0003","King County Advisory Vote No. 27","46","1","7","Total","NP","Times Counted","131"
"LFP 46-0003","King County Advisory Vote No. 27","46","1","7","Total","NP","Times Under Voted","10"
"LFP 46-0003","King County Advisory Vote No. 27","46","1","7","Total","<NP>","Maintained","61"
"LFP 46-0003","King County Advisory Vote No. 27","46","1","7","Total","<NP>","Repealed","60"
"LFP 46-0003","King County Advisory Vote No. 27","46","1","7","Total","NP","Times Over Voted","0"
"LFP 46-0003","King County Advisory Vote No. 22","46","1","7","Total","NP","Registered Voters","471"
"LFP 46-0003","King County Advisory Vote No. 22","46","1","7","Total","NP","Times Counted","131"
"LFP 46-0003","King County Advisory Vote No. 22","46","1","7","Total","NP","Times Under Voted","10"
"LFP 46-0003","King County Advisory Vote No. 22","46","1","7","Total","<NP>","Maintained","53"
"LFP 46-0003","King County Advisory Vote No. 22","46","1","7","Total","<NP>","Repealed","68"
"LFP 46-0003","King County Advisory Vote No. 22","46","1","7","Total","NP","Times Over Voted","0"
"LFP 46-0003","King County Assessor","46","1","7","Total","NP","Registered Voters","471"
"LFP 46-0003","King County Assessor","46","1","7","Total","NP","Times Counted","131"
