"impound_no","data_source","record_type","link","current_location","animal_name","animal_type","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo"
"K22-150189","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2487445","LOST","Cleocatra","Cat","Female","Bengal","White","2022-08-20T00:00:00.000","Date Lost","6400 block of  NE 182ND ST","KENMORE","WA","98028","KENMORE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2487445","Image Copyright HLP Inc. 2022","Description: Bengal Siamese mix, with blue eyes, and a tab spot across her nose. She has a white base coat with grey spotted markings, and black rings around her tail. She is microchipped, but I just Found out that I never added her number to the registry. I'll be calling the vet for the number on Monday. In the image attached with two cats, she is the one looking away from the camera.<p/>Age: Over 1 year<p/>Location Lost: 6410 NE 182nd St, Kenmore WA  98028<p/>Lost Date: Aug 20 202<p/>"
"K22-149958","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2484792","LOST","Buddy","Cat","Male","American Shorthair","White","2022-08-19T00:00:00.000","Date Lost","ROXBURY  AND 8TH AVE S.",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2484792","Image Copyright HLP Inc. 2022","Description: White with tabby markings. 1/2 of face is tabby and most of his body is tabby (including his tail). He ha hyperthyroidism and needs his meds. <p/>Age: Over 1 year<p/>Location Lost: Roxbury and 8th ave S. , Seattle WA  98106<p/>Lost Date: 2022-08-19<p/>"
"K22-150364","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488217","LOST","Luna","Cat","Female","American Shorthair","Unknown","2022-08-25T00:00:00.000","Date Lost","9200 block of  49TH AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488217","Image Copyright HLP Inc. 2022","Description: Grey, small, shorthair. Skiddish <p/>Age: Unknown<p/>Location Lost: 9209 49th Ave ne, Seattle WA  98115<p/>Lost Date: 2022-08-25<p/>"
"K22-150388","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488458","LOST","Cherry","Cat","Male","Domestic Shorthair","Unknown","2022-08-27T00:00:00.000","Date Lost","6300 block of  NE 194TH STREET",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488458","Image Copyright HLP Inc. 2022","Description: Ginger/orange tabby. Very little white around mouth. Yellow ish eyes. <p/>Age: Over 1 year<p/>Location Lost: 6366 NE 194th Street Apt A, Kenmore WA  98028<p/>Lost Date: 2022-08-27<p/>"
"K22-149896","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483993","LOST","Paige","Cat","Female","Domestic Shorthair","Black","2022-08-16T00:00:00.000","Date Lost","45TH  AVE SW AND COLLEGE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483993","Image Copyright HLP Inc. 2022","Description: Black and white tuxedo cat. 16 years old. About 8 pounds. No collar, but she is microchipped. <p/>Age: Unknown<p/>Location Lost: 45th Ave SW and College, Seattle WA  98116-2115<p/>Lost Date: 2022-08-16<p/>"
"K22-150120","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486768","LOST","Orlando","Cat","Male","American Shorthair","Unknown","2022-08-24T00:00:00.000","Date Lost","ENTWHITSTLE  ST AND 325TH AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486768","Image Copyright HLP Inc. 2022","Description: Orlando is a grey cat with yellow eyes and very faint stripe on his tail.  He is healthy but is a very skinny cat.  His meow is very quiet almost like a chirp or squeak.<p/>Age: Over 1 year<p/>Location Lost: entwhitstle st and 325th ave ne, Carnation WA  98014<p/>Lost Date: 2022-08-24<p/>"
"K22-149788","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482703","LOST","Lion-O","Cat","Male","Domestic Longhair","Unknown","2022-08-05T00:00:00.000","Date Lost","32ND  AVE E & E WARD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482703","Image Copyright HLP Inc. 2022","Description: 11 year old, male, 13 lbs, green eyes. Xenophobic around people he doesn’t know. Microchipped by HomeAgain. <p/>Age: Over 1 year<p/>Location Lost: 32nd Ave E & E Ward, Seattle WA  98112<p/>Lost Date: 2022-08-05<p/>"
"K22-149479","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2479497","LOST","Sophie","Dog","Female","Catahoula Leopard Hound","Unknown","2022-08-08T00:00:00.000","Date Lost","39TH  ST AND GRAHAM",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2479497","Image Copyright HLP Inc. 2022","Description: VERY SKITTISH and will run if approached. 6 months old. Black, grey and white. Had a Seahawks colored leash was around her neck. No collar. she is a new foster pup and and hasn’t bonded yet. <p/>Age: Under 1 year<p/>Location Lost: 39th st and Graham , Seattle WA  98118<p/>Lost Date: 2022-08-08<p/>"
"K22-149960","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2484830","LOST","Penny","Dog","Female","Golden Retriever","Unknown","2022-08-20T00:00:00.000","Date Lost","163RD  PLACE AND MERIDIAN AVE. N",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2484830","Image Copyright HLP Inc. 2022","Description: Medium Sized, golden colors. White tiped tail and paws. One ear up and one ear down. Brown eyes.<p/>Age: Over 1 year<p/>Location Lost: 163rd Place and Meridian Ave. N, Seattle WA  98133<p/>Lost Date: 2022-08-20<p/>"
"K22-150776","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2494564","LOST","Polo","Dog","Male","American Pit Bull Terrier","White","2022-09-09T00:00:00.000","Date Lost","S  139TH AND INTERNATIONAL BLVD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2494564","Image Copyright HLP Inc. 2022","Description: White with black spots <p/>Age: Over 1 year<p/>Location Lost: S 139th and international blvd , Kent WA  98032<p/>Lost Date: 2022-09-09<p/>"
"K22-150406","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488505","LOST","Jiggy","Cat","Female","American Shorthair","Unknown","2022-08-26T00:00:00.000","Date Lost","CASCADIA  AVE. S & S OREGON ST.",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488505","Image Copyright HLP Inc. 2022","Description: Female calico, medium-sized, short-haired, grey, white and brown/orange markings. Not wearing her collar at this time.<p/>Age: Over 1 year<p/>Location Lost: Cascadia Ave. S & S Oregon St. , Seattle WA  98118<p/>Lost Date: 2022-08-26<p/>"
"K22-149256","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2477498","LOST","Siegmeyer","Cat","Male","Domestic Shorthair","Unknown","2022-08-03T00:00:00.000","Date Lost","SE  19TH STREET & 14TH",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2477498","Image Copyright HLP Inc. 2022","Description: Orange tabby, surgery and shaved on left shoulder, staples still in.  Long fluffy striped tail.  5 years old. <p/>Age: Over 1 year<p/>Location Lost: SE 19th Street & 14th, Bellevue WA  98008<p/>Lost Date: 2022-08-03<p/>"
"K22-149921","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2484302","LOST","Milo","Dog","Male","Chihuahua - Smooth Coated","Black","2022-08-17T00:00:00.000","Date Lost","VUE  TRAILER HOMES",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2484302","Image Copyright HLP Inc. 2022","Description: His a Yorkie mixed with chihuahua black small puppy <p/>Age: Under 1 year<p/>Location Lost: VUE trailer homes , Seattle WA  98198<p/>Lost Date: 2022-08-17<p/>"
"K22-150507","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2490511","LOST","Machi","Cat","Female","Domestic Shorthair","Unknown","2022-08-31T00:00:00.000","Date Lost","60TH  AVE SOUTH & SOUTH 236TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2490511","Image Copyright HLP Inc. 2022","Description: she's a tabby cat named Machi, she kind of fat, she's has a pink collar on. she responds to her name well she does have a chip. Machi is black, white and gray she does have a white belly. <p/>Age: Over 1 year<p/>Location Lost: 60th Ave South & South 236th st , Kent WA  98032<p/>Lost Date: 2022-08-31<p/>"
"K22-149674","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481369","LOST","Jack","Cat","Male","Domestic Shorthair","Unknown","2022-08-10T00:00:00.000","Date Lost","NEWELL  ST AND 8TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481369","Image Copyright HLP Inc. 2022","Description: Larger sized cat that is orange and white. His name is jack. He is afraid of humans, but is very sweet.<p/>Age: Over 1 year<p/>Location Lost: Newell St and 8th St, Seattle WA  98119<p/>Lost Date: 2022-08-10<p/>"
"K22-149871","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483566","LOST","Aria","Cat","Female","American Shorthair","Black","2022-08-14T00:00:00.000","Date Lost","191ST  PL SE AND SE 263RD ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483566","Image Copyright HLP Inc. 2022","Description: Black and white tuxedo. Tiny and skinny.  Her blaze is off center on her left side of her face. 4 white paws and white chest.  Yellow to brownish green eyes<p/>Age: Over 1 year<p/>Location Lost: 191st pl se and se 263rd st , Kent WA  98042<p/>Lost Date: 2022-08-14<p/>"
"K22-150405","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488498","LOST","Woody","Dog","Male","Havanese","Black","2022-08-29T00:00:00.000","Date Lost","292ND  AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488498","Image Copyright HLP Inc. 2022","Description: He’s a black and white shaved havanese, short curly hair. He’s microchipped and has on a green collar but no name tag.<p/>Age: Under 1 year<p/>Location Lost: 292nd Ave se , Enumclaw WA  98022<p/>Lost Date: 2022-08-29<p/>"
"K22-149607","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480731","LOST","Manchita","Dog","Female","Shih Tzu","White","2022-08-09T00:00:00.000","Date Lost","1500 block of  G ST SE","AUBURN","WA","98002","AUBURN",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480731","Image Copyright HLP Inc. 2022","Description: She has a white hair and a little brown in the ears. <p/>Age: Over 1 year<p/>Location Lost: 1509 g st se Auburn , Renton WA  98056<p/>Lost Date: 2022-08-09<p/>"
"K22-149990","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485467","LOST","Poepoe",,"Unknown",,"Brown","2022-08-20T00:00:00.000","Date Lost","24900 block of  43RD AVE S /MIGHT HAVE FALLEN TO REITH ROAD IN KENT",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485467","Image Copyright HLP Inc. 2022","Description: Sulcata tortoise approximately 10x16inches<p/>Age: Over 1 year<p/>Location Lost: 24920 43rd Ave S /might have fallen to Reith Road in Kent, Kent WA  98032<p/>Lost Date: 2022-08-20<p/>"
"K22-149989","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485465","LOST","Tank","Cat","Male","American Shorthair","Black","2022-08-21T00:00:00.000","Date Lost","WEST  SHOREWOOD DRIVE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485465","Image Copyright HLP Inc. 2022","Description: Brown and Black Tabby w/ Grey undertones. Large and fit cat w/ big paws.<p/>Age: Over 1 year<p/>Location Lost: West Shorewood Drive, Mercer Island WA  98040<p/>Lost Date: 2022-08-21<p/>"
"K22-149098","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2475889","LOST","Gunther","Cat","Male","Domestic Shorthair","Unknown","2022-07-31T00:00:00.000","Date Lost","22200 block of  NE7TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2475889","Image Copyright HLP Inc. 2022","Description: Gray and white cat. One TNR'd ear as this cat was a rescue. He is chipped. Answers to Gunther, Gunny, Gunner.<p/>Age: Over 1 year<p/>Location Lost: 22238 NE7th St, Sammamish WA  98074<p/>Lost Date: 2022-07-31<p/>"
"K22-149843","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483135","LOST","Cleo","Dog","Female","Scottish Terrier","Black","2022-08-17T00:00:00.000","Date Lost","156TH  AVE CT E AND DAFFODIL ACT E",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483135","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 156th Ave Ct E and Daffodil act E, Sumner WA  98390<p/>Lost Date: 2022-08-17<p/>"
"K22-149868","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483528","LOST","Bucky","Dog","Male","Yorkshire Terrier","Unknown","2022-08-17T00:00:00.000","Date Lost","SE  208TH ST AND 108TH AVE SE (HWY 515)",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483528","Image Copyright HLP Inc. 2022","Description: About 9lbs with grey and blonde hair roughly 16 inches long<p/>Age: Over 1 year<p/>Location Lost: SE 208th St and 108th Ave SE (hwy 515), Kent WA  98031<p/>Lost Date: 2022-08-17<p/>"
"K22-149777","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482532","LOST","Susan/susi","Dog","Female","German Shepherd","Brown","2022-08-14T00:00:00.000","Date Lost","14400 block of  178TH AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482532","Image Copyright HLP Inc. 2022","Description: Susi is an older female dog 15 yrs, brown. She went missing yesterday around noon. the caregiver said she had scratched the hair off  her back left leg it was a pretty big patch of skin. <p/>Age: Over 1 year<p/>Location Lost: 14431 178th Ave se , Renton WA  98059<p/>Lost Date: 2022-08-14<p/>"
"K22-149348","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478253","LOST","Pearl","Dog","Female","Chihuahua - Smooth Coated","Unknown","2022-08-05T00:00:00.000","Date Lost","2900 block of  224TH PL SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478253","Image Copyright HLP Inc. 2022","Description: Small black and white short hair. White  tip on tail. 10 years old .<p/>Age: Over 1 year<p/>Location Lost: 2924 224th Pl SE, Sammamish WA  98075<p/>Lost Date: 2022-08-05<p/>"
"K22-149255","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2477463","LOST","Carys","Cat","Female","Domestic Mediumhair","White","2022-08-01T00:00:00.000","Date Lost","32ND  AVE SE AND 239TH PL SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2477463","Image Copyright HLP Inc. 2022","Description: Black & White Tuxedo spayed female 8+ years old.  Has distinct black goatee on chin, black eyeliner and white feet.  We saw her escape a bobcat and she may have been injured.<p/>Age: Over 1 year<p/>Location Lost: 32nd Ave SE and 239TH PL SE, Sammamish WA  98075<p/>Lost Date: 2022-08-01<p/>"
"K22-150025","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485807","LOST","Angie","Cat","Female","Domestic Shorthair","Unknown","2022-08-21T00:00:00.000","Date Lost","38200 block of  297TH PL SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485807","Image Copyright HLP Inc. 2022","Description: Short hair gray tabby. Old chip/ cut in one ear from a previous cat fight. Mostly an outdoor mousing cat. She is fixed. Haven't been home in 3 days. A little chubby.<p/>Age: Over 1 year<p/>Location Lost: 38216 297th pl se, Enumclaw WA  98022<p/>Lost Date: 2022-08-21<p/>"
"K22-150001","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485528","LOST","Daisy","Cat","Female","Domestic Mediumhair","Unknown","2022-08-20T00:00:00.000","Date Lost","9100 block of  BRINKLEY AVENUE SOUTHEAST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485528","Image Copyright HLP Inc. 2022","Description: Grey and white short/medium hair cat. Adult female.<p/>Age: Over 1 year<p/>Location Lost: 9116 Brinkley Avenue Southeast, Snoqualmie WA  98065<p/>Lost Date: 2022-08-20<p/>"
"K22-149851","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483292","LOST","Bucky","Dog","Male","Yorkshire Terrier","Unknown","2022-08-17T00:00:00.000","Date Lost","10700 block of  SE 208TH ST","KENT","WA","98031","KENT","47.416565","-122.198052","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483292","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 10700 SE 208th St, Kent, WA 98031, Kent WA  98031<p/>Lost Date: 2022-08-17<p/>"
