"case_number","incident_datetime","nibrs_code","nibrs_code_name","block_address","city","state","zip","reporting_area","district","precinct","created_at","updated_at","hour_of_day","day_of_week","id"
"C20001982","2020-01-11T21:00:00.000","23F","Theft From Motor Vehicle","13300 Block SE 79TH PL","NEWCASTLE","WA","98059","Reporting Area H02003","District H2","3","2020-01-16T21:02:30.000","2020-01-16T21:03:34.000","21","7","12170329750"
"C20001756","2020-01-15T06:00:00.000","13B","Simple Assault","300 Block SW 148TH ST","BURIEN","WA","98166","Reporting Area N05051","District N5","4","2020-01-15T08:20:03.000","2020-01-15T08:21:47.000","6","4","12168011592"
"C20001629","2020-01-13T18:13:00.000","90J","Trespass of Real","23900 Block SE TIGER MOUNTAIN RD","ISSAQUAH","WA","98027","Reporting Area F02007","District F2","3","2020-01-13T22:13:50.000","2020-01-13T22:18:39.000","18","2","12165286859"
"C20001295","2020-01-10T18:00:00.000","290","Destruction/Damage/Vandalism of Property","13100 Block NEWCASTLE COMMONS DR","NEWCASTLE","WA",,"Reporting Area H02003","District H2","3","2020-01-10T20:55:41.000","2020-01-10T21:03:16.000","18","6","12160483290"
"C20001287","2020-01-02T03:13:00.000","290","Destruction/Damage/Vandalism of Property","14400 Block DES MOINES MEMORIAL DR S","SEATAC","WA",,"Reporting Area L01005","District L1","4","2020-01-14T21:00:38.000","2020-01-14T21:02:04.000","3","5","12167579523"
"C20000984","2020-01-08T15:45:00.000","23H","All Other Larceny","25700 Block 174TH PL SE","COVINGTON","WA","98042","Reporting Area H03011","District H3","3","2020-01-08T18:21:57.000","2020-01-08T18:30:19.000","15","4","12153066909"
"C20000984","2020-01-08T14:30:00.000","23H","All Other Larceny","23100 Block 178TH AVE SE","KENT","WA","98042","Reporting Area F05015","District F5","3","2020-01-08T18:30:28.000","2020-01-08T18:32:33.000","14","4","12153718695"
"C20007867","2020-03-01T10:14:00.000","26B","Credit Card/Automated Teller Machine Fraud","14000 Block NE WOODINVILLE DUVALL RD","WOODINVILLE","WA","98072","Reporting Area W03007","District W3","2","2020-03-01T14:09:12.000","2020-03-01T14:12:43.000","10","1","12683159393"
"C20007758","2020-02-28T19:30:00.000","290","Destruction/Damage/Vandalism of Property","11000 Block 7TH PL S","SEATTLE","WA","98168","Reporting Area K07004","District K7","4","2020-02-29T09:33:55.000","2020-02-29T09:34:42.000","19","6","12666039619"
"C20007736","2020-02-28T06:00:00.000","200","Arson","16000 Block 15TH AVE NE","SEATTLE","WA","98155","Reporting Area A06004","District A6","5","2020-02-29T05:06:44.000","2020-02-29T05:26:28.000","6","6","12664312341"
"C20007579","2020-02-27T16:00:00.000","290","Destruction/Damage/Vandalism of Property","17400 Block NE 163RD PL","WOODINVILLE","WA","98072","Reporting Area B06009","District B6","2","2020-02-28T16:24:22.000","2020-02-28T16:26:34.000","16","5","12663671257"
"C20007562","2020-02-27T16:21:00.000","23D","Theft From Building","12500 Block RENTON AVE S","SEATTLE","WA","98178","Reporting Area K08004","District K8","4","2020-02-27T19:11:14.000","2020-02-27T19:42:21.000","16","5","12661984502"
"C20008589","2020-03-06T10:18:00.000","26B","Credit Card/Automated Teller Machine Fraud","11000 Block 16TH AVE SW","SEATTLE","WA","98146","Reporting Area K01009","District K1","4","2020-03-06T16:46:22.000","2020-03-06T17:03:41.000","10","6","12693602267"
"C20008506","2020-03-06T02:58:00.000","35B","Drug Equipment Violations","37500 Block SE NORTH BEND WAY","SNOQUALMIE","WA","98065","Reporting Area C01001","District C1","2","2020-03-06T05:55:39.000","2020-03-06T05:58:25.000","2","6","12692633261"
"C20008476","2020-03-05T18:35:00.000","26B","Credit Card/Automated Teller Machine Fraud","11000 Block 21ST AVE SW","SEATTLE","WA","98146","Reporting Area K01008","District K1","4","2020-03-20T18:43:05.000","2020-03-20T18:50:38.000","18","5","12781345331"
"C20008361","2020-03-04T21:43:00.000","26B","Credit Card/Automated Teller Machine Fraud","14300 Block 1ST AVE S","BURIEN","WA","98168","Reporting Area N02005","District N2","4","2020-03-25T23:11:22.000","2020-03-25T23:11:37.000","21","4","12793053038"
"C20008250","2020-03-03T22:00:00.000","23G","Theft of Motor Vehicle Parts or Accessories","100 Block SW 116TH ST","SEATTLE","WA","98146","Reporting Area N02050","District N2","4","2020-03-04T09:43:02.000","2020-03-04T09:43:54.000","22","3","12687626534"
"C20007973","2020-03-02T00:30:00.000","290","Destruction/Damage/Vandalism of Property","10600 Block 14TH AVE SW","SEATTLE","WA","98146","Reporting Area K01009","District K1","4","2020-03-02T10:34:29.000","2020-03-02T10:35:07.000","0","2","12684334044"
"C20004788","2020-02-04T12:15:00.000","290","Destruction/Damage/Vandalism of Property","11000 Block 16TH AVE SW","SEATTLE","WA","98146","Reporting Area K01009","District K1","4","2020-02-06T12:35:35.000","2020-02-06T12:37:07.000","12","3","12607384237"
"C20004600","2020-02-04T18:00:00.000","290","Destruction/Damage/Vandalism of Property","14200 Block SE 83RD ST","NEWCASTLE","WA","98059","Reporting Area H02004","District H2","3","2020-02-05T09:35:18.000","2020-02-05T09:36:19.000","18","3","12605554612"
"C20004448","2020-02-03T18:00:00.000","290","Destruction/Damage/Vandalism of Property","6800 Block S 133RD ST","SEATTLE","WA","98178","Reporting Area K08007","District K8","4","2020-02-04T08:41:45.000","2020-02-04T08:42:51.000","18","2","12603970995"
"C20004234","2020-02-01T13:00:00.000","23G","Theft of Motor Vehicle Parts or Accessories","6800 Block NE 170TH ST","KENMORE","WA","98028","Reporting Area E05003","District E5","5","2020-02-02T14:02:02.000","2020-02-02T14:03:54.000","13","7","12601629225"
"C20003979","2020-01-30T21:23:00.000","240","Motor Vehicle Theft","18200 Block DES MOINES MEMORIAL DR S","BURIEN","WA","98148","Reporting Area L04014","District L4","4","2020-01-31T14:57:19.000","2020-01-31T14:58:52.000","21","5","12596648966"
"C20003920","2020-01-30T15:00:00.000","290","Destruction/Damage/Vandalism of Property","7900 Block 110TH AVE SE","RENTON","WA","98056","Reporting Area H02002","District H2","3","2020-01-31T08:24:40.000","2020-01-31T08:25:35.000","15","5","12595810269"
"C20003701","2019-12-02T00:00:00.000","23H","All Other Larceny","20700 Block SE 272ND ST","KENT","WA","98042","Reporting Area H03037","District H3","3","2020-01-29T14:24:23.000","2020-01-29T14:25:34.000","0","2","12473475688"
"C20003575","2020-01-28T12:58:00.000","90Z","All Other Offenses","RAINIER AVE N & RENTON AVE S","RENTON","WA","98057","Reporting Area S03001","District S3",,"2020-01-28T16:27:48.000","2020-01-28T16:28:41.000","12","3","12399451423"
"C21003796","2020-08-02T20:00:00.000","11A","Rape",,"RENTON","WA","98056","Reporting Area S03001","District S3",,"2021-02-03T14:22:22.000","2021-02-03T14:29:27.000","20","1","20369680176"
"C21000536","2021-01-05T22:47:00.000","90Z","All Other Offenses","20600 Block MILITARY RD S","SEATAC","WA","98198","Reporting Area L04007","District L4","4","2021-01-06T00:24:02.000","2021-01-06T00:28:17.000","22","3","19266396284"
"C21000536","2021-01-05T22:47:00.000","280","Stolen Property Offenses","20600 Block MILITARY RD S","SEATAC","WA","98198","Reporting Area L04007","District L4","4","2021-01-06T00:29:42.000","2021-01-06T00:38:22.000","22","3","19266403336"
"C21013555","2021-05-01T22:00:00.000","23F","Theft From Motor Vehicle","14100 Block NE 183RD ST","WOODINVILLE","WA","98072","Reporting Area W02005","District W2","2","2021-05-02T13:40:23.000","2021-05-02T13:42:01.000","22","7","23551327271"
"C20030829","2020-09-26T00:00:00.000","200","Arson","400 Block 228TH AVE NE","SAMMAMISH","WA","98074","Reporting Area O01010","District O1","2","2020-09-28T15:02:00.000","2020-09-28T15:04:40.000","0","7","15715392205"
"C20009938","2020-03-18T03:43:00.000","35B","Drug Equipment Violations","45200 Block SE NORTH BEND WAY","NORTH BEND","WA","98045","Reporting Area C01006","District C1","2","2020-03-18T06:56:45.000","2020-03-18T06:57:41.000","3","4","12776999932"
"C20012203","2020-04-10T18:09:00.000","290","Destruction/Damage/Vandalism of Property","15000 Block AURORA AVE N","SHORELINE","WA","98133","Reporting Area A02008","District A2","5","2020-04-10T21:37:30.000","2020-04-10T21:38:56.000","18","6","12835423437"
"C20017730","2020-06-02T16:44:00.000","35A","Drug/Narcotic Violations","8600 Block S 212TH ST","KENT","WA","98031","Reporting Area S05001","District S5",,"2020-06-02T22:44:48.000","2020-06-02T22:45:43.000","16","3","13295317865"
"C21008947","2021-03-22T03:54:00.000","35A","Drug/Narcotic Violations","17700 Block CEDAR GROVE RD SE","MAPLE VALLEY","WA","98038","Reporting Area F02009","District F2","3","2021-03-22T04:54:36.000","2021-03-22T04:56:31.000","3","2","21960291868"
"C21013365","2021-04-30T09:47:00.000","280","Stolen Property Offenses","3000 Block S 154TH ST","SEATAC","WA","98188","Reporting Area L01007","District L1","4","2021-04-30T12:25:29.000","2021-04-30T12:37:42.000","9","6","23491557042"
"C21011202","2021-04-11T07:59:00.000","280","Stolen Property Offenses","15700 Block AMBAUM BLVD SW","BURIEN","WA","98166","Reporting Area N05052","District N5","4","2021-04-28T20:07:26.000","2021-04-28T20:09:00.000","7","1","23463957205"
"C20015846","2020-05-15T10:46:00.000","90Z","All Other Offenses","20100 Block SUNNYSIDE DR N","SHORELINE","WA","98133","Reporting Area A05001","District A5","5","2020-05-15T11:30:22.000","2020-05-15T13:10:28.000","10","6","13172549470"
"C20014422","2020-05-03T03:15:00.000","35A","Drug/Narcotic Violations","10600 Block 16TH AVE SW","SEATTLE","WA","98146","Reporting Area K01009","District K1","4","2020-05-03T05:08:46.000","2020-05-03T05:46:43.000","3","1","13107269382"
"C20013986","2020-04-28T18:00:00.000","23H","All Other Larceny","10TH AVE S & S 137TH ST","BURIEN","WA","98168","Reporting Area N06050","District N6","4","2020-04-28T20:12:42.000","2020-04-28T20:18:01.000","18","3","13085875424"
"C20040553","2020-12-22T00:53:00.000","35A","Drug/Narcotic Violations","00 Block SW 128TH ST & 4TH AVE SW","BURIEN","WA","98146","Reporting Area N02052","District N2","4","2020-12-22T03:58:17.000","2020-12-22T04:00:01.000","0","3","19220682006"
"C20039807","2020-12-15T00:00:00.000","23F","Theft From Motor Vehicle","13800 Block NEWCASTLE GOLF CLUB RD","NEWCASTLE","WA","98059","Reporting Area H02003","District H2","3","2020-12-15T22:15:19.000","2020-12-15T22:17:03.000","0","3","19145350346"
"C20029666","2020-09-18T11:55:00.000","280","Stolen Property Offenses","27000 Block MAPLE VALLEY BLACK DIAMOND RD SE","MAPLE VALLEY","WA","98038","Reporting Area H01008","District H1","3","2020-09-18T17:37:51.000","2020-09-18T21:40:36.000","11","6","15610362629"
"C20700654","2020-03-04T16:00:00.000","23H","All Other Larceny","19200 Block 34TH AVE S","SEATAC","WA","98188","Reporting Area L04013","District L4","4","2020-03-12T16:43:52.000","2020-03-12T16:43:52.000","16","4","12758367766"
"C20003653","2020-01-27T00:00:00.000","23F","Theft From Motor Vehicle","13200 Block NE VILLAGE SQUARE DR #C104","WOODINVILLE","WA","98072","Reporting Area W02006","District W2","2","2020-01-29T08:54:11.000","2020-01-29T10:28:01.000","0","2","12449039003"
"C20003625","2020-01-28T22:56:00.000","290","Destruction/Damage/Vandalism of Property","9700 Block 26TH AVE SW","SEATTLE","WA","98106","Reporting Area MT3001","MT30",,"2020-01-29T01:49:41.000","2020-01-29T01:50:19.000","22","3","12444526043"
"C20003398","2020-01-23T16:40:00.000","23H","All Other Larceny","27500 Block COVINGTON WAY SE","COVINGTON","WA","98042","Reporting Area H03020","District H3","3","2020-01-27T11:09:50.000","2020-01-27T11:10:37.000","16","5","12314206115"
"C20002915","2020-01-22T12:00:00.000","290","Destruction/Damage/Vandalism of Property","1100 Block N 183RD ST","SHORELINE","WA","98133","Reporting Area A04001","District A4","5","2020-01-23T20:53:33.000","2020-01-23T20:55:14.000","12","4","12221047631"
"C20002937","2020-01-18T00:00:00.000","26B","Credit Card/Automated Teller Machine Fraud","7800 Block NE 195TH ST","KENMORE","WA","98028","Reporting Area E02008","District E2","5","2020-01-23T20:37:47.000","2020-01-23T20:39:58.000","0","7","12221033140"
"C20002799","2020-01-22T19:10:00.000","290","Destruction/Damage/Vandalism of Property","12600 Block NE WOODINVILLE DR","WOODINVILLE","WA","98072","Reporting Area W05001","District W5","2","2020-01-22T22:20:30.000","2020-01-22T22:27:21.000","19","4","12219404455"
"C20002413","2020-01-20T08:30:00.000","290","Destruction/Damage/Vandalism of Property","800 Block S 176TH ST","BURIEN","WA","98148","Reporting Area N06056","District N6","4","2020-01-20T09:30:04.000","2020-01-20T09:33:53.000","8","2","12174113225"
"C20700188","2020-01-19T17:30:00.000","23F","Theft From Motor Vehicle","6000 Block WEST LAKE SAMMAMISH PKWY NE","REDMOND","WA","98052","Reporting Area C06019","District C6","2","2020-01-19T20:44:37.000","2020-01-31T16:13:09.000","17","1","12173582474"
"C20700188","2020-01-19T17:30:00.000","290","Destruction/Damage/Vandalism of Property","6000 Block WEST LAKE SAMMAMISH PKWY NE","REDMOND","WA","98052","Reporting Area C06019","District C6","2","2020-01-29T17:02:29.000","2020-01-29T17:04:50.000","17","1","12481478022"
"C20002322","2020-01-19T07:00:00.000","23H","All Other Larceny","196TH AVE SE & SE 260TH ST","COVINGTON","WA","98042","Reporting Area H03029","District H3","3","2020-01-26T07:36:26.000","2020-01-26T07:43:11.000","7","1","12248248421"
"C20002294","2020-01-18T15:30:00.000","26B","Credit Card/Automated Teller Machine Fraud","100 Block NW 85TH ST","SEATTLE","WA","98117","Reporting Area MT1001","District MT1",,"2020-01-19T00:37:24.000","2020-01-19T00:41:30.000","15","7","12172827684"
"C20010168","2020-03-20T03:58:00.000","290","Destruction/Damage/Vandalism of Property","00 Block N 163RD ST & LINDEN AVE N","SHORELINE","WA","98133","Reporting Area A02003","District A2","5","2020-03-20T05:20:24.000","2020-03-20T05:47:53.000","3","6","12780535248"
"C20010148","2020-03-19T19:24:00.000","13B","Simple Assault","800 Block SW 97TH ST","SEATTLE","WA","98106","Reporting Area K11001","District K11","4","2020-03-19T21:09:26.000","2020-03-19T21:16:38.000","19","5","12780272834"
"C20700678","2020-03-14T10:00:00.000","23F","Theft From Motor Vehicle","3500 Block S 188TH ST","SEATAC","WA","98188","Reporting Area L03003","District L3","4","2020-03-14T17:43:54.000","2020-05-20T15:02:12.000","10","7","12770934894"
"C22001872","2022-01-15T20:00:00.000","290","Destruction/Damage/Vandalism of Property","14700 Block 1ST AVE NE","SEATTLE","WA","98155","Reporting Area A04003","District A4","5","2022-01-17T09:49:34.000","2022-01-17T09:50:49.000","20","7","31279992497"
"C21021786","2021-07-13T09:13:00.000","23D","Theft From Building","17500 Block 15TH AVE NE","SHORELINE","WA","98155","Reporting Area A05003","District A5","5","2021-07-13T09:48:39.000","2021-07-13T09:49:47.000","9","3","25920448519"
"C20000125","2019-12-30T22:00:00.000","26A","False Pretenses/Swindle/Confidence Game","12600 Block RENTON AVE S","SEATTLE","WA","98178","Reporting Area K08004","District K8","4","2020-01-02T09:14:54.000","2020-01-02T10:23:32.000","22","2","12136989256"
"C20000105","2020-01-01T20:30:00.000","240","Motor Vehicle Theft","19500 Block 26TH AVE NW","SHORELINE","WA","98177","Reporting Area A01003","District A1","5","2020-01-02T01:05:31.000","2020-01-02T01:06:53.000","20","4","12136604798"
"C20000101","2020-01-01T18:30:00.000","250","Counterfeiting/Forgery","14600 Block AMBAUM BLVD SW","BURIEN","WA","98166","Reporting Area N05051","District N5","4","2020-01-01T23:06:40.000","2020-01-01T23:18:19.000","18","4","12136536491"
"C20000097","2019-12-31T23:30:00.000","23F","Theft From Motor Vehicle","12200 Block 1ST AVE S","SEATTLE","WA","98168","Reporting Area N02052","District N2","4","2020-01-01T20:57:45.000","2020-01-01T20:59:06.000","23","3","12136452219"
"C20000090","2019-12-27T06:00:00.000","290","Destruction/Damage/Vandalism of Property","13300 Block NEWCASTLE COMMONS DR","NEWCASTLE","WA","98059","Reporting Area H02003","District H2","3","2020-01-01T20:04:29.000","2020-01-01T20:05:59.000","6","6","12136417422"
"C20000048","2019-12-31T16:00:00.000","23G","Theft of Motor Vehicle Parts or Accessories","16700 Block JUANITA DR NE","KENMORE","WA","98028","Reporting Area E05003","District E5","5","2020-01-01T13:33:03.000","2020-01-01T13:34:59.000","16","3","12136117328"
"C20000045","2019-12-31T21:00:00.000","23F","Theft From Motor Vehicle","10100 Block 8TH AVE S","SEATTLE","WA","98168","Reporting Area K07002","District K7","4","2020-01-01T10:43:48.000","2020-01-01T10:45:12.000","21","3","12135960172"
"C20700001","2019-12-31T21:00:00.000","23F","Theft From Motor Vehicle","19600 Block INTERNATIONAL BLVD","SEATAC","WA","98188","Reporting Area L04003","District L4","4","2020-01-01T10:32:21.000","2020-01-02T11:33:04.000","21","3","12135933865"
"C20000042","2020-01-01T09:24:00.000","240","Motor Vehicle Theft","6700 Block NE 182ND ST","KENMORE","WA","98028","Reporting Area E01005","District E1","5","2020-01-01T10:00:50.000","2020-01-01T10:02:01.000","9","4","12135913395"
"C20000039","2020-01-01T00:00:00.000","290","Destruction/Damage/Vandalism of Property","12000 Block 87TH AVE S","SEATTLE","WA","98178","Reporting Area K08005","District K8","4","2020-01-01T09:20:34.000","2020-01-01T09:22:56.000","0","4","12135843742"
"C20000029","2020-01-01T00:01:00.000","240","Motor Vehicle Theft","400 Block SW 154TH ST #2, BUR","BURIEN","WA","98166","Out of Jurisdiction","Out of Jurisdiction",,"2020-01-01T08:10:55.000","2020-01-01T08:11:46.000","0","4","12135765041"
"C20000028","2019-12-31T22:00:00.000","23F","Theft From Motor Vehicle","11600 Block RAINIER AVE S","SEATTLE","WA","98178","Reporting Area K08005","District K8","4","2020-01-01T07:43:12.000","2020-01-01T07:45:21.000","22","3","12135723008"
"C20000026","2020-01-01T05:00:00.000","290","Destruction/Damage/Vandalism of Property","10100 Block 8TH AVE S","SEATTLE","WA","98168","Reporting Area K07002","District K7","4","2020-01-01T06:50:28.000","2020-01-01T06:51:17.000","5","4","12135609658"
"C20000007","2020-01-01T00:44:00.000","13B","Simple Assault","1800 Block S 120TH ST","BURIEN","WA","98168","Reporting Area N03057","District N3","4","2020-01-01T02:53:37.000","2020-01-01T02:56:02.000","0","4","12135462695"
"C20000410","2019-12-01T00:00:00.000","26A","False Pretenses/Swindle/Confidence Game","12100 Block 85TH AVE S","SEATTLE","WA","98178","Reporting Area K08005","District K8","4","2020-01-04T11:39:14.000","2020-01-04T11:47:22.000","0","1","12139928077"
"C20000402","2020-01-03T21:25:00.000","290","Destruction/Damage/Vandalism of Property","10400 Block 16TH AVE SW","SEATTLE","WA","98146","Reporting Area K01009","District K1","4","2020-01-04T11:27:57.000","2020-01-04T11:30:49.000","21","6","12139921454"
"C20000406","2019-12-18T12:00:00.000","23G","Theft of Motor Vehicle Parts or Accessories","10800 Block 12TH AVE SW","SEATTLE","WA","98146","Reporting Area K01009","District K1","4","2020-01-04T11:07:08.000","2020-01-04T11:09:25.000","12","4","12139904080"
"C20000399","2020-01-04T09:00:00.000","23D","Theft From Building","18600 Block WOODINVILLE SNOHOMISH RD","WOODINVILLE","WA","98072","Reporting Area W02005","District W2","2","2020-01-04T10:28:22.000","2020-01-04T10:29:52.000","9","7","12139872580"
"C20000391","2020-01-03T19:00:00.000","240","Motor Vehicle Theft","300 Block SW 155TH ST","BURIEN","WA","98166","Reporting Area N05052","District N5","4","2020-01-04T08:08:51.000","2020-01-04T08:09:50.000","19","6","12139774708"
"C20000380","2020-01-04T01:08:00.000","26B","Credit Card/Automated Teller Machine Fraud","16500 Block INTERNATIONAL BLVD","SEATAC","WA","98188","Reporting Area L02003","District L2","4","2020-01-04T02:47:58.000","2020-01-04T02:55:25.000","1","7","12139602641"
"C20000342","2019-12-07T00:00:00.000","23D","Theft From Building","13200 Block 3RD AVE S","BURIEN","WA","98168","Reporting Area N02002","District N2","4","2020-01-03T21:44:57.000","2020-01-03T21:48:11.000","0","7","12139384310"
"C20000337","2020-01-03T15:03:00.000","23F","Theft From Motor Vehicle","15200 Block 1ST AVE S","BURIEN","WA","98148","Reporting Area N05052","District N5","4","2020-01-03T21:04:29.000","2020-01-03T21:08:04.000","15","6","12139349745"
"C20000353","2019-12-28T10:00:00.000","240","Motor Vehicle Theft","10600 Block 14TH AVE SW","SEATTLE","WA","98146","Reporting Area K01009","District K1","4","2020-01-03T20:26:01.000","2020-01-03T20:30:09.000","10","7","12139316679"
"C20000351","2020-01-03T18:00:00.000","23F","Theft From Motor Vehicle","3200 Block S 176TH ST","SEATTLE","WA","98188","Reporting Area L03002","District L3","4","2020-01-03T19:48:13.000","2020-01-03T19:52:55.000","18","6","12139283433"
"C20700032","2020-01-03T07:00:00.000","23F","Theft From Motor Vehicle","00 Block KENMORE PARK & RIDE","KENMORE","WA",,,,,"2020-01-03T18:22:41.000","2020-01-06T10:35:27.000","7","6","12139210462"
"C20700031","2019-12-21T00:00:00.000","26F","Identity Theft","6400 Block NE 154TH ST","KENMORE","WA","98028","Reporting Area E04002","District E4","5","2020-01-03T18:22:36.000","2020-01-03T18:22:36.000","0","7","12139210360"
"C20700026","2019-12-03T15:00:00.000","23H","All Other Larceny","15300 Block 129TH AVE NE","WOODINVILLE","WA","98072","Reporting Area W04002","District W4","2","2020-01-03T18:12:10.000","2020-01-03T18:12:10.000","15","3","12139202215"
"C20000329","2020-01-03T05:00:00.000","23F","Theft From Motor Vehicle","20700 Block SE 16TH ST","SAMMAMISH","WA","98075","Reporting Area O02015","District O2","2","2020-01-03T18:37:17.000","2020-01-03T18:45:21.000","5","6","12139223258"
"C20000312","2020-01-03T13:19:00.000","23D","Theft From Building","11200 Block 5TH AVE SW","SEATTLE","WA","98146","Reporting Area K11002","District K11","4","2020-01-03T17:04:30.000","2020-01-03T17:06:09.000","13","6","12139134493"
"C20000302","2020-01-02T11:08:00.000","240","Motor Vehicle Theft","1100 Block N 165TH ST","SHORELINE","WA","98133","Reporting Area A04002","District A4","5","2020-01-03T14:24:19.000","2020-01-03T14:25:10.000","11","5","12138951870"
"C20000298","2019-12-31T12:00:00.000","90Z","All Other Offenses","12800 Block AMBAUM BLVD SW","BURIEN","WA","98146","Reporting Area N01007","District N1","4","2020-01-03T13:09:44.000","2020-01-03T13:22:25.000","12","3","12138861332"
"C20000293","2020-01-03T00:01:00.000","240","Motor Vehicle Theft","400 Block S 152ND ST","BURIEN","WA","98148","Reporting Area N06052","District N6","4","2020-01-03T11:57:57.000","2020-01-03T12:00:13.000","0","6","12138772867"
"C20000286","2020-01-02T20:00:00.000","23F","Theft From Motor Vehicle","1100 Block AURORA AVE N","SEATTLE","WA","98109","Reporting Area MT2001","District MT2",,"2020-01-03T11:01:24.000","2020-01-03T11:02:57.000","20","5","12138674131"
"C20000274","2020-01-03T03:35:00.000","23F","Theft From Motor Vehicle","1900 Block 211TH AVE SE","SAMMAMISH","WA","98075","Reporting Area O02015","District O2","2","2020-01-03T10:41:36.000","2020-01-03T10:43:29.000","3","6","12138651769"
"C20000263","2020-01-03T04:00:00.000","23F","Theft From Motor Vehicle","800 Block 200TH AVE SE","SAMMAMISH","WA","98075","Reporting Area O02015","District O2","2","2020-01-03T10:09:12.000","2020-01-03T10:13:44.000","4","6","12138380323"
"C20000267","2019-01-02T20:00:00.000","23F","Theft From Motor Vehicle","3300 Block E LAKE SAMMAMISH PKWY SE","SAMMAMISH","WA","98075","Reporting Area O02017","District O2","2","2020-01-03T09:52:10.000","2020-01-03T09:54:08.000","20","4","12138352007"
"C20000269","2020-01-03T04:00:00.000","23F","Theft From Motor Vehicle","2800 Block 213TH AVE SE","SAMMAMISH","WA","98075","Reporting Area O02018","District O2","2","2020-01-03T09:27:00.000","2020-01-03T09:29:02.000","4","6","12138319610"
"C20000266","2020-01-03T05:15:00.000","240","Motor Vehicle Theft","12000 Block 1ST AVE S","BURIEN","WA","98168","Reporting Area N02052","District N2","4","2020-01-03T08:39:21.000","2020-01-03T08:41:18.000","5","6","12138260201"
"C20000264","2020-01-02T13:00:00.000","240","Motor Vehicle Theft","13300 Block NE 173RD ST","WOODINVILLE","WA","98072","Reporting Area W02006","District W2","2","2020-01-03T08:08:42.000","2020-01-03T08:10:58.000","13","5","12138232609"
"C20000255","2020-01-03T01:45:00.000","240","Motor Vehicle Theft","12600 Block 22ND AVE S","BURIEN","WA","98168","Reporting Area N03057","District N3","4","2020-01-03T03:10:54.000","2020-01-03T03:11:53.000","1","6","12138041030"
"C20000257","2020-01-03T02:00:00.000","23H","All Other Larceny","15200 Block INTERNATIONAL BLVD","TUKWILA","WA","98188","Reporting Area L01007","District L1","4","2020-01-03T03:12:14.000","2020-01-03T03:16:17.000","2","6","12138045253"
"C20000250","2020-01-03T00:08:00.000","120","Robbery","12600 Block 68TH AVE S","SEATTLE","WA","98178","Reporting Area K08004","District K8","4","2020-01-03T02:23:14.000","2020-01-03T02:25:42.000","0","6","12138018815"
"C20000238","2020-01-02T19:30:00.000","290","Destruction/Damage/Vandalism of Property","17100 Block SE 270TH PL","COVINGTON","WA","98042","Reporting Area H03017","District H3","3","2020-01-02T23:54:47.000","2020-01-02T23:56:49.000","19","5","12137938180"
