"department","bureau","elected_official","g","goal","m","metric","favorable_variance","data_type","period_type","period","fiscal_year","calendar_year","period_year","date_time","actual_1","target_1","actual_2","target_2","actual_3","target_3"
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","2","Revenue from Cigarette Tax","Higher","Currency","Month","October","2013","2013","13-Oct","2013-10-01T00:00:00.000",,,"12746601.00","11856420.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","2","Revenue from Cigarette Tax","Higher","Currency","Month","November","2013","2013","13-Nov","2013-11-01T00:00:00.000",,,"14213213.00","10376259.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","December","2014","2013","13-Dec","2013-12-01T00:00:00.000",,,"10877579.00","9778389.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","January","2014","2014","14-Jan","2014-01-01T00:00:00.000",,,"7757784.00","9778389.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","February","2014","2014","14-Feb","2014-02-01T00:00:00.000",,,"10060049.00","9778389.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","March","2014","2014","14-Mar","2014-03-01T00:00:00.000",,,"12397806.00","11998870.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","April","2014","2014","14-Apr","2014-04-01T00:00:00.000",,,"8584050.00","11998870.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","May","2014","2014","14-May","2014-05-01T00:00:00.000",,,"13354827.00","11998870.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","June","2014","2014","14-Jun","2014-06-01T00:00:00.000",,,"11660093.00","12420845.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","July","2014","2014","14-Jul","2014-07-01T00:00:00.000",,,"11183971.00","12420845.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","August","2014","2014","14-Aug","2014-08-01T00:00:00.000",,,"14694822.00","12420845.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","September","2014","2014","14-Sep","2014-09-01T00:00:00.000",,,"10838532.00","10635228.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","October","2014","2014","14-Oct","2014-10-01T00:00:00.000",,,"11971074.00","10635228.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","November","2014","2014","14-Nov","2014-11-01T00:00:00.000",,,"9849893.00","10635228.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","December","2015","2014","14-Dec","2014-12-01T00:00:00.000",,,"10773093.00","10333667.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","January","2015","2015","15-Jan","2015-01-01T00:00:00.000",,,"8520274.00","8911167.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","February","2015","2015","15-Feb","2015-02-01T00:00:00.000",,,"11290787.00","10155167.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","March","2015","2015","15-Mar","2015-03-01T00:00:00.000",,,"13366350.00","11144167.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","April","2015","2015","15-Apr","2015-04-01T00:00:00.000",,,"10549279.00","10782667.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","May","2015","2015","15-May","2015-05-01T00:00:00.000",,,"10575493.00","11860916.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","June","2015","2015","15-Jun","2015-06-01T00:00:00.000",,,"13189308.00","11982416.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","July","2015","2015","15-Jul","2015-07-01T00:00:00.000",,,"12520043.00","11693917.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","3","Revenue from Cigarette Tax","Higher","Currency","Month","August","2015","2015","15-Aug","2015-08-01T00:00:00.000",,,"13350287.00","12294417.00",,
