"name","type","website","location","city","hours","comments","how_to_help_this_business","dine_in","outdoor_dining","outdoor_recreation","outdoor_retail","outdoor_services","gift_cards","delivery","take_out","order_online","noconosh","doordash","grubhub","postmates","bottles","cans","crowlers","growlers","product_options","availability","meta_row_index","meta_row_id","gps_location"
"Learning Express Toys of Fort Collins","Retail",,"4357 Corbett Drive","Fort Collins",,"Contact us at 970-282-6501. Open to the public daily 10am to 5pm. Curbside pickup, delivery, and shipping still available! View our catalog online at learningexpress.com/stores/ft-collins/?store=111. We will call you for payment.",,,,,,,,"true","true","true",,,,,,,,,,"Delivery, Order Online, Take-Out","234","5d4c35f63338528cce1fb3824c5b7f8e8543bbf1","POINT (-105.026949 40.525332)"
"287 Craft Spirits","Liquor Store","http://www.287craftspirits.com/","5846 S College Ave, Fort Collins, CO 80525","Fort Collins","9am -9pm","Call (970) 377-0557 to place an order for prepared curbside pick up. Limited number of customers allowed inside store. Note: store service is exceptionally well organized right now. (from a customer)",,,,,,,"true",,"true",,,,,,,,,,"Gift Cards","Take-Out","0","ba980c86352c3c5193f12b819f26a97720f10817",
"Connecting Signs","Business & Professional",,"2643 Midpoint Dr, Ste A","Fort Collins",,"Contact us at 970-493-0133. Open and we have COVID-19 prevention posters for any business. Click here for more.",,,,,,,,,,,,,,,,,,,,,"88","cab80295c9a792c8fbb6a5731c83b09bae2a89e9","POINT (-105.02898 40.560204)"
"Young's Cafe","Restaurant/Bar","http://Youngscafe.com","3307 S.College Ave #114","Fort Collins","11am-9:00pm everyday","Contact us at 970-223-8000. Young's is now offering dine in service to our customers. We also offer carry out.  To decrease person to person contact, we are also offering a curbside pickup option. Simply place your order ahead of time and then pull into one of our parking spot and we will bring your order out to your car.","How to help this business:",,,,,,"true","true","true",,,,,,,,,,"Gift Cards","Delivery, Take-Out","482","95e9f6869faf9576620145648912c0aed8070608","POINT (-105.077154 40.542087)"
"SERVPRO of Fort Collins","Business & Professional",,"308 N Link Ln","Fort Collins",,"Contact us at 970-237-0421. Professionals are uniquely prepared during this unprecedented time to clean and disinfect your home or business according to the protocols set forth by the CDC. More information is here or contact Craig Capitelli at 970-237-0421.",,,,,,,,,,,,,,,,,,,,,"353","ac14b4047fb625206780bdd85930cba9ded97ca0","POINT (-105.048588 40.589193)"
"The Elegant Pear","Retail","http://elegantpear.com/","150 North College Ave","Fort Collins","Tues-Sat: 10AM-4PM",,,,,,,,,,,,,,,,,,,,,,"409","5a7da88beec790a42b551f0593aa8afa6227f451","POINT (-105.07692 40.588105)"
"Golden Poppy Herbal Apothecary",,,"223 N. College Ave.","Fort Collins",,,,,,,,,,,,,,,,,,,,,,,"170","823b20410723dad770b23edc38d047e2eb9198e1","POINT (-105.077053 40.589579)"
"Downtown Ace Hardware","Retail","http://www.acedowntown.com","215 S College Ave","Fort Collins","Monday-Saturday 8-6 Sunday 9-6",,"Please do your shopping online with curbside pickup or delivery. Visit us at instagram.com/downtownaceftcollins or facebook www.facebook.com/downtownace/.",,,,,,"true","true",,"true",,,,,,,,,"Gift Cards","Delivery, Order Online","115","9d6c48647d26e1a40655b4099286fbb661301d71","POINT (-105.077078 40.584973)"
"Joy Organics",,,"119 West Oak Street","Fort Collins",,,,,,,,,,,,,,,,,,,,,,,"217","c696eee3cc6cdc1b0aedbacc2847b7d8ec61821a","POINT (-105.07792 40.58564)"
"Mulberry Max","Liquor Store","https://www.mulberrymax.com","460 S College Ave g","Fort Collins","10am-6pm","12-6 Delivery $25 min,  call (970) 484-8795",,,,,,,,"true","true",,,,,,,,,,,"Delivery, Take-Out","276","6413b2c6f862fdd5f81dffbfc665e2e28928922b","POINT (-105.076959 40.58217)"
"Panino's","Restaurant/Bar","https://fortcollinspaninos.com/","310 W Prospect Rd","Fort Collins","Mon-Fri 11am-8pm, Sat/Sun 3-8pm","(970) 498-8292 Free roll of TP with every Order",,,,,,,"true",,"true",,,"true","true",,,,,,"Gift Cards","DoorDash, GrubHub, Take-Out","309","222c7f924815e661f83ad941b5c527c82480d1c9","POINT (-105.082592 40.567135)"
"Advance Tank and Construction","Business & Professional",,,"Fort Collins",,"Contact us at 970-568-3444. A fully integrated industrial construction company that specializes in the design, fabrication and erection of carbon and stainless steel above ground storage tanks & other plate structures.",,,,,,,,,,,,,,,,,,,,,"5","c3b35b43897d85adac08ce1bb1cd4e3e8ffff523","POINT (-105.082459 40.588972)"
"Uptown Liqours","Liquor Store","https://www.facebook.com/Uptownliq/","1833 E Harmony Rd","Fort Collins","9am-11pm","Drizly or call (970) 204-4121",,,,,,,,"true","true",,,,,,,,,,,"Delivery, Take-Out","450","ab01df0b225adc172cfff53f4bbe37f5ba27617d","POINT (-105.043102 40.523352)"
"El Burrito","Restaurant/Bar",,"404 Linden","Fort Collins","11-2:30  4:30 till 7:30 weekdays 11 - 8 weekends",,"How to help this business:",,,,,,"true",,"true",,,,,,,,,,"Gift Cards","Take-Out","120","36c17fd4c5609c15df1d423c33e3ea1e499728ab","POINT (-105.072677 40.590342)"
"Lu Lu Asian Bistro","Restaurant/Bar","http://lulufc.com/","117 S College Ave","Fort Collins","Mon-Thurs: 11am -9:30pm, Fri & Sat: 11am-10pm, Sun & Holidays: Noon - 9:30pm",,,,,,,,,,"true",,,,"true",,,,,,,"GrubHub, Take-Out","247","27e25f593c675dc3baed38a22c46af0c6f4f6c38","POINT (-105.077071 40.586535)"
"Social","Restaurant/Bar","http://www.socialfortcollins.com/","1 Old Town Sq 7","Fort Collins","4:00 PM - 12:00 AM",,"How to help this business:",,"true",,,,,,,,,,,,,,,,,"Outdoor Dining","380","8ae56c9a1d5cb6e8e99f12bdd29560a2a420d688","POINT (-105.075899 40.587606)"
"Mobb Mountain Distillers","Restaurant/Bar","http://mobbmountain.com","400 Linden","Fort Collins","3-8 Tuesday-Friday, 12-8 Saturday/Sunday",,"Business shoutouts, collaborations, trades info@mobbmountain.com  Follow us on instagram.com/mobbmountain & Facebook.com/mobbmountaindistillers",,"true",,,,"true","true","true","true",,,,,,,,,"Gift Cards","Delivery, Order Online, Outdoor Dining, Take-Out","269","ddace049205891a975a7d474248f7a72c784b89a","POINT (-105.072677 40.590342)"
"Intersect Brewing","Brewery","http://www.intersectbrewing.com/",,"Fort Collins",,"3-6 wkdays, 11-4 wknds, discounted gift card promo ($75 card for $50)",,,,,,,"true","true","true",,,,,,,"true","true","true","Cans, Crowlers, Gift Cards, Growlers","Delivery, Take-Out","202","843d522e262f569fe5f54e6f45e3b283825b30dd","POINT (-105.082459 40.588972)"
"AlphaGraphics","Business & Professional",,"1254 N Denver Ave","Loveland",,"Contact us at 970-223-6316. Open for business and available to assist with quotes, placing orders, marketing requests , etc. We understand your need to effectively communicate safety and disease prevention steps to your staff and customers so our team has developed a number of print and sign assets to assist. To ensure a healthy environment for all, we have a line of signage that encourages these practices around any public or private space. Contact us today for special pricing details. We still offer Free Delivery within Loveland, Greeley, and Fort Collins areas and are now offering curbside pick up.",,,,,,,,,"true",,,,,,,,,,,"Take-Out","10","90d3ce52de46d81ff9f0968638c5a0e0cc2c66f1",
"Staples","Retail",,,"Fort Collins",,"Contact us at 970-377-3004. Staples is open for instore shopping or curbside service.  We currently stock all of your business printing or PPE needs for reopening.  Come see us for PPE products, menus, floor directional decals, banners, lawn stake signs, direct mail, in store signage, cleaning products etc. Currently 20% off menu printing for Fort Collins restaurants",,,,,,,,,,,,,,,,,,,,,"386","ced1d0509a0e859bdc1727b025eca4dbeffb1444","POINT (-105.082459 40.588972)"
"St. Peter's Fly Shop",,,"202 Remington Street","Fort Collins",,,,,,,,,,,,,,,,,,,,,,,"385","f20e57c5e4fb3afaa0047858dea4981d0f698b56","POINT (-105.075521 40.585387)"
"CarHop","Business & Professional","http://www.carhop.com/","1437 E Mulberry St","Fort Collins","Monday - Friday, 10 am - 6pm, Saturdays 10 am - 5 pm","CarHop has over 40 locations nationwide yet operations locally are done by minorities, women, veterans, and members of the LGBTQ+ community.","Like us on social media. Share your experience!",,,,,,,,,,,,,,,,,,,,"56","9505fc151369e6fe4abdfda9525bba0db71a1ee4","POINT (-105.050497 40.580981)"
"Firehouse Subs","Restaurant/Bar","http://www.firehousesubs.com","2120 E Harmony Rd","Fort Collins",,,,,,,,,,"true",,,,"true","true",,,,,,,"Delivery, DoorDash, GrubHub","142","a665dde2752ec4313d5164efb4cc755184d67e49","POINT (-105.036929 40.523376)"
"Wild&Free Fermented Tea",,,,"Fort Collins",,,,,,,,,,,,,,,,,,,,,,,"473","85623dc8f2ad7115f12e8db8912193239bfb601a","POINT (-105.082459 40.588972)"
"Fort Collins Food Co-op","Restaurant/Bar",,"250 E. Mountain Ave","Fort Collins",,"Contact us at 970-484-7448. You must wear a mask to enter the store. Offering senior and immunocompromised shopping hours from 10am-11am every day! Store hours 10am-6pm Monday-Saturday, 10am-3pm Sunday",,,,,,,,,,,,,,,,,,,,,"153","85aaf9415b91bd44497629a7bef5ba9703983dc4","POINT (-105.075087 40.587103)"
"Guaranteed Rate Mortgage","Business & Professional","http://www.rate.com/loan-expert/stephenponcepore","2580 E. Harmony Rd, Ste. 310","Fort Collins","7am 7 pm M-S",,"Rate and like us on social media",,,,,,,,,,,,,,,,,,,,"174","b8fbcfad0064cb5fc0890e510f783878d89edf76","POINT (-105.030142 40.523354)"
"The Cooking Studio","Entertainment & Recreation",,"123 N College Ave STE 130","Fort Collins",,"Contact us at (720) 839-2417. On-Site classes are held in our Downtown Fort Collins, CO location. From date nights to team building to kids camps, we create an experience you won't soon forget. We are also continuing business virtually. Participate in the weekly cooking challenges, chef-led class in your home using zoom and more. Please visit our website for details and events. https://the-cooking-studio.com/",,,,,,,,,,,,,,,,,,,,,"405","f46368f6d6ad9b911612b711b4a3bcd588fe2c43","POINT (-105.077065 40.587826)"
"Best Rental","Business & Professional",,,"Fort Collins",,"Contact us at 970-282-0700. Open for Business! Store Hours Mon-Fri: 7:30 AM-5:30 PM Sat: 8:00 AM-2:00 PM Sun: Closed",,,,,,,,,,,,,,,,,,,,,"29","f606792f1526f8b17cf38e3d4a08e3ac7de264b1","POINT (-105.082459 40.588972)"
"Hibachi","Restaurant/Bar","http://masahibachisushi.com/","1051 W Horsetooth","Fort Collins","Mon. - Thurs.: 11:00 am - 2:30 pm; 4:00 pm - 10:00 pm Fri.: 11:00 am - 2:30 pm; 4:00 pm - 11:00 pm Saturday.: 11:00 am - 11:00 pm Sunday: 12:00 pm - 10:00 pm",,"How to help this business:",,"true",,,,,,,,,,,,,,,,,"Outdoor Dining","185","24040dc1e42e2ef224b55e025743ccaa0ecc1e1a","POINT (-105.095802 40.538086)"
"Brightstar Care","Health & Wellness",,"3880 N Grant Ave #180","Loveland",,"Contact us at 970-667-7778. A home health care company, is fully operational. We are open 24x7 seven days a week to meet the healthcare needs of our community. We have NO Contracts ,No Deposits, No Minimum Hours .We offer a free in home assessment and have caregivers,CNAs and nurses ready to work. This includes transportation, grocery shopping, picking up prescriptions, help with bathing, dressing, injections, filling medication boxes, etc.",,,,,,,,,,,,,,,,,,,,,"42","e75b512a949b9126eaecdcaf43368fa76b088022","POINT (-105.078838 40.432559)"
"The Lincoln Center",,,"417 West Magnolia","Fort Collins",,,,,,,,,,,,,,,,,,,,,,,"418","7c957b47d8acf9b1698bf8bfda995a0c5f114bd5","POINT (-105.083261 40.582883)"
"Nuance Chocolate","Restaurant/Bar","http://www.NuanceChocolate.com","214 Pine Street","Fort Collins","M-T: 11 to 7, F: 11 to 8, Sa: 10 to 8. Su: 12 to 4","Bean-to-bar chocolate!","Follow us on social media @nuancechocolate",,"true",,,,"true",,"true","true",,,,,,,,,"Gift Cards","Order Online, Outdoor Dining, Take-Out","289","e10d563f8d087016806f21d32b72c9a4c8dd11f7","POINT (-105.076343 40.589257)"
"Organic Alternatives",,,"346 E Mountain Ave, Fort Collins, CO 80524","Fort Collins",,,,,,,,,,,,,,,,,,,,,,,"302","e1fe00837a8d9078b642feec0abdb8ba18c296b3",
"Tony's Bar","Restaurant/Bar",,"224 S. College Ave.","Fort Collins",,"Contact us at 970-484-6969. We are open downstairs and upstairs patio. Wear your mask!",,,,,,,,,,,,,,,,,,,,,"437","4cddedb5472216cef58095d46c3470107fc488ad","POINT (-105.076929 40.584792)"
"BluSky Restoration","Business & Professional",,"1313 Duff Dr, Ste 1","Fort Collins",,"Contact us at 970-416-0600. Fully operational 24/7/365. As a fully licensed, insured and bonded general contractor, BluSky is capable of handling any type of restoration project precipitated by natural or man-made disasters. We provide emergency response; water damage, storm damage, fire damage, and smoke damage repair and restoration; and mold remediation.",,,,,,,,,,,,,,,,,,,,,"37","a0eae459d52f70716bae5c8411de9b5c108a1eb5","POINT (-105.05143 40.589874)"
"Beau Jo's Fort Collins","Restaurant/Bar","http://www.beaujos.com/pizza-locations/ft-collins/","205 North College Avenue","Fort Collins","11am-9:30pm","Contact us at 970-498-8898. Indoor dining available. Open for take out and delivery","How to help this business:",,"true",,,,,"true","true",,,"true","true",,,,,,,"Delivery, DoorDash, GrubHub, Outdoor Dining, Take-Out","25","9eb8fca6fcffbe57e2574fac59e8c8ae263ccb94","POINT (-105.077056 40.589304)"
"Matador Mexican Grill","Restaurant/Bar","https://www.matadorgrill.com/","1823 E Harmony Rd","Fort Collins","Mon-Fri: 7am-9pm. Sat-Sun: 8am-9pm","REOPENED!",,,,,,,"true",,"true",,"true",,,,,,,,"Gift Cards","NoCoNosh, Take-Out","257","3084f32d55ce4a6e4912e731604d5dfb128497e2","POINT (-105.043163 40.523357)"
"Stuft","Restaurant/Bar","http://stuftburgerbar.com/location/fort-collins/","210 S College","Fort Collins","Thur-Sun  11:00 am to 8:00 pm",,"How to help this business:",,"true",,,,,,,,,,,,,,,,,"Outdoor Dining","390","bcbbd53cbc31fe7b9665b260555a2fd035ea1323","POINT (-105.076927 40.585053)"
"Candlewood Suites","Hospitality",,"314 Pavilion Lane","Fort Collins",,"Contact us at 970-223-0200. Open for lodging and private work space rental! This hotel is pet friendly and features in-room kitchens, free wifi, free parking, free onsite laundry, and business center. Private work space is more important than ever and we understand that working from home may not be an ideal situation for many individuals. Private rooms are now available for discounted daytime rental from 9:00am - 5:00pm. Please call 970-223-0200 for pricing details.",,,,,,,,,,,,,,,,,,,,,"52","540e21783ebb5b0afe2f207b2b2daa4d1c19fb48","POINT (-105.073701 40.526256)"
"Animal Friends Alliance","Family, Community & Non-Profit","https://www.savinganimalstoday.org/","2321 E Mulberry #1","Fort Collins","Variable","https://www.facebook.com/AnimalFriendsAlliance","Donate, foster/adopt animals and encourage others to foster and adopt.",,,,,,"true",,,,,,,,,,,,"Gift Cards",,"14","8a52bbfa5dd689ad8b1ed85ad6334e83442a747e","POINT (-105.034041 40.580668)"
"Henry's Pub","Restaurant/Bar",,"234 E. 4th Street","Loveland",,"Contact us at 970-613-1896. We are Level-Up certified! Our dining room is open at a 25% capacity. Beginning Monday, January 11th, we have indoor dining available! We ask that you make reservations online in order to expedite your check-in, and to assist contract tracing data collection. For your convenience, we are currently accepting reservations up to one week in advance. At our reduced capacity, we are asking guests to limit their visit at dinner time to under 1.5 hours, so that we can honor our other guest's reservation times. Masks are required for entry, exit and anytime you get up from your table. We are still offering takeout and delivery through NoCoNosh, GrubHub and DoorDash. To make a reservation, please follow the Reservations link at the top of the page, and to order online for pickup or delivery, please follow the links below and choose either pickup or delivery on the order page. Thank you and welcome back!",,,,,,,,"true","true","true",,,,,,,,,,"Delivery, Order Online, Take-Out","184","c19f207fb02c8f4ea6aaffb702ad6eb3f1738f60","POINT (-105.073637 40.395453)"
"Slyce Pizza Co.","Restaurant/Bar",,"163 Mountain Ave","Fort Collins",,"Contact us at 970-221-9000. Slyce Pizza Co.  Is currently open for to go, and delivery. We are selling pizza by the slice as well as 12"" and 20"" pizzas. We are also selling our delicious house made brownies and salads too. We ask that you have a mask on when you come in and are asking you to take all orders to go. Walk in, order a slice and we will box it up! Due to current health code regulations we do not meet many of the requirements to entertain dine-in guests at this time. We are exploring a few options that will work for us and keeping your safety and the safety of our staff in mind.",,,,,,,,"true",,,,,,,,,,,,"Delivery","373","55b5eb5569111f4b53a6345f010b1757845b837c","POINT (-105.078625 40.586963)"
"Ding Tea","Restaurant/Bar","https://www.facebook.com/DingTea-Fort-Collins-549737365515907/","1110 W Elizabeth St","Fort Collins",,,,,,,,,,,,,,,,,,,,,,,"110","4963d87971f52c4474191381d1d4a9b1d9f0fb75","POINT (-105.096956 40.574724)"
"ColorPro Printing","Business & Professional",,"2415 E Mulberry St, #7","Fort Collins",,"Contact us at 970-482-6698. We are pleased to inform you, we are returning to normal business hours 730am to 530pm! We look forward to serving you. We now offer ""curbside pickup service"" for your safety.",,,,,,,,,"true",,,,,,,,,,,"Take-Out","78","9f4ca9dba807233a7907e0a77b05e802e88113c3","POINT (-105.031733 40.580824)"
"MazTech All-Tech Automotive","Auto","https://all-techautomotive.com/","450 Industrial Dr.","Fort Collins","7:30am-5:00pm","We work on all makes and models and do everything from oil change to engine replacement.","Like us on social media",,,,,,"true","true","true",,,,,,,,,,"Gift Cards","Delivery, Take-Out","261","17e4466b36df74d29734b7fc3325d19a034f6f19","POINT (-105.039351 40.582432)"
"Employers Council","Business & Professional",,"5250 Hahns Peak Dr, Suite 140","Loveland",,"Contact us at 970-223-4107. During this time, Employers Council offices are closed to the public. We are assisting our members and conducting nearly all of our  operations remotely. All of our classes have moved onlineThe nation's largest employers association. We have been providing expert assistance and thoughtful guidance in all areas of human resources and employment law to employers since 1939. If you would like help in understanding the impacts of COVID-19 on your organization, we invite you to visit our free Coronavirus Resources page. Click here to access FYIs, Webinars, Training, etc. We are offering this free of charge, to help support our neighbors.",,,,,,,,,,"true",,,,,,,,,,"Order Online","125","3f94f905cff7fef0010a8b2a733fe75236718db5","POINT (-105.003861 40.412662)"
"Red Truck","Brewery","http://redtruckbeer.com","1020 E Lincoln Ave","Fort Collins",,"Call to order or use gotab website. Free delivery.",,,,,,,"true","true",,,,,,,,"true","true",,"Cans, Crowlers, Gift Cards","Delivery","345","4170e9282540b4b484a06428ec631fd198cd8629","POINT (-105.058521 40.588757)"
"Sammie's Lucky 27 Barbershop & Social Club","Health & Wellness","http://www.lucky27barbershop.com","1205 W Elizabeth St, Suite F","Fort Collins","Mon: Closed  Tue: 09:30 am - 07:00 pm  Wed: 09:00 am - 05:00 pm  Thu: 09:30 am - 07:00 pm  Fri: 09:30 am - 07:00 pm  Sat: 09:00 am - 05:00 pm  Sun: Closed",,"https://squareup.com/gift/8NF1RJAPKR0R9/order",,,,,,"true",,,,,,,,,,,,"Gift Cards",,"358","502f7086a50cbe83bba6a937201bfc39259172cc","POINT (-105.097137 40.574608)"
"Independent Avon Representative Anita Wear","Retail","http://Www.youravon.com/awear","108 Victoria Drive","Fort Collins","Open 24/7 online",,"Shop for personal care products,  makeup, holiday decor,  gifts, and more! Google My Business Pinterest Avon by Anita",,,,,,,"true",,"true",,,,,,,,,,"Delivery, Order Online","196","efbf6f7812dbf49b43fdd5a0aa37255144828c88","POINT (-105.076315 40.484673)"
"Friendly Nick's Butcher","Restaurant/Bar",,"2601 S. Lemay Ave Unit 4","Fort Collins",,"Contact us at 970-657-2466. Lobby and curbside pick up: Our lobby is open to walk in and shop like ""normal"".  All customers are required to wear masks while inside. We can also offer no-contact pick up for anyone who needs it.  Let us know when you order and we will make the proper accomodations. E-MAIL ORDERING AND CURB SIDE PICK UP AVAILABLE call or email to place an order 970-657-2466. Apocalypse Hours: Tues - Sat 10 am - 5:30 pm",,,,,,,,,"true",,,,,,,,,,,"Take-Out","157","ba39aad46a1d8f1feb53ba755dc1b7c13a358bbc","POINT (-105.057988 40.55071)"
"Horse & Dragon","Brewery","https://www.horseanddragonbrewing.com/","124 Racquette Drive","Fort Collins",,,,,,,,,,,,,,,,,,,"true",,"Crowlers",,"189","dc5dc1ec78e99e2b368b312598bd8e6bc1ec72bf","POINT (-105.045939 40.589436)"
"Austin's","Restaurant/Bar","http://austinsamericangrill.com/","100 W Mountain","Fort Collins","Sun  - Thurs 11am - 8pm Fri - Sat 11am - 8pm",,"How to help this business:",,"true",,,,,,,,,,,,,,,,,"Outdoor Dining","20","4dddd5ed2758b66f573c68a5fc2c945ec5d79a49","POINT (-105.077504 40.587107)"
"The Parlour Hair Salon",,,"309 E Mountain Ave","Fort Collins",,,,,,,,,,,,,,,,,,,,,,,"422","c8f68197222b2ce3e4d6fc7d7502cc549ab874a4","POINT (-105.073677 40.586961)"
"C & T TIRE AND AUTOMOTIVE","Auto","https://www.candttireautomotive.com/","228 SO LINK LN","Fort Collins","7 TO 5:30 M-F",,"How to help this business:",,,,,,,,,,,,,,,,,,,,"46","256cb4fe70f9f7839ead23cc5f5faa33c0d86d95","POINT (-105.050153 40.584708)"
"Crooked Stave","Brewery","http://www.crookedstave.com/visit-us/foco-tap-list/","216 N College Ave Suite 130","Fort Collins",,"Taprooms hours: 12:00-6:00PM DAILY",,,,,,,,,"true",,,,,,"true","true","true",,"Bottles, Cans, Crowlers","Take-Out","93","c0635e7738bd88ad56ba31052231ca1c82a4748c","POINT (-105.076907 40.589597)"
"Noco Distillery","Brewery","http://www.nocodistillery.com","328 South Link Ln Ct. #11","Fort Collins",,"Bottle sale and Hand sanitizer sale. call ahead or order online",,,,,,,,"true","true",,,,,,,,"true",,"Crowlers","Delivery, Take-Out","285","d9aafe97f6d6c8ba3326b5fe10073bc2c68a9996","POINT (-105.050162 40.583532)"
