"job_code","job_title","agency","unit_designation","a_step","b_step","c_step","d_step","e_step","f_step","g_step","h_step","i_step"
"1513","APPRAISER IV","COUNTY OF SONOMA","SEIU 0095","40.15","41.16","42.16","43.22","44.27","45.38","46.48","47.64","48.8"
"4070","AQUATIC SPECIALIST","COUNTY OF SONOMA","SEIU 0095","34.43","35.29","36.15","37.06","37.96","38.91","39.86","40.86","41.85"
"0391","ASSESSMENT CLERK","COUNTY OF SONOMA","SEIU 0001","21.41","21.95","22.48","23.04","23.6","24.19","24.78","25.4","26.02"
"0390","ASSESSMENT CLERK TRAINEE","COUNTY OF SONOMA","SEIU 0001","19.2","19.68","20.16","20.67","21.17","21.7","22.23","22.79","23.34"
"0396","ASSESSMENT PROCESS MANAGER","COUNTY OF SONOMA","SAL RES MGT 0050","48.91","50.14","51.36","52.65","53.93","55.28","56.63","58.05","59.46"
"0392","ASSESSMENT PROCESS SPECIALIST","COUNTY OF SONOMA","SEIU 0005","24.04","24.64","25.24","25.87","26.5","27.17","27.83","28.53","29.22"
"0393","ASSESSMENT PROCESS SUPERVISOR","COUNTY OF SONOMA","SEIU 0095","30.6","31.37","32.13","32.94","33.74","34.59","35.43","36.32","37.2"
"0395","ASSESSMENT SPECIALIST","COUNTY OF SONOMA","SEIU 0001","27.2","27.88","28.56","29.28","29.99","30.74","31.49","32.28","33.06"
"0394","ASSESSORS CHANGE OF OWNERSHIP SUPERVISOR","COUNTY OF SONOMA","SEIU 0095","34.1","34.96","35.81","36.71","37.6","38.54","39.48","40.47","41.45"
"0713","ASSISTANT AIRPORT MANAGER","COUNTY OF SONOMA","SAL RES MGT 0050","45.96","47.11","48.26","49.47","50.67","51.94","53.2","54.53","55.86"
"1028","ASSISTANT AIR QUALITY ENGINEER","COUNTY OF SONOMA","WCE 0021","45.14","46.27","47.4","48.59","49.77","51.02","52.26","53.57","54.87"
"0440","ASSISTANT AUDITOR-CONTROLLER","COUNTY OF SONOMA","SAL RES MGT 0050","66.35","68.01","69.67","71.41","73.15","74.98","76.81","78.73","80.65"
"5361","ASSISTANT BUILDING SUPERINTENDENT","COUNTY OF SONOMA","SEIU 0095","40.28","41.29","42.29","43.35","44.4","45.51","46.62","47.79","48.95"
"1713","ASSISTANT COMMUNICATIONS MANAGER","COUNTY OF SONOMA","SAL RES MGT 0050","48.35","49.56","50.77","52.04","53.31","54.65","55.98","57.38","58.78"
"6226","ASSISTANT COOK","COUNTY OF SONOMA","SEIU 0005","19.37","19.86","20.34","20.85","21.36","21.9","22.43","22.99","23.55"
"0840","ASSISTANT COUNTY ADMINISTRATOR","COUNTY OF SONOMA","SAL RES MGT 0050","95.03","97.41","99.78","102.28","104.77","107.39","110.01","112.76","115.51"
"4030","ASSISTANT COUNTY COUNSEL","COUNTY OF SONOMA","SAL RES MGT 0050","86.12","88.28","90.43","92.69","94.95","97.33","99.7","102.2","104.69"
"0875","ASSISTANT DIRECTOR CHILD SUPPORT SERVICES","COUNTY OF SONOMA","SAL RES MGT 0050","57.05","58.48","59.9","61.4","62.9","64.48","66.05","67.7","69.35"
"3088","ASSISTANT DIRECTOR HUMAN SERVICES","COUNTY OF SONOMA","SAL RES MGT 0050","79.29","81.27","83.25","85.33","87.41","89.6","91.78","94.08","96.37"
"2676","ASSISTANT DIRECTOR OF HEALTH SERVICES","COUNTY OF SONOMA","SAL RES MGT 0050","74.49","76.35","78.21","80.17","82.12","84.18","86.23","88.39","90.54"
"4040","ASSISTANT DISTRICT ATTORNEY","COUNTY OF SONOMA","SAL RES MGT 0050","86.12","88.28","90.43","92.69","94.95","97.33","99.7","102.2","104.69"
"4039","ASSISTANT DISTRICT ATTORNEY LIMITED TERM","COUNTY OF SONOMA","SAL RES MGT 0050","86.11","88.27","90.42","92.68","94.94","97.32","99.69","102.18","104.67"
"1011","ASSISTANT ENGINEER","COUNTY OF SONOMA","WCE 0021","45.14","46.27","47.4","48.59","49.77","51.02","52.26","53.57","54.87"
"9126","ASSISTANT EXECUTIVE DIRECTOR CDC","COUNTY OF SONOMA","SAL RES MGT 0050","68.42","70.13","71.84","73.64","75.43","77.32","79.2","81.18","83.16"
"0841","ASSISTANT EXECUTIVE OFFICER LAFCO","COUNTY OF SONOMA","SAL RES UNR 0000","128.91","132.14","135.36","138.75","142.13","145.69","149.24","152.97","156.7"
"5362","ASSISTANT FACILITY MANAGER","COUNTY OF SONOMA","SAL RES MGT 0050","50.62","51.89","53.15","54.48","55.81","57.21","58.6","60.07","61.53"
"5350","ASSISTANT FAIRGROUNDS BUILDING SUPERINTENDENT","COUNTY OF SONOMA","SEIU 0095","40.28","41.29","42.29","43.35","44.4","45.51","46.62","47.79","48.95"
"0752","ASSISTANT FAIR MANAGER","COUNTY OF SONOMA","SAL RES MGT 0050","42.67","43.74","44.8","45.92","47.04","48.22","49.39","50.63","51.86"
"5235","ASSISTANT FLEET MANAGER","COUNTY OF SONOMA","SAL RES MGT 0050","45.54","46.68","47.82","49.02","50.21","51.47","52.72","54.04","55.36"
"0815","ASSISTANT HUMAN RESOURCES DIRECTOR - ABOLISHED","COUNTY OF SONOMA","SAL RES MGT 0050","67.1","68.78","70.46","72.22","73.98","75.83","77.68","79.62","81.56"
"0151","ASSISTANT INFORMATION SYSTEM DIRECTOR","COUNTY OF SONOMA","SAL RES MGT 0050","74.15","76.01","77.86","79.81","81.75","83.8","85.84","87.99","90.13"
"0093","ASSISTANT LAW LIBRARIAN","COUNTY OF SONOMA","SAL RES UNR 0000","22.22","22.78","23.33","23.92","24.5","25.12","25.73","26.38","27.02"
"1035","ASSISTANT PROJECT SPECIALIST","COUNTY OF SONOMA","SAL RES UNR 0000","36.59","37.51","38.42","39.38","40.34","41.35","42.36","43.42","44.48"
"4049","ASSISTANT PUBLIC DEFENDER","COUNTY OF SONOMA","SAL RES MGT 0050","86.12","88.28","90.43","92.69","94.95","97.33","99.7","102.2","104.69"
"2124","ASSISTANT PUBLIC HEALTH LABORATORY DIRECTOR","COUNTY OF SONOMA","SAL RES MGT 0050","48.02","49.22","50.42","51.68","52.94","54.27","55.59","56.98","58.37"
"0337","ASSISTANT PURCHASING AGENT","COUNTY OF SONOMA","SAL RES MGT 0050","42.37","43.43","44.49","45.6","46.71","47.88","49.05","50.28","51.5"
"0432","ASSISTANT RETIREMENT ADMINISTRATOR","COUNTY OF SONOMA","SAL RES MGT 0050","66.35","68.01","69.67","71.41","73.15","74.98","76.81","78.73","80.65"
"4124","ASSISTANT SHERIFF","COUNTY OF SONOMA","DSLEM 0043","86.87","89.04","91.21","93.49","95.77","98.17","100.56","103.08","105.59"
"0435","ASSISTANT TAX COLLECTOR-AUDITOR","COUNTY OF SONOMA","SAL RES MGT 0050","54.69","56.06","57.42","58.86","60.29","61.8","63.3","64.89","66.47"
"0032","ASSISTANT TO THE COUNTY ADMINISTRATOR","COUNTY OF SONOMA","SAL RES MGT 0050","38.3","39.26","40.22","41.23","42.23","43.29","44.34","45.45","46.56"
"0433","ASSISTANT TREASURER-TAX COLLECTOR","COUNTY OF SONOMA","SAL RES MGT 0050","60.21","61.72","63.22","64.8","66.38","68.04","69.7","71.45","73.19"
"2533","ASSOCIATE PSYCHOLOGIST","COUNTY OF SONOMA","ESC 0075","39.25","40.23","41.21","42.24","43.27","44.35","45.43","46.57","47.7"
"1140","ASST AG COMMISSIONER/SEALER OF WEIGHTS & MEASURES","COUNTY OF SONOMA","SAL RES MGT 0050","48.6","49.82","51.03","52.31","53.58","54.92","56.26","57.67","59.07"
"0445","ASST RETIREMENT ADMINISTRATOR/CHIEF LEGAL COUNSEL","COUNTY OF SONOMA","SAL RES MGT 0050","78.27","80.23","82.18","84.24","86.29","88.45","90.6","92.87","95.13"
"0427","AUDIT MANAGER","COUNTY OF SONOMA","SAL RES MGT 0050","54.76","56.13","57.5","58.94","60.38","61.89","63.4","64.99","66.57"
"0455","AUDITOR-APPRAISER I","COUNTY OF SONOMA","SEIU 0005","32.26","33.07","33.87","34.72","35.56","36.45","37.34","38.28","39.21"
"0457","AUDITOR-APPRAISER II","COUNTY OF SONOMA","SEIU 0005","35.5","36.39","37.28","38.21","39.14","40.12","41.1","42.13","43.16"
"8108","AUDITOR CONTROLLER-TREASURER-TAX COLLECTOR","COUNTY OF SONOMA","SAL RES DH 0052","121.48","121.48","121.48","121.48","121.48","121.48","121.48","121.48","0"
"7384","AUDITORS PAYROLL TECHNICIAN CONFIDENTIAL","COUNTY OF SONOMA","SAL RES CNF 0051","28.13","28.84","29.54","30.28","31.02","31.8","32.57","33.39","34.2"
"5230","AUTO FLEET SUPERVISOR","COUNTY OF SONOMA","SEIU 0095","36.74","37.66","38.58","39.55","40.51","41.53","42.54","43.61","44.67"
"5222","AUTOMOTIVE MECHANIC","COUNTY OF SONOMA","LOCAL 39 0085","27.87","28.57","29.26","29.99","30.72","31.49","32.26","33.07","33.87"
"5223","AUTOMOTIVE TECHNICIAN","COUNTY OF SONOMA","LOCAL 39 0085","30.66","31.43","32.19","33","33.8","34.65","35.49","36.38","37.26"
"2505","BEHAVIORAL HEALTH CLINICAL SPECIALIST","COUNTY OF SONOMA","ESC 0075","42.01","43.06","44.11","45.22","46.32","47.48","48.64","49.86","51.07"
"2503","BEHAVIORAL HEALTH CLINICIAN","COUNTY OF SONOMA","ESC 0075","39.05","40.03","41","42.03","43.05","44.13","45.2","46.33","47.46"
"2469","BEHAVIORAL HEALTH CLINICIAN INTERN","COUNTY OF SONOMA","ESC 0075","34.73","35.6","36.47","37.38","38.29","39.25","40.2","41.21","42.21"
"2540","BEHAVIORAL HEALTH MEDICAL DIRECTOR","COUNTY OF SONOMA","SAL RES MGT 0050","120.15","123.16","126.16","129.32","132.47","135.78","139.09","142.57","146.04"
"2630","BIOSTATISTICIAN","COUNTY OF SONOMA","ESC 0075","39.58","40.57","41.56","42.6","43.64","44.73","45.82","46.97","48.11"
"0851","BOARD OF SUPERVISORS AIDE","COUNTY OF SONOMA","SAL RES CNF 0051","28.4","29.11","29.82","30.57","31.31","32.1","32.88","33.7","34.52"
"0861","BOARD OF SUPERVISORS' FIELD REPRESENTATIVE","COUNTY OF SONOMA","SAL RES MGT 0050","33.51","34.35","35.19","36.07","36.95","37.88","38.8","39.77","40.74"
"0852","BOARD OF SUPERVISORS STAFF ASSISTANT I","COUNTY OF SONOMA","SAL RES MGT 0050","38.55","39.52","40.48","41.49","42.5","43.57","44.63","45.75","46.86"
"0862","BOARD OF SUPERVISOR'S STAFF ASSISTANT II","COUNTY OF SONOMA","SAL RES MGT 0050","42.39","43.45","44.51","45.63","46.74","47.91","49.08","50.31","51.53"
"1276","BOOKING & RESERVATION COORDINATOR","COUNTY OF SONOMA","SEIU 0005","26.69","27.36","28.02","28.72","29.42","30.16","30.89","31.66","32.43"
"5066","BRIDGE SUPERVISOR","COUNTY OF SONOMA","SEIU 0095","38.19","39.15","40.1","41.11","42.11","43.17","44.22","45.33","46.43"
"5061","BRIDGE WORKER","COUNTY OF SONOMA","SEIU 0010","27.83","28.53","29.22","29.95","30.68","31.45","32.21","33.02","33.82"
"1209","BUILDING DIVISION MANAGER","COUNTY OF SONOMA","SAL RES MGT 0050","59.69","61.18","62.67","64.24","65.8","67.45","69.09","70.82","72.54"
"1403","BUILDING INSPECTOR I","COUNTY OF SONOMA","SEIU 0005","28","28.7","29.4","30.14","30.87","31.64","32.41","33.22","34.03"
"1405","BUILDING INSPECTOR II","COUNTY OF SONOMA","SEIU 0005","36.16","37.07","37.97","38.92","39.87","40.87","41.86","42.91","43.95"
"5330","BUILDING MAINTENANCE WORKER","COUNTY OF SONOMA","LOCAL 39 0085","21.82","22.37","22.91","23.49","24.06","24.66","25.26","25.89","26.52"
"5331","BUILDING MECHANIC I","COUNTY OF SONOMA","LOCAL 39 0085","32","32.8","33.6","34.44","35.28","36.16","37.04","37.97","38.89"
"5335","BUILDING MECHANIC II","COUNTY OF SONOMA","LOCAL 39 0085","36.24","37.15","38.05","39","39.95","40.95","41.95","43","44.05"
"1424","BUILDING PLANS EXAMINER I","COUNTY OF SONOMA","SEIU 0005","28.86","29.58","30.3","31.06","31.82","32.62","33.41","34.25","35.08"
"1426","BUILDING PLANS EXAMINER II","COUNTY OF SONOMA","SEIU 0005","37.15","38.08","39.01","39.99","40.96","41.99","43.01","44.09","45.16"
