"name","type","breed","color","sex","size","date_of_birth","impound_number","kennel_number","id","intake_date","intake_type","intake_subtype","intake_condition","intake_jurisdiction","outcome_jurisdiction","intake_total"
"MIDNIGHT","CAT","DOMESTIC MH","BLACK","Female","SMALL",,"K22-042374","COOLER","A413040","2022-08-27T00:00:00.000","QUARANTINE","FIELD","UNKNOWN","*ROHNERT PARK","*ROHNERT PARK","1"
,"CAT","DOMESTIC SH","ORG TABBY","Unknown","KITTN",,"K22-042368","SMM","A413034","2022-08-27T00:00:00.000","STRAY","PHONE","UNKNOWN","COUNTY","COUNTY","1"
,"CAT","DOMESTIC SH","BLACK/WHITE","Male","SMALL","2022-07-26T00:00:00.000","K22-042359","CI01","A413022","2022-08-26T00:00:00.000","STRAY","FIELD","UNTREATABLE","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","BRN TABBY","Male","SMALL","2022-04-26T00:00:00.000","K22-042358","CA03","A413021","2022-08-26T00:00:00.000","STRAY","FIELD","HEALTHY","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","BRN TABBY/WHITE","Male","SMALL","2021-12-26T00:00:00.000","K22-042352","CS05","A413015","2022-08-26T00:00:00.000","STRAY","OVER THE COUNTER","HEALTHY","SANTA ROSA",,"1"
,"CAT","DOMESTIC LH","GRAY","Female","KITTN","2022-08-01T00:00:00.000","K22-042345",,"A413002","2022-08-25T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","COUNTY",,"1"
,"CAT","DOMESTIC MH","ORG TABBY","Male","KITTN","2022-07-01T00:00:00.000","K22-042334","WAITRM","A412987","2022-08-24T00:00:00.000","OWNER SURRENDER","OVER THE COUNTER","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC LH","BLACK/WHITE","Female","KITTN","2022-07-01T00:00:00.000","K22-042332","WAITRM","A412985","2022-08-24T00:00:00.000","OWNER SURRENDER","OVER THE COUNTER","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","BLACK/WHITE","Female","SMALL",,"K22-042338","CS05","A412992","2022-08-24T00:00:00.000","STRAY","PHONE","UNKNOWN","SANTA ROSA",,"1"
"ZUGO","CAT","DOMESTIC SH","GRAY TABBY","Neutered","SMALL",,"K22-042328","COOLER","A412981","2022-08-24T00:00:00.000","STRAY","FIELD","UNKNOWN","SANTA ROSA","SANTA ROSA","1"
,"CAT","DOMESTIC MH","CALICO","Female","KITTN","2022-07-01T00:00:00.000","K22-042330","WAITRM","A412983","2022-08-24T00:00:00.000","OWNER SURRENDER","OVER THE COUNTER","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC MH","CALICO","Female","KITTN","2022-07-01T00:00:00.000","K22-042329","WAITRM","A412982","2022-08-24T00:00:00.000","OWNER SURRENDER","OVER THE COUNTER","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC MH","ORG TABBY","Male","KITTN","2022-07-01T00:00:00.000","K22-042335","WAITRM","A412988","2022-08-24T00:00:00.000","OWNER SURRENDER","OVER THE COUNTER","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC MH","ORG TABBY","Male","KITTN","2022-07-01T00:00:00.000","K22-042333","WAITRM","A412986","2022-08-24T00:00:00.000","OWNER SURRENDER","OVER THE COUNTER","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC LH","BLACK/WHITE","Male","KITTN","2022-07-01T00:00:00.000","K22-042331","WAITRM","A412984","2022-08-24T00:00:00.000","OWNER SURRENDER","OVER THE COUNTER","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","BLACK","Female","SMALL","2022-08-23T00:00:00.000","K22-042340","CA03","A412994","2022-08-24T00:00:00.000","STRAY","PHONE","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","BLACK","Unknown","KITTN",,"K22-042321","HSSC","A412974","2022-08-23T00:00:00.000","STRAY","PHONE","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","BLACK","Unknown","KITTN",,"K22-042320","HSSC","A412973","2022-08-23T00:00:00.000","STRAY","PHONE","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","BLACK","Unknown","KITTN",,"K22-042324","HSSC","A412977","2022-08-23T00:00:00.000","STRAY","PHONE","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","BLACK","Unknown","KITTN",,"K22-042322","HSSC","A412975","2022-08-23T00:00:00.000","STRAY","PHONE","UNKNOWN","SANTA ROSA",,"1"
,"CAT","RUSSIAN BLUE","BLUE","Female","SMALL",,"K22-042319","HSSC","A412972","2022-08-23T00:00:00.000","STRAY","PHONE","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","BLACK","Unknown","KITTN",,"K22-042323","HSSC","A412976","2022-08-23T00:00:00.000","STRAY","PHONE","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC MH","BLACK","Neutered","SMALL","2010-08-22T00:00:00.000","K22-042308","SMM","A412955","2022-08-22T00:00:00.000","STRAY","FIELD","UNKNOWN","COUNTY",,"1"
,"CAT","DOMESTIC SH","BLUE CREAM","Female","SMALL","2009-09-01T00:00:00.000","K22-042304","CS06","A412949","2022-08-21T00:00:00.000","CONFISCATE","FIELD_OS","HEALTHY","SANTA ROSA","SANTA ROSA","1"
"TAMMY","CAT","DOMESTIC MH","CALICO","Spayed","SMALL",,"K22-042306","CS06","A412882","2022-08-21T00:00:00.000","CONFISCATE","FIELD_OS","HEALTHY","SANTA ROSA","SANTA ROSA","1"
,"CAT","DOMESTIC SH","CALICO","Female","SMALL",,"K22-042305","CS06","A412950","2022-08-21T00:00:00.000","CONFISCATE","FIELD_OS","HEALTHY","SANTA ROSA","SANTA ROSA","1"
"MAX","CAT","DOMESTIC LH","LYNX PT","Neutered","SMALL","2010-08-20T00:00:00.000","K22-042290","SMM","A412936","2022-08-20T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","SANTA ROSA","SANTA ROSA","1"
,"CAT","DOMESTIC LH","TORTIE","Female","KITTN","2022-07-01T00:00:00.000","K22-042292","CA03","A412938","2022-08-20T00:00:00.000","STRAY","OVER THE COUNTER","TREATABLE/REHAB","SANTA ROSA",,"1"
,"CAT","DOMESTIC LH","BRN TABBY/WHITE","Male","KITTN","2022-07-01T00:00:00.000","K22-042293","CA03","A412939","2022-08-20T00:00:00.000","STRAY","OVER THE COUNTER","TREATABLE/REHAB","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","GRAY","Female","SMALL",,"K22-042288",,"A412930","2022-08-20T00:00:00.000","STRAY","FIELD","TREATABLE/REHAB","SANTA ROSA",,"1"
"CAT 3","CAT","DOMESTIC SH","LILAC PT","Neutered","SMALL",,"K22-042280","CS05","A412920","2022-08-19T00:00:00.000","STRAY","FIELD","UNKNOWN","SANTA ROSA","COUNTY","1"
,"CAT","DOMESTIC SH","ORG TABBY","Unknown","KITTN","2022-08-17T00:00:00.000","K22-042265","CS05","A412896","2022-08-18T00:00:00.000","STRAY","BORN_HERE","HEALTHY","COUNTY","COUNTY","1"
,"CAT","DOMESTIC SH","ORG TABBY","Unknown","KITTN","2022-08-17T00:00:00.000","K22-042264","CS05","A412895","2022-08-18T00:00:00.000","STRAY","BORN_HERE","HEALTHY","COUNTY","COUNTY","1"
,"CAT","DOMESTIC SH","ORG TABBY","Unknown","KITTN","2022-08-17T00:00:00.000","K22-042263","CS05","A412894","2022-08-18T00:00:00.000","STRAY","BORN_HERE","HEALTHY","COUNTY","COUNTY","1"
,"CAT","DOMESTIC SH","ORG TABBY","Unknown","KITTN","2022-08-17T00:00:00.000","K22-042261","CS05","A412892","2022-08-18T00:00:00.000","STRAY","BORN_HERE","HEALTHY","COUNTY","COUNTY","1"
,"CAT","DOMESTIC SH","ORG TABBY","Unknown","KITTN","2022-08-17T00:00:00.000","K22-042266","CS05","A412897","2022-08-18T00:00:00.000","STRAY","BORN_HERE","HEALTHY","COUNTY","COUNTY","1"
,"CAT","DOMESTIC SH","ORG TABBY","Unknown","KITTN","2022-08-17T00:00:00.000","K22-042262","CS05","A412893","2022-08-18T00:00:00.000","STRAY","BORN_HERE","HEALTHY","COUNTY","COUNTY","1"
,"CAT","DOMESTIC SH","BUFF/WHITE","Male","KITTN","2022-07-16T00:00:00.000","K22-042241","CA03","A412869","2022-08-16T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","SANTA ROSA",,"1"
,"CAT","SIAMESE","CHOC PT","Female","SMALL",,"K22-042253","CI01","A412880","2022-08-16T00:00:00.000","STRAY","FIELD","UNKNOWN","COUNTY",,"1"
,"CAT","DOMESTIC SH","BLUE CREAM","Female","KITTN","2022-07-16T00:00:00.000","K22-042240","CA03","A412868","2022-08-16T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","BLUE CREAM","Female","KITTN","2022-07-16T00:00:00.000","K22-042242","CA03","A412870","2022-08-16T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","SANTA ROSA",,"1"
,"CAT","SNOWSHOE","SEAL PT/WHITE","Unknown","KITTN","2022-05-29T00:00:00.000","K22-042234","CS06","A412848","2022-08-13T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","COUNTY","SANTA ROSA","1"
"*ADELLE","CAT","DOMESTIC SH","BRN TABBY/TORTIE","Spayed","KITTN","2022-05-17T00:00:00.000","K22-042238","CA03","A412853","2022-08-13T00:00:00.000","STRAY","OVER THE COUNTER","HEALTHY","SANTA ROSA",,"1"
"CARLA","CAT","DOMESTIC SH","GRAY","Spayed","SMALL","2010-06-16T00:00:00.000","K22-042230","CI01","A352247","2022-08-12T00:00:00.000","STRAY","FIELD","UNKNOWN","COUNTY","COUNTY","1"
"*CANDY","CAT","DOMESTIC SH","BLACK/WHITE","Spayed","SMALL","2021-08-30T00:00:00.000","K22-042214","CS06","A412812","2022-08-11T00:00:00.000","STRAY","PHONE","HEALTHY","SANTA ROSA",,"1"
"MISS PEAPOD","CAT","DOMESTIC SH","TORTIE","Female","SMALL","2015-08-11T00:00:00.000","K22-042213","CI01","A412811","2022-08-11T00:00:00.000","STRAY","FIELD","UNKNOWN","COUNTY",,"1"
"*MARTIN","CAT","DOMESTIC SH","BRN TABBY/WHITE","Neutered","KITTN","2022-04-11T00:00:00.000","K22-042218","LOBBY","A412817","2022-08-11T00:00:00.000","STRAY","PHONE","HEALTHY","COUNTY","SANTA ROSA","1"
"*MICKY","CAT","DOMESTIC SH","WHITE/BRN TABBY","Neutered","KITTN","2022-04-11T00:00:00.000","K22-042217","WESTFARM","A412816","2022-08-11T00:00:00.000","STRAY","PHONE","HEALTHY","COUNTY",,"1"
,"CAT","DOMESTIC SH","BRN TABBY/TORTIE","Female","SMALL","2022-02-11T00:00:00.000","K22-042215","CS05","A412813","2022-08-11T00:00:00.000","STRAY","PHONE","UNKNOWN","SANTA ROSA","COUNTY","1"
"*ARETHA","CAT","DOMESTIC SH","GRAY TABBY","Spayed","KITTN","2022-06-01T00:00:00.000","K22-042205","CA03","A412800","2022-08-10T00:00:00.000","STRAY","PHONE","HEALTHY","SANTA ROSA",,"1"
"*JOEY","CAT","DOMESTIC SH","GRAY/WHITE","Neutered","KITTN","2022-05-09T00:00:00.000","K22-042195","LOBBY","A412787","2022-08-09T00:00:00.000","STRAY","PHONE","HEALTHY","COUNTY",,"1"
,"CAT","DOMESTIC SH","ORG TABBY","Unknown","SMALL",,"K22-042200","TRUCK","A412793","2022-08-09T00:00:00.000","STRAY","FIELD","TREATABLE/REHAB","SANTA ROSA",,"1"
"*JC","CAT","DOMESTIC SH","GRAY/WHITE","Neutered","KITTN","2022-05-09T00:00:00.000","K22-042193","LOBBY","A412785","2022-08-09T00:00:00.000","STRAY","PHONE","HEALTHY","COUNTY",,"1"
"CAYDE","CAT","DOMESTIC SH","GRAY/WHITE","Neutered","KITTN","2022-05-09T00:00:00.000","K22-042194","LOBBY","A412786","2022-08-09T00:00:00.000","STRAY","PHONE","HEALTHY","COUNTY","*WINDSOR","1"
,"CAT","DOMESTIC SH","BLACK/WHITE","Male","SMALL","2021-08-09T00:00:00.000","K22-042198","CI01","A412791","2022-08-09T00:00:00.000","STRAY","FIELD","UNKNOWN","COUNTY",,"1"
"FENCE","CAT","SIAMESE/MIX","CREAM/BROWN","Neutered","SMALL","2002-08-09T00:00:00.000","K22-042191","SMM","A412783","2022-08-09T00:00:00.000","OWNER SURRENDER","FIELD","UNKNOWN","SANTA ROSA",,"1"
,"CAT","SIAMESE","BLACK/BLACK","Female","KITTN",,"K22-042203","CS05","A412796","2022-08-08T00:00:00.000","STRAY","FIELD","TREATABLE/REHAB","SANTA ROSA","SANTA ROSA","1"
,"CAT","SIAMESE","GRAY/BLACK","Female","SMALL",,"K22-042177","CS05","A412767","2022-08-08T00:00:00.000","STRAY","FIELD","TREATABLE/REHAB","SANTA ROSA","SANTA ROSA","1"
,"CAT","SIAMESE","GRAY/BLACK","Female","KITTN",,"K22-042202","CS05","A412795","2022-08-08T00:00:00.000","STRAY","FIELD","TREATABLE/REHAB","SANTA ROSA","SANTA ROSA","1"
,"CAT","SIAMESE","GRAY/BLACK","Female","KITTN",,"K22-042201","CS05","A412794","2022-08-08T00:00:00.000","STRAY","FIELD","TREATABLE/REHAB","SANTA ROSA","SANTA ROSA","1"
,"CAT","DOMESTIC MH","WHITE","Unknown","KITTN","2022-07-24T00:00:00.000","K22-042178","RECEIVING","A412770","2022-08-08T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","COUNTY",,"1"
,"CAT","DOMESTIC MH","BRN TABBY","Unknown","KITTN","2022-07-24T00:00:00.000","K22-042180","RECEIVING","A412772","2022-08-08T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","COUNTY",,"1"
,"CAT","DOMESTIC MH","BLACK","Unknown","KITTN","2022-07-24T00:00:00.000","K22-042179","RECEIVING","A412771","2022-08-08T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","COUNTY",,"1"
,"CAT","SIAMESE","BLACK/BLACK","Female","KITTN",,"K22-042204","CS05","A412797","2022-08-08T00:00:00.000","STRAY","FIELD","TREATABLE/REHAB","SANTA ROSA","SANTA ROSA","1"
,"CAT","DOMESTIC SH","BLACK","Unknown","KITTN","2022-03-06T00:00:00.000","K22-042138","CS06","A412710","2022-08-06T00:00:00.000","STRAY","PHONE","HEALTHY","COUNTY","SANTA ROSA","1"
,"CAT","DOMESTIC SH","BLACK/WHITE","Unknown","KITTN","2022-03-06T00:00:00.000","K22-042140","CS06","A412712","2022-08-06T00:00:00.000","STRAY","OVER THE COUNTER","HEALTHY","COUNTY","SANTA ROSA","1"
,"CAT","DOMESTIC SH","TORTIE/BRN TABBY","Female","KITTN","2022-05-06T00:00:00.000","K22-042173","CA03","A412762","2022-08-06T00:00:00.000","STRAY","OVER THE COUNTER","HEALTHY","SANTA ROSA","COUNTY","1"
,"CAT","DOMESTIC SH","TORTIE","Female","SMALL","2021-02-06T00:00:00.000","K22-042172","CS05","A412761","2022-08-06T00:00:00.000","STRAY","OVER THE COUNTER","HEALTHY","SANTA ROSA","COUNTY","1"
,"CAT","DOMESTIC SH","BLACK","Male","KITTN","2022-03-06T00:00:00.000","K22-042139","CS06","A412711","2022-08-06T00:00:00.000","STRAY","OVER THE COUNTER","HEALTHY","COUNTY","SANTA ROSA","1"
"*JUSTIN","CAT","DOMESTIC SH","BRN TABBY","Neutered","KITTN","2022-05-17T00:00:00.000","K22-042155","LOBBY","A412729","2022-08-04T00:00:00.000","STRAY","PHONE","HEALTHY","COUNTY","*WINDSOR","1"
"*CELINE","CAT","DOMESTIC SH","BLACK/WHITE","Spayed","KITTN","2022-05-30T00:00:00.000","K22-041984","LOBBY","A412302","2022-08-04T00:00:00.000","OWNER SURRENDER","OVER THE COUNTER","HEALTHY","SANTA ROSA",,"1"
"*TINA","CAT","DOMESTIC SH","BLACK","Spayed","KITTN","2022-05-30T00:00:00.000","K22-041985","LOBBY","A412303","2022-08-04T00:00:00.000","OWNER SURRENDER","OVER THE COUNTER","HEALTHY","SANTA ROSA","SANTA ROSA","1"
,"CAT","DOMESTIC SH","BRN TABBY","Female","KITTN",,"K22-042154","CA03","A412728","2022-08-04T00:00:00.000","STRAY","PHONE","UNKNOWN","COUNTY",,"1"
,"CAT","DOMESTIC SH/ABYSSINIAN","BRN TABBY","Female","KITTN","2022-05-23T00:00:00.000","K22-042152","CA03","A412726","2022-08-04T00:00:00.000","STRAY","PHONE","UNKNOWN","COUNTY",,"1"
"*CASH","CAT","DOMESTIC SH","BLACK/WHITE","Neutered","KITTN","2022-05-30T00:00:00.000","K22-041982","LOBBY","A412300","2022-08-04T00:00:00.000","OWNER SURRENDER","OVER THE COUNTER","UNKNOWN","SANTA ROSA","SANTA ROSA","1"
"*FREDDIE","CAT","DOMESTIC SH","BLACK","Neutered","KITTN","2022-05-30T00:00:00.000","K22-041983","LOBBY","A412301","2022-08-04T00:00:00.000","OWNER SURRENDER","OVER THE COUNTER","HEALTHY","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH/ABYSSINIAN","BRN TABBY","Female","KITTN","2022-05-23T00:00:00.000","K22-042153","CA03","A412727","2022-08-04T00:00:00.000","STRAY","PHONE","UNKNOWN","COUNTY",,"1"
"*JOHNY","CAT","DOMESTIC SH","BLACK","Neutered","KITTN","2022-05-30T00:00:00.000","K22-041981","LOBBY","A412299","2022-08-04T00:00:00.000","OWNER SURRENDER","OVER THE COUNTER","HEALTHY","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","BLACK","Male","SMALL","2015-08-03T00:00:00.000","K22-042137","CS06","A412709","2022-08-03T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","SANTA ROSA","SANTA ROSA","1"
"CHARLIE","CAT","DOMESTIC SH","BLACK","Neutered","SMALL","2008-08-18T00:00:00.000","K22-042133","CS05","A412705","2022-08-02T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","SANTA ROSA","SANTA ROSA","1"
"*CARRIE","CAT","DOMESTIC SH","BLACK/WHITE","Spayed","KITTN","2022-06-10T00:00:00.000","K22-042130","LOBBY","A412702","2022-08-02T00:00:00.000","STRAY","PHONE","HEALTHY","COUNTY",,"1"
"JANE","CAT","DOMESTIC SH","TORTIE/BLUE CREAM","Spayed","SMALL","2012-08-02T00:00:00.000","K22-042111","CS05","A412672","2022-07-30T00:00:00.000","STRAY","PHONE","HEALTHY","COUNTY","*PETALUMA","1"
,"CAT","DOMESTIC SH","BLACK/WHITE","Unknown","SMALL",,"K22-042106","CS06","A412664","2022-07-29T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","COUNTY","SANTA ROSA","1"
,"CAT","DOMESTIC SH","BRN TABBY/WHITE","Female","SMALL","2015-01-30T00:00:00.000","K22-042105","CS05","A412663","2022-07-29T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","SANTA ROSA","COUNTY","1"
,"CAT","DOMESTIC SH","WHITE","Spayed","SMALL",,"K22-042101","COOLER","A412655","2022-07-29T00:00:00.000","STRAY","FIELD","UNKNOWN","SANTA ROSA","SANTA ROSA","1"
,"CAT","DOMESTIC SH","BRN TABBY","Male","KITTN","2022-05-29T00:00:00.000","K22-042100","HSSC","A412651","2022-07-29T00:00:00.000","STRAY","PHONE","TREATABLE/REHAB","COUNTY","COUNTY","1"
"*SUMMER","CAT","DOMESTIC SH","BLACK","Spayed","SMALL","2022-04-13T00:00:00.000","K22-042092","WESTFARM","A412641","2022-07-28T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","BLACK","Male","KITTN","2022-06-13T00:00:00.000","K22-042091","CA03","A412640","2022-07-28T00:00:00.000","STRAY","PHONE","UNKNOWN","SANTA ROSA","*ROHNERT PARK","1"
"*BRODY","CAT","DOMESTIC SH","BLACK","Neutered","SMALL","2022-04-12T00:00:00.000","K22-042093","LOBBY","A412642","2022-07-28T00:00:00.000","STRAY","OVER THE COUNTER","HEALTHY","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","GRAY","Unknown","SMALL",,"K22-042090","CS06","A412635","2022-07-28T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","SANTA ROSA","SANTA ROSA","1"
"*BROOKE","CAT","DOMESTIC SH","GRAY","Spayed","SMALL","2021-08-18T00:00:00.000","K22-042083","CA02","A412624","2022-07-27T00:00:00.000","STRAY","PHONE","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","WHITE/BROWN","Unknown","SMALL",,"K22-042089","COOLER","A412631","2022-07-27T00:00:00.000","STRAY","FIELD","UNKNOWN","SANTA ROSA",,"1"
,"CAT","DOMESTIC SH","BUFF","Neutered","SMALL","2009-07-27T00:00:00.000","K22-042081","TRUCK","A412622","2022-07-27T00:00:00.000","STRAY","FIELD","UNKNOWN","COUNTY",,"1"
,"CAT","DOMESTIC SH","WHITE","Female","SMALL","2010-07-27T00:00:00.000","K22-042085","SMM","A412628","2022-07-27T00:00:00.000","STRAY","FIELD","UNKNOWN","COUNTY",,"1"
"RUPERT","CAT","DOMESTIC LH","BRN TABBY","Unknown","SMALL",,"K22-042084","CS06","A412625","2022-07-27T00:00:00.000","STRAY","PHONE","UNKNOWN","COUNTY","SANTA ROSA","1"
,"CAT","DOMESTIC SH","CALICO","Female","SMALL",,"K22-042069","SMM","A412607","2022-07-26T00:00:00.000","STRAY","OVER THE COUNTER","UNKNOWN","SANTA ROSA",,"1"
"JASPER","CAT","DOMESTIC SH","BRN TABBY","Neutered","SMALL","2011-07-26T00:00:00.000","K22-042073","CS05","A412610","2022-07-26T00:00:00.000","STRAY","FIELD","UNKNOWN","COUNTY","COUNTY","1"
,"CAT","DOMESTIC SH","GRAY TABBY","Female","SMALL","2012-07-26T00:00:00.000","K22-042065","CI01","A412602","2022-07-26T00:00:00.000","STRAY","FIELD","UNKNOWN","SANTA ROSA","SANTA ROSA","1"
,"CAT","DOMESTIC SH","BLACK","Unknown","SMALL",,"K22-042052","COOLER","A412575","2022-07-23T00:00:00.000","STRAY","FIELD","UNKNOWN","COUNTY",,"1"
,"CAT","DOMESTIC SH","BLACK/WHITE","Unknown","SMALL",,"K22-042053","COOLER","A412576","2022-07-23T00:00:00.000","STRAY","FIELD","UNKNOWN","COUNTY",,"1"
