Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
AXLE,DOG,PARSON RUSS TER,TRICOLOR,Male,SMALL,11/12/2018,K19-034229,DS68,A391320,10/23/2019,10/23/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
SAUCY,DOG,CHIHUAHUA SH,BLACK/WHITE,Neutered,SMALL,02/14/2018,K19-034228,DS53,A378559,10/23/2019,10/25/2019,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,*WINDSOR,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
OTIS,DOG,PIT BULL/MIX,BROWN,Neutered,MED,11/29/2018,K19-034226,DS75,A385890,10/23/2019,10/23/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_LIC,UNKNOWN,HEALTHY,COUNTY,COUNTY,94951,"94951(38.314417, -122.656863)",1
BALTO,DOG,SIBERIAN HUSKY,WHITE,Male,LARGE,10/24/2015,K19-034251,DS69,A393305,10/24/2019,10/26/2019,2,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,BACS,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94710,"94710(37.869271, -122.300531)",1
ZEUS,DOG,PIT BULL/LABRADOR RETR,BLACK/WHITE,Neutered,MED,01/25/2019,K19-034231,DS76,A389009,10/24/2019,11/12/2019,19,STRAY,PHONE,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.618857, -122.861927)",1
TOOTSIE,DOG,PARSON RUSS TER/MIX,CREAM,Male,SMALL,12/24/2018,K19-034246,DS57,A393297,10/24/2019,10/26/2019,2,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,BACS,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94710,"94710(37.869271, -122.300531)",1
ROWDY,DOG,AUST CATTLE DOG,TRICOLOR,Neutered,MED,,K19-034256,DA35,A393314,10/25/2019,11/26/2019,32,STRAY,PRIV_SHELT,TRANSFER,ROCKET DOG,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94146,"94146(37.78008, -122.420168)",1
CORKY,DOG,PARSON RUSS TER/MIX,TAN,Neutered,SMALL,04/06/2015,K19-034257,DS89,A343241,10/25/2019,10/26/2019,1,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,ARF,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94598,"94598(37.916331, -122.020165)",1
ARCHIE,DOG,CHIHUAHUA SH/MIX,BLACK/WHITE,Neutered,SMALL,10/06/2013,K19-034258,DS89,A343242,10/25/2019,10/26/2019,1,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,ARF,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94598,"94598(37.916331, -122.020165)",1
LADASHA,DOG,CHIHUAHUA SH,BLACK/TAN,Spayed,TOY,07/15/2009,K19-034261,DA22,A240360,10/25/2019,11/14/2019,20,STRAY,FIELD,TRANSFER,MUTTVILLE,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,94103,"94103(37.772469, -122.411853)",1
LAYLA,DOG,PIT BULL,BLUE,Spayed,MED,05/21/2015,K19-034262,DA03,A328432,10/25/2019,11/20/2019,26,STRAY,FIELD,TRANSFER,ARF,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,OUT OF COUNTY,94598,"94598(37.916331, -122.020165)",1
SKITTLES,DOG,PARSON RUSS TER,GRAY,Unknown,SMALL,,K19-034305,TRUCK,A393359,10/26/2019,10/26/2019,0,CONFISCATE,FLD_CRUEL,RETURN TO OWNER,FLD_IDTAG,UNKNOWN,PENDING,SANTA ROSA,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
STARBURST,DOG,PARSON RUSS TER,TAN/WHITE,Unknown,SMALL,,K19-034306,TRUCK,A393360,10/26/2019,10/26/2019,0,CONFISCATE,FLD_CRUEL,RETURN TO OWNER,FLD_IDTAG,UNKNOWN,PENDING,SANTA ROSA,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
SUSIE,DOG,PARSON RUSS TER,TRICOLOR,Female,SMALL,10/31/2009,K19-034361,DA12,A393417,10/26/2019,11/01/2019,6,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,UNKNOWN,PENDING,COUNTY,COUNTY,95425,"95425(38.790859, -123.010876)",1
DEJA,DOG,CHIHUAHUA SH,BROWN,Spayed,SMALL,,K19-034318,TRUCK,A220752,10/27/2019,11/01/2019,5,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,UNKNOWN,,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
NILES,DOG,AUST SHEPHERD/WELSH CORGI PEM,BLACK/BLUE MERLE,Male,SMALL,08/14/2008,K19-034315,DS52,A295565,10/27/2019,11/02/2019,6,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
BEAU,DOG,PIT BULL,BR BRINDLE/WHITE,Male,LARGE,12/07/2017,K19-034326,DA31,A393380,10/28/2019,12/07/2019,40,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,94801,"94801(37.946213, -122.371708)",1
WESTDALE,DOG,LABRADOR RETR,YELLOW,Neutered,LARGE,,K19-034324,MOBILE,A372431,10/28/2019,10/29/2019,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
*CHECKERS,DOG,PIT BULL,GRAY/WHITE,Spayed,MED,12/03/2009,K19-034325,DA30,A393379,10/28/2019,12/04/2019,37,STRAY,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
,DOG,LABRADOR RETR/ROTTWEILER,BLACK,Female,LARGE,,K19-034321,MOBILE,A393376,10/28/2019,10/30/2019,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,HEALTHY,*WINDSOR,,,,1
PETE,DOG,GERM SHEPHERD/PIT BULL,BLACK,Male,MED,,K19-034337,VET,A393392,10/29/2019,10/30/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
TROOPER,DOG,REDBONE HOUND/MIX,LIVER/WHITE,Male,MED,07/23/2018,K19-034336,DA24,A393390,10/29/2019,12/10/2019,42,STRAY,FIELD,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
*KALIMA,DOG,CHIHUAHUA SH/MIX,TAN/WHITE,Neutered,SMALL,12/02/2016,K19-034333,DA41,A393387,10/29/2019,12/10/2019,42,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
MINDY,DOG,DACHSHUND,BLACK/BROWN,Female,SMALL,,K19-034327,VET,A393381,10/29/2019,11/03/2019,5,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,FLD_PRVS,UNKNOWN,,*WINDSOR,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
*COURAGE,DOG,CHIHUAHUA SH/MIX,BLACK/TAN,Male,SMALL,11/16/2016,K19-034332,DA32,A393386,10/29/2019,12/21/2019,53,STRAY,FIELD,TRANSFER,NBAS,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
CURLY,DOG,GREAT DANE/MIX,FAWN,Neutered,X-LRG,12/15/2015,K19-034338,DS74,A342086,10/29/2019,12/20/2019,52,STRAY,FIELD,TRANSFER,MARIN HS,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94949,"94949(38.06215, -122.53789)",1
*TOBY,DOG,YORKSHIRE TERR/MIX,BROWN,Neutered,SMALL,12/02/2017,K19-034335,DA44,A393389,10/29/2019,12/04/2019,36,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
CASH,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,03/25/2018,K19-034354,DS64,A393405,10/30/2019,11/06/2019,7,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1
LUZ,DOG,GERM SHEPHERD,BLACK/TAN,Female,MED,07/25/2015,K19-034355,DS65,A393406,10/30/2019,11/06/2019,7,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1
HUTCH,DOG,LABRADOR RETR,YELLOW,Male,MED,,K19-034353,DS73,A393404,10/30/2019,10/31/2019,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,,HEALTHY,,COUNTY,COUNTY,95476,"95476(38.280393, -122.464588)",1
*RUCKUS,DOG,SIBERIAN HUSKY/MIX,BROWN/WHITE,Neutered,LARGE,11/16/2018,K19-034348,DA38,A393399,10/30/2019,12/06/2019,37,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
PRINCESS,DOG,POODLE MIN/MIX,WHITE,Female,SMALL,,K19-034351,TX,A383096,10/30/2019,12/02/2019,33,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
ROMAN,DOG,GERM SHEPHERD/MIX,BLACK/WHITE,Male,LARGE,,K19-034347,DA27,A393398,10/30/2019,11/02/2019,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,COUNTY,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
,DOG,GREAT PYRENEES,WHITE/GRAY,Unknown,LARGE,,K19-034345,DA36,A393396,10/30/2019,11/01/2019,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
,DOG,GREAT PYRENEES,WHITE/GRAY,Unknown,LARGE,,K19-034346,DA13,A393397,10/30/2019,11/01/2019,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
,DOG,ALASKAN HUSKY/GERM SHEPHERD,BLACK/TAN,Male,LARGE,,K19-034349,DA28,A393400,10/30/2019,12/04/2019,35,STRAY,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
*RYLEE,DOG,BOXER,FAWN,Female,MED,06/02/2018,K19-034352,DA19,A393403,10/30/2019,12/04/2019,35,STRAY,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
RARITY,DOG,POODLE MIN/MIX,BLACK/WHITE,Female,SMALL,10/31/2013,K19-034360,DS87,A393416,10/31/2019,11/09/2019,9,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_LETTER,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*ABBY,DOG,GERM SHEPHERD,BLACK/BROWN,Female,MED,,K19-034358,DS60,A393414,10/31/2019,12/11/2019,41,STRAY,FIELD,TRANSFER,ARF,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,OUT OF COUNTY,94598,"94598(37.916331, -122.020165)",1
CLARABELLE-BELLA,DOG,CHIHUAHUA SH,WHITE/BLACK,Spayed,SMALL,,K19-034374,DA20,A393434,11/01/2019,11/05/2019,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,*ROHNERT PARK,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
LOLA,DOG,AMER BULLDOG,BLUE/TAN,Female,MED,,K19-034372,DQ108,A393429,11/01/2019,11/06/2019,5,QUARANTINE,FIELD_OS,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,*WINDSOR,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
*JUNIOR,DOG,MASTIFF/MIX,TAN/WHITE,Neutered,LARGE,05/01/2018,K19-034373,DA37,A393431,11/01/2019,01/17/2020,77,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
PUPPINS,DOG,CHIHUAHUA SH,TAN/WHITE,Female,SMALL,09/21/2009,K19-034391,TX,A391660,11/02/2019,11/05/2019,3,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
ZUCKERS,DOG,YORKSHIRE TERR,BLACK/TAN,Neutered,TOY,11/02/2009,K19-034382,DS94,A393450,11/02/2019,11/05/2019,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
*LIAM,DOG,PIT BULL/LABRADOR RETR,BLACK/WHITE,Neutered,MED,04/02/2019,K19-034380,DA40,A393448,11/02/2019,12/13/2019,41,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
WALKER,DOG,PIT BULL/MIX,RED/WHITE,Neutered,PUPPY,06/01/2019,K19-034389,DS61,A393457,11/02/2019,11/02/2019,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95492,"95492(38.541541, -122.809202)",1
*TONY,DOG,PIT BULL/MIX,BLACK/WHITE,Neutered,PUPPY,08/03/2019,K19-034386,DA06,A393454,11/02/2019,11/20/2019,18,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,OUT OF COUNTY,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
SUGAR,DOG,PIT BULL/MIX,BLUE/WHITE,Spayed,MED,04/10/2019,K19-034379,DA10,A393446,11/02/2019,12/19/2019,47,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
TAMMIE,DOG,PIT BULL/MIX,BLACK/WHITE,Spayed,PUPPY,08/03/2019,K19-034387,DA05,A393455,11/02/2019,11/23/2019,21,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,OUT OF COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1
BABY,DOG,PIT BULL,BR BRINDLE,Female,MED,07/18/2018,K19-034393,DQ110,A386305,11/03/2019,02/03/2021,458,QUARANTINE,FIELD,RETURN TO OWNER,OVER THE COUNTER_ARREST,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,84117,"84117(40.662537, -111.836898)",1
BUDDY,DOG,PIT BULL,BLUE,Neutered,LARGE,02/24/2016,K19-034394,DQ109,A374536,11/03/2019,02/03/2021,458,QUARANTINE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,84117,"84117(40.662537, -111.836898)",1
MURPHY,DOG,BORDER COLLIE/MIX,BLACK/WHITE,Male,MED,,K19-034392,TRUCK,A308517,11/03/2019,11/03/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
DAISY MAY,DOG,PARSON RUSS TER,WHITE/RED,Spayed,MED,06/30/2014,K19-034398,DS89,A316335,11/04/2019,11/14/2019,10,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
LILU,DOG,SIBERIAN HUSKY/MIX,WHITE,Spayed,MED,04/05/2019,K19-034396,DS69,A393472,11/04/2019,11/05/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95926,"95926(39.74539, -121.845089)",1
MEATBALL,DOG,FRENCH BULLDOG,FAWN,Male,SMALL,11/06/2015,K19-034399,DS90,A393477,11/04/2019,11/06/2019,2,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
,DOG,PIT BULL,BR BRINDLE/WHITE,Male,LARGE,,K19-034401,DS80,A393475,11/04/2019,11/05/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,OUT OF COUNTY,94533,"94533(38.27114, -122.026467)",1
RAMBO,DOG,SIBERIAN HUSKY/MIX,WHITE,Neutered,MED,05/05/2019,K19-034397,DS67,A393473,11/04/2019,11/05/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95926,"95926(39.74539, -121.845089)",1
JUNO,DOG,PARSON RUSS TER,TAN/WHITE,Female,SMALL,11/05/2007,K19-034400,DS81,A393478,11/04/2019,11/05/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,*WINDSOR,COUNTY,95492,"95492(38.541541, -122.809202)",1
,DOG,CHIHUAHUA SH,TAN/WHITE,Female,SMALL,11/05/2007,K19-034411,DS52,A393497,11/05/2019,11/14/2019,9,STRAY,OVER THE COUNTER,TRANSFER,MUTTVILLE,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94103,"94103(37.772469, -122.411853)",1
ROXY,DOG,COCKER SPAN/MIX,TAN,Spayed,SMALL,12/26/2008,K19-034421,TRUCK,A277759,11/05/2019,11/05/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,UNKNOWN,HEALTHY,COUNTY,COUNTY,95409,"95409(38.458965, -122.630156)",1
,DOG,CHIHUAHUA SH/MIX,TAN/WHITE,Male,SMALL,,K19-034409,TX,A393495,11/05/2019,11/06/2019,1,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,,,,1
*RICKY,DOG,POMERANIAN/MIX,WHITE,Neutered,TOY,05/21/2017,K19-034420,DA05,A393502,11/05/2019,12/03/2019,28,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
*SUGAR,DOG,PIT BULL,WHITE,Spayed,LARGE,11/21/2017,K19-034423,DA05,A393505,11/05/2019,12/10/2019,35,STRAY,FIELD,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,*COTATI,94931,"94931(38.325442, -122.71081)",1
*MINNIE,DOG,CHIHUAHUA SH,BROWN/WHITE,Spayed,TOY,11/05/2009,K19-034414,DA05,A393500,11/05/2019,12/12/2019,37,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
SCAR,DOG,AUST SHEPHERD/SIBERIAN HUSKY,TRICOLOR,Male,MED,04/05/2019,K19-034407,TRUCK,A393493,11/05/2019,11/05/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*KENDALL,DOG,PIT BULL/MIX,BLACK/WHITE,Spayed,MED,02/18/2019,K19-034419,DA07,A393501,11/05/2019,11/21/2019,16,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,PENDING,COUNTY,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
ARI,DOG,PIT BULL,BR BRINDLE/WHITE,Spayed,MED,02/19/2013,K19-034436,DS62,A333197,11/06/2019,11/06/2019,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95401,"95401(38.446019, -122.766748)",1
*SKITTLE,DOG,AUST CATTLE DOG,BLACK/WHITE,Neutered,MED,06/11/2018,K19-034437,DA47,A393524,11/06/2019,12/11/2019,35,STRAY,FIELD,TRANSFER,ARF,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94598,"94598(37.916331, -122.020165)",1
,DOG,SIBERIAN HUSKY,WHITE,Female,MED,,K19-034440,TRUCK,A393527,11/06/2019,11/06/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
INDY,DOG,GERM SHEPHERD/MIX,BROWN/BLACK,Neutered,LARGE,,K19-034435,DS80,A393521,11/06/2019,11/07/2019,1,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,*SEBASTOPOL,95472,"95472(38.394388, -122.850998)",1
,DOG,AUST CATTLE DOG,BROWN/WHITE,Female,MED,,K19-034438,DS68,A393525,11/06/2019,11/20/2019,14,STRAY,FIELD,TRANSFER,ARF,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94598,"94598(37.916331, -122.020165)",1
*BITSY,DOG,CHIHUAHUA SH/MIX,BLACK,Spayed,SMALL,10/23/2019,K19-034454,LOBBY,A393560,11/07/2019,12/24/2019,47,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,DOGWOOD,TREATABLE/REHAB,TREATABLE/MANAGEABLE,*WINDSOR,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
CHUY,DOG,BELG MALINOIS/MIX,BROWN/BLACK,Neutered,LARGE,01/01/2018,K19-034445,DS61,A391181,11/07/2019,11/07/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
TACO,DOG,CHIHUAHUA SH/MIX,WHITE/TAN,Male,SMALL,11/08/2013,K19-034449,DS55,A391974,11/07/2019,11/08/2019,1,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,*WINDSOR,COUNTY,95407,"95407(38.403734, -122.736775)",1
NONA,DOG,CHIHUAHUA SH/MIX,BLACK,Spayed,SMALL,12/03/2014,K19-034450,DA48,A391972,11/07/2019,12/19/2019,42,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,*WINDSOR,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
