Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
,CAT,SIAMESE,SEAL PT,Male,KITTN,,K17-025658,CS04,A362462,10/10/2017,10/16/2017,6,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
FINNICK,CAT,DOMESTIC MH,BLACK,Neutered,SMALL,11/18/2014,K17-025646,CS05,A362448,10/10/2017,12/22/2017,73,STRAY,FIELD,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,DOMESTIC SH,CALICO,Female,SMALL,,K17-025645,CS05,A362454,10/10/2017,12/15/2017,66,STRAY,FIELD,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,BENGAL,BRN TABBY,Neutered,SMALL,,K17-025640,SMM,A362446,10/10/2017,10/11/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,COUNTY,COUNTY,95448,"95448(38.618857, -122.861927)",1,31016
BOOTS,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,10/15/2015,K17-025691,CA03,A362485,10/11/2017,10/15/2017,4,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,,K17-025717,VET,A362508,10/11/2017,10/12/2017,1,STRAY,FIELD,EUTHANIZE,CON SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,BLACK,Male,SMALL,10/11/2016,K17-025681,CA03,A362476,10/11/2017,10/15/2017,4,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
MAC,CAT,DOMESTIC SH,BUFF/WHITE,Neutered,SMALL,11/28/2012,K17-025683,CA02,A362477,10/11/2017,11/29/2017,49,STRAY,FIELD,ADOPTION,FB SCAS,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
,CAT,DOMESTIC SH,BLACK,Male,KITTN,08/11/2017,K17-025690,TX,A362484,10/11/2017,10/12/2017,1,STRAY,OVER THE COUNTER,TRANSFER,,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,95665,"95665(38.403795, -120.655767)",1,20873
LILAC,CAT,SIAMESE,LILAC PT,Spayed,SMALL,10/15/2003,K17-025705,CA03,A362490,10/11/2017,10/15/2017,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1,26076
DUKE,CAT,SIAMESE,SEAL PT,Male,SMALL,12/13/2016,K17-025686,CA03,A362480,10/11/2017,10/13/2017,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
COAL,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,10/27/2005,K17-025678,CA03,A093947,10/11/2017,10/14/2017,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95409,"95409(38.458965, -122.630156)",1,26080
TIGER,CAT,DOMESTIC SH,GRAY TABBY,Male,SMALL,05/26/2017,K17-025761,CS05,A362546,10/12/2017,11/04/2017,23,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
CHEERIO,CAT,DOMESTIC LH,BRN TABBY,Female,SMALL,10/12/2015,K17-025726,CS05,A362516,10/12/2017,10/13/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
MILO,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,10/12/2007,K17-025729,SMM,A362518,10/12/2017,10/14/2017,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
MILO,CAT,DOMESTIC LH,BRN TABBY,Male,MED,03/27/2011,K17-025719,SMM,A351708,10/12/2017,10/12/2017,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
CLEO,CAT,BURMESE,SEAL PT/WHITE,Spayed,SMALL,11/07/2004,K17-025762,CA03,A362547,10/12/2017,11/14/2017,33,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1,26080
KIX,CAT,DOMESTIC LH,BLK TABBY,Spayed,SMALL,04/12/2017,K17-025725,CS05,A362515,10/12/2017,10/13/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
BEAR,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,10/12/2005,K17-025738,MISSING,A362523,10/12/2017,11/01/2017,20,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,UNTREATABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
LUKE,CAT,DOMESTIC SH,BLACK,Male,LARGE,,K17-025770,CS05,A362554,10/13/2017,10/13/2017,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
KITTY,CAT,DOMESTIC SH,TORTIE/BRN TABBY,Spayed,SMALL,10/16/2015,K17-025769,CA03,A362555,10/13/2017,10/16/2017,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1,26080
LUCKY,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,LARGE,10/02/2013,K17-025787,CS05,A362572,10/13/2017,10/21/2017,8,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
BEEMO,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,10/14/2015,K17-025814,CH,A362598,10/14/2017,10/14/2017,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,*WINDSOR,*WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
MAC,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,10/16/2008,K17-025808,SMM,A362595,10/14/2017,10/16/2017,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1,26080
,CAT,DOMESTIC LH,ORANGE,Neutered,SMALL,10/15/2012,K17-025828,VET,A362612,10/14/2017,10/27/2017,13,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNKNOWN,DEAD,COUNTY,OUT OF COUNTY,,,1,
DULCE,CAT,SIAMESE/DOMESTIC SH,SEAL PT,Spayed,SMALL,06/14/2017,K17-025802,CA02,A362588,10/14/2017,11/17/2017,34,STRAY,MUN_SHELT,ADOPTION,VOLUNTEER,HEALTHY,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472(38.394388, -122.850998)",1,31039
CLARA,CAT,DOMESTIC SH,ORG TABBY/WHITE,Spayed,SMALL,,K17-025803,CS05,A362589,10/14/2017,11/18/2017,35,STRAY,MUN_SHELT,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
JOHN,CAT,DOMESTIC SH,ORANGE/WHITE,Male,SMALL,,K17-025817,TX,A362601,10/14/2017,10/14/2017,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1,26080
,CAT,DOMESTIC SH,WHITE/BRN TABBY,Neutered,SMALL,,K17-025824,VET,A362607,10/14/2017,10/25/2017,11,STRAY,FIELD,DIED,IN FOSTER,UNKNOWN,TREATABLE/REHAB,COUNTY,OUT OF COUNTY,,,1,
*ANNABELLE,CAT,DOMESTIC LH,BRN TABBY/WHITE,Spayed,SMALL,11/14/2015,K17-025816,CA02,A362600,10/14/2017,11/17/2017,34,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
RUDY,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,,K17-025818,CS05,A362602,10/14/2017,10/26/2017,12,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,TREATABLE/REHAB,COUNTY,COUNTY,95476,"95476(38.280393, -122.464588)",1,31040
*DAVIS,CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,SMALL,11/17/2008,K17-025836,SMM,A362621,10/15/2017,11/17/2017,33,STRAY,OVER THE COUNTER,ADOPTION,FINDER,UNKNOWN,TREATABLE/REHAB,COUNTY,OUT OF COUNTY,95621,"95621(38.695315, -121.308889)",1,20460
VENUS,CAT,DOMESTIC SH,BLACK,Spayed,MED,,K17-025829,CA02,A360290,10/15/2017,10/17/2017,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
CINNAMON,CAT,DOMESTIC SH,ORANGE,Female,SMALL,,K17-025838,UCD,A362623,10/15/2017,11/01/2017,17,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,TREATABLE/MANAGEABLE,COUNTY,OUT OF COUNTY,,,1,
BABY,CAT,SIAMESE,GRAY/WHITE,Spayed,SMALL,10/16/2000,K17-025844,CI01,A362631,10/15/2017,10/16/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1,26076
ZAN,CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,,K17-025830,UCD,A362616,10/15/2017,10/29/2017,14,STRAY,FIELD,EUTHANIZE,,UNKNOWN,UNTREATABLE,SANTA ROSA,OUT OF COUNTY,,,1,
KITTY BOY,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,11/07/1999,K17-025837,CA03,A362622,10/15/2017,11/07/2017,23,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
JAGUAR,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,,K17-025843,CS05,A362630,10/15/2017,11/01/2017,17,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
*MCKENZIE,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,09/23/2017,K17-025867,TX,A362654,10/16/2017,11/22/2017,37,STRAY,FIELD,ADOPTION,REFERRAL-O,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
PORSCHE,CAT,HIMALAYAN,BLUE PT,Spayed,SMALL,03/27/2010,K17-025849,CA03,A362637,10/16/2017,12/01/2017,46,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
,CAT,DOMESTIC LH,BRN TABBY,Neutered,MED,11/20/2003,K17-025848,CA03,A362636,10/16/2017,12/01/2017,46,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
BELLA,CAT,DOMESTIC SH,BLUE CREAM/CALICO,Spayed,SMALL,10/16/2003,K17-025861,RECEIVING,A362648,10/16/2017,10/16/2017,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,MEDICAL,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,DOMESTIC SH,TORTIE,Female,SMALL,,K17-025865,VET,A362652,10/16/2017,11/15/2017,30,STRAY,OVER THE COUNTER,TRANSFER,,TREATABLE/REHAB,HEALTHY,COUNTY,OUT OF COUNTY,94901,"94901(37.973771, -122.51209)",1,1510
HOUSE CAT,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,12/04/2008,K17-025875,CA02,A362661,10/17/2017,12/20/2017,64,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,*WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
TUCKER,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,,K17-025870,SMM,A362657,10/17/2017,11/05/2017,19,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
,CAT,DOMESTIC SH,ORANGE,Female,SMALL,10/17/2007,K17-025890,FREEZER,A362682,10/17/2017,10/17/2017,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
BISCUIT,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,10/18/2003,K17-025893,CS05,A362684,10/17/2017,10/31/2017,14,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,*WINDSOR,*WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
PIPPIN,CAT,DOMESTIC SH,FAWN/WHITE,Neutered,SMALL,04/11/2012,K17-025883,CS05,A362670,10/17/2017,11/03/2017,17,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
PIA,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,08/31/2017,K17-025915,LOBBY,A362717,10/18/2017,11/11/2017,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
TIBBY,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,10/18/2013,K17-025913,TRUCK,A362715,10/18/2017,10/18/2017,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
TITUS,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,,K17-025922,CI01,A362722,10/18/2017,10/22/2017,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,COUNTY,COUNTY,95476,"95476(38.280393, -122.464588)",1,31040
BEBE,CAT,DOMESTIC SH,GRAY/WHITE,Female,SMALL,,K17-025903,CA03,A362700,10/18/2017,10/24/2017,6,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,COUNTY,COUNTY,95492,"95492(38.541541, -122.809202)",1,31428
MIMI,CAT,DOMESTIC SH,ORANGE,Neutered,SMALL,,K17-025904,CI01,A362701,10/18/2017,10/24/2017,6,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,COUNTY,COUNTY,95492,"95492(38.541541, -122.809202)",1,31428
DAISY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,09/10/2016,K17-025908,CS05,A347030,10/18/2017,12/05/2017,48,ADOPTION RETURN,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
TILLY,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,,K17-025900,CS05,A362699,10/18/2017,10/31/2017,13,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,*WINDSOR,*WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
BIG DADDY,CAT,SIAMESE,GRAY,Neutered,SMALL,,K17-025899,FREEZER,A362698,10/18/2017,10/18/2017,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,TREATABLE/REHAB,UNTREATABLE,COUNTY,*WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
BUN BUN,CAT,DOMESTIC SH,BRN TABBY/WHITE,Female,SMALL,,K17-025912,CA03,A362714,10/18/2017,10/19/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,TREATABLE/REHAB,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1,26080
INSPECTOR CLOUSEAU,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,08/18/2017,K17-025914,LOBBY,A362716,10/18/2017,11/11/2017,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
KITTY,CAT,DOMESTIC SH,GRAY,Neutered,SMALL,10/24/2011,K17-025906,CS05,A362703,10/18/2017,10/24/2017,6,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,DOMESTIC SH,GRAY TABBY,Male,SMALL,,K17-025921,CS04,A362721,10/18/2017,10/20/2017,2,STRAY,FIELD,EUTHANIZE,FERAL,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
,CAT,SIAMESE/MIX,BLUE PT/WHITE,Neutered,SMALL,,K17-025928,TX,A362736,10/19/2017,10/23/2017,4,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
SAMONE,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Female,SMALL,,K17-025934,CI01,A362747,10/19/2017,10/27/2017,8,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,OUT OF COUNTY,94952,"94952(38.236012, -122.730241)",1,11138
,CAT,DOMESTIC SH,BLACK,Male,KITTN,09/20/2017,K17-025952,CA01,A362766,10/20/2017,10/21/2017,1,STRAY,OVER THE COUNTER,TRANSFER,RP SHELTER,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
KUNG FU,CAT,DOMESTIC LH,BLACK,Neutered,SMALL,,K17-025953,RECEIVING,A362768,10/20/2017,10/20/2017,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
,CAT,DOMESTIC SH,BLACK,Male,KITTN,09/20/2017,K17-025951,CA01,A362765,10/20/2017,10/21/2017,1,STRAY,OVER THE COUNTER,TRANSFER,RP SHELTER,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
,CAT,DOMESTIC SH,GRAY,Female,SMALL,,K17-025955,TX,A362769,10/20/2017,10/20/2017,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
TIGER,CAT,DOMESTIC MH,ORG TABBY,Male,SMALL,,K17-025956,TX,A362770,10/20/2017,10/21/2017,1,STRAY,FIELD,EUTHANIZE,CON SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
*KELLY,CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,06/22/2017,K17-025974,CA02,A362793,10/21/2017,11/17/2017,27,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
CALI,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,10/21/2006,K17-025975,CA03,A362798,10/21/2017,10/21/2017,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,COUNTY,95448,"95448(38.618857, -122.861927)",1,31016
VIOLET,CAT,DOMESTIC SH,GRAY TABBY,Female,SMALL,,K17-025970,TX,A362788,10/21/2017,10/21/2017,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,DOMESTIC SH,GRAY/WHITE,Unknown,SMALL,,K17-025968,TX,A362786,10/21/2017,10/21/2017,0,STRAY,FIELD,EUTHANIZE,CON SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,GRAY/WHITE,Unknown,SMALL,,K17-025977,TX,A362802,10/21/2017,10/21/2017,0,STRAY,OVER THE COUNTER,EUTHANIZE,INJ SEVERE,UNKNOWN,UNTREATABLE,COUNTY,COUNTY,95448,"95448(38.618857, -122.861927)",1,31016
MUFFINS,CAT,DOMESTIC SH,WHITE/BLACK,Spayed,SMALL,11/14/2008,K17-025978,CA02,A362803,10/21/2017,12/15/2017,55,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
MISSY,CAT,DOMESTIC LH,BLACK/WHITE,Spayed,SMALL,,K17-025973,CA03,A362792,10/21/2017,10/29/2017,8,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
,CAT,DOMESTIC MH,BLACK,Neutered,SMALL,11/20/2006,K17-025988,CS05,A362818,10/22/2017,12/01/2017,40,STRAY,FIELD,TRANSFER,HSSC,UNKNOWN,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
CLEO,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,06/15/2007,K17-025989,CS05,A362824,10/22/2017,10/24/2017,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
MAX,CAT,MANX,BRN TABBY,Neutered,SMALL,10/23/2011,K17-025999,TX,A362838,10/23/2017,10/24/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,TREATABLE/REHAB,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1,23755
