Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
ACE,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,,K22-042169,DQ118,A412757,08/06/2022,08/09/2022,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
GRUMPY,DOG,GERM SHEPHERD/MIX,TAN/BLACK,Male,MED,03/26/2021,K22-041755,DS78,A406473,06/25/2022,06/29/2022,4,STRAY,PHONE,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
STELLA,DOG,GERM SHEPHERD,BROWN,Female,LARGE,,K22-042197,DS95,A412790,08/09/2022,,0,STRAY,OVER THE COUNTER,,,UNKNOWN,,SANTA ROSA,,,,1,
,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,,K22-042208,DS84,A412805,08/10/2022,,0,STRAY,FIELD,,,UNKNOWN,,COUNTY,,,,1,
LUNA,DOG,ALASKAN HUSKY,BLACK/WHITE,Female,MED,,K22-042199,DQ115,A412792,08/09/2022,08/10/2022,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,OUT OF COUNTY,94558,"94558(38.383156, -122.289164)",1,880
,DOG,CHIHUAHUA SH,BLK SMOKE,Neutered,SMALL,,K22-042059,DS84,A412592,07/25/2022,08/10/2022,16,STRAY,FIELD,TRANSFER,MUTTVILLE,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94103,"94103(37.772469, -122.411853)",1,28853
,DOG,CHIHUAHUA SH,BROWN/WHITE,Female,SMALL,06/22/2012,K22-041703,DS49,A412109,06/22/2022,08/10/2022,49,STRAY,OVER THE COUNTER,TRANSFER,MUTTVILLE,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94103,"94103(37.772469, -122.411853)",1,28853
,OTHER,GUINEA PIG,BLACK/WHITE,Male,SMALL,07/20/2022,K22-042030,LOBBY,A412543,07/21/2022,,0,STRAY,BORN_HERE,,,HEALTHY,,COUNTY,,,,1,
BRAUNIE,DOG,PIT BULL/MIX,BROWN,Neutered,MED,04/08/2021,K21-040155,DS76,A408497,11/19/2021,12/04/2021,15,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
TURTLE,DOG,POODLE MIN,WHITE,Female,SMALL,07/05/2011,K22-041856,DS52,A412298,07/05/2022,08/10/2022,36,STRAY,OVER THE COUNTER,TRANSFER,MUTTVILLE,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94103,"94103(37.772469, -122.411853)",1,28853
GRUMPY,DOG,GERM SHEPHERD/MIX,TAN/BLACK,Male,MED,03/26/2021,K22-042175,DA25,A406473,08/06/2022,08/10/2022,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
BRAUNIE,DOG,PIT BULL/MIX,BROWN,Neutered,MED,04/08/2021,K22-041733,TRUCK,A408497,06/24/2022,06/24/2022,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
,OTHER,CHICKEN,BROWN/RED,Male,SMALL,,K22-042211,LS01,A412808,08/10/2022,,0,STRAY,FIELD,,,UNKNOWN,,COUNTY,,,,1,
*JUSTICE,DOG,PIT BULL/MIX,WHITE/TAN,Neutered,MED,02/03/2021,K22-041857,DA03,A412308,07/05/2022,,0,STRAY,PHONE,,,UNKNOWN,,SANTA ROSA,,,,1,
*FIONA,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,08/03/2015,K22-041686,DA42,A412080,06/20/2022,,0,STRAY,FIELD,,,HEALTHY,,COUNTY,,,,1,
BRAUNIE,DOG,PIT BULL/MIX,BROWN,Neutered,MED,04/08/2021,K21-040341,DS75,A408497,12/19/2021,01/11/2022,23,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
,DOG,CHIHUAHUA SH,BLACK/WHITE,Female,SMALL,06/22/2014,K22-041704,DS49,A412110,06/22/2022,08/10/2022,49,STRAY,OVER THE COUNTER,TRANSFER,MUTTVILLE,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94103,"94103(37.772469, -122.411853)",1,28853
*PENNY,DOG,ANATOL SHEPHERD,CREAM,Spayed,LARGE,07/19/2021,K22-041875,DA20,A412328,07/06/2022,,0,STRAY,FIELD,,,HEALTHY,,COUNTY,,,,1,
*RUSTY,DOG,PIT BULL/MIX,CHOCOLATE/WHITE,Neutered,SMALL,08/09/2021,K22-041780,DA09,A412204,06/28/2022,,0,STRAY,FIELD,,,UNKNOWN,,COUNTY,,,,1,
YODA,DOG,FRENCH BULLDOG,BLUE MERLE,Male,MED,04/14/2021,K22-042222,DS52,A412824,08/11/2022,08/12/2022,1,CONFISCATE,FLD_EVICT,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
,CAT,DOMESTIC SH,BLACK/WHITE,Male,SMALL,08/09/2021,K22-042198,CI01,A412791,08/09/2022,08/12/2022,3,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
CHARLIE,DOG,ENG BULLDOG,BR BRINDLE/WHITE,Male,MED,,K22-042210,DQ112,A412807,08/10/2022,08/12/2022,2,QUARANTINE,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1,23755
LOUIS,DOG,FRENCH BULLDOG,BLUE,Male,MED,01/27/2021,K22-042223,DS52,A412825,08/11/2022,08/12/2022,1,CONFISCATE,FLD_EVICT,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
CELESTE,DOG,PIT BULL,BLUE/WHITE,Female,MED,,K22-042232,DQ117,A412844,08/12/2022,,0,QUARANTINE,FIELD,,,UNKNOWN,,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
MAC DRE,DOG,AKITA/MIX,BROWN/WHITE,Male,X-LRG,,K22-042226,DQ107,A412828,08/11/2022,08/12/2022,1,CONFISCATE,FLD_EVICT,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
BOY,DOG,FRENCH BULLDOG/AKITA,BLACK,Male,PUPPY,07/11/2022,K22-042220,CS04,A412822,08/11/2022,08/12/2022,1,CONFISCATE,FLD_EVICT,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
MOCHI,DOG,AKITA/MIX,WHITE/BLACK,Female,X-LRG,,K22-042227,DQ108,A412829,08/11/2022,08/12/2022,1,CONFISCATE,FLD_EVICT,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
*GROMIT,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,MED,06/23/2021,K22-041714,DA43,A412122,06/23/2022,,0,STRAY,FIELD,,,HEALTHY,,SANTA ROSA,,,,1,
,DOG,GERM SHEPHERD,BLACK/BROWN,Female,LARGE,07/06/2015,K22-041887,DS61,A412341,07/06/2022,08/12/2022,37,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
FENCE,CAT,SIAMESE/MIX,CREAM/BROWN,Neutered,SMALL,08/09/2002,K22-042191,SMM,A412783,08/09/2022,08/12/2022,3,OWNER SURRENDER,FIELD,EUTHANIZE,CON SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,,,,1,
LILO,DOG,FRENCH BULLDOG,FAWN,Female,MED,06/11/2021,K22-042224,DS91,A412826,08/11/2022,08/12/2022,1,CONFISCATE,FLD_EVICT,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
LOKI,DOG,PIT BULL,GRAY/BROWN,Neutered,MED,07/25/2020,K22-042060,DQ113,A412589,07/25/2022,08/12/2022,18,QUARANTINE,FIELD,EUTHANIZE,AGGRESSIVE,UNKNOWN,UNTREATABLE,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1,11138
BUTTER,DOG,PIT BULL,FAWN,Neutered,MED,08/10/2010,K22-042058,DA24,A412591,07/25/2022,08/12/2022,18,CONFISCATE,FLD_ABAND,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
GIRL,DOG,FRENCH BULLDOG/AKITA,BLACK/WHITE,Female,PUPPY,07/11/2022,K22-042221,CS04,A412823,08/11/2022,08/12/2022,1,CONFISCATE,FLD_EVICT,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
SADIE,DOG,SHIH TZU,GRAY,Spayed,SMALL,08/12/2018,K22-042006,DS86,A412491,07/16/2022,07/20/2022,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1,23501
CARLA,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,06/16/2010,K22-042230,CI01,A352247,08/12/2022,08/12/2022,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
OSA,DOG,GERM SHEPHERD,BLACK/TAN,Female,LARGE,,K22-041912,DA21,A412194,07/08/2022,08/12/2022,35,OWNER SURRENDER,OVER THE COUNTER_OS,EUTHANIZE,AGGRESSIVE,HEALTHY,UNTREATABLE,SANTA ROSA,,,,1,
BENJAMIN,DOG,MIN PINSCHER/CHIHUAHUA SH,BLACK/TAN,Male,SMALL,,K22-042229,DS68,A412840,08/12/2022,08/13/2022,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,94547,"94547(38.008637, -122.264713)",1,871
MISS PEAPOD,CAT,DOMESTIC SH,TORTIE,Female,SMALL,08/11/2015,K22-042213,CI01,A412811,08/11/2022,,0,STRAY,FIELD,,,UNKNOWN,,COUNTY,,,,1,
*HANS,CAT,DOMESTIC SH,WHITE/ORANGE,Neutered,SMALL,05/06/2022,K22-041866,LOBBY,A412316,07/06/2022,08/13/2022,38,CONFISCATE,FLD_EVICT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
NALA,DOG,SIBERIAN HUSKY/GERM SHEPHERD,TRICOLOR,Female,MED,,K22-042225,DQ115,A412827,08/11/2022,08/12/2022,1,CONFISCATE,FLD_EVICT,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
*JOKER,OTHER,GUINEA PIG,TRICOLOR,Male,SMALL,07/07/2020,K22-041901,CS06,A412355,07/07/2022,,0,STRAY,OVER THE COUNTER,,,HEALTHY,,SANTA ROSA,,,,1,
*CUTIE,OTHER,HAVANA/MIX,SEAL PT,Male,SMALL,06/12/2022,K22-041619,CS06,A411992,06/14/2022,,0,STRAY,BORN_HERE,,,HEALTHY,,COUNTY,,,,1,
*MOMMA,OTHER,GUINEA PIG,TRICOLOR,Female,SMALL,07/07/2021,K22-041902,CS06,A412356,07/07/2022,,0,STRAY,OVER THE COUNTER,,,HEALTHY,,SANTA ROSA,,,,1,
*PIE,OTHER,HAVANA/MIX,GRAY,Female,SMALL,06/12/2022,K22-041626,CS06,A412006,06/14/2022,,0,STRAY,BORN_HERE,,,HEALTHY,,COUNTY,,,,1,
*MISSY,OTHER,GUINEA PIG,BLACK/WHITE,Female,SMALL,07/07/2021,K22-041903,CS06,A412357,07/07/2022,,0,STRAY,OVER THE COUNTER,,,HEALTHY,,SANTA ROSA,,,,1,
*OPIE,DOG,GERM SHEPHERD/MIX,RED,Neutered,MED,10/01/2021,K22-041814,DA07,A412255,07/01/2022,,0,STRAY,OVER THE COUNTER,,,HEALTHY,,COUNTY,,,,1,
JUNIOR,DOG,PIT BULL/MIX,BLACK,Neutered,MED,08/15/2015,K22-041954,DA27,A412427,07/12/2022,,0,STRAY,FIELD,,,HEALTHY,,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1,26080
JUNIOR,DOG,PIT BULL/MIX,BLACK,Neutered,MED,08/15/2015,K17-024472,DA38,A412427,07/19/2017,08/16/2017,28,STRAY,FIELD,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1,26080
,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,KITTN,03/06/2022,K22-042140,CS06,A412712,08/06/2022,08/16/2022,10,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,DOMESTIC SH,BLACK,Male,KITTN,03/06/2022,K22-042139,CS06,A412711,08/06/2022,08/16/2022,10,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,DOMESTIC SH,BLUE CREAM,Female,KITTN,07/16/2022,K22-042240,CA03,A412868,08/16/2022,,0,STRAY,OVER THE COUNTER,,,UNKNOWN,,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BLUE CREAM,Female,KITTN,07/16/2022,K22-042242,CA03,A412870,08/16/2022,,0,STRAY,OVER THE COUNTER,,,UNKNOWN,,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,03/06/2022,K22-042138,CS06,A412710,08/06/2022,08/16/2022,10,STRAY,PHONE,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,DOMESTIC SH,BUFF/WHITE,Male,KITTN,07/16/2022,K22-042241,CA03,A412869,08/16/2022,,0,STRAY,OVER THE COUNTER,,,UNKNOWN,,SANTA ROSA,,,,1,
,OTHER,GUINEA PIG,BLACK/WHITE,Unknown,SMALL,08/06/2022,K22-042257,CS06,A412886,08/06/2022,,0,STRAY,BORN_HERE,,,HEALTHY,,COUNTY,,,,1,
JOCKO,DOG,BELG MALINOIS,BROWN/BLACK,Neutered,LARGE,08/10/2019,K22-042212,DQ118,A412809,08/10/2022,,0,CONFISCATE,FIELD,,,UNKNOWN,,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
*BALTHAZAR,OTHER,RABBIT SH,WHITE/BLACK,Neutered,SMALL,08/27/2016,K18-030050,CS06,A353571,09/29/2018,10/03/2018,4,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
*PAT,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,05/10/2022,K22-041882,LOBBY,A412334,07/06/2022,,0,OWNER SURRENDER,OVER THE COUNTER,,,HEALTHY,,COUNTY,,,,1,
*SPIKE,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,07/29/2018,K18-029647,LOBBY,A375646,08/29/2018,10/23/2018,55,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
QUINN,DOG,AUST KELPIE/MIX,BLACK/TAN,Spayed,MED,,K22-042260,TRUCK,A412891,08/17/2022,08/17/2022,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
ROSIE,DOG,DACHSHUND LH,BROWN/RED,Spayed,TOY,07/13/2012,K22-042244,DS68,A299416,08/16/2022,08/17/2022,1,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,SIAMESE,CHOC PT,Female,SMALL,,K22-042253,CI01,A412880,08/16/2022,08/17/2022,1,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
,OTHER,PEAFOWL,BLUE,Male,MED,,K22-042239,LS03,A412864,08/15/2022,08/17/2022,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95476,"95476(38.280393, -122.464588)",1,31040
SADIE,DOG,SHIH TZU,GRAY,Spayed,SMALL,08/12/2018,K22-042024,DA45,A412491,07/20/2022,08/17/2022,28,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
SASHA,DOG,DACHSHUND LH,RED,Neutered,TOY,07/13/2012,K22-042245,DS68,A299415,08/16/2022,08/17/2022,1,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*BALTHAZAR,OTHER,RABBIT SH,WHITE/BLACK,Neutered,SMALL,08/27/2016,K17-023797,CA01,A353571,06/06/2017,07/11/2017,35,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
*JC,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,05/09/2022,K22-042193,LOBBY,A412785,08/09/2022,,0,STRAY,PHONE,,,HEALTHY,,COUNTY,,,,1,
PIRULAY,DOG,CHIHUAHUA SH/RAT TERRIER,BROWN/WHITE,Male,SMALL,,K22-042277,DS91,A411359,08/18/2022,08/18/2022,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
*JOEY,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,05/09/2022,K22-042195,LOBBY,A412787,08/09/2022,,0,STRAY,PHONE,,,HEALTHY,,COUNTY,,,,1,
LUCKY,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,MED,03/24/2021,K22-040704,DA13,A406876,02/15/2022,08/18/2022,184,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95421,"95421(38.610732, -123.200051)",1,23498
,DOG,PEKINGESE,BLACK/TAN,Male,SMALL,,K22-042276,TRUCK,A412912,08/18/2022,08/18/2022,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
MURPHY,DOG,BORDER COLLIE/MIX,WHITE/BROWN,Neutered,MED,,K22-042279,TRUCK,A412916,08/18/2022,08/18/2022,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
,OTHER,RABBIT SH,PINK,Unknown,SMALL,,K22-041751,CA01,A412165,06/25/2022,06/25/2022,0,STRAY,BORN_HERE,DIED,IN KENNEL,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,DOG,CAIRN TERRIER/MIX,TAN,Female,SMALL,08/18/2020,K22-042278,DS90,A412915,08/18/2022,,0,STRAY,OVER THE COUNTER,,,TREATABLE/REHAB,,COUNTY,,,,1,
BELLA,DOG,CHIHUAHUA LH/MIX,WHITE/TAN,Spayed,SMALL,07/06/2012,K16-019588,DS52,A339268,07/05/2016,07/06/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
,OTHER,GUINEA PIG,BLACK/WHITE,Unknown,SMALL,08/06/2022,K22-042284,CS06,A412925,08/19/2022,,0,STRAY,BORN_HERE,,,HEALTHY,,COUNTY,,,,1,
,DOG,POODLE MIN/MIX,CREAM,Male,SMALL,08/19/2011,K22-042287,DS91,A412928,08/19/2022,,0,STRAY,FIELD,,,HEALTHY,,COUNTY,,,,1,
,DOG,PIT BULL,BLACK/WHITE,Female,MED,07/26/2021,K22-042064,DA15,A412601,07/26/2022,08/19/2022,24,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNKNOWN,HEALTHY,SANTA ROSA,,,,1,
*SNIP,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,04/16/2022,K22-042001,WESTFARM,A412486,07/16/2022,08/19/2022,34,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,OTHER,GUINEA PIG,BLACK/WHITE,Unknown,SMALL,08/06/2022,K22-042283,CS06,A412924,08/06/2022,,0,STRAY,BORN_HERE,,,HEALTHY,,COUNTY,,,,1,
*BLAZE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,04/16/2022,K22-042002,WESTFARM,A412487,07/16/2022,08/19/2022,34,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
,DOG,GERM SHEPHERD,BROWN,Male,LARGE,,K22-042043,DS71,A412566,07/22/2022,08/19/2022,28,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNKNOWN,HEALTHY,SANTA ROSA,,,,1,
