"id","service_provider","agency_type","parent_agency","comments","contact_phone","zipcode","website","location","location_address","location_city","location_state","location_zip","location_text"
"1158","SOUTH COUNTY FIRE AUTHORITY STATION 14","FIRE STATION","SOUTH COUNTY FIRE AUTHORITY STATION 14","Revision Based On Office Of Public Safety Data And Google Maps",,"94002",,"POINT (-122.2736192166472 37.52304508494376)","911 GRANADA ST","BELMONT","CA","94002","911 GRANADA ST.
BELMONT, CA 94002
(37.52304508494376, -122.2736192166472)"
"1311","BRISBANE POLICE DEPARTMENT","POLICE DEPARTMENT","BRISBANE POLICE DEPARTMENT","Office Of Public Safety Data",,"94005",,"POINT (-122.40248147923177 37.68636043178081)","50 PARK PL","BRISBANE","CA","94005","50 PARK PL.
BRISBANE, CA 94005
(37.68636043178081, -122.40248147923177)"
"1152","SOUTH COUNTY FIRE AUTHORITY STATION 13","FIRE STATION","SOUTH COUNTY FIRE AUTHORITY STATION 13",,,"94070",,"POINT (-122.26243165060271 37.507603725700676)","525 LAUREL ST","SAN CARLOS","CA","94070","525 LAUREL ST.
SAN CARLOS, CA 94070
(37.507603725700676, -122.26243165060271)"
"1381","WOODSIDE FIRE PROTECTION DISTRICT STATION 19","FIRE STATION","WOODSIDE FIRE PROTECTION DISTRICT STATION 19","Revision Based On Google Maps",,"94062",,"POINT (-122.26741689725856 37.45740612135834)","4091 JEFFERSON AVE","REDWOOD CITY","CA","94062","4091 JEFFERSON AVE.
REDWOOD CITY, CA 94062
(37.45740612135834, -122.26741689725856)"
"1266","MENLO PARK FIRE PROTECTION DISTRICT STATION 5","FIRE STATION","MENLO PARK FIRE PROTECTION DISTRICT STATION 5",,,"94025",,"POINT (-122.19198775604764 37.47452666146302)","4101 FAIR OAKS AVE MENLO PARK","CA",,"94025","4101 FAIR OAKS AVE.
MENLO PARK, CA 94025
(37.47452666146302, -122.19198775604764)"
"1320","FOSTER CITY POLICE DEPARTMENT","POLICE DEPARTMENT","FOSTER CITY POLICE DEPARTMENT","Office Of Public Safety Data",,"94404",,"POINT (-122.27030971157939 37.55970145085803)","1030 E HILLSDALE BLVD","FOSTER CITY","CA","94404","1030 E HILLSDALE BLVD.
FOSTER CITY, CA 94404
(37.55970145085803, -122.27030971157939)"
"1322","FOSTER CITY FIRE DEPARTMENT STATION 28","FIRE STATION","FOSTER CITY FIRE DEPARTMENT STATION 28",,,"94404",,"POINT (-122.270322672718 37.55963642532882)","1040 E HILLSDALE BLVD","FOSTER CITY","CA","94404","1040 E HILLSDALE BLVD.
FOSTER CITY, CA 94404
(37.55963642532882, -122.270322672718)"
"1370","SOUTH SAN FRANCISCO FIRE STATION 63","FIRE STATION","SOUTH SAN FRANCISCO FIRE STATION 63","Revision Based On Google Maps",,"94080",,"POINT (-122.43693609716809 37.65581199612933)","33 ARROYO DR SOUTH","SAN FRANCISCO","CA","94080","33 ARROYO DR.
SOUTH SAN FRANCISCO, CA 94080
(37.65581199612933, -122.43693609716809)"
"1245","CALIFORNIA DEPT OF FORESTRY SKYLONDA FIRE STATION 58","FIRE STATION","CALIFORNIA DEPT OF FORESTRY SKYLONDA FIRE STATION 58",,,"94062",,"POINT (-122.26524965784584 37.38694860839703)","17290 SKYLINE BLVD","SKY LONDA UNINC","CA","94062","17290 SKYLINE BLVD.
SKY LONDA UNINC, CA 94062
(37.38694860839703, -122.26524965784584)"
"1028","EAST PALO ALTO POLICE DEPARTMENT","POLICE DEPARTMENT","EAST PALO ALTO POLICE DEPARTMENT","Office Of Public Safety Data",,"94303",,"POINT (-122.13418832922451 37.47306076655531)","141 DEMETER ST EAST","PALO ALTO","CA","94303","141 DEMETER ST.
EAST PALO ALTO, CA 94303
(37.47306076655531, -122.13418832922451)"
"1330","SAN MATEO FIRE STATION 26","FIRE STATION","SAN MATEO FIRE STATION 26",,,"94403",,"POINT (-122.2880891215302 37.549540957485874)","1500 MARINA CT","SAN MATEO","CA","94403","1500 MARINA CT.
SAN MATEO, CA 94403
(37.549540957485874, -122.2880891215302)"
"1099","SAN CARLOS POLICE DEPARTMENT","POLICE DEPARTMENT","SAN CARLOS POLICE DEPARTMENT","Office Of Public Safety Data",,"94070",,"POINT (-122.2621798404345 37.504375159615506)","600 ELM ST","SAN CARLOS","CA","94070","600 ELM ST.
SAN CARLOS, CA 94070
(37.504375159615506, -122.2621798404345)"
"1112","HILLSBOROUGH FIRE STATION 32","FIRE STATION","HILLSBOROUGH FIRE STATION 32",,,"94010",,"POINT (-122.34612255864937 37.56034896271916)","330 ASCOT ROAD","HILLSBOROUGH","CA","94010","330 ASCOT ROAD
HILLSBOROUGH, CA 94010
(37.56034896271916, -122.34612255864937)"
"1183","SOUTH COUNTY FIRE AUTHORITY STATION 16","FIRE STATION","SOUTH COUNTY FIRE AUTHORITY STATION 16",,,"94070",,"POINT (-122.26340291839438 37.48927554274354)","1280 ALAMEDA","SAN CARLOS","CA","94070","1280 ALAMEDA
SAN CARLOS, CA 94070
(37.48927554274354, -122.26340291839438)"
"985","DALY CITY FIRE STATION 91","FIRE STATION","DALY CITY FIRE STATION 91",,,"94015",,"POINT (-122.48540056132708 37.702252985722396)","151 LAKE MERCED BLVD","DALY CITY","CA","94015","151 LAKE MERCED BLVD.
DALY CITY, CA 94015
(37.702252985722396, -122.48540056132708)"
"1165","REDWOOD CITY FIRE STATION 20","FIRE STATION","REDWOOD CITY FIRE STATION 20",,,"94065",,"POINT (-122.23993061342964 37.53427761708974)","680 REDWOOD SHORES PKWY","REDWOOD CITY","CA","94065","680 REDWOOD SHORES PKWY
REDWOOD CITY, CA 94065
(37.53427761708974, -122.23993061342964)"
"1129","SAN MATEO FIRE STATION 25","FIRE STATION","SAN MATEO FIRE STATION 25",,,"94402",,"POINT (-122.32443091130267 37.54888260684555)","545 BARNESON AVE","SAN MATEO","CA","94402","545 BARNESON AVE.
SAN MATEO, CA 94402
(37.54888260684555, -122.32443091130267)"
"1139","BURLINGAME FIRE STATION 35","FIRE STATION","BURLINGAME FIRE STATION 35",,,"94010",,"POINT (-122.38325556523915 37.579036874488)","2832 HILLSIDE DR","BURLINGAME","CA","94010","2832 HILLSIDE DR.
BURLINGAME, CA 94010
(37.579036874488, -122.38325556523915)"
"1315","MILLBRAE POLICE DEPARTMENT","POLICE DEPARTMENT","MILLBRAE POLICE DEPARTMENT","Office Of Public Safety Data",,"94030",,"POINT (-122.39613385669873 37.6030667591109)","581 MAGNOLIA AVE","MILLBRAE","CA","94030","581 MAGNOLIA AVE.
MILLBRAE, CA 94030
(37.6030667591109, -122.39613385669873)"
"1001","SOUTH SAN FRANCISCO FIRE STATION 62","FIRE STATION","SOUTH SAN FRANCISCO FIRE STATION 62","Revision Based On Google Maps",,"94080",,"POINT (-122.40009087362768 37.649291911416924)","249 HARBOR WAY SOUTH","SAN FRANCISCO","CA","94080","249 HARBOR WAY
SOUTH SAN FRANCISCO, CA 94080
(37.649291911416924, -122.40009087362768)"
"1314","SAN BRUNO POLICE DEPARTMENT","POLICE DEPARTMENT","SAN BRUNO POLICE DEPARTMENT","Office Of Public Safety Data",,"94066",,"POINT (-122.41686818736288 37.63915692542837)","1177 HUNTINGTON AVE","SAN BRUNO","CA","94066","1177 HUNTINGTON AVE.
SAN BRUNO, CA 94066
(37.63915692542837, -122.41686818736288)"
"1380","SOUTH SAN FRANCISCO FIRE STATION 64","FIRE STATION","SOUTH SAN FRANCISCO FIRE STATION 64","Www.Ssf.Net & Google Maps",,"94080",,"POINT (-122.45601971062985 37.645433819911204)","2350 GALWAY DR SOUTH","SAN FRANCISCO","CA","94080","2350 GALWAY DR.
SOUTH SAN FRANCISCO, CA 94080
(37.645433819911204, -122.45601971062985)"
"1240","MENLO PARK FIRE PROTECTION DISTRICT STATION 3","FIRE STATION","MENLO PARK FIRE PROTECTION DISTRICT STATION 3",,,"94027",,"POINT (-122.20627798309323 37.462349841186324)","32 ALMENDRAL AVE","ATHERTON","CA","94027","32 ALMENDRAL AVE.
ATHERTON, CA 94027
(37.462349841186324, -122.20627798309323)"
"1265","REDWOOD CITY FIRE STATION 10","FIRE STATION","REDWOOD CITY FIRE STATION 10",,,"94062",,"POINT (-122.23929209478882 37.474688539428314)","2190 JEFFERSON AVE","REDWOOD CITY","CA","94062","2190 JEFFERSON AVE.
REDWOOD CITY, CA 94062
(37.474688539428314, -122.23929209478882)"
"1153","HALF MOON BAY FIRE PROTECTION DISTRICT EL GRANADA STATION 41","FIRE STATION","HALF MOON BAY FIRE PROTECTION DISTRICT EL GRANADA STATION 41",,,"94018",,"POINT (-122.46980999963165 37.501967622907614)","531 OBISPO AVE","EL GRANADA UNINC","CA","94018","531 OBISPO AVE.
EL GRANADA UNINC, CA 94018
(37.501967622907614, -122.46980999963165)"
"1170","SOUTH SAN FRANCISCO FIRE STATION 61","FIRE STATION","SOUTH SAN FRANCISCO FIRE STATION 61","Based On Data From Office Of Public Safety",,"94080",,"POINT (-122.41913945376986 37.65194363061393)","480 CANAL ST SOUTH","SAN FRANCISCO","CA","94080","480 CANAL ST.
SOUTH SAN FRANCISCO, CA 94080
(37.65194363061393, -122.41913945376986)"
"1200","SOUTH COUNTY FIRE AUTHORITY STATION 15","FIRE STATION","SOUTH COUNTY FIRE AUTHORITY STATION 15",,,"94402",,"POINT (-122.30390838259405 37.51281979347061)","2701 CIPRIANI BLVD","BELMONT","CA","94402","2701 CIPRIANI BLVD.
BELMONT, CA 94402
(37.51281979347061, -122.30390838259405)"
"1095","BURLINGAME FIRE STATION 36","FIRE STATION","BURLINGAME FIRE STATION 36",,,"94010",,"POINT (-122.3670317958306 37.5911327557821)","1399 ROLLINS RD","BURLINGAME","CA","94010","1399 ROLLINS RD.
BURLINGAME, CA 94010
(37.5911327557821, -122.3670317958306)"
"1162","SAN MATEO FIRE STATION 23","FIRE STATION","SAN MATEO FIRE STATION 23",,,"94403",,"POINT (-122.30462784021745 37.542164671286685)","31 27TH AVE","SAN MATEO","CA","94403","31 27TH AVE.
SAN MATEO, CA 94403
(37.542164671286685, -122.30462784021745)"
"1235","REDWOOD CITY FIRE STATION 12","FIRE STATION","REDWOOD CITY FIRE STATION 12",,,"94062",,"POINT (-122.25396903030702 37.46512874625688)","3700 JEFFERSON AVE","REDWOOD CITY","CA","94062","3700 JEFFERSON AVE.
REDWOOD CITY, CA 94062
(37.46512874625688, -122.25396903030702)"
"1255","WOODSIDE FIRE PROTECTION DISTRICT HEADQUARTERS STATION 7","FIRE STATION","WOODSIDE FIRE PROTECTION DISTRICT HEADQUARTERS STATION 7",,,"94062",,"POINT (-122.25646914554846 37.42897600067897)","3111 WOODSIDE RD","WOODSIDE","CA","94062","3111 WOODSIDE RD.
WOODSIDE, CA 94062
(37.42897600067897, -122.25646914554846)"
"1010","CALIFORNIA DEPT. OF FORESTRY FIRE STATION 17","FIRE STATION","CALIFORNIA DEPT. OF FORESTRY FIRE STATION 17","Revision Based On Various Sources",,"94066",,"POINT (-122.427319999818 37.62535999996419)","322 PAUL SCANNELL DR","BELMONT","CA","94066","322 PAUL SCANNELL DR.
BELMONT, CA 94066
(37.62535999996419, -122.427319999818)"
"1247","WOODSIDE FIRE PROTECTION DISTRICT STATION 8","FIRE STATION","WOODSIDE FIRE PROTECTION DISTRICT STATION 8",,,"94028",,"POINT (-122.20924574578993 37.37248958401864)","135 PORTOLA RD PORTOLA VALLEY","CA",,"94028","135 PORTOLA RD.
PORTOLA VALLEY, CA 94028
(37.37248958401864, -122.20924574578993)"
"1212","MENLO PARK FIRE PROTECTION DISTRICT STATION 1","FIRE STATION","MENLO PARK FIRE PROTECTION DISTRICT STATION 1",,,"94025",,"POINT (-122.1669506307519 37.456054586981224)","300 MIDDLEFIELD RD MENLO PARK","CA",,"94025","300 MIDDLEFIELD RD.
MENLO PARK, CA 94025
(37.456054586981224, -122.1669506307519)"
"987","DALY CITY FIRE STATION 92","FIRE STATION","DALY CITY FIRE STATION 92","Based On Northcountyfire.Org",,"94014",,"POINT (-122.46143948185946 37.70648591713)","18 BEPLER STREET","DALY CITY","CA","94014","18 BEPLER STREET
DALY CITY, CA 94014
(37.70648591713, -122.46143948185946)"
"1383","HALF MOON BAY POLICE DEPARTMENT","POLICE DEPARTMENT","HALF MOON BAY POLICE DEPARTMENT","Office Of Public Safety Data",,"94019",,"POINT (-122.43290141546893 37.464017350616835)","537 KELLY AVE","HALF MOON BAY","CA","94019","537 KELLY AVE.
HALF MOON BAY, CA 94019
(37.464017350616835, -122.43290141546893)"
"1088","HILLSBOROUGH FIRE STATION 33","FIRE STATION","HILLSBOROUGH FIRE STATION 33",,,"94010",,"POINT (-122.3780574839098 37.5552588000333)","835 CHATEAU DR","HILLSBOROUGH","CA","94010","835 CHATEAU DR.
HILLSBOROUGH, CA 94010
(37.5552588000333, -122.3780574839098)"
"1184","REDWOOD CITY FIRE STATION 9","FIRE STATION","REDWOOD CITY FIRE STATION 9",,,"94063",,"POINT (-122.2267356816979 37.48770444724008)","755 MARSHALL ST","REDWOOD CITY","CA","94063","755 MARSHALL ST.
REDWOOD CITY, CA 94063
(37.48770444724008, -122.2267356816979)"
"1316","BURLINGAME POLICE DEPARTMENT","POLICE DEPARTMENT","BURLINGAME POLICE DEPARTMENT","Office Of Public Safety Data",,"94010",,"POINT (-122.38220335846489 37.595386548980684)","1111 TROUSDALE DR","BURLINGAME","CA","94010","1111 TROUSDALE DR.
BURLINGAME, CA 94010
(37.595386548980684, -122.38220335846489)"
"1263","SAN MATEO COUNTY FIRE STATION 18","FIRE STATION","SAN MATEO COUNTY FIRE STATION 18",,,"94062",,"POINT (-122.28615576573566 37.4726740580827)","300 EDMONDS RD EMERALD LAKE HILLS","UNINC","CA","94062","300 EDMONDS RD.
EMERALD LAKE HILLS UNINC, CA 94062
(37.4726740580827, -122.28615576573566)"
"1241","KINGS MOUNTAIN VOLUNTEER FIRE BRIGADE STATION 56","FIRE STATION","KINGS MOUNTAIN VOLUNTEER FIRE BRIGADE STATION 56",,,"94062",,"POINT (-122.32081563674484 37.43581084810165)","13889 SKYLINE BLVD","WOODSIDE","CA","94062","13889 SKYLINE BLVD.
WOODSIDE, CA 94062
(37.43581084810165, -122.32081563674484)"
"1175","HALF MOON BAY FIRE PROTECTION DISTRICT MOSS BEACH STATION 44","FIRE STATION","HALF MOON BAY FIRE PROTECTION DISTRICT MOSS BEACH STATION 44",,,"94038",,"POINT (-122.51590061203589 37.531770938895185)","501 STETSON ST MOSS BEACH","UNINC","CA","94038","501 STETSON ST.
MOSS BEACH UNINC, CA 94038
(37.531770938895185, -122.51590061203589)"
"980","BRISBANE FIRE STATION 81","FIRE STATION","BRISBANE FIRE STATION 81",,,"94005",,"POINT (-122.40024375837265 37.68704545020694)","3445 BAYSHORE BLVD","BRISBANE","CA","94005","3445 BAYSHORE BLVD.
BRISBANE, CA 94005
(37.68704545020694, -122.40024375837265)"
"1080","SAN BRUNO FIRE STATION 52","FIRE STATION","SAN BRUNO FIRE STATION 52",,,"94066",,"POINT (-122.44622609373073 37.62416485391827)","1999 EARL AVE","SAN BRUNO","CA","94066","1999 EARL AVE.
SAN BRUNO, CA 94066
(37.62416485391827, -122.44622609373073)"
"1148","SAN MATEO FIRE STATION 21","FIRE STATION","SAN MATEO FIRE STATION 21",,,"94401",,"POINT (-122.32457480282733 37.56630247455308)","120 S ELLSWORTH","SAN MATEO","CA","94401","120 S ELLSWORTH
SAN MATEO, CA 94401
(37.56630247455308, -122.32457480282733)"
"1313","DALY CITY POLICE DEPARTMENT","POLICE DEPARTMENT","DALY CITY POLICE DEPARTMENT","Office Of Public Safety Data",,"94015",,"POINT (-122.47333165969383 37.6910654196779)","333 90TH ST","DALY CITY","CA","94015","333 90TH ST.
DALY CITY, CA 94015
(37.6910654196779, -122.47333165969383)"
"1000","COLMA FIRE STATION  85","FIRE STATION","COLMA FIRE STATION  85",,,"94014",,"POINT (-122.46667231420075 37.68672980391307)","50 REINER ST","COLMA","CA","94014","50 REINER ST.
COLMA, CA 94014
(37.68672980391307, -122.46667231420075)"
"1145","SAN MATEO FIRE STATION 24","FIRE STATION","SAN MATEO FIRE STATION 24",,,"94401",,"POINT (-122.31599822293812 37.569427004379364)","319 S HUMBOLDT ST","SAN MATEO","CA","94401","319 S HUMBOLDT ST.
SAN MATEO, CA 94401
(37.569427004379364, -122.31599822293812)"
"1049","SOUTH SAN FRANCISCO POLICE DEPT.","POLICE DEPARTMENT","SOUTH SAN FRANCISCO POLICE DEPT.","Office Of Public Safety Data",,"94080",,"POINT (-122.43693609716809 37.65581199612933)","33 ARROYO DR SOUTH","SAN FRANCISCO","CA","94080","33 ARROYO DR.
SOUTH SAN FRANCISCO, CA 94080
(37.65581199612933, -122.43693609716809)"
"1030","ATHERTON POLICE DEPARTMENT","POLICE DEPARTMENT","ATHERTON POLICE DEPARTMENT","Sharing Lobby With Town Hall. Office Of Public Safety Data",,"94027",,"POINT (-122.19733872212197 37.4635459394853)","83 ASHFIELD RD","ATHERTON","CA","94027","83 ASHFIELD RD.
ATHERTON, CA 94027
(37.4635459394853, -122.19733872212197)"
"1094","MILLBRAE FIRE STATION 38","FIRE STATION","MILLBRAE FIRE STATION 38",,,"94030",,"POINT (-122.41527142948223 37.59351595915973)","785 CRESTVIEW DR","MILLBRAE","CA","94030","785 CRESTVIEW DR.
MILLBRAE, CA 94030
(37.59351595915973, -122.41527142948223)"
"1044","REDWOOD CITY POLICE DEPARTMENT","POLICE DEPARTMENT","REDWOOD CITY POLICE DEPARTMENT","Office Of Public Safety Data",,"94063",,"POINT (-122.21950701014424 37.49358329526393)","1301 MAPLE ST","REDWOOD CITY","CA","94063","1301 MAPLE ST.
REDWOOD CITY, CA 94063
(37.49358329526393, -122.21950701014424)"
"1003","PACIFICA FIRE PACIFIC MANOR STATION 71","FIRE STATION","PACIFICA FIRE PACIFIC MANOR STATION 71",,,"94044",,"POINT (-122.49001408333737 37.646045358891115)","616 EDGEMAR BLVD","PACIFICA","CA","94044","616 EDGEMAR BLVD.
PACIFICA, CA 94044
(37.646045358891115, -122.49001408333737)"
"1249","SAN MATEO COUNTY FIRE  LA HONDA FIRE STATION 57","FIRE STATION","SAN MATEO COUNTY FIRE  LA HONDA FIRE STATION 57","Revision Based On Google Maps",,"94020",,"POINT (-122.27437190620951 37.320115121034306)","8945 LA HONDA RD LA","HONDA UNINC","CA","94020","8945 LA HONDA RD.
LA HONDA UNINC, CA 94020
(37.320115121034306, -122.27437190620951)"
"1081","PACIFICA FIRE LINDA MAR STATION 72","FIRE STATION","PACIFICA FIRE LINDA MAR STATION 72",,,"94044",,"POINT (-122.4912641409581 37.58624943716296)","1100 LINDA MAR BLVD","PACIFICA","CA","94044","1100 LINDA MAR BLVD.
PACIFICA, CA 94044
(37.58624943716296, -122.4912641409581)"
"1061","BURLINGAME FIRE STATION 34","FIRE STATION","BURLINGAME FIRE STATION 34",,,"94010",,"POINT (-122.35356894505196 37.583272681246)","799 CALIFORNIA DR","BURLINGAME","CA","94010","799 CALIFORNIA DR.
BURLINGAME, CA 94010
(37.583272681246, -122.35356894505196)"
"1169","REDWOOD CITY FIRE STATION 11","FIRE STATION","REDWOOD CITY FIRE STATION 11",,,"94063",,"POINT (-122.20031409512087 37.48475186122338)","1091 2ND AVE","REDWOOD CITY","CA","94063","1091 2ND AVE.
REDWOOD CITY, CA 94063
(37.48475186122338, -122.20031409512087)"
"1157","SAN MATEO FIRE STATION 27","FIRE STATION","SAN MATEO FIRE STATION 27",,,"94402",,"POINT (-122.33334319261303 37.52258643070883)","1801 DE ANZA BLVD","SAN MATEO","CA","94402","1801 DE ANZA BLVD.
SAN MATEO, CA 94402
(37.52258643070883, -122.33334319261303)"
"1251","CALIFORNIA DEPT. OF FORESTRY PESCADERO FIRE STATION 59","FIRE STATION","CALIFORNIA DEPT. OF FORESTRY PESCADERO FIRE STATION 59",,,"94060",,"POINT (-122.40273348042196 37.251932341330495)","1200 PESCADERO RD","PESCADERO UNINC","CA","94060","1200 PESCADERO RD.
PESCADERO UNINC, CA 94060
(37.251932341330495, -122.40273348042196)"
"1214","HALF MOON BAY FIRE PROTECTION DISTRICT HQ STATION 40","FIRE STATION","HALF MOON BAY FIRE PROTECTION DISTRICT HQ STATION 40",,,"94019",,"POINT (-122.42934581924078 37.45119824802299)","1191 MAIN ST","HALF MOON BAY","CA","94019","1191 MAIN ST.
HALF MOON BAY, CA 94019
(37.45119824802299, -122.42934581924078)"
"1382","MILLBRAE FIRE STATION 37","FIRE STATION","MILLBRAE FIRE STATION 37","Www.Ci.Millbrae.Ca.Us & Google Maps",,"94030",,"POINT (-122.39613385669873 37.6030667591109)","511 MAGNOLIA AVE","MILLBRAE","CA","94030","511 MAGNOLIA AVE.
MILLBRAE, CA 94030
(37.6030667591109, -122.39613385669873)"
"1391","MENLO PARK FIRE STATION 77","FIRE STATION","MENLO PARK FIRE STATION 77",,,"94025",,"POINT (-122.16164463077905 37.47988662075767)","1467 CHILCO ST MENLO PARK","CA",,"94025","1467 CHILCO ST
MENLO PARK, CA 94025
(37.47988662075767, -122.16164463077905)"
"1312","PACIFICA POLICE DEPARTMENT","POLICE DEPARTMENT","PACIFICA POLICE DEPARTMENT","Office Of Public Safety Data",,"94044",,"POINT (-122.48678974586343 37.613956889185324)","2075 COAST HWY","PACIFICA","CA","94044","2075 COAST HWY.
PACIFICA, CA 94044
(37.613956889185324, -122.48678974586343)"
"1326","BELMONT POLICE DEPARTMENT","POLICE DEPARTMENT","BELMONT POLICE DEPARTMENT","Office Of Public Safety Data",,"94002",,"POINT (-122.27764131138036 37.5184908234873)","1 TWIN PINES LANE","BELMONT","CA","94002","1 TWIN PINES LANE
BELMONT, CA 94002
(37.5184908234873, -122.27764131138036)"
"1242","MENLO PARK FIRE PROTECTION DISTRICT STATION 4","FIRE STATION","MENLO PARK FIRE PROTECTION DISTRICT STATION 4",,,"94025",,"POINT (-122.20618805089026 37.43420106166923)","3322 ALAMEDA DE LAS PULGAS MENLO PARK","CA",,"94025","3322 ALAMEDA DE LAS PULGAS
MENLO PARK, CA 94025
(37.43420106166923, -122.20618805089026)"
"1016","DALY CITY FIRE STATION 94","FIRE STATION","DALY CITY FIRE STATION 94",,,"94015",,"POINT (-122.46931169022287 37.662862680839055)","444 GELLERT BLVD","DALY CITY","CA","94015","444 GELLERT BLVD.
DALY CITY, CA 94015
(37.662862680839055, -122.46931169022287)"
"1319","SAN MATEO POLICE DEPARTMENT","POLICE DEPARTMENT","SAN MATEO POLICE DEPARTMENT","Office Of Public Safety Data",,"94403",,"POINT (-122.29116331752864 37.543812160349155)","200 FRANKLIN PKWY","SAN MATEO","CA","94403","200 FRANKLIN PKWY
SAN MATEO, CA 94403
(37.543812160349155, -122.29116331752864)"
"991","DALY CITY FIRE STATION 95","FIRE STATION","DALY CITY FIRE STATION 95",,,"94015",,"POINT (-122.48423144268895 37.67933826041582)","191 EDGEMONT DR","DALY CITY","CA","94015","191 EDGEMONT DR.
DALY CITY, CA 94015
(37.67933826041582, -122.48423144268895)"
