"begin_date","end_date","facility_name","facility_id","eligibility","cost","notes","sponsor","street1","street2","city","postal_code","state","country","location","geocoded_column","geocoded_column_address","geocoded_column_city","geocoded_column_state","geocoded_column_zip"
"2018-09-29T10:00:00.000","2018-09-29T15:00:00.000","Crocker Masonic Lodge","35",,"0",,"SF Host Lions Club","17 Hillcrest Drive",,"Daly City","94014","CA","US","(37.705801, -122.462154)","POINT (-122.462078 37.705859)","17 Hillcrest Drive","Daly City","CA","94014"
"2018-12-04T14:00:00.000","2018-12-04T17:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-11-08T09:00:00.000","2018-11-08T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-11-28T17:00:00.000","2018-11-28T19:30:00.000","RotaCare Coastside Clinic","16","18 years and older","0","closed Nov. 21",,"225 South Cabrillo Highway","Suite 100A","Half Moon Bay","94019","CA","US","(37.464755, -122.432657)","POINT (-122.433913 37.464697)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2018-10-30T08:00:00.000","2018-10-30T14:00:00.000","Mater Dolorosa Church","29",,"0",,"SF Host Lions Club","307 Willow Ave.",,"South San Francisco","94080","CA","US","(37.662337, -122.432677)","POINT (-122.432643 37.662428)","307 Willow Ave.","South San Francisco","CA","94080"
"2018-10-20T08:30:00.000","2018-10-20T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-10-30T14:00:00.000","2018-10-30T17:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-10-07T13:30:00.000","2018-10-07T16:30:00.000","Pescadero Elementary School","23",,"0",,"SMC Health System","620 North Street",,"Pescadero","94060","CA","US","(37.256071, -122.378004)","POINT (-122.377936 37.25609)","620 North Street","Pescadero","CA","94060"
"2018-11-03T08:30:00.000","2018-11-03T10:30:00.000","Coastside Senior Housing","18",,"0",,"SMC Health System","925 Main Street",,"Half Moon Bay","94019","CA","US","(37.45658, -122.430049)","POINT (-122.430049 37.45658)","925 Main Street","Half Moon Bay","CA","94019"
"2018-10-13T10:00:00.000","2018-10-13T13:00:00.000","North County Fire District","11",,"0",,,"10 Wembley Drive",,"Daly City","94015","CA","US","(37.662681, -122.469584)","POINT (-122.46958 37.662682)","10 Wembley Drive","Daly City","CA","94015"
"2018-10-24T17:00:00.000","2018-10-24T19:30:00.000","RotaCare Coastside Clinic","16","18 years and older","0","closed Nov. 21",,"225 South Cabrillo Highway","Suite 100A","Half Moon Bay","94019","CA","US","(37.464755, -122.432657)","POINT (-122.433913 37.464697)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2018-11-04T13:00:00.000","2018-11-04T15:00:00.000","Lifestream Worship Center","37",,"0",,"SF Host Lions Club","7208 Mission Street",,"Daly City","94014","CA","US","(37.693127, -122.465314)","POINT (-122.465072 37.693516)","7208 Mission Street","Daly City","CA","94014"
"2018-10-10T09:00:00.000","2018-10-10T12:00:00.000","Lincoln Park Community Center","5",,"0",,"Phillippine Med Society of Northern CA","901 Brunswick Street",,"Daly City","94014","CA","US","(37.707471, -122.452401)","POINT (-122.452453 37.707455)","901 Brunswick Street","Daly City","CA","94014"
"2018-11-09T09:00:00.000","2018-11-09T13:00:00.000","Foster City Recreation Center","15",,"0",,"Senior Showcase (SMC Health System)","650 Shell Blvd",,"Foster City","94404","CA","US","(37.557044, -122.268583)","POINT (-122.268583 37.557044)","650 Shell Blvd","Foster City","CA","94404"
"2018-10-16T16:00:00.000","2018-10-16T19:00:00.000","Moonridge Housing","17",,"0",,"SMC Health System","2001 Miramontes Point Road","Community Room","Half Moon Bay","94019","CA","US","(37.435337, -122.417238)","POINT (-122.417356 37.435254)","2001 Miramontes Point Road","Half Moon Bay","CA","94019"
"2018-10-21T08:00:00.000","2018-10-21T14:00:00.000","St. Augustine Church","34",,"0",,"SF Host Lions Club","3700 Callan Blvd",,"South San Francisco","94080","CA","US","(37.645972, -122.463844)","POINT (-122.46433 37.64586)","3700 Callan Blvd","South San Francisco","CA","94080"
"2018-10-11T09:00:00.000","2018-10-11T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-10-06T10:00:00.000","2018-10-06T13:00:00.000","Half Moon Bay Library","19","2 years and older","0",,"Stanford Flu Crew","225 South Cabrillo Highway","#104B","Half Moon Bay","94019","CA","US","(37.464968, -122.433293)","POINT (-122.433913 37.464697)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2018-10-27T13:30:00.000","2018-10-31T16:30:00.000","Seventh Day Adventist Church","38",,"0",,"SF Host Lions Club","533 Hickey Boulevard",,"Pacifica","94404","CA","US","(37.654256, -122.481176)","POINT (-122.480897 37.653953)","533 Hickey Boulevard","Pacifica","CA","94404"
"2018-11-27T14:00:00.000","2018-11-27T17:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-11-17T08:30:00.000","2018-11-17T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-10-23T14:00:00.000","2018-10-23T17:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-11-14T17:00:00.000","2018-11-14T19:30:00.000","RotaCare Coastside Clinic","16","18 years and older","0","closed Nov. 21",,"225 South Cabrillo Highway","Suite 100A","Half Moon Bay","94019","CA","US","(37.464755, -122.432657)","POINT (-122.433913 37.464697)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2018-10-31T17:00:00.000","2018-10-31T19:30:00.000","RotaCare Coastside Clinic","16","18 years and older","0","closed Nov. 21",,"225 South Cabrillo Highway","Suite 100A","Half Moon Bay","94019","CA","US","(37.464755, -122.432657)","POINT (-122.433913 37.464697)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2018-10-13T08:30:00.000","2018-10-13T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-11-03T10:00:00.000","2018-11-03T13:00:00.000","Fair Oaks Community Center","25",,"0",,"SMC Health System","2600 Middlefield Rd.",,"Redwood City","94063","CA","US","(37.477693, -122.212938)","POINT (-122.212887 37.47766)","2600 Middlefield Rd.","Redwood City","CA","94063"
"2018-11-15T09:00:00.000","2018-11-15T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-10-09T14:00:00.000","2018-10-09T17:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-12-13T16:00:00.000","2018-12-13T18:30:00.000","Martin Luther King Community Center","27",,"0",,"SMC Health System","725 Monte Diablo Ave.",,"San Mateo","94401","CA","US","(37.57365, -122.3238)","POINT (-122.3238 37.57365)","725 Monte Diablo Ave.","San Mateo","CA","94401"
"2018-10-03T17:00:00.000","2018-10-03T19:30:00.000","RotaCare Coastside Clinic","16","18 years and older","0","closed Nov. 21",,"225 South Cabrillo Highway","Suite 100A","Half Moon Bay","94019","CA","US","(37.464755, -122.432657)","POINT (-122.433913 37.464697)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2018-11-10T08:30:00.000","2018-11-10T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-10-18T10:00:00.000","2018-10-18T12:30:00.000","St. Anthony's Church","21",,"0",,"SMC Health System","3500 Middlefield Rd.","Padua Dining Room","Menlo Park","94025","CA","US","(37.470345, -122.201377)","POINT (-122.201245 37.470328)","3500 Middlefield Rd.","Menlo Park","CA","94025"
"2018-10-18T09:00:00.000","2018-10-18T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-10-15T16:00:00.000","2018-10-15T19:00:00.000","Daly City Clinic","10",,"0",,,"380 90th Street","1st Floor","Daly City","94015","CA","US","(37.691126, -122.474096)","POINT (-122.474096 37.691126)","380 90th Street","Daly City","CA","94015"
"2018-12-19T17:00:00.000","2018-12-19T19:30:00.000","RotaCare Coastside Clinic","16","18 years and older","0","closed Nov. 21",,"225 South Cabrillo Highway","Suite 100A","Half Moon Bay","94019","CA","US","(37.464755, -122.432657)","POINT (-122.433913 37.464697)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2018-11-20T14:00:00.000","2018-11-20T17:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-10-20T09:00:00.000","2018-10-20T12:00:00.000","Hoover Community School","39",,,,"SMC Health System","701 Charter Street",,"Redwood City","94063","CA","US","(37.481888, -122.216128)","POINT (-122.214751 37.481284)","701 Charter Street","Redwood City","CA","94063"
"2018-11-06T14:00:00.000","2018-11-06T18:30:00.000","La Honda Puente Office","33",,"0",,"SMC Health System","8865 La Honda Rd","Suite 4","Redwood City","94062","CA","US","(37.320067, -122.274731)","POINT (-122.274341 37.320025)","8865 La Honda Rd","Redwood City","CA","94062"
