"job_class_code","title","hourly_a","hourly_b","hourly_c","hourly_d","hourly_e","hourly_f","biweekly_a","biweekly_b","biweekly_c","biweekly_d","biweekly_e","biweekly_f","monthly_a","monthly_b","monthly_c","monthly_d","monthly_e","monthly_f","representation_status_bargaining_unit","pre_employment_physical","security_clearance","probation_period_hours","work_group","dmv_a_and_d_testing","dmv_a_and_d_testing_some_positions_in_class","tuberculosis_exam","respiratory_exam","exit_exam","hepatitis_b_immunization","auditory_exam","mmr"
"R004","Code Compliance Officer I","33.85","35.77","37.82","40.02","42.29",,"2708.00","2861.60","3025.60","3201.60","3383.20",,"5867.22","6200.01","6555.34","6936.67","7330.13",,"AFSCME: Planning(A05)","2 - Moderate Physical Demands; requires pre-employment exam (Physical Exam Codes)",,"1560","Work Group 5: Not FLSA - OT Paid or Comp Time/Max 80 hours",,,,,,,,
"R005","Code Compliance Officer II","38.95","41.22","43.57","46.06","48.71",,"3116.00","3297.60","3485.60","3684.80","3896.80",,"6751.20","7144.66","7551.99","7983.58","8442.90",,"AFSCME: Planning(A05)","2 - Moderate Physical Demands; requires pre-employment exam (Physical Exam Codes)",,"1040","Work Group 5: Not FLSA - OT Paid or Comp Time/Max 80 hours",,,,,,,,
"R006","Senior Code Compliance Officer - Exempt","46.58","49.25","52.07","55.05","58.22",,"3726.40","3940.00","4165.60","4404.00","4657.60",,"8073.71","8536.50","9025.29","9541.82","10091.27",,"AFSCME: Planning(A05)","2 - Moderate Physical Demands; requires pre-employment exam (Physical Exam Codes)",,"1040","Work Group 5: Not FLSA - OT Paid or Comp Time/Max 80 hours",,,,,,,,
"R007","Code Compliance Officer III","41.14","43.51","46.01","48.65","51.46",,"3291.20","3480.80","3680.80","3892.00","4116.80",,"7130.80","7541.59","7974.91","8432.50","8919.56",,"AFSCME: Planning(A05)","2 - Moderate Physical Demands; requires pre-employment exam (Physical Exam Codes)",,"1040","Work Group 5: Not FLSA - OT Paid or Comp Time/Max 80 hours",,,,,,,,
"R010","Housing And Community Development Supervisor","55.61","58.78","62.16","65.73","69.51",,"4448.80","4702.40","4972.80","5258.40","5560.80",,"9638.88","10188.34","10774.19","11392.98","12048.17",,"AFSCME: Planning(A05)","1 - Light Physical Demands (Physical Exam Codes)",,"2080","Work Group 5: Not FLSA - OT Paid or Comp Time/Max 80 hours",,,,,,,,
"R011","Senior Housing and Community Development Policy Analyst","55.61","58.78","62.16","65.73","69.51",,"4448.80","4702.40","4972.80","5258.40","5560.80",,"9638.88","10188.34","10774.19","11392.98","12048.17",,"AFSCME: Planning(A05)","1 - Light Physical Demands (Physical Exam Codes)",,"2080","Work Group 1: FLSA - OT Paid or Comp Time",,,,,,,,
"R020","Senior Planner - Exempt","57.70","61.01","64.50","68.22","72.11",,"4616.00","4880.80","5160.00","5457.60","5768.80",,"10001.14","10574.86","11179.79","11824.57","12498.83",,"AFSCME: Planning(A05)","1 - Light Physical Demands (Physical Exam Codes)",,"1040","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"R040","Planner III","45.69","48.30","51.07","54.01","57.09",,"3655.20","3864.00","4085.60","4320.80","4567.20",,"7919.45","8371.84","8851.96","9361.55","9895.41",,"AFSCME: Planning(A05)","1 - Light Physical Demands (Physical Exam Codes)",,"1040","Work Group 5: Not FLSA - OT Paid or Comp Time/Max 80 hours",,,,,,,,
"R050","Planner II","39.90","42.19","44.62","47.17","49.87",,"3192.00","3375.20","3569.60","3773.60","3989.60",,"6915.87","7312.79","7733.98","8175.98","8643.97",,"AFSCME: Planning(A05)","1 - Light Physical Demands (Physical Exam Codes)",,"1040","Work Group 5: Not FLSA - OT Paid or Comp Time/Max 80 hours",,,,,,,,
"R060","Planner I","33.65","35.59","37.62","39.79","42.09",,"2692.00","2847.20","3009.60","3183.20","3367.20",,"5832.55","6168.81","6520.67","6896.80","7295.46",,"AFSCME: Planning(A05)","1 - Light Physical Demands (Physical Exam Codes)",,"1560","Work Group 1: FLSA - OT Paid or Comp Time",,,,,,,,
"R065","Planning Technician","29.52","31.23","33.02","34.93","36.90",,"2361.60","2498.40","2641.60","2794.40","2952.00",,"5116.70","5413.10","5723.36","6054.42","6395.88",,"AFSCME: Planning(A05)","1 - Light Physical Demands (Physical Exam Codes)",,"1560","Work Group 1: FLSA - OT Paid or Comp Time",,,,,,,,
"R066","Planning Technician Intern",,,,,"8.25",,,,,,"660.00",,,,,,"1429.97",,"Extra Help: Other(ZOT)","0 - None (Physical Exam Codes)",,"0","Work Group 1: FLSA - OT Paid or Comp Time",,,,,,,,
