"fiscal_year","bureau","office","program","union_group","job_code","job_title","position_id","sum_of_total_comp"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","15220-Investigations","AFSCME","5892","5892-Investigation Analyst-Reveune","0007819","81952.23"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","15220-Investigations","NON-UNION","5526","5526-Mgr of Field Investigations","0004153","81390.10"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","15220-Investigations","NON-UNION","6313","6313-Supervisor of Investigations","0007818","70117.22"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","15220-Investigations","NON-UNION","6313","6313-Supervisor of Investigations","0012746","82402.62"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","19660-Strategic Initiatives/Technology","AFSCME","1108","1108-Programmer IV","0012750","127104.97"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","19660-Strategic Initiatives/Technology","AFSCME","5896","5896-Business Analyst","0008207","116919.27"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","19660-Strategic Initiatives/Technology","AFSCME","6042","6042-Sr Solutions Systems Analyst","0007827","121869.28"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","19660-Strategic Initiatives/Technology","AFSCME","6252","6252-Revenue Strategy Analyst","0012749","91112.56"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0047","0047-Admin Assistant II","0007541","60211.84"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0132","0132-Field Auditor III","0007546","61151.31"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0132","0132-Field Auditor III","0007549","74674.08"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0132","0132-Field Auditor III","0007820","71500.51"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0132","0132-Field Auditor III","0007823","67639.02"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0132","0132-Field Auditor III","0008095","67739.52"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0132","0132-Field Auditor III","0012752","71631.04"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0132","0132-Field Auditor III","0108620","58171.36"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0133","0133-Field Auditor IV","0002553","84167.20"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0133","0133-Field Auditor IV","0004152","80728.96"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0133","0133-Field Auditor IV","0007822","87738.56"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0133","0133-Field Auditor IV","0008087","84721.07"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0133","0133-Field Auditor IV","0008451","84167.20"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0133","0133-Field Auditor IV","0008452","80728.96"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0133","0133-Field Auditor IV","0012742","85952.88"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0133","0133-Field Auditor IV","0055349","84167.20"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0137","0137-Field Auditor V","0008205","110107.89"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0137","0137-Field Auditor V","0009218","95717.30"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0137","0137-Field Auditor V","0009219","95717.30"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0137","0137-Field Auditor V","0106981","85987.20"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","0795","0795-Revenue Analyst","0064552","84641.31"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","5889","5889-Revenue Assessment Analyst I","0007547","60650.72"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","5889","5889-Revenue Assessment Analyst I","0008096","59669.43"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","5889","5889-Revenue Assessment Analyst I","0008201","74674.08"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","5889","5889-Revenue Assessment Analyst I","0008203","72019.91"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","5889","5889-Revenue Assessment Analyst I","0012754","73066.73"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","5889","5889-Revenue Assessment Analyst I","0024763","76729.12"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","5894","5894-Tax Licens & Registr Analyst","0002960","66746.09"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","5894","5894-Tax Licens & Registr Analyst","0007826","71631.04"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","5894","5894-Tax Licens & Registr Analyst","0065886","60650.72"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","6407","6407-Revenue Assessment Analyst II","0007552","79986.40"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","6407","6407-Revenue Assessment Analyst II","0034420","76729.12"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","6407","6407-Revenue Assessment Analyst II","0035986","78992.24"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","6407","6407-Revenue Assessment Analyst II","0035988","76729.12"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","AFSCME","6407","6407-Revenue Assessment Analyst II","0036797","78058.70"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","NON-UNION","0127","0127-Auditing Supervisor","0002761","79932.32"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","NON-UNION","0127","0127-Auditing Supervisor","0007550","112470.01"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","NON-UNION","0127","0127-Auditing Supervisor","0012813","92412.52"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","NON-UNION","5721","5721-Tax Compliance Adminstrator","0007551","94588.21"
"FY22","1076-Chief Financial Officer","1007-Revenue (Office)","35085-Compliance","NON-UNION","8738","8738-Tax Compliance Mgr","0064798","97011.14"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","10155-Administration","NON-UNION","0263","0263-Director","0000757","168274.26"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","10155-Administration","NON-UNION","0292","0292-Administrative Analyst II","0066989","59411.42"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","10155-Administration","NON-UNION","4619","4619-Deputy Dir of Risk Management","0000762","130993.54"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","10155-Administration","NON-UNION","5531","5531-Special Asst for Legal Affairs","0034484","1.00"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","10155-Administration","NON-UNION","5819","5819-Executive Assistant II","0108077","76042.72"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","10155-Administration","NON-UNION","6344","6344-Business Representative","0000765","57222.88"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","13385-Employee Benefits","NON-UNION","0769","0769-Employee Benefits Manager","0000327","124595.04"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","13385-Employee Benefits","NON-UNION","6026","6026-Benefits and Wellness Coord","0000766","78742.56"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","13385-Employee Benefits","NON-UNION","6255","6255-HRIS Business Analyst","0000573","84812.03"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","13385-Employee Benefits","NON-UNION","6345","6345-Benefits Administrator","0005455","77906.94"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","13385-Employee Benefits","NON-UNION","6402","6402-Benefits Coordinator","0012757","64290.63"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","13385-Employee Benefits","NON-UNION","7692","7692-Administrative Coordinator-RM","0050858","80240.16"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","14275-General Liability/Insurance","NON-UNION","0051","0051-Administrative Assistant V","0000761","86982.37"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","14275-General Liability/Insurance","NON-UNION","0064","0064-Claims Manager General Liab","0000759","107240.32"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","14275-General Liability/Insurance","NON-UNION","0292","0292-Administrative Analyst II","0000763","92370.72"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","20755-Workers' Compensation","NON-UNION","0083","0083-Claims Mgr Worker Compensation","0000767","118050.43"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","20755-Workers' Compensation","NON-UNION","0161","0161-Worker's Comp Claims Assistant","0000768","68477.76"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","20755-Workers' Compensation","NON-UNION","2609","2609-Workers Comp Claims Adjuster","0002502","63649.98"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","20755-Workers' Compensation","NON-UNION","2609","2609-Workers Comp Claims Adjuster","0007519","68009.94"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","20755-Workers' Compensation","NON-UNION","2609","2609-Workers Comp Claims Adjuster","0007553","70864.19"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","20755-Workers' Compensation","NON-UNION","2609","2609-Workers Comp Claims Adjuster","0007554","65680.28"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","20755-Workers' Compensation","NON-UNION","2609","2609-Workers Comp Claims Adjuster","0012759","62911.68"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","20755-Workers' Compensation","NON-UNION","2609","2609-Workers Comp Claims Adjuster","0012760","74630.57"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","20755-Workers' Compensation","NON-UNION","5218","5218-Asst Claims Mgr Workers Cmp","0000760","84452.20"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","20755-Workers' Compensation","NON-UNION","6876","6876-Sr Workers Comp ClaimsAdjuster","0009236","78547.72"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","20755-Workers' Compensation","NON-UNION","6876","6876-Sr Workers Comp ClaimsAdjuster","0009237","77371.63"
"FY22","1076-Chief Financial Officer","1008-Risk Management (Office)","60162-ARPA - Revenue Loss","NON-UNION","2609","2609-Workers Comp Claims Adjuster","0108881","62911.68"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","10155-Administration","NON-UNION","0254","0254-Business Manager IV","0000537","100230.14"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","10155-Administration","NON-UNION","0294","0294-Administrative Analyst IV","0093729","94549.11"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","10155-Administration","NON-UNION","0854","0854-Public Information Officer","0007384","81027.65"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","10155-Administration","NON-UNION","1133","1133-Chief Information Officer","0012761","219572.54"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","10155-Administration","NON-UNION","5208","5208-Deputy Chief Informat Officer","0000353","163661.68"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","10155-Administration","NON-UNION","5208","5208-Deputy Chief Informat Officer","0012902","191673.90"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","10155-Administration","NON-UNION","5592","5592-Chief Technology Officer","0012792","174406.66"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","10155-Administration","NON-UNION","5796","5796-Executive Asst to Dir ERP","0034432","91708.27"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","10155-Administration","NON-UNION","6020","6020-Director of Security","0065418","79932.32"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","10155-Administration","NON-UNION","7021","7021-IT Asset Manager","0004166","108306.59"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","10155-Administration","SEIU 73","0051","0051-Administrative Assistant V","0012815","96326.88"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","10155-Administration","SEIU 73","0143","0143-Accountant III","0000829","63970.40"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","NON-UNION","5239","5239-Dir of Geographic Info Systms","0002916","121199.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","NON-UNION","6229","6229-GIS Manager","0000246","122250.56"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","NON-UNION","6777","6777-GIS Developer","0002122","80182.89"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","NON-UNION","6777","6777-GIS Developer","0007763","83808.94"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","SEIU 73","0050","0050-Administrative Assistant IV","0001468","83292.39"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","SEIU 73","0095","0095-Program Coordinator","0006756","120729.44"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","SEIU 73","0095","0095-Program Coordinator","0006757","119700.18"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","SEIU 73","1111","1111-Systems Analyst II","0012821","75068.97"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","SEIU 73","1111","1111-Systems Analyst II","0012907","81951.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","SEIU 73","1112","1112-Systems Analyst III","0007761","96326.88"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","SEIU 73","1113","1113-Systems Analyst IV","0006758","106489.34"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","SEIU 73","1113","1113-Systems Analyst IV","0012904","106878.72"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","SEIU 73","5897","5897-Project Manager-Bureau of Tech","0007845","117214.24"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","SEIU 73","5897","5897-Project Manager-Bureau of Tech","0007847","114379.20"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","SEIU 73","5897","5897-Project Manager-Bureau of Tech","0012910","90515.36"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","14385-Geographic Information Systems","SEIU 73","6056","6056-SQL DBA Database Administ","0007762","115290.69"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","18100-Program Management Office","NON-UNION","0028","0028-Program Manager","0022460","126928.80"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","18100-Program Management Office","NON-UNION","7003","7003-Org Change Mgmt Lead","0002613","103383.19"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","18100-Program Management Office","NON-UNION","8056","8056-Dir of Proj Mgmt & Opr'l Exce","0064254","130000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","18100-Program Management Office","SEIU 73","5574","5574-Project Manager","0002209","104254.70"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","18100-Program Management Office","SEIU 73","5574","5574-Project Manager","0004614","95314.50"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","18100-Program Management Office","SEIU 73","5574","5574-Project Manager","0006755","102801.45"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","18100-Program Management Office","SEIU 73","5897","5897-Project Manager-Bureau of Tech","0007844","114379.20"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","18100-Program Management Office","SEIU 73","5897","5897-Project Manager-Bureau of Tech","0007846","95071.90"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","18100-Program Management Office","SEIU 73","5897","5897-Project Manager-Bureau of Tech","0012772","114379.20"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","18100-Program Management Office","SEIU 73","5897","5897-Project Manager-Bureau of Tech","0012779","114379.20"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","18100-Program Management Office","SEIU 73","5897","5897-Project Manager-Bureau of Tech","0012793","114379.20"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","18100-Program Management Office","SEIU 73","6891","6891-Business Analyst-SEIU","0007843","101005.91"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33860-Data Analytics","NON-UNION","6805","6805-Chief Data Officer","0012795","124848.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33860-Data Analytics","NON-UNION","6859","6859-Information Analyst","0000445","82730.99"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33860-Data Analytics","SEIU 73","6056","6056-SQL DBA Database Administ","0007561","114379.20"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33885-Mainframe Print Operations","NON-UNION","6050","6050-Director of Platform Computing","0007334","140675.72"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33885-Mainframe Print Operations","TEAMSTERS","1101","1101-Computer Operator I","0012803","49316.80"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33885-Mainframe Print Operations","TEAMSTERS","1103","1103-Computer Operator III","0004163","54206.88"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33885-Mainframe Print Operations","TEAMSTERS","1103","1103-Computer Operator III","0012801","65318.24"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33885-Mainframe Print Operations","TEAMSTERS","1103","1103-Computer Operator III","0012802","67925.89"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33885-Mainframe Print Operations","TEAMSTERS","1104","1104-Computer Operator IV","0012807","83640.96"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33885-Mainframe Print Operations","TEAMSTERS","1116","1116-System Software Programmer III","0012794","91826.01"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33900-On-site Desktop Support","NON-UNION","1128","1128-Electronic Information Dir","0005354","110598.23"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33900-On-site Desktop Support","NON-UNION","6466","6466-Enterprise IT Oper Suppt Mgr","0013241","97904.07"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33900-On-site Desktop Support","SEIU 73","6057","6057-Field Technician I","0016440","89934.79"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33900-On-site Desktop Support","SEIU 73","6057","6057-Field Technician I","0016441","71677.97"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33900-On-site Desktop Support","SEIU 73","6057","6057-Field Technician I","0062770","71677.97"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33900-On-site Desktop Support","SEIU 73","6058","6058-Field Technician II","0005415","101833.82"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33900-On-site Desktop Support","SEIU 73","6058","6058-Field Technician II","0005522","99680.57"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33900-On-site Desktop Support","SEIU 73","6058","6058-Field Technician II","0012798","104278.72"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33900-On-site Desktop Support","SEIU 73","6058","6058-Field Technician II","0012911","110121.44"
