"hospital_name","facility_id","type_of_service","type_of_insurance","patient_gender","discharged_dead_or_alive","patient_age_group","discharge_year","number_of_discharges","average_length_of_stay","hospital_volume_ranking_2010"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Medicare","Male","Discharged Alive","41-64","2016","77","6.258789063","164"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Medicare","Male","Discharged Alive","75+","2016","151","5.244140625","164"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Other","Male","Discharged Dead","65-74","2016","1","1","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Other","Female","Discharged Alive","75+","2016","1","9","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Medicare","Male","Discharged Alive","65-74","2016","80","3.6875","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Commercial","Female","Discharged Alive","65-74","2016","8","2.625","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Commercial","Male","Discharged Alive","18-40","2016","15","3.866210938","164"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Medicaid","Male","Discharged Alive","0","2016","29","2.310058594","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Medicare","Male","Discharged Alive","75+","2016","72","4.471679688","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Medicare","Male","Discharged Alive","18-40","2016","1","6","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Medicaid","Male","Discharged Alive","18-40","2016","7","3.713867188","164"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Commercial","Male","Discharged Alive","13-17","2016","1","2","164"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Commercial","Female","Discharged Dead","41-64","2016","1","1","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Medicaid","Female","Discharged Alive","18-40","2016","70","3.628417969","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Medicare","Female","Discharged Dead","75+","2016","2","8","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Other","Female","Discharged Alive","18-40","2016","1","3","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Medicaid","Male","Discharged Dead","41-64","2016","1","8","164"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Medicaid","Male","Discharged Alive","18-40","2016","17","3.470214844","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Commercial","Female","Discharged Alive","13-17","2016","2","3.5","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Commercial","Female","Discharged Alive","18-40","2016","86","2.686035156","164"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Commercial","Female","Discharged Alive","75+","2016","2","4","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Medicaid","Female","Discharged Alive","41-64","2016","42","4.213867188","164"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Commercial","Female","Discharged Alive","41-64","2016","65","3.215332031","164"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Medicaid","Male","Discharged Alive","1-12","2016","5","2","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Medicare","Male","Discharged Dead","75+","2016","1","19","164"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Medicare","Male","Discharged Alive","65-74","2016","97","5.2265625","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Medicare","Female","Discharged Alive","41-64","2016","40","5.424804688","164"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Medicaid","Female","Discharged Alive","0","2016","30","1.966552734","164"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Other","Female","Discharged Alive","13-17","2016","1","2","164"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Commercial","Female","Discharged Alive","65-74","2016","2","3","164"
"Adirondack Medical Center-Saranac Lake Site","324","Surgical","Commercial","Female","Discharged Alive","41-64","2016","119","3.3359375","164"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Medicare","Female","Discharged Dead","65-74","2016","2","4.5","164"
"Adirondack Medical Center-Saranac Lake Site","324","Medical","Other","Male","Discharged Alive","41-64","2016","8","4.125","164"
"Albany Medical Center Hospital","1","Medical","Commercial","Male","Discharged Dead","18-40","2016","4","1","9"
"Albany Medical Center Hospital","1","Medical","Other","Male","Discharged Alive","13-17","2016","18","3.166503906","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Female","Discharged Dead","0","2016","8","1.25","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Female","Discharged Dead","75+","2016","1","1","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Female","Discharged Alive","1-12","2016","1","2","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Male","Discharged Alive","18-40","2016","702","4.060546875","9"
"Albany Medical Center Hospital","1","Medical","Other","Female","Discharged Alive","13-17","2016","16","3.125","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Female","Discharged Dead","65-74","2016","1","24","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Female","Discharged Alive","18-40","2016","356","5.241210938","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Male","Discharged Dead","18-40","2016","3","13","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Female","Discharged Dead","65-74","2016","1","1","9"
"Albany Medical Center Hospital","1","Medical","Other","Male","Discharged Alive","1-12","2016","23","2.173828125","9"
"Albany Medical Center Hospital","1","Surgical","Other","Female","Discharged Alive","18-40","2016","61","9.392578125","9"
"Albany Medical Center Hospital","1","Medical","Other","Male","Discharged Alive","18-40","2016","208","4.258789063","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Male","Discharged Alive","75+","2016","993","7.694335938","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Male","Discharged Alive","65-74","2016","1196","7.212890625","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Male","Discharged Alive","41-64","2016","1154","5.743164063","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Male","Discharged Alive","13-17","2016","86","4.173828125","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Male","Discharged Alive","41-64","2016","1412","5.700195313","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Female","Discharged Alive","75+","2016","5","24.59765625","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Female","Discharged Dead","75+","2016","1","2","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Male","Discharged Alive","18-40","2016","55","9.525390625","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Female","Discharged Alive","1-12","2016","561","2.935546875","9"
"Albany Medical Center Hospital","1","Surgical","Other","Female","Discharged Dead","18-40","2016","1","3","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Female","Discharged Dead","1-12","2016","2","1","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Male","Discharged Alive","1-12","2016","470","2.444335938","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Male","Discharged Alive","75+","2016","28","9.25","9"
"Albany Medical Center Hospital","1","Surgical","Other","Female","Discharged Alive","41-64","2016","65","7.21484375","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Female","Discharged Dead","41-64","2016","15","20.53125","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Male","Discharged Dead","75+","2016","2","26","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Male","Discharged Alive","41-64","2016","1442","4.440429688","9"
"Albany Medical Center Hospital","1","Medical","Other","Male","Discharged Alive","65-74","2016","90","5.399414063","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Female","Discharged Alive","13-17","2016","237","3.505859375","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Male","Discharged Alive","0","2016","47","10.12695313","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Male","Discharged Alive","75+","2016","6","6.5","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Female","Discharged Alive","65-74","2016","32","7.59375","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Female","Discharged Alive","65-74","2016","1008","6.575195313","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Male","Discharged Alive","65-74","2016","149","5.844726563","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Female","Discharged Dead","65-74","2016","63","7","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Female","Discharged Alive","18-40","2016","635","5.501953125","9"
"Albany Medical Center Hospital","1","Surgical","Other","Male","Discharged Alive","13-17","2016","9","10.44335938","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Female","Discharged Alive","0","2016","623","6.553710938","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Unknown","Discharged Alive","41-64","2016","1","4","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Female","Discharged Dead","0","2016","4","37.75","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Male","Discharged Dead","41-64","2016","33","8.2421875","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Female","Discharged Dead","65-74","2016","2","17.5","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Male","Discharged Alive","41-64","2016","558","9.4296875","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Female","Discharged Alive","1-12","2016","359","2.54296875","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Male","Discharged Dead","18-40","2016","3","3.666503906","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Male","Discharged Dead","65-74","2016","4","11.75","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Female","Discharged Alive","18-40","2016","781","4.830078125","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Male","Discharged Alive","18-40","2016","259","6.162109375","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Male","Discharged Dead","75+","2016","3","4.666015625","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Female","Discharged Alive","75+","2016","12","4.333007813","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Male","Discharged Dead","1-12","2016","1","19","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Male","Discharged Dead","18-40","2016","5","10.59960938","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Male","Discharged Alive","41-64","2016","500","9.060546875","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Male","Discharged Dead","65-74","2016","42","16.42578125","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Female","Discharged Alive","13-17","2016","194","3.252441406","9"
"Albany Medical Center Hospital","1","Surgical","Other","Female","Discharged Alive","75+","2016","11","22.90625","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Female","Discharged Alive","18-40","2016","1660","4.000976563","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Male","Discharged Alive","18-40","2016","294","8.25","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Male","Discharged Dead","0","2016","2","12","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Female","Discharged Alive","75+","2016","1800","6.041015625","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Female","Discharged Dead","18-40","2016","6","9.5","9"
"Albany Medical Center Hospital","1","Not Applicable","Commercial","Female","Discharged Alive","18-40","2016","1","5","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Female","Discharged Dead","18-40","2016","1","4","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Male","Discharged Alive","75+","2016","1421","6.27734375","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Unknown","Discharged Alive","41-64","2016","2","7.5","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Male","Discharged Dead","41-64","2016","20","10.8984375","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Female","Discharged Alive","41-64","2016","443","7.669921875","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Female","Discharged Alive","75+","2016","12","4.416015625","9"
"Albany Medical Center Hospital","1","Surgical","Other","Male","Discharged Dead","0","2016","1","39","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Female","Discharged Alive","41-64","2016","1011","5.858398438","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Female","Discharged Alive","41-64","2016","487","8.169921875","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Male","Discharged Alive","0","2016","821","7.546875","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Male","Discharged Alive","1-12","2016","710","2.94921875","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Female","Discharged Dead","65-74","2016","26","16.61328125","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Female","Discharged Dead","65-74","2016","1","2","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Male","Discharged Dead","65-74","2016","74","8.876953125","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Female","Discharged Dead","75+","2016","49","12.01953125","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Female","Discharged Alive","0","2016","29","24.89453125","9"
"Albany Medical Center Hospital","1","Surgical","Other","Male","Discharged Dead","41-64","2016","6","10.5","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Male","Discharged Dead","41-64","2016","28","5","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Male","Discharged Alive","13-17","2016","61","6.163085938","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Female","Discharged Alive","41-64","2016","1149","5.17578125","9"
"Albany Medical Center Hospital","1","Surgical","Other","Male","Discharged Alive","0","2016","1","4","9"
"Albany Medical Center Hospital","1","Surgical","Other","Male","Discharged Alive","65-74","2016","49","12.14257813","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Male","Discharged Dead","65-74","2016","6","3.833007813","9"
"Albany Medical Center Hospital","1","Surgical","Other","Female","Discharged Alive","13-17","2016","12","7.333007813","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Male","Discharged Dead","65-74","2016","1","1","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Male","Discharged Alive","18-40","2016","376","5.568359375","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Female","Discharged Alive","0","2016","730","7.065429688","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Female","Discharged Alive","18-40","2016","111","8.62890625","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Male","Discharged Dead","0","2016","3","56.6640625","9"
"Albany Medical Center Hospital","1","Medical","Other","Male","Discharged Alive","41-64","2016","299","5.698242188","9"
"Albany Medical Center Hospital","1","Medical","Other","Female","Discharged Alive","1-12","2016","17","1.705810547","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Male","Discharged Alive","75+","2016","22","4.544921875","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Female","Discharged Dead","13-17","2016","1","4","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Female","Discharged Alive","75+","2016","19","4.578125","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Male","Discharged Alive","18-40","2016","782","5.588867188","9"
"Albany Medical Center Hospital","1","Medical","Other","Female","Discharged Dead","41-64","2016","1","1","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Male","Discharged Dead","1-12","2016","5","4.399414063","9"
"Albany Medical Center Hospital","1","Surgical","Other","Male","Discharged Alive","41-64","2016","138","12.31054688","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Female","Discharged Dead","0","2016","7","19.140625","9"
"Albany Medical Center Hospital","1","Medical","Other","Male","Discharged Dead","75+","2016","6","8.166015625","9"
"Albany Medical Center Hospital","1","Surgical","Other","Female","Discharged Dead","13-17","2016","1","1","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Female","Discharged Dead","41-64","2016","9","9.220703125","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Male","Discharged Alive","1-12","2016","1","2","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Male","Discharged Dead","0","2016","6","10.16601563","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Male","Discharged Dead","75+","2016","1","4","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Male","Discharged Dead","65-74","2016","1","3","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Female","Discharged Dead","13-17","2016","1","14","9"
"Albany Medical Center Hospital","1","Medical","Other","Male","Discharged Dead","41-64","2016","4","6.75","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Male","Discharged Alive","0","2016","80","12.11132813","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Male","Discharged Alive","65-74","2016","27","7.962890625","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Male","Discharged Alive","1-12","2016","107","3.064941406","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Male","Discharged Dead","18-40","2016","1","13","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Male","Discharged Dead","41-64","2016","13","16.15234375","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Male","Discharged Alive","1-12","2016","160","4.649414063","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Female","Discharged Dead","41-64","2016","28","10.75","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Female","Discharged Dead","41-64","2016","20","10.19921875","9"
"Albany Medical Center Hospital","1","Surgical","Other","Male","Discharged Dead","75+","2016","3","12.33203125","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Female","Discharged Alive","0","2016","41","24.2890625","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Female","Discharged Dead","41-64","2016","21","9.142578125","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Female","Discharged Alive","65-74","2016","98","6.540039063","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Female","Discharged Alive","1-12","2016","84","4.333007813","9"
"Albany Medical Center Hospital","1","Surgical","Other","Male","Discharged Alive","75+","2016","43","10.46484375","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Male","Discharged Alive","65-74","2016","20","6.149414063","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Female","Discharged Alive","13-17","2016","58","3.620605469","9"
"Albany Medical Center Hospital","1","Surgical","Other","Male","Discharged Alive","1-12","2016","6","7","9"
"Albany Medical Center Hospital","1","Medical","Other","Male","Discharged Alive","0","2016","31","9.322265625","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Male","Discharged Alive","0","2016","760","5.858398438","9"
"Albany Medical Center Hospital","1","Surgical","Other","Female","Discharged Dead","75+","2016","3","10","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Female","Discharged Alive","75+","2016","951","7.5625","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Female","Discharged Dead","18-40","2016","3","11.66601563","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Male","Discharged Dead","41-64","2016","19","16.1015625","9"
"Albany Medical Center Hospital","1","Surgical","Medicare","Female","Discharged Alive","1-12","2016","1","9","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Male","Discharged Dead","41-64","2016","32","5.59375","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Female","Discharged Alive","41-64","2016","1266","4.655273438","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Female","Discharged Alive","18-40","2016","1378","3.470214844","9"
"Albany Medical Center Hospital","1","Surgical","Other","Female","Discharged Alive","1-12","2016","6","3.833007813","9"
"Albany Medical Center Hospital","1","Medical","Other","Female","Discharged Alive","0","2016","19","3.684082031","9"
"Albany Medical Center Hospital","1","Surgical","Other","Female","Discharged Dead","65-74","2016","2","13.5","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Female","Discharged Alive","65-74","2016","15","11.66601563","9"
"Albany Medical Center Hospital","1","Medical","Other","Female","Discharged Alive","18-40","2016","105","3.5234375","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Male","Discharged Alive","13-17","2016","190","3.362792969","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Female","Discharged Dead","18-40","2016","4","6","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Female","Discharged Alive","65-74","2016","1299","6.022460938","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Male","Discharged Alive","75+","2016","29","4.654296875","9"
"Albany Medical Center Hospital","1","Medical","Other","Female","Discharged Alive","41-64","2016","83","3.602050781","9"
"Albany Medical Center Hospital","1","Medical","Other","Male","Discharged Dead","65-74","2016","5","9","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Female","Discharged Dead","18-40","2016","4","20.25","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Male","Discharged Alive","41-64","2016","1204","6.3125","9"
"Albany Medical Center Hospital","1","Medical","Other","Male","Discharged Alive","75+","2016","58","5.87890625","9"
"Albany Medical Center Hospital","1","Surgical","Medicaid","Female","Discharged Alive","13-17","2016","63","5.571289063","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Male","Discharged Dead","75+","2016","114","5.903320313","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Male","Discharged Dead","18-40","2016","9","7.221679688","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Male","Discharged Alive","65-74","2016","1353","6.197265625","9"
"Albany Medical Center Hospital","1","Medical","Medicare","Female","Discharged Dead","75+","2016","144","6.52734375","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Male","Discharged Dead","13-17","2016","1","1","9"
"Albany Medical Center Hospital","1","Medical","Other","Female","Discharged Dead","65-74","2016","1","4","9"
"Albany Medical Center Hospital","1","Medical","Other","Female","Discharged Alive","75+","2016","32","7.75","9"
"Albany Medical Center Hospital","1","Surgical","Other","Male","Discharged Dead","18-40","2016","2","16","9"
"Albany Medical Center Hospital","1","Surgical","Other","Male","Discharged Alive","18-40","2016","113","8","9"
"Albany Medical Center Hospital","1","Surgical","Commercial","Male","Discharged Dead","75+","2016","1","2","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Female","Discharged Dead","41-64","2016","23","11","9"
"Albany Medical Center Hospital","1","Medical","Medicaid","Female","Discharged Alive","41-64","2016","891","5.0234375","9"
"Albany Medical Center Hospital","1","Medical","Commercial","Male","Discharged Dead","0","2016","16","7.5625","9"
"Albany Medical Center Hospital","1","Surgical","Other","Female","Discharged Alive","65-74","2016","21","10.47460938","9"
