"year","pfi","county","region","maternity_facility","total_births","infants_2000_gm","adj_births","total_infants_vaccinated","infants_vaccinated1"
"2015","565","Niagara","WRO","Lockport Memorial Hospital","360","1","359","314","87.47"
"2015","746","Otsego","CDRO","Mary Imogene Bassett Hospital","822","4","818","684","83.62"
"2015","804","St. Lawrence","CNYRO","Massena Memorial Hospital","237","5","232","204","87.93"
"2015","213","Erie","WRO","Mercy Hospital","2449","32","2417","2204","91.19"
"2015","513","Nassau","MARO","Mercy Medical Center","1132","36","1096","882","80.47"
"2015","3067","Erie","WRO","Millard Fillmore Suburban Hospital","2613","8","2605","2125","81.57"
"2015","583","Niagara","WRO","Mount Saint Mary's Hospital/Health Center","423","5","418","371","88.76"
"2015","528","Nassau","MARO","Nassau University Medical Center","1440","38","1402","1169","83.38"
"2015","330","Fulton","CDRO","Nathan Littauer Hospital","358","1","357","293","82.07"
"2015","574","Niagara","WRO","Niagara Falls Memorial Medical Center","420","6","414","392","94.69"
"2015","393","Livingston","WRO","Nicholas H Noyes Memorial Hospital","345","0","345","312","90.43"
"2015","192","Dutchess","MARO","Northern Dutchess Hospital","963","3","960","545","56.77"
"2015","1117","Westchester","MARO","Northern Westchester Hospital","1636","37","1599","1393","87.12"
"2015","541","Nassau","MARO","North Shore University Hospital-MANHASSET","6483","204","6279","4725","75"
"2015","776","Rockland","MARO","Nyack Hospital","1777","27","1750","1264","72.23"
"2015","66","Cattaraugus","WRO","Olean General Hospital","739","8","731","614","83.99"
"2015","397","Madison","CNYRO","Oneida Healthcare Center","495","4","491","456","92.87"
"2015","699","Orange","MARO","Orange Regional Medical Center","1910","50","1860","1510","81.18"
"2015","727","Oswego","CNYRO","Oswego Hospital","520","10","510","486","95.29"
"2015","43","Broome","CNYRO","Our Lady of Lourdes Memorial Hospital","1111","4","1107","966","87.26"
"2015","471","Monroe","WRO","Park Ridge Hospital-Rochester Unity Hospital","1553","19","1534","1386","90.35"
"2015","938","Suffolk","MARO","Peconic Bay Medical Center","332","2","330","312","94.55"
"2015","1129","Westchester","MARO","Phelps Memorial Hospital ","921","3","918","770","83.88"
"2015","752","Putnam","MARO","Putnam Hospital Center","401","4","397","305","76.83"
"2015","411","Monroe","WRO","Rochester General Hospital","2292","37","2255","2046","90.73"
"2015","589","Oneida","CNYRO","Rome Memorial Hospital ","548","2","546","497","91.03"
"2015","704","Orange","MARO","Saint Anthony Community Hospital","332","3","329","254","77.20"
"2015","943","Suffolk","MARO","Saint Catherine of Siena Hospital","764","10","754","623","82.63"
"2015","896","Suffolk","MARO","Saint Charles Hospital ","1481","13","1468","840","57.22"
"2015","870","Steuben","WRO","Saint James Mercy Hospital","39","0","39","37","94.87"
"2015","1097","Westchester","MARO","Saint Johns Riverside Hospital","1317","17","1300","1186","91.23"
"2015","630","Onondaga","CNYRO","Saint Josephs Hospital Health Center","1921","32","1889","1755","92.91"
"2015","694","Orange","MARO","Saint Luke's Hospital of Newburgh","912","10","902","852","94.46"
"2015","484","Montgomery","CDRO","Saint Mary's Hospital at Amsterdam","483","1","482","464","96.27"
"2015","756","Rensselaer","CDRO","Samaritan Hospital/Burdett Birth Center","991","6","985","827","83.96"
"2015","367","Jefferson","CNYRO","Samaritan Medical Center","1644","36","1608","1496","93.03"
"2015","818","Saratoga","CDRO","Saratoga Hospital","716","3","713","608","85.27"
"2015","218","Erie","WRO","Sisters of Charity Hospital","3461","183","3278","2929","89"
"2015","889","Suffolk","MARO","Southampton Hospital","771","4","767","639","83.31"
"2015","527","Nassau","MARO","South Nassau Communities Hospital","2072","25","2047","1512","73.86"
"2015","1072","Westchester","MARO","South Shore Medical Center","1167","23","1144","1120","97.90"
"2015","924","Suffolk","MARO","Southside Hospital","2441","34","2407","2033","84.46"
"2015","5","Albany","CDRO","St. Peters Hospital","2650","81","2569","2367","92.14"
"2015","413","Monroe","WRO","Strong Memorial Hospital","2901","301","2600","2235","85.96"
"2015","58","Broome","CNYRO","United Health Services Hospital/Wilson","1450","47","1403","1223","87.17"
"2015","339","Genesee","WRO","United Memorial Medical Center ","635","5","630","531","84.29"
"2015","245","Suffolk","MARO","University Hospital Stony Brook","4223","166","4057","2129","52.48"
"2015","181","Dutchess","MARO","Vassar Brothers Hospital","2390","95","2295","1781","77.60"
"2015","1028","Wayne","WRO","Viahealth of Wayne","714","9","705","671","95.18"
"2015","1139","Westchester","MARO","Westchester Medical Center","959","201","758","376","49.60"
"2015","1045","Westchester","MARO","White Plains Hospital Center","1849","42","1807","1491","82.51"
"2015","511","Nassau","MARO","Winthrop-University Hospital","4902","157","4745","2810","59.22"
"2015","103","Chautauqua","WRO","Woman's Christian Association","684","12","672","652","97.02"
"2015","208","Erie","WRO","Women and Children's Hospital of Buffalo","2910","196","2714","2446","90.13"
"2015","1153","Wyoming","WRO","Wyoming County Community Hospital","154","0","154","141","91.56"
