"county","priority_area_order","priority_area","focus_area_order","focus_area","contractor","contract_information","contractor_main_address","phone_number","email"
"Oneida","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Tompkins","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Steuben","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Regional Prevention and Support Programs (formerly CSPs)","259 Monroe Ave Suite 100Rochester , NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Make the Road New York","Health and Human Services for LGBT Individuals, Families and Communities","301 Grove St Brooklyn, NY 11237","(718)418-7690","deborah.axt@maketheroadny.org"
"Nassau","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Albany","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Capital District Gay & Lesbian Community Council, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","332 Hudson Ave Albany, NY 12210","(518) 462-6138","mharvey@capitalpridecenter.org"
"Delaware","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Harlem United Community AIDS Center, Inc.","Regional Prevention and Support Programs (formerly CSPs)","306 Lenox Ave 3rd Fl New York , NY 10027","(212) 803-2863","jkilmer@harlemunited.org"
"Rensselaer","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Schuyler","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Expanded Syringe Access Program","259 Monroe Ave Suite 100 Rochester , NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
"St. Lawrence","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Monroe","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Action For A Better Community, Inc.","HIV/STD/HCV Prevention and Related Services for Young People through the use of Youth Health Advocates","550 East Main St Rochester , NY 14604","(585) 325-5116","jnorman@abcinfo.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","Regional Prevention and Support Programs (formerly CSPs)","446 West 33rd St 6th Fl New York , NY 10001","(212)367-1524","billb@gmhc.org"
"Seneca","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Health & Human Svcs for LGBT Individuals, Families and Communities","259 Monroe Ave Rochester , NY 14607","(585)545-7200","bbelecz@trilliumhealth.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Montefiore Medical Center","HIV/STD/HCV Prevention & Related Services for Young Gay Men/MSM with a focus on COC","111 East 210th St Bronx , NY 10467","(718) 920-4151","vhatcher@montefiore.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","446 West 33rd St 6th Fl New York , NY 10001","(212)367-1524","billb@gmhc.org "
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Allegany","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Orange","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STD/HCV Prevention & Related Services for Young Gay Men/MSM with a focus on COC","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","The Osborne Association, Inc.","Criminal Justice Services Upon Release","809 Westchester Ave Bronx , NY 10455","(718) 707-2600","egaynes@osborneny.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Citiwide Harm Reduction Program, Inc.","Harm Reduction/Syringe Exchange","540 East Fordham Rd Bronx , NY 10458","(718) 295-2666","jdavila@boomhealth.org"
"Cayuga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Jefferson","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Rensselaer","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Catholic Charities AIDS Services","Harm Reduction/Syringe Exchange","100 Slingerland St Albany , NY 12202","(518) 449-3581","stephaniel@ccalbany.org"
"Allegany","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay & Lesbian Youth Services of Western NY, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","371 Delaware Ave Buffalo, NY 14202","(716) 855-0221","Kinsey6XX@aol.com"
"Allegany","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","barbara.falkman@suffolkcountyny.gov"
"Putnam","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Urban League of Westchester County, Inc.","Community Mobilization Programs (formerly CDIs)","61 Mitchell Pl White Plains , NY 10606","(914) 428-6300","limacss@aol.com"
"Tompkins","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Chenango","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Niagara","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Pride Center of Western New York, Inc.","STD Testing and Awareness","206 South Elmwood Ave 3rd Floor Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Tioga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Delaware","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Catholic Charities AIDS Services","Harm Reduction/Syringe Exchange","100 Slingerland St Albany , NY 12202","(518) 449-3581","stephaniel@ccalbany.org"
"Columbia","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley LGBTQ Community Center","Health and Human Services for LGBT Individuals, Families and Communities","300 Wall St PO Box 3994 Kingston, NY  12402","(845) 331-5300","J.rindler@lgbtqcenter.org"
"Wyoming","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Schenectady","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","BOOM!Health","Regional Prevention and Support Programs (formerly CSPs)","540 East Fordham Rd Bronx , NY 10458","(718) 295-5605","jdavila@basnyc.org"
"Orleans","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Putnam","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Urban League of Westchester County, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","61 Mitchell Pl White Plains , NY 10606","(914) 428-6300","limacss@aol.com"
"Steuben","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Saratoga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Catholic Charities AIDS Services","Harm Reduction/Syringe Exchange","100 Slingerland St Albany , NY 12202","(518) 449-3581","stephaniel@ccalbany.org"
"Greene","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Dutchess","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Nassau","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Long Island Crisis Center, Inc.","HIV/STD/HCV Prevention and Related Services for Young People through the use of Youth Health Advocates  (Component B)","2740 Martin Ave Bellmore , NY 11710","(516) 826-0244","lleonard@longislandcrisiscenter.org"
"Orange","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Wayne","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Family Services Network of New York, Inc.","Harm Reduction/Syringe Exchange","1420 Bushwick Ave Brooklyn , NY 11207","(718)455-6016","bigwe@fsnny.org"
"Montgomery","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Herkimer","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","APICHA Community Health Center","Community Mobilization Programs (formerly CDIs)","400 Broadway New York , NY 10013","(646) 884-5377","trodriguez@apicha.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","APICHA Community Health Center","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","400 Broadway New York , NY 10013","(646) 884-5377","trodriguez@apicha.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","APICHA Community Health Center","Targeted Prevention and Support Services Programs (formerly MSAs)","400 Broadway New York , NY 10013","(646) 884-5377","trodriguez@apicha.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Bronx AIDS Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","540 East Fordham Rd Bronx , NY 10458","(718) 295-5605","jdavila@basnyc.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Bronx AIDS Services, Inc.","Prevention Services for Young People","540 East Fordham Rd Bronx , NY 10458","(718) 295-5605","jdavila@basnyc.org"
"Nassau","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Long Island Crisis Center, Inc.","HIV/STD/HCV Prevention and Related Services for Young Gay Men/Men who have Sex with Men with a Focus on COC ( Component A)","2740 Martin Ave Bellmore , NY 11710","(516)826-0244","lleonard@longislandcrisiscenter.org"
"Orange","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Harm Reduction/Syringe Exchange","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Erie","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Community Access Services of WNY, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","206 South Elmwood Ave Buffalo , NY 14201","(716)228-2025","rganoe@evergreenhs.org"
"Ontario","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Columbia","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Genesee","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Chautauqua","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Fulton","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Catholic Charities AIDS Services","Expanded Syringe Access Program","100 Slingerland St Albany , NY 12202","(518) 449-3581","stephaniel@ccalbany.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","The Osborne Association, Inc.","Criminal Justice Positive Pathways","809 Westchester Ave Bronx , NY 10455","(718) 707-2600","egaynes@osborneny.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Bridging Access to Care, Inc.","HIV/STD /HCV Prevention & realted Services for young gay men/MSM with a focus on COC","2261 Church Ave, Brooklyn, NY  11226","(347) 505-5000","gsmith@bac-ny.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Community Health Action of Staten Island, Inc.","Criminal Justice Services Upon Release","56 Bay St 4th Fl Staten Island , NY 10301","(718) 808-1402","diane.arneth@chasiny.org"
"Erie","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
