Year,Region,Program Name,Indicator Name,Master ID,Eligible Patients,Indicator Value,Quintile,Facility Type,Address,City,ZIP,Location,New York Zip Codes,Counties,NYS Senate Districts,Local Waterfront Revitalization Program (LWRP) Communities,School Districts 2016.shp
2011,Bronx,"Narco Freedom, Inc.-Neighborhood and Family Health Center East 149th Street Site",Tobacco Use Screening,TOB_1,75,100,,Drug Treatment Center,324 E. 149th Street,Bronx,10451,"(40.816625, -73.92068)",647,2032,14,37,131
2011,Bronx,Montefiore Medical Group-CICERO Program-Comprehensive Health Care Center,Tobacco Use Screening,TOB_1,75,100,,Community Health Center,305 East 161st Street,Bronx,10451,"(40.825462, -73.91699)",647,2032,21,37,142
2011,Bronx,Care for the Homeless,Genital Gonorrhea Testing,STI_7,8,12.5,Fifth,Community Health Center,1921 Jerome Avenue,Bronx,10453,"(40.850861, -73.91048)",649,2032,14,37,177
2011,Bronx,Institute for Family Health-Urban Horizon Family Health Center and River Center for Counseling,Tobacco Use Screening,TOB_1,61,77,,Community Health Center,50 East 168th St.,Bronx,10452,"(40.836314, -73.91908)",648,2032,14,37,142
2011,Bronx,Project Samaritan Health Services-Starhill Clinic,Genital Gonorrhea Testing,STI_7,20,5,Fifth,Drug Treatment Center,1600 Macombs Road,Bronx,10452,"(40.846012, -73.91654)",648,2032,14,37,142
2011,Bronx,Montefiore Medical Center Department of Pediatrics,Genital Chlamydia Testing,STI_3,64,29.7,Fourth,Community Health Center,1621 Eastchester Road,Bronx,10461,"(40.845459, -73.84555)",674,2032,52,37,176
2011,Bronx,Montefiore Health System-Substance Abuse Treatment Program-Unit I,Genital Chlamydia Testing,STI_3,24,37.5,Fourth,Drug Treatment Center,3550 Jerome Ave.,Bronx,10467,"(40.883999, -73.87987)",704,2032,25,37,177
2011,Bronx,Institute for Family Health-Urban Horizon Family Health Center and River Center for Counseling,Suppressed at Last VL of Review Period,VL_1,52,59.6,Fifth,Community Health Center,50 East 168th St.,Bronx,10452,"(40.836314, -73.91908)",648,2032,14,37,142
2011,Bronx,Bronx_AVERAGE (After Redaction),Genital Chlamydia Testing,STI_3,1960,40.7,Third,,,,,,,,,,
2011,Bronx,Lincoln Medical and Mental Health Center-NYC Health and Hosp. Corp.,Tobacco Use Screening,TOB_1,99,100,,Designated AIDS Center,234 East 149th Street,Bronx,10451,"(40.81689, -73.92444)",647,2095,14,37,131
2011,Bronx,Segundo Ruiz Belvis Diagnostic & Treatment Ctr-NYC Health and Hosp. Corp.,Tobacco Use Screening,TOB_1,40,90,,Community Health Center,"545 East 142nd St, 2nd Floor",Bronx,10454,"(40.81013, -73.91577)",650,2032,14,37,131
2011,Bronx,Acacia Network-Promesa Claremont Family Health Clinic,Suppressed at Last VL of Review Period,VL_1,16,62.5,Fourth,Drug Treatment Center,262-4 174th Street,Bronx,10457,"(40.844492, -73.90605)",653,2032,51,37,142
2011,Bronx,Acacia Network-Promesa Clay Avenue,Genital Chlamydia Testing,STI_3,61,1.6,Fifth,Drug Treatment Center,1776 Clay Ave,Bronx,10457,"(40.846149, -73.90424)",653,2032,51,37,142
2011,Bronx,Montefiore Medical Group-CICERO Program-Fordham Family Practice,Tobacco Use Screening,TOB_1,24,95.8,,Community Health Center,1 Fordham Plaza,Bronx,10458,"(40.860639, -73.89022)",654,2032,52,37,177
2011,Bronx,Community Healthcare Network-Bronx Health Center,Genital Gonorrhea Testing,STI_7,70,75.7,Second,Community Health Center,975 Westchester Avenue,Bronx,10459,"(40.823206, -73.89525)",655,2032,21,37,140
2011,Bronx,AECOM DOSA-Waters Place,Genital Gonorrhea Testing,STI_7,46,34.8,Fourth,Drug Treatment Center,1510 Waters Place,Bronx,10461,"(40.845876, -73.84075)",674,2032,52,37,176
2011,Bronx,Care for the Homeless,Suppressed at Last VL of Review Period,VL_1,,,,Community Health Center,1921 Jerome Avenue,Bronx,10453,"(40.850861, -73.91048)",649,2032,14,37,177
2011,Bronx,Montefiore Health System-Montefiore Medical Center (Moses Division)-Center for Positive Living-Designated AIDS Center,Tobacco Use Screening,TOB_1,105,81,,Designated AIDS Center,"3444 Kossuth Avenue, 3rd Floor",Bronx,10467,"(40.881239, -73.88109)",704,2032,25,37,177
2011,Bronx,Montefiore Health System-Montefiore Medical Center (Moses Division)-Center for Positive Living-Designated AIDS Center,Genital Chlamydia Testing,STI_3,105,22.9,Fourth,Designated AIDS Center,"3444 Kossuth Avenue, 3rd Floor",Bronx,10467,"(40.881239, -73.88109)",704,2032,25,37,177
2011,Bronx,Morris Heights Health Center-Walton,Genital Gonorrhea Testing,STI_7,46,82.6,First,Community Health Center,25 East 183rd street,Bronx,10453,"(40.858719, -73.90289)",705,2032,51,37,177
2011,Bronx,Brightpoint Health-Inwood Health Center,Genital Gonorrhea Testing,STI_7,79,44.3,Third,Community Health Center,1545 Inwood Avenue,Bronx,10452,"(40.844133, -73.91666)",648,2032,14,37,142
2011,Bronx,Montefiore Medical Group-CICERO Program-Castle Hill Family Practice,Genital Chlamydia Testing,STI_3,15,13.3,Fifth,Community Health Center,2175 Westchester Avenue,Bronx,10462,"(40.834144, -73.85235)",675,2032,52,37,176
2011,Bronx,Bronx_AVERAGE (Before Redaction),Genital Chlamydia Testing,STI_3,1967,40.8,Third,,,,,,,,,,
2011,Bronx,Care for the Homeless,Tobacco Use Screening,TOB_1,8,62.5,,Community Health Center,1921 Jerome Avenue,Bronx,10453,"(40.850861, -73.91048)",649,2032,14,37,177
2011,Bronx,Montefiore Medical Group-CICERO Program-Fordham Family Practice,Suppressed at Last VL of Review Period,VL_1,21,81,Third,Community Health Center,1 Fordham Plaza,Bronx,10458,"(40.860639, -73.89022)",654,2032,52,37,177
2011,Bronx,Morris Heights Health Center-137th Street (St. Ann's),Genital Chlamydia Testing,STI_3,15,53.3,Third,Community Health Center,625 East 137th street,Bronx,10454,"(40.805521, -73.91589)",650,2032,14,37,131
2011,Bronx,Montefiore Medical Group-CICERO Program-South Bronx Center for Child. & Fam.,Genital Gonorrhea Testing,STI_7,39,33.3,Fourth,Community Health Center,311 East 161st Street,Bronx,10451,"(40.825107, -73.91689)",647,2032,21,37,142
2011,Bronx,Montefiore Medical Center Department of Pediatrics,Suppressed at Last VL of Review Period,VL_1,61,72.1,Fourth,Community Health Center,1621 Eastchester Road,Bronx,10461,"(40.845459, -73.84555)",674,2032,52,37,176
2011,Bronx,Acacia Network-Promesa Claremont Family Health Clinic,Tobacco Use Screening,TOB_1,34,55.9,,Drug Treatment Center,262-4 174th Street,Bronx,10457,"(40.844492, -73.90605)",653,2032,51,37,142
2011,Bronx,Morris Heights Health Center-Burnside,Tobacco Use Screening,TOB_1,67,100,,Community Health Center,85 W. Burnside Ave.,Bronx,10453,"(40.854888, -73.91013)",649,2032,51,37,177
2011,Bronx,Morris Heights Health Center-Walton,Suppressed at Last VL of Review Period,VL_1,42,73.8,Fourth,Community Health Center,25 East 183rd street,Bronx,10453,"(40.858719, -73.90289)",705,2032,51,37,177
2011,Bronx,AECOM DOSA-Waters Place,Suppressed at Last VL of Review Period,VL_1,39,92.3,First,Drug Treatment Center,1510 Waters Place,Bronx,10461,"(40.845876, -73.84075)",674,2032,52,37,176
2011,Bronx,VIP Community Services,Genital Chlamydia Testing,STI_3,43,34.9,Fourth,Drug Treatment Center,"1910 Arthur Ave., 9th Floor",Bronx,10457,"(40.845477, -73.89298)",653,2032,51,37,140
2011,Brooklyn,"Bedford Stuyvesant Family Health Center, Inc.",Genital Chlamydia Testing,STI_3,64,51.6,Third,Community Health Center,1413 Fulton Street,Brooklyn,11216,"(40.679842, -73.94255)",894,2090,48,37,59
2011,Bronx,Montefiore Health System-Substance Abuse Treatment Program-Unit I,Tobacco Use Screening,TOB_1,24,100,,Drug Treatment Center,3550 Jerome Ave.,Bronx,10467,"(40.883999, -73.87987)",704,2032,25,37,177
2011,Bronx,Morris Heights Health Center-137th Street (St. Ann's),Suppressed at Last VL of Review Period,VL_1,14,42.9,Fifth,Community Health Center,625 East 137th street,Bronx,10454,"(40.805521, -73.91589)",650,2032,14,37,131
2011,Bronx,Montefiore Health System-Montefiore Medical Center (Moses Division)-Center for Positive Living-Designated AIDS Center,Suppressed at Last VL of Review Period,VL_1,90,73.3,Fourth,Designated AIDS Center,"3444 Kossuth Avenue, 3rd Floor",Bronx,10467,"(40.881239, -73.88109)",704,2032,25,37,177
2011,Bronx,Montefiore Health System-Substance Abuse Treatment Program-Unit I,Suppressed at Last VL of Review Period,VL_1,24,66.7,Fourth,Drug Treatment Center,3550 Jerome Ave.,Bronx,10467,"(40.883999, -73.87987)",704,2032,25,37,177
2011,Bronx,Montefiore Medical Group-CICERO Program-Williamsbridge Family Practice,Suppressed at Last VL of Review Period,VL_1,29,82.8,Third,Community Health Center,3448 Boston Road,Bronx,10469,"(40.876028, -73.84854)",706,2032,25,37,176
2011,Bronx,Montefiore Medical Group-CICERO Program-Comprehensive Family Care Center,Genital Chlamydia Testing,STI_3,49,65.3,Second,Community Health Center,1621 Eastchester Road,Bronx,10461,"(40.845459, -73.84555)",674,2032,52,37,176
2011,Brooklyn,Ambulatory Surgery Center of Brooklyn,Genital Chlamydia Testing,STI_3,64,98.4,First,Community Health Center,313 43rd Street,Brooklyn,11232,"(40.651711, -74.00992)",815,2090,48,37,34
2011,Bronx,Jacobi Medical Center-Adult HIV Clinic-NBHN-NYC Health and Hosp. Corp.,Suppressed at Last VL of Review Period,VL_1,100,72,Fourth,Designated AIDS Center,"1400 Pelham Pkwy So., Bld 5, 6th flr-6A",Bronx,10461,"(40.855908, -73.84592)",674,2032,52,37,176
2011,Bronx,Bronx_AVERAGE (Before Redaction),Tobacco Use Screening,TOB_1,1967,89.3,,,,,,,,,,,
2011,Bronx,Montefiore Medical Group-CICERO Program-Comprehensive Health Care Center,Genital Chlamydia Testing,STI_3,75,48,Third,Community Health Center,305 East 161st Street,Bronx,10451,"(40.825462, -73.91699)",647,2032,21,37,142
2011,Bronx,Montefiore Medical Center Department of Pediatrics,Genital Gonorrhea Testing,STI_7,64,3.1,Fifth,Community Health Center,1621 Eastchester Road,Bronx,10461,"(40.845459, -73.84555)",674,2032,52,37,176
2011,Bronx,Montefiore Medical Group-CICERO Program-South Bronx Center for Child. & Fam.,Suppressed at Last VL of Review Period,VL_1,36,75,Third,Community Health Center,311 East 161st Street,Bronx,10451,"(40.825107, -73.91689)",647,2032,21,37,142
2011,Bronx,Acacia Network-Promesa Clay Avenue,Genital Gonorrhea Testing,STI_7,61,4.9,Fifth,Drug Treatment Center,1776 Clay Ave,Bronx,10457,"(40.846149, -73.90424)",653,2032,51,37,142
2011,Bronx,All Med Medical and Rehabilitation of New York-3rd Avenue Site,Genital Chlamydia Testing,STI_3,67,16.4,Fifth,Community Health Center,"2604 3rd Ave., 4th Floor",Bronx,10454,"(40.811892, -73.92507)",650,2095,14,37,131
2011,Bronx,AECOM DOSA-Port Morris,Genital Gonorrhea Testing,STI_7,49,16.3,Fifth,Drug Treatment Center,"804 E. 138th Street, Hub 1, Hub 2, Hub 3",Bronx,10454,"(40.803392, -73.91062)",650,2032,14,37,131
2011,Bronx,Brightpoint Health-Inwood Health Center,Genital Chlamydia Testing,STI_3,79,43,Third,Community Health Center,1545 Inwood Avenue,Bronx,10452,"(40.844133, -73.91666)",648,2032,14,37,142
2011,Bronx,Bronx_AVERAGE (Before Redaction),Suppressed at Last VL of Review Period,VL_1,1707,70.9,Fourth,,,,,,,,,,
2011,Bronx,"Urban Health Plan, Inc. - El Nuevo San Juan",Suppressed at Last VL of Review Period,VL_1,46,60.9,Fourth,Community Health Center,1065 Southern Boulevard,Bronx,10459,"(40.825041, -73.89224)",655,2032,21,37,140
2011,Bronx,VIP Community Services,Tobacco Use Screening,TOB_1,43,88.4,,Drug Treatment Center,"1910 Arthur Ave., 9th Floor",Bronx,10457,"(40.845477, -73.89298)",653,2032,51,37,140
2011,Bronx,Bronx Lebanon Hospital Center Comprehensive Care Center AIDS Program Department of Infectious Disease,Tobacco Use Screening,TOB_1,105,100,,Designated AIDS Center,"1650 Selwyn Avenue, 9th Floor",Bronx,10457,"(40.843376, -73.91006)",653,2032,51,37,142
2011,Bronx,Montefiore Medical Group-CICERO Program-Williamsbridge Family Practice,Genital Chlamydia Testing,STI_3,30,53.3,Third,Community Health Center,3448 Boston Road,Bronx,10469,"(40.876028, -73.84854)",706,2032,25,37,176
2011,Bronx,AECOM DOSA-Port Morris,Tobacco Use Screening,TOB_1,49,93.9,,Drug Treatment Center,"804 E. 138th Street, Hub 1, Hub 2, Hub 3",Bronx,10454,"(40.803392, -73.91062)",650,2032,14,37,131
2011,Bronx,AECOM DOSA-Melrose Complex,Genital Gonorrhea Testing,STI_7,46,30.4,Fourth,Drug Treatment Center,"260 E. 161st Street, MOT, M9",Bronx,10451,"(40.825482, -73.91898)",647,2032,21,37,131
2011,Bronx,Morris Heights Health Center-Burnside,Genital Gonorrhea Testing,STI_7,67,70.1,Second,Community Health Center,85 W. Burnside Ave.,Bronx,10453,"(40.854888, -73.91013)",649,2032,51,37,177
2011,Bronx,Montefiore Medical Group-CICERO Program-Comprehensive Health Care Center,Suppressed at Last VL of Review Period,VL_1,64,89.1,Second,Community Health Center,305 East 161st Street,Bronx,10451,"(40.825462, -73.91699)",647,2032,21,37,142
2011,Bronx,St. Barnabas Hospital-Pathways Center for Comprehensive Care,Tobacco Use Screening,TOB_1,88,94.3,,Designated AIDS Center,4422 Third Avenue,Bronx,10457,"(40.852491, -73.8914)",653,2032,51,37,177
2011,Bronx,Jacobi Medical Center-Adult HIV Clinic-NBHN-NYC Health and Hosp. Corp.,Tobacco Use Screening,TOB_1,106,87.7,,Designated AIDS Center,"1400 Pelham Pkwy So., Bld 5, 6th flr-6A",Bronx,10461,"(40.855908, -73.84592)",674,2032,52,37,176
2011,Bronx,Montefiore Medical Group-CICERO Program-Williamsbridge Family Practice,Tobacco Use Screening,TOB_1,30,93.3,,Community Health Center,3448 Boston Road,Bronx,10469,"(40.876028, -73.84854)",706,2032,25,37,176
2011,Bronx,Jacobi Medical Center-Adult HIV Clinic-NBHN-NYC Health and Hosp. Corp.,Genital Gonorrhea Testing,STI_7,106,52.8,Third,Designated AIDS Center,"1400 Pelham Pkwy So., Bld 5, 6th flr-6A",Bronx,10461,"(40.855908, -73.84592)",674,2032,52,37,176
2011,Bronx,Montefiore Medical Group-CICERO Program-South Bronx Center for Child. & Fam.,Genital Chlamydia Testing,STI_3,39,33.3,Fourth,Community Health Center,311 East 161st Street,Bronx,10451,"(40.825107, -73.91689)",647,2032,21,37,142
2011,Bronx,Segundo Ruiz Belvis Diagnostic & Treatment Ctr-NYC Health and Hosp. Corp.,Genital Gonorrhea Testing,STI_7,40,67.5,Second,Community Health Center,"545 East 142nd St, 2nd Floor",Bronx,10454,"(40.81013, -73.91577)",650,2032,14,37,131
2011,Brooklyn,Ambulatory Surgery Center of Brooklyn,Tobacco Use Screening,TOB_1,64,23.4,,Community Health Center,313 43rd Street,Brooklyn,11232,"(40.651711, -74.00992)",815,2090,48,37,34
2011,Bronx,Morrisania Diagnostic and Treatment Center-NYC Health and Hosp. Corp.,Tobacco Use Screening,TOB_1,39,94.9,,Community Health Center,1225 Gerard Avenue,Bronx,10452,"(40.836232, -73.9203)",648,2032,14,37,142
2011,Bronx,Institute for Family Health-Urban Horizon Family Health Center and River Center for Counseling,Genital Chlamydia Testing,STI_3,61,32.8,Fourth,Community Health Center,50 East 168th St.,Bronx,10452,"(40.836314, -73.91908)",648,2032,14,37,142
2011,Bronx,Montefiore Medical Group-CICERO Program-West Farms Family Practice,Genital Gonorrhea Testing,STI_7,24,45.8,Third,Community Health Center,1055 East Tremont Avenue,Bronx,10460,"(40.840538, -73.8795)",673,2032,21,37,140
2011,Bronx,Montefiore Medical Group-CICERO Program-Montefiore Family Health Center,Suppressed at Last VL of Review Period,VL_1,54,81.5,Third,Community Health Center,360 East 193rd Street,Bronx,10458,"(40.863091, -73.89109)",654,2032,51,37,177
2011,Bronx,Community Healthcare Network-Bronx Health Center,Tobacco Use Screening,TOB_1,70,98.6,,Community Health Center,975 Westchester Avenue,Bronx,10459,"(40.823206, -73.89525)",655,2032,21,37,140
2011,Bronx,"Narco Freedom, Inc.-Neighborhood and Family Health Center East 149th Street Site",Genital Chlamydia Testing,STI_3,75,100,First,Drug Treatment Center,324 E. 149th Street,Bronx,10451,"(40.816625, -73.92068)",647,2032,14,37,131
2011,Bronx,Montefiore Medical Group-CICERO Program-West Farms Family Practice,Suppressed at Last VL of Review Period,VL_1,20,75,Third,Community Health Center,1055 East Tremont Avenue,Bronx,10460,"(40.840538, -73.8795)",673,2032,21,37,140
2011,Bronx,Bronx_AVERAGE (After Redaction),Genital Gonorrhea Testing,STI_7,1960,40.9,Fourth,,,,,,,,,,
2011,Bronx,Bronx_AVERAGE (After Redaction),Tobacco Use Screening,TOB_1,1960,89.5,,,,,,,,,,,
2011,Bronx,Morris Heights Health Center-Walton,Genital Chlamydia Testing,STI_3,46,80.4,First,Community Health Center,25 East 183rd street,Bronx,10453,"(40.858719, -73.90289)",705,2032,51,37,177
2011,Bronx,Montefiore Medical Group-CICERO Program-Williamsbridge Family Practice,Genital Gonorrhea Testing,STI_7,30,53.3,Third,Community Health Center,3448 Boston Road,Bronx,10469,"(40.876028, -73.84854)",706,2032,25,37,176
2011,Bronx,Montefiore Health System-Substance Abuse Treatment Program-Unit I,Genital Gonorrhea Testing,STI_7,24,37.5,Fourth,Drug Treatment Center,3550 Jerome Ave.,Bronx,10467,"(40.883999, -73.87987)",704,2032,25,37,177
2011,Bronx,Montefiore Medical Group-CICERO Program-Montefiore Family Health Center,Genital Gonorrhea Testing,STI_7,57,26.3,Fourth,Community Health Center,360 East 193rd Street,Bronx,10458,"(40.863091, -73.89109)",654,2032,51,37,177
2011,Bronx,Project Samaritan Health Services-Starhill Clinic,Suppressed at Last VL of Review Period,VL_1,18,66.7,Fourth,Drug Treatment Center,1600 Macombs Road,Bronx,10452,"(40.846012, -73.91654)",648,2032,14,37,142
2011,Bronx,St. Barnabas Hospital-Pathways Center for Comprehensive Care,Suppressed at Last VL of Review Period,VL_1,81,82.7,Third,Designated AIDS Center,4422 Third Avenue,Bronx,10457,"(40.852491, -73.8914)",653,2032,51,37,177
2011,Bronx,Morris Heights Health Center-Burnside,Genital Chlamydia Testing,STI_3,67,67.2,Second,Community Health Center,85 W. Burnside Ave.,Bronx,10453,"(40.854888, -73.91013)",649,2032,51,37,177
2011,Brooklyn,Ambulatory Surgery Center of Brooklyn,Genital Gonorrhea Testing,STI_7,64,95.3,First,Community Health Center,313 43rd Street,Brooklyn,11232,"(40.651711, -74.00992)",815,2090,48,37,34
2011,Bronx,Montefiore Medical Group-CICERO Program-Castle Hill Family Practice,Suppressed at Last VL of Review Period,VL_1,14,71.4,Fourth,Community Health Center,2175 Westchester Avenue,Bronx,10462,"(40.834144, -73.85235)",675,2032,52,37,176
2011,Bronx,North Central Bronx Hospital-NBHN-NYC Health and Hospitals Corp.,Suppressed at Last VL of Review Period,VL_1,87,80.5,Third,Designated AIDS Center,"3424 Kossuth Avenue, 10flr, 10A",Bronx,10467,"(40.880535, -73.88111)",704,2032,25,37,177
2011,Bronx,AECOM DOSA-Port Morris,Genital Chlamydia Testing,STI_3,49,18.4,Fifth,Drug Treatment Center,"804 E. 138th Street, Hub 1, Hub 2, Hub 3",Bronx,10454,"(40.803392, -73.91062)",650,2032,14,37,131
2011,Bronx,Lincoln Medical and Mental Health Center-NYC Health and Hosp. Corp.,Genital Chlamydia Testing,STI_3,99,27.3,Fourth,Designated AIDS Center,234 East 149th Street,Bronx,10451,"(40.81689, -73.92444)",647,2095,14,37,131
2011,Bronx,All Med Medical and Rehabilitation of New York-3rd Avenue Site,Genital Gonorrhea Testing,STI_7,67,17.9,Fifth,Community Health Center,"2604 3rd Ave., 4th Floor",Bronx,10454,"(40.811892, -73.92507)",650,2095,14,37,131
2011,Bronx,Montefiore Medical Group-CICERO Program-Comprehensive Health Care Center,Genital Gonorrhea Testing,STI_7,75,48,Third,Community Health Center,305 East 161st Street,Bronx,10451,"(40.825462, -73.91699)",647,2032,21,37,142
2011,Bronx,Morrisania Diagnostic and Treatment Center-NYC Health and Hosp. Corp.,Suppressed at Last VL of Review Period,VL_1,32,65.6,Fourth,Community Health Center,1225 Gerard Avenue,Bronx,10452,"(40.836232, -73.9203)",648,2032,14,37,142
2011,Bronx,Morris Heights Health Center-137th Street (St. Ann's),Genital Gonorrhea Testing,STI_7,15,53.3,Third,Community Health Center,625 East 137th street,Bronx,10454,"(40.805521, -73.91589)",650,2032,14,37,131
2011,Brooklyn,"Bedford Stuyvesant Family Health Center, Inc.",Suppressed at Last VL of Review Period,VL_1,58,91.4,First,Community Health Center,1413 Fulton Street,Brooklyn,11216,"(40.679842, -73.94255)",894,2090,48,37,59
2011,Bronx,AECOM DOSA-Melrose Complex,Tobacco Use Screening,TOB_1,46,91.3,,Drug Treatment Center,"260 E. 161st Street, MOT, M9",Bronx,10451,"(40.825482, -73.91898)",647,2032,21,37,131
2011,Bronx,"Narco Freedom, Inc.-Neighborhood and Family Health Center East 149th Street Site",Genital Gonorrhea Testing,STI_7,75,100,First,Drug Treatment Center,324 E. 149th Street,Bronx,10451,"(40.816625, -73.92068)",647,2032,14,37,131
2011,Bronx,Acacia Network-Promesa Claremont Family Health Clinic,Genital Gonorrhea Testing,STI_7,34,5.9,Fifth,Drug Treatment Center,262-4 174th Street,Bronx,10457,"(40.844492, -73.90605)",653,2032,51,37,142
2011,Bronx,Segundo Ruiz Belvis Diagnostic & Treatment Ctr-NYC Health and Hosp. Corp.,Genital Chlamydia Testing,STI_3,40,67.5,Second,Community Health Center,"545 East 142nd St, 2nd Floor",Bronx,10454,"(40.81013, -73.91577)",650,2032,14,37,131
2011,Bronx,Acacia Network-Promesa Claremont Family Health Clinic,Genital Chlamydia Testing,STI_3,34,0,Fifth,Drug Treatment Center,262-4 174th Street,Bronx,10457,"(40.844492, -73.90605)",653,2032,51,37,142
2011,Bronx,Jacobi Medical Center-Adult HIV Clinic-NBHN-NYC Health and Hosp. Corp.,Genital Chlamydia Testing,STI_3,106,50,Third,Designated AIDS Center,"1400 Pelham Pkwy So., Bld 5, 6th flr-6A",Bronx,10461,"(40.855908, -73.84592)",674,2032,52,37,176
2011,Bronx,All Med Medical and Rehabilitation of New York-3rd Avenue Site,Suppressed at Last VL of Review Period,VL_1,58,44.8,Fifth,Community Health Center,"2604 3rd Ave., 4th Floor",Bronx,10454,"(40.811892, -73.92507)",650,2095,14,37,131
2011,Bronx,Montefiore Medical Group-CICERO Program-Fordham Family Practice,Genital Gonorrhea Testing,STI_7,24,79.2,Second,Community Health Center,1 Fordham Plaza,Bronx,10458,"(40.860639, -73.89022)",654,2032,52,37,177
2011,Bronx,Montefiore Medical Group-CICERO Program-Montefiore Family Health Center,Tobacco Use Screening,TOB_1,57,89.5,,Community Health Center,360 East 193rd Street,Bronx,10458,"(40.863091, -73.89109)",654,2032,51,37,177
2011,Bronx,"Narco Freedom, Inc.-Neighborhood and Family Health Center East 149th Street Site",Suppressed at Last VL of Review Period,VL_1,69,79.7,Third,Drug Treatment Center,324 E. 149th Street,Bronx,10451,"(40.816625, -73.92068)",647,2032,14,37,131
2011,Bronx,Montefiore Medical Group-CICERO Program-Comprehensive Family Care Center,Suppressed at Last VL of Review Period,VL_1,45,84.4,Second,Community Health Center,1621 Eastchester Road,Bronx,10461,"(40.845459, -73.84555)",674,2032,52,37,176
2011,Bronx,AECOM DOSA-Melrose Complex,Genital Chlamydia Testing,STI_3,46,26.1,Fourth,Drug Treatment Center,"260 E. 161st Street, MOT, M9",Bronx,10451,"(40.825482, -73.91898)",647,2032,21,37,131
2011,Bronx,Montefiore Medical Group-CICERO Program-West Farms Family Practice,Genital Chlamydia Testing,STI_3,24,50,Third,Community Health Center,1055 East Tremont Avenue,Bronx,10460,"(40.840538, -73.8795)",673,2032,21,37,140
2011,Bronx,Brightpoint Health-Inwood Health Center,Suppressed at Last VL of Review Period,VL_1,69,44.9,Fifth,Community Health Center,1545 Inwood Avenue,Bronx,10452,"(40.844133, -73.91666)",648,2032,14,37,142
2011,Bronx,Morrisania Diagnostic and Treatment Center-NYC Health and Hosp. Corp.,Genital Gonorrhea Testing,STI_7,39,48.7,Third,Community Health Center,1225 Gerard Avenue,Bronx,10452,"(40.836232, -73.9203)",648,2032,14,37,142
2011,Bronx,VIP Community Services,Suppressed at Last VL of Review Period,VL_1,33,66.7,Fourth,Drug Treatment Center,"1910 Arthur Ave., 9th Floor",Bronx,10457,"(40.845477, -73.89298)",653,2032,51,37,140
2011,Bronx,Brightpoint Health-Inwood Health Center,Tobacco Use Screening,TOB_1,79,100,,Community Health Center,1545 Inwood Avenue,Bronx,10452,"(40.844133, -73.91666)",648,2032,14,37,142
2011,Bronx,Montefiore Medical Group-CICERO Program-Comprehensive Family Care Center,Genital Gonorrhea Testing,STI_7,49,65.3,Second,Community Health Center,1621 Eastchester Road,Bronx,10461,"(40.845459, -73.84555)",674,2032,52,37,176
2011,Bronx,Bronx_AVERAGE (After Redaction),Suppressed at Last VL of Review Period,VL_1,1697,71,Fourth,,,,,,,,,,
2011,Bronx,Institute for Family Health-Urban Horizon Family Health Center and River Center for Counseling,Genital Gonorrhea Testing,STI_7,61,32.8,Fourth,Community Health Center,50 East 168th St.,Bronx,10452,"(40.836314, -73.91908)",648,2032,14,37,142
