"sitename_std","roomno","address1_std","city_std","truecountyfips","truecountyname","state_std","zip_std","latitude","longitude","desser","npi","licno","pfi","mmisno","commind","mcaidind","chpind","harpind","maind","pcapind","mapind","paceind","fidaind","fidaiddind","hivsnpind","bhpind","bhpaind","nonmcomedind","servtype01","servtype02","servtype03","servtype04","servtype05","servtype06","servtype07","servtype08","servtype09","servtype10","servtype11","servtype12","servtype13","servtype14","servtype15","servtype16","servtype17","servtype18","servtype19","servtype20","servtype21","servtype22","servtype23","servtype24","servtype25","hx_indv_med_ind_1","hx_indv_med_ind_2","hx_indv_med_ind_3","hx_indv_med_ind_4","hx_indv_med_ind_5","hx_indv_med_ind_6","hx_indv_med_ind_7","hx_indv_med_ind_8","hx_indv_med_ind_9","hx_indv_med_ind_10","hx_shp_med_ind_1","hx_shp_med_ind_2","hx_shp_med_ind_3","hx_shp_med_ind_4","hx_shp_med_ind_5","hx_shp_med_ind_6","hx_shp_med_ind_7","hx_shp_med_ind_8","hx_shp_med_ind_9","hx_shp_med_ind_10","servcnty1","servcnty2","servcnty3","servcnty4","servcnty5","planname","pndsid","quarter"
"COMMUNITY CARE PHYSICIANS","201","711 TROY SCHENECTADY RD","LATHAM","36001","Albany","NY","12110","42.758146","-73.776988","903","1922048370",,,"00863552","0","0","0","0","0","0","0","1","0","0","0","0","0","0","903","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"CONCEPTS OF INDEPENDENCE","NA","845 CENTRAL AVE","ALBANY","36001","Albany","NY","12206","42.68117","-73.786377","914","1184703415",,,"99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"CONSUMER DIRECTED CHOICES","NA","7 WASHINGTON SQ","ALBANY","36001","Albany","NY","12205","42.710807","-73.867291","914","1033162987",,,"99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"THE ALBANY LIFT COMPANY","NA","836 TROY SCHENECTADY RD","LATHAM","36001","Albany","NY","12110","42.759266","-73.787404","307","1891979498","48349600",,"99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"EDDY HEALTH ALERT","NA","433 RIVER ST","TROY","36083","Rensselaer","NY","12180","42.736631","-73.687312","615","1114967924",,,"99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83","93","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"EDDY LICENSED HOME CARE AGENCY","NA","433 RIVER ST","TROY","36083","Rensselaer","NY","12180","42.736631","-73.687312","668","1275625931","0846L001",,"99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","781","301","672","673","0","302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83","93","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"EDDY SENIORCARE PACE CENTER","NA","504 STATE ST","SCHENECTADY","36093","Schenectady","NY","12305","42.811805","-73.940497","321","1912902610","4601004H","006082","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","301","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"EDDY SENIORCARE PACE CENTER","NA","504 STATE ST","SCHENECTADY","36093","Schenectady","NY","12305","42.811805","-73.940497","662","1912902610","4601004H","006082","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","662","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"EDDY SENIORCARE PACE CENTER","NA","504 STATE ST","SCHENECTADY","36093","Schenectady","NY","12305","42.811805","-73.940497","664","1912902610","4601004H","006082","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","664","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"EDDY SENIORCARE PACE CENTER","NA","504 STATE ST","SCHENECTADY","36093","Schenectady","NY","12305","42.811805","-73.940497","667","1912902610","4601004H","006082","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"EDDY SENIORCARE PACE CENTER","NA","504 STATE ST","SCHENECTADY","36093","Schenectady","NY","12305","42.811805","-73.940497","661","1912902610","4601004H","006082","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","781","301","672","673","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"EDDY SENIORCARE PACE CENTER","NA","504 STATE ST","SCHENECTADY","36093","Schenectady","NY","12305","42.811805","-73.940497","671","1912902610","4601004H","006082","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","671","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"EDDY SENIORCARE PACE CENTER","NA","504 STATE ST","SCHENECTADY","36093","Schenectady","NY","12305","42.811805","-73.940497","680","1912902610","4601004H","006082","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"EDDY SENIORCARE PACE CENTER","NA","504 STATE ST","SCHENECTADY","36093","Schenectady","NY","12305","42.811805","-73.940497","909","1912902610","4601004H","006082","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"EDDY VISITING NURSE ASSOCIATION","3000","433 RIVER ST","TROY","36083","Rensselaer","NY","12180","42.736631","-73.687312","762","1114967924","4102601N","001784","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","781","301","300","302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL","307","1201 NOTT ST","SCHENECTADY","36093","Schenectady","NY","12308","42.81987","-73.91643","220","1487644993","4601001H","000829","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL MCCLELLAN ST. HEALTH CENTER","NA","600 MCCLELLAN ST","SCHENECTADY","36093","Schenectady","NY","12304","42.804927","-73.915859","170","1487644993","4601001H","000830","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL MCCLELLAN ST. HEALTH CENTER","NA","600 MCCLELLAN ST","SCHENECTADY","36093","Schenectady","NY","12304","42.804927","-73.915859","210","1487644993","4601001H","000830","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL MCCLELLAN ST. HEALTH CENTER","NA","600 MCCLELLAN ST","SCHENECTADY","36093","Schenectady","NY","12304","42.804927","-73.915859","321","1487644993","4601001H","000830","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","599","301","300","200","674","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL","NA","1101 NOTT ST","SCHENECTADY","36093","Schenectady","NY","12308","42.820127","-73.916108","011","1487644993","4601001H","000829","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","899","599","616","301","300","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL","NA","1101 NOTT ST","SCHENECTADY","36093","Schenectady","NY","12308","42.820127","-73.916108","080","1487644993","4601001H","000829","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL","NA","1101 NOTT ST","SCHENECTADY","36093","Schenectady","NY","12308","42.820127","-73.916108","146","1487644993","4601001H","000829","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL","NA","1101 NOTT ST","SCHENECTADY","36093","Schenectady","NY","12308","42.820127","-73.916108","170","1487644993","4601001H","000829","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL","NA","1101 NOTT ST","SCHENECTADY","36093","Schenectady","NY","12308","42.820127","-73.916108","210","1487644993","4601001H","000829","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL","NA","1101 NOTT ST","SCHENECTADY","36093","Schenectady","NY","12308","42.820127","-73.916108","241","1487644993","4601001H","000829","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL","NA","1101 NOTT ST","SCHENECTADY","36093","Schenectady","NY","12308","42.820127","-73.916108","250","1558547034","4601001H","000829","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL","NA","1101 NOTT ST","SCHENECTADY","36093","Schenectady","NY","12308","42.820127","-73.916108","901","1558547034","4601001H","000829","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL","NA","1101 NOTT ST","SCHENECTADY","36093","Schenectady","NY","12308","42.820127","-73.916108","909","1487644993","4601001H","000829","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL","B6","1101 NOTT ST","SCHENECTADY","36093","Schenectady","NY","12308","42.820127","-73.916108","070","1487644993","4601001H","000829","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL","B6","1101 NOTT ST","SCHENECTADY","36093","Schenectady","NY","12308","42.820127","-73.916108","194","1487644993","4601001H","000829","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL MCCLELLAN ST. HEALTH CENTER","2 EAST","600 MCCLELLAN ST","SCHENECTADY","36093","Schenectady","NY","12304","42.804927","-73.915859","615","1487644993","4601001H","000830","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL MCCLELLAN ST. HEALTH CENTER","G01","624 MCCLELLAN ST","SCHENECTADY","36093","Schenectady","NY","12304","42.804476","-73.915974","120","1487644993","4601001H","000830","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL MENTAL HEALTH CLINIC","NA","216 LAFAYETTE ST","SCHENECTADY","36093","Schenectady","NY","12305","42.811182","-73.940364","192","1487644993","4601001H","003579","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL MENTAL HEALTH CLINIC","NA","216 LAFAYETTE ST","SCHENECTADY","36093","Schenectady","NY","12305","42.811182","-73.940364","321","1487644993","4601001H","003579","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL MENTAL HEALTH CLINIC","NA","216 LAFAYETTE ST","SCHENECTADY","36093","Schenectady","NY","12305","42.811182","-73.940364","975","1487644993","4601001H","003579","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"ELLIS HOSPITAL MENTAL HEALTH CLINIC","NA","216 LAFAYETTE ST","SCHENECTADY","36093","Schenectady","NY","12305","42.811182","-73.940364","976","1487644993","4601001H","003579","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"EMPIRE HOME INFUSION","SUITE 2","10 BLACKSMITH DR","BALLSTON SPA","36091","Saratoga","NY","12020","42.96991","-73.794587","307","1598705386","00023023",,"99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"FAMILY AND CHILD SERVICES OF SCHENECTADY","NA","246 UNION ST","SCHENECTADY","36093","Schenectady","NY","12305","42.816068","-73.943253","661","8888888888",,,"99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"FREEDOM CENTER OF WESTMERE, LLC","SUITE 3","178 WASHINGTON AVENUE EXT","ALBANY","36001","Albany","NY","12203","42.699538","-73.851458","913","1467808030","0101224R","000902","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"GLENDALE HOME-SCHDY CNTY DEPT SOCIAL SERVICES","NA","59 HETCHELTOWN RD","SCHENECTADY","36093","Schenectady","NY","12302","42.875258","-73.906321","660","1871631689","4651300N","000846","99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","660","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
"LANGE'S PHARMACY","NA","2205 NOTT ST","SCHENECTADY","36093","Schenectady","NY","12309","42.815884","-73.894276","760","1699852038","00017708",,"99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","760","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Eddy Senior Care","0028","Quarter4 2018"
