"sitename_std","roomno","address1_std","city_std","truecountyfips","truecountyname","state_std","zip_std","latitude","longitude","desser","npi","licno","pfi","mmisno","commind","mcaidind","chpind","harpind","maind","pcapind","mapind","paceind","fidaind","fidaiddind","hivsnpind","sipind","bhpind","bhpaind","nonmcomed1ind","nonmcomed2ind","nonmcomed3ind","nonmcomed4ind","nonmcomed5ind","nonmcomed6ind","nonmcomed7ind","nonmcomed8ind","servtype01","servtype02","servtype03","servtype04","servtype05","servtype06","servtype07","servtype08","servtype09","servtype10","servtype11","servtype12","servtype13","servtype14","servtype15","servtype16","servtype17","servtype18","servtype19","servtype20","servtype21","servtype22","servtype23","servtype24","servtype25","nysohmedical1ind","nysohmedical2ind","nysohmedical3ind","nysohmedical4ind","nysohmedical5ind","nysohmedical6ind","nysohmedical7ind","nysohmedical8ind","nysohmedical9ind","servcnty1","servcnty2","servcnty3","servcnty4","servcnty5","oasaspru","oasasprovider","omhid","planname","pndsid","quarter"
"1 NATURAL WAY, LLC","NA","4064 TECHNOLOGY DR","MAUMEE","39095","Lucas","OH","43537","41.567356","-83.700214","307","1740606409","48181774","999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"HealthNow New York Inc. : Empire plan","208","Quarter2 2019"
"1 NATURAL WAY, LLC","NA","4064 TECHNOLOGY DR","MAUMEE","39095","Lucas","OH","43537","41.567356","-83.700214","307","1740606409","48181774","999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"HealthNow New York Inc. : Focus Select","213","Quarter2 2019"
"1 NATURAL WAY, LLC","NA","4064 TECHNOLOGY DR","MAUMEE","39095","Lucas","OH","43537","41.567356","-83.700214","307","1740606409",,"999999","88888888","0","1","1","1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","307","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","0","0","0","0","0","0","0","0","0","095","999","999","999","999",,,,"HealthPlus HP, LLC","128","Quarter2 2019"
"1 NATURAL WAY, LLC","C","4064 TECHNOLOGY DR","MAUMEE","39095","Lucas","OH","43537","41.567356","-83.700214","969","1740606409",,"999999","99999999","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","969","969","307","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","000","999","999","999","999",,,,"Crystal Run Health Plan, LLC","23","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","00028112","999999","02848520","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Crystal Run Health Plan, LLC","23","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","00028112","999999","99999999","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Oxford Health Plans (NY), Inc.: Metro","143","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","00028112","999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"UnitedHealthcare of New York, Inc.: QHP","149","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","00028112","999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network","212","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795",,,"02848520","0","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"UnitedHealthcare of New York, Inc.","148","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795",,,"02848520","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Partners Health Plan","78","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795",,,"02848520","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"VNS Choice SNP","126","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795",,,"02848520","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"VNS Choice, Inc.","92","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","00099999",,"03352806","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Elderplan Inc.","30","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","99999999","999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Aetna Life Insurance Company: Savings Plus","4","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","99999999","999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Delaware American Life Insurance Company: Aetna Passport","159","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","99999999","999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Aetna Life Insurance Company: Managed Pharmacy PPO","197","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","99999999","999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Aetna Life Insurance Company: Broad PPO","2","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","99999999","999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Aetna Health Insurance Company of New York","5","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","99999999","999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Aetna Life Insurance Company: Aetna Whole Health Two","189","Quarter2 2019"
"1 STOP PHARMACY","N/A","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","00028112","999999","02848520","0","1","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","760","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"WellCare of New York, Inc.","93","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","00028112","999999","02848520","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Affinity Health Plan, Inc.","6","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","00028112",,"02848520","1","1","1","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","1","1","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Healthfirst Health Plan, Inc. / Healthfirst PHSP, Inc.","52","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","00028112","999999","02848520","0","1","1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","1","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"New York Quality Healthcare Corporation","44","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795",,"999999","02848520","0","1","1","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","760","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"HealthPlus HP, LLC","128","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","00028112",,"02848520","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","1","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"MetroPlus Health Plan, Inc.","66","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","00028112",,"02848520","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"MetroPlus Health Plan, Inc. (HIV/SNP)","95","Quarter2 2019"
"1 STOP PHARMACY","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795","00028112","999999","02848520","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","1","1","1","0","0","0","0","0","0","999","999","999","999","999",,,,"MVP Health Plan, Inc.","69","Quarter2 2019"
"1 STOP PHARMACY *","NA","1220 AVENUE P","BROOKLYN","36047","Kings","NY","11229","40.609918","-73.960557","760","1740344795",,,"99999999","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Centerlight Healthcare","20","Quarter2 2019"
"10 MINUTE PHARMACY","NA","18 GRUENE PARK DR","NEW BRAUNFELS","48091","Comal","TX","78130","29.726509","-98.094809","760","1770984833","00029481","999999","99999999","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Crystal Run Health Plan, LLC","23","Quarter2 2019"
"ELDERWOOD AT TICONDEROGA","NA","1019 WICKER ST","TICONDEROGA","36031","Essex","NY","12883","43.849413","-73.437283","660","1871035485","1527301N","000310","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Empire BC/ Empire BCBS/ Empire HealthChoice HMO Inc: Empire Plan","211","Quarter2 2019"
"ELDERWOOD AT TICONDEROGA","NA","1019 WICKER ST","TICONDEROGA","36031","Essex","NY","12883","43.849413","-73.437283","663","1871035485","1527301N","000310","99999999","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","1","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Empire BC/ Empire BCBS/ Empire HealthChoice HMO Inc","57","Quarter2 2019"
"ELDERWOOD AT TICONDEROGA","NA","1019 WICKER ST","TICONDEROGA","36031","Essex","NY","12883","43.849413","-73.437283","660","1871035485","1527301N","000310","99999999","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","1","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Empire BC/ Empire BCBS/ Empire HealthChoice HMO Inc","57","Quarter2 2019"
"ELDERWOOD AT TICONDEROGA","NA","1019 WICKER ST","TICONDEROGA","36031","Essex","NY","12883","43.849413","-73.437283","663","1871035485","1527301N","000310","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Empire BC/ Empire BCBS/ Empire HealthChoice HMO Inc: Empire Plan","211","Quarter2 2019"
"101ST AVENUE FOOT CARE P.C.","NA","10214 101ST AVE","OZONE PARK","36081","Queens","NY","11416","40.68568","-73.840118","778","1407952328",,"999999","88888888","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","778","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"RiverSpring at Home","31","Quarter2 2019"
"103 PHARMACY","NA","2002 2ND AVE","NEW YORK","36061","New York","NY","10029","40.788763","-73.943494","760","1902268162",,,"04470802","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Amida Care, Inc.","11","Quarter2 2019"
"103 PHARMACY","NA","2002 2ND AVE","NEW YORK","36061","New York","NY","10029","40.788763","-73.943494","760","1902268162",,,"04470802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"HealthNow New York Inc. : Focus Select","213","Quarter2 2019"
"103 PHARMACY","NA","2002 2ND AVE","NEW YORK","36061","New York","NY","10029","40.788763","-73.943494","760","1902268162",,,"04470802","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Health Insurance Plan of Greater New York, Inc.","50","Quarter2 2019"
"103 PHARMACY","NA","2002 2ND AVE","NEW YORK","36061","New York","NY","10029","40.788763","-73.943494","760","1902268162",,,"04470802","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"HealthNow New York Inc.","184","Quarter2 2019"
"103 PHARMACY","NA","2002 2ND AVE","NEW YORK","36061","New York","NY","10029","40.788763","-73.943494","760","1902268162",,,"04470802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","1","1","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Health Insurance Plan of Greater New York, Inc.","50","Quarter2 2019"
"103 PHARMACY","NA","2002 2ND AVE","NEW YORK","36061","New York","NY","10029","40.788763","-73.943494","760","1902268162",,,"04470802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"HealthNow New York Inc. : Align Select","216","Quarter2 2019"
"103 PHARMACY","NA","2002 2ND AVE","NEW YORK","36061","New York","NY","10029","40.788763","-73.943494","760","1902268162",,,"04470802","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","1","1","1","0","0","0","0","0","0","999","999","999","999","999",,,,"Excellus Health Plan, Inc./Univera Healthcare","41","Quarter2 2019"
"103 PHARMACY","NA","2002 2ND AVE","NEW YORK","36061","New York","NY","10029","40.788763","-73.943494","760","1902268162",,,"04470802","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","1","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Empire BC/ Empire BCBS/ Empire HealthChoice HMO Inc","57","Quarter2 2019"
"103 PHARMACY","NA","2002 2ND AVE","NEW YORK","36061","New York","NY","10029","40.788763","-73.943494","760","1902268162",,,"04470802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"HealthNow New York Inc. : Empire plan","208","Quarter2 2019"
"103 PHARMACY","NA","2002 2ND AVE","NEW YORK","36061","New York","NY","10029","40.788763","-73.943494","760","1902268162",,,"04470802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Empire Healthchoice Assurance, Inc","100","Quarter2 2019"
"103 PHARMACY","NA","2002 2ND AVE","NEW YORK","36061","New York","NY","10029","40.788763","-73.943494","760","1902268162",,,"04470802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","760","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","000","0","0","0","0","0","0","0","0","0","999","999","999","999","999",,,,"Health Insurance Plan of Greater New York, Inc.","50","Quarter2 2019"
