"facility","address","date_of_inspection","violation_item","violation_description","critical_violation","total_critical_violations","total_crit_not_corrected","total_noncritical_violations","local_health_department","county","facility_code","facility_address","facility_city","facility_postal_zipcode","nysdoh_gazetteer_1980","facility_municipality","operation_name","permit_expiration_date","food_service_type","food_service_description","permitted_d_b_a","permitted_corp_name","perm_operator_last_name","perm_operator_first_name","nys_health_operation_id","inspection_type","inspection_comments","fs_facility_state","latitude","longitude"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2017-08-16T00:00:00.000","16","Miscellaneous, Economic Violation, Choking Poster, Training.","Not Critical Violation","2","0","10","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","Comments only: 1. It is unclear if the ventilation inside the Red Dog Saloon Men's restroom is operational. Please follow up and report back to me no later than Friday, August 18th. 2. Discussed 6/19/17 complaint with operator. Kitchen manager, Makayla Baker is certified in a safe food handlers course. A line cook was recently fired. This employee was not performing safe kitchen practices and was therefore let go. The owner does not allow any animals into the dinning area. 3. All violations must be corrected and are subject to enforcement action if not addressed in a timely manner.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2017-08-16T00:00:00.000","13B","Garbage storage areas not properly constructed or maintained, creating a nuisance","Not Critical Violation","2","0","10","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","Comments only: 1. It is unclear if the ventilation inside the Red Dog Saloon Men's restroom is operational. Please follow up and report back to me no later than Friday, August 18th. 2. Discussed 6/19/17 complaint with operator. Kitchen manager, Makayla Baker is certified in a safe food handlers course. A line cook was recently fired. This employee was not performing safe kitchen practices and was therefore let go. The owner does not allow any animals into the dinning area. 3. All violations must be corrected and are subject to enforcement action if not addressed in a timely manner.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2017-08-16T00:00:00.000","14A","Insects, rodents present","Not Critical Violation","2","0","10","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","Comments only: 1. It is unclear if the ventilation inside the Red Dog Saloon Men's restroom is operational. Please follow up and report back to me no later than Friday, August 18th. 2. Discussed 6/19/17 complaint with operator. Kitchen manager, Makayla Baker is certified in a safe food handlers course. A line cook was recently fired. This employee was not performing safe kitchen practices and was therefore let go. The owner does not allow any animals into the dinning area. 3. All violations must be corrected and are subject to enforcement action if not addressed in a timely manner.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2018-08-22T00:00:00.000","11A","Manual facilities inadequate, technique incorrect; mechanical facilities not operated in accordance with manufacturer's instructions","Not Critical Violation","1","0","16","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","All violations must be corrected and are subject to enforcement action. Notes only: 1. Dishwasher must be serviced and a receipt of service sent to the Glens Falls District Office by September 1, 2018. 2. Complaint investigation conducted for complaint log # GF-18-00145. Hot water is present in facility. The ceiling over the coke machine was leaking, but has been repaired and corrected. Operator states it was a shingle issue that has been addressed. Facility plans to also replace the damaged wood above the coke unit. No leaks observed in facility during inspection. One refrigerator did have standing water present, but all food (except bread) has been moved out of it, and the facility is in the process of cleaning/repairing the unit. Facility must not store food items or chilled glasses in this unit until repairs have been complete. 3. All coolers were maintaining adequate temperatures at time of inspection.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2018-08-22T00:00:00.000","10B","Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)","Not Critical Violation","1","0","16","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","All violations must be corrected and are subject to enforcement action. Notes only: 1. Dishwasher must be serviced and a receipt of service sent to the Glens Falls District Office by September 1, 2018. 2. Complaint investigation conducted for complaint log # GF-18-00145. Hot water is present in facility. The ceiling over the coke machine was leaking, but has been repaired and corrected. Operator states it was a shingle issue that has been addressed. Facility plans to also replace the damaged wood above the coke unit. No leaks observed in facility during inspection. One refrigerator did have standing water present, but all food (except bread) has been moved out of it, and the facility is in the process of cleaning/repairing the unit. Facility must not store food items or chilled glasses in this unit until repairs have been complete. 3. All coolers were maintaining adequate temperatures at time of inspection.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2018-08-22T00:00:00.000","11D","Non food contact surfaces of equipment not clean","Not Critical Violation","1","0","16","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","All violations must be corrected and are subject to enforcement action. Notes only: 1. Dishwasher must be serviced and a receipt of service sent to the Glens Falls District Office by September 1, 2018. 2. Complaint investigation conducted for complaint log # GF-18-00145. Hot water is present in facility. The ceiling over the coke machine was leaking, but has been repaired and corrected. Operator states it was a shingle issue that has been addressed. Facility plans to also replace the damaged wood above the coke unit. No leaks observed in facility during inspection. One refrigerator did have standing water present, but all food (except bread) has been moved out of it, and the facility is in the process of cleaning/repairing the unit. Facility must not store food items or chilled glasses in this unit until repairs have been complete. 3. All coolers were maintaining adequate temperatures at time of inspection.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2018-08-22T00:00:00.000","8A","Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked)","Not Critical Violation","1","0","16","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","All violations must be corrected and are subject to enforcement action. Notes only: 1. Dishwasher must be serviced and a receipt of service sent to the Glens Falls District Office by September 1, 2018. 2. Complaint investigation conducted for complaint log # GF-18-00145. Hot water is present in facility. The ceiling over the coke machine was leaking, but has been repaired and corrected. Operator states it was a shingle issue that has been addressed. Facility plans to also replace the damaged wood above the coke unit. No leaks observed in facility during inspection. One refrigerator did have standing water present, but all food (except bread) has been moved out of it, and the facility is in the process of cleaning/repairing the unit. Facility must not store food items or chilled glasses in this unit until repairs have been complete. 3. All coolers were maintaining adequate temperatures at time of inspection.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2018-08-22T00:00:00.000","8E","Accurate thermometers not available or used to evaluate refrigerated or heated storage temperatures","Not Critical Violation","1","0","16","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","All violations must be corrected and are subject to enforcement action. Notes only: 1. Dishwasher must be serviced and a receipt of service sent to the Glens Falls District Office by September 1, 2018. 2. Complaint investigation conducted for complaint log # GF-18-00145. Hot water is present in facility. The ceiling over the coke machine was leaking, but has been repaired and corrected. Operator states it was a shingle issue that has been addressed. Facility plans to also replace the damaged wood above the coke unit. No leaks observed in facility during inspection. One refrigerator did have standing water present, but all food (except bread) has been moved out of it, and the facility is in the process of cleaning/repairing the unit. Facility must not store food items or chilled glasses in this unit until repairs have been complete. 3. All coolers were maintaining adequate temperatures at time of inspection.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2018-08-22T00:00:00.000","15A","Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces","Not Critical Violation","1","0","16","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","All violations must be corrected and are subject to enforcement action. Notes only: 1. Dishwasher must be serviced and a receipt of service sent to the Glens Falls District Office by September 1, 2018. 2. Complaint investigation conducted for complaint log # GF-18-00145. Hot water is present in facility. The ceiling over the coke machine was leaking, but has been repaired and corrected. Operator states it was a shingle issue that has been addressed. Facility plans to also replace the damaged wood above the coke unit. No leaks observed in facility during inspection. One refrigerator did have standing water present, but all food (except bread) has been moved out of it, and the facility is in the process of cleaning/repairing the unit. Facility must not store food items or chilled glasses in this unit until repairs have been complete. 3. All coolers were maintaining adequate temperatures at time of inspection.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2018-08-22T00:00:00.000","14A","Insects, rodents present","Not Critical Violation","1","0","16","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","All violations must be corrected and are subject to enforcement action. Notes only: 1. Dishwasher must be serviced and a receipt of service sent to the Glens Falls District Office by September 1, 2018. 2. Complaint investigation conducted for complaint log # GF-18-00145. Hot water is present in facility. The ceiling over the coke machine was leaking, but has been repaired and corrected. Operator states it was a shingle issue that has been addressed. Facility plans to also replace the damaged wood above the coke unit. No leaks observed in facility during inspection. One refrigerator did have standing water present, but all food (except bread) has been moved out of it, and the facility is in the process of cleaning/repairing the unit. Facility must not store food items or chilled glasses in this unit until repairs have been complete. 3. All coolers were maintaining adequate temperatures at time of inspection.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2018-08-22T00:00:00.000","14B","Effective measures not used to control entrance (rodent-, insect-proof contruction). Harborage areas available for rodents, insects and other vermin","Not Critical Violation","1","0","16","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","All violations must be corrected and are subject to enforcement action. Notes only: 1. Dishwasher must be serviced and a receipt of service sent to the Glens Falls District Office by September 1, 2018. 2. Complaint investigation conducted for complaint log # GF-18-00145. Hot water is present in facility. The ceiling over the coke machine was leaking, but has been repaired and corrected. Operator states it was a shingle issue that has been addressed. Facility plans to also replace the damaged wood above the coke unit. No leaks observed in facility during inspection. One refrigerator did have standing water present, but all food (except bread) has been moved out of it, and the facility is in the process of cleaning/repairing the unit. Facility must not store food items or chilled glasses in this unit until repairs have been complete. 3. All coolers were maintaining adequate temperatures at time of inspection.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2018-08-22T00:00:00.000","4A","Toxic chemicals are improperly labeled, stored or used so that contamination of food can occur.","Critical Violation","1","0","16","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","All violations must be corrected and are subject to enforcement action. Notes only: 1. Dishwasher must be serviced and a receipt of service sent to the Glens Falls District Office by September 1, 2018. 2. Complaint investigation conducted for complaint log # GF-18-00145. Hot water is present in facility. The ceiling over the coke machine was leaking, but has been repaired and corrected. Operator states it was a shingle issue that has been addressed. Facility plans to also replace the damaged wood above the coke unit. No leaks observed in facility during inspection. One refrigerator did have standing water present, but all food (except bread) has been moved out of it, and the facility is in the process of cleaning/repairing the unit. Facility must not store food items or chilled glasses in this unit until repairs have been complete. 3. All coolers were maintaining adequate temperatures at time of inspection.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2018-08-22T00:00:00.000","11C","Food contact surfaces not washed, rinsed and sanitized after each use and following any time of operations when contamination may have occurred","Not Critical Violation","1","0","16","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","All violations must be corrected and are subject to enforcement action. Notes only: 1. Dishwasher must be serviced and a receipt of service sent to the Glens Falls District Office by September 1, 2018. 2. Complaint investigation conducted for complaint log # GF-18-00145. Hot water is present in facility. The ceiling over the coke machine was leaking, but has been repaired and corrected. Operator states it was a shingle issue that has been addressed. Facility plans to also replace the damaged wood above the coke unit. No leaks observed in facility during inspection. One refrigerator did have standing water present, but all food (except bread) has been moved out of it, and the facility is in the process of cleaning/repairing the unit. Facility must not store food items or chilled glasses in this unit until repairs have been complete. 3. All coolers were maintaining adequate temperatures at time of inspection.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2018-08-22T00:00:00.000","12E","Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing","Not Critical Violation","1","0","16","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","All violations must be corrected and are subject to enforcement action. Notes only: 1. Dishwasher must be serviced and a receipt of service sent to the Glens Falls District Office by September 1, 2018. 2. Complaint investigation conducted for complaint log # GF-18-00145. Hot water is present in facility. The ceiling over the coke machine was leaking, but has been repaired and corrected. Operator states it was a shingle issue that has been addressed. Facility plans to also replace the damaged wood above the coke unit. No leaks observed in facility during inspection. One refrigerator did have standing water present, but all food (except bread) has been moved out of it, and the facility is in the process of cleaning/repairing the unit. Facility must not store food items or chilled glasses in this unit until repairs have been complete. 3. All coolers were maintaining adequate temperatures at time of inspection.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2019-08-13T00:00:00.000","13A","Adequate, leakproof, non-absorbent, vermin-proof, covered containers not provided where needed","Not Critical Violation","2","0","10","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","Comments only: 1. Using a metal stem probe thermometer, food temperatures were record in the range from 44 - 45�F inside walk in cooler in main kitchen. Recommend turning temperature down or have the cooler serviced. Ideal cold food storage temperatures should be between 38 - 41�F. 2. All violations must be corrected and are subject to enforcement action if not addressed in a timely manner.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2019-08-13T00:00:00.000","15B","Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans","Not Critical Violation","2","0","10","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","Comments only: 1. Using a metal stem probe thermometer, food temperatures were record in the range from 44 - 45�F inside walk in cooler in main kitchen. Recommend turning temperature down or have the cooler serviced. Ideal cold food storage temperatures should be between 38 - 41�F. 2. All violations must be corrected and are subject to enforcement action if not addressed in a timely manner.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2019-08-13T00:00:00.000","11C","Food contact surfaces not washed, rinsed and sanitized after each use and following any time of operations when contamination may have occurred","Not Critical Violation","2","0","10","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","Comments only: 1. Using a metal stem probe thermometer, food temperatures were record in the range from 44 - 45�F inside walk in cooler in main kitchen. Recommend turning temperature down or have the cooler serviced. Ideal cold food storage temperatures should be between 38 - 41�F. 2. All violations must be corrected and are subject to enforcement action if not addressed in a timely manner.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2019-08-13T00:00:00.000","8A","Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked)","Not Critical Violation","2","0","10","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","Comments only: 1. Using a metal stem probe thermometer, food temperatures were record in the range from 44 - 45�F inside walk in cooler in main kitchen. Recommend turning temperature down or have the cooler serviced. Ideal cold food storage temperatures should be between 38 - 41�F. 2. All violations must be corrected and are subject to enforcement action if not addressed in a timely manner.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2019-08-13T00:00:00.000","2E","Accurate thermometers not available or used to evaluate potentially hazardous food temperatures during cooking, cooling, reheating and holding.","Critical Violation","2","0","10","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","Comments only: 1. Using a metal stem probe thermometer, food temperatures were record in the range from 44 - 45�F inside walk in cooler in main kitchen. Recommend turning temperature down or have the cooler serviced. Ideal cold food storage temperatures should be between 38 - 41�F. 2. All violations must be corrected and are subject to enforcement action if not addressed in a timely manner.","NY","43.425873","-73.874733"
"1000 ACRES RANCH","465 WARRENSBURG ROAD,  STONY CREEK","2019-08-13T00:00:00.000","12C","Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained","Not Critical Violation","2","0","10","Glens Falls District Office","WARREN","56-7521","465 WARRENSBURG ROAD","STONY CREEK","12878","565800","STONY CREEK","1000 ACRES RANCH-FSE","2022-03-31T00:00:00.000","Food Service Establishment","Restaurant",,,,,"921197","Inspection","Comments only: 1. Using a metal stem probe thermometer, food temperatures were record in the range from 44 - 45�F inside walk in cooler in main kitchen. Recommend turning temperature down or have the cooler serviced. Ideal cold food storage temperatures should be between 38 - 41�F. 2. All violations must be corrected and are subject to enforcement action if not addressed in a timely manner.","NY","43.425873","-73.874733"
