"report_year","measurement_year","payer","plan_name","plan_id","cg_higher_domain","cg_domain","domain_rating","domain","sub_domain","measuredescription","measure","region","critical_value","average_critical_value","domain_scores","mean_of_domain_scores","standard_deviation_of_domain_scores","total_stars","mean_of_total_stars","standard_deviation_of_total_stars"
"2021","2020","Commercial HMO","Independent Health","1070680","Quality of Care Provided to Members with Illness","Cardiovascular Care","4","Adult Health","Managing Medications for Adults","Statin Therapy for Patients with Cardiovascular Disease - Adherent","Statin Adherence 80%","Western","2.727288739","2.343644369","2.074101363","0.107494937","3.284848391","36","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Care for Respiratory Conditions","5","Adult Health","Managing Respiratory Conditions for Adults","Asthma Medication Ratio (Ages 5-64)","ASA Med Ratio 5-64yr","Long Island","2.727237457","2.705370539","2.408269954","-0.033751","1.330717215","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","Independent Health","1070680","Quality of Care Provided to Members with Illness","Diabetes Care","5","Adult Health","Monitoring Diabetes for Adults","Monitoring Diabetes - Dilated Eye Exam","Diabetes Eye Exam","Western","1.96","1.96","3.500343403","-0.0043473","2.41385057","36","27.9375","6.315725838"
"2021","2020","Commercial HMO","Empire BlueCross BlueShield HMO","1350196","Quality of Care Provided to Members with Illness","Diabetes Care","2","Adult Health","Managing Diabetes Outcomes for Adults","Managing Diabetes Outcomes -Poor HbA1c Control","Diabetes Poor HbA1c","Long Island","1.96","1.96","-1.762450718","-0.0043473","2.41385057","22.5","27.9375","6.315725838"
"2021","2020","Commercial HMO","Excellus BlueCross BlueShield","1390598","Health Plan Overall","OVERALL","3","OVERALL","OVERALL","OVERALL","OVERALL","Western",,,,,,"27",,
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Preventive and Well-Care For Adults and Children","Child and Adolescent Care","2","Child and Adolescent Health","Child Preventive Care","Adolescent Immunization (Combo2)","Adol immu-Combo2","Long Island","1.96","2.266870697","-4.822987626","-0.065315062","3.459053137","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Preventive and Well-Care For Adults and Children","Child and Adolescent Care","2","Child and Adolescent Health","Child Preventive Care","Adolescent Immunization (Combo2)","Adol immu-Combo2","NYC","1.96","2.266870697","-4.822987626","-0.065315062","3.459053137","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Preventive and Well-Care For Adults and Children","Child and Adolescent Care","2","Child and Adolescent Health","Child Preventive Care","Adolescent Immunization (Combo2)","Adol immu-Combo2","Northeast","1.96","2.266870697","-4.822987626","-0.065315062","3.459053137","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Preventive and Well-Care For Adults and Children","Adult Care","3","Adult Health","Managing Preventive Care for Adults","Flu Shot for Adults","Flu Shot for Adults","Central","1.894578605","1.927289303","-2.05391524","-1.402313199","1.253080037","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Preventive and Well-Care For Adults and Children","Adult Care","3","Adult Health","Managing Preventive Care for Adults","Flu Shot for Adults","Flu Shot for Adults","Hudson Valley","1.894578605","1.927289303","-2.05391524","-1.402313199","1.253080037","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Preventive and Well-Care For Adults and Children","Adult Care","3","Adult Health","Managing Preventive Care for Adults","Flu Shot for Adults","Flu Shot for Adults","Long Island","1.894578605","1.927289303","-2.05391524","-1.402313199","1.253080037","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Preventive and Well-Care For Adults and Children","Adult Care","3","Adult Health","Managing Preventive Care for Adults","Flu Shot for Adults","Flu Shot for Adults","NYC","1.894578605","1.927289303","-2.05391524","-1.402313199","1.253080037","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Preventive and Well-Care For Adults and Children","Adult Care","3","Adult Health","Managing Preventive Care for Adults","Flu Shot for Adults","Flu Shot for Adults","Northeast","1.894578605","1.927289303","-2.05391524","-1.402313199","1.253080037","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Behavioral Health","2","Behavioral Health","Behavioral Health","Follow-Up After Hospitalization for Mental Illness Within 7 Days","FUH within 7 days","Central","2.683923251","2.701445115","-0.854898895","0.121269468","0.866456247","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","Univera Healthcare","1040678","Preventive and Well-Care For Adults and Children","Adult Care","3","Adult Health","Managing Preventive Care for Adults","Flu Shot for Adults","Flu Shot for Adults","Western","1.894578605","1.932586295","-1.806263669","-1.402313199","1.253080037","27","27.9375","6.315725838"
"2021","2020","Commercial HMO","Excellus BlueCross BlueShield","1390598","Health Plan Overall","OVERALL","3","OVERALL","OVERALL","OVERALL","OVERALL","Northeast",,,,,,"27",,
"2021","2020","Commercial HMO","Empire BlueCross BlueShield HMO","1350196","Quality of Care Provided to Members with Illness","Diabetes Care","2","Adult Health","Monitoring Diabetes for Adults","Monitoring Diabetes - Dilated Eye Exam","Diabetes Eye Exam","Northeast","1.96","1.96","-1.762450718","-0.0043473","2.41385057","22.5","27.9375","6.315725838"
"2021","2020","Commercial HMO","Empire BlueCross BlueShield HMO","1350196","Preventive and Well-Care For Adults and Children","Women's Preventive Care","2","Women's Health","Preventive Care for Women","Cervical Cancer Screening","Cervical Cancer Screen","Long Island","1.96","2.471362825","-1.472783313","0.697864076","3.109647985","22.5","27.9375","6.315725838"
"2021","2020","Commercial HMO","Empire BlueCross BlueShield HMO","1350196","Quality of Care Provided to Members with Illness","Behavioral Health","4","Behavioral Health","Behavioral Health","Follow-Up After Hospitalization for Mental Illness Within 7 Days","FUH within 7 days","Northeast","2.683923251","2.727115222","0.121269468","0.121269468","0.866456247","22.5","27.9375","6.315725838"
"2021","2020","Commercial HMO","Empire BlueCross BlueShield HMO","1350196","Preventive and Well-Care For Adults and Children","Child and Adolescent Care","2","Child and Adolescent Health","Child Preventive Care","Adolescent Immunization (Combo2)","Adol immu-Combo2","Long Island","1.96","2.266870697","-4.128636538","-0.065315062","3.459053137","22.5","27.9375","6.315725838"
"2021","2020","Commercial HMO","MVP Health Care","1080383","Preventive and Well-Care For Adults and Children","Adult Care","3","Adult Health","Managing Preventive Care for Adults","Colon Cancer Screening","Colon Cancer Screen","Central","1.96","1.932586295","-1.425609699","-1.402313199","1.253080037","22","27.9375","6.315725838"
"2021","2020","Commercial HMO","MVP Health Care","1080383","Member Experience with Access and Service","Experience with Adult Care","3","Experience with Care","Satisfaction with Access to Care and Health Plan for Adults","Getting Care Needed","Getting Care Needed","Western","1.894578605","1.894578605","-0.189456148","0","0.619296789","22","27.9375","6.315725838"
"2021","2020","Commercial HMO","MVP Health Care","1080383","Quality of Care Provided to Members with Illness","Care for Respiratory Conditions","3","Adult Health","Managing Respiratory Conditions for Adults","Asthma Medication Ratio (Ages 5-64)","ASA Med Ratio 5-64yr","Northeast","2.727237457","2.705370539","0.0333379","-0.033751","1.330717215","22","27.9375","6.315725838"
"2021","2020","Commercial HMO","MVP Health Care","1080383","Quality of Care Provided to Members with Illness","Behavioral Health","3","Behavioral Health","Behavioral Health","Follow-Up After Hospitalization for Mental Illness Within 7 Days","FUH within 7 days","Hudson Valley","2.683923251","2.701445115","0.142849397","0.121269468","0.866456247","22","27.9375","6.315725838"
"2021","2020","Commercial HMO","Highmark Western and Northeastern New York, Inc.","1140685","Preventive and Well-Care For Adults and Children","Women's Preventive Care","4","Women's Health","Preventive Care for Women","Cervical Cancer Screening","Cervical Cancer Screen","Northeast","1.96","2.471362825","3.626695681","0.697864076","3.109647985","27","27.9375","6.315725838"
"2021","2020","Commercial HMO","MVP Health Care","1080383","Preventive and Well-Care For Adults and Children","Child and Adolescent Care","3","Child and Adolescent Health","Child Preventive Care","Adolescent Immunization (Combo2)","Adol immu-Combo2","Hudson Valley","1.96","2.266870697","-0.767382495","-0.065315062","3.459053137","22","27.9375","6.315725838"
"2021","2020","Commercial HMO","CDPHP","1090384","Preventive and Well-Care For Adults and Children","Child and Adolescent Care","4","Child and Adolescent Health","Preventive Counseling for Children and Adolescents","Weight Assessment and Counseling for Children/Adolescents (Composite)","Weight Assess & Counsel","Central","1.96","2.266870697","2.516395693","-0.065315062","3.459053137","39","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Preventive and Well-Care For Adults and Children","Women's Preventive Care","3","Women's Health","Preventive Care for Women","Cervical Cancer Screening","Cervical Cancer Screen","Central","1.96","2.471362825","0.628212823","0.697864076","3.109647985","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","CDPHP","1090384","Quality of Care Provided to Members with Illness","Behavioral Health","5","Behavioral Health","Child and Adolescent Behavioral Health","Follow-up for Children Prescribed ADHD Medication-Initiation and Continuation (Composite)","F/U for New ADHD Med","Northeast","2.683906787","2.701445115","1.559667209","0.121269468","0.866456247","39","27.9375","6.315725838"
"2021","2020","Commercial HMO","Independent Health","1070680","Member Experience with Access and Service","Experience with Adult Care","4","Provider Network","Provider Network","Satisfaction with Personal Doctor","Satisfaction w/PCP","Western","1.894578605","1.894578605","0.729803892","0","0.619296789","36","27.9375","6.315725838"
"2021","2020","Commercial HMO","CDPHP","1090384","Quality of Care Provided to Members with Illness","Care for Respiratory Conditions","4","Adult Health","Managing Respiratory Conditions for Adults","Use of Spirometry Testing in the Assessment and Diagnosis of COPD","Spirometry","Hudson Valley","2.68350362","2.705370539","0.982312345","-0.033751","1.330717215","39","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Preventive and Well-Care For Adults and Children","Women's Preventive Care","3","Women's Health","Preventive Care for Women","Cervical Cancer Screening","Cervical Cancer Screen","Northeast","1.96","2.471362825","0.628212823","0.697864076","3.109647985","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","CDPHP","1090384","Preventive and Well-Care For Adults and Children","Maternal Care","4","Women's Health","Preventive Care for Women","Timeliness of Prenatal Care","Prenatal Care","Central","1.96","1.96","4.938167945","-0.119769995","4.078413215","39","27.9375","6.315725838"
"2021","2020","Commercial HMO","Independent Health","1070680","Member Experience with Access and Service","Experience with Adult Care","4","Experience with Care","Satisfaction with Access to Care and Health Plan for Adults","Getting Care Needed","Getting Care Needed","Western","1.894578605","1.894578605","0.729803892","0","0.619296789","36","27.9375","6.315725838"
"2021","2020","Commercial HMO","CDPHP","1090384","Member Experience with Access and Service","Experience with Adult Care","5","Experience with Care","Satisfaction with Experience of Care for Adults","Rating of Overall Healthcare","Rating of Healthcare","Northeast","1.894578605","1.894578605","1.116036606","0","0.619296789","39","27.9375","6.315725838"
"2021","2020","Commercial HMO","CDPHP","1090384","Quality of Care Provided to Members with Illness","Cardiovascular Care","4","Adult Health","Managing Cardiovascular Conditions for Adults","Controlling High Blood Pressure","Controlling High BP","Hudson Valley","1.96","2.343644369","3.63576557","0.107494937","3.284848391","39","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Preventive and Well-Care For Adults and Children","Adult Care","3","Adult Health","Managing Preventive Care for Adults","Colon Cancer Screening","Colon Cancer Screen","NYC","1.96","1.927289303","-2.05391524","-1.402313199","1.253080037","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Preventive and Well-Care For Adults and Children","Adult Care","3","Adult Health","Managing Preventive Care for Adults","Colon Cancer Screening","Colon Cancer Screen","Northeast","1.96","1.927289303","-2.05391524","-1.402313199","1.253080037","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Diabetes Care","3","Adult Health","Monitoring Diabetes for Adults","Monitoring Diabetes - Dilated Eye Exam","Diabetes Eye Exam","Central","1.96","1.96","-1.301490368","-0.0043473","2.41385057","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Diabetes Care","3","Adult Health","Monitoring Diabetes for Adults","Monitoring Diabetes - Dilated Eye Exam","Diabetes Eye Exam","Hudson Valley","1.96","1.96","-1.301490368","-0.0043473","2.41385057","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Diabetes Care","3","Adult Health","Monitoring Diabetes for Adults","Monitoring Diabetes - Dilated Eye Exam","Diabetes Eye Exam","Long Island","1.96","1.96","-1.301490368","-0.0043473","2.41385057","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Diabetes Care","3","Adult Health","Monitoring Diabetes for Adults","Monitoring Diabetes - Dilated Eye Exam","Diabetes Eye Exam","NYC","1.96","1.96","-1.301490368","-0.0043473","2.41385057","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Diabetes Care","3","Adult Health","Monitoring Diabetes for Adults","Monitoring Diabetes - Dilated Eye Exam","Diabetes Eye Exam","Northeast","1.96","1.96","-1.301490368","-0.0043473","2.41385057","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Diabetes Care","3","Adult Health","Managing Diabetes Outcomes for Adults","Managing Diabetes Outcomes -Poor HbA1c Control","Diabetes Poor HbA1c","Central","1.96","1.96","-1.301490368","-0.0043473","2.41385057","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Diabetes Care","3","Adult Health","Managing Diabetes Outcomes for Adults","Managing Diabetes Outcomes -Poor HbA1c Control","Diabetes Poor HbA1c","Hudson Valley","1.96","1.96","-1.301490368","-0.0043473","2.41385057","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Diabetes Care","3","Adult Health","Managing Diabetes Outcomes for Adults","Managing Diabetes Outcomes -Poor HbA1c Control","Diabetes Poor HbA1c","Long Island","1.96","1.96","-1.301490368","-0.0043473","2.41385057","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Diabetes Care","3","Adult Health","Managing Diabetes Outcomes for Adults","Managing Diabetes Outcomes -Poor HbA1c Control","Diabetes Poor HbA1c","NYC","1.96","1.96","-1.301490368","-0.0043473","2.41385057","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Diabetes Care","3","Adult Health","Managing Diabetes Outcomes for Adults","Managing Diabetes Outcomes -Poor HbA1c Control","Diabetes Poor HbA1c","Northeast","1.96","1.96","-1.301490368","-0.0043473","2.41385057","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Cardiovascular Care","1","Adult Health","Managing Cardiovascular Conditions for Adults","Controlling High Blood Pressure","Controlling High BP","Central","1.96","2.343644369","-4.546799698","0.107494937","3.284848391","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Cardiovascular Care","1","Adult Health","Managing Cardiovascular Conditions for Adults","Controlling High Blood Pressure","Controlling High BP","Hudson Valley","1.96","2.343644369","-4.546799698","0.107494937","3.284848391","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Cardiovascular Care","1","Adult Health","Managing Cardiovascular Conditions for Adults","Controlling High Blood Pressure","Controlling High BP","Long Island","1.96","2.343644369","-4.546799698","0.107494937","3.284848391","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Cardiovascular Care","1","Adult Health","Managing Cardiovascular Conditions for Adults","Controlling High Blood Pressure","Controlling High BP","NYC","1.96","2.343644369","-4.546799698","0.107494937","3.284848391","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Quality of Care Provided to Members with Illness","Cardiovascular Care","1","Adult Health","Managing Cardiovascular Conditions for Adults","Controlling High Blood Pressure","Controlling High BP","Northeast","1.96","2.343644369","-4.546799698","0.107494937","3.284848391","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Member Experience with Access and Service","Experience with Adult Care","2","Experience with Care","Satisfaction with Experience of Care for Adults","Rating of Overall Healthcare","Rating of Healthcare","Central","1.894578605","1.894578605","-0.710022844","0","0.619296789","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Member Experience with Access and Service","Experience with Adult Care","2","Experience with Care","Satisfaction with Experience of Care for Adults","Rating of Overall Healthcare","Rating of Healthcare","Hudson Valley","1.894578605","1.894578605","-0.710022844","0","0.619296789","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Member Experience with Access and Service","Experience with Adult Care","2","Experience with Care","Satisfaction with Experience of Care for Adults","Rating of Overall Healthcare","Rating of Healthcare","Long Island","1.894578605","1.894578605","-0.710022844","0","0.619296789","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","Univera Healthcare","1040678","Member Experience with Access and Service","Experience with Adult Care","3","Experience with Care","Satisfaction with Access to Care and Health Plan for Adults","Getting Care Needed","Getting Care Needed","Western","1.894578605","1.894578605","-0.063457784","0","0.619296789","27","27.9375","6.315725838"
"2021","2020","Commercial HMO","Empire BlueCross BlueShield HMO","1350196","Health Plan Overall","OVERALL","2","OVERALL","OVERALL","OVERALL","OVERALL","Hudson Valley",,,,,,"22.5",,
"2021","2020","Commercial HMO","Empire BlueCross BlueShield HMO","1350196","Health Plan Overall","OVERALL","2","OVERALL","OVERALL","OVERALL","OVERALL","Northeast",,,,,,"22.5",,
"2021","2020","Commercial HMO","MVP Health Care","1080383","Health Plan Overall","OVERALL","2","OVERALL","OVERALL","OVERALL","OVERALL","Western",,,,,,"22",,
"2021","2020","Commercial HMO","MVP Health Care","1080383","Preventive and Well-Care For Adults and Children","Child and Adolescent Care","3","Child and Adolescent Health","Child Preventive Care","Childhood Immunization Status (Combo 3)","Immu - Combo 3","Central","1.96","2.266870697","-0.767382495","-0.065315062","3.459053137","22","27.9375","6.315725838"
"2021","2020","Commercial HMO","Empire BlueCross BlueShield HMO","1350196","Preventive and Well-Care For Adults and Children","Adult Care","2","Adult Health","Managing Preventive Care for Adults","Colon Cancer Screening","Colon Cancer Screen","NYC","1.96","1.932586295","-3.030425291","-1.402313199","1.253080037","22.5","27.9375","6.315725838"
"2021","2020","Commercial HMO","MVP Health Care","1080383","Quality of Care Provided to Members with Illness","Cardiovascular Care","2","Adult Health","Managing Cardiovascular Conditions for Adults","Controlling High Blood Pressure","Controlling High BP","Western","1.96","2.343644369","-3.633018505","0.107494937","3.284848391","22","27.9375","6.315725838"
"2021","2020","Commercial HMO","HIP (EmblemHealth)","1050178","Preventive and Well-Care For Adults and Children","Adult Care","3","Adult Health","Managing Preventive Care for Adults","Colon Cancer Screening","Colon Cancer Screen","Central","1.96","1.927289303","-2.05391524","-1.402313199","1.253080037","23","27.9375","6.315725838"
"2021","2020","Commercial HMO","MVP Health Care","1080383","Quality of Care Provided to Members with Illness","Diabetes Care","1","Adult Health","Managing Diabetes Outcomes for Adults","Managing Diabetes Outcomes -Poor HbA1c Control","Diabetes Poor HbA1c","Northeast","1.96","1.96","-3.864249396","-0.0043473","2.41385057","22","27.9375","6.315725838"
