"county","priority_area_order","priority_area","focus_area_order","focus_area","contractor","contract_information","contractor_main_address","phone_number","email"
"Bronx","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","The Children's Aid Society","Comprehensive Adolescent Pregnancy Prevention","105 East 22nd Street, Rm. 100 , New York, NY 10010","(212) 949-4957","lHandwerker@childrensaidsociety.org"
"Bronx","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","The Committee for Hispanic Children and Families, Inc.","Comprehensive Adolescent Pregnancy Prevention","110 William Street, 18th FL , New York, NY 10038","(212) 206-1090","emontalvo@chcfinc.org, dguindo@chcfinc.org"
"Bronx","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","The Hetrick-Martin Institute","Comprehensive Adolescent Pregnancy Prevention","2 Astor Place , New York, NY 10003","(212) 674-2600","lrivera@hmi.org"
"Bronx","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Urban Health Plan, Inc.","Comprehensive Adolescent Pregnancy Prevention","1065 Southern Boulevard , Bronx, NY 10459","(718) 991-4833","Paloma.Hernandez@urbanhealthplan.org"
"Schoharie","4","Promote Healthy Women, Infants, and Children","2","Child Health","Schoharie County Department of Health","Children with Special Health Care Needs Program","284 Main Street,PO Box 667,Schoharie,NY12157","(518) 295-8365","karkerk@co.schoharie.ny.us                  "
"Jefferson","4","Promote Healthy Women, Infants, and Children","2","Child Health","Jefferson County Department of Health","Children with Special Health Care Needs Program","Public Health Facility 531 meade street, watertown, NY 13601","(315) 786-3747","faithl@co.jefferson.ny.us"
"Broome","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Crouse Hospital - Regional Perinatal Center","Regional Perinatal Centers","736 Irving Ave, Syracuse, NY 13210","(315) 470-8747","barbaramiller@crouse.org"
"Broome","4","Promote Healthy Women, Infants, and Children","2","Child Health","Broome County Health Department","Early Intervention Program","225 Front St., Binghamton, New York 13905","(607) 778-2851","tcooney@co.broome.ny.us"
"Broome","4","Promote Healthy Women, Infants, and Children","2","Child Health","Broome County Health Department","School Based Health Centers- Dental Clinics","225 Front Street Binghamton, NY 13905","(607) 778-2862","mbrennan@co.broome.ny.us"
"Broome","4","Promote Healthy Women, Infants, and Children","2","Child Health","Broome County Health Department","Special Supplemental Food Program for Women, Infants, and Children (WIC)","225 Front Street, Binghamton, NY 13905","(607) 778-2886","bhuber@co.broome.ny.us"
"Broome","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Broome","4","Promote Healthy Women, Infants, and Children","2","Child Health","United Health Services Hospitals, Inc.","School Based Health Centers","601 Riverside Drive Johnson City, NY 13790","(607) 240-2888","kathleen_lange@uhs.org"
"Broome","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Mothers and Babies Perinatal Network","Personal Responsibility Education Program","457 State Street, Binghamton, NY 13901","(607) 772-0517","cfinch@mothersandbabies.org"
"Broome","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood of South Central New York","Comprehensive Adolescent Pregnancy Prevention","37 Dietz Street , Oneonta, NY 13820","(607) 432-2252","debra.marcus@fpscny.org"
"Broome","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood South Central NY","Family Planning Program","37 Dietz Street , Oneonta, NY 13820","(607) 432-2252","debra.marcus@fpscny.org"
"Cattaraugus","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Cattaraugus County Health Department","Special Supplemental Food Program for Women, Infants, and Children (WIC)","Suite 4010 1 Leo Moss Drive, Olean, NY 14760","(716) 701-3382","kdwatkins@cattco.org"
"Cattaraugus","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Genesee Valley BOCES","Migrant and Seasonal Farmworker Health Program","3 Mount Morris-Leicester Road Leicester, NY 14481","(585) 658-7960","rlynch@gvboces.org"
"Cattaraugus","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Women and Childrens Hospital of Buffalo - Regional Perinatal Center","Regional Perinatal Centers","219 Bryant Street, Buffalo, NY 14222","(716) 878-7216","Lhubbard@kaleidahealth.org"
"Cattaraugus","4","Promote Healthy Women, Infants, and Children","2","Child Health","Cattaraugus County Health Department","Early Intervention Program","303 Court Street , Little Valley, NY 14755","(716) 373-8050","kdwatkins@cattco.org"
"Cattaraugus","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Cattaraugus","4","Promote Healthy Women, Infants, and Children","2","Child Health","The Resource Center","School Based Health Centers","200 Dunham Avenue Jamestown NY 14701","(716) 661-1406","sriczker@hotmail.com"
"Cattaraugus","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","ACCORD","Comprehensive Adolescent Pregnancy Prevention","84 Schuyler Street , Belmont, NY 14813","(585) 268-7605","hmcpherson@accordcorp.org"
"Cattaraugus","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Cattaraugus County Health Department","Family Planning Program","303 Court Street , Little Valley, NY 14755","(716) 373-8050","kdwatkins@cattco.org"
"Cayuga","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","East Hill Family Medical","Family Planning Program","Metcalf Plaza 144 Genesee St, Suite 500, Auburn, NY 13021","(315) 253-6796","jrose@easthillmedical.com"
"Niagara","4","Promote Healthy Women, Infants, and Children","2","Child Health","Niagara County Department of Health","Children with Special Health Care Needs Program","1001 11th Street, Niagara Falls, New York 14301","(716) 278-1991","Lisa.Chester@niagaracounty.com"
"Cortland","4","Promote Healthy Women, Infants, and Children","2","Child Health","Cortland County Department of Health","Children with Special Health Care Needs Program","60 Central Avenue Cortland NY 13045-2746","(607) 753-5140","lbeers@cortland.co.org"
"Orange","4","Promote Healthy Women, Infants, and Children","2","Child Health","Cornerstone Family Healthcare, Inc.","Special Supplemental Food Program for Women, Infants, and Children (WIC)","147 Lake Street
Newburgh, NY 12550","(845) 568-5473","LMuller@ghvfhc.org"
"Cayuga","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Crouse Hospital - Regional Perinatal Center","Regional Perinatal Centers","736 Irving Ave, Syracuse, NY 13210","(315) 470-8747","barbaramiller@crouse.org"
"Cayuga","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Finger Lakes Migrant Healthcare Project","Migrant and Seasonal Farmworker Health Program","165 Main Street Ossining NY 10562","(315) 531-9102","Maryz@flchealth.org"
"Cayuga","4","Promote Healthy Women, Infants, and Children","2","Child Health","East Hill Family Medical Center","School Based Health Centers- Dental Clinics","Metcalf Plaza 144 Genesee St, Suite 500, Auburn, NY 13021","(315) 253-6796","jrose@easthillmedical.com"
"Cayuga","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Cayuga","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Finger Lakes Community and Migrant Health Care","Family Planning Program","P.O. Box 423 , Penn Yan, NY 14527","(315) 531-9102","Maryz@flchealth.org"
"Wyoming","4","Promote Healthy Women, Infants, and Children","2","Child Health","Wyoming County Department of Health","Children with Special Health Care Needs Program","8 Perry Avenue, Warsaw, New York 14569","(585) 786-8850","dnaylor@wyomingco.net"
"Ulster","4","Promote Healthy Women, Infants, and Children","2","Child Health","Ulster County Department of Health","Children with Special Health Care Needs Program","1071 Development Court, Kingston, New York 12401-1959","(845) 334-5221","sjor@co.ulster.ny.us"
"Chautauqua","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Chautauqua Opportunities","Migrant and Seasonal Farmworker Health Program","17 West Courtney Street Dunkirk, NY 14048","(716) 661-9430","dhewitt-johnson@chautopp.org"
"Chautauqua","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Finger Lakes Migrant Healthcare Project","Migrant and Seasonal Farmworker Health Program","165 Main Street Ossining NY 10562","(315) 531-9102","Maryz@flchealth.org"
"Chautauqua","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Women and Childrens Hospital of Buffalo - Regional Perinatal Center","Regional Perinatal Centers","219 Bryant Street, Buffalo, NY 14222","(716) 878-7216","Lhubbard@kaleidahealth.org"
"Chautauqua","4","Promote Healthy Women, Infants, and Children","2","Child Health","Chautauqua County Department of Health","Early Intervention Program","7 North Erie Street, Mayville, New York 14757","(716) 753-4312","SchuyleC@co.chautauqua.ny.us"
"Chautauqua","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Chautauqua","4","Promote Healthy Women, Infants, and Children","2","Child Health","The Resource Center","School Based Health Centers","200 Dunham Avenue Jamestown NY 14701","(716) 661-1406","sriczker@hotmail.com"
"Erie","4","Promote Healthy Women, Infants, and Children","2","Child Health","Erie County Department of Health","Children with Special Health Care Needs Program","95 Franklin Street Room 828 Buffalo NY 14202","(716) 858-6991","Pamela.Kowal@erie.gov"
"Livingston","4","Promote Healthy Women, Infants, and Children","2","Child Health","Livingston County Department of Health","Children with Special Health Care Needs Program","2 Murray Hill Drive,Mount Morris,NY,14510","(585) 243-7299","kroot@co.livingston.ny.us"
"Delaware","4","Promote Healthy Women, Infants, and Children","2","Child Health","Delaware County Department of Health","Children with Special Health Care Needs Program","99 Main Street Delhi NY 13753","(607) 832-5200","donna.jones@co.delaware.ny.us"
"Oswego","4","Promote Healthy Women, Infants, and Children","2","Child Health","Oswego County Department of Health","Children with Special Health Care Needs Program","70 Bunner Street,Oswego,NY13126","(315) 349-3510","thompsta@oswegocounty.com"
"Chemung","4","Promote Healthy Women, Infants, and Children","2","Child Health","Chemung County Department of Social Services","Early Intervention Program","425-447 Pennsylvania Avenue, Elmira, New York 14902-0588","(607) 737-5568","ajernigan@co.chemung.ny.us"
"Chemung","4","Promote Healthy Women, Infants, and Children","2","Child Health","Chemung County Health Department","School Based Health Centers- Dental Clinics","103 Washington Street Elmira, NY 14901","(607) 737-2890","tlax@co.chemung.ny.us"
"Chemung","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Chemung","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Southern Finger Lakes","Comprehensive Adolescent Pregnancy Prevention","314 West State Street , Ithaca, NY 14850","(607) 216-0021","maureen.kelly@ppsfl.org"
"Chemung","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Southern Finger Lakes","Family Planning Program","314 W. State Street , Ithaca, NY 14850","(607) 273-1526","joe.sammons@ppsfl.org"
"Chenango","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Crouse Hospital - Regional Perinatal Center","Regional Perinatal Centers","736 Irving Ave, Syracuse, NY 13210","(315) 470-8747","barbaramiller@crouse.org"
"Chenango","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Opportunities for Chenango, Inc.","Special Supplemental Food Program for Women, Infants, and Children (WIC)","PO Box 470
44 West Main Street
Norwich, NY 13815","(607) 334-7114","NSmith@ofcinc.org"
"Chenango","4","Promote Healthy Women, Infants, and Children","2","Child Health","Chenango County Department of Public Health","Early Intervention Program","5 Court Street, Norwich, New York 13815","(607) 337-1731","erical@co.chenango.ny.us"
"Chenango","4","Promote Healthy Women, Infants, and Children","2","Child Health","Mary Imogene Bassett Hospital","School Based Health Centers","1 Atwell Road Cooperstown NY 13326","(607) 746-9332","jane.hamilton@bassett.org"
"Chenango","4","Promote Healthy Women, Infants, and Children","2","Child Health","Opportunities for Chenango, Inc.","Special Supplemental Food Program for Women, Infants, and Children (WIC)","PO Box 470
44 West Main Street
Norwich, NY 13815","(607) 334-7114","NSmith@ofcinc.org"
"Chenango","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Chenango","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood of South Central New York","Comprehensive Adolescent Pregnancy Prevention","37 Dietz Street , Oneonta, NY 13820","(607) 432-2252","debra.marcus@fpscny.org"
"Chenango","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood South Central NY","Family Planning Program","37 Dietz Street , Oneonta, NY 13820","(607) 432-2252","debra.marcus@fpscny.org"
"Lewis","4","Promote Healthy Women, Infants, and Children","2","Child Health","Lewis County Department of Health","Children with Special Health Care Needs Program","Medical Arts Building, 7785 N. State Street,Lowville,13367","(315) 376-5453","csn.lcph@gmail.com"
"Genesee","4","Promote Healthy Women, Infants, and Children","2","Child Health","Genesee County Department of Health","Children with Special Health Care Needs Program","3837 West Main Street Road Batavia NY 14020","(585) 344-2580","kbrice@co.genesee.ny.us"
"Clinton","4","Promote Healthy Women, Infants, and Children","2","Child Health","Clinton County Health Department","Early Intervention Program","133 Margaret Street, Plattsburgh, New York 12901","(518) 565-4840","JReidDPH@co.clinton.ny.us"
"Clinton","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Yates","4","Promote Healthy Women, Infants, and Children","2","Child Health","Yates County Department of Health","Children with Special Health Care Needs Program","417 Liberty Street,Suite 2120,Penn Yan,NY14527-1124","(315) 536-5160","ssimmons@yatescounty.org"
"Montgomery","4","Promote Healthy Women, Infants, and Children","2","Child Health","Montgomery County Department of Health","Children with Special Health Care Needs Program","PO Box 1500 20 Park Street,Fonda,NY,12068-1500","(518) 853-3531","astuart@co.montgomery.ny.us"
"Suffolk","4","Promote Healthy Women, Infants, and Children","2","Child Health","Suffolk County Department of Health","Children with Special Health Care Needs Program","50 Laser Court, Hauppauge, New York 11788","(631) 853-2327","barbara.falkman@suffolkcountyny.gov"
"Rockland","4","Promote Healthy Women, Infants, and Children","2","Child Health","Rockland County Department of Health","Children with Special Health Care Needs Program","50 Sanatorium Road, Building D,PO Box 350,Pomona,NY10970","(845) 364-2626","donoghum@co.rockland.ny.us"
"Orleans","4","Promote Healthy Women, Infants, and Children","2","Child Health","Orleans County Department of Health","Children with Special Health Care Needs Program","14012 Route 31 West,Albion,NY14411","(585) 589-2777","linda.garrison@orleansny.com"
"Columbia","4","Promote Healthy Women, Infants, and Children","2","Child Health","Columbia County Department of Health","Early Intervention Program","325 Columbia Street, Hudson, New York 12534","(518) 828-4278","alice.engel@columbiacountyny.com"
"Columbia","4","Promote Healthy Women, Infants, and Children","2","Child Health","Columbia Memorial Hospital","School Based Health Centers- Dental Clinics","325 Columbia Street Hudson, NY 12534","(518) 828-8249","lpierro@cmh-net.org"
"Columbia","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Columbia","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Upper Hudson Planned Parenthood","Family Planning Program","855 Central Avenue , Albany, NY 12206","(518) 434-5678","chelly@uhpp.org"
"Chemung","4","Promote Healthy Women, Infants, and Children","2","Child Health","Chemung County Department of Health","Children with Special Health Care Needs Program","103 Washington Street, PO Box 588, Elmira, NY 14902","(607) 737-2046","mwright@co.chemung.ny.us"
"Westchester","4","Promote Healthy Women, Infants, and Children","2","Child Health","Westchester County Department of Health","Children with Special Health Care Needs Program","145 Huguenot Street,7th Floor,New Rochelle,NY,10801","(914) 813-5090","vag1@westchester.gov.com; mry1@westchester.gov.com"
"Rensselaer","4","Promote Healthy Women, Infants, and Children","2","Child Health","Rensselaer County Department of Health","Children with Special Health Care Needs Program","1600 Seventh Avenue,Troy,NY12180","(518) 270-2626","amoon@rensco.com"
"Tompkins","4","Promote Healthy Women, Infants, and Children","2","Child Health","Tompkins County Department of Health","Children with Special Health Care Needs Program","55 Brown Road,Ithaca,NY14850","(607) 274-6639","sallinger@tompkins-co.org"
"Cortland","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Cortland County Community Action Program, Inc.","Special Supplemental Food Program for Women, Infants, and Children (WIC)","32 North Main Street
Cortland, NY 13045","(607) 753-6781","lindyg@capco.org"
"Cortland","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Crouse Hospital - Regional Perinatal Center","Regional Perinatal Centers","736 Irving Ave, Syracuse, NY 13210","(315) 470-8747","barbaramiller@crouse.org"
