"year","approving_state_agency","certificate_type","methodology","language","region","certificates_count"
"2021","Department of Health","Home Health Aide","Personal Care Aide Upgrade","English","Western  - Rochester","12"
"2021","Department of Health","Personal Care Aide","Alternative Competency Demonstration","Chinese","Metropolitan Area  - New York City","1"
"2021","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Capital District","182"
"2021","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Central New York","160"
"2021","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Metropolitan Area  - Long Island","156"
"2021","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Metropolitan Area  - New Rochelle","474"
"2021","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Metropolitan Area  - New York City","695"
"2021","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Western  - Buffalo","255"
"2021","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Western  - Rochester","83"
"2021","Department of Health","Personal Care Aide","Basic Training","English","Capital District","414"
"2021","Department of Health","Personal Care Aide","Basic Training","English","Central New York","187"
"2021","Department of Health","Personal Care Aide","Basic Training","English","Metropolitan Area  - Long Island","292"
"2021","Department of Health","Personal Care Aide","Basic Training","English","Metropolitan Area  - New Rochelle","825"
"2021","Department of Health","Personal Care Aide","Basic Training","English","Metropolitan Area  - New York City","1382"
"2021","Department of Health","Personal Care Aide","Basic Training","English","Western  - Buffalo","924"
"2021","Department of Health","Personal Care Aide","Basic Training","English","Western  - Rochester","373"
"2021","Department of Health","Personal Care Aide","Basic Training","Spanish; Castilian","Metropolitan Area  - New York City","655"
"2021","Education Department - BPSS","Home Health Aide","Core Training","Chinese","Metropolitan Area  - New York City","4147"
"2021","Education Department - BPSS","Home Health Aide","Core Training","English","Metropolitan Area  - Long Island","589"
"2021","Education Department - BPSS","Home Health Aide","Core Training","English","Metropolitan Area  - New Rochelle","171"
"2021","Education Department - BPSS","Home Health Aide","Core Training","English","Metropolitan Area  - New York City","13484"
"2021","Education Department - BPSS","Home Health Aide","Core Training","Russian","Metropolitan Area  - New York City","21"
"2021","Education Department - BPSS","Home Health Aide","Core Training","Spanish; Castilian","Metropolitan Area  - Long Island","287"
"2021","Education Department - BPSS","Home Health Aide","Core Training","Spanish; Castilian","Metropolitan Area  - New York City","2770"
"2021","Education Department - BPSS","Home Health Aide","Nurse Aide Transition","English","Metropolitan Area  - Long Island","7"
"2021","Education Department - BPSS","Home Health Aide","Nurse Aide Transition","English","Metropolitan Area  - New York City","26"
"2021","Education Department - BPSS","Home Health Aide","Personal Care Aide Upgrade","Chinese","Metropolitan Area  - New York City","586"
"2021","Education Department - BPSS","Home Health Aide","Personal Care Aide Upgrade","English","Metropolitan Area  - Long Island","21"
"2021","Education Department - BPSS","Home Health Aide","Personal Care Aide Upgrade","English","Metropolitan Area  - New York City","1871"
"2021","Education Department - BPSS","Home Health Aide","Personal Care Aide Upgrade","Spanish; Castilian","Metropolitan Area  - New York City","205"
"2021","Education Department - BPSS","Personal Care Aide","Basic Training","Chinese","Metropolitan Area  - New York City","1228"
"2021","Education Department - BPSS","Personal Care Aide","Basic Training","English","Metropolitan Area  - Long Island","84"
"2021","Education Department - BPSS","Personal Care Aide","Basic Training","English","Metropolitan Area  - New York City","4615"
"2021","Education Department - BPSS","Personal Care Aide","Basic Training","English","Western  - Rochester","115"
"2021","Education Department - BPSS","Personal Care Aide","Basic Training","Russian","Metropolitan Area  - New York City","1"
"2021","Education Department - BPSS","Personal Care Aide","Basic Training","Spanish; Castilian","Metropolitan Area  - New York City","197"
"2021","Education Department - EMSC","Home Health Aide","Core Training","English","Capital District","30"
"2021","Education Department - EMSC","Home Health Aide","Core Training","English","Central New York","46"
"2021","Education Department - EMSC","Personal Care Aide","Basic Training","English","Capital District","24"
"2021","Education Department - EMSC","Personal Care Aide","Basic Training","English","Central New York","18"
"2021","Education Department - EMSC","Personal Care Aide","Basic Training","English","Metropolitan Area  - New Rochelle","36"
"2021","Education Department - EMSC","Personal Care Aide","Basic Training","English","Western  - Buffalo","28"
"2021","Education Department - EMSC","Personal Care Aide","Basic Training","English","Western  - Rochester","29"
"2021","Education Department - OP","Home Health Aide","Core Training","English","Capital District","4"
"2021","Education Department - OP","Home Health Aide","Core Training","English","Metropolitan Area  - New Rochelle","30"
"2021","Education Department - OP","Home Health Aide","Core Training","English","Metropolitan Area  - New York City","202"
"2021","Education Department - OP","Home Health Aide","Core Training","English","Western  - Rochester","89"
"2021","Education Department - OP","Home Health Aide","Nurse Aide Transition","English","Capital District","4"
"2021","Education Department - OP","Personal Care Aide","Basic Training","English","Capital District","59"
"2021","Education Department - OP","Personal Care Aide","Basic Training","English","Western  - Rochester","25"
"2020","Department of Health","Home Health Aide","Competency Evaluation","English","Capital District","10"
"2020","Department of Health","Home Health Aide","Competency Evaluation","English","Central New York","26"
"2020","Department of Health","Home Health Aide","Competency Evaluation","English","Metropolitan Area  - Long Island","60"
"2020","Department of Health","Home Health Aide","Competency Evaluation","English","Metropolitan Area  - New Rochelle","36"
"2020","Department of Health","Home Health Aide","Competency Evaluation","English","Metropolitan Area  - New York City","193"
"2020","Department of Health","Home Health Aide","Competency Evaluation","English","Western  - Buffalo","8"
"2020","Department of Health","Home Health Aide","Competency Evaluation","English","Western  - Rochester","9"
"2020","Department of Health","Home Health Aide","Competency Evaluation","Spanish; Castilian","Metropolitan Area  - New York City","1"
"2020","Department of Health","Home Health Aide","Core Training","Chinese","Metropolitan Area  - New York City","12"
"2020","Department of Health","Home Health Aide","Core Training","English","Capital District","39"
"2020","Department of Health","Home Health Aide","Core Training","English","Central New York","187"
"2020","Department of Health","Home Health Aide","Core Training","English","Metropolitan Area  - Long Island","229"
"2020","Department of Health","Home Health Aide","Core Training","English","Metropolitan Area  - New Rochelle","100"
"2020","Department of Health","Home Health Aide","Core Training","English","Metropolitan Area  - New York City","2351"
"2020","Department of Health","Home Health Aide","Core Training","English","Western  - Buffalo","14"
"2020","Department of Health","Home Health Aide","Core Training","English","Western  - Rochester","48"
"2020","Department of Health","Home Health Aide","Core Training","Russian","Metropolitan Area  - New York City","34"
"2020","Department of Health","Home Health Aide","Core Training","Spanish; Castilian","Metropolitan Area  - New York City","310"
"2020","Department of Health","Home Health Aide","Nurse Aide Transition","English","Capital District","62"
"2020","Department of Health","Home Health Aide","Nurse Aide Transition","English","Central New York","60"
"2020","Department of Health","Home Health Aide","Nurse Aide Transition","English","Metropolitan Area  - Long Island","31"
"2020","Department of Health","Home Health Aide","Nurse Aide Transition","English","Metropolitan Area  - New Rochelle","22"
"2020","Department of Health","Home Health Aide","Nurse Aide Transition","English","Metropolitan Area  - New York City","31"
"2020","Department of Health","Home Health Aide","Nurse Aide Transition","English","Western  - Buffalo","57"
"2020","Department of Health","Home Health Aide","Nurse Aide Transition","English","Western  - Rochester","59"
"2020","Department of Health","Home Health Aide","Personal Care Aide Upgrade","English","Capital District","6"
"2020","Department of Health","Home Health Aide","Personal Care Aide Upgrade","English","Central New York","14"
"2020","Department of Health","Home Health Aide","Personal Care Aide Upgrade","English","Metropolitan Area  - Long Island","12"
"2020","Department of Health","Home Health Aide","Personal Care Aide Upgrade","English","Metropolitan Area  - New Rochelle","10"
"2020","Department of Health","Home Health Aide","Personal Care Aide Upgrade","English","Metropolitan Area  - New York City","27"
"2020","Department of Health","Home Health Aide","Personal Care Aide Upgrade","English","Western  - Buffalo","9"
"2020","Department of Health","Personal Care Aide","Alternative Competency Demonstration","Chinese","Metropolitan Area  - New York City","1"
"2020","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Capital District","360"
"2020","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Central New York","154"
"2020","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Metropolitan Area  - Long Island","155"
"2020","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Metropolitan Area  - New Rochelle","880"
"2020","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Metropolitan Area  - New York City","312"
"2020","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Western  - Buffalo","779"
"2020","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Western  - Rochester","197"
"2020","Department of Health","Personal Care Aide","Alternative Competency Demonstration","Spanish; Castilian","Metropolitan Area  - New York City","1"
"2020","Department of Health","Personal Care Aide","Basic Training","English","Capital District","391"
"2020","Department of Health","Personal Care Aide","Basic Training","English","Central New York","265"
"2020","Department of Health","Personal Care Aide","Basic Training","English","Metropolitan Area  - Long Island","247"
"2020","Department of Health","Personal Care Aide","Basic Training","English","Metropolitan Area  - New Rochelle","656"
"2020","Department of Health","Personal Care Aide","Basic Training","English","Metropolitan Area  - New York City","1065"
"2020","Department of Health","Personal Care Aide","Basic Training","English","Western  - Buffalo","1063"
"2020","Department of Health","Personal Care Aide","Basic Training","English","Western  - Rochester","290"
"2020","Department of Health","Personal Care Aide","Basic Training","Spanish; Castilian","Metropolitan Area  - New York City","362"
"2020","Education Department - BPSS","Home Health Aide","Core Training","Chinese","Metropolitan Area  - New York City","3722"
"2020","Education Department - BPSS","Home Health Aide","Core Training","English","Metropolitan Area  - Long Island","395"
"2020","Education Department - BPSS","Home Health Aide","Core Training","English","Metropolitan Area  - New Rochelle","118"
"2020","Education Department - BPSS","Home Health Aide","Core Training","English","Metropolitan Area  - New York City","13687"
"2020","Education Department - BPSS","Home Health Aide","Core Training","Russian","Metropolitan Area  - New York City","218"
"2020","Education Department - BPSS","Home Health Aide","Core Training","Spanish; Castilian","Metropolitan Area  - Long Island","176"
"2020","Education Department - BPSS","Home Health Aide","Core Training","Spanish; Castilian","Metropolitan Area  - New York City","2485"
"2020","Education Department - BPSS","Home Health Aide","Nurse Aide Transition","English","Metropolitan Area  - Long Island","5"
"2020","Education Department - BPSS","Home Health Aide","Nurse Aide Transition","English","Metropolitan Area  - New York City","36"
"2020","Education Department - BPSS","Home Health Aide","Personal Care Aide Upgrade","English","Metropolitan Area  - Long Island","29"
"2020","Education Department - BPSS","Home Health Aide","Personal Care Aide Upgrade","English","Metropolitan Area  - New York City","2064"
"2020","Education Department - BPSS","Home Health Aide","Personal Care Aide Upgrade","Russian","Metropolitan Area  - New York City","2"
"2020","Education Department - BPSS","Home Health Aide","Personal Care Aide Upgrade","Spanish; Castilian","Metropolitan Area  - New York City","194"
"2020","Education Department - BPSS","Personal Care Aide","Basic Training","Chinese","Metropolitan Area  - New York City","276"
"2020","Education Department - BPSS","Personal Care Aide","Basic Training","English","Metropolitan Area  - Long Island","84"
"2020","Education Department - BPSS","Personal Care Aide","Basic Training","English","Metropolitan Area  - New York City","3917"
"2020","Education Department - BPSS","Personal Care Aide","Basic Training","Russian","Metropolitan Area  - New York City","6"
"2020","Education Department - BPSS","Personal Care Aide","Basic Training","Spanish; Castilian","Metropolitan Area  - New York City","122"
"2020","Education Department - EMSC","Home Health Aide","Core Training","English","Central New York","41"
"2020","Education Department - EMSC","Home Health Aide","Core Training","English","Metropolitan Area  - Long Island","4"
"2020","Education Department - EMSC","Home Health Aide","Core Training","English","Western  - Buffalo","34"
"2020","Education Department - EMSC","Home Health Aide","Nurse Aide Transition","English","Western  - Buffalo","5"
"2020","Education Department - EMSC","Personal Care Aide","Basic Training","English","Central New York","15"
"2020","Education Department - EMSC","Personal Care Aide","Basic Training","English","Metropolitan Area  - New Rochelle","84"
"2020","Education Department - EMSC","Personal Care Aide","Basic Training","English","Western  - Buffalo","44"
"2020","Education Department - EMSC","Personal Care Aide","Basic Training","English","Western  - Rochester","5"
"2020","Education Department - OP","Home Health Aide","Core Training","English","Capital District","12"
"2020","Education Department - OP","Home Health Aide","Core Training","English","Metropolitan Area  - New Rochelle","44"
"2020","Education Department - OP","Home Health Aide","Core Training","English","Metropolitan Area  - New York City","180"
"2020","Education Department - OP","Home Health Aide","Core Training","English","Western  - Rochester","71"
"2020","Education Department - OP","Personal Care Aide","Basic Training","English","Capital District","59"
"2019","Department of Health","Home Health Aide","Competency Evaluation","English","Capital District","29"
"2019","Department of Health","Home Health Aide","Competency Evaluation","English","Central New York","70"
"2019","Department of Health","Home Health Aide","Competency Evaluation","English","Metropolitan Area  - Long Island","150"
"2019","Department of Health","Home Health Aide","Competency Evaluation","English","Metropolitan Area  - New Rochelle","98"
"2019","Department of Health","Home Health Aide","Competency Evaluation","English","Metropolitan Area  - New York City","406"
"2019","Department of Health","Home Health Aide","Competency Evaluation","English","Western  - Buffalo","29"
"2019","Department of Health","Home Health Aide","Competency Evaluation","English","Western  - Rochester","22"
"2019","Department of Health","Home Health Aide","Core Training","Chinese","Metropolitan Area  - New York City","121"
"2019","Department of Health","Home Health Aide","Core Training","English","Capital District","96"
"2019","Department of Health","Home Health Aide","Core Training","English","Central New York","242"
"2019","Department of Health","Home Health Aide","Core Training","English","Metropolitan Area  - Long Island","704"
"2019","Department of Health","Home Health Aide","Core Training","English","Metropolitan Area  - New Rochelle","235"
"2019","Department of Health","Home Health Aide","Core Training","English","Metropolitan Area  - New York City","4836"
"2019","Department of Health","Home Health Aide","Core Training","English","Western  - Buffalo","34"
"2019","Department of Health","Home Health Aide","Core Training","English","Western  - Rochester","66"
"2019","Department of Health","Home Health Aide","Core Training","Korean","Metropolitan Area  - New York City","20"
"2019","Department of Health","Home Health Aide","Core Training","Russian","Metropolitan Area  - New York City","10"
"2019","Department of Health","Home Health Aide","Core Training","Spanish; Castilian","Metropolitan Area  - Long Island","29"
"2019","Department of Health","Home Health Aide","Core Training","Spanish; Castilian","Metropolitan Area  - New York City","776"
"2019","Department of Health","Home Health Aide","Nurse Aide Transition","English","Capital District","87"
"2019","Department of Health","Home Health Aide","Nurse Aide Transition","English","Central New York","105"
"2019","Department of Health","Home Health Aide","Nurse Aide Transition","English","Metropolitan Area  - Long Island","105"
"2019","Department of Health","Home Health Aide","Nurse Aide Transition","English","Metropolitan Area  - New Rochelle","107"
"2019","Department of Health","Home Health Aide","Nurse Aide Transition","English","Metropolitan Area  - New York City","48"
"2019","Department of Health","Home Health Aide","Nurse Aide Transition","English","Western  - Buffalo","106"
"2019","Department of Health","Home Health Aide","Nurse Aide Transition","English","Western  - Rochester","121"
"2019","Department of Health","Home Health Aide","Personal Care Aide Upgrade","English","Capital District","18"
"2019","Department of Health","Home Health Aide","Personal Care Aide Upgrade","English","Central New York","26"
"2019","Department of Health","Home Health Aide","Personal Care Aide Upgrade","English","Metropolitan Area  - Long Island","88"
"2019","Department of Health","Home Health Aide","Personal Care Aide Upgrade","English","Metropolitan Area  - New Rochelle","8"
"2019","Department of Health","Home Health Aide","Personal Care Aide Upgrade","English","Metropolitan Area  - New York City","293"
"2019","Department of Health","Home Health Aide","Personal Care Aide Upgrade","English","Western  - Buffalo","13"
"2019","Department of Health","Home Health Aide","Personal Care Aide Upgrade","English","Western  - Rochester","26"
"2019","Department of Health","Home Health Aide","Personal Care Aide Upgrade","Spanish; Castilian","Metropolitan Area  - New York City","2"
"2019","Department of Health","Personal Care Aide","Alternative Competency Demonstration","Chinese","Metropolitan Area  - New York City","3"
"2019","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Capital District","326"
"2019","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Central New York","219"
"2019","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Metropolitan Area  - Long Island","254"
"2019","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Metropolitan Area  - New Rochelle","460"
"2019","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Metropolitan Area  - New York City","606"
"2019","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Western  - Buffalo","763"
"2019","Department of Health","Personal Care Aide","Alternative Competency Demonstration","English","Western  - Rochester","256"
"2019","Department of Health","Personal Care Aide","Alternative Competency Demonstration","Spanish; Castilian","Metropolitan Area  - New York City","34"
"2019","Department of Health","Personal Care Aide","Basic Training","English","Capital District","697"
"2019","Department of Health","Personal Care Aide","Basic Training","English","Central New York","571"
"2019","Department of Health","Personal Care Aide","Basic Training","English","Metropolitan Area  - Long Island","521"
"2019","Department of Health","Personal Care Aide","Basic Training","English","Metropolitan Area  - New Rochelle","1485"
"2019","Department of Health","Personal Care Aide","Basic Training","English","Metropolitan Area  - New York City","1476"
"2019","Department of Health","Personal Care Aide","Basic Training","English","Western  - Buffalo","1470"
"2019","Department of Health","Personal Care Aide","Basic Training","English","Western  - Rochester","503"
"2019","Department of Health","Personal Care Aide","Basic Training","Spanish; Castilian","Metropolitan Area  - New York City","360"
"2019","Education Department - BPSS","Home Health Aide","Core Training","Chinese","Metropolitan Area  - New York City","6001"
"2019","Education Department - BPSS","Home Health Aide","Core Training","English","Metropolitan Area  - Long Island","388"
"2019","Education Department - BPSS","Home Health Aide","Core Training","English","Metropolitan Area  - New Rochelle","156"
"2019","Education Department - BPSS","Home Health Aide","Core Training","English","Metropolitan Area  - New York City","19605"
"2019","Education Department - BPSS","Home Health Aide","Core Training","Russian","Metropolitan Area  - New York City","286"
"2019","Education Department - BPSS","Home Health Aide","Core Training","Spanish; Castilian","Metropolitan Area  - New York City","3223"
"2019","Education Department - BPSS","Home Health Aide","Nurse Aide Transition","English","Metropolitan Area  - Long Island","16"
"2019","Education Department - BPSS","Home Health Aide","Nurse Aide Transition","English","Metropolitan Area  - New York City","67"
"2019","Education Department - BPSS","Home Health Aide","Personal Care Aide Upgrade","English","Metropolitan Area  - Long Island","21"
"2019","Education Department - BPSS","Home Health Aide","Personal Care Aide Upgrade","English","Metropolitan Area  - New York City","2583"
"2019","Education Department - BPSS","Home Health Aide","Personal Care Aide Upgrade","Russian","Metropolitan Area  - New York City","4"
"2019","Education Department - BPSS","Home Health Aide","Personal Care Aide Upgrade","Spanish; Castilian","Metropolitan Area  - New York City","287"
"2019","Education Department - BPSS","Personal Care Aide","Basic Training","Chinese","Metropolitan Area  - New York City","24"
"2019","Education Department - BPSS","Personal Care Aide","Basic Training","English","Metropolitan Area  - Long Island","79"
"2019","Education Department - BPSS","Personal Care Aide","Basic Training","English","Metropolitan Area  - New York City","4693"
"2019","Education Department - BPSS","Personal Care Aide","Basic Training","Russian","Metropolitan Area  - New York City","34"
"2019","Education Department - BPSS","Personal Care Aide","Basic Training","Spanish; Castilian","Metropolitan Area  - New York City","147"
"2019","Education Department - EMSC","Home Health Aide","Core Training","English","Capital District","75"
"2019","Education Department - EMSC","Home Health Aide","Core Training","English","Central New York","126"
"2019","Education Department - EMSC","Home Health Aide","Core Training","English","Metropolitan Area  - Long Island","11"
"2019","Education Department - EMSC","Home Health Aide","Core Training","English","Metropolitan Area  - New Rochelle","18"
"2019","Education Department - EMSC","Home Health Aide","Core Training","English","Western  - Buffalo","74"
"2019","Education Department - EMSC","Home Health Aide","Core Training","English","Western  - Rochester","8"
"2019","Education Department - EMSC","Home Health Aide","Nurse Aide Transition","English","Western  - Buffalo","32"
"2019","Education Department - EMSC","Personal Care Aide","Basic Training","English","Capital District","42"
"2019","Education Department - EMSC","Personal Care Aide","Basic Training","English","Central New York","42"
"2019","Education Department - EMSC","Personal Care Aide","Basic Training","English","Metropolitan Area  - New Rochelle","157"
"2019","Education Department - EMSC","Personal Care Aide","Basic Training","English","Western  - Buffalo","120"
"2019","Education Department - EMSC","Personal Care Aide","Basic Training","English","Western  - Rochester","14"
"2019","Education Department - OP","Home Health Aide","Core Training","English","Capital District","88"
"2019","Education Department - OP","Home Health Aide","Core Training","English","Central New York","5"
"2019","Education Department - OP","Home Health Aide","Core Training","English","Metropolitan Area  - New Rochelle","54"
"2019","Education Department - OP","Home Health Aide","Core Training","English","Metropolitan Area  - New York City","273"
"2019","Education Department - OP","Home Health Aide","Core Training","English","Western  - Rochester","50"
