"measurement_year","payer","plan_id","plan_name","measure","measure_description","age_category","gender","rate","percentile_10th","percentile_25th","percentile_50th","percentile_75th","percentile_90th","level_of_significance","membermonths","events","days","members","expected_rate","observed_rate","o_e_ratio"
"2020","Commercial HMO","1080383","MVP Health Care","Mental Health-ED","Mental Health Utilization- ED","All","Both genders",,,,,,,"Sample size too small to report",,,,,,,
"2020","Commercial PPO","1180186","CGLIC/CHLIC","Mental Health-Partial","Mental Health Utilization- Intensive Outpatient/Partial Hospitalization","Age 18-64","Female","0.07","0.05","0.06","0.07","0.08","0.09",,"2384542","145",,,,,
"2020","Commercial PPO","1350196","Empire BlueCross BlueShield PPO","Mental Health-IP","Mental Health Utilization- Inpatient","Age 0-12","Female","0.07","0.07","0.07","0.07","0.07","0.07",,"777116","47",,,,,
"2020","Commercial HMO","1080383","MVP Health Care","Mental Health-IP","Mental Health Utilization- Inpatient","All","Both genders","0.17","0.17","0.18","0.2","0.22","0.3","10th percentile or below","701822","99",,,,,
"2020","Commercial HMO","1000001","Statewide","Mental Health-ED","Mental Health Utilization- ED","All","Both genders","0.18",,,,,,,"21691451","3242",,,,,
"2020","Commercial HMO","1070680","Independent Health","Mental Health-IP","Mental Health Utilization- Inpatient","All","Both genders","0.18","0.17","0.18","0.2","0.22","0.3",,"1017330","154",,,,,
"2020","Commercial HMO","1350196","Empire BlueCross BlueShield HMO","URI Tx-65+ yrs","Appropriate Treatment for Upper Respiratory Infection - 65+ Years","Age 65 or older","Both genders",,,,,,,"Sample size too small to report",,,,,,,
"2020","Commercial HMO","1000001","Statewide","Mental Health-IP","Mental Health Utilization- Inpatient","All","Both genders","0.2",,,,,,,"21691451","3683",,,,,
"2020","Commercial HMO","1050178","HIP (EmblemHealth)","Mental Health-IP","Mental Health Utilization- Inpatient","All","Both genders","0.2","0.17","0.18","0.2","0.22","0.3",,"3317701","565",,,,,
"2020","Commercial HMO","1140685","Highmark Western and Northeastern New York, Inc.","Mental Health-IP","Mental Health Utilization- Inpatient","All","Both genders","0.22","0.17","0.18","0.2","0.22","0.3",,"4234432","759",,,,,
"2020","Commercial PPO","74289","Oscar","Engagement of SUD Tx - Other Subs Total","Initiation and Engagement of Substance Use Disorder Treatment - Engagement of SUD - Other substance use disorder (Total)","All","Both genders","10.23","10.23","14.66","15.31","17.87","19.79",,,,,,,,
"2020","Commercial PPO","1261187","UnitedHealthcare Insurance Company of New York, Inc.","Mental Health-Partial","Mental Health Utilization- Intensive Outpatient/Partial Hospitalization","Age 13-17","Female","0.36","0.36","0.41","0.44","0.46","0.67","10th percentile or below","216233","65",,,,,
"2020","Commercial PPO","1160286","Aetna Life Insurance Company - New York","Alcohol/Drug-Telehealth","Identification of Alcohol and Other Drug Services- Telehealth","All","Female","0.38","0.25","0.33","0.38","0.39","0.6",,"2601279","819",,,,,
"2020","Commercial HMO","1090384","CDPHP","Alcohol/Drug-ER","Identification of Alcohol and Other Drug Services- ED","All","Both genders","0.35","0.35","0.36","0.37","0.39","0.39","10th percentile or below","945965","277",,,,,
"2020","Commercial HMO","1080383","MVP Health Care","Alcohol/Drug-IP","Identification of Alcohol and Other Drug Services- Inpatient","All","Both genders","0.35","0.35","0.37","0.38","0.38","0.42","10th percentile or below","588555","171",,,,,
"2020","Commercial HMO","1080383","MVP Health Care","Alcohol/Drug-ER","Identification of Alcohol and Other Drug Services- ED","All","Both genders","0.36","0.35","0.36","0.37","0.39","0.39",,"588555","178",,,,,
"2020","Commercial HMO","1050178","HIP (EmblemHealth)","Alcohol/Drug-ER","Identification of Alcohol and Other Drug Services- ED","All","Both genders","0.37","0.35","0.36","0.37","0.39","0.39",,"989246","305",,,,,
"2020","Commercial HMO","1070680","Independent Health","Alcohol/Drug-ER","Identification of Alcohol and Other Drug Services- ED","All","Both genders","0.37","0.35","0.36","0.37","0.39","0.39",,"1008041","310",,,,,
"2020","Commercial HMO","1070680","Independent Health","Alcohol/Drug-IP","Identification of Alcohol and Other Drug Services- Inpatient","All","Both genders","0.37","0.35","0.37","0.38","0.38","0.42",,"1008041","311",,,,,
"2020","Commercial HMO","1000001","Statewide","Alcohol/Drug-ER","Identification of Alcohol and Other Drug Services- ED","All","Both genders","0.38",,,,,,,"16510974","5247",,,,,
"2020","Commercial HMO","1050178","HIP (EmblemHealth)","Alcohol/Drug-IP","Identification of Alcohol and Other Drug Services- Inpatient","All","Both genders","0.38","0.35","0.37","0.38","0.38","0.42",,"989246","315",,,,,
"2020","Commercial HMO","1050178","HIP (EmblemHealth)","Alcohol/Drug-Partial","Identification of Alcohol and Other Drug Services- Intensive Outpatient/Partial Hospitalization","All","Both genders","0.06","0.05","0.05","0.05","0.06","0.06","90th percentile or above","989246","51",,,,,
"2020","Commercial HMO","1390598","Excellus BlueCross BlueShield","Alcohol/Drug-IP","Identification of Alcohol and Other Drug Services- Inpatient","All","Both genders","0.38","0.35","0.37","0.38","0.38","0.42",,"9942837","3159",,,,,
"2020","Commercial HMO","1000001","Statewide","Alcohol/Drug-IP","Identification of Alcohol and Other Drug Services- Inpatient","All","Both genders","0.39",,,,,,,"16510974","5323",,,,,
"2020","Commercial HMO","1390598","Excellus BlueCross BlueShield","Alcohol/Drug-ER","Identification of Alcohol and Other Drug Services- ED","All","Both genders","0.39","0.35","0.36","0.37","0.39","0.39",,"9942837","3198",,,,,
"2020","Commercial HMO","1140685","Highmark Western and Northeastern New York, Inc.","Alcohol/Drug-ER","Identification of Alcohol and Other Drug Services- ED","All","Both genders","0.39","0.35","0.36","0.37","0.39","0.39","90th percentile or above","2943828","960",,,,,
"2020","Commercial HMO","1140685","Highmark Western and Northeastern New York, Inc.","Alcohol/Drug-IP","Identification of Alcohol and Other Drug Services- Inpatient","All","Both genders","0.42","0.35","0.37","0.38","0.38","0.42","90th percentile or above","2943828","1041",,,,,
"2020","Commercial HMO","1090384","CDPHP","Mental Health-ED","Mental Health Utilization- ED","All","Both genders","0.06","0.06","0.13","0.16","0.17","0.34","10th percentile or below","1133248","59",,,,,
"2020","Commercial HMO","1350196","Empire BlueCross BlueShield HMO","Alcohol/Drug-Telehealth","Identification of Alcohol and Other Drug Services- Telehealth","All","Both genders","0.43","0.43","0.43","0.84","1.1","1.13","10th percentile or below","92502","33",,,,,
"2020","Commercial HMO","1080383","MVP Health Care","Alcohol/Drug-Telehealth","Identification of Alcohol and Other Drug Services- Telehealth","All","Both genders","0.75","0.43","0.43","0.84","1.1","1.13",,"588555","366",,,,,
"2020","Commercial HMO","1090384","CDPHP","Alcohol/Drug-Telehealth","Identification of Alcohol and Other Drug Services- Telehealth","All","Both genders","0.84","0.43","0.43","0.84","1.1","1.13",,"945965","660",,,,,
"2020","Commercial HMO","1390598","Excellus BlueCross BlueShield","Alcohol/Drug-Telehealth","Identification of Alcohol and Other Drug Services- Telehealth","All","Both genders","0.88","0.43","0.43","0.84","1.1","1.13",,"9942837","7329",,,,,
"2020","Commercial HMO","1000001","Statewide","Alcohol/Drug-Telehealth","Identification of Alcohol and Other Drug Services- Telehealth","All","Both genders","0.9",,,,,,,"16510974","12427",,,,,
"2020","Commercial HMO","1080383","MVP Health Care","IP Hospital Utilization-Surgery","Inpatient Hospital Utilization-Surgery","All","Both genders","0.99","0.99","10.18","12.78","15.04","15.97","10th percentile or below",,,,,"7.23","0.99","0.14"
"2020","Commercial HMO","1350196","Empire BlueCross BlueShield HMO","Alcohol/Drug-OP","Identification of Alcohol and Other Drug Services- Outpatient","All","Both genders","1.01","1.01","1.14","1.79","2.41","2.44","10th percentile or below","92502","78",,,,,
"2020","Commercial HMO","1350196","Empire BlueCross BlueShield HMO","Alcohol/Drug-ER","Identification of Alcohol and Other Drug Services- ED","All","Both genders",,,,,,,"Sample size too small to report",,,,,,,
"2020","Commercial HMO","1350196","Empire BlueCross BlueShield HMO","Tonsillectomy","Tonsillectomy","Age 0-9","Both genders",,,,,,,"Sample size too small to report",,,,,,,
"2020","Commercial HMO","1390598","Excellus BlueCross BlueShield","Mental Health-ED","Mental Health Utilization- ED","All","Both genders","0.16","0.06","0.13","0.16","0.17","0.34",,"11194283","1489",,,,,
"2020","Commercial HMO","1350196","Empire BlueCross BlueShield HMO","Tonsillectomy","Tonsillectomy","Age 10-19","Both genders",,,,,,,"Sample size too small to report",,,,,,,
"2020","Commercial HMO","1140685","Highmark Western and Northeastern New York, Inc.","Mental Health-ED","Mental Health Utilization- ED","All","Both genders","0.17","0.06","0.13","0.16","0.17","0.34",,"4234432","617",,,,,
"2020","Commercial PPO","1350196","Empire BlueCross BlueShield PPO","Mental Health-Partial","Mental Health Utilization- Intensive Outpatient/Partial Hospitalization","Age 18-64","Female","0.07","0.05","0.06","0.07","0.08","0.09",,"4366216","269",,,,,
"2020","Commercial HMO","1050178","HIP (EmblemHealth)","Alcohol/Drug-Any","Identification of Alcohol and Other Drug Services- Any Service","All","Both genders","1.68","1.56","1.68","2.32","3.07","3.12",,"989246","1388",,,,,
"2020","Commercial HMO","1050178","HIP (EmblemHealth)","Tonsillectomy","Tonsillectomy","All","Both genders","1.69","1.69","2.85","3.47","4.06","4.84","10th percentile or below","758748","107",,,,,
"2020","Commercial HMO","1390598","Excellus BlueCross BlueShield","Alcohol/Drug-OP","Identification of Alcohol and Other Drug Services- Outpatient","All","Both genders","1.79","1.01","1.14","1.79","2.41","2.44",,"9942837","14864",,,,,
"2020","Commercial HMO","1090384","CDPHP","Alcohol/Drug-OP","Identification of Alcohol and Other Drug Services- Outpatient","All","Both genders","1.8","1.01","1.14","1.79","2.41","2.44",,"945965","1418",,,,,
"2020","Commercial HMO","1000001","Statewide","Tonsillectomy","Tonsillectomy","Age 10-19","Both genders","1.84",,,,,,,"2713752","417",,,,,
"2020","Commercial HMO","1000001","Statewide","Alcohol/Drug-OP","Identification of Alcohol and Other Drug Services- Outpatient","All","Both genders","1.9",,,,,,,"16510974","26092",,,,,
"2020","Commercial PPO","74289","Oscar","Initiation of SUD Tx - Opioid Total","Initiation and Engagement of Substance Use Disorder Treatment - Initiation of SUD - Opioid use disorder (Total)","All","Both genders",,,,,,,"Sample size too small to report",,,,,,,
"2020","Commercial HMO","1080383","MVP Health Care","Alcohol/Drug-Any","Identification of Alcohol and Other Drug Services- Any Service","All","Both genders","2.17","1.56","1.68","2.32","3.07","3.12",,"588555","1065",,,,,
"2020","Commercial HMO","1140685","Highmark Western and Northeastern New York, Inc.","Tonsillectomy","Tonsillectomy","Age 10-19","Both genders","2.32","1.07","1.07","1.96","2.32","2.32","90th percentile or above","549029","106",,,,,
"2020","Commercial HMO","1090384","CDPHP","Alcohol/Drug-Any","Identification of Alcohol and Other Drug Services- Any Service","All","Both genders","2.32","1.56","1.68","2.32","3.07","3.12",,"945965","1828",,,,,
"2020","Commercial HMO","1070680","Independent Health","Alcohol/Drug-OP","Identification of Alcohol and Other Drug Services- Outpatient","All","Both genders","2.41","1.01","1.14","1.79","2.41","2.44",,"1008041","2026",,,,,
"2020","Commercial HMO","1390598","Excellus BlueCross BlueShield","Alcohol/Drug-Any","Identification of Alcohol and Other Drug Services- Any Service","All","Both genders","2.42","1.56","1.68","2.32","3.07","3.12",,"9942837","20042",,,,,
"2020","Commercial HMO","1140685","Highmark Western and Northeastern New York, Inc.","Alcohol/Drug-OP","Identification of Alcohol and Other Drug Services- Outpatient","All","Both genders","2.44","1.01","1.14","1.79","2.41","2.44","90th percentile or above","2943828","5975",,,,,
"2020","Commercial HMO","1000001","Statewide","Alcohol/Drug-Any","Identification of Alcohol and Other Drug Services- Any Service","All","Both genders","2.52",,,,,,,"16510974","34672",,,,,
"2020","Commercial HMO","1050178","HIP (EmblemHealth)","Tonsillectomy","Tonsillectomy","Age 0-9","Both genders","2.61","2.61","5.6","5.78","6.95","8.12","10th percentile or below","308294","67",,,,,
"2020","Commercial HMO","1050178","HIP (EmblemHealth)","Mental Health-Partial","Mental Health Utilization- Intensive Outpatient/Partial Hospitalization","All","Both genders","0.24","0.05","0.06","0.07","0.07","0.24","90th percentile or above","3317701","665",,,,,
"2020","Commercial HMO","1070680","Independent Health","Alcohol/Drug-Any","Identification of Alcohol and Other Drug Services- Any Service","All","Both genders","3.07","1.56","1.68","2.32","3.07","3.12",,"1008041","2576",,,,,
"2020","Commercial PPO","1160286","Aetna Life Insurance Company - New York","Alcohol/Drug-ER","Identification of Alcohol and Other Drug Services- ED","Age 65 or older","Female","0.36","0.36","0.36","0.36","0.36","0.36",,"115836","35",,,,,
"2020","Commercial HMO","1050178","HIP (EmblemHealth)","Mental Health-ED","Mental Health Utilization- ED","All","Both genders","0.34","0.06","0.13","0.16","0.17","0.34","90th percentile or above","3317701","953",,,,,
"2020","Commercial HMO","1000001","Statewide","Tonsillectomy","Tonsillectomy","All","Both genders","3.51",,,,,,,"4691864","1374",,,,,
"2020","Commercial HMO","1390598","Excellus BlueCross BlueShield","Tonsillectomy","Tonsillectomy","All","Both genders","3.57","1.69","2.85","3.47","4.06","4.84",,"2351848","699",,,,,
"2020","Commercial HMO","1090384","CDPHP","Tonsillectomy","Tonsillectomy","All","Both genders","4.06","1.69","2.85","3.47","4.06","4.84",,"236251","80",,,,,
"2020","Commercial HMO","1140685","Highmark Western and Northeastern New York, Inc.","Readmission-Total","Plan All-Cause Readmission-Total","All","Both genders","4.07","4.07","4.12","4.9","5.02","6.06","10th percentile or below",,,,,"9.66","4.07","0.42"
"2020","Commercial HMO","1050178","HIP (EmblemHealth)","Readmission-Total","Plan All-Cause Readmission-Total","All","Both genders","4.12","4.07","4.12","4.9","5.02","6.06",,,,,,"8.93","4.12","0.46"
"2020","Commercial HMO","1090384","CDPHP","Readmission-Total","Plan All-Cause Readmission-Total","All","Both genders","4.23","4.07","4.12","4.9","5.02","6.06",,,,,,"8.05","4.23","0.52"
"2020","Commercial HMO","1050178","HIP (EmblemHealth)","Mental Health-Telehealth","Mental Health Utilization- Telehealth","All","Both genders","4.77","4.77","5.78","6.68","8","9.34","10th percentile or below","3317701","13196",,,,,
"2020","Commercial HMO","1140685","Highmark Western and Northeastern New York, Inc.","Tonsillectomy","Tonsillectomy","All","Both genders","4.84","1.69","2.85","3.47","4.06","4.84","90th percentile or above","971580","392",,,,,
"2020","Commercial HMO","1390598","Excellus BlueCross BlueShield","Readmission-Total","Plan All-Cause Readmission-Total","All","Both genders","4.9","4.07","4.12","4.9","5.02","6.06",,,,,,"7.48","4.9","0.65"
"2020","Commercial HMO","1080383","MVP Health Care","Readmission-Total","Plan All-Cause Readmission-Total","All","Both genders","4.97","4.07","4.12","4.9","5.02","6.06",,,,,,"9.45","4.97","0.53"
"2020","Commercial HMO","1070680","Independent Health","Readmission-Total","Plan All-Cause Readmission-Total","All","Both genders","5.02","4.07","4.12","4.9","5.02","6.06",,,,,,"8.59","5.02","0.58"
"2020","Commercial HMO","1050178","HIP (EmblemHealth)","Mental Health-OP","Mental Health Utilization- Outpatient","All","Both genders","5.29","5.29","5.86","8.36","9.22","9.99","10th percentile or below","3317701","14636",,,,,
"2020","Commercial HMO","1070680","Independent Health","Tonsillectomy","Tonsillectomy","Age 0-9","Both genders","5.6","2.61","5.6","5.78","6.95","8.12",,"92174","43",,,,,
"2020","Commercial HMO","1390598","Excellus BlueCross BlueShield","Tonsillectomy","Tonsillectomy","Age 0-9","Both genders","5.78","2.61","5.6","5.78","6.95","8.12",,"989924","477",,,,,
"2020","Commercial HMO","1080383","MVP Health Care","Mental Health-Telehealth","Mental Health Utilization- Telehealth","All","Both genders","5.78","4.77","5.78","6.68","8","9.34",,"701822","3381",,,,,
"2020","Commercial HMO","1000001","Statewide","Tonsillectomy","Tonsillectomy","Age 0-9","Both genders","5.81",,,,,,,"1978112","957",,,,,
"2020","Commercial HMO","1080383","MVP Health Care","Mental Health-OP","Mental Health Utilization- Outpatient","All","Both genders","5.86","5.29","5.86","8.36","9.22","9.99",,"701822","3427",,,,,
"2020","Commercial HMO","1350196","Empire BlueCross BlueShield HMO","Readmission-Total","Plan All-Cause Readmission-Total","All","Both genders","6.06","4.07","4.12","4.9","5.02","6.06","90th percentile or above",,,,,"8.93","6.06","0.68"
"2020","Commercial HMO","1090384","CDPHP","Alcohol/Drug-IP","Identification of Alcohol and Other Drug Services- Inpatient","All","Both genders","0.38","0.35","0.37","0.38","0.38","0.42",,"945965","301",,,,,
"2020","Commercial HMO","1000001","Statewide","Mental Health-Telehealth","Mental Health Utilization- Telehealth","All","Both genders","6.5",,,,,,,"21691451","117514",,,,,
"2020","Commercial HMO","1350196","Empire BlueCross BlueShield HMO","Mental Health-Telehealth","Mental Health Utilization- Telehealth","All","Both genders","6.68","4.77","5.78","6.68","8","9.34",,"92635","516",,,,,
"2020","Commercial HMO","1090384","CDPHP","Tonsillectomy","Tonsillectomy","Age 0-9","Both genders","6.95","2.61","5.6","5.78","6.95","8.12",,"98362","57",,,,,
"2020","Commercial HMO","1390598","Excellus BlueCross BlueShield","Mental Health-OP","Mental Health Utilization- Outpatient","All","Both genders","7.12","5.29","5.86","8.36","9.22","9.99",,"11194283","66429",,,,,
"2020","Commercial HMO","1050178","HIP (EmblemHealth)","Mental Health-Any","Mental Health Utilization- Any Service","All","Both genders","7.14","7.14","8.39","11.58","11.93","13.33","10th percentile or below","3317701","19748",,,,,
"2020","Commercial HMO","1000001","Statewide","Mental Health-OP","Mental Health Utilization- Outpatient","All","Both genders","7.28",,,,,,,"21691451","131600",,,,,
"2020","Commercial HMO","1140685","Highmark Western and Northeastern New York, Inc.","Mental Health-Telehealth","Mental Health Utilization- Telehealth","All","Both genders","7.91","4.77","5.78","6.68","8","9.34",,"4234432","27913",,,,,
"2020","Commercial HMO","1070680","Independent Health","Mental Health-Telehealth","Mental Health Utilization- Telehealth","All","Both genders","8","4.77","5.78","6.68","8","9.34",,"1017330","6781",,,,,
"2020","Commercial HMO","1140685","Highmark Western and Northeastern New York, Inc.","Tonsillectomy","Tonsillectomy","Age 0-9","Both genders","8.12","2.61","5.6","5.78","6.95","8.12","90th percentile or above","422551","286",,,,,
"2020","Commercial HMO","1140685","Highmark Western and Northeastern New York, Inc.","Mental Health-OP","Mental Health Utilization- Outpatient","All","Both genders","8.36","5.29","5.86","8.36","9.22","9.99",,"4234432","29492",,,,,
"2020","Commercial HMO","1050178","HIP (EmblemHealth)","Alcohol/Drug-Telehealth","Identification of Alcohol and Other Drug Services- Telehealth","All","Both genders","0.43","0.43","0.43","0.84","1.1","1.13",,"989246","353",,,,,
"2020","Commercial HMO","1070680","Independent Health","Mental Health-OP","Mental Health Utilization- Outpatient","All","Both genders","8.82","5.29","5.86","8.36","9.22","9.99",,"1017330","7474",,,,,
"2020","Commercial HMO","1350196","Empire BlueCross BlueShield HMO","Mental Health-OP","Mental Health Utilization- Outpatient","All","Both genders","9.22","5.29","5.86","8.36","9.22","9.99",,"92635","712",,,,,
"2020","Commercial HMO","1090384","CDPHP","Mental Health-Telehealth","Mental Health Utilization- Telehealth","All","Both genders","9.34","4.77","5.78","6.68","8","9.34","90th percentile or above","1133248","8816",,,,,
"2020","Commercial HMO","1390598","Excellus BlueCross BlueShield","Mental Health-Any","Mental Health Utilization- Any Service","All","Both genders","9.35","7.14","8.39","11.58","11.93","13.33",,"11194283","87204",,,,,
"2020","Commercial HMO","1000001","Statewide","Mental Health-Any","Mental Health Utilization- Any Service","All","Both genders","9.75",,,,,,,"21691451","176333",,,,,
"2020","Commercial HMO","1090384","CDPHP","Mental Health-OP","Mental Health Utilization- Outpatient","All","Both genders","9.99","5.29","5.86","8.36","9.22","9.99","90th percentile or above","1133248","9430",,,,,
"2020","Commercial HMO","1350196","Empire BlueCross BlueShield HMO","IP Hospital Utilization-Surgery","Inpatient Hospital Utilization-Surgery","All","Both genders","10.18","0.99","10.18","12.78","15.04","15.97",,,,,,"5.97","10.18","1.71"
"2020","Commercial PPO","74289","Oscar","Engagement of SUD Tx - Total Total","Initiation and Engagement of Substance Use Disorder Treatment - Engagement of SUD - Total (Total)","All","Both genders","10.38","10.38","14.74","15.76","17.06","18.97",,,,,,,,
"2020","Commercial HMO","1140685","Highmark Western and Northeastern New York, Inc.","IP Hospital Utilization-Medicine","Inpatient Hospital Utilization-Medicine","All","Both genders","10.71","10.71","20.14","21.79","29.49","33.32","10th percentile or below",,,,,"31.35","10.71","0.34"
"2020","Commercial HMO","1140685","Highmark Western and Northeastern New York, Inc.","Mental Health-Any","Mental Health Utilization- Any Service","All","Both genders","11.58","7.14","8.39","11.58","11.93","13.33",,"4234432","40869",,,,,
"2020","Commercial HMO","1350196","Empire BlueCross BlueShield HMO","Mental Health-Any","Mental Health Utilization- Any Service","All","Both genders","11.63","7.14","8.39","11.58","11.93","13.33",,"92635","898",,,,,
