"lhu","operation_name","address","city","state","zip","municipality","county","subcat","run_date","location"
"SCHENECTADY","ADEEB'S DELI & GROCERY","766 EASTERN  AVENUE","SCHENECTADY","NY","12308","SCHENECTADY","SCHENECTADY","CONVENIENCE STORE","2020-11-10T00:00:00.000","766 EASTERN  AVENUE
SCHENECTADY, NY 12308
(42.812700017000054, -73.92990296399995)"
"ERIE","TOPS EXPRESS # 215","4250 MCKINLEY  PARKWAY","HAMBURG","NY","14075","HAMBURG","ERIE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","4250 MCKINLEY  PARKWAY
HAMBURG, NY 14075
(42.768145005000065, -78.81387198299996)"
"NYC","HOLLIS ISLAND CORP","203-33 HOLLIS AVENUE","JAMAICA","NY","11412","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","203-33 HOLLIS AVENUE
JAMAICA, NY 11412
(40.70674298500006, -73.75428044499995)"
"CATTARAUGUS","KWIK FILL #M0012","66 S. MAIN ST.","FRANKLINVILLE","NY","14737","FRANKLINVILLE","CATTARAUGUS","GAS STATION","2020-11-10T00:00:00.000","66 S. MAIN ST.
FRANKLINVILLE, NY 14737
(42.33083500600003, -78.45980002499994)"
"ROCKLAND","COUNTRY DELI","661  ORANGEBURG ROAD","PEARL RIVER","NY","10965","ORANGETOWN","ROCKLAND","DELICATESSEN","2020-11-10T00:00:00.000","661  ORANGEBURG ROAD
PEARL RIVER, NY 10965
(41.05750698600008, -73.99283202999999)"
"WESTCHESTER","DOMINIC'S SIMPLY THE BEST, INC.","2074 BOSTON POST ROAD","LARCHMONT","NY","10538","MAMARONECK","WESTCHESTER","OTHER","2020-11-10T00:00:00.000","2074 BOSTON POST ROAD
LARCHMONT, NY 10538
(40.92929808900004, -73.75106018199995)"
"WESTCHESTER","CELTIC SMOKE INC.","1568 CENTRAL PARK AVENUE","YONKERS","NY","10710","YONKERS","WESTCHESTER","OTHER","2020-11-10T00:00:00.000","1568 CENTRAL PARK AVENUE
YONKERS, NY 10710
(40.95266501000003, -73.84324003699999)"
"CHEMUNG","RITE AID #10887 - MT ZOAR","209 MT. ZOAR STREET","ELMIRA","NY","14904","ELMIRA","CHEMUNG","PHARMACY","2020-11-10T00:00:00.000","209 MT. ZOAR STREET
ELMIRA, NY 14904
(42.07895001500003, -76.80386997599999)"
"ALBANY","DOLLAR GENERAL STORE # 19911","805 HELDERBERG  TRAIL","EAST BERNE","NY","12059","BERNE","ALBANY","DISCOUNT STORE","2020-11-10T00:00:00.000","805 HELDERBERG  TRAIL
EAST BERNE, NY 12059
(42.61305013600003, -74.06720135899997)"
"NYC","RALPH & ANGELO FOOD STORES INC","884 MANOR ROAD","STATEN ISLAND","NY","10314","STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","884 MANOR ROAD
STATEN ISLAND, NY 10314
(40.605030018000036, -74.12108696699994)"
"WESTCHESTER","144 N & J DELI GROCERY CORP.","144 LAKE STREET","YONKERS","NY","10705","YONKERS","WESTCHESTER","DELICATESSEN","2020-11-10T00:00:00.000","144 LAKE STREET
YONKERS, NY 10705
(40.946617006000054, -73.88619502699999)"
"ULSTER","BEST GAS, INC.","3112 ROUTE 9W","SAUGERTIES","NY","12477","SAUGERTIES","ULSTER","CONVENIENCE STORE","2020-11-10T00:00:00.000","3112 ROUTE 9W
SAUGERTIES, NY 12477
(42.05499499700005, -73.95590496899996)"
"NYC","136 DELI & GRILL INC.","13533 SPRINGFIELD BOULEVARD","SPRINGFIELD BLVD","NY","11413","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","13533 SPRINGFIELD BOULEVARD
SPRINGFIELD BLVD, NY 11413
(40.67790999600004, -73.75451298099995)"
"NYC","3N CONVENIENCE INC","950 ALLERTON AVENUE","BRONX","NY","10469","BRONX","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","950 ALLERTON AVENUE
BRONX, NY 10469
(40.86517001100003, -73.85894202299994)"
"NYC","CONVENIENCE MANAGEMENT SERVICES INC.","99 EAST 149TH STREET","BRONX","NY","10451","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","99 EAST 149TH STREET
BRONX, NY 10451
(40.81958000100008, -73.92985501999993)"
"NYC","2463 E TREMONT DELI CORP","2463 EAST TREMONT AVENUE","BRONX","NY","10461","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","2463 EAST TREMONT AVENUE
BRONX, NY 10461
(40.84285998300004, -73.85121298699994)"
"SUFFOLK","FORT SALONGA SHELL","15416 RT. 25A","FORT SALONGA","NY","11768","SMITHTOWN","SUFFOLK","CONVENIENCE/GAS","2020-11-10T00:00:00.000","15416 RT. 25A
FORT SALONGA, NY 11768
(40.91288417700008, -73.29134399099996)"
"NYC","MONTERIA FOOD CORP.","7 EAST 172ND STREET","BRONX","NY","10452","BRONX","NEW YORK CITY","RESTAURANT/ATUPA","2020-11-10T00:00:00.000","7 EAST 172ND STREET
BRONX, NY 10452
(40.842190017000064, -73.91560100699996)"
"NYC","TONY'S GOURMET DELI CORP.","2236 FOREST AVENUE","STATEN ISLAND","NY","10303","STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","2236 FOREST AVENUE
STATEN ISLAND, NY 10303
(40.62630999400005, -74.16413399099997)"
"ONONDAGA","FAMILY DOLLAR","441 WEST ONONDAGA STREET","SYRACUSE","NY","13202","SYRACUSE","ONONDAGA","DISCOUNT STORE","2020-11-10T00:00:00.000","441 WEST ONONDAGA STREET
SYRACUSE, NY 13202
(43.039909984000076, -76.15763697599994)"
"ERIE","WANAKAH COUNTRY CLUB","5161 LAKESHORE  ROAD","HAMBURG","NY","14075","HAMBURG","ERIE","OTHER","2020-11-10T00:00:00.000","5161 LAKESHORE  ROAD
HAMBURG, NY 14075
(42.741662004000034, -78.90966196499994)"
"NYC","FORDHAM CONVENIENCE & GROCERY MART INC","38 WEST FORDHAM ROAD","BRONX","NY","10468","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","38 WEST FORDHAM ROAD
BRONX, NY 10468
(40.86254999500005, -73.90290602799996)"
"HORNELL DO","DOLLAR GENERAL #14692","75 SOUTH MAIN STREET","PRATTSBURGH","NY","14873","PRATTSBURGH","STEUBEN","DISCOUNT STORE","2020-11-10T00:00:00.000","75 SOUTH MAIN STREET
PRATTSBURGH, NY 14873
(42.51825757900008, -77.28901099699993)"
"PUTNAM","BP CARMEL","89 GLENEIDA AVENUE","CARMEL","NY","10512","CARMEL","PUTNAM","CONVENIENCE/GAS","2020-11-10T00:00:00.000","89 GLENEIDA AVENUE
CARMEL, NY 10512
(41.42981000300006, -73.67975000899997)"
"NYC","HEGEMAN DELI INC","538 HEGEMAN AVENUE","BROOKLYN","NY","11207","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","538 HEGEMAN AVENUE
BROOKLYN, NY 11207
(40.659759990000055, -73.89174099699994)"
"NYC","157 MATANZA DELI GROCERY INC.","157 WEST 169TH STREET","BRONX","NY","10452","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","157 WEST 169TH STREET
BRONX, NY 10452
(40.84022999300004, -73.92574998299995)"
"DUTCHESS","MOBIL DOVER","1782 ROUTE 22","WINGDALE","NY","12594","DOVER","DUTCHESS","CONVENIENCE/GAS","2020-11-10T00:00:00.000","1782 ROUTE 22
WINGDALE, NY 12594
(41.64701399000006, -73.56209298299996)"
"ERIE","CROSBY'S","11566 BIG TREE  ROAD","WALES","NY","14169","WALES","ERIE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","11566 BIG TREE  ROAD
WALES, NY 14169
(42.76797140000008, -78.55273546099994)"
"TIOGA","DOLLAR GENERAL STORE #9051","1147 STATE ROUTE 17C","OWEGO","NY","13827","OWEGO","TIOGA","DISCOUNT STORE","2020-11-10T00:00:00.000","1147 STATE ROUTE 17C
OWEGO, NY 13827
(42.09779999300008, -76.23176996399997)"
"NYC","180 MARKETPLACE INC","180 RIVERSIDE BOULEVARD","NEW YORK","NY","10036","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","180 RIVERSIDE BOULEVARD
NEW YORK, NY 10036
(40.778469993000044, -73.98828702699996)"
"NYC","270 MARKET  INC","270 WEST 47TH  STREET","NEW YORK","NY","10036","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","270 WEST 47TH  STREET
NEW YORK, NY 10036
(40.760230008000065, -73.98732696399998)"
"CLINTON","STEWART'S SHOP #272","7137 ROUTE 9","PLATTSBURGH, NY","NY","12901","PLATTSBURGH","CLINTON","CONVENIENCE/GAS","2020-11-10T00:00:00.000","7137 ROUTE 9
PLATTSBURGH, NY, NY 12901
(44.726514991000045, -73.43631296999996)"
"NYC","MTR GROCERY CORP.","760 EAST 187TH STREET","BRONX","NY","10458","BRONX","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","760 EAST 187TH STREET
BRONX, NY 10458
(40.853600536000044, -73.88283138999998)"
"HERKIMER DO","BETTY BEAVER GETTY","117 EAST MAIN  STREET","CANAJOHARIE","NY","13317","CANAJOHARIE","MONTGOMERY","CONVENIENCE/GAS","2020-11-10T00:00:00.000","117 EAST MAIN  STREET
CANAJOHARIE, NY 13317
(42.90558001200003, -74.56648001199994)"
"NYC","CITY GOURMET & GROCERY CORP","535 9TH AVENUE","NEW YORK","NY","10018","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","535 9TH AVENUE
NEW YORK, NY 10018
(40.75701999000006, -73.99387096699996)"
"WESTCHESTER","NANKEE INTERNATIONAL, INC.","931 MCLEAN AVENUE","YONKERS","NY","10701","YONKERS","WESTCHESTER","CONVENIENCE/GAS","2020-11-10T00:00:00.000","931 MCLEAN AVENUE
YONKERS, NY 10701
(40.90348498900005, -73.86733499099995)"
"SUFFOLK","CONOCO FOOD MART","626 ROUTE 112","PATCHOGUE","NY","11772","BROOKHAVEN","SUFFOLK","GAS STATION","2020-11-10T00:00:00.000","626 ROUTE 112
PATCHOGUE, NY 11772
(40.789652380000064, -73.00877842899996)"
"NYC","MUNCHIEZ FOOD CORP","967 LENOX ROAD ROAD","BROOKLYN","NY","11212","BROOKLYN","NEW YORK CITY","BAR/LOUNGE","2020-11-10T00:00:00.000","967 LENOX ROAD ROAD
BROOKLYN, NY 11212
(40.656329990000074, -73.92341604199999)"
"NYC","KINGS PLAZA MALL NEWS INC","5100 KINGS PLZ","BROOKLYN","NY","11234","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","5100 KINGS PLZ
BROOKLYN, NY 11234
(40.60992999500007, -73.92194702899997)"
"GLENS FALLS DO","PRICE CHOPPER #184","1 KENDALL PLACE","MALTA","NY","12020","MALTA","SARATOGA","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1 KENDALL PLACE
MALTA, NY 12020
(42.97317901300005, -73.79544399399998)"
"ONONDAGA","RED KAP PIZZA & DELI","3000 BELGIUM ROAD","BALDWINSVILLE","NY","13027","LYSANDER","ONONDAGA","CONVENIENCE/GAS","2020-11-10T00:00:00.000","3000 BELGIUM ROAD
BALDWINSVILLE, NY 13027
(43.16764716500006, -76.30160608699998)"
"TOMPKINS","DANDY MINI MART #33 - C","2700 SLATERVILLE SPRINGS ROAD","SLATERVILLE SPRINGS","NY","14881","CAROLINE","TOMPKINS","CONVENIENCE/GAS","2020-11-10T00:00:00.000","2700 SLATERVILLE SPRINGS ROAD
SLATERVILLE SPRINGS, NY 14881
(42.39406076900008, -76.34743745599997)"
"NYC","777 GOURMET DELI CORP.","2708 EAST TREMONT AVENUE","BRONX","NY","10461","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","2708 EAST TREMONT AVENUE
BRONX, NY 10461
(40.84242001700005, -73.84555101099994)"
"ORANGE","DOLLAR GENERAL STORE #13753","16  ROUTE 17K","NEWBURGH","NY","12550","NEWBURGH","ORANGE","DISCOUNT STORE","2020-11-10T00:00:00.000","16  ROUTE 17K
NEWBURGH, NY 12550
(41.50341400900004, -74.05161498799998)"
"MONTICELLO DO","TOM'S MOBIL MART","21 E. BROADWAY","MONTICELLO","NY","12701","THOMPSON","SULLIVAN","CONVENIENCE/GAS","2020-11-10T00:00:00.000","21 E. BROADWAY
MONTICELLO, NY 12701
(41.64444300900004, -74.65212998699997)"
"NYC","RIO GROCERY CORP.","1709 CHURCH AVENUE","BROOKLYN","NY","11226","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1709 CHURCH AVENUE
BROOKLYN, NY 11226
(40.64933998500004, -73.96364004099996)"
"NASSAU","CARD SMART / AMZI TRADING CORP.","3970 HEMPSTEAD TURNPIKE","BETHPAGE","NY","11714","OYSTER BAY","NASSAU","STATIONERY STORE","2020-11-10T00:00:00.000","3970 HEMPSTEAD TURNPIKE
BETHPAGE, NY 11714
(40.72515692600007, -73.48904980899994)"
"SUFFOLK","TOCA BARBERSHOP (& HOOKAH SUPPLIES)","432 SUFFOLK AVE #B","BRENTWOOD","NY","11717","ISLIP","SUFFOLK","OTHER","2020-11-10T00:00:00.000","432 SUFFOLK AVE #B
BRENTWOOD, NY 11717
(40.77786100600008, -73.25848100399998)"
"ERIE","BUFF CITY EXCLUSIVE","88 LISBON  AVENUE","BUFFALO","NY","14214","BUFFALO","ERIE","CONVENIENCE STORE","2020-11-10T00:00:00.000","88 LISBON  AVENUE
BUFFALO, NY 14214
(42.94817669100007, -78.82543436999998)"
"NYC","HONISH DELI GROCERY INC","182-46 HILLSIDE AVENUE","JAMAICA","NY","11432","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","182-46 HILLSIDE AVENUE
JAMAICA, NY 11432
(40.71365998600004, -73.77894396599999)"
"WATERTOWN DO","7-ELEVEN - ADAMS CENTER","17942 NYS ROUTE 177 HIGHWAY","ADAMS CENTER","NY","13606","ADAMS","JEFFERSON","CONVENIENCE/GAS","2020-11-10T00:00:00.000","17942 NYS ROUTE 177 HIGHWAY
ADAMS CENTER, NY 13606
(43.86648000900004, -76.01365901299994)"
"ERIE","7-ELEVEN # 35233 A","1490 SHERIDAN  DRIVE","KENMORE","NY","14217","TONAWANDA","ERIE","CONVENIENCE STORE","2020-11-10T00:00:00.000","1490 SHERIDAN  DRIVE
KENMORE, NY 14217
(42.98146397900007, -78.87919098099997)"
"NASSAU","CARDSMART / L.R. CARDS GIFTS, INC.","4936 MERRICK ROAD","MASSAPEQUA PARK","NY","11762","OYSTER BAY","NASSAU","STATIONERY STORE","2020-11-10T00:00:00.000","4936 MERRICK ROAD
MASSAPEQUA PARK, NY 11762
(40.66483401700003, -73.45251401599995)"
"GENEVA DO","VAPING BAD CDGA","185 SOUTH MAIN STREET","CANANDAIGUA","NY","14424","CANANDAIGUA","ONTARIO","OTHER","2020-11-10T00:00:00.000","185 SOUTH MAIN STREET
CANANDAIGUA, NY 14424
(42.88518126400004, -77.27934238299997)"
"NYC","JR 2121 DELI GROCERY CORP","2121 BELMONT AVENUE","BRONX","NY","10457","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","2121 BELMONT AVENUE
BRONX, NY 10457
(40.849350007000055, -73.88944502599998)"
"SUFFOLK","LONG ISLAND VAPORIUM","401 HAWKINS AVE","RONKONKOMA","NY","11779","BROOKHAVEN","SUFFOLK","TOBACCO RETAIL","2020-11-10T00:00:00.000","401 HAWKINS AVE
RONKONKOMA, NY 11779
(40.82339598800007, -73.10720399599995)"
"NYC","LONE STAR NEWS INC","501 EAST 86TH  STREET","NEW YORK","NY","10028","MANHATTAN","NEW YORK CITY","STAND","2020-11-10T00:00:00.000","501 EAST 86TH  STREET
NEW YORK, NY 10028
(40.775950016000024, -73.94677296899994)"
"CHAUTAUQUA","STATE LINE GROCERY","10765 WEST RTE 20 ROUTE","RIPLEY","NY","14775","RIPLEY","CHAUTAUQUA","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","10765 WEST RTE 20 ROUTE
RIPLEY, NY 14775
(42.244180365000034, -79.75972600699998)"
"NYC","CONVENIENCE AND CANDY CORP.","3350 BROADWAY","NEW YORK","NY","10031","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","3350 BROADWAY
NEW YORK, NY 10031
(40.820389986000066, -73.95453603699997)"
"WESTCHESTER","7-ELEVEN #38181H","858 SCARSDALE  AVENUE","SCARSDALE","NY","10583","SCARSDALE","WESTCHESTER","CONVENIENCE STORE","2020-11-10T00:00:00.000","858 SCARSDALE  AVENUE
SCARSDALE, NY 10583
(40.98741399200003, -73.80829898399998)"
"WESTCHESTER","B&G DELI CORP.","143 MAIN STREET","OSSINING","NY","10562","OSSINING","WESTCHESTER","DELICATESSEN","2020-11-10T00:00:00.000","143 MAIN STREET
OSSINING, NY 10562
(41.161150864000035, -73.86339375399996)"
"SUFFOLK","SMOKE SHOP","3311 VETERANS HWY","RONKONKOMA","NY","11","BROOKHAVEN","SUFFOLK","TOBACCO RETAIL","2020-11-10T00:00:00.000","3311 VETERANS HWY
RONKONKOMA, NY 11
(40.79669050500007, -73.17145719099994)"
"NYC","JOHN BAGEL & GROCERY INC.","1174 HYLAN BOULEVARD","STATEN ISLAND","NY","10305","STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1174 HYLAN BOULEVARD
STATEN ISLAND, NY 10305
(40.59834000200004, -74.08193601999994)"
"NASSAU","METRO MART / RF MINI MART INC.","630 OLD COUNTRY  ROAD","GARDEN CITY","NY","11530","HEMPSTEAD","NASSAU","CONVENIENCE STORE","2020-11-10T00:00:00.000","630 OLD COUNTRY  ROAD
GARDEN CITY, NY 11530
(40.74262000700003, -73.61571997999994)"
"NYC","EL TROPICAL DELI GROCERY CORP","3100  EAST TREMONT AVENUE","BRONX","NY","10461","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","3100  EAST TREMONT AVENUE
BRONX, NY 10461
(40.83858999000006, -73.83585499299994)"
"ONONDAGA","NYS THRUWAY STAND","EXIT 36-35 NYS THRUWAY (I-90E)","SYRACUSE","NY","13206","DEWITT","ONONDAGA","STAND","2020-11-10T00:00:00.000","EXIT 36-35 NYS THRUWAY (I-90E)
SYRACUSE, NY 13206
(43.07469500000008, -76.11654499999997)"
"NASSAU","J & HEE DELI / J & HEE DELI & GROCERY, INC.","670 PORT WASHINGTON BOULEVARD","PORT WASHINGTON","NY","11050","N. HEMPSTEAD","NASSAU","DELICATESSEN","2020-11-10T00:00:00.000","670 PORT WASHINGTON BOULEVARD
PORT WASHINGTON, NY 11050
(40.82580201400003, -73.68313101799998)"
"NASSAU","7 ELEVEN ( STORE #11181B ) / JAPNOUR, INC","4350 MERRICK ROAD","MASSAPEQUA","NY","11758","OYSTER BAY","NASSAU","CONVENIENCE STORE","2020-11-10T00:00:00.000","4350 MERRICK ROAD
MASSAPEQUA, NY 11758
(40.66641098900004, -73.47316501399996)"
"ERIE","J & M CONVENIENT FOOD SHOP","2365 WILLIAM STREET","CHEEKTOWAGA","NY","14206","CHEEKTOWAGA","ERIE","DELICATESSEN","2020-11-10T00:00:00.000","2365 WILLIAM STREET
CHEEKTOWAGA, NY 14206
(42.88404501600007, -78.78312598899998)"
"NYC","152 V M GROCERY CORP","152 EAST 171ST STREET","BRONX","NY","10452","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","152 EAST 171ST STREET
BRONX, NY 10452
(40.840129997000076, -73.91421899799997)"
"NYC","SOSO DELIGHT FOOD & GROCERY CORP","448 HUDSON STREET","NEW YORK","NY","10014","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","448 HUDSON STREET
NEW YORK, NY 10014
(40.73113998400004, -74.00652998799995)"
"DUTCHESS","OSBORNE DELI(SANGHERA ENTERPRISE, INC.)","117  OSBORNE HILL ROAD","FISHKILL","NY","12524","WAPPINGER","DUTCHESS","DELICATESSEN","2020-11-10T00:00:00.000","117  OSBORNE HILL ROAD
FISHKILL, NY 12524
(41.556797010000025, -73.90983199399994)"
"SUFFOLK","DELI LA BENDICION","147 EAST MAIN  STREET","BAY SHORE","NY","11706","ISLIP","SUFFOLK","DELICATESSEN","2020-11-10T00:00:00.000","147 EAST MAIN  STREET
BAY SHORE, NY 11706
(40.72412198400008, -73.24420000099997)"
"NYC","PICARIELLO, LEONARD","N/E/C FULTON ST & GOLD STREET","NEW YORK","NY","10038","MANHATTAN","NEW YORK CITY","STAND","2020-11-10T00:00:00.000","N/E/C FULTON ST & GOLD STREET
NEW YORK, NY 10038
(40.70910002100004, -74.00549993599998)"
"ORANGE","HOMETOWN DELI (VALERO)","2975 US ROUTE 6","SLATE HILL","NY","10973","MINISINK","ORANGE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","2975 US ROUTE 6
SLATE HILL, NY 10973
(41.397994691000065, -74.46136613399995)"
"ERIE","DOLLAR GENERAL # 8177","942 MCKINLEY  PARKWAY","BUFFALO","NY","14220","BUFFALO","ERIE","DISCOUNT STORE","2020-11-10T00:00:00.000","942 MCKINLEY  PARKWAY
BUFFALO, NY 14220
(42.85740271700007, -78.82424922499996)"
"ROCKLAND","PERDOMA DELI & GROCERY","107 BETHUNE BOULEVARD","SPRING VALLEY","NY","10977","RAMAPO","ROCKLAND","DELICATESSEN","2020-11-10T00:00:00.000","107 BETHUNE BOULEVARD
SPRING VALLEY, NY 10977
(41.117992979000064, -74.03862001999994)"
"WESTCHESTER","KIMBALL TOBACCO & VAPE SHOP CORP.","348 KIMBALL AVENUE","YONKERS","NY","10704","YONKERS","WESTCHESTER","OTHER","2020-11-10T00:00:00.000","348 KIMBALL AVENUE
YONKERS, NY 10704
(40.91307300700004, -73.85795002499998)"
"ERIE","SPEEDWAY #9896","6125 MAIN  STREET","WILLIAMSVILLE","NY","14221","AMHERST","ERIE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","6125 MAIN  STREET
WILLIAMSVILLE, NY 14221
(42.96544599500004, -78.72509295999998)"
"NYC","BAY STREET BAZAAR INC","543 BAY STREET","STATEN ISLAND","NY","10304","STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","543 BAY STREET
STATEN ISLAND, NY 10304
(40.62862000500007, -74.07635098999998)"
"NYC","1663 PARK AVE MINI MARKET CORP","1663 PARK  AVENUE","NEW YORK","NY","10035","NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1663 PARK  AVENUE
NEW YORK, NY 10035
(40.800049999000066, -73.94238596499997)"
"ORANGE","MONHAGEN AVENUE MINI MART","100 MONHAGEN  AVENUE","MIDDLETOWN","NY","10940","MIDDLETOWN","ORANGE","CONVENIENCE STORE","2020-11-10T00:00:00.000","100 MONHAGEN  AVENUE
MIDDLETOWN, NY 10940
(41.448386019000054, -74.43139700899997)"
"NYC","LA FAMILIA DELI MARKET CORP.","281 EAST 170TH  STREET","BRONX","NY","10456","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","281 EAST 170TH  STREET
BRONX, NY 10456
(40.83788000100003, -73.91102498999999)"
"NASSAU","7 ELEVEN ( STORE # 34178A )","713 ATLANTIC AVENUE","BALDWIN","NY","11510","HEMPSTEAD","NASSAU","CONVENIENCE STORE","2020-11-10T00:00:00.000","713 ATLANTIC AVENUE
BALDWIN, NY 11510
(40.63876701100003, -73.61319400999997)"
"DUTCHESS","SUNOCO","2523  44 ROUTE","SALT POINT","NY","12578","PLEASANT VALLEY","DUTCHESS","CONVENIENCE/GAS","2020-11-10T00:00:00.000","2523  44 ROUTE
SALT POINT, NY 12578
(41.78296100000006, -73.75618097999995)"
"SUFFOLK","CARD$MART","880 MONTAUK HWY","COPIAGUE","NY","11726","BABYLON","SUFFOLK","STATIONERY STORE","2020-11-10T00:00:00.000","880 MONTAUK HWY
COPIAGUE, NY 11726
(40.66885363500006, -73.39316568799995)"
"NYC","CROWN STAR DELI INC.","240 UTICA AVENUE","BROOKLYN","NY","11213","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","240 UTICA AVENUE
BROOKLYN, NY 11213
(40.670349980000026, -73.93111498699994)"
"NYC","POLANCO, PORFIRIO","147-02 FOCH  BOULEVARD","JAMAICA","NY","11436","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","147-02 FOCH  BOULEVARD
JAMAICA, NY 11436
(40.68009000300003, -73.79350098499998)"
"SUFFOLK","THE MUNCH BOX","THE PLAZA POB 56","MONTAUK","NY","11954","E. HAMPTON","SUFFOLK","DELICATESSEN","2020-11-10T00:00:00.000","THE PLAZA POB 56
MONTAUK, NY 11954
(41.03410284600005, -71.94413782499998)"
