"license_number","facility_name","rso_first_name","mailing_address","mailing_address_2","city","state","zipcode","rso_phone","county","facility_type","diagnostic_other","therapy","mammography","stereotactic","geocoded_column"
"29024153","KATZMAN ORTHOPEDICS PC","KATZMAN BARRY MD","261 JERICHO TPKE",,"FLORAL PARK","NY","11001","(516) 488-1417","Nassau","Physician","Y","N","N","N","POINT (-73.706441 40.722685)"
"29024608","JERICHO SMILES","DAVID CHOI, DDS","325 NORTH BROADWAY",,"JERICHO","NY","11753","(516) 888-1777","Nassau","Dentist","Y","N","N","N","POINT (-73.537344 40.788138)"
"14023767","GRAZIANO & TAGOURI LLP","FRANK GRAZIANO DDS","4535 SOUTHWESTERN BLVD","SUITE 206","HAMBURG","NY","14075","(716) 646-3636","Erie","Dentist","Y","N","N","N","POINT (-78.83641 42.727748)"
"59008619","WESTCHESTER AVENUE DENTAL","ERIC SPIELER, DDS","430 WESTCHESTER AVE","2ND FLOOR","PORT CHESTER","NY","10573","(914) 939-1185","Westchester","Dentist","Y","N","N","N","POINT (-73.675373 41.013901)"
"14023601","WATTS ARCHITECTURE AND ENGINEERING","MARK A. BEYER","95 PERRY STREET","SUITE 300","BUFFALO","NY","14203","(716) 206-5100","Erie","Commercial","Y","N","N","N","POINT (-78.869213 42.873421)"
"29024622","PM PEDIATRICS","DEBORAH LEVINE, M.D.","1457 NORTHERN BOULEVARD",,"MANHASSET","NY","11030","(516) 520-5437","Nassau","Clinic","Y","N","N","N","POINT (-73.686254 40.793129)"
"27023382","C P ROCHESTER DENTAL CLINIC",,"1000 ELMWOOD AVE",,"ROCHESTER","NY","14620","(585) 402-7448","Monroe","Dentist","Y","N","N","N","POINT (-77.603915 43.130156)"
"59023244","YONKERS COMMUNITY HEALTH CENTER","MARKOS ASAMERYEN    MD","30 SOUTH BROADWAY","2ND FLOOR","YONKERS","NY","10701","(914) 968-4898","Westchester","Clinic","Y","N","N","N","POINT (-73.881102 40.944049)"
"59024096","KYUNGSUK YOO DMD,PC","DR. YOO","2 CLINTON AVENUE",,"OSSINING NY 10562","NY","10562","(914) 945-0305","Westchester","Dentist","Y","N","N","N","POINT (-73.841562 41.182134)"
"11023143","SILFEE MECHANICAL, INC.","AMANDA MACKES","189 SOUTH MAIN STREET",,"CORTLAND","NY","13045","(607) 344-3487","Cortland","Commercial","Y","N","N","N","POINT (-76.185061 42.588691)"
"51023510","RUBIN NORMAN DDS",,"23 RT 111",,"SMITHTOWN","NY","11787","(631) 724-3399","Suffolk","Dentist","Y","N","N","N","POINT (-73.208486 40.851681)"
"59022749","SHAHVEISSI-ORYANI NANCY DDS",,"495 ODELL AVE #1A",,"YONKERS","NY","10703","(914) 423-0000","Westchester","Dentist","Y","N","N","N","POINT (-73.880829 40.957068)"
"31014673","DELUKE ANTHONY  DDS",,"2103 SAWYER DR",,"NIAGARA FALLS","NY","14304","(716) 731-3031","Niagara","Dentist","Y","N","N","N","POINT (-78.961364 43.09392)"
"51024269","NORTH SHORE LIJ URGENT CARE PC","ATTN: AIMEE MILLER","GO HEALTH AT 1912 EAST NORTHPORT","265 SUNRISE HIGHWAY   SUITE 20","ROCKVILLE CENTRE","NY","11570","(415) 974-6002","Suffolk","Clinic","Y","N","N","N","POINT (-73.637847 40.665656)"
"93000019","DELTA CHILDREN'S PRODUCTS","STEVEN ANZAROOT","114 W 26TH STREET",,"NEW YORK","NY","10001","(212) 736-7000","NYC (New York)","Commercial","Y","N","N","N","POINT (-73.996575 40.750166)"
"29024289","4 EXCELLENCE IN DENTISTRY PC","ALBANESE JAMES DDS","3000 HEMPSTEAD TPK","SUITE 101","LEVITTOWN","NY","11756","(516) 735-3535","Nassau","Dentist","Y","N","N","N","POINT (-73.517198 40.725845)"
"17012830","DISANTO-ROSE GARY DMD PLLC",,"32 SOUTH MARKET ST",,"JOHNSTOWN","NY","12095","(518) 762-7033","Fulton","Dentist","Y","N","N","N","POINT (-74.394891 43.023495)"
"35023253","HUDSON VALLEY IMAGING","RACANELLI JOSEPH MD","575 HUDSON VALLEY AVENUE","SUITE 101","NEW WINDSOR","NY","12553","(845) 220-2222","Orange","Physician","Y","N","Y","Y","POINT (-74.065602 41.461721)"
"14023223","SPRINGVILLE VETERINARY SERVICES","TASHJIAN JOSEPH  DVM","344 WEST MAIN STREET",,"SPRINGVILLE","NY","14055","(716) 592-0070","Erie","Veterinarian","Y","N","N","N","POINT (-78.608834 42.554752)"
"14023945","WINNING SMILES PEDIATRIC DENTISTRY","MIKE FOLEY, DDS","3364 SOUTHWESTERN BLVD",,"ORCHARD PARK","NY","14127","(716) 332-2444","Erie","Dentist","Y","N","N","N","POINT (-78.749616 42.759115)"
"25019637","LIVINGSTON CORRECTIONAL","HELLERT DONALD DDS","DENTAL DEPARTMENT","PO BOX 49","SONYEA","NY","145560049","(585) 658-3710","Livingston","Dentist","Y","N","N","N","POINT (-77.82986 42.68248)"
"51006820","SAINT JAMES DENTAL CARE PLLC","DONAHUE JAMES F DDS","587 LAKE AVE",,"ST JAMES","NY","11780","(631) 584-5330","Suffolk","Dentist","Y","N","N","N","POINT (-73.164651 40.885427)"
"35023338","ADVANCED COATING TECHNOLOGIES","HAELEN WALLI A","109 TOWER DRIVE",,"MIDDLETOWN","NY","10941","(845) 695-9420","Orange","Commercial","Y","N","N","N","POINT (-74.354005 41.485086)"
"59023798","MEJIA WANDA DDS",,"1966 EAST MAIN",,"MOHEGAN LAKE","NY","10547","(914) 332-4402","Westchester","Dentist","Y","N","N","N","POINT (-73.849753 41.315459)"
"29024266","CITY MEDICAL OF UPPER EAST SIDE PLLC","JOHN DE TROLIO, M.D.","235 GLEN COVE ROAD",,"CARLE PLACE","NY","11514","(516) 877-2273","Nassau","Clinic","Y","N","N","N","POINT (-73.611845 40.749926)"
"14023443","REYDA ANDREW DVM",,"113 BUFFALO STREET",,"HAMBURG","NY","14075","(716) 646-4023","Erie","Veterinarian","Y","N","N","N","POINT (-78.83641 42.727748)"
"51023664","BANGS RAYMOND J DDS",,"144 HIGBIE LANE",,"WEST ISLIP","NY","11795","(631) 661-9310","Suffolk","Dentist","Y","N","N","N","POINT (-73.298729 40.711073)"
"44023139","ORLANDO LEONARD DC",,"6956 ST HWY 56",,"POTSDAM","NY","13676","(315) 268-8000","St. Lawrence","Chiropractor","Y","N","N","N","POINT (-74.932432 44.65525)"
"07023130","FOOT & ANKLE SPECIALISTS TWIN TIERS","GINA  AMICATERRA","455 MAPLE STREET","SUITE 2","BIG FLATS","NY","14814","(607) 562-7300","Chemung","Podiatrist","Y","N","N","N","POINT (-76.948662 42.146436)"
"52023240","MISSIH DENTAL CARE & PERIODONTIST","MISSIH, COMLAN  DDS","60 LIBERTY ST",,"MONTICELLO","NY","12701","(845) 796-0294","Sullivan","Dentist","Y","N","N","N","POINT (-74.705471 41.652633)"
"29024167","ALL CARE MEDICAL",,"2001 MARCUS AVENUE","SUITE W95","NEW HYDE PARK","NY","11042","(516) 442-4077","Nassau","Physician","Y","N","N","N","POINT (-73.694617 40.759556)"
"33023476","ST JOSEPH'S IMAGING ASSOCIATES PLLC","JACOB, JOHNATHAN  MD","5100 WEST TAFT ROAD","SUITE 2C","LIVERPOOL","NY","13088","(315) 452-2666","Onondaga","Clinic","Y","N","N","N","POINT (-76.18864 43.108585)"
"44023178","AKIN LEE  H DDS PLLC",,"29 MAIN STREET",,"POTSDAM","NY","13676","(315) 265-2896","St. Lawrence","Dentist","Y","N","N","N","POINT (-74.932432 44.65525)"
"59024164","NEW ROCHELLE DENTAL ARTS","M. MARC LIECHTUNG, DMD","490-A  MAIN STREET",,"NEW ROCHELLE","NY","108016304","(914) 632-8744","Westchester","Dentist","Y","N","N","N","POINT (-73.78165 40.908862)"
"35023481","MID HUDSON FORENSIC PSYCHIATRIC CTR","EDDY YAPOR, DDS","2834 NEW YORK - 17M","BUILDING 5","NEW HAMPTON","NY","10958","(845) 374-8730","Orange","Dentist","Y","N","N","N","POINT (-74.42923 41.383487)"
"51014371","SMILE SOLUTIONS DENTAL PC","SPINNER GUY A DDS","16 OLD RIVERHEAD RD",,"WESTHAMPTON BEACH","NY","11978","(631) 288-9000","Suffolk","Dentist","Y","N","N","N","POINT (-72.633315 40.821119)"
"27023635","DANISCO USA","CONSOLATTI, AMY","1700 LEXINGTON AVE",,"ROCHESTER","NY","14606","(585) 277-4300","Monroe","Commercial","Y","N","N","N","POINT (-77.690241 43.170242)"
"29024492","PM PEDIATRICS OF ROCKVILLE CENTRE","FRIEDMAN, ELLIOTT","350 SUNRISE HWY",,"ROCKVILLE  CENTRE","NY","11570","(516) 869-0650","Nassau","Physician","Y","N","N","N","POINT (-73.637847 40.665656)"
"43022012","KORIK BORIS DDS",,"36 COLLEGE AVE",,"NANUET","NY","10954","(845) 352-0691","Rockland","Dentist","Y","N","N","N","POINT (-74.012827 41.100807)"
"13023436","EASTERN PAIN MEDICINE","UPADHYAYULA, NAGENDRA","1003 MAIN ST",,"FISHKILL","NY","12524","(845) 471-0013","Dutchess","Physician","Y","N","N","N","POINT (-73.894845 41.537168)"
"39015971","LEGUNN KENNETH M DMD PLCC",,"99 GLENEIDA AVE",,"CARMEL","NY","10512","(845) 225-3907","Putnam","Dentist","Y","N","N","N","POINT (-73.696731 41.444541)"
"14023543","INFINITE HEALTH CHIRO & WELLNESS PC","MC AULIFFE-FERRY, ALAINA  DC","3725 NORTH BUFFALO RD","SUITE B","ORCHARD PARK","NY","14127","(716) 667-2200","Erie","Chiropractor","Y","N","N","N","POINT (-78.749616 42.759115)"
"51023160","COOLSMILES ORTHODONTICS","AMRAM DAUD","70 NORTH COUNTRY ROAD","SUITE 204","PORT JEFFERSON","NY","11777","(631) 928-9800","Suffolk","Dentist","Y","N","N","N","POINT (-73.060844 40.94729)"
"55023319","EVANGELISTA SANDRO DDS",,"494 ROUTE 299",,"HIGHLAND","NY","12528","(845) 691-5600","Ulster","Dentist","Y","N","N","N","POINT (-73.991662 41.730554)"
"03023213","LAPORTA  AND ASSOCIATES PC","LAPORTA GUIDO A DPM","120 PLAZA DRIVE","SUITE F","VESTAL","NY","13850","(607) 766-9097","Broome","Podiatrist","Y","N","N","N","POINT (-76.025653 42.067173)"
"33023434","TESSY PLASTICS CORP","NICHOLAS GUERIN","700 VISIONS DRIVE",,"SKANEATELES","NY","13152","(315) 689-3924","Onondaga","Commercial","Y","N","N","N","POINT (-76.384987 42.894504)"
"59023902","NAVARRO CATALINA DDS",,"547 SAW MILL RIVER ROAD","SUITE 2A","ARDSLEY","NY","10502","(914) 274-8100","Westchester","Dentist","Y","N","N","N","POINT (-73.841978 41.011439)"
"27023794","PATHWAY VET ALLIANCE LLC","KATHERINE CRIST","DBA STONE RIDGE VETERINARY HOSPITAL","550 CENTER PLACE DRIVE","ROCHESTER","NY","14615","(585) 227-4990","Monroe","Veterinarian","Y","N","N","N","POINT (-77.65384 43.204816)"
"14023337","CHOICE 1  DENTAL PC","THEVANAYAGAM VASUKI  DDS","2878  NIAGARA FALLS BLVD",,"AMHERST","NY","14228","(716) 693-2861","Erie","Dentist","Y","N","N","N","POINT (-78.793874 43.03041)"
"33005378","SUNY UPSTATE MEDICAL UNIVERSITY","THOMAS LAVOY MS","RADIATION SAFETY OFFICE ROOM 636 UH","750 EAST ADAMS STREET","SYRACUSE","NY","13210","(315) 464-6510","Onondaga","Hospital","Y","Y","N","N","POINT (-76.126551 43.034152)"
"01023270","COMMUNITY CARE PHYSICIAN","PURANIK ARUN MD","713 TROY SCHENECTADY RD SUITE 124",,"LATHAM","NY","12110","(518) 213-0302","Albany","Physician","Y","Y","N","N","POINT (-73.770061 42.750728)"
"46023090","SOULE SCOTT & WHITE AMY","SOULE SCOTT S DDS","2521 HAMBURG STREET",,"SCHENECTADY","NY","12303","(518) 355-3100","Schenectady","Dentist","Y","N","N","N","POINT (-73.932117 42.759175)"
"43023507","BP IMMEDIATE MEDICAL CARE PC","SAM SCHREIBER","250 ROUTE 59",,"SUFFERN","NY","10901","(845) 208-2424","Rockland","Clinic","Y","N","N","N","POINT (-74.114529 41.126514)"
"29004355","ADLOW STEVEN DDS",,"1 BARSTOW ROAD","SUITE P4","GREAT NECK","NY","11021","(516) 487-3655","Nassau","Dentist","Y","N","N","N","POINT (-73.727508 40.787016)"
"14024063","PREMIER MACHINING TECHNOLOGIES, INC.",,"2100 OLD UNION ROAD",,"CHEEKTOWAGA","NY","14227","(716) 608-1311","Erie","Commercial","Y","N","N","N","POINT (-78.744742 42.880675)"
"14013596","DOLINAR DANIEL P DDS",,"121 BUFFALO STREET",,"HAMBURG","NY","14075","(716) 648-6661","Erie","Dentist","Y","N","N","N","POINT (-78.83641 42.727748)"
"14010759","BUFFALO BILLS, LLC.","BISSON, LESLIE J. MD","1 BILLS DRIVE","ATTN; DENNY KELLINGTON, ATHLETIC TRAIN","ORCHARD PARK","NY","14127","(716) 648-1800","Erie","Other","Y","N","N","N","POINT (-78.749616 42.759115)"
"27018420","HIGHLAND HOSPITAL SATELLITE","AHMAD MATLOUBIEH","155 BELLWOOD DRIVE",,"ROCHESTER","NY","14626","(585) 225-3989","Monroe","Clinic","Y","Y","N","N","POINT (-77.707056 43.214513)"
"27019390","DIDONATO JOSEPH III DDS",,"608 SOUTH AVENUE",,"ROCHESTER","NY","146201316","(585) 473-1749","Monroe","Dentist","Y","N","N","N","POINT (-77.604776 43.143482)"
"51024451","NUTURE WELL BEING","SABRINA CALIENDO, DC","269 EAST MAIN STREET","SUITE F2","SMITHTOWN","NY","11787","(631) 257-5501","Suffolk","Chiropractor","Y","N","N","N","POINT (-73.208486 40.851681)"
"31019534","SUMMIT HEALTH PLEX","LUDWIG DAVID R MD","ATTN: X-RAY","6934 WILLIAMS ROAD","NIAGARA FALLS","NY","14304","(716) 298-5872","Niagara","Clinic","Y","N","Y","N","POINT (-78.961364 43.09392)"
"29014908","SCHWARTZ JEFFREY DDS PC",,"3601 HEMPSTEAD TPKE","SUITE 125","LEVITTOWN","NY","11756","(516) 731-0200","Nassau","Dentist","Y","N","N","N","POINT (-73.517198 40.725845)"
"29024500","NHPP MULTI  SPECIALTY AT WOODBURY","DR. ERWIN PAUL ENKER","415 CROSSWAYS PARK DRIVE","SUITE F","WOODBURY","NY","11797","(516) 684-9229","Nassau","Physician","Y","N","N","N","POINT (-73.471175 40.812594)"
"93000028","ONTY CASTING CORPORATION","ONTIVEROS LUIS","151 W 46TH STREET","5TH FLOOR","NEW YORK","NY","10036","(212) 938-0511","NYC (New York)","Commercial","Y","N","N","N","POINT (-73.990194 40.759522)"
"29021874","FRUCCI YOLANDA DDS",,"85 HILLSIDE AVE",,"WILLSTON PARK","NY","11596","(516) 746-3160","Nassau","Dentist","Y","N","N","N","POINT (-73.64339 40.75915)"
"10023132","BROOKWOOD SECURE CENTER OCFS","CIOVACCO, MARK DMD","PO BOX 265",,"CLAVERACK","NY","12513","(518) 851-3211","Columbia","Dentist","Y","N","N","N","POINT (-73.710308 42.214982)"
"29024361","PREMIER CARDIOLOGY CONSULTANTS PLLC","DHAMA BHUPESH MD","2001 MARCUS AVENUE","SUITE E249","LAKE SUCCESS","NY","11042","(516) 437-5600","Nassau","Physician","Y","N","N","N","POINT (-73.694617 40.759556)"
"80023639","VOTI INC","SIMON ARCHAMBAULT","790 BEGIN ST","ST LAURENT, QUEBEC H4M-2-N5","QUEBEC",,"000000000","(514) 782-1566","Out of State","Installer","Y","N","N","N","POINT (-109.6586 45.7267)"
"93000076","MANFRA TORDELLA & BROOKES INC","SCHICKLER MICHAEL","50 W 47TH STREET","SUITE 310","NEW YORK","NY","10036","(212) 981-4550","NYC (New York)","Commercial","Y","N","N","N","POINT (-73.990194 40.759522)"
"27021389","SMALL TO TALL DENTISTRY FOR CHILDREN","ALISON M. HARDING","6 SWEDEN LANE","SUITE 2","BROCKPORT","NY","14420","(585) 637-8125","Monroe","Dentist","Y","N","N","N","POINT (-77.933006 43.21043)"
"01022469","GHI FAM DENTAL PRACTICE","HOSOYAMA SHIGERU DDS","P O BOX 2064","AGENCY 4 CONCOURSE ESP","ALBANY","NY","122209998","(518) 869-1044","Albany","Dentist","Y","N","N","N","POINT (-73.755418 42.651242)"
"27021230","FINGER LAKES PERIODONTICS, PLLC","SEAN W. MEITNER, DDS","600 KREAG ROAD",,"PITTSFORD","NY","14534","(585) 248-8195","Monroe","Dentist","Y","N","N","N","POINT (-77.51923 43.062991)"
"59023579","BEEKMAN DENTAL CARE","DAVE NEHA DDS","38 BEEKMAN AVE","SUITE 1","SLEEPY HOLLOW","NY","105912642","(914) 631-0999","Westchester","Dentist","Y","N","N","N","POINT (-73.859184 41.085231)"
"25023198","SILVER LAKE DENTAL PLLC","DERUYTER TIMOTHY DDS","18 S STATE STREET",,"NUNDA","NY","14517","(585) 237-3530","Livingston","Dentist","Y","N","N","N","POINT (-77.897084 42.589458)"
"33005228","GREENWAY & PERRY DDS","GREENWAY DAVID A DDS","PO BOX 529","114 SPRING ST","FAYETTEVILLE","NY","130660529","(315) 637-9811","Onondaga","Dentist","Y","N","N","N","POINT (-76.009703 43.029416)"
"36005627","ORLEANS COMMUNITY HEALTH","SPONAUGLE DALE W MD","DIAGNOSTIC IMAGING","200 OHIO STREET","MEDINA","NY","14103","(585) 798-8054","Orleans","Hospital","Y","N","Y","N","POINT (-78.377874 43.213788)"
"26016605","COLLEGE STREET ORTHOPAEDICS","MEEKS, RAYMOND M.D.","85 COLLEGE STREET",,"HAMILTON","NY","13346","(315) 824-1250","Madison","Physician","Y","N","N","N","POINT (-75.54231 42.821393)"
"14023519","PERICAK STEPHEN DDS",,"2158 ABBOTT ROAD",,"LACKAWANNA","NY","14218","(716) 823-2600","Erie","Dentist","Y","N","N","N","POINT (-78.818268 42.818699)"
"51024405","SUFFOLK FOOT AND ANKLE","EDWARD KORMYLO","1641 ROUTE 112",,"MEDFORD","NY","11763","(631) 654-5566","Suffolk","Podiatrist","Y","N","N","N","POINT (-72.982416 40.822436)"
"33020390","PINNACLE DENTAL GROUP PC","RICHARDSON JAMES E","913 OLD LIVERPOOL ROAD",,"LIVERPOOL","NY","13088","(315) 457-1014","Onondaga","Dentist","Y","N","N","N","POINT (-76.18864 43.108585)"
"22023039","RIVER HOSPITAL  INC","GHARAGOZLOO ALI MD","4 FULLER ST",,"ALEXANDRIA BAY","NY","13607","(315) 482-2511","Jefferson","Hospital","Y","N","Y","Y","POINT (-75.929396 44.317344)"
"33023506","ASPEN DENTAL MANAGEMENT, INC.","DARA, TANVIR  MD","281 SANDERS CREEK PARKWAY",,"EAST SYRACUSE","NY","13057","(315) 288-4006","Onondaga","Clinic","Y","N","N","N","POINT (-76.054431 43.082222)"
"52011248","DELAWARE VALLEY JOB CTR",,"P O BOX 846","9368 STATE ROUTE 97","CALLICOON","NY","12723","(845) 887-5400","Sullivan","Dentist","Y","N","N","N","POINT (-75.022744 41.77339)"
"51024549","EAST END HAND SURGERY","THERESA  A. HABACKER, M.D.","5954 ROUTE 25A",,"WADING RIVER","NY","11792","(631) 473-4263","Suffolk","Physician","Y","N","N","N","POINT (-72.833787 40.949505)"
