"license_number","npi_number","agency_name","dba","address","city","state","zip_code","region","license_date","registration_status","submission_date"
"0018L009","1962585638","UNLIMITED CARE INC.","UNLIMITED CARE INC.","2510 WESTCHESTER AVENUE","BRONX","NY","10461","MARO-NYC","06/01/2001","true","12/23/2020"
"0018L010","1962585638","UNLIMITED CARE INC.","UNLIMITED CARE INC.","356 MEADOW AVENUE","NEWBURGH","NY","12550-6532","MARO-NR","06/11/2007","true","12/23/2020"
"0018L011","1962585638","UNLIMITED CARE INC.","UNLIMITED CARE INC.","19 AVIATION ROAD","ALBANY","NY","12205","CDRO","08/01/2015","true","12/28/2020"
"0021L001","1932106010","PERSONAL-TOUCH HOME CARE OF N. Y., INC.","PERSONAL-TOUCH HOME CARE","36-36 33RD STREET","LONG ISLAND CITY","NY","11106","MARO-NYC","10/28/1988","true","12/29/2020"
"0023L001","1912016932","WELLNESS HOME CARE, LTD.","WELLNESS HOME CARE, LTD.","252 MAIN ST","GOSHEN","NY","10924-2156","MARO-NR","09/23/1986","true","12/23/2020"
"0026L001",,"ATTENTIVE CARE OF ALBANY, INC.","ATTENTIVE CARE OF ALBANY, INC.","5 COMPUTER DR WEST","ALBANY","NY","12205-1617","CDRO","06/01/1989","true","12/31/2020"
"0029L001",,"UNIQUE NURSING AGENCY, INC.","UNIQUE NURSING AGENCY, INC.","48 MAMARONECK AVE","WHITE PLAINS","NY","10601-4200","MARO-NR","08/19/1988","false",
"0031L001","1851594261","HOME HEALTH CARE & COMPANION AGENCY, INC.","HOME HEALTH CARE & COMPANION AGENCY, INC.","366 ALBANY AVE","KINGSTON","NY","12401-2524","MARO-NR","04/17/1989","true","12/30/2020"
"0034L001","1942269832","HOMEMAKING SERVICES FOR CHRONICALLY ILL, INC.","HELPING HANDS","5 CENTRE ST","HEMPSTEAD","NY","11550-2483","MARO-LI","05/17/1989","true","01/04/2021"
"0034L002","1942269832","HOMEMAKING SERVICES FOR CHRONICALLY ILL, INC.","HELPING HANDS","130 MAIN STREET","NORTHPORT","NY","11768-1723","MARO-LI","03/20/2000","true","01/04/2021"
"0046L001","1952462806","HOMEMAKERS - STATEN ISLAND, INC.","SAFEHARBOR HEALTHCARE SERVICES","1477 HYLAN BLVD","STATEN ISLAND","NY","10305-1999","MARO-NYC","09/27/1988","true","12/18/2020"
"0047L001",,"CONCEPTS OF HEALTH CARE, INC.","CONCEPTS OF HEALTH CARE, INC.","10 DEERFIELD PLACE","BALLSTON SPA","NY","12020-2712","CDRO","10/08/1987","true","11/11/2020"
"0051L001",,"ATTENTIVE CARE, INC.","ATTENTIVE CARE, INC.","76 N BROADWAY","HICKSVILLE","NY","11801-2940","MARO-LI","05/24/1989","true","12/31/2020"
"0051L002",,"ATTENTIVE CARE, INC.","ATTENTIVE CARE, INC.","375 DEER PARK AVE","BABYLON","NY","11702-2830","MARO-LI","04/26/1994","true","12/31/2020"
"0055L001","1982699252","PROFESSIONAL HOME CARE, INC.","PROFESSIONAL HOME CARE, INC.","601 RIVERSIDE DRIVE","JOHNSON CITY","NY","13790","CNYRO","02/17/1989","true","12/21/2020"
"0066L001","1578779294","C. N. S. HOME CARE, INC.","C. N. S. HOME CARE, INC.","289 OAKWOOD AVENUE","TROY","NY","12182","CDRO","04/12/1988","true","12/24/2020"
"0067L001","1922292176","ALLCARE FAMILY SERVICES, INC.","ALLCARE FAMILY SERVICES, INC.","625 DELAWARE AVE","BUFFALO","NY","14202","WRO-B","06/02/1987","true","12/14/2020"
"0076L001","1982835807","RICHMOND HOME NEED SERVICES, INC.","RICHMOND HOME NEED SERVICES, INC.","3155 AMBOY RD","STATEN ISLAND","NY","10306-2799","MARO-NYC","11/03/1988","true","11/24/2020"
"0081L001",,"FAMILY SERVICES OF WESTCHESTER, INC.","FAMILY SERVICES OF WESTCHESTER, INC.","15 MAPLE PLACE","OSSINING","NY","10562","MARO-NR","09/26/1989","true","12/18/2020"
"0085L001","1417203886","BRONX COMMUNITY HOME CARE, INC.","NEIGHBORS HOME CARE","2532 BOSTON RD","BRONX","NY","10467-9004","MARO-NYC","05/02/1989","true","12/01/2020"
"0089L001","1962585638","UNLIMITED CARE INC.","UNLIMITED CARE INC.","265 POST AVENUE","WESTBURY","NY","11590","MARO-LI","03/21/1988","true","12/28/2020"
"0089L002","1962585638","UNLIMITED CARE INC.","UNLIMITED CARE INC.","33-10 QUEENS BLVD","LONG ISLAND CITY","NY","11101","MARO-NYC","03/03/1989","true","12/23/2020"
"0089L003","1962585638","UNLIMITED CARE INC.","UNLIMITED CARE INC.","187 E MARKET ST","RHINEBECK","NY","12572-1727","MARO-NR","10/02/1998","true","12/24/2020"
"0089L004","1962585638","UNLIMITED CARE INC.","UNLIMITED CARE INC.","33 WALT WHITMAN ROAD","HUNTINGTON STATION","NY","11746","MARO-LI","09/29/2000","true","12/24/2020"
"0098L001",,"HEALTHLINE HOME CARE AGENCY, INC.","HEALTHLINE HOME CARE AGENCY, INC.","1452 FLATBUSH AVE","BROOKLYN","NY","11210-2329","MARO-NYC","01/03/1990","false",
"0106L001","1447393319","SPECIAL TOUCH HOME CARE SERVICES, INC.","SPECIAL TOUCH HOME CARE SERVICES, INC.","2091 CONEY ISLAND AVE","BROOKLYN","NY","11223-2307","MARO-NYC","03/06/1989","true","12/29/2020"
"0108L001","1477568822","ALTERNATIVE CARE SYSTEMS, INC.","ACCESS NURSING SERVICES","16 EAST 40TH STREET","NEW YORK","NY","10016-0113","MARO-NYC","08/26/1988","true","12/30/2020"
"0108L002","1477568822","ALTERNATIVE CARE SYSTEMS, INC.","ACCESS NURSING SERVICES","45 KNOLLWOOD ROAD","ELMSFORD","NY","10523","MARO-NR","12/23/1992","true","12/30/2020"
"0113L001","1144223322","NORTH COUNTRY HOME SERVICES, INC.","NORTH COUNTRY HOME SERVICES, INC.","25 CHURCH ST","SARANAC LAKE","NY","12983-1816","CDRO","07/21/1987","true","12/24/2020"
"0113L002","1144223322","NORTH COUNTRY HOME SERVICES, INC.","NORTH COUNTRY HOME SERVICES, INC.","155 FINNEY BOULEVARD","MALONE","NY","12953-1067","CDRO","07/21/1987","true","12/24/2020"
"0113L004","1144223322","NORTH COUNTRY HOME SERVICES, INC.","NORTH COUNTRY HOME SERVICES, INC.","18 MONTCALM ST","TICONDEROGA","NY","12883-1212","CDRO","07/07/1992","true","12/24/2020"
"0113L005","1144223322","NORTH COUNTRY HOME SERVICES, INC.","NORTH COUNTRY HOME SERVICES, INC.","159 MARGARET STREET","PLATTSBURGH","NY","12901","CDRO","12/31/1993","true","12/24/2020"
"0118L001","1962585638","UNLIMITED CARE INC.","UNLIMITED CARE INC.","1200 JEFFERSON ROAD","ROCHESTER","NY","14623-3149","WRO-R","11/25/1987","true","12/24/2020"
"0130L001","1538166632","PERSONAL TOUCH HOME CARE OF LONG ISLAND, INC.","PERSONAL TOUCH HOME CARE OF LONG ISLAND, INC.","60 HEMPSTEAD AVE","WEST HEMPSTEAD","NY","11552","MARO-LI","05/18/1988","true","12/29/2020"
"0130L002","1083693626","PERSONAL TOUCH HOME CARE OF LONG ISLAND, INC.","PERSONAL TOUCH HOME CARE OF LONG ISLAND, INC.","300 WHEELER RD","HAUPPAUGE","NY","11788-4300","MARO-LI","10/03/1996","true","12/29/2020"
"0134L001",,"GIRLING HEALTH CARE SERVICES, INC.","GIRLING HEALTH CARE SERVICES, INC.","9202 FIFTH AVENUE","BROOKLYN","NY","11209","MARO-NYC","07/14/1989","false",
"0137L001","1790005056","THE FAMILY & CHILDREN'S SOCIETY, INC.","THE FAMILY & CHILDREN'S SOCIETY, INC.","257 MAIN STREET","BINGHAMTON","NY","13905","CNYRO","08/29/1988","true","11/19/2020"
"0139L001","1679606735","BROOKLYN'S HAITIAN RALPH AND GOOD SHEPHERD, INC.","BHRAGS, INC.","280 SHEPHERD AVENUE","BROOKLYN","NY","11208-2302","MARO-NYC","04/24/1989","true","12/16/2020"
"0158L001",,"PRIME CARE, INC.","PRIME CARE, INC.","56 W 45TH ST","NEW YORK","NY","10036-4299","MARO-NYC","06/03/1987","true","12/03/2020"
"0162L001",,"FAMILY CARE SERVICES OF WESTERN NY, INC.","FAMILY CARE SERVICES OF WESTERN NY, INC.","331 ALBERTA DRIVE","AMHERT","NY","14226","WRO-B","04/28/1987","true","12/29/2020"
"0172L001","1356541569","ADEPT HEALTH CARE SERVICE INC.","ADEPT HEALTH CARE SERVICE INC.","406 FULTON STREET","TROY","NY","12180-3393","CDRO","04/21/1987","true","12/14/2020"
"0183L001",,"HOME AIDES OF ROCKLAND, INC.","HOME AIDES OF ROCKLAND, INC.","151 SOUTH MAIN ST","NEW CITY","NY","10956-3544","MARO-NR","05/12/1987","false",
"0202L001","1033503206","CONCERNED HOME MANAGERS FOR THE ELDERLY, INC.","COHME","11 BROADWAY","NEW YORK","NY","10004","MARO-NYC","05/23/1990","true","12/29/2020"
"0204L001","1083801658","FAMILY SERVICE SOCIETY OF YONKERS","FAMILY SERVICE SOCIETY OF YONKERS","30 SOUTH BROADWAY","YONKERS","NY","10701-2916","MARO-NR","02/13/1989","true","12/23/2020"
"0211L001",,"A CARING HAND, INC.","A CARING HAND, INC.","177 E 87TH ST","NEW YORK","NY","10128-2226","MARO-NYC","02/06/1989","false",
"0217L001","1811058522","LOWER WEST SIDE HOUSEHOLD SERVICE CORPORATION","LOWER WEST SIDE HOUSEHOLD SERVICE CORPORATION","460 WILLIS AVENUE","BRONX","NY","10455","MARO-NYC","03/26/1990","true","12/30/2020"
"0217L002","1811058522","LOWER WEST SIDE HOUSEHOLD SERVICE CORPORATION","LOWER WEST SIDE HOUSEHOLD SERVICE CORPORATION","48 WARBURTON AVENUE","YONKERS","NY","10701","MARO-NR","06/17/1998","true","12/30/2020"
"0266L001","1619922432","FAMILY SERVICES OF CHEMUNG COUNTY, INC.","FAMILY SERVICES OF CHEMUNG COUNTY, INC.","361 WEST WATER STREET","ELMIRA","NY","14905","WRO-R","12/23/1987","true","12/23/2020"
"0283L001","1447575204","COOPERATIVE HOME CARE ASSOCIATES, INC.","COOPERATIVE HOME CARE ASSOCIATES, INC.","400 EAST FORDHAM ROAD","BRONX","NY","10458","MARO-NYC","08/09/1988","true","12/30/2020"
"0291L001",,"INTERPOOL TEMPORARY PERSONNEL, INC.","INTERPOOL TEMPORARY PERSONNEL, INC.","15 NEWBRIDGE RD","HICKSVILLE","NY","11801-2886","MARO-LI","02/27/1991","false",
"0292L001","1669479762","PERSONAL TOUCH HOME CARE OF WESTCHESTER, INC.","PERSONAL TOUCH HOME CARE OF WESTCHESTER, INC.","7-11 SOUTH BROADWAY","WHITE PLAINS","NY","10601-4974","MARO-NR","09/06/1988","true","12/29/2020"
"0297L001",,"SERVICES FOR THE UNDERSERVED HOME CARE SERV., INC.","SERVICES FOR THE UNDERSERVED-HOME CARE SERVICES, INC.","25 CHAPEL ST","BROOKLYN","NY","11201-4845","MARO-NYC","11/16/1994","false",
"0308L001",,"SELFHELP COMMUNITY SERVICES, INC.","SELFHELP COMMUNITY SERVICES, INC.","498 UNION AVENUE","WESTBURY","NY","11590","MARO-LI","04/20/1989","true","12/30/2020"
"0308L003",,"SELFHELP COMMUNITY SERVICES, INC.","SELFHELP COMMUNITY SERVICES, INC.","520 8TH AVE","NEW YORK","NY","10018-6553","MARO-NYC","07/06/1989","true","12/31/2020"
"0311L002","1851471692","CHAUTAUQUA OPPORTUNITIES, INC.","CHAUTAUQUA OPPORTUNITIES, INC.","17 W COURTNEY ST","DUNKIRK","NY","14048-2754","WRO-B","09/17/1987","true","12/29/2020"
"0313L001",,"VISITING NURSE ASSOC OF ALBANY HOME CARE CORP","VISITING NURSES HOME CARE","28 COLVIN AVENUE","ALBANY","NY","12206","CDRO","09/14/1988","true","12/28/2020"
"0313L003",,"VISITING NURSE ASSOC OF ALBANY HOME CARE CORP","VISITING NURSES HOME CARE","309 WEST MONTGOMERY STREET","JOHNSTOWN","NY","12095-1513","CDRO","05/14/2001","true","12/28/2020"
"0313L004",,"VISITING NURSE ASSOC. OF ALBANY HOME CARE CORP","VISITING NURSES HOME CARE","667 BAY ROAD","QUEENSBURY","NY","12804","CDRO","05/14/2001","true","12/28/2020"
"0313L005",,"VISITING NURSE ASSOC OF ALBANY HOME CARE CORP","VISITING NURSES HOME CARE","116 ACKER DRIVE","COBLESKILL","NY","12043","CDRO","09/29/2003","true","12/28/2020"
"0313L006",,"VISITING NURSE ASSOC OF ALBANY HOME CARE CORP","VISITING NURSES HOME CARE","GMAC-159 JEFFERSON HEIGHTS","CATSKILL","NY","12414-1204","CDRO","09/29/2003","true","12/28/2020"
"0318L001",,"SOUTH SHORE HOME HEALTH SERVICE INC.","ADDUS HOMECARE","1225-2 MONTAUK HIGHWAY","OAKDALE","NY","11769","MARO-LI","06/30/1987","true","12/30/2020"
"0318L002",,"SOUTH SHORE HOME HEALTH SERVICE INC.","ADDUS HOMECARE","393 JERICHO TURNPIKE","MINEOLA","NY","11501","MARO-LI","06/04/1996","true","12/30/2020"
"0318L005",,"SOUTH SHORE HOME HEALTH SERVICE INC.","ADDUS HOMECARE","116-08 MYRTLE AVENUE","RICHMOND HILL","NY","11418","MARO-NYC","06/01/2019","true","12/31/2020"
"0318L006",,"SOUTH SHORE HOME HEALTH SERVICE INC.","ADDUS HOMECARE","466 MAIN STREET","NEW ROCHELLE","NY","10801","MARO-NR","06/01/2019","true","12/30/2020"
"0318L007",,"SOUTH SHORE HOME HEALTH SERVICE INC.","ADDUS HOMECARE","75 NORTH MAIN STREET, STORE #9","SPRING VALLEY","NY","10977","MARO-NR","06/01/2019","true","12/30/2020"
"0329L001","1992140941","HOME AIDE SERVICE OF THE CENTRAL ADIRONDACKS, INC.","HOME AIDE SERVICE OF THE CENTRAL ADIRONDACKS, INC.","114 S SHORE RD","OLD FORGE","NY","13420-0025","CNYRO","08/19/1988","true","12/09/2020"
"0331L001",,"MID BRONX SENIOR CITIZENS COUNCIL INC.","M.B.S.C.C.","900 GRAND CONCOURSE","BRONX","NY","10451-2746","MARO-NYC","05/09/1990","true","10/28/2021"
"0351L001","1285777243","JEWISH HOME LIFECARE, HOME ASSISTANCE PERSONNEL","JEWISH HOME LIFECARE, HOME ASSISTANCE PERSONNEL","1200 WATERS PLACE","BRONX","NY","10461","MARO-NYC","10/26/1989","true","10/02/2021"
"0354L001","1710198791","MOTHERLY LOVE HOME CARE SERVICES, INC.","MOTHERLY LOVE HOME CARE SERVICES, INC.","45 BLYDENBURG RD","CENTEREACH","NY","11720-4301","MARO-LI","10/19/1990","false","11/22/2021"
"0417L001","1154549574","ACCREDITED HOME CARE SERVICES, INC.","ACCREDITED HOME CARE SERVICES, INC.","50 CLINTON STREET","HEMPSTEAD","NY","11550","MARO-LI","03/22/1989","true","11/30/2021"
"0481L002",,"AVALON NURSES REGISTRY, INC.","AVALON NURSES REGISTRY, INC.","162 W 56TH ST","NEW YORK","NY","10101-3873","MARO-NYC","03/13/1990","false","11/15/2021"
"0484L001","1487721155","COMMUNITY HOME CARE REFERRAL SERVICE, INC.","COMMUNITY HOME CARE REFERRAL SERVICE, INC.","3920 13TH AVE","BROOKLYN","NY","11218-3606","MARO-NYC","05/09/1990","true","10/05/2021"
"0484L003","1487721155","COMMUNITY HOME CARE REFERRAL SERVICE, INC.","HELPING HANDS ATTENDANT SERVICES","4107 13TH AVENUE","BROOKLYN","NY","11219-1332","MARO-NYC","02/15/2002","true","10/28/2021"
"0505L001","1841302445","PEOPLE CARE INCORPORATED","PEOPLE CARE INCORPORATED","116 W 32ND ST","NEW YORK","NY","10001-3212","MARO-NYC","07/24/1990","true","12/22/2020"
"0505L002","1841302445","PEOPLE CARE INCORPORATED","PEOPLE CARE INCORPORATED","4 N JERUSALEM AVE","HICKSVILLE","NY","11801-2908","MARO-LI","05/11/1993","true","12/22/2020"
"0505L003","1841302445","PEOPLE CARE INCORPORATED","PEOPLE CARE INCORPORATED","110 MAMARONECK AVE","WHITE PLAINS","NY","10601-5200","MARO-NR","04/22/1999","true","12/22/2020"
"0505L004","1841302445","PEOPLE CARE INCORPORATED","PEOPLE CARE INCORPORATED","1 SOUTH OCEAN AVE","PATCHOGUE","NY","11772-3039","MARO-LI","08/03/2000","true","12/22/2020"
"0542L001","1528137767","PSC COMMUNITY SERVICES, INC.","PSC COMMUNITY SERVICES, INC.","51-02  21ST STREET","LONG ISLAND CITY","NY","11101","MARO-NYC","07/08/1999","true","12/31/2020"
"0546L001",,"BRONXWOOD HOME FOR THE AGED, INC.","BRONXWOOD HOME FOR THE AGED, INC.","1468 WILLIAMSBRIDGE RD","BRONX","NY","10461-2501","MARO-NYC","10/21/1998","true","11/04/2020"
"0547L001","1528038429","NORWEGIAN CHRISTIAN HOME AND HEALTH CENTER","NORWEGIAN CHRISTIAN HOME AND HEALTH CENTER","1250 67TH ST","BROOKLYN","NY","11219-5921","MARO-NYC","07/21/2003","true","12/23/2020"
"0549L001","1629250378","VISTA ON 5TH CORP.","VISTA ON 5TH","1261 FIFTH AVE","NEW YORK","NY","10029-3822","MARO-NYC","08/25/2000","true","12/29/2020"
"0550L001",,"EGER HARBOR HOUSE, INC.","EGER HARBOR HOUSE, INC.","110 MEISNER AVE","STATEN ISLAND","NY","10306-1236","MARO-NYC","05/24/2004","true","12/30/2020"
"0555L001",,"MONROE COUNTY","MONROE COUNTY HEALTH DEPARTMENT MATERNAL AND CHILD HEALTH SERVICES","111 WESTFALL ROAD","ROCHESTER","NY","14620","WRO-R","08/12/1997","true","12/31/2020"
"0557L001",,"NEW HAVEN MANOR HOME CARE AGENCY LLC","NEW HAVEN MANOR HOME CARE AGENCY","1526 NEW HAVEN AVENUE","FAR ROCKAWAY","NY","11691-5148","MARO-NYC","11/05/1999","true","12/31/2020"
"0558A001",,"HARBOR VIEW LICENSED HOME CARE SERVICES AGENCY","HARBOR VIEW HOME FOR ADULTS LIMITED LHCSA","3900 SHORE PARKWAY","BROOKLYN","NY","11235-1130","MARO-NYC","05/23/2003","true","12/22/2020"
"0561A001",,"THE WOMEN'S CHRISTIAN ASSOCIATION","THE WOMEN'S CHRISTIAN ASSOCIATION","134 TEMPLE ST","FREDONIA","NY","14063-1790","WRO-B","06/21/1999","true","12/29/2020"
"0561L001",,"THE WOMEN'S CHRISTIAN ASSOCIATION","THE WOMEN'S CHRISTIAN ASSOCIATION","134 TEMPLE ST","FREDONIA","NY","14063-1790","WRO-B","06/21/1999","true","12/29/2020"
"0562L001","1043385214","THE DENNELISSE CORP.","THE DENNELISSE LHCSA","460 WILLIS AVENUE","BRONX","NY","10455","MARO-NYC","10/27/2003","true","12/30/2020"
"0565L001","1558586883","BUSHWICK STUYVESANT HEIGHTS HOME ATTENDANT, INC.","BUSHWICK STUYVESANT HEIGHTS HOME ATTENDANT, INC.","992 GATES AVE","BROOKLYN","NY","11221-3602","MARO-NYC","05/29/1999","true","12/29/2020"
"0567L001",,"JEFF HOME CARE AGENCY","JEFF HOME CARE AGENCY","4806 STATE ROUTE 52   E MAIN ST","JEFFERSONVILLE","NY","12748-6505","MARO-NR","09/24/1998","false",
"0580L001",,"OLIMPIA MAGRO","OMT HOMECARE AGENCY","40-10 FORLEY STREET","ELMHURST","NY","11373-1427","MARO-NYC","05/21/1999","false",
"0582L001",,"CARING CARE OF NEW YORK, INC.","ANR ADVANCE HOME CARE SERVICES","2604 AVE U","BROOKLYN","NY","11229-5010","MARO-NYC","04/19/1999","false",
"0583L001","1619154911","MARGRET ULTRA HOME CARE, INC.","MARGRET ULTRA HOME CARE, INC","34 BEACH STREET","STATEN ISLAND","NY","10304","MARO-NYC","11/16/2004","true","12/31/2020"
"0585L001","1134210313","ERIE COUNTY","ERIE COUNTY DEPARTMENT OF HEALTH","608 WILLIAM STREET","BUFFALO","NY","14206","WRO-B","11/17/2017","true","12/22/2020"
"0589L001",,"SEBNC QUALITY VENDING SERVICES, INC.","SOUTHEAST BRONX NEIGHBORHOOD CENTERS, QUALITY VENDING SERVICES, INC","1967 TURNBULL AVE","BRONX","NY","10473-2593","MARO-NYC","06/25/1999","false",
"0596L001",,"BROTHERS OF MERCY SACRED HEART HOME, INC.","BROTHERS OF MERCY SACRED HEART HOME, INC.","4520 RANSOM RD","CLARENCE","NY","14031-2199","WRO-B","06/29/1999","true","11/06/2020"
"0604L001",,"NEW YORK HEALTH CARE, INC.","NEW YORK HEALTH CARE, INC.","243 FULTON AVENUE","VALLEY STREAM","NY","11581","MARO-LI","05/23/1997","true","12/31/2020"
"0604L003",,"NEW YORK HEALTH CARE, INC.","NEW YORK HEALTH CARE, INC.","94 NORTH MAIN STREET, SUITE 240","SPRING VALLEY","NY","10977","MARO-NR","05/31/1997","true","12/31/2020"
"0604L004",,"NEW YORK HEALTH CARE, INC.","NEW YORK HEALTH CARE, INC.","320 ROBINSON AVENUE","NEWBURGH","NY","12550-4611","MARO-NR","05/31/1997","true","12/31/2020"
"0604L005",,"NEW YORK HEALTH CARE, INC.","NEW YORK HEALTH CARE, INC.","162-04 JAMAICA AVENUE","JAMAICA","NY","11432","MARO-NYC","05/31/1997","true","12/31/2020"
"0605L001",,"AIDES AT HOME, INC.","AIDES AT HOME, INC.","29 WEST MARIE STREET","HICKSVILLE","NY","11801-3868","MARO-LI","09/20/2002","true","12/07/2020"
"0605L002",,"AIDES AT HOME, INC.","AIDES AT HOME, INC.","25 EAST MAIN ST.","BAYSHORE","NY","11706-8303","MARO-LI","09/20/2002","true","12/07/2020"
"0605L003",,"AIDES AT HOME, INC.","AIDES AT HOME, INC.","91-31 QUEENS BOULEVARD","ELMHURST","NY","11373-5541","MARO-NYC","09/20/2002","true","12/07/2020"
"0605L005",,"AIDES AT HOME, INC.","AIDES AT HOME, INC.","37 NEW DORP PLAZA","STATEN ISLAND","NY","10306-2943","MARO-NYC","09/20/2002","true","12/07/2020"
"0605L006",,"AIDES AT HOME, INC.","AIDES AT HOME, INC.","175 FULTON STREET","HEMPSTEAD","NY","11550-3702","MARO-LI","06/05/2006","true","12/07/2020"
"0606L001","1184841926","CHINESE-AMERICAN PLNG CNCL HOME ATTENDANT PROG INC","CHINESE-AMERICAN PLANNING COUNCIL HOME ATTENDANT PROGRAM, INC.","1 YORK ST","NEW YORK","NY","10013-1691","MARO-NYC","12/07/1998","true","12/29/2020"
"0616L001","1376873380","REGENCY HEALTH CARE INC.","THE REGENCY OF BORO PARK L.H.C.S.A.","728 5TH AVENUE","BROOKLYN","NY","11232","MARO-NYC","10/29/2003","true","12/30/2020"
"0619L001","1265796098","PORT MORRIS HOME CARE AGENCY, LLC","CONSTANT CARE","3535 WAYNE AVENUE","BRONX","NY","10467","MARO-NYC","05/25/2010","true","12/29/2020"
"0622L008","1043594740","DIGNITY HOME CARE, INC.","DIGNITY HOME CARE, INC.","801 NARROWS ROAD","STATEN ISLAND","NY","10304-1500","MARO-NYC","07/14/2006","true","12/23/2020"
"0622L011","1043594740","DIGNITY HOME CARE, INC.","DIGNITY HOME CARE, INC.","325 DUFFY AVENUE","HICKSVILLE","NY","11801","MARO-LI","01/11/2007","true","12/23/2020"
"0622L013","1043594740","DIGNITY HOME CARE, INC.","DIGNITY HOME CARE, INC.","5905 STRICKLAND AVENUE","BROOKLYN","NY","11234-6425","MARO-NYC","01/11/2007","true","12/23/2020"
"0622L016",,"DIGNITY HOME CARE, INC.","DIGNITY HOME CARE, INC.","65 CRISSFIELD STREET","YONKERS","NY","10710-1205","MARO-NR","01/11/2007","true","12/23/2020"
"0623L001","1538771597","ADIRONDACK MANOR HOME FOR ADULTS","ADIRONDACK MANOR HOME CARE AGENCY","1550 HERKIMER RD","UTICA","NY","13502-2232","CNYRO","01/20/2000","true","12/31/2020"
"0623L002","1538771597","ADIRONDACK MANOR HOME FOR ADULTS","ADIRONDACK MANOR HOME CARE AGENCY","39 WALLACE STREET","SCOTIA","NY","12302","CDRO","09/17/2009","true","12/31/2020"
"0623L003","1538771597","ADIRONDACK MANOR HOME FOR ADULTS","ADIRONDACK MANOR HOME CARE AGENCY","45 MONTCALM STREET","TICONDEROGA","NY","12883","CDRO","09/09/2010","true","12/31/2020"
"0623L004",,"ADIRONDACK MANOR HOME FOR ADULTS","ADIRONDACK MANOR HOME CARE AGENCY","2989 NORTH MAIN STREET","PERU","NY","12972","CDRO","10/04/2010","true","12/31/2020"
"0623L005","1538771597","ADIRONDACK MANOR HOME FOR ADULTS","ADIRONDACK MANOR HOME CARE AGENCY","653 BAY ROAD","QUEENSBURY","NY","12804","CDRO","08/01/2011","true","12/31/2020"
"0629L001",,"CUDLEY'S HOME CARE SERVICES, INC.","CUDLEY'S HOME CARE SERVICES, INC.","391 E 149TH ST","BRONX","NY","10455-3907","MARO-NYC","01/19/2000","false",
"0634L001","1821210410","PRIDECARE, INC.","PRIDECARE, INC.","420 LEXINGTON AVENUE","NEW YORK","NY","10170","MARO-NYC","01/01/1998","true","12/23/2020"
"0634L002","1821210410","PRIDECARE, INC.","PRIDECARE, INC.","7 SKYLINE DRIVE","HAWTHORNE","NY","10532","MARO-NR","01/01/1998","true","12/23/2020"
"0637L002","1760568802","C.I.D.N.Y. INDEPENDENT LIVING SERVICES, INC.","C.I.D.N.Y. INDEPENDENT LIVING SERVICES, INC.","150 OCEAN PARKWAY","BROOKLYN","NY","11218","MARO-NYC","08/20/2012","true","12/28/2020"
"0653L001","1245405489","IDEAL SENIOR LIVING CENTER HOUSING CORPORATION","IDEAL SENIOR LIVING CENTER HOUSING CORPORATION","508 HIGH AVE","ENDICOTT","NY","13760-4792","CNYRO","03/19/1999","true","12/22/2020"
