"county","type","name","phone","website","location"
"CORTLAND","Tissue Bank","Musculoskeletal Transplant Foundation of Syracuse","800-946-9008","http://www.mtf.org","
,  
(42.597101, -76.143291)"
"CHEMUNG","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(42.116644, -76.812331)"
"COLUMBIA","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(42.276913, -73.682168)"
"CHEMUNG","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(42.116644, -76.812331)"
"ERIE","Eye Bank","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(42.888143, -78.795544)"
"CATTAURAGUS","Organ Procurement Organizations","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(42.224267, -78.606673)"
"SULLIVAN","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(41.705166, -74.711705)"
"ONEIDA","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(43.149482, -75.361773)"
"ORANGE","Organ Procurement Organizations","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(41.422459, -74.241929)"
"WARREN","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(43.403024, -73.716044)"
"SCHENECTADY","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.809233, -73.946838)"
"TOMPKINS","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(42.461024, -76.478784)"
"CAYUGA","Tissue Bank","Musculoskeletal Transplant Foundation of Syracuse","800-946-9008","http://www.mtf.org","
,  
(42.940095, -76.560755)"
"DUTCHESS","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(41.686216, -73.840468)"
"MONROE","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(43.161748, -77.620143)"
"ROCKLAND","Tissue Bank","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(41.127287, -74.017033)"
"FRANKLIN","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(44.705699, -74340621)"
"KINGS","Eye Bank","Lions Eye Bank Long Island","516-256-6990","http://www.lebli.org","
,  
(40.65642, -73.950691)"
"CHENANGO","Tissue Bank","Central New York Eye and Tissue Bank","315-476-0199","http://www.cnyetb.com","
,  
(42.481798, -75.570013)"
"SCHUYLER","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(42.38593, -76.872032)"
"SUFFOLK","Eye Bank","Lions Eye Bank Long Island","516-256-6990","http://www.lebli.org","
,  
(40.820237, -73.119032)"
"YATES","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(42.634338, -77.078311)"
"NIAGARA","Organ Procurement Organizations","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(43.134634, -78.856419)"
"ONTARIO","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(42.894571, -77.252045)"
"LEWIS","Tissue Bank","Musculoskeletal Transplant Foundation of Syracuse","800-946-9008","http://www.mtf.org","
,  
(43.785537, -75.446296)"
"RENSSELAER","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(42.70098, -73.628669)"
"FULTON","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(43.06014, -74.331296)"
"OSWEGO","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(43.39123, -76.31133)"
"MADISON","Tissue Bank","Central New York Eye and Tissue Bank","315-476-0199","http://www.cnyetb.com","
,  
(42.986917, -75.720031)"
"OSWEGO","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(43.39123, -76.31133)"
"ONONDAGA","Tissue Bank","Central New York Eye and Tissue Bank","315-476-0199","http://www.cnyetb.com","
,  
(43.065629, -76.168033)"
"ALBANY","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.678066, -73.814233)"
"JEFFERSON","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(44.019295, -75.898971)"
"WESTCHESTER","Organ Procurement Organizations","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(41.039278, -73.805386)"
"BRONX","Eye Bank","Eye-Bank for Sight Restoration","212-742-9000","http://www.eyedonation.org","
,  
(40.85589, -73.868294)"
"FULTON","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(43.06014, -74.331296)"
"ONONDAGA","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(43.065629, -76.168033)"
"LIVINGSTON","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(42.763754, -77.765392)"
"WAYNE","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(43.144336, -77.117995)"
"NASSAU","Organ Procurement Organizations","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(40.715749, -73.601185)"
"CHENANGO","Eye Bank","Central New York Eye and Tissue Bank","315-476-0199","http://www.cnyetb.com","
,  
(42.481798, -75.570013)"
"CORTLAND","Tissue Bank","Central New York Eye and Tissue Bank","315-476-0199","http://www.cnyetb.com","
,  
(42.597101, -76.143291)"
"SCHOHARIE","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.643426, -74.434606)"
"HAMILTON","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(43.618468, -74.395268)"
"ULSTER","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(41.848374, -74.099412)"
"CHAUTAUQUA","Organ Procurement Organizations","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(42.246904, -79.315313)"
"OTSEGO","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(42.564852, -75.0603334)"
"SCHUYLER","Tissue Bank","Musculoskeletal Transplant Foundation of Rochester","800-946-9008","http://www.mtf.org","
,  
(42.38593, -76.872032)"
"CLINTON","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(44.731944, -73.548883)"
"MADISON","Tissue Bank","Musculoskeletal Transplant Foundation of Syracuse","800-946-9008","http://www.mtf.org","
,  
(42.986917, -75.720031)"
"WARREN","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(43.403024, -73.716044)"
"GREENE","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.298326, -73.973376)"
"MONTGOMERY","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.933637, -74.341972)"
"SARATOGA","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(43.00894, -73.786779)"
"BROOME","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.122015, -75.933191)"
"TIOGA","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(42.120252, -76.29595)"
"ESSEX","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(44.166026, -73.685145)"
"ST. LAWRENCE","Eye Bank","Central New York Eye and Tissue Bank","315-476-0199","http://www.cnyetb.com","
,  
(44.689468, -75.24045)"
"QUEENS","Eye Bank","Eye-Bank for Sight Restoration","212-742-9000","http://www.eyedonation.org","
,  
(40.749338, 73.789673)"
"ONEIDA","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(43.149482, -75.361773)"
"ORANGE","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(41.422459, -74.241929)"
"KINGS","Eye Bank","Eye-Bank for Sight Restoration","212-742-9000","http://www.eyedonation.org","
,  
(40.65642, -73.950691)"
"ULSTER","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(41.848374, -74.099412)"
"YATES","Tissue Bank","Musculoskeletal Transplant Foundation of Rochester","800-946-9008","http://www.mtf.org","
,  
(42.723641, -78.204473)"
"MONTGOMERY","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.933637, -74.341972)"
"ST. LAWRENCE","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(44.689468, -75.24045)"
"BROOME","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(42.122015, -75.933191)"
"ORLEANS","Organ Procurement Organizations","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(43.248394, -78.218438)"
"CORTLAND","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(42.597101, -76.143291)"
"OSWEGO","Tissue Bank","Musculoskeletal Transplant Foundation of Syracuse","800-946-9008","http://www.mtf.org","
,  
(43.39123, -76.31133)"
"HERKIMER","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(43.070026, -74.994246)"
"ORLEANS","Eye Bank","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(43.248394, -78.218438)"
"NEW YORK","Organ Procurement Organizations","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(40.726966, -74.005966)"
"ALBANY","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(42.678066, -73.814233)"
"WESTCHESTER","Tissue Bank","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(41.039278, -73.805386)"
"SENECA","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(42.833627, -76.82753)"
"CLINTON","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(44.731944, -73.548883)"
"CLINTON","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(44.731944, -73.548883)"
"RICHMOND","Eye Bank","Eye-Bank for Sight Restoration","212-742-9000","http://www.eyedonation.org","
,  
(40.566763, -74.148102)"
"DELAWARE","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(42.242972, -74.997944)"
"SCHOHARIE","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.643426, -74.434606)"
"GENESEE","Organ Procurement Organizations","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(43.000121, -78.172679)"
"SUFFOLK","Tissue Bank","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(40.820237, -73.119032)"
"CAYUGA","Tissue Bank","Central New York Eye and Tissue Bank","315-476-0199","http://www.cnyetb.com","
,  
(42.940095, -76.560755)"
"RICHMOND","Organ Procurement Organizations","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(40.566763, -74.148102)"
"STEUBEN","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(42.270053, -77.324618)"
"TOMPKINS","Tissue Bank","Musculoskeletal Transplant Foundation of Rochester","800-946-9008","http://www.mtf.org","
,  
(42.461024, -76.478784)"
"CHAUTAUQUA","Eye Bank","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(42.246904, -79.315313)"
"DELAWARE","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.242972, -74.997944)"
"FULTON","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(43.06014, -74.331296)"
"ONONDAGA","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(43.065629, -76.168033)"
"WESTCHESTER","Eye Bank","Eye-Bank for Sight Restoration","212-742-9000","http://www.eyedonation.org","
,  
(41.039278, -73.805386)"
"CHEMUNG","Tissue Bank","Musculoskeletal Transplant Foundation of Syracuse","800-946-9008","http://www.mtf.org","
,  
(42.116644, -76.812331)"
"HERKIMER","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(43.070026, -74.994246)"
"BROOME","Tissue Bank","Central New York Eye and Tissue Bank","315-476-0199","http://www.cnyetb.com","
,  
(42.122015, -75.933191)"
"ESSEX","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(44.166026, -73.685145)"
"QUEENS","Tissue Bank","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(40.749338, 73.789673)"
"DUTCHESS","Organ Procurement Organizations","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(41.686216, -73.840468)"
"SUFFOLK","Organ Procurement Organizations","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(40.820237, -73.119032)"
"LIVINGSTON","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(42.763754, -77.765392)"
"SCHENECTADY","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(42.809233, -73.946838)"
"TIOGA","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(42.120252, -76.29595)"
"ST. LAWRENCE","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(44.689468, -75.24045)"
"ONEIDA","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(43.149482, -75.361773)"
"LEWIS","Eye Bank","Central New York Eye and Tissue Bank","315-476-0199","http://www.cnyetb.com","
,  
(43.785537, -75.446296)"
"JEFFERSON","Tissue Bank","Musculoskeletal Transplant Foundation of Syracuse","800-946-9008","http://www.mtf.org","
,  
(44.019295, -75.898971)"
"BRONX","Organ Procurement Organizations","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(40.85589, -73.868294)"
"CORTLAND","Eye Bank","Central New York Eye and Tissue Bank","315-476-0199","http://www.cnyetb.com","
,  
(42.597101, -76.143291)"
"MONTGOMERY","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(42.933637, -74.341972)"
"WYOMING","Tissue Bank","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(42.723641, -78.204473)"
"NEW YORK","Eye Bank","Eye-Bank for Sight Restoration","212-742-9000","http://www.eyedonation.org","
,  
(40.726966, -74.005966)"
"PUTNAM","Tissue Bank","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(41.41131, -73.717443)"
"MADISON","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(42.986917, -75.720031)"
"GREENE","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.298326, -73.973376)"
"SARATOGA","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(43.00894, -73.786779)"
"WASHINGTON","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(43.289513, -73.454761)"
"NIAGARA","Eye Bank","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(43.134634, -78.856419)"
"OSWEGO","Tissue Bank","Central New York Eye and Tissue Bank","315-476-0199","http://www.cnyetb.com","
,  
(43.39123, -76.31133)"
"OTSEGO","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.564852, -75.0603334)"
"ALLEGANY","Tissue Bank","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(42.226801, -78.020567)"
"KINGS","Tissue Bank","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(40.65642, -73.950691)"
"SENECA","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(42.833627, -76.82753)"
"COLUMBIA","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.276913, -73.682168)"
"SCHOHARIE","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(42.643426, -74.434606)"
"WYOMING","Organ Procurement Organizations","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(42.723641, -78.204473)"
"ONEIDA","Eye Bank","Central New York Eye and Tissue Bank","315-476-0199","http://www.cnyetb.com","
,  
(43.149482, -75.361773)"
"ORANGE","Eye Bank","Eye-Bank for Sight Restoration","212-742-9000","http://www.eyedonation.org","
,  
(41.422459, -74.241929)"
"ULSTER","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(41.848374, -74.099412)"
"RENSSELAER","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.70098, -73.628669)"
"DUTCHESS","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(41.686216, -73.840468)"
"GENESEE","Eye Bank","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(43.000121, -78.172679)"
"CAYUGA","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(42.940095, -76.560755)"
"RICHMOND","Tissue Bank","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(40.566763, -74.148102)"
"MONROE","Tissue Bank","Musculoskeletal Transplant Foundation of Rochester","800-946-9008","http://www.mtf.org","
,  
(43.161748, -77.620143)"
"ERIE","Tissue Bank","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(42.888143, -78.795544)"
"GREENE","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(42.298326, -73.973376)"
"WASHINGTON","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(43.289513, -73.454761)"
"STEUBEN","Tissue Bank","Musculoskeletal Transplant Foundation of Rochester","800-946-9008","http://www.mtf.org","
,  
(42.270053, -77.324618)"
"SULLIVAN","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(41.705166, -74.711705)"
"CATTAURAGUS","Eye Bank","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(42.224267, -78.606673)"
"ORLEANS","Tissue Bank","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(43.248394, -78.218438)"
"CHENANGO","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(42.481798, -75.570013)"
"SARATOGA","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(43.00894, -73.786779)"
"BROOME","Eye Bank","Central New York Eye and Tissue Bank","315-476-0199","http://www.cnyetb.com","
,  
(42.122015, -75.933191)"
"HERKIMER","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(43.070026, -74.994246)"
"STEUBEN","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(42.270053, -77.324618)"
"QUEENS","Organ Procurement Organizations","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(40.749338, 73.789673)"
"DELAWARE","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.242972, -74.997944)"
"NASSAU","Eye Bank","Eye-Bank for Sight Restoration","212-742-9000","http://www.eyedonation.org","
,  
(40.715749, -73.601185)"
"LIVINGSTON","Tissue Bank","Musculoskeletal Transplant Foundation of Rochester","800-946-9008","http://www.mtf.org","
,  
(42.763754, -77.765392)"
"WAYNE","Tissue Bank","Musculoskeletal Transplant Foundation of Rochester","800-946-9008","http://www.mtf.org","
,  
(43.144336, -77.117995)"
"NEW YORK","Tissue Bank","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(40.726966, -74.005966)"
"CORTLAND","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(42.597101, -76.143291)"
"CHEMUNG","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(42.116644, -76.812331)"
"SCHENECTADY","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.809233, -73.946838)"
"TIOGA","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.120252, -76.29595)"
"ESSEX","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(44.166026, -73.685145)"
"ONEIDA","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(43.149482, -75.361773)"
"ST. LAWRENCE","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(44.689468, -75.24045)"
"PUTNAM","Organ Procurement Organizations","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(41.41131, -73.717443)"
"CHAUTAUQUA","Tissue Bank","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(42.246904, -79.315313)"
"BRONX","Tissue Bank","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(40.85589, -73.868294)"
"JEFFERSON","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(44.019295, -75.898971)"
"ONONDAGA","Tissue Bank","Musculoskeletal Transplant Foundation of Syracuse","800-946-9008","http://www.mtf.org","
,  
(43.065629, -76.168033)"
"FRANKLIN","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(44.705699, -74340621)"
"WYOMING","Eye Bank","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(42.723641, -78.204473)"
"LEWIS","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(43.785537, -75.446296)"
"ROCKLAND","Eye Bank","Eye-Bank for Sight Restoration","212-742-9000","http://www.eyedonation.org","
,  
(41.127287, -74.017033)"
"COLUMBIA","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.276913, -73.682168)"
"SENECA","Tissue Bank","Musculoskeletal Transplant Foundation of Rochester","800-946-9008","http://www.mtf.org","
,  
(42.833627, -76.82753)"
"RENSSELAER","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.70098, -73.628669)"
"CHENANGO","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(42.481798, -75.570013)"
"ERIE","Organ Procurement Organizations","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(42.888143, -78.795544)"
"TOMPKINS","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(42.461024, -76.478784)"
"SULLIVAN","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(41.705166, -74.711705)"
"CAYUGA","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(42.940095, -76.560755)"
"YATES","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(42.723641, -78.204473)"
"NIAGARA","Tissue Bank","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(43.134634, -78.856419)"
"ALLEGANY","Organ Procurement Organizations","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(42.226801, -78.020567)"
"ORANGE","Tissue Bank","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(41.422459, -74.241929)"
"OTSEGO","Organ Procurement Organizations","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(42.564852, -75.0603334)"
"KINGS","Organ Procurement Organizations","LiveOnNY","646-291-4444","http://www.liveonny.org","
,  
(40.65642, -73.950691)"
"WARREN","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(43.403024, -73.716044)"
"MONROE","Eye Bank","Lions Eye Bank at Rochester","585-272-7890","http://www.lionseyebankrochester.org","
,  
(43.161748, -77.620143)"
"OSWEGO","Eye Bank","Central New York Eye and Tissue Bank","315-476-0199","http://www.cnyetb.com","
,  
(43.39123, -76.31133)"
"DUTCHESS","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(41.686216, -73.840468)"
"CATTAURAGUS","Tissue Bank","ConnectLife","716-529-4300","http://www.connectlife.org","
,  
(42.224267, -78.606673)"
"SCHUYLER","Organ Procurement Organizations","Finger Lakes Donor Recovery Network","800-810-5494","http://www.donorrecovery.org/","
,  
(42.38593, -76.872032)"
"WASHINGTON","Eye Bank","Lions Eye Bank at Albany","518-489-7606","http://www.lionseyebankalbany.org","
,  
(43.289513, -73.454761)"
"HAMILTON","Tissue Bank","Center for Donation and Transplant","800-256-7811","http://www.cdtny.org","
,  
(43.618468, -74.395268)"
