"id","year","employer_name","employer_email","employer_phone","employer_address","employer_city","employer_state","employer_zip","employer_country","compensation","expenditures","agg_contrib","ballot_prop","entertain","vendor","expert_retain","inform_material","lobbying_comm","ie_in_support","itemized_exp","other_l3_exp","political","corr_compensation","corr_expend","total_exp","l3_nid","employer_nid"
"16107-2018","2018","Elevance Health, and its Affiliates","Ccastro2@multistate.com","(703) 928-3977","1001 Pennsylvania Ave NW","Washington","DC","20004","US","144000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","144000","52313","16107"
"16107-2019","2019","Elevance Health, and its Affiliates","Ccastro2@multistate.com","(703) 928-3977","1001 Pennsylvania Ave NW","Washington","DC","20004","US","144000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","144000","64929","16107"
"16107-2020","2020","Elevance Health, and its Affiliates","Ccastro2@multistate.com","(703) 928-3977","1001 Pennsylvania Ave NW","Washington","DC","20004","US","144000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","144000","76345","16107"
"16107-2021","2021","Elevance Health, and its Affiliates","Ccastro2@multistate.com","(703) 928-3977","1001 Pennsylvania Ave NW","Washington","DC","20004","US","132000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","132000","87796","16107"
"16107-2022","2022","Elevance Health, and its Affiliates","Ccastro2@multistate.com","(703) 928-3977","1001 Pennsylvania Ave NW","Washington","DC","20004","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"16107"
"44102-2018","2018","Roche Diagnostics Corporation","russell.ring@stateandfed.com","202-347-1789","901 F Street NW","Washington","DC","20004","US","1197.16","733.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1930.33","52034","44102"
"44102-2019","2019","Roche Diagnostics Corporation","russell.ring@stateandfed.com","202-347-1789","901 F Street NW","Washington","DC","20004","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","64615","44102"
"44102-2020","2020","Roche Diagnostics Corporation","russell.ring@stateandfed.com","202-347-1789","901 F Street NW","Washington","DC","20004","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","76560","44102"
"44102-2021","2021","Roche Diagnostics Corporation","russell.ring@stateandfed.com","202-347-1789","901 F Street NW","Washington","DC","20004","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","88822","44102"
"44102-2022","2022","Roche Diagnostics Corporation","russell.ring@stateandfed.com","202-347-1789","901 F Street NW","Washington","DC","20004","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"44102"
"73022-2022","2022","WA Build Back Black Alliance","wbbba.pdc@gmail.com","4255280110","7100 Fort Dent Way","Tukwila","WA","98188","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"73022"
"72662-2022","2022","Doxiedor LLC","Admin@puppylandwa.com",,"13103 Meridian ave e #104","Puyallup","WA","98580","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"72662"
"64473-2021","2021","City of Orting","slarson@cityoforting.org","3608932219","PO Box 489","Orting","WA","98360","US","12000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12000","77936","64473"
"37808-2022","2022","City Of Othello","slogan@othellowa.gov","509-331-2706","500 E Main St","Othello","WA","99344","US","23958","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23958","94217","37808"
"16720-2016","2016","Spark Northwest","gwen@sparknorthwest.org","206.328.2441","1402 THIRD AVE STE 901","SEATTLE","WA","98101","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"16720"
"16703-2021","2021","GoWest Credit Union Association","jhuggard@gowest.org","2063404842","18000 INTERNATIONAL BLVD","SEATAC","WA","98188","US","99000","5096.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","104096.44","87553","16703"
"16703-2022","2022","GoWest Credit Union Association","jhuggard@gowest.org","2063404842","18000 INTERNATIONAL BLVD","SEATAC","WA","98188","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"16703"
"16703-2019","2019","GoWest Credit Union Association","jhuggard@gowest.org","2063404842","18000 INTERNATIONAL BLVD","SEATAC","WA","98188","US","119791.5","2113.95","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","121905.45","64761","16703"
"16703-2020","2020","GoWest Credit Union Association","jhuggard@gowest.org","2063404842","18000 INTERNATIONAL BLVD","SEATAC","WA","98188","US","126190","895.08","0.00","0.00","0.00","0.00","0.00","0.00","11149.00","0.00","0.00","0.00","0.00","0.00","0.00","138234.08000000002","75075","16703"
"16703-2016","2016","GoWest Credit Union Association","jhuggard@gowest.org","2063404842","18000 INTERNATIONAL BLVD","SEATAC","WA","98188","US","69725","350","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","70075","29277","16703"
"16703-2017","2017","GoWest Credit Union Association","jhuggard@gowest.org","2063404842","18000 INTERNATIONAL BLVD","SEATAC","WA","98188","US","111478","121651.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","332.71","0.00","0.00","99415.00","2236.49","2569.2","39961","16703"
"16703-2018","2018","GoWest Credit Union Association","jhuggard@gowest.org","2063404842","18000 INTERNATIONAL BLVD","SEATAC","WA","98188","US","144081","35268.36","0.00","0.00","0.00","0.00","0.00","0.00","11608.62","0.00","0.00","0.00","0.00","77081.00","1651.91","13260.53","50688","16703"
"16065-2022","2022","ACT INC","ACT@NMGOVLAW.COM","(415) 389-6800","C/O 2350 KERNER BLVD STE 250","SAN RAFAEL","CA","94901","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"16065"
"23610-2022","2022","WA GRAIN COMMISSION","gsquires@wagrains.org","(509) 456-2481 x 207","2702 W SUNSET BLVD STE A","SPOKANE","WA","99224","US","12300","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12300","94255","23610"
"30764-2017","2017","Renewable Energy Group","reg@nmgovlaw.com","415-389-6800","416 S. Bell Ave.","Ames","IA","50010","US","76666.66","10500","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","87166.66","35113","30764"
"30764-2018","2018","Renewable Energy Group","reg@nmgovlaw.com","415-389-6800","416 S. Bell Ave.","Ames","IA","50010","US","102719.51","29519","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","132238.51","57554","30764"
"30764-2019","2019","Renewable Energy Group","reg@nmgovlaw.com","415-389-6800","416 S. Bell Ave.","Ames","IA","50010","US","132113.5","20859.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","152973.23","63879","30764"
"30764-2020","2020","Renewable Energy Group","reg@nmgovlaw.com","415-389-6800","416 S. Bell Ave.","Ames","IA","50010","US","171564","35882","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","207446","75188","30764"
"30764-2021","2021","Renewable Energy Group","reg@nmgovlaw.com","415-389-6800","416 S. Bell Ave.","Ames","IA","50010","US","138221.5","16776.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","154998.47999999998","87119","30764"
"30764-2022","2022","Renewable Energy Group","reg@nmgovlaw.com","415-389-6800","416 S. Bell Ave.","Ames","IA","50010","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"30764"
"75840-2022","2022","Palo Alto Networks","tmaclellan@paloaltonetworks.com","443-386-4939","3000 Tannery Way","Santa Clara","CA","95054","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"75840"
"16775-2016","2016","PHARMACEUTICAL CARE MANAGEMENT ASSN","Tsorrell-Neal@pcmanet.org","(202) 993-5323","325 7TH ST NW 9TH FLOOR","WASHINGTON","DC","20004","US","67500","11114.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","78614.74","31044","16775"
"16775-2017","2017","PHARMACEUTICAL CARE MANAGEMENT ASSN","Tsorrell-Neal@pcmanet.org","(202) 993-5323","325 7TH ST NW 9TH FLOOR","WASHINGTON","DC","20004","US","72500","252.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","72500.00","252.45","252.45","41234","16775"
"16775-2018","2018","PHARMACEUTICAL CARE MANAGEMENT ASSN","Tsorrell-Neal@pcmanet.org","(202) 993-5323","325 7TH ST NW 9TH FLOOR","WASHINGTON","DC","20004","US","67500","8305.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","75805.98","53295","16775"
"16068-2018","2018","ADVANCE AMERICA (THRU MULTISTATE)","CCASTRO@MULTISTATE.COM","(703) 684-1110","515 KING ST STE 300","ALEXANDRIA","VA","22314","US","13191.48","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13191.48","52361","16068"
"16775-2021","2021","PHARMACEUTICAL CARE MANAGEMENT ASSN","Tsorrell-Neal@pcmanet.org","(202) 993-5323","325 7TH ST NW 9TH FLOOR","WASHINGTON","DC","20004","US","140000","9250","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","149250","88823","16775"
"16775-2022","2022","PHARMACEUTICAL CARE MANAGEMENT ASSN","Tsorrell-Neal@pcmanet.org","(202) 993-5323","325 7TH ST NW 9TH FLOOR","WASHINGTON","DC","20004","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"16775"
"16775-2019","2019","PHARMACEUTICAL CARE MANAGEMENT ASSN","Tsorrell-Neal@pcmanet.org","(202) 993-5323","325 7TH ST NW 9TH FLOOR","WASHINGTON","DC","20004","US","137500","5997.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","143497.68","62307","16775"
"16775-2020","2020","PHARMACEUTICAL CARE MANAGEMENT ASSN","Tsorrell-Neal@pcmanet.org","(202) 993-5323","325 7TH ST NW 9TH FLOOR","WASHINGTON","DC","20004","US","140000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","140000","76693","16775"
"75840-2021","2021","Palo Alto Networks","tmaclellan@paloaltonetworks.com","443-386-4939","3000 Tannery Way","Santa Clara","CA","95054","US","49500","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","49500","94415","75840"
"52891-2019","2019","HCFA-WA","rushure64@gmail.com","2063079481","315 Northeast 53rd Street","Seattle","WA","98105","US","23125","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23125","65289","52891"
"52891-2020","2020","HCFA-WA","rushure64@gmail.com","2063079481","315 Northeast 53rd Street","Seattle","WA","98105","US","46000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","48500.00","0.00","46000","75170","52891"
"52891-2022","2022","HCFA-WA","rushure64@gmail.com","2063079481","315 Northeast 53rd Street","Seattle","WA","98105","US","12000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12000","94574","52891"
"16509-2022","2022","HOME CARE ASSN OF WA","info@hcaw.org","425-775-8120","5727 Baker Way NW Ste 200","Gig Harbor","WA","98332","US","24000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24000","94201","16509"
"17114-2022","2022","WA FRIENDS OF FARMS & FORESTS","INFO@WAFRIENDS.ORG","5093039585","PO BOX 7644","OLYMPIA","WA","98507","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"17114"
"50708-2022","2022","Proteus Action League","rchavez@proteusactionleague.org","4134613421","15 Research Drive","Amherst","MA","01002","US","551.2","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","551.2","95011","50708"
"16125-2022","2022","AMERICAN WOOD COUNCIL","DEBBIE_KIPPS@AFANDPA.ORG","(202) 463-2700","1101 K ST NW STE 700","WASHINGTON","DC","20005","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"16125"
"16125-2016","2016","AMERICAN WOOD COUNCIL","DEBBIE_KIPPS@AFANDPA.ORG","(202) 463-2700","1101 K ST NW STE 700","WASHINGTON","DC","20005","US","3800","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3800","30698","16125"
"16656-2016","2016","PRO-CHOICE WASHINGTON","INFO@PROCHOICEWASHINGTON.ORG","(206) 624-1990","1916 Pike Pl #12","SEATTLE","WA","98101","US","22000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22000","30974","16656"
"16656-2017","2017","PRO-CHOICE WASHINGTON","INFO@PROCHOICEWASHINGTON.ORG","(206) 624-1990","1916 Pike Pl #12","SEATTLE","WA","98101","US","24900","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24900","40111","16656"
"16656-2018","2018","PRO-CHOICE WASHINGTON","INFO@PROCHOICEWASHINGTON.ORG","(206) 624-1990","1916 Pike Pl #12","SEATTLE","WA","98101","US","28500","0","0.00","0.00","0.00","0.00","0.00","1198.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","29698","54390","16656"
"16656-2019","2019","PRO-CHOICE WASHINGTON","INFO@PROCHOICEWASHINGTON.ORG","(206) 624-1990","1916 Pike Pl #12","SEATTLE","WA","98101","US","37927.2","0","0.00","0.00","0.00","0.00","0.00","138.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","38066.17","55815","16656"
"16656-2020","2020","PRO-CHOICE WASHINGTON","INFO@PROCHOICEWASHINGTON.ORG","(206) 624-1990","1916 Pike Pl #12","SEATTLE","WA","98101","US","27000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27000","76526","16656"
"16656-2021","2021","PRO-CHOICE WASHINGTON","INFO@PROCHOICEWASHINGTON.ORG","(206) 624-1990","1916 Pike Pl #12","SEATTLE","WA","98101","US","36500","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","36500","89056","16656"
"54785-2019","2019","HCAW","info@hcaw.org","8774605880","5727 Baker Way NW","Gig Harbor","WA","98332","US","8000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","500.00","0.00","0.00","8500","65273","54785"
"16656-2022","2022","PRO-CHOICE WASHINGTON","INFO@PROCHOICEWASHINGTON.ORG","(206) 624-1990","1916 Pike Pl #12","SEATTLE","WA","98101","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"16656"
"16403-2021","2021","ECONOMIC OPPORTUNITY INSTITUTE","info@opportunityinstitute.org","916-813-2129","603 STEWART ST STE 715","SEATTLE","WA","98101","US","8588.39","0","0.00","0.00","0.00","0.00","0.00","1856.00","3000.00","0.00","0.00","0.00","0.00","0.00","0.00","13444.39","88668","16403"
"50686-2019","2019","PUD No. 1 of Douglas County","shiloh.burgess@dcpud.org","5098812271","1151 Valley Mall Parkway","East Wenatchee","WA","98802","US","35000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","31000.00","0.00","35000","65373","50686"
"50686-2020","2020","PUD No. 1 of Douglas County","shiloh.burgess@dcpud.org","5098812271","1151 Valley Mall Parkway","East Wenatchee","WA","98802","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"50686"
"50686-2021","2021","PUD No. 1 of Douglas County","shiloh.burgess@dcpud.org","5098812271","1151 Valley Mall Parkway","East Wenatchee","WA","98802","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"50686"
"50686-2022","2022","PUD No. 1 of Douglas County","shiloh.burgess@dcpud.org","5098812271","1151 Valley Mall Parkway","East Wenatchee","WA","98802","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"50686"
"16088-2016","2016","AMAZON.COM SERVICES LLC","guyp@amazon.com","206-979-2797","2121 7th Ave","Seattle","WA","98121","US","121132.73","237147.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00","358479.74","29912","16088"
"16267-2016","2016","CITY OF CENTRALIA","RHILL@CITYOFCENTRALIA.COM",,"PO BOX 609","CENTRAILA","WA","98531","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"16267"
"17096-2017","2017","Delta Dental of WA","SPICKARD@DELTADENTALWA.COM","(206) 528-2304","400 Fairview Ave N, #800","SEATTLE","WA","98109","US","138703.05","13258.25","0.00","0.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","127371.63","0.00","0.00","279432.93000000005","41864","17096"
"64754-2021","2021","Washington Association of Colon Hydrotherapy","tim@tummytemple.com","206-371-6583","2016 NE 65th street","Seattle","WA","98115","US","1400","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1400","79348","64754"
"16382-2018","2018","DB3","DAN@DB3CORP.COM",,"2415 AIRPORT WAY S","SEATTLE","WA","98134","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","52961","16382"
"16382-2016","2016","DB3","DAN@DB3CORP.COM",,"2415 AIRPORT WAY S","SEATTLE","WA","98134","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"16382"
"16512-2020","2020","HUDSON GOVT AFFAIRS LLC","larry@hudsonga.com",,"328 EUDORA ST","DENVER","CO","80220","US","3000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3000","77077","16512"
"16512-2019","2019","HUDSON GOVT AFFAIRS LLC","larry@hudsonga.com",,"328 EUDORA ST","DENVER","CO","80220","US","21000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21000","64320","16512"
"16512-2018","2018","HUDSON GOVT AFFAIRS LLC","larry@hudsonga.com",,"328 EUDORA ST","DENVER","CO","80220","US","24000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24000","52010","16512"
"16512-2017","2017","HUDSON GOVT AFFAIRS LLC","larry@hudsonga.com",,"328 EUDORA ST","DENVER","CO","80220","US","4000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4000","31223","16512"
"16139-2022","2022","BP AMERICA INC","thomas.wolf@BP.com","(360) 483-7438","4519 GRANDVIEW ROAD","BLAINE","WA","98230","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"16139"
"16139-2020","2020","BP AMERICA INC","thomas.wolf@BP.com","(360) 483-7438","4519 GRANDVIEW ROAD","BLAINE","WA","98230","US","210300","254303.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","464603.33999999997","75248","16139"
"16139-2019","2019","BP AMERICA INC","thomas.wolf@BP.com","(360) 483-7438","4519 GRANDVIEW ROAD","BLAINE","WA","98230","US","169075","23495.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","192570.74","63512","16139"
"16139-2018","2018","BP AMERICA INC","thomas.wolf@BP.com","(360) 483-7438","4519 GRANDVIEW ROAD","BLAINE","WA","98230","US","97800","10519.68","0.00","13148516.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13256835.68","49853","16139"
"16139-2017","2017","BP AMERICA INC","thomas.wolf@BP.com","(360) 483-7438","4519 GRANDVIEW ROAD","BLAINE","WA","98230","US","96000","8932.54","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","104932.54","40669","16139"
"16139-2016","2016","BP AMERICA INC","thomas.wolf@BP.com","(360) 483-7438","4519 GRANDVIEW ROAD","BLAINE","WA","98230","US","96000","5476.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","101476.87","30838","16139"
"16145-2017","2017","ASSISTED LIVING FEDERATION OF AMERICA","GMAMONE@ALFA.ORG",,"1650 KING ST STE 602","ALEXANDRIA","VA","22314","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"16145"
"16512-2016","2016","HUDSON GOVT AFFAIRS LLC","larry@hudsonga.com",,"328 EUDORA ST","DENVER","CO","80220","US","48000","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","48000","52011","16512"
"16148-2022","2022","ASSOCIATED BUILDERS & CONTRACTORS (WESTERN WA CHAPTER)","wendy@abcwestwa.org","(425) 646-8000","1621 114TH AVE SE STE 116","BELLEVUE","WA","98004","US","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",,"16148"
