"schoolyear","esd","countynumber","county","countydistrictnumber","district","performance_indicator_number","performance_indicator_name","number_of_students_in_the","number_of_students_in_the_1","state_adjusted_level_of","district_negotiated_target","actual_level_of_performance","met_90_of_adjusted_level"
"2009-10","Educational Service District 101","1","Adams","1122","Benge School District","1S2","Academic Attainment - Mathematics",,,,,,
"2009-10","Educational Service District 101","1","Adams","1122","Benge School District","2S1","Technical Skill Attainment",,,,,,
"2009-10","Educational Service District 101","1","Adams","1122","Benge School District","3S1","Secondary School Completion",,,,,,
"2009-10","Educational Service District 101","1","Adams","1122","Benge School District","4S1","Student Graduation Rates",,,,,,
"2009-10","Educational Service District 101","1","Adams","1122","Benge School District","5S1","Secondary Placement",,,,,,
"2009-10","Educational Service District 101","1","Adams","1122","Benge School District","6S1","Nontraditional Participation",,,,,,
"2009-10","Educational Service District 101","1","Adams","1122","Benge School District","6S2","Nontraditional Completion",,,,,,
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27403","Bethel School District","1S1","Academic Attainment - Reading/Language Arts","337","400","74.30",,"84.25","Y"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27403","Bethel School District","1S2","Academic Attainment - Mathematics","160","400","62.40",,"40.00","N"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27403","Bethel School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27403","Bethel School District","3S1","Secondary School Completion","395","465","87.25",,"84.95","Y"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27403","Bethel School District","4S1","Student Graduation Rates","395","487","73.00",,"81.11","Y"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27403","Bethel School District","5S1","Secondary Placement","206","493","74.86",,"41.78","N"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27403","Bethel School District","6S1","Nontraditional Participation","3736","4959","26.25",,"75.34","Y"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27403","Bethel School District","6S2","Nontraditional Completion","425","484","34.25",,"87.81","Y"
"2009-10","Educational Service District 105","20","Klickitat","20203","Bickleton School District","1S1","Academic Attainment - Reading/Language Arts",,,,,,
"2009-10","Educational Service District 105","20","Klickitat","20203","Bickleton School District","1S2","Academic Attainment - Mathematics",,,,,,
"2009-10","Educational Service District 105","20","Klickitat","20203","Bickleton School District","2S1","Technical Skill Attainment",,,,,,
"2009-10","Educational Service District 105","20","Klickitat","20203","Bickleton School District","3S1","Secondary School Completion",,,,,,
"2009-10","Educational Service District 105","20","Klickitat","20203","Bickleton School District","4S1","Student Graduation Rates","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 105","20","Klickitat","20203","Bickleton School District","5S1","Secondary Placement",,,,,,
"2009-10","Educational Service District 105","20","Klickitat","20203","Bickleton School District","6S1","Nontraditional Participation",,,,,,
"2009-10","Educational Service District 105","20","Klickitat","20203","Bickleton School District","6S2","Nontraditional Completion",,,,,,
"2009-10","Northwest Educational Service District 189","37","Whatcom","37503","Blaine School District","1S1","Academic Attainment - Reading/Language Arts","12","14","74.30","NR","85.71","NR"
"2009-10","Northwest Educational Service District 189","37","Whatcom","37503","Blaine School District","1S2","Academic Attainment - Mathematics","6","14","62.40","NR","42.86","NR"
"2009-10","Northwest Educational Service District 189","37","Whatcom","37503","Blaine School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Northwest Educational Service District 189","37","Whatcom","37503","Blaine School District","3S1","Secondary School Completion","12","15","87.25","NR","80.00","NR"
"2009-10","Northwest Educational Service District 189","37","Whatcom","37503","Blaine School District","4S1","Student Graduation Rates","12","13","73.00","NR","92.31","NR"
"2009-10","Northwest Educational Service District 189","37","Whatcom","37503","Blaine School District","5S1","Secondary Placement","20","33","74.86",,"60.61","N"
"2009-10","Northwest Educational Service District 189","37","Whatcom","37503","Blaine School District","6S1","Nontraditional Participation","383","599","26.25",,"63.94","Y"
"2009-10","Northwest Educational Service District 189","37","Whatcom","37503","Blaine School District","6S2","Nontraditional Completion","22","28","34.25",,"78.57","Y"
"2009-10","Capital Region ESD 113","21","Lewis","21234","Boistfort School District","1S1","Academic Attainment - Reading/Language Arts",,,,,,
"2009-10","Capital Region ESD 113","21","Lewis","21234","Boistfort School District","1S2","Academic Attainment - Mathematics",,,,,,
"2009-10","Capital Region ESD 113","21","Lewis","21234","Boistfort School District","2S1","Technical Skill Attainment",,,,,,
"2009-10","Capital Region ESD 113","21","Lewis","21234","Boistfort School District","3S1","Secondary School Completion",,,,,,
"2009-10","Capital Region ESD 113","21","Lewis","21234","Boistfort School District","4S1","Student Graduation Rates",,,,,,
"2009-10","Capital Region ESD 113","21","Lewis","21234","Boistfort School District","5S1","Secondary Placement",,,,,,
"2009-10","Capital Region ESD 113","21","Lewis","21234","Boistfort School District","6S1","Nontraditional Participation",,,,,,
"2009-10","Capital Region ESD 113","21","Lewis","21234","Boistfort School District","6S2","Nontraditional Completion",,,,,,
"2009-10","Olympic Educational Service District 114","18","Kitsap","18100","Bremerton School District","1S1","Academic Attainment - Reading/Language Arts","128","160","74.30",,"80.00","Y"
"2009-10","Olympic Educational Service District 114","18","Kitsap","18100","Bremerton School District","1S2","Academic Attainment - Mathematics","48","158","62.40",,"30.38","N"
"2009-10","Olympic Educational Service District 114","18","Kitsap","18100","Bremerton School District","2S1","Technical Skill Attainment","0","44","38.62",,"0.00","N"
"2009-10","Olympic Educational Service District 114","18","Kitsap","18100","Bremerton School District","3S1","Secondary School Completion","184","196","87.25",,"93.88","Y"
"2009-10","Olympic Educational Service District 114","18","Kitsap","18100","Bremerton School District","4S1","Student Graduation Rates","181","172","73.00",,"105.23","Y"
"2009-10","Olympic Educational Service District 114","18","Kitsap","18100","Bremerton School District","5S1","Secondary Placement","76","206","74.86",,"36.89","N"
"2009-10","Olympic Educational Service District 114","18","Kitsap","18100","Bremerton School District","6S1","Nontraditional Participation","501","908","26.25",,"55.18","Y"
"2009-10","Olympic Educational Service District 114","18","Kitsap","18100","Bremerton School District","6S2","Nontraditional Completion","82","157","34.25",,"52.23","Y"
"2009-10","North Central Educational Service District 171","24","Okanogan","24111","Brewster School District","1S1","Academic Attainment - Reading/Language Arts","15","17","74.30","NR","88.24","NR"
"2009-10","North Central Educational Service District 171","24","Okanogan","24111","Brewster School District","1S2","Academic Attainment - Mathematics","9","17","62.40","NR","52.94","NR"
"2009-10","North Central Educational Service District 171","24","Okanogan","24111","Brewster School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","North Central Educational Service District 171","24","Okanogan","24111","Brewster School District","3S1","Secondary School Completion","18","18","87.25","NR","100.00","NR"
"2009-10","North Central Educational Service District 171","24","Okanogan","24111","Brewster School District","4S1","Student Graduation Rates","17","20","73.00",,"85.00","Y"
"2009-10","North Central Educational Service District 171","24","Okanogan","24111","Brewster School District","5S1","Secondary Placement","16","39","74.86",,"41.03","N"
"2009-10","North Central Educational Service District 171","24","Okanogan","24111","Brewster School District","6S1","Nontraditional Participation","173","258","26.25",,"67.05","Y"
"2009-10","North Central Educational Service District 171","24","Okanogan","24111","Brewster School District","6S2","Nontraditional Completion","28","43","34.25",,"65.12","Y"
"2009-10","North Central Educational Service District 171","9","Douglas","9075","Bridgeport School District","1S1","Academic Attainment - Reading/Language Arts","NR","NR","NR","NR","NR","NR"
"2009-10","North Central Educational Service District 171","9","Douglas","9075","Bridgeport School District","1S2","Academic Attainment - Mathematics","NR","NR","NR","NR","NR","NR"
"2009-10","North Central Educational Service District 171","9","Douglas","9075","Bridgeport School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","North Central Educational Service District 171","9","Douglas","9075","Bridgeport School District","3S1","Secondary School Completion","NR","NR","NR","NR","NR","NR"
"2009-10","North Central Educational Service District 171","9","Douglas","9075","Bridgeport School District","4S1","Student Graduation Rates","NR","NR","NR","NR","NR","NR"
"2009-10","North Central Educational Service District 171","9","Douglas","9075","Bridgeport School District","5S1","Secondary Placement","NR","NR","NR","NR","NR","NR"
"2009-10","North Central Educational Service District 171","9","Douglas","9075","Bridgeport School District","6S1","Nontraditional Participation","139","177","26.25","26.00","78.53","Y"
"2009-10","North Central Educational Service District 171","9","Douglas","9075","Bridgeport School District","6S2","Nontraditional Completion","NR","NR","NR","NR","NR","NR"
"2009-10","Olympic Educational Service District 114","16","Jefferson","16046","Brinnon School District","1S1","Academic Attainment - Reading/Language Arts",,,,,,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16046","Brinnon School District","1S2","Academic Attainment - Mathematics",,,,,,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16046","Brinnon School District","2S1","Technical Skill Attainment",,,,,,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16046","Brinnon School District","3S1","Secondary School Completion",,,,,,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16046","Brinnon School District","4S1","Student Graduation Rates",,,,,,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16046","Brinnon School District","5S1","Secondary Placement",,,,,,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16046","Brinnon School District","6S1","Nontraditional Participation",,,,,,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16046","Brinnon School District","6S2","Nontraditional Completion",,,,,,
"2009-10","Northwest Educational Service District 189","29","Skagit","29100","Burlington-Edison School District","1S1","Academic Attainment - Reading/Language Arts","60","71","74.30",,"84.51","Y"
"2009-10","Northwest Educational Service District 189","29","Skagit","29100","Burlington-Edison School District","1S2","Academic Attainment - Mathematics","42","71","62.40",,"59.15","Y"
"2009-10","Northwest Educational Service District 189","29","Skagit","29100","Burlington-Edison School District","2S1","Technical Skill Attainment","2","13","38.62","NR","15.38","NR"
"2009-10","Northwest Educational Service District 189","29","Skagit","29100","Burlington-Edison School District","3S1","Secondary School Completion","72","74","87.25",,"97.30","Y"
"2009-10","Northwest Educational Service District 189","29","Skagit","29100","Burlington-Edison School District","4S1","Student Graduation Rates","69","69","73.00",,"100.00","Y"
"2009-10","Northwest Educational Service District 189","29","Skagit","29100","Burlington-Edison School District","5S1","Secondary Placement","44","61","74.86",,"72.13","Y"
"2009-10","Northwest Educational Service District 189","29","Skagit","29100","Burlington-Edison School District","6S1","Nontraditional Participation","805","1156","26.25",,"69.64","Y"
"2009-10","Northwest Educational Service District 189","29","Skagit","29100","Burlington-Edison School District","6S2","Nontraditional Completion","45","53","34.25",,"84.91","Y"
"2009-10","Educational Service District 112","6","Clark","6117","Camas School District","1S1","Academic Attainment - Reading/Language Arts","78","84","74.30","92.00","92.86","Y"
"2009-10","Educational Service District 112","6","Clark","6117","Camas School District","1S2","Academic Attainment - Mathematics","59","83","62.40","70.00","71.08","Y"
"2009-10","Educational Service District 112","6","Clark","6117","Camas School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 112","6","Clark","6117","Camas School District","3S1","Secondary School Completion","91","93","87.25","96.00","97.85","Y"
"2009-10","Educational Service District 112","6","Clark","6117","Camas School District","4S1","Student Graduation Rates","91","92","73.00","90.00","98.91","Y"
"2009-10","Educational Service District 112","6","Clark","6117","Camas School District","5S1","Secondary Placement","94","128","74.86","80.00","73.44","Y"
"2009-10","Educational Service District 112","6","Clark","6117","Camas School District","6S1","Nontraditional Participation","178","471","26.25","35.00","37.79","Y"
"2009-10","Educational Service District 112","6","Clark","6117","Camas School District","6S2","Nontraditional Completion","19","61","34.25","40.00","31.15","N"
"2009-10","Olympic Educational Service District 114","5","Clallam","5401","Cape Flattery School District","1S1","Academic Attainment - Reading/Language Arts","NR","NR","NR","NR","NR","NR"
"2009-10","Olympic Educational Service District 114","5","Clallam","5401","Cape Flattery School District","1S2","Academic Attainment - Mathematics","NR","NR","NR","NR","NR","NR"
"2009-10","Olympic Educational Service District 114","5","Clallam","5401","Cape Flattery School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Olympic Educational Service District 114","5","Clallam","5401","Cape Flattery School District","3S1","Secondary School Completion","NR","NR","NR","NR","NR","NR"
"2009-10","Olympic Educational Service District 114","5","Clallam","5401","Cape Flattery School District","4S1","Student Graduation Rates","NR","NR","NR","NR","NR","NR"
"2009-10","Olympic Educational Service District 114","5","Clallam","5401","Cape Flattery School District","5S1","Secondary Placement","5","10","74.86","NR","50.00","NR"
"2009-10","Olympic Educational Service District 114","5","Clallam","5401","Cape Flattery School District","6S1","Nontraditional Participation","20","50","26.25","26.00","40.00","Y"
"2009-10","Olympic Educational Service District 114","5","Clallam","5401","Cape Flattery School District","6S2","Nontraditional Completion","NR","NR","NR","NR","NR","NR"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27019","Carbonado School District","1S1","Academic Attainment - Reading/Language Arts",,,,,,
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27019","Carbonado School District","1S2","Academic Attainment - Mathematics",,,,,,
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27019","Carbonado School District","2S1","Technical Skill Attainment",,,,,,
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27019","Carbonado School District","3S1","Secondary School Completion",,,,,,
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27019","Carbonado School District","4S1","Student Graduation Rates",,,,,,
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27019","Carbonado School District","5S1","Secondary Placement",,,,,,
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27019","Carbonado School District","6S1","Nontraditional Participation",,,,,,
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27019","Carbonado School District","6S2","Nontraditional Completion",,,,,,
"2009-10","North Central Educational Service District 171","4","Chelan","4228","Cascade School District","1S1","Academic Attainment - Reading/Language Arts","27","28","74.30","61.50","96.43","Y"
"2009-10","North Central Educational Service District 171","4","Chelan","4228","Cascade School District","1S2","Academic Attainment - Mathematics","21","29","62.40","43.60","72.41","Y"
"2009-10","North Central Educational Service District 171","4","Chelan","4228","Cascade School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","North Central Educational Service District 171","4","Chelan","4228","Cascade School District","3S1","Secondary School Completion","31","32","87.25","86.00","96.88","Y"
"2009-10","North Central Educational Service District 171","4","Chelan","4228","Cascade School District","4S1","Student Graduation Rates","30","26","73.00","70.00","115.38","Y"
"2009-10","North Central Educational Service District 171","4","Chelan","4228","Cascade School District","5S1","Secondary Placement","23","38","74.86","74.36","60.53","N"
"2009-10","North Central Educational Service District 171","4","Chelan","4228","Cascade School District","6S1","Nontraditional Participation","254","373","26.25","26.00","68.10","Y"
"2009-10","North Central Educational Service District 171","4","Chelan","4228","Cascade School District","6S2","Nontraditional Completion","32","33","34.25","34.00","96.97","Y"
"2009-10","Skills Centers","6","Clark","4203","Cascadia Technical Academy Skills Center","2S1","Technical Skill Attainment","29","35","38.62","34.00","82.86","Y"
"2009-10","Skills Centers","6","Clark","4203","Cascadia Technical Academy Skills Center","6S1","Nontraditional Participation","389","872","26.25",,"44.61","Y"
"2009-10","Skills Centers","6","Clark","4203","Cascadia Technical Academy Skills Center","6S2","Nontraditional Completion","182","388","34.25",,"46.91","Y"
