"company_name","cocode","domicile","business_type","year","a_dental_premiums","b_dental_payments","c_dental_members","d_dental_member_months","e_dental_loss_ratio_b_a","f_average_amount_of_premums_per_member_per_month_a_d","g_previous_yearaverage_amount_of_premums_per_member_per_month","h_percentage_change_in_average_premum_per_member_per_month_from_previous_year_f_g_g"
"HORACE MANN LIFE INSURANCE COMPANY","64513","IL","L","2016","10175","240","71","852","200","11.94","9.97","19.80%"
"Western United Life Assurance Company","85189","WA","L","2018","41260","37134","156","1048","90.0","39.37022900763359","38.260330578512395","2.90%"
"John Alden Life Insurance Company","65080","WI","L","2020","25520.00","12507.00","87.00","1095.00","49.00","23.31","23.89","-0.02"
"John Alden Life Insurance Company","65080","WI","L","2019","28026","5929","93","1173","21.15535574109755300","23.892583120204602","23.56845238095238","0.013752737515942255"
"Western United Life Assurance Company","85189","WA","L","2017","46295","39255","175","1210","84.7931742088778500","38.260330578512395","39.1413612565445","-2.25%"
"UNIFIED LIFE INSURANCE COMPANY","11121","TX","L","2020","101531.00","49970.00","95.00","1238.00","49.00","82.01","81.35","0.01"
"Western United Life Assurance Company","85189","WA","L","2016","52332","42703","197","1337","8200","39.14","37.43","4.60%"
"John Alden Life Insurance Company","65080","WI","L","2018","31676","-53","105","1344","-0.1673191059477206700","23.56845238095238","21.728729963008632","8.47%"
"Western United Life Assurance Company","85189","WA","L","2016","51086","38831","213","1365","7600","37.43",,
"UNIFIED LIFE INSURANCE COMPANY","11121","TX","L","2019","112019","78986","105","1377","70.5112525553700700","81.35003631082063","90.74509803921569","-0.10353244342008389"
"LIBERTY NATIONAL LIFE INSURANCE COMPANY","65331","NE","L","2016","47669","7136","110","1422","1500","33.52","29.8","12.50%"
"UNIFIED LIFE INSURANCE COMPANY","11121","TX","L","2018","129584","87068","119","1428","67.1903938757871400","90.74509803921569","84.36504014823966","7.56%"
"LIBERTY NATIONAL LIFE INSURANCE COMPANY","65331","NE","L","2019","45838","4959","126","1476","10.81853484008900900","31.055555555555557","33.25032425421531","-0.06600743745774175"
"LIBERTY NATIONAL LIFE INSURANCE COMPANY","65331","NE","L","2017","39526","8250","137","1482","20.87233719576987200","26.670715249662617","33.5225035161744","-20.44%"
"LIBERTY NATIONAL LIFE INSURANCE COMPANY","65331","NE","L","2020","48006.00","3600.00","125.00","1506.00","7.00","31.88","31.06","0.03"
"ASSURITY LIFE INSURANCE COMPANY","71439","NE","L","2020","1302613.00","881694.00","96.00","1512.00","68.00","861.52","625.20","0.38"
"LIBERTY NATIONAL LIFE INSURANCE COMPANY","65331","NE","L","2018","51272","7003","120","1542","13.65852707130597600","33.25032425421531","26.670715249662617","24.67%"
"THE PAUL REVERE LIFE INSURANCE COMPANY","67598","MA","L","2016","89045","49025","260","1578","5500","56.43","4.06","1291.40%"
"UNIFIED LIFE INSURANCE COMPANY","11121","TX","L","2017","136587","118525","132","1619","86.7761939276797900","84.36504014823966","85.21338672768879","-1.00%"
"John Alden Life Insurance Company","65080","WI","L","2017","35244","13717","122","1622","38.92009987515605600","21.728729963008632","11.312707917498336","92.07%"
"FAMILY LIFE INSURANCE COMPANY","63053","TX","L","2016","58294","49897","189","1714","8560.0","34.01",,
"UNIFIED LIFE INSURANCE COMPANY","11121","TX","L","2016","148953","104155","139","1748","7000","85.21","84.21","1.20%"
"LIBERTY NATIONAL LIFE INSURANCE COMPANY","65331","NE","L","2016","53290","9606","127","1788","1800","29.8",,
"UNIFIED LIFE INSURANCE COMPANY","11121","TX","L","2016","161681","122280","154","1920","7560.0","84.21",,
"American Fidelity Assurance Company","60410","OK","L","2017","32435","6688","124","1967","20.61970094034222300","16.489578037620742","17.586651710600112","-6.24%"
"GERBER LIFE INSURANCE COMPANY","70939","NY","L","2019","123126","-20820","165","1980","-16.90950733395058800","62.18484848484849","62.62987588652482","-0.007105672738081934"
"ASSURITY LIFE INSURANCE COMPANY","71439","NE","L","2019","1254774","991652","129","2007","79.0303273736943900","625.1988041853513","515.0055970149253","0.2139650671936919"
"GERBER LIFE INSURANCE COMPANY","70939","NY","L","2018","141293","105970","188","2256","75.0001769372863400","62.62987588652482","63.1963986599665","-0.90%"
"AXA Equitable Life Insurance Company","62944","NY","L","2016","100200","96707","380","2280","9700","43.95",,
"GERBER LIFE INSURANCE COMPANY","70939","NY","L","2017","150913","110165","199","2388","72.9990126761776700","63.1963986599665","80.48254985754986","-21.48%"
"PROVIDENT LIFE AND  CASUALTY INSURANCE COMPANY","68209","TN","L","2018","109427","37451","409","2454","34.22464291262668500","44.59127954360228","0",
"Nassau Life Insurance Company of Kansas","68284","KS","L","2020","64795.00","29623.00","198.00","2544.00","46.00","25.47","26.08","-0.02"
"ASSURITY LIFE INSURANCE COMPANY","71439","NE","L","2018","1380215","1008485","236","2680","73.0672395242770200","515.0055970149253","394.908550396376","30.41%"
"GERBER LIFE INSURANCE COMPANY","70939","NY","L","2016","225995","82717","234","2808","3700","80.48","40.3","99.70%"
"Nassau Life Insurance Company of Kansas","68284","KS","L","2019","84965","40933","226","3258","48.17630789148472600","26.07888275015347","23.356606606606608","0.1165527248627308"
"ASSURITY LIFE INSURANCE COMPANY","71439","NE","L","2017","1394817","1009599","225","3532","72.382183469229300","394.908550396376","27.653570514461222","1328.06%"
"American Fidelity Assurance Company","60410","OK","L","2016","62714","5185","211","3566","800","17.59","21.53","-18.30%"
"THE PAUL REVERE LIFE INSURANCE COMPANY","67598","MA","L","2017","187034","81538","379","3834","43.59528214121496400","48.7829942618675","56.42902408111534","-13.55%"
"The Pyramid Life Insurance Company","68284","KS","L","2018","93333","35103","317","3996","37.6104914660409500","23.356606606606608","23.33288770053476","0.10%"
"FAMILY LIFE INSURANCE COMPANY","63053","TX","L","2016","156916","67030","607","4297","4300","36.52","34.01","7.40%"
"The Pyramid Life Insurance Company","68284","KS","L","2017","104718","45545","349","4488","43.49300024828587400","23.33288770053476","24.89350180505415","-6.27%"
"INDEPENDENCE AMERICAN INSURANCE COMPANY","26581","DE","P","2016","145933","66266","303","4614","4500","31.63","32.14","-1.60%"
"INDEPENDENCE AMERICAN INSURANCE COMPANY","26581","DE","P","2017","144942","49025","478","4686","33.82387437733714300","30.930857874519845","31.628305158214133","-2.21%"
"Guarantee Trust Life Insurance Company","64211","IL","L","2019","295532","187205","399","4748","63.3450861497232100","62.24347093513058","36.668067226890756","0.6974843683466344"
"CONSTITUTION LIFE INSURANCE COMPANY","62359","TX","L","2016","124119","51738","399","4986","4200","24.89","27.67","-10.00%"
"The Pyramid Life Insurance Company","68284","KS","L","2016","124119","51738","399","4986","4200","24.89","27.19","-8.40%"
"NATIONAL FOUNDATION LIFE INSURANCE COMPANY","98205","TX","L","2016","170052","60429","601","5346","3550.0","31.81",,
"The Pyramid Life Insurance Company","68284","KS","L","2016","151369","64638","432","5568","4270.0","27.19",,
"PLATEAU INSURANCE COMPANY","97152","TN","L","2019","1238240","662720","682","5800","53.5211267605633800","213.4896551724138","0",
"American Fidelity Assurance Company","60410","OK","L","2016","131259","32489","399","6097","2480.0","21.53",,
"INDEPENDENCE AMERICAN INSURANCE COMPANY","26581","DE","P","2016","210736","71978","466","6557","3420.0","32.14",,
"Boston Mutual Life Insurance Company","61476","MA","L","2018","122503","35801","0","7137","29.2245904181938400","17.164494885806363","8.542910314222318","100.92%"
"Colorado Bankers Life Insurance Company","84786","NC","L","2016","220551","50281","695","8340","2300","26.44","36.04","-26.60%"
"Colorado Bankers Life Insurance Company","84786","NC","L","2017","223122","56935","716","8592","25.517429926228700","25.968575418994412","26.44496402877698","-1.80%"
"THE PAUL REVERE LIFE INSURANCE COMPANY","67598","MA","L","2018","342499","26345","1080","8754","7.69199326129419300","39.12485720813343","48.7829942618675","-19.80%"
"SENTRY LIFE INSURANCE COMPANY","68810","WI","L","2018","526234","309301","0","8820","58.7763238407248500","59.663718820861675","54.657401168014374","9.16%"
"John Alden Life Insurance Company","65080","WI","L","2016","102018","134265","169","9018","13200","11.31","14.46","-21.80%"
"PLATEAU INSURANCE COMPANY","97152","TN","L","2020","1533041.00","883333.00","842.00","9042.00","58.00","169.55","213.49","-0.21"
"UNION LABOR LIFE INSURANCE COMPANY","69744","MD","L","2020","179793.00","74825.00","771.00","9218.00","42.00","19.50","17.27","0.13"
"ASURIS NORTHWEST HEALTH","47350","WA","X","2019","364524","277667","790","9450","76.1724879568972200","38.57396825396825","40.640491698009356","-0.05084887898003273"
"UNION LABOR LIFE INSURANCE COMPANY","69744","MD","L","2019","163784","75800","766","9481","46.28046695647926600","17.27497099462082","15.337397665911862","0.12632999227863223"
"Colorado Bankers Life Insurance Company","84786","NC","L","2016","343423","121250","794","9528","3530.0","36.04",,
"ASURIS NORTHWEST HEALTH","47350","WA","X","2020","377806.00","234031.00","780.00","9743.00","62.00","38.78","38.57","0.01"
"Trustmark Life Insurance Company","62863","IL","L","2020","661151.00","453327.00","890.00","10268.00","69.00","64.39","69.58","-0.07"
"Group Health Options, Inc.","47055","WA","X","2016","425992","308824","0","10427","7200","40.85","49.29","-17.10%"
"ASURIS NORTHWEST HEALTH","47350","WA","X","2018","443022","305916","877","10901","69.0521012500507900","40.640491698009356","40.00599416357757","1.59%"
"American General Life Insurance Company","60488","TX","L","2016","1032064","1187853","931","11172","11500","92.38","31.46","193.60%"
"UNION LABOR LIFE INSURANCE COMPANY","69744","MD","L","2018","176104","73792","814","11482","41.9025121519102400","15.337397665911862","13.702650097319959","11.93%"
"AXA Equitable Life Insurance Company","62944","NY","L","2017","544004","566087","1612","11952","104.059345151873900","45.515729585006696","43.94736842105263","3.57%"
"ASURIS NORTHWEST HEALTH","47350","WA","X","2016","476393","322723","911","12656","6800","37.64","36.15","4.10%"
"ASURIS NORTHWEST HEALTH","47350","WA","X","2017","507236","337704","1053","12679","66.5772934097737500","40.00599416357757","37.64167193426043","6.28%"
"LifeWise Health Plan of Washington","52633","WA","X","2019","435273","245195","981","12975","56.3313139110397400","33.54705202312139","32.053323593864135","0.046601358666693536"
"Trustmark Life Insurance Company","62863","IL","L","2019","914785","651094","955","13147","71.1745382794864300","69.58127329428767","103.66381972011709","-0.3287795734119117"
"UNION LABOR LIFE INSURANCE COMPANY","69744","MD","L","2017","183040","84242","1099","13358","46.0238199300699300","13.702650097319959","23.032572871634635","-40.51%"
"Guarantee Trust Life Insurance Company","64211","IL","L","2020","864847.00","433303.00","1129.00","13434.00","50.00","64.38","62.24","0.03"
"NATIONAL FOUNDATION LIFE INSURANCE COMPANY","98205","TX","L","2016","461169","144776","1656","13542","3100","34.05","31.81","7.10%"
"Boston Mutual Life Insurance Company","61476","MA","L","2016","124432","75395","1139","13668","6060.0","9.1",,
"Boston Mutual Life Insurance Company","61476","MA","L","2016","123940","77952","1189","13971","6300","8.87","9.1","-2.60%"
"Boston Mutual Life Insurance Company","61476","MA","L","2017","119353","70514","1189","13971","59.0802074518445200","8.542910314222318","8.87123326891418","-3.70%"
"COLONIAL LIFE & ACCIDENT INSURANCE COMPANY","62049","SC","L","2016","430066","237461","2338","14028","5520.0","30.66",,
"CONTINENTAL GENERAL INSURANCE COMPANY","71404","TX","L","2020","406245.00","202796.00","1193.00","14862.00","50.00","27.33","27.67","-0.01"
"CONSTITUTION LIFE INSURANCE COMPANY","62359","TX","L","2018","398395","157929","1233","15600","39.6413107594221800","25.538141025641025","27.038111298482292","-5.55%"
"STATE MUTUAL INSURANCE COMPANY","69132","GA","L","2019","3760456","801937","3545","15952","21.3255254150028600","235.7357071213641",,
"CONTINENTAL GENERAL INSURANCE COMPANY","71404","TX","L","2019","444433","298161","1269","16061","67.0879525147772600","27.671564659734763","27.942992874109265","-0.00971364146987976"
"STANDARD SECURITY LIFE INSURANCE COMPANY OF NEW YORK","69078","NY","L","2020","809482.00","267742.00","1285.00","16969.00","33.00","47.70","45.11","0.06"
"GERBER LIFE INSURANCE COMPANY","70939","NY","L","2016","693899","442669","1435","17220","6380.0","40.3",,
"National Casualty Company","11991","OH","P","2017","1614645","386261","7983","17585","23.92234825611821700","91.8194483935172","0",
"CONTINENTAL GENERAL INSURANCE COMPANY","71404","TX","L","2018","494088","316396","1384","17682","64.036365991483300","27.942992874109265","27.745630971830288","0.71%"
"CONSTITUTION LIFE INSURANCE COMPANY","62359","TX","L","2017","481008","202913","1367","17790","42.18495326481056500","27.038111298482292","24.89350180505415","8.62%"
"ASURIS NORTHWEST HEALTH","47350","WA","X","2016","683713","476877","1569","18912","6970.0","36.15",,
"LifeWise Health Plan of Washington","52633","WA","X","2018","614334","328978","1439","19166","53.5503488330452100","32.053323593864135","29.49224636160757","8.68%"
"FAMILY LIFE INSURANCE COMPANY","63053","TX","L","2017","717135","239028","2851","19365","33.3309627894329500","37.03253292021689","36.517570397952056","1.41%"
"AXIS Insurance Company","37273","IL","P","2017","345161","410359","1652","19403","118.8891560749910900","17.789053239189816","15.623010777790748","13.86%"
"PROVIDENT LIFE AND  CASUALTY INSURANCE COMPANY","68209","TN","L","2019","1446221","893351","2837","19476","61.7714028492187600","74.25657219141507","44.59127954360228","0.665271168520864"
"AXIS Insurance Company","37273","IL","P","2016","318675","157864","1655","19614","4950.0","16.25",,
"Standard Life and Accident Insurance Company","86355","TX","L","2017","1866339","537596","1836","19751","28.80484199279980700","94.49339273960813","70.44625987300604","34.14%"
"THE PAUL REVERE LIFE INSURANCE COMPANY","67598","MA","L","2019","1159212","384327","2245","19950","33.154159894825100","58.10586466165414","39.12485720813343","0.48513934127726005"
"CONTINENTAL GENERAL INSURANCE COMPANY","71404","TX","L","2017","560434","349302","1561","20199","62.3270536762580400","27.745630971830288","27.831636789478427","-0.31%"
"AXA Equitable Life Insurance Company","62944","NY","L","2018","737983","782219","1834","20676","105.9941760176047500","35.69273553878893","45.515729585006696","-21.58%"
"PENNSYLVANIA LIFE INSURANCE COMPANY","67660","PA","L","2018","626990","211065","1913","20970","33.6632163192395400","29.899380066762042","30.919693284412748","-3.30%"
"STANDARD SECURITY LIFE INSURANCE COMPANY OF NEW YORK","69078","NY","L","2019","952759","325775","1543","21120","34.19280216717973700","45.111695075757574","39.91996173469388","0.1300535650702198"
"Standard Life and Accident Insurance Company","86355","TX","L","2018","2020336","440906","1873","21906","21.82339967213374500","92.22751757509359","94.49339273960813","-2.40%"
"CONTINENTAL GENERAL INSURANCE COMPANY","71404","TX","L","2016","617918","399002","1755","22202","6500","27.83","27.88","-0.20%"
"CONSTITUTION LIFE INSURANCE COMPANY","62359","TX","L","2016","646253","301866","1791","23358","4670.0","27.67",,
"UNION LABOR LIFE INSURANCE COMPANY","69744","MD","L","2016","538110","276373","1127","23363","5100","23.03","25.62","-10.10%"
"STATE MUTUAL INSURANCE COMPANY","69132","GA","L","2020","5125522.00","451302.00","3677.00","24017.00","9.00","213.41","235.74","-0.09"
"Philadelphia American Life Insurance Company","67784","TX","L","2016","449767","99319","2890","24165","2210.0","18.61",,
"CONTINENTAL GENERAL INSURANCE COMPANY","71404","TX","L","2016","675167","428899","1929","24220","6350.0","27.88",,
"PENNSYLVANIA LIFE INSURANCE COMPANY","67660","PA","L","2017","750019","257721","2158","24257","34.36192949778605300","30.919693284412748","31.136345859849968","-0.70%"
"Standard Life and Accident Insurance Company","86355","TX","L","2019","2578807","577438","2171","24415","22.39167180793289200","105.6238787630555","92.22751757509359","0.14525340744484763"
"Standard Life and Accident Insurance Company","86355","TX","L","2020","2994036.00","1108339.00","1892.00","24730.00","37.00","121.07","105.62","0.15"
"Trustmark Life Insurance Company","62863","IL","L","2018","2585272","577927","2022","24939","22.35459170253652200","103.66381972011709","45.23685863100735","129.16%"
"INDEPENDENCE AMERICAN INSURANCE COMPANY","26581","DE","P","2018","826052","271197","3949","25512","32.8304997748325800","32.37895892129194","30.930857874519845","4.68%"
"AXIS Insurance Company","37273","IL","P","2016","401527","372336","2082","25701","9300","15.62","16.25","-3.80%"
"Standard Life and Accident Insurance Company","86355","TX","L","2016","1819486","464090","1990","25828","2600","70.45","47.74","47.60%"
"NASSAU LIFE AND ANNUITY COMPANY","93734","CT","L","2020","690530.00","227969.00","2013.00","26202.00","33.00","26.35",,
"Trustmark Life Insurance Company","62863","IL","L","2017","1224607","814799","2139","27071","66.535549772294300","45.23685863100735","41.19370582295523","9.81%"
"AXA Equitable Life Insurance Company","62944","NY","L","2019","977484","900022","2834","28008","92.0753690085975900","34.90017137960583","35.69273553878893","-0.02220519518101338"
"PENNSYLVANIA LIFE INSURANCE COMPANY","67660","PA","L","2016","875772","352607","2501","28127","4000","31.14","31.24","-0.30%"
"STANDARD SECURITY LIFE INSURANCE COMPANY OF NEW YORK","69078","NY","L","2018","1126701","423340","1977","28224","37.57341122445085300","39.91996173469388","38.6836855406786","3.20%"
"AXIS Insurance Company","37273","IL","P","2020","493393.00","527977.00","2839.00","28860.00","107.00","17.10","19.38","-0.12"
"THE PAUL REVERE LIFE INSURANCE COMPANY","67598","MA","L","2020","1654930.00","437632.00","2658.00","29418.00","26.00","56.26","58.11","-0.03"
"MUTUAL OF OMAHA INSURANCE COMPANY","71412","NE","L","2017","992462","644604","3915","29845","64.9499930475927600","33.25387837158653","41.776511658543015","-20.40%"
"Pan-American Life Insurance Company","67539","LA","L","2016","871790","262394","973","30172","3010.0","28.89",,
"MUTUAL OF OMAHA INSURANCE COMPANY","71412","NE","L","2016","1268502","745957","2242","30364","5900","41.78","13.65","206.00%"
"NATIONAL FOUNDATION LIFE INSURANCE COMPANY","98205","TX","L","2017","1052843","358709","3482","30828","34.07051193767731700","34.15216686129493","34.054718653079306","0.29%"
"SUN LIFE AND HEALTH INSURANCE COMPANY (U.S.)","80926","MI","L","2018","1971104","769938","2219","30934","39.06125704173904500","63.71966121419797","96.62176629219573","-34.05%"
"Pan-American Life Insurance Company","67539","LA","L","2016","790541","237715","926","31166","3000","25.37","28.89","-12.20%"
"Pan-American Life Insurance Company","67539","LA","L","2017","783331","220928","1100","31430","28.203658478982700","24.92303531657652","25.365494449079126","-1.74%"
"Guaranty Income Life Insurance Company","64238","IA","L","2020","1631335.00","1169441.00","2635.00","31620.00","72.00","51.59","52.05","-0.01"
"UNION LABOR LIFE INSURANCE COMPANY","69744","MD","L","2016","828950","532537","2767","32361","6420.0","25.62",,
"PENNSYLVANIA LIFE INSURANCE COMPANY","67660","PA","L","2016","1013857","385089","2802","32451","3800","31.24",,
"Nassau Life Insurance Company of Texas","62359","TX","L","2019","428938","215476","2354","33000","50.2347658635980100","12.998121212121212","25.538141025641025","-0.49103103475422405"
"Guaranty Income Life Insurance Company","64238","IA","L","2019","1722606","1207936","2758","33096","70.1225933266225700","52.04876722262509","51.054201319185545","0.01948058882013688"
"Western Grocers Employee Benefits Trust","12339","OR","X","2016","1263879","949121","2811","33917","7510.0","37.26",,
"Pan-American Life Insurance Company","67539","LA","L","2018","811948","240282","1092","34318","29.593274446146800","23.659537269071624","24.92303531657652","-5.07%"
"Pan-American Life Insurance Company","67539","LA","L","2019","1308833","401835","1514","34318","30.7017778433153800","38.138382190104316","23.659537269071624","0.6119665298762974"
"AXIS Insurance Company","37273","IL","P","2018","550081","230682","3350","34503","41.9360057882384600","15.942990464597282","17.789053239189816","-10.38%"
"Guaranty Income Life Insurance Company","64238","IA","L","2018","1780260","1252630","2895","34870","70.3621942862278500","51.054201319185545","50.82829026278487","0.44%"
"SENTRY LIFE INSURANCE COMPANY","68810","WI","L","2017","1946678","1053560","2968","35616","54.1209177891772600","54.657401168014374","48.6816098945661","12.28%"
"Timber Products Manufacturers Trust","12239","WA","X","2018","1242855","967513","3012","35641","77.8460077804731800","34.871496310429","33.4217920014048","4.34%"
"Trustmark Life Insurance Company","62863","IL","L","2016","1468638","992300","2469","35652","6800","41.19","55.52","-25.80%"
"Western Grocers Employee Benefits Trust","12339","OR","X","2017","1436806","1037202","2991","35681","72.1880337359392900","40.26809786721224","37.93022609855008","6.16%"
"Western Grocers Employee Benefits Trust","12339","OR","X","2016","1365564","987379","2927","36002","7200","37.93","37.26","1.80%"
"DSM USA Insurance Company, Inc.","67636","TX","L","2016","932170","371639","760","36179","3990.0","25.77",,
"Guaranty Income Life Insurance Company","64238","LA","L","2017","1864585","1313515","3057","36684","70.44543423871800","50.82829026278487","51.726805428947635","-1.74%"
"STANDARD SECURITY LIFE INSURANCE COMPANY OF NEW YORK","69078","NY","L","2017","1438801","709200","2727","37194","49.2910416381417600","38.6836855406786","38.197380867298676","1.27%"
"Continental American Insurance Company","71730","NE","L","2016","849797","98271","3290","37440","1160.0","22.7",,
"EQUITABLE FINANCIAL LIFE INSURANCE COMPANY","62944","NY","L","2020","1228089.00","1099078.00","3454.00","37728.00","89.00","32.55","34.90","-0.07"
"Western Grocers Employee Benefits Trust","12339","OR","X","2018","1439392","1060112","3196","37979","73.6499855494542100","37.89968140288054","40.26809786721224","-5.88%"
"Western Grocers Employee Benefits Trust","12339","OR","X","2019","1350689","1040008","3124","38951","76.9983319624280700","34.67661934225052","37.89968140288054","-0.08504193020432763"
"Guaranty Income Life Insurance Company","64238","LA","L","2016","2042795","1429310","3291","39492","7000","51.73","49.25","5.00%"
"AMERICAN PUBLIC LIFE INS CO","60801","OK","L","2016","2705445","1479865","10978","39627","5470.0","68.27",,
"Continental American Insurance Company","71730","NE","L","2016","909877","163829","3513","40226","1800","22.62","22.7","-0.30%"
"AXIS Insurance Company","37273","IL","P","2019","791406","598596","3851","40844","75.6370308034055800","19.376309861913622","15.942990464597282","0.21534977424343998"
"Timber Products Manufacturers Trust","12239","WA","X","2019","1555591","1195137","4040","40964","76.8284851223747100","37.974587442632554","34.871496310429","0.08898646345942753"
"Guaranty Income Life Insurance Company","64238","LA","L","2016","2093722","1456727","3543","42516","6960.0","49.25",,
"Timber Products Manufacturers Trust","12239","WA","X","2017","1522630","1072604","3040","45558","70.4441656870020900","33.4217920014048","30.452256412106344","9.75%"
"PROVIDENT LIFE AND  CASUALTY INSURANCE COMPANY","68209","TN","L","2020","3265067.00","1951662.00","4836.00","46038.00","60.00","70.92","74.26","-0.04"
"Standard Life and Accident Insurance Company","86355","TX","L","2016","2210682","787063","2849","46308","3560.0","47.74",,
"ASSURITY LIFE INSURANCE COMPANY","71439","NE","L","2016","1213428","946260","3958","46566","7800","26.06",,
"Continental American Insurance Company","71730","NE","L","2017","1020731","223355","4741","46807","21.88186701491382200","21.8072296878672","22.619126932829513","-3.59%"
"ASSURITY LIFE INSURANCE COMPANY","71439","NE","L","2016","1296510","978781","3856","46884","7500","27.65","26.06","6.10%"
"Philadelphia American Life Insurance Company","67784","TX","L","2016","867196","247217","4720","47243","2900","18.36","18.61","-1.40%"
"STANDARD SECURITY LIFE INSURANCE COMPANY OF NEW YORK","69078","NY","L","2016","1817164","889298","3472","47573","4900","38.2","36.18","5.60%"
"Trustmark Life Insurance Company","62863","IL","L","2016","2662077","1184422","3755","47952","4450.0","55.52",,
"FAMILY LIFE INSURANCE COMPANY","63053","TX","L","2018","1776294","836618","5583","49081","47.0990725634382600","36.1910719015505","37.03253292021689","-2.27%"
"SENTRY LIFE INSURANCE COMPANY","68810","WI","L","2016","2400977","1281030","4110","49320","5300","48.68","47.44","2.60%"
"SENTRY LIFE INSURANCE COMPANY","68810","WI","L","2016","2355091","1247771","4137","49644","5300","47.44",,
"Fidelity Security Life Insurance Company","71870","MO","L","2020","6543976.00","4583118.00","2905.00","49674.00","70.00","131.74","113.20","0.16"
"LifeWise Health Plan of Washington","52633","WA","X","2020","1467406.00","700065.00","3787.00","49798.00","48.00","29.47","33.55","-0.12"
"MONY LIFE INSURANCE COMPANY OF AMERICA","78077","AZ","L","2017","1975910","2343512","7078","49884","118.6041874376869500","39.61009542137759","0",
"Continental American Insurance Company","71730","NE","L","2020","1203397.00","193438.00","3938.00","51417.00","16.00","23.40","20.58","0.14"
"Central United Life Insurance Company","61883","AR","L","2016","1260136","279789","9017","51475","2220.0","24.48",,
"SUN LIFE AND HEALTH INSURANCE COMPANY (U.S.)","80926","MI","L","2019","2990426","1559920","8397","52129","52.1638054243776600","57.36588079571831","63.71966121419797","-0.09971459824811363"
"LifeWise Health Plan of Washington","52633","WA","X","2017","1546190","951872","3732","52427","61.5624211772162500","29.49224636160757","31.3890794610819","-6.04%"
"AMERICAN REPUBLIC INSURANCE COMPANY","60836","IA","L","2020","1791330.00","463571.00","3852.00","52999.00","26.00","33.80","42.13","-0.20"
"Timber Products Manufacturers Trust","12239","WA","X","2016","1629630","1227813","4619","54338","7530.0","29.99",,
