"openedyear","practicename","businessname","id"
"2021","Other/Miscellaneous","Fever Up/Van Gogh: The Immersive Experience","239"
"2018","Non-Fulfillment","","238"
"2016","Other/Miscellaneous","CenturyLink","236"
"2021","COVID-19","","235"
"2020","Other/Miscellaneous","CenturyLink","234"
"2019","Billing Issues","Comcast","233"
"2016","Misrepresentation of product or service","","232"
"2017","Other/Miscellaneous","CenturyLink","232"
"2022","Landlord/Tenant - Residential","","230"
"2013","Billing Issues","Comcast","226"
"2021","Imposter scam"," Unknown","224"
"2022","Non-Fulfillment","","223"
"2022","Other/Miscellaneous","Comcast","222"
"2016","Unsatisfactory Repair/Service","","221"
"2014","Questionable Quality Product/Service",,"221"
"2017","Internet & Mobile device based transaction","Amazon.com","220"
"2018","Other/Miscellaneous","Amazon.com","218"
"2014","Billing Issues","CenturyLink","217"
"2020","Landlord/Tenant - Residential","","216"
"2019","Non-Fulfillment","","215"
"2016","Internet & Mobile device based transaction","Amazon.com","214"
"2018","Internet & Mobile device based transaction","Amazon.com","214"
"2017","Phishing","Unknown - IRS Phishing","213"
"2014","Collection Practices",,"212"
"2016","Right To Cancel","","210"
"2014","Advance Fee Fraud",,"208"
"2016","Collection Practices","","207"
"2021","Failure To Adjust/Refund","Brown Paper Tickets","206"
"2020","Billing Issues","Comcast","205"
"2014","Other/Miscellaneous",,"204"
"2020","Charge:Service Not Performed/Product not delivered","","201"
"2018","Other/Miscellaneous","CenturyLink","200"
"2021","Governement agency complaint","Washington State Employment Security Department","199"
"2022","Failure To Deliver/Perform","Stevens Pass","197"
"2018","Misrepresentation of product or service","","195"
"2016","Failure To Adjust/Refund","","195"
"2013","Telemarketing","Pacific Telecom Communications Group","193"
"2022","Other/Miscellaneous","T-Mobile","192"
"2020","Imposter scam","Unknown - Utility Scam","190"
"2015","Collection Activity (Fraudulent or mistaken ID)",,"189"
"2020","Internet & Mobile device based transaction","Brown Paper Tickets","188"
"2021","Charge:Service Not Performed/Product not delivered","","186"
"2018","Other/Miscellaneous","Frontier Communications","184"
"2013","Inadequate Disclosure","","184"
"2017","Misrepresentation of product or service","","183"
"2018","Phishing","Unknown - IRS Phishing","182"
"2016","Failure To Deliver/Perform","Northwest Territorial Mint","180"
"2013","Foreclosure Issue","Bank of America NA","180"
"2013","Billing Issues","T-Mobile","180"
"2014","Telemarketing"," Unknown","180"
"2021","Internet & Mobile device based transaction","Fever Up/Van Gogh: The Immersive Experience","179"
"2015","Misrepresentation of product or service",,"179"
"2020","Non-Fulfillment","","178"
"2017","Imposter scam","Unknown - IRS Phishing","178"
"2021","Misrepresentation of product or service","","176"
"2019","Other/Miscellaneous","CenturyLink","176"
"2021","Other/Miscellaneous","Unknown - Utility Scam","173"
"2014","Billing Issues","Comcast","173"
"2022","Imposter scam"," Unknown","172"
"2015","Internet & Mobile device based transaction","Amazon.com","171"
"2021","Other/Miscellaneous","CenturyLink","171"
"2018","Telemarketing"," Unknown","171"
"2020","Imposter scam"," Unknown","171"
"2019","Misrepresentation of product or service","","171"
"2020","COVID-19","Expedia","169"
"2014","Inadequate Disclosure",,"168"
"2021","Billing Issues","Comcast","167"
"2017","Non-Fulfillment","","166"
"2015","Right To Cancel",,"165"
"2014","Collection Activity (Fraudulent or mistaken ID)",,"165"
"2021","Alleged criminal activity","","164"
"2015","Phishing"," Unknown","163"
"2017","Other/Miscellaneous","","162"
"2021","Other/Miscellaneous","Verizon Wireless","161"
"2017","Telemarketing"," Unknown","161"
"2018","Billing Issues","Ziply Fiber fka Frontier Communications","161"
"2014","Phishing","Unknown - IRS Phishing","160"
"2021","Other/Miscellaneous","T-Mobile","160"
"2018","Landlord/Tenant - Residential","","160"
"2021","Non-Fulfillment","","158"
"2020","Misrepresentation of product or service","","158"
"2013","Advance Fee Fraud","","155"
"2013","Questionable Quality Product/Service","","155"
"2018","Billing Issues","CenturyLink","154"
"2013","Billing Issues","CenturyLink","154"
"2017","Other/Miscellaneous","Bungie","154"
"2014","Misrepresentation of product or service",,"152"
"2017","Landlord/Tenant - Residential","","152"
"2017","Internet & Mobile device based transaction","Bungie","151"
"2020","Other/Miscellaneous","Unknown - Utility Scam","150"
"2016","Landlord/Tenant - Residential","","150"
"2017","Other/Miscellaneous","Amazon.com","150"
"2013","Telemarketing","","149"
"2015","Phishing",,"147"
"2014","Collections - Threatening behavior includes arrest",,"147"
"2020","Failure To Adjust/Refund","Expedia","146"
"2022","Alleged criminal activity","","146"
"2019","Billing Issues","CenturyLink","146"
"2021","Internet & Mobile device based transaction","Brown Paper Tickets","145"
"2020","Failure To Deliver/Perform","Amazon.com","144"
"2018","Imposter scam"," Unknown","144"
"2019","Charge:Service Not Performed/Product not delivered","","143"
"2017","Imposter scam"," Unknown","141"
"2022","Other/Miscellaneous","CenturyLink","140"
"2019","Other/Miscellaneous","Frontier Communications","139"
"2015","Landlord/Tenant - Residential",,"138"
"2019","Failure To Deliver/Perform","Amazon.com","137"
"2020","Employment Issue","","137"
"2020","Alleged criminal activity","","135"
"2021","Employment Issue","","135"
"2015","Telemarketing"," Unknown","134"
"2022","Other/Miscellaneous","Reed Hein & Associates LLC dba Timeshare Exit Team","134"
"2020","Identity Theft","Washington State Employment Security Department","133"
"2015","Telemarketing",,"132"
"2020","Other/Miscellaneous","Verizon Wireless","132"
"2017","Other/Miscellaneous","T-Mobile","132"
"2020","Tech Support Scam","Unknown - Technical Support","131"
"2021","Governement agency complaint","","131"
"2014","Landlord/Tenant - Residential",,"131"
"2014","Telemarketing",,"130"
"2015","Advertising",,"130"
"2017","Collection Practices","","130"
"2021","Advance Fee Fraud","","129"
"2015","Billing Issues","T-Mobile","129"
"2020","Advance Fee Fraud"," Unknown","127"
"2018","Charge:Service Not Performed/Product not delivered","","127"
"2021","Other/Miscellaneous","Expedia","127"
"2018","Other/Miscellaneous","","127"
"2020","Other/Miscellaneous","PayPal","127"
"2022","Other/Miscellaneous","CareDash","126"
"2021","Failure To Deliver/Perform","Amazon.com","126"
"2022","Internet & Mobile device based transaction","Facebook","125"
"2015","Advance Fee Fraud",,"125"
"2021","Advertising","","124"
"2021","Other/Miscellaneous","Costco","124"
"2017","Advertising","","124"
"2018","Phishing","Unknown - Utility Scam","124"
"2021","Failure To Adjust/Refund","Fever Up/Van Gogh: The Immersive Experience","124"
"2015","Governement agency complaint",,"123"
"2013","Right To Cancel","","123"
"2016","Governement agency complaint","","123"
"2015","Service Representation",,"123"
"2022","Advance Fee Fraud","","123"
"2020","Refund Policies","","122"
"2014","Internet & Mobile device based transaction","Amazon.com","122"
"2020","Failure To Adjust/Refund","Amazon.com","122"
"2020","Billing Issues","CenturyLink","121"
"2022","Misrepresentation of product or service","","121"
"2022","Charge:Service Not Performed/Product not delivered","","121"
"2019","Governement agency complaint","","120"
"2016","Inadequate Disclosure","","119"
"2020","Right To Cancel","","118"
"2018","Other/Miscellaneous","Unknown - IRS Phishing","118"
"2015","Billing Issues","Verizon Wireless","118"
"2014","Advertising",,"118"
"2018","Unsolicited E-mail","The Freedom Foundation/OptOutToday.com","117"
"2017","Other/Miscellaneous","Unknown - IRS Phishing","117"
"2019","Collection Practices","","116"
"2021","Failure To Deliver/Perform","Fever Up/Van Gogh: The Immersive Experience","116"
"2018","Misrepresentation of Terms","","115"
"2014","Billing Issues","Verizon Wireless","115"
"2017","Governement agency complaint","","114"
"2021","Tech Support Scam","Unknown - Technical Support","114"
"2016","Telemarketing"," Unknown","114"
"2022","Governement agency complaint","","114"
"2016","Other/Miscellaneous","Amazon.com","113"
"2017","Billing Issues","T-Mobile","113"
"2020","Internet & Mobile device based transaction","Frontier Communications ","113"
"2013","Billing Issues","Verizon Wireless","112"
"2019","Billing Issues","Ziply Fiber fka Frontier Communications","112"
"2017","Free to Pay","","112"
"2014","Unsatisfactory Repair/Service","Comcast","112"
"2020","Advertising","","111"
"2017","Governement agency complaint","Washington State Office of the Attorney General","111"
"2013","Collection Practices","Universal Fidelity, LP","111"
"2020","Other/Miscellaneous","Frontier Communications ","110"
"2020","Other/Miscellaneous","AT&T Mobility","110"
"2021","Other/Miscellaneous","AT&T Mobility","110"
"2022","Excessive Price or Charge","","110"
"2022","Unsatisfactory Repair/Service","Facebook","110"
"2017","Misrepresentation of Terms","","109"
"2019","Other/Miscellaneous","AT&T Mobility","108"
"2022","Other/Miscellaneous","Verizon Wireless","108"
"2021","Other/Miscellaneous","Ziply Fiber fka Frontier Communications","108"
"2013","Excessive Price or Charge","","107"
"2017","Right To Cancel","","107"
"2022","Employment Issue","","107"
"2020","Other/Miscellaneous","Ziply Fiber fka Frontier Communications","106"
"2019","Alleged criminal activity","","106"
"2016","Other/Miscellaneous","Frontier Communications","106"
"2017","Phishing","Unknown - Technical Support","106"
"2020","Governement agency complaint","","106"
"2016","Collection Activity (Fraudulent or mistaken ID)"," Unknown","106"
"2022","Other/Miscellaneous","Microsoft Corporation","105"
"2018","Employment Issue","","105"
"2020","COVID-19","Amazon.com","105"
"2017","Other/Miscellaneous","Frontier Communications","105"
"2018","Advertising","","104"
"2021","Advance Fee Fraud"," Unknown","104"
"2022","Billing Issues","Comcast","104"
"2020","Advance Fee Fraud","","104"
"2019","Other/Miscellaneous","DIRECTV","103"
"2014","Phishing"," Unknown","102"
"2014","Billing Issues","T-Mobile","101"
"2015","Unsatisfactory Repair/Service","CenturyLink","100"
"2022","Phishing","Unknown - Utility Scam","100"
"2022","Warranty","","99"
"2017","Billing Issues","Verizon Wireless","99"
"2022","Collection Practices","","98"
"2020","Governement agency complaint","United States Postal Service","98"
"2018","Failure To Deliver/Perform","Amazon.com","97"
"2014","Charge:Service Not Performed/Product not delivered",,"96"
"2018","Governement agency complaint","","96"
"2014","Right To Cancel",,"96"
"2021","Other/Miscellaneous","Washington State Employment Security Department","96"
"2016","Internet & Mobile device based transaction","Microsoft Corporation","95"
"2016","Right To Cancel","CenturyLink","95"
"2019","Refund Policies","","95"
"2013","Internet & Mobile device based transaction","","95"
"2017","Billing Issues","Ziply Fiber fka Frontier Communications","95"
"2017","Other/Miscellaneous","Verizon Wireless","95"
"2018","Other/Miscellaneous","T-Mobile","94"
"2019","Misrepresentation of Terms","","94"
"2020","Fees","Frontier Communications ","94"
"2019","Landlord/Tenant - Residential","","94"
"2022","Partial Performance","Stevens Pass","93"
"2019","Advertising","","93"
"2022","Other/Miscellaneous","Expedia","93"
"2016","Other/Miscellaneous","T-Mobile","93"
"2021","Other/Miscellaneous","Facebook","93"
"2020","Other/Miscellaneous","T-Mobile","93"
"2017","Collection Activity (Fraudulent or mistaken ID)","Unknown - Fraudulent Collection Agency","93"
"2018","Service Protection Plan Issue","Comcast","92"
"2016","Non-Fulfillment","","92"
"2013","Advertising","","92"
"2020","Governement agency complaint","Washington State Department of Licensing","92"
"2014","Governement agency complaint",,"92"
"2018","Other/Miscellaneous","Unknown - Utility Scam","91"
"2017","Failure To Deliver/Perform","Amazon.com","91"
"2020","Internet & Mobile device based transaction","Soulbound Studios, LLC","91"
"2021","Warranty","","91"
"2016","Other/Miscellaneous","Exxon Mobil Corporate Headquarters","91"
"2020","Discrimination","","91"
"2016","Advertising","","91"
"2015","Unsatisfactory Repair/Service","Comcast","90"
"2013","Billing Issues","DIRECTV","90"
"2013","Phishing","","90"
"2019","Telemarketing"," Unknown","90"
"2022","Billing Issues","T-Mobile","90"
"2021","Alleged criminal activity"," Unknown","90"
"2014","Unauthorized Debit",,"89"
"2017","Warranty","","89"
"2020","Other/Miscellaneous","United States Postal Service","89"
"2019","Other/Miscellaneous","T-Mobile","89"
"2014","Warranty",,"89"
"2013","Unsatisfactory Repair/Service","Comcast","89"
"2021","Internet & Mobile device based transaction","Facebook","89"
"2018","Other/Miscellaneous","DIRECTV","88"
"2020","Other/Miscellaneous","Unknown - Technical Support","88"
"2015","Inadequate Disclosure",,"88"
"2020","Other/Miscellaneous","Wave Division Holdings aka Wave Broadband","88"
"2016","Telemarketing","","88"
"2022","Discrimination","","88"
"2020","Billing Issues","Verizon Wireless","88"
"2021","Discrimination","","88"
"2022","Unauthorized Repair/Service","CareDash","87"
"2021","Internet & Mobile device based transaction","Comcast","87"
"2016","Failure To Deliver/Perform","CenturyLink","87"
"2021","Billing Issues","Verizon Wireless","87"
"2013","Phishing","Phishing","87"
"2017","Other/Miscellaneous","DIRECTV","87"
"2018","Inadequate Disclosure","","86"
"2016","Inadequate Disclosure","Exxon Mobil Corporate Headquarters","86"
"2021","Other/Miscellaneous","Wave Division Holdings aka Wave Broadband","86"
"2018","Other/Miscellaneous","Verizon Wireless","85"
"2021","Failure To Adjust/Refund","Amazon.com","85"
"2014","Phishing",,"85"
"2019","Employment Issue","","85"
"2022","Other/Miscellaneous","Brown Paper Tickets","85"
"2013","Advance Fee Fraud","Advance Fee Fraud/AFF","85"
"2013","Failed communication attempts","","84"
"2015","Employment Issue",,"84"
"2015","Collections - Threatening behavior includes arrest",,"83"
"2016","Internet & Mobile device based transaction","Northwest Territorial Mint","83"
"2016","Advance Fee Fraud","","83"
"2022","Inadequate Disclosure","","83"
"2014","Unsatisfactory Repair/Service","CenturyLink","83"
"2013","Warranty","","83"
"2016","Collection Activity (Fraudulent or mistaken ID)","","82"
"2019","Billing Issues","DIRECTV","82"
"2018","Collection Activity (Fraudulent or mistaken ID)","Unknown - Fraudulent Collection Agency","82"
"2022","Advertising","","82"
"2021","Unsatisfactory Repair/Service","Amazon.com","82"
"2019","Other/Miscellaneous","CHI Franciscan Health Systems","82"
"2020","Inadequate Disclosure","","81"
"2013","Unsatisfactory Repair/Service","T-Mobile","81"
"2018","Collection Practices","","81"
"2013","Foreclosure Issue","Wells Fargo CRA Risk Management","81"
"2021","Other/Miscellaneous","Brown Paper Tickets","81"
"2014","Employment Issue",,"81"
"2020","Failure To Deliver/Perform","Comcast","80"
"2021","Refund Policies","","80"
"2019","Internet & Mobile device based transaction","Comcast","80"
"2020","COVID Mask Compliance","","80"
"2020","Billing Issues","AT&T Mobility","80"
"2020","COVID-19"," Unknown","80"
"2021","Inadequate Disclosure","","80"
"2020","Excessive Price or Charge","","80"
"2018","Other/Miscellaneous","Unknown - Technical Support","80"
"2022","Failure To Adjust/Refund","Amazon.com","80"
"2020","Other/Miscellaneous","Reed Hein & Associates LLC dba Timeshare Exit Team ","79"
"2016","Free to Pay","","79"
"2016","Other/Miscellaneous","Verizon Wireless","79"
"2020","Collection Practices","","79"
"2021","Billing Issues","CenturyLink","79"
"2016","Warranty","","79"
"2019","Billing Issues","AT&T Mobility","79"
"2020","Other/Miscellaneous","Bank of America NA","79"
"2014","Excessive Price or Charge",,"79"
"2017","Billing Issues","DIRECTV","79"
"2021","Eviction Issues","","79"
"2016","Internet & Mobile device based transaction","Expedia","78"
"2017","Charge:Service Not Performed/Product not delivered","","78"
"2021","Other/Miscellaneous","PayPal","78"
"2019","Failure To Adjust/Refund","Amazon.com","78"
"2017","Advertising","Bungie","78"
"2018","Other/Miscellaneous","Sprint Executive Services","78"
"2020","Internet & Mobile device based transaction","eBay","78"
"2020","Not As Ordered","","77"
"2019","Other/Miscellaneous","Verizon Wireless","77"
"2014","Foreclosure Issue","Ocwen Loan Servicing LLC / Ocwen Financial Corporation","77"
"2018","Student Loan Issue","Navient","77"
"2022","Misrepresentation of Terms","","77"
"2018","Warranty","","77"
"2020","Other/Miscellaneous","Microsoft Corporation","77"
"2018","Billing Issues","Sprint Executive Services","76"
"2020","Other/Miscellaneous","Washington State Department of Licensing","76"
"2017","Inadequate Disclosure","","76"
"2021","Collection Practices","","76"
"2019","Phishing","Unknown - Utility Scam","76"
"2014","Failure To Deliver/Perform","The Swanx","76"
"2017","Imposter scam","Unknown - Technical Support","76"
"2015","Warranty",,"76"
"2022","Imposter scam","Unknown - Utility Scam","76"
"2020","Billing Issues","Ziply Fiber fka Frontier Communications","76"
"2014","Billing Issues","DIRECTV","76"
"2013","Charge:Service Not Performed/Product not delivered","","75"
"2022","Other/Miscellaneous","Crystal Mountain","75"
"2015","Billing Issues","AT&T Mobility","75"
"2016","Charge Above Estimate","","75"
"2020","Internet & Mobile device based transaction","Expedia","75"
"2017","Failure To Deliver/Perform","CenturyLink","75"
"2021","Other/Miscellaneous","Reed Hein & Associates LLC dba Timeshare Exit Team","75"
"2016","Employment Issue","","75"
"2016","Excessive Price or Charge","","75"
"2019","Inadequate Disclosure","","75"
"2019","Failure To Deliver/Perform","Comcast","74"
"2022","Other/Miscellaneous","Unknown - Utility Scam","74"
"2021","Other/Miscellaneous","Sears Holdings Management Corporation","73"
"2020","Unauthorized Debit","","73"
"2022","Internet & Mobile device based transaction","CareDash","73"
"2017","Employment Issue","","73"
"2015","Failure To Deliver/Perform","Northwest Territorial Mint","73"
"2018","Other/Miscellaneous","AT&T Mobility","72"
"2022","Failure To Adjust/Refund","Stevens Pass","72"
"2013","Failure To Deliver/Perform","WorldWide Electronics dba Buy TV Today","72"
"2014","Foreclosure Issue","Wells Fargo CRA Risk Management","72"
"2018","Failure To Deliver/Perform","Comcast","72"
"2022","Right To Cancel","","72"
"2021","Advertising","Costco","72"
"2018","Billing Issues","DIRECTV","72"
"2013","Advertising","Labor Standards Compliance Office","71"
"2017","Advance Fee Fraud"," Unknown","71"
"2013","Invoice - misleading or fraudulent","Labor Standards Compliance Office","71"
"2016","Partial Performance","","71"
"2022","Unauthorized Debit","","71"
"2014","Billing Issues","Dish Network","71"
"2018","Billing Issues","AT&T Mobility","71"
"2022","Failure To Deliver/Perform","Reed Hein & Associates LLC dba Timeshare Exit Team","71"
"2020","COVID-19","Alaska Airlines","71"
"2018","Other/Miscellaneous","Bank of America NA","71"
"2018","Billing Issues","Verizon Wireless","71"
"2016","Other/Miscellaneous","Dish Network / Echo Star Dispute Resolution Team","71"
"2015","Unsatisfactory Repair/Service","Amazon.com","71"
"2022","Phishing","","70"
"2021","Other/Miscellaneous","Microsoft Corporation","70"
"2018","Other/Miscellaneous","Sears Holdings Management Corporation","70"
"2022","Service Representation","Stevens Pass","70"
"2020","Other/Miscellaneous","Expedia","70"
"2020","Other/Miscellaneous","Facebook","70"
"2022","Failure To Deliver/Perform","Amazon.com","70"
"2014","Privacy Issues",,"70"
"2021","Refund Policies","Fever Up/Van Gogh: The Immersive Experience","70"
"2017","Collections - Threatening behavior includes arrest","Unknown - Fraudulent Collection Agency","70"
"2020","Other/Miscellaneous","Heather Hills Mobile Home Park","70"
"2018","Advance Fee Fraud"," Unknown","69"
"2019","Advance Fee Fraud"," Unknown","69"
"2019","Billing Issues","Verizon Wireless","69"
"2018","Internet & Mobile device based transaction","Comcast","69"
"2019","Billing Issues","CHI Franciscan Health Systems","69"
"2016","Billing Issues","Ziply Fiber fka Frontier Communications","69"
"2020","Internet & Mobile device based transaction","Comcast","69"
"2021","Not As Ordered","","69"
"2013","Other/Miscellaneous","Inquiry","69"
"2017","Imposter scam","Unknown - Utility Scam","68"
"2021","Other/Miscellaneous","Bank of America NA","68"
"2014","Collection Activity (Fraudulent or mistaken ID)"," Unknown","68"
"2021","Failure To Adjust/Refund","Expedia","68"
"2020","Utilities","Heather Hills Mobile Home Park","68"
"2016","Right To Cancel","Comcast","68"
"2014","Foreclosure Issue","Bank of America NA","68"
"2018","Imposter scam","Unknown - Utility Scam","68"
"2015","Phishing","Phishing","67"
"2020","Landlord Prohibited Acts","Heather Hills Mobile Home Park","67"
"2019","Other/Miscellaneous","Unknown - Utility Scam","67"
"2021","Misrepresentation of product or service","Reed Hein & Associates LLC dba Timeshare Exit Team","67"
"2016","Other/Miscellaneous","Microsoft Corporation","67"
"2017","Other/Miscellaneous","Sprint Executive Services","67"
"2018","Phishing","Unknown - Technical Support","67"
"2020","Internet & Mobile device based transaction","PayPal","67"
"2017","Phishing","Unknown - Utility Scam","67"
"2017","Other/Miscellaneous","AT&T Mobility","67"
"2018","Service Representation","","67"
"2016","Failure To Deliver/Perform","Comcast","66"
"2013","Foreclosure Issue","","66"
"2021","Billing Issues","T-Mobile","66"
"2019","Excessive Price or Charge","","66"
"2017","Internet & Mobile device based transaction"," Unknown","66"
"2014","Failed communication attempts",,"66"
"2013","Right To Cancel","T-Mobile","66"
"2021","Unauthorized Debit","","65"
"2021","Excessive Price or Charge","","65"
"2022","Other/Miscellaneous","Vail Resorts / Stevens Pass","65"
"2020","Failure To Deliver/Perform","CenturyLink","65"
"2015","Billing Issues","DIRECTV","65"
"2017","Excessive Price or Charge","","65"
"2014","Charge Above Estimate",,"65"
"2013","Service Representation","","65"
"2013","Phishing"," Unknown","65"
"2022","Billing Issues","Verizon Wireless","65"
"2016","Questionable Quality Product/Service","CenturyLink","65"
"2019","Other/Miscellaneous","Bank of America NA","64"
"2021","Other/Miscellaneous","eBay","64"
"2021","Charge:Service Not Performed/Product not delivered","Fever Up/Van Gogh: The Immersive Experience","64"
"2020","Non-Fulfillment","Brown Paper Tickets","64"
"2020","Other/Miscellaneous","eBay","64"
"2020","Failure To Deliver/Perform","Reed Hein & Associates LLC dba Timeshare Exit Team","64"
"2013","Refund Policies","","64"
"2014","Refund Policies",,"64"
"2020","Other/Miscellaneous","Google Incorporated","64"
"2020","Other/Miscellaneous","DIRECTV","63"
"2021","Other/Miscellaneous","Home Depot","63"
"2021","Right To Cancel","","63"
"2018","Unauthorized Debit","","63"
"2015","Internet & Mobile device based transaction","Northwest Territorial Mint","63"
"2017","Service Protection Plan Issue","Comcast","63"
"2016","Misrepresentation of Terms","","63"
"2020","Other/Miscellaneous","CHI Franciscan Health Systems","62"
"2018","Alleged criminal activity","","62"
"2020","Phishing","","62"
"2013","Foreclosure Issue","Chase Mortgage Banking Executive Office","62"
"2020","Questionable Quality Product/Service","Amazon.com","62"
"2017","Collection Activity (Fraudulent or mistaken ID)","","62"
"2017","Collection Practices","Navient","62"
"2014","Internet & Mobile device based transaction","T-Mobile","61"
"2017","Telemarketing","","61"
"2021","Internet & Mobile device based transaction","Expedia","61"
"2020","Misrepresentation of Terms","","61"
"2019","Other/Miscellaneous","Sprint Executive Services","61"
