"openedyear","naics","business","id"
"2014","522390-Real Estate Loan Servicing","Wells Fargo CRA Risk Management","101"
"2020","454100-Electronic Shopping & Mail Order Houses","eBay","100"
"2020","441100-Automotive Dealers","","100"
"2017","513320-Telecommunications/Wireless","AT&T Mobility","100"
"2022","993000-Phishing","Unknown - Utility Scam","98"
"2020","514191-Internet service providers/info. services (doesn't","Wave Division Holdings aka Wave Broadband","98"
"2014","233000-General Contracting, building, & developing",,"98"
"2020","920000-Public Administration","Washington State Department of Licensing","97"
"2016","561422-Telemarketing"," Unknown","96"
"2013","990000-Unclassified Establishments","Inquiry","96"
"2013","522110-Commercial Banking","Bank of America NA","96"
"2021","531390-Timeshare exchange services","Reed Hein & Associates LLC dba Timeshare Exit Team","95"
"2019","561440-Collection Agencies","","95"
"2021","514191-Internet service providers/info. services (doesn't","Wave Division Holdings aka Wave Broadband","94"
"2018","441100-Automotive Dealers","","94"
"2017","921190-Government (General)","Washington State Office of the Attorney General","94"
"2013","621300-Offices of Other Health Professionals","","94"
"2022","711300-Promoters of performing arts, sports & similar eve","Brown Paper Tickets","93"
"2016","990000-Unclassified Establishments","Exxon Mobil Corporate Headquarters","93"
"2015","441100-Automotive Dealers",,"92"
"2014","511210-Software Publishers","Microsoft Corporation","92"
"2014","524000-Insurance Carriers & Related Activities",,"92"
"2013","522390-Real Estate Loan Servicing","Wells Fargo CRA Risk Management","91"
"2020","452910-Warehouse Clubs & Superstores","Walmart","90"
"2019","621300-Offices of Other Health Professionals","CHI Franciscan Health Systems","90"
"2018","993000-Phishing","Unknown - Technical Support","90"
"2018","452100-Department Stores","Sears Holdings Management Corporation","90"
"2014","994000-ADAD","Card Services/Credit Card Services/Card Member Services/Card Holder Services/Bankcard Services","90"
"2013","561422-Telemarketing","","90"
"2013","560000-Admin. & support services (office admin., faciliti","DNS Services","90"
"2017","561440-Collection Agencies","Unknown - Fraudulent Collection Agency","89"
"2014","522110-Commercial Banking","Bank of America NA","89"
"2021","484210-Moving Companies","","88"
"2020","511210-Software Publishers","Microsoft Corporation","88"
"2013","513320-Telecommunications/Wireless","Sprint Executive Services","88"
"2018","611000-Educational Services","FBA Stores LLC aka FBA Distributors LLC aka AWS LLC ","87"
"2016","561510-Travel Agents","Expedia","87"
"2015","992000-Advance Fee Fraud",,"87"
"2015","561510-Travel Agents","Expedia","87"
"2013","452100-Department Stores","Sears Holdings Management Corporation","87"
"2022","524000-Insurance Carriers & Related Activities","","86"
"2020","812199-Dating Clubs and Social Networking","Facebook","86"
"2020","453000-Misc. Stores (incl. florists, office supplies, gif","","86"
"2019","541100-Legal Services- Attorneys","","86"
"2019","560000-Admin. & support services (office admin., faciliti","","86"
"2015","522110-Commercial Banking","Bank of America NA","86"
"2019","990000-Unclassified Establishments","","85"
"2018","561440-Collection Agencies","","85"
"2016","513320-Telecommunications/Wireless","AT&T Mobility","85"
"2016","921190-Government (General)","","84"
"2016","524000-Insurance Carriers & Related Activities","","84"
"2015","513320-Telecommunications/Wireless","Sprint Executive Services","84"
"2014","513320-Telecommunications/Wireless","Sprint Executive Services","84"
"2021","524000-Insurance Carriers & Related Activities","","83"
"2016","560000-Admin. & support services (office admin., faciliti","","83"
"2014","454100-Electronic Shopping & Mail Order Houses","The Swanx","83"
"2013","992000-Advance Fee Fraud","Advance Fee Fraud/AFF","83"
"2013","993000-Phishing","Phishing","83"
"2015","524000-Insurance Carriers & Related Activities",,"82"
"2013","233000-General Contracting, building, & developing","","82"
"2021","522320-Financial Transaction Processing","PayPal","81"
"2020","713990-Amusement & Recreational Industries","","81"
"2019","513320-Telecommunications/Wireless","Sprint Executive Services","81"
"2017","722000-Restaurants and Bars","","81"
"2014","541100-Legal Services- Attorneys",,"81"
"2022","722000-Restaurants and Bars","","80"
"2022","721100-Travel Accomodations","","80"
"2018","522291-Consumer Lending (includes Payday Lenders)","Navient","80"
"2021","511210-Software Publishers","Microsoft Corporation","79"
"2021","522110-Commercial Banking","Bank of America NA","79"
"2020","481000-Air Transportation","Alaska Airlines","79"
"2018","561510-Travel Agents","Expedia","79"
"2013","522390-Real Estate Loan Servicing","","79"
"2021","453000-Misc. Stores (incl. florists, office supplies, gif","","78"
"2021","541100-Legal Services- Attorneys","","78"
"2016","522291-Consumer Lending (includes Payday Lenders)","","78"
"2016","513320-Telecommunications/Wireless","Sprint Executive Services","78"
"2013","453000-Misc. Stores (incl. florists, office supplies, gif","","78"
"2020","560000-Admin. & support services (office admin., faciliti","Jpay Inmate Services","77"
"2020","452000-General Merchandise Stores","Fred Meyer","77"
"2019","441100-Automotive Dealers","","77"
"2019","524000-Insurance Carriers & Related Activities","","77"
"2018","722000-Restaurants and Bars","","77"
"2016","522110-Commercial Banking","Bank of America NA","77"
"2013","522390-Real Estate Loan Servicing","Chase Mortgage Banking Executive Office","77"
"2018","524000-Insurance Carriers & Related Activities","","76"
"2018","561440-Collection Agencies","Unknown - Fraudulent Collection Agency","76"
"2017","993000-Phishing","Unknown - Utility Scam","76"
"2015","233000-General Contracting, building, & developing",,"76"
"2015","454100-Electronic Shopping & Mail Order Houses","Northwest Territorial Mint","76"
"2015","513310-Wired Telecommunications Carriers","Frontier Communications","76"
"2013","522390-Real Estate Loan Servicing","PHH Mortgage fka Ocwen Loan Servicing LLC","76"
"2013","994000-ADAD","Medical Alert / Medic Alert","76"
"2021","452100-Department Stores","Sears Holdings Management Corporation","75"
"2020","522390-Real Estate Loan Servicing","Bank of America NA","75"
"2020","721100-Travel Accomodations","","75"
"2020","445110-Supermarkets","Safeway","75"
"2015","522291-Consumer Lending (includes Payday Lenders)",,"75"
"2013","513200-Cable Networks & Program Distribution","Dish Network","75"
"2017","511210-Software Publishers","Microsoft Corporation","74"
"2013","560000-Admin. & support services (office admin., faciliti","Labor Standards Compliance Office","74"
"2021","721100-Travel Accomodations","","73"
"2021","920000-Public Administration","","73"
"2020","518112-Internet Search Engines","Google Incorporated","73"
"2020","561440-Collection Agencies","","73"
"2018","522390-Real Estate Loan Servicing","Bank of America NA","73"
"2015","621300-Offices of Other Health Professionals",,"73"
"2017","514191-Internet service providers/info. services (doesn't","CenturyLink","72"
"2015","452100-Department Stores","Sears Holdings Management Corporation","72"
"2022","713990-Amusement & Recreational Industries","Crystal Mountain","71"
"2021","993000-Phishing"," Unknown","71"
"2020","621300-Offices of Other Health Professionals","","71"
"2017","452100-Department Stores","Sears Holdings Management Corporation","71"
"2017","524000-Insurance Carriers & Related Activities","","71"
"2016","811212-Computer & office machine system repair & maintena","iYogi","71"
"2014","993000-Phishing",,"71"
"2013","524000-Insurance Carriers & Related Activities","","71"
"2020","531190-MHU Use Only - MH landlord","Heather Hills Mobile Home Park","70"
"2020","513200-Cable Networks & Program Distribution","DIRECTV","70"
"2020","444000-Building materials (incl. plumbing stores), garden","Home Depot","70"
"2020","541100-Legal Services- Attorneys","","70"
"2016","452100-Department Stores","Sears Holdings Management Corporation","70"
"2013","443000-Electronics/appliance stores","WorldWide Electronics dba Buy TV Today","70"
"2013","541920-Photographic Services","Getty Images","70"
"2020","920000-Public Administration","","69"
"2020","993000-Phishing"," Unknown","69"
"2013","522291-Consumer Lending (includes Payday Lenders)","","69"
"2021","454100-Electronic Shopping & Mail Order Houses","eBay","68"
"2020","524000-Insurance Carriers & Related Activities","","68"
"2020","452100-Department Stores","Sears Holdings Management Corporation","68"
"2019","993000-Phishing","Unknown - Utility Scam","68"
"2018","561422-Telemarketing"," Unknown","68"
"2018","454100-Electronic Shopping & Mail Order Houses","Zaycon Foods LLC dba Zaycon Fresh","68"
"2015","541100-Legal Services- Attorneys",,"68"
"2014","721100-Travel Accomodations",,"68"
"2014","561422-Telemarketing","CALLERID4U, Inc","68"
"2013","511210-Software Publishers","Microsoft Corporation","68"
"2021","444000-Building materials (incl. plumbing stores), garden","Home Depot","67"
"2014","522390-Real Estate Loan Servicing","Bank of America NA","67"
"2014","921190-Government (General)",,"67"
"2020","454100-Electronic Shopping & Mail Order Houses","StubHub Inc","66"
"2019","561510-Travel Agents","Expedia","66"
"2018","541100-Legal Services- Attorneys","","66"
"2017","621300-Offices of Other Health Professionals","CHI Franciscan Health Systems","66"
"2017","992000-Advance Fee Fraud"," Unknown","66"
"2015","993000-Phishing","Phishing","66"
"2015","813219-Charities, Grantmaking, Civic & Giving Services",,"66"
"2014","561422-Telemarketing",,"66"
"2013","115210-Breeders, Stables and Livestock Boarding","Olympic Animal Sanctuary","66"
"2016","511210-Software Publishers","","65"
"2015","990000-Unclassified Establishments"," Unknown","65"
"2015","511000-Publishing Industries",,"65"
"2015","921190-Government (General)",,"65"
"2014","522390-Real Estate Loan Servicing","Mr. Cooper fka Nationstar Mortgage","65"
"2014","522291-Consumer Lending (includes Payday Lenders)",,"65"
"2013","993000-Phishing","","65"
"2021","531190-MHU Use Only - MH landlord","","64"
"2015","522390-Real Estate Loan Servicing","Ocwen Loan Servicing LLC / Ocwen Financial Corporation","64"
"2020","611000-Educational Services","","63"
"2019","999000-Tech Support Scam","Unknown - Technical Support","63"
"2018","511210-Software Publishers","Microsoft Corporation","63"
"2015","921190-Government (General)","Washington Healthcare Exchange/Washington Healthplan Finder/Washington Health Benefit Exchange","63"
"2014","813219-Charities, Grantmaking, Civic & Giving Services",,"63"
"2020","621300-Offices of Other Health Professionals","CHI Franciscan Health Systems","62"
"2019","522390-Real Estate Loan Servicing","Bank of America NA","62"
"2019","813900-Business, professional, labor, political & other organizations including PACs","The Freedom Foundation/OptOutToday.com","62"
"2019","453000-Misc. Stores (incl. florists, office supplies, gif","","62"
"2017","541100-Legal Services- Attorneys","","62"
"2015","453000-Misc. Stores (incl. florists, office supplies, gif",,"62"
"2014","621300-Offices of Other Health Professionals",,"62"
"2022","531200-Real Estate Agents & Agencies","","61"
"2021","561440-Collection Agencies","","61"
"2018","560000-Admin. & support services (office admin., faciliti","","61"
"2017","561510-Travel Agents","Expedia","61"
"2017","513200-Cable Networks & Program Distribution","Dish Network","61"
"2016","813219-Charities, Grantmaking, Civic & Giving Services","","61"
"2016","541100-Legal Services- Attorneys","","61"
"2022","713990-Amusement & Recreational Industries","Vail Resorts / Stevens Pass","60"
"2021","713940-Fitness & Recreational Industries","","60"
"2021","993000-Phishing","","60"
"2018","531200-Real Estate Agents & Agencies","","60"
"2016","621100-Office of Physicians","","60"
"2015","722000-Restaurants and Bars",,"60"
"2014","611000-Educational Services",,"60"
"2022","541100-Legal Services- Attorneys","","59"
"2022","561440-Collection Agencies","","59"
"2021","621100-Office of Physicians","","59"
"2020","920000-Public Administration","Washington State Governor","59"
"2020","513320-Telecommunications/Wireless","Sprint Executive Services","59"
"2019","721100-Travel Accomodations","","59"
"2014","522390-Real Estate Loan Servicing",,"59"
"2013","560000-Admin. & support services (office admin., faciliti","","59"
"2022","560000-Admin. & support services (office admin., faciliti","","58"
"2021","518112-Internet Search Engines","Google Incorporated","58"
"2021","611000-Educational Services","","58"
"2020","813219-Charities, Grantmaking, Civic & Giving Services","","58"
"2019","621100-Office of Physicians","","58"
"2019","511210-Software Publishers","Microsoft Corporation","58"
"2018","621300-Offices of Other Health Professionals","CHI Franciscan Health Systems","58"
"2016","621300-Offices of Other Health Professionals","","58"
"2015","713990-Amusement & Recreational Industries",,"58"
"2013","561450-Credit Bureaus","Equifax Office of Consumer Affairs","58"
"2022","522291-Consumer Lending (includes Payday Lenders)","Navient","57"
"2021","522320-Financial Transaction Processing","","57"
"2020","920000-Public Administration","Washington State Office of the Attorney General","57"
"2019","621300-Offices of Other Health Professionals","","57"
"2019","920000-Public Administration","","57"
"2016","992000-Advance Fee Fraud","","57"
"2015","993000-Phishing","Tech Support Scam","57"
"2014","513310-Wired Telecommunications Carriers","Frontier Communications","57"
"2013","522390-Real Estate Loan Servicing","Nationstar Mortgage, LLC/ Mr Cooper ","57"
"2013","511140-Database & Directory Publishers","","57"
"2021","531200-Real Estate Agents & Agencies","","56"
"2020","452910-Warehouse Clubs & Superstores","Costco","56"
"2019","518112-Internet Search Engines","Google Incorporated","56"
"2017","621100-Office of Physicians","","56"
"2017","621300-Offices of Other Health Professionals","","56"
"2015","522390-Real Estate Loan Servicing","Wells Fargo CRA Risk Management","56"
"2014","921190-Government (General)","Washington Healthcare Exchange/Washington Healthplan Finder/Washington Health Benefit Exchange","56"
"2022","518112-Internet Search Engines","Google Incorporated","55"
"2020","560000-Admin. & support services (office admin., faciliti","Vital Records Direct SL dba VitalrecordsCertificates.com/Your Vital Records","55"
"2020","561510-Travel Agents","JustFly.com","55"
"2019","722000-Restaurants and Bars","","55"
"2017","221100-Electric Power Generation, Transmission & Distribu","Puget Sound Energy","55"
"2016","522390-Real Estate Loan Servicing","Wells Fargo CRA Risk Management","55"
"2015","561422-Telemarketing",,"55"
"2014","993000-Phishing"," Unknown","55"
"2014","522390-Real Estate Loan Servicing","Ditech Financial LLC fka Green Tree Servicing","55"
"2014","990000-Unclassified Establishments","Inquiry","55"
"2013","511000-Publishing Industries","","55"
"2022","920000-Public Administration","","54"
"2019","452100-Department Stores","Sears Holdings Management Corporation","54"
"2017","560000-Admin. & support services (office admin., faciliti","","54"
"2016","722000-Restaurants and Bars","","54"
"2013","522320-Financial Transaction Processing","Wells Fargo CRA Risk Management","54"
"2022","522320-Financial Transaction Processing","","53"
"2021","522320-Financial Transaction Processing","Bittrex","53"
"2021","452910-Warehouse Clubs & Superstores","Walmart","53"
"2019","514191-Internet service providers/info. services (doesn't","Wave Division Holdings aka Wave Broadband","53"
"2019","531190-MHU Use Only - MH landlord","","53"
"2018","453000-Misc. Stores (incl. florists, office supplies, gif","","53"
"2017","522320-Financial Transaction Processing","PayPal","53"
"2015","560000-Admin. & support services (office admin., faciliti",,"53"
"2015","621100-Office of Physicians",,"53"
"2014","722000-Restaurants and Bars",,"53"
"2014","531390-Timeshare exchange services",,"53"
"2022","484210-Moving Companies","","52"
"2022","999000-Tech Support Scam","Unknown - Technical Support","52"
"2022","621100-Office of Physicians","","52"
"2021","444000-Building materials (incl. plumbing stores), garden","Lowe's Home Improvement","52"
"2020","621100-Office of Physicians","","52"
"2019","334111-Computer Manufacturing","Apple Inc","52"
"2019","522390-Real Estate Loan Servicing","Wells Fargo CRA Risk Management","52"
"2019","621200-Offices of Dentists","","52"
"2018","484210-Moving Companies","","52"
"2018","721100-Travel Accomodations","","52"
"2018","621100-Office of Physicians","","52"
"2017","531200-Real Estate Agents & Agencies","","52"
"2017","611000-Educational Services","","52"
"2017","811212-Computer & office machine system repair & maintena","","52"
"2015","994000-ADAD","Card Services/Credit Card Services/Card Member Services/Card Holder Services/Bankcard Services","52"
"2014","531190-MHU Use Only - MH landlord",,"52"
"2013","511140-Database & Directory Publishers","Local Business Yellow Pages","52"
"2013","722000-Restaurants and Bars","","52"
"2022","513320-Telecommunications/Wireless","AT&T Mobility","51"
"2022","522291-Consumer Lending (includes Payday Lenders)","","51"
"2022","522320-Financial Transaction Processing","PayPal","51"
"2019","561450-Credit Bureaus","Equifax Office of Consumer Affairs","51"
"2019","454100-Electronic Shopping & Mail Order Houses","LuLaRoe","51"
"2019","531190-MHU Use Only - MH landlord","Cascade Park Village","51"
"2018","531190-MHU Use Only - MH landlord","","51"
"2016","992000-Advance Fee Fraud"," Unknown","51"
"2015","522390-Real Estate Loan Servicing","Mr. Cooper fka Nationstar Mortgage","51"
"2014","621200-Offices of Dentists",,"51"
"2014","511000-Publishing Industries",,"51"
"2013","531190-MHU Use Only - MH landlord","","51"
"2013","451000-Sporting Goods, Hobby, Book & Music Stores","","51"
