"id","report_number","origin","filer_id","filer_name","type","funding_source_id","funding_source","filing_period","receipt_date","employer_id","employer_name","compensation","sub_lobbyist_compensation","net_compensation","personal_expenses","entertainment","contributions","advertising","political_ads","other","total_expenses","net_total","employment_registration_id","employment_type","contractor_id","contractor_name","url"
"93476-50416","93476","FE","26001","BMcConsulting","Employer","50416","ACTION DD (GOVERNMENT RELATIONS SERVICES*)","2022-06-01T00:00:00.000","2022-07-01T00:00:00.000","27525","ACTION DD","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","50416","Subcontract","17589","GOVERNMENT RELATIONS SERVICES*","View report (https://accesshub.pdc.wa.gov/node/93476)"
"93476-52627","93476","FE","26001","BMcConsulting","Employer","52627","Sourcewell (DOTY & ASSOC INC*)","2022-06-01T00:00:00.000","2022-07-01T00:00:00.000","52067","Sourcewell","1750.00","0.00","1750.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1750.00","52627","Subcontract","17496","DOTY & ASSOC INC*","View report (https://accesshub.pdc.wa.gov/node/93476)"
"93476-59587","93476","FE","26001","BMcConsulting","Employer","59587","Kitsap Mental Health Services (DOTY & ASSOC INC*)","2022-06-01T00:00:00.000","2022-07-01T00:00:00.000","59568","Kitsap Mental Health Services","750.00","0.00","750.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","750.00","59587","Subcontract","17496","DOTY & ASSOC INC*","View report (https://accesshub.pdc.wa.gov/node/93476)"
"93476-73930","93476","FE","26001","BMcConsulting","Employer","73930","CENTURYLINK (DOTY & ASSOC INC*)","2022-06-01T00:00:00.000","2022-07-01T00:00:00.000","16244","CENTURYLINK","3000.00","0.00","3000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3000.00","73930","Subcontract","17496","DOTY & ASSOC INC*","View report (https://accesshub.pdc.wa.gov/node/93476)"
"93476-80008","93476","FE","26001","BMcConsulting","Employer","80008","ACTION DD (DOTY & ASSOC INC*)","2022-06-01T00:00:00.000","2022-07-01T00:00:00.000","27525","ACTION DD","1500.00","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1500.00","80008","Subcontract","17496","DOTY & ASSOC INC*","View report (https://accesshub.pdc.wa.gov/node/93476)"
"93476-83374","93476","FE","26001","BMcConsulting","Employer","83374","CCD Black Diamond Partners LLC (DOTY & ASSOC INC*)","2022-06-01T00:00:00.000","2022-07-01T00:00:00.000","30757","CCD Black Diamond Partners LLC","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","83374","Subcontract","17496","DOTY & ASSOC INC*","View report (https://accesshub.pdc.wa.gov/node/93476)"
"93476-83375","93476","FE","26001","BMcConsulting","Employer","83375","ENTERPRISE HOLDINGS LLC (DOTY & ASSOC INC*)","2022-06-01T00:00:00.000","2022-07-01T00:00:00.000","16396","ENTERPRISE HOLDINGS LLC","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","83375","Subcontract","17496","DOTY & ASSOC INC*","View report (https://accesshub.pdc.wa.gov/node/93476)"
"93476-26001","93476","FE","26001","BMcConsulting","Lobbyist","26001","BMcConsulting (Self)","2022-06-01T00:00:00.000","2022-07-01T00:00:00.000","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","View report (https://accesshub.pdc.wa.gov/node/93476)"
"93478-50912","93478","FE","50911","Leah Missik","Employer","50912","CLIMATE SOLUTIONS","2022-06-01T00:00:00.000","2022-07-01T00:00:00.000","16327","CLIMATE SOLUTIONS","279.30","0.00","279.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","279.30","50912","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93478)"
"93478-50911","93478","FE","50911","Leah Missik","Lobbyist","50911","Leah Missik (Self)","2022-06-01T00:00:00.000","2022-07-01T00:00:00.000","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","View report (https://accesshub.pdc.wa.gov/node/93478)"
"92907-50372","92907","FE","50371","Tom Wolf","Employer","50372","BP AMERICA INC","2022-05-01T00:00:00.000","2022-07-01T00:00:00.000","16139","BP AMERICA INC","2200.00","0.00","2200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2200.00","50372","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92907)"
"92907-50371","92907","FE","50371","Tom Wolf","Lobbyist","50371","Tom Wolf (Self)","2022-05-01T00:00:00.000","2022-07-01T00:00:00.000","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","View report (https://accesshub.pdc.wa.gov/node/92907)"
"93482-76838","93482","FE","76837","Eileen Graham","Employer","76838","TREEHOUSE","2022-05-01T00:00:00.000","2022-07-01T00:00:00.000","16992","TREEHOUSE","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","76838","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93482)"
"93482-76837","93482","FE","76837","Eileen Graham","Lobbyist","76837","Eileen Graham (Self)","2022-05-01T00:00:00.000","2022-07-01T00:00:00.000","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","View report (https://accesshub.pdc.wa.gov/node/93482)"
