"objectid","anchorname","bldgnbr","predir","suffdir","caicat","bbservice","publicwifi","url","transtech","fullfipsid","caiid","subscrbdow","subsrbup","datasource","bb_provide","district","updatedby","updatetitl","updatephon","updateemai","updateorg","county","location_1"
"1628","CENTRAL KITSAP FIRE AND RESCUE STATION 41 - MEADOWDALE","7600",,"Northeast","4","N",,,"-999","530350916001008",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,"Dave Tucker","CAptain","360 731 3830","dtucker@ckfr.org","Central Litsap Fire & Rescue","KITSAP","7600 OLD MILITARY ROAD NORTHEAST
BREMERTON, WA 98311
(47.632837838, -122.636857646)"
"1605","KING COUNTY SHERIFF'S OFFICE - BURIEN STATION","14905",,"Southwest","4","U",,,"-999","530330279001024",,,,"HSIP Freedom- 2007_11_09_WA_LawEnforcementQ407.shp",,,,,,,,"KING","14905 6TH AVENUE SOUTHWEST
BURIEN, WA 98166
(47.469297337, -122.342281746)"
"1020","YWCA - Alvirita Little Center á",,,,"7","U",,,"-999","530330088002002",,,,"CTC/Betty Buckley",,,,,,,,"KING","708 Martin Luther King, Jr. Way á
Seattle, WA 98122
(47.608340029, -122.29587464)"
"140","MASON COUNTY FIRE PROTECTION DISTRICT 9 STATION 1","2320","West",,"4","U",,,"-999","530459602002046",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"MASON","2320 WEST SKOKOMISH VALLEY ROAD
SHELTON, WA 98584
(47.316525062, -123.213984776)"
"630","Toutle Lake Elementary","5050",,,"1","Y",,,"-999","530150018002094","530903002069","8",,"K-12 data from Joy Paulus",,"Toutle Lake School District 08-130",,,,,,"COWLITZ","5050 Spirit Lake Hwy
N/A, WA 98649
(46.323617091, -122.738360976)"
"1499","FEMA REGION 10 REGIONAL OPERATIONS CENTER","130",,"Southwest","4","U",,,"-999","530610519173000",,,,"HSIP Freedom - 2007_07_23_WA_EOC.shp",,,,,,,,"SNOHOMISH","130 228TH STREET SOUTHWEST
BOTHELL, WA 98021
(47.790792148, -122.236222472)"
"455","Capital High School","2707",,"Northwest","1","Y",,,"50","530670106002010","530618000923","10","10","K-12 data from Joy Paulus","Comcast","Olympia School District 34-111","Don Laurance","Program Administrator","360-464-6793","dlaurance@esd113.k12.wa.us","ESD 113","THURSTON","2707 CONGER AVE NW
Olympia, WA 98502
(47.051586067, -122.93466379)"
"1138","Central Washington University - Lynnwood","6600","Southwest",,"5","Y",,,"30","530610515002001",,"6","6","GIS-Joy Paulus, attributes-Doug Mah","Qwest",,,,,,,"SNOHOMISH","6600 SW 196th St
Lynnwood, WA 98036
(47.821282152, -122.323099764)"
"1234","SNOHOMISH COUNTY FIRE DISTRICT 18 STATION 91","26828",,"Northeast","4","U",,,"-999","530610534001023",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"SNOHOMISH","26828 STATE ROUTE 9 NORTHEAST
ARLINGTON, WA 98223
(48.239739376, -122.159726657)"
"450","South Puget Intertribal Planning Agency - Shoalwalter","2373",,,"1","Y",,,"30","530499503002174",,"4","4","GIS-Joy Paulus, attributes-Doug Mah","Qwest",,,,,,,"PACIFIC","2373 Old Tokeland Road
Tokeland, WA 98590
(46.711117972, -123.995836317)"
"842","Sequim School District","301",,,"1","Y",,,"50","530090020002015",,"7","7","GIS-Joy Paulus, attributes-Doug Mah","Qwest",,"Jim Shipman","Network Technician","360-782-5011","jimship@oesd.wednet.edu","OESD 114","CLALLAM","301 Hendrickson Rd.
Sequim, WA 98382
(48.086854686, -123.109647774)"
"4654","Dayton City Hall","111","South",,"6","U",,,"-999","530139602002066",,,,"ACCIS-City",,,,,,,,"COLUMBIA","111 S First
Dayton, WA 99328
(46.319746544, -117.980729602)"
"324","SOUTH KITSAP FIRE AND RESCUE STATION 7","7651",,,"4","N",,,"-999","530350929012008",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,"Allen Hill","IT Manager","360-731-8611","ahill@skfr.org","South Kitsap Fire Rescue","KITSAP","7651 SYLVAN STREET
PORT ORCHARD, WA 98367
(47.428411754, -122.754617269)"
"1200","WOODINVILLE FIRE AND LIFE SAFETY DISTRICT STATION 35","17825",,"Northeast","4","U",,,"-999","530330323071018",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"KING","17825 AVONDALE ROAD NORTHEAST
WOODINVILLE, WA 98077
(47.757972792, -122.0803757)"
"695","CLALLAM COUNTY FIRE PROTECTION DISTRICT 4 STATION 2","55922",,,"4","U",,,"-999","530090006003051",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"CLALLAM","55922 STATE HIGHWAY 112
PORT ANGELES, WA 98363
(48.117542183, -123.634165441)"
"1468","MERCER ISLAND POLICE DEPARTMENT","9611","Southeast",,"4","U",,,"-999","530330244001036",,,,"HSIP Freedom- 2007_11_09_WA_LawEnforcementQ407.shp",,,,,,,,"KING","9611 SOUTHEAST 36TH STREET
MERCER ISLAND, WA 98040
(47.577676097, -122.210211732)"
"1303","CITY OF LYNNWOOD FIRE DEPARTMENT STATION 15 - CIVIC CENTER FIRE STATION","18800",,"West","4","U",,,"-999","530610517012008",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"SNOHOMISH","18800 44TH AVENUE WEST
LYNNWOOD, WA 98036
(47.827752283, -122.292973478)"
"616","Woodland High School","757",,,"1","Y",,,"-999","530150015024005","531005001682","9",,"K-12 data from Joy Paulus",,"Woodland School District 08-404",,,,,,"COWLITZ","757 Park
Woodland, WA 98674
(45.903489925, -122.748023939)"
"978","Washington Assistive Technology Foundation",,,,"7","U",,,"-999","530330093002007",,,,"CTC/Betty Buckley",,,,,,,,"KING","100 S King St, Ste 280
Seattle, WA 98104
(47.598572991, -122.33379467)"
"1267","SKAGIT COUNTY FIRE PROTECTION DISTRICT 3 STATION 1 - CONWAY","21020",,,"4","U",,,"-999","530579527003037",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"SKAGIT","21020 GREENFIELD STREET
MOUNT VERNON, WA 98273
(48.340930875, -122.346808693)"
"9","SOCK-Save Our County's Kids",,,,"7","U",,,"-999","530459608003049",,,,"CTC/Betty Buckley",,,,,,,,"MASON","PO Box 1013
Shelton, WA 98584
(47.214122814, -123.106061283)"
"1624","SNOHOMISH COUNTY AIRPORT PAINE FIELD FIRE DEPARTMENT","3601",,"Southwest","4","U",,,"-999","530610419011004",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"SNOHOMISH","3601 109TH STREET SOUTHWEST
EVERETT, WA 98204
(47.899186506, -122.282122378)"
"1044","Evergreen Children's Association","2631","Northwest",,"7","U",,,"-999","530330032002004",,,,"CTC/Betty Buckley",,,,,,,,"KING","2631 NW 62nd Street
Seattle, WA 98107
(47.673779102, -122.390611429)"
"757","CLALLAM COUNTY EMERGENCY MANAGEMENT",,,,"4","U",,,"-999","530090010002001",,,,"HSIP Freedom - 2007_07_23_WA_EOC.shp",,,,,,,,"CLALLAM","223 E 4TH ST, STE 6
PORT ANGELES, WA 98362
(48.115378468, -123.432521521)"
"884","Island County EDC","180","Northwest",,"7","Y",,,"40","530299710001028",,"5","4",,"Comcast",,"Ron Nelson","Assistant","(360) 678-6889","icedc@whidbey.net","Island County EDC","ISLAND","180 NW Coveland
Coupeville, WA 98239
(48.220412659, -122.689332447)"
"110","PIERCE COUNTY FIRE PROTECTION DISTRICT 16 STATION 6","901",,,"4","U",,,"-999","530530726023036",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"PIERCE","901 YEW BOULEVARD
LAKEBAY, WA 98349
(47.266070781, -122.835691794)"
"1495","KING COUNTY SHERIFF'S OFFICE","516",,,"4","U",,,"-999","530330081002045",,,,"HSIP Freedom- 2007_11_09_WA_LawEnforcementQ407.shp",,,,,,,,"KING","516 THIRD AVENUE
SEATTLE, WA 98104
(47.602121087, -122.330231981)"
"624","Mint Valley Elementary","2745",,,"1","U",,,"-999","530150007043000","530447000704",,,"K-12 data from Joy Paulus",,"Longview School District 08-122",,,,,,"COWLITZ","2745 38th Avenue
Longview, WA 98632
(46.164749826, -122.973817301)"
"476","Woodland Elementary","4630",,"Southeast","1","Y",,,"30","530670116103022","530585001857","7","7","K-12 data from Joy Paulus","Qwest","North Thurston School District 34-003","Chris Cooley","Network Administrator","360-412-4477","ccooley@nthurston.k12.wa.us","North Thurston Public Schools","THURSTON","4630 Carpenter Rd SE
Lacey, WA 98503
(47.005266944, -122.780353179)"
"542","Adna School District","121",,,"1","Y",,,"50","530419701001045","530006000013","7","7","GIS-Joy Paulus, attributes-Doug Mah","Qwest",,"Don Laurance","Program Administrator","360-464-6793","dlaurance@esd113.k12.wa.us","ESD 113","LEWIS","121 Adna School Road
Chehalis, WA 98532
(46.628610095, -123.056519)"
"1315","MARYSVILLE FIRE DISTRICT STATION 61 - HEADQUARTERS","1635",,,"4","U",,,"-999","530610529053006",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"SNOHOMISH","1635 GROVE STREET
MARYSVILLE, WA 98270
(48.06184492, -122.173586046)"
"229","COSMOPOLIS POLICE DEPARTMENT","1312",,,"4","U",,,"-999","530270009005016",,,,"HSIP Freedom- 2007_11_09_WA_LawEnforcementQ407.shp",,,,,,,,"GRAYS HARBOR","1312 FIRST STREET
COSMOPOLIS, WA 98537
(46.954733831, -123.770252656)"
"701","JEFFERSON COUNTY FIRE PROTECTION DISTRICT 1 - EAST JEFFERSON FIRE AND RESCUE STATION 62","35",,,"4","U",,,"-999","530319505001042",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"JEFFERSON","35 CRITTER LANE
PORT TOWNSEND, WA 98368
(48.102725349, -122.825649279)"
"1591","Renton Technical College","3000","Northeast",,"5","Y",,,"50","530330254001024",,"9","9","GIS-Joy Paulus, attributes-Doug Mah","Qwest",,,,,,,"KING","3000 NE 4th St
Renton, WA 98056
(47.48841926, -122.178736053)"
"777","NEAH BAY PUBLIC SAFETY","290",,,"4","U",,,"-999","530099400001001",,,,"HSIP Freedom- 2007_11_09_WA_LawEnforcementQ407.shp",,,,,,,,"CLALLAM","290 3RD AVENUE
NEAH BAY, WA 98357
(48.366825428, -124.62604096)"
"1035","Chancery Place á",,,,"7","U",,,"-999","530330083001010",,,,"CTC/Betty Buckley",,,,,,,,"KING","910 Marion St, #1306
Seattle, WA 98104
(47.608046261, -122.326586107)"
"1356","WHATCOM COUNTY FIRE PROTECTION DISTRICT 21 - NORTH WHATCOM FIRE AND RESCUE STATION 70 - WISER LAKE","633","East",,"4","U",,,"-999","530730107011025",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"WHATCOM","633 EAST WISER LAKE ROAD
LYNDEN, WA 98264
(48.909414045, -122.456908933)"
"137","THURSTON COUNTY FIRE PROTECTION DISTRICT 13 - GRIFFIN FIRE DEPARTMENT STATION 1 - HEADQUARTERS","3707",,"Northwest","4","U",,,"-999","530670119005027",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"THURSTON","3707 STEAMBOAT LOOP NORTHWEST
OLYMPIA, WA 98502
(47.085330041, -123.01593183)"
"908","EVERGREEN HOSPITAL MEDICAL CENTER","12040","Northeast",,"3","Y",,,"50","530330219031017",,"8","8",,"Level 3 Communications, LLC",,"Greg Dinehart",,,,"Evergreen Hospital","KING","12040 NORTHEAST 128TH STREET
KIRKLAND, WA 98034
(47.715779549, -122.179030262)"
"967","Tigrean Community Association á","1901",,,"7","U",,,"-999","530330090002000",,,,"CTC/Betty Buckley",,,,,,,,"KING","1901 YESLER WAY #3 á
Seattle, WA 98122
(47.60162097, -122.307618262)"
"298","Toledo City Hall","130","North",,"6","U",,,"-999","530419716001051",,,,"ACCIS-City",,,,,,,,"LEWIS","130 N Second St
Toledo, WA 98591
(46.439526992, -122.846238863)"
"362","SOUTH BEND POLICE DEPARTMENT","1102","West",,"4","U",,,"-999","530499503002099",,,,"HSIP Freedom- 2007_11_09_WA_LawEnforcementQ407.shp",,,,,,,,"PACIFIC","1102 WEST 1ST STREET
SOUTH BEND, WA 98586
(46.665361153, -123.812697108)"
"1426","WESTERN WASHINGTON UNIVERSITY POLICE DEPARTMENT","2001",,,"4","U",,,"-999","530730010001008",,,,"HSIP Freedom- 2007_11_09_WA_LawEnforcementQ407.shp",,,,,,,,"WHATCOM","2001 BILL MCDONALD PARKWAY
BELLINGHAM, WA 98225
(48.727435829, -122.489917258)"
"1336","SKAGIT COUNTY FIRE PROTECTION DISTRICT 12 - BAY VIEW FIRE DEPARTMENT","12587",,,"4","U",,,"-999","530579519001014",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"SKAGIT","12587 C STREET
MOUNT VERNON, WA 98273
(48.48556453, -122.474613536)"
"404","Harbor High School","300","North",,"1","Y",,,"50","530270012005012","530003000002","11","11","K-12 data from Joy Paulus","CenturyLink","Aberdeen School District 14-005","Mike Williams","Technology Director","360-538-2036","mwilliams@asd5.org","Aberdeen School District","GRAYS HARBOR","300 N. Williams
Aberdeen, WA 98520
(46.971491668, -123.83238146)"
"986","Low Income Housing Institute - Aki Kurose Village á","11506",,"North","7","U",,,"-999","530330006004018",,,,"CTC/Betty Buckley",,,,,,,,"KING","11506 Stone Ave North á
Seattle, WA 98133
(47.712405177, -122.342044869)"
"1453","MOUNTLAKE TERRACE POLICE DEPARTMENT","5906",,"Southwest","4","U",,,"-999","530610511002007",,,,"HSIP Freedom- 2007_11_09_WA_LawEnforcementQ407.shp",,,,,,,,"SNOHOMISH","5906 232ND STREET SW
MOUNTLAKE TERRACE, WA 98043
(47.788170395, -122.312849999)"
"4","WOODLAND POLICE DEPARTMENT","100",,,"4","Y",,,"50","530150015024029",,,,"HSIP Freedom- 2007_11_09_WA_LawEnforcementQ407.shp","Cascade Networks, Inc.",,"Rob Stephenson","Chief","3602256965","stephensonr@woodlandpd.org","Woodland Police","COWLITZ","100 DAVIDSON AVENUE
WOODLAND, WA 98674
(45.900983001, -122.747032083)"
"1175","KING COUNTY FIRE PROTECTION DISTRICT 45 STATION 66 - HEADQUARTERS","15600",,"Northeast","4","Y",,,"30","530330324013025",,"4","3","HSIP Freedom - 2008_09_19_WA_FireStations.shp","Verizon",,"John Lambert","Fire Chief","425-788-1625","jslambert@verizon.net","KCFD 45","KING","15600 1ST AVENUE NORTHEAST
DUVALL, WA 98019
(47.741349052, -121.984518597)"
"1056","Greenwood Senior Center á","525","North",,"7","U",,,"-999","530330028004002",,,,"CTC/Betty Buckley",,,,,,,,"KING","525 N 85th ST á
Seattle, WA 98103
(47.690356139, -122.351060869)"
"159","GRAYS HARBOR COUNTY FIRE PROTECTION DISTRICT 14","69",,,"4","U",,,"-999","530270016002049",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"GRAYS HARBOR","69 JOHNS RIVER ROAD
ABERDEEN, WA 98520
(46.892125551, -123.996885428)"
"339","PACIFIC COUNTY FIRE PROTECTION DISTRICT 1 STATION 2","3707",,,"4","U",,,"-999","530499505002028",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"PACIFIC","3707 N PLACE
LONG BEACH, WA 98631
(46.329213313, -124.054392933)"
"1557","Mukilteo City Hall","11930",,,"6","U",,,"-999","530610420061006",,,,"ACCIS-City",,,,,,,,"SNOHOMISH","11930 Cyrus Way
Mukilteo, WA 98275
(47.889563831, -122.288741475)"
"517","North Beach Middle School","336",,,"1","Y",,,"50","530270002004076","530570002039","10","10","K-12 data from Joy Paulus","District","North Beach School District 14-064","Don Laurance","Program Administrator","360-464-6793","dlaurance@esd113.k12.wa.us","ESD 113","GRAYS HARBOR","336 State Route 109
Ocean Shores, WA 98569
(47.01726788, -124.157548823)"
"1181","CITY OF EVERETT FIRE DEPARTMENT STATION 2","2201",,,"4","U",,,"-999","530610403002012",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"SNOHOMISH","2201 16TH STREET
EVERETT, WA 98201
(47.996518094, -122.199228863)"
"586","Shelton High","3737",,,"1","Y",,,"50","530459606001018","530790001295","11","11","K-12 data from Joy Paulus","Hood Canal Telephone Company, Inc.","Shelton School District 23-309","Don Laurance","Program Administrator","360-464-6793","dlaurance@esd113.k12.wa.us","ESD 113","MASON","3737 Shelton Springs Rd.
Shelton, WA 98584
(47.236795242, -123.120893526)"
"870","CHOICE COMMUNITY SCHOOL","924","West",,"1","U","U",,"-999","530090008002003","530682000995",,,,,,,,,,,"CLALLAM","924 WEST 9TH ST
PORT ANGELES, WA 98363
(48.118933975, -123.456919266)"
"685","Washington State University Port Hadlock 4H","201","West",,"7","U",,,"-999","530319504002034",,,,"CTC/Betty Buckley",,,,,,,,"JEFFERSON","201 W. PATISON
Port Hadlock, WA 98339
(48.040735761, -122.776458809)"
"815","Green Mountain Elementary","3860",,"Northwest","1","Y",,,"30","530350913013006","530108000530","5","5","K-12 data from Joy Paulus","Qwest","Central Kitsap School District 18-401","Di Brown","Technology Support Manager","360-662-1740","dib@cksd.wednet.edu","Central Kisap School District","KITSAP","3860 BOUNDARY TRAIL NW
Bremerton, WA 98312
(47.598850829, -122.820685355)"
"368","Washington State Library","6880",,"South","2","Y",,,"50","530670108005015",,"7","7","GIS - Joy Paulus, attribute - Doug Mah","CenturyTel",,,,,,,"THURSTON","6880 Capitol Blvd. South
Tumwater, WA 98501
(46.986663669, -122.907853809)"
"906","University Of Phoenix-seattle Campus",,,,"5","U",,,"-999","530330262001163",,,,"HSIP_Freedom_2008_01_17_WA_COLL_UNIV",,,,,,,,"KING","7100 FORT DENT WAY, BLDG. 3, STE. 100
SEATTLE, WA 98188
(47.467035, -122.248373)"
"268","GRAYS HARBOR COMMUNITY HOSPITAL - EAST","1006","North",,"3","U",,,"-999","530270011005014",,,,,,,,,,,,"GRAYS HARBOR","1006 NORTH H STREET
ABERDEEN, WA 98520
(46.981294143, -123.820429748)"
"802","BOOKMOBILE","620",,,"2","U","U",,"-999","530319504002043",,,,,,,,,,,,"JEFFERSON","620 CEDAR AVENUE
PORT HADLOCK, WA 98339
(48.033609, -122.771567)"
"1401","KIRKLAND FIRE DEPARTMENT STATION 26","9930",,"Northeast","4","U",,,"-999","530330226035002",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"KING","9930 124TH AVENUE NORTHEAST
KIRKLAND, WA 98033
(47.689206293, -122.174934148)"
"1174","KING COUNTY FIRE PROTECTION DISTRICT 34 REDMOND FIRE DEPARTMENT STATION 18","22710","Northeast",,"4","U",,,"-999","530330323292024",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"KING","22710 NORTHEAST ALDER CREST DRIVE
REDMOND, WA 98053
(47.692796722, -122.038671397)"
"1606","EMERGENCY SERVICES COORDINATING","2901",,"Southwest","4","U",,,"-999","530610519134004",,,,"HSIP Freedom - 2007_07_23_WA_EOC.shp",,,,,,,,"SNOHOMISH","2901 228TH STREET SW
BRIER, WA 98036
(47.792286224, -122.272379172)"
"6","Longview City Hall","1525",,,"6","Y",,,"50","530150004001016",,"9","9","ACCIS-City","Cascade Networks, Inc.",,"Neal Johnson","IT Analyst","360-442-5066","neal.johnson@ci.longview.wa.us","City of Longview","COWLITZ","1525 Broadway
Longview, WA 98632
(46.13886392, -122.936877586)"
"1444","ISLAND COUNTY SHERIFF'S OFFICE","101","Northeast",,"4","U",,,"-999","530299710001053",,,,"HSIP Freedom- 2007_11_09_WA_LawEnforcementQ407.shp",,,,,,,,"ISLAND","101 NORTHEAST 6TH STREET
COUPEVILLE, WA 98239
(48.217486419, -122.684504882)"
"1712","Virginia Mason Call Center","21540",,"Southeast","3","Y",,,"50","530610519252008",,"10","10",,"Verizon",,"Laura Doty",,,,"AppGeo","SNOHOMISH","21540 30th Drive SE
Bothell, WA 98021
(47.801239331, -122.196489107)"
"515","Lincoln Elementary","700",,,"1","Y",,,"50","530270014001001","530366000566","10","10","K-12 data from Joy Paulus","TechTell","Hoquiam School District 14-028","Patti Reynvaan","Lead Tech","360.538.8351","preynvaan@hoquiam.k12.wa.us","Hoquiam School District","GRAYS HARBOR","700 Wood
Hoquiam, WA 98550
(46.991881967, -123.888989887)"
"958","STAR of Seattle Computer Center á","2121",,"South","7","U",,,"-999","530330095002056",,,,"CTC/Betty Buckley",,,,,,,,"KING","2121 26th ave S
Seattle, WA 98144
(47.584297002, -122.299061278)"
"1549","Lake Stevens City Hall","1812",,,"6","U",,,"-999","530610526052033",,,,"ACCIS-City",,,,,,,,"SNOHOMISH","1812 Main St
Lake Stevens, WA 98258
(48.014319031, -122.064237866)"
"722","WHATCOM COUNTY FIRE PROTECTION DISTRICT 7 STATION 44","5491",,,"4","U",,,"-999","530730105011020",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"WHATCOM","5491 GRANDVIEW ROAD
BLAINE, WA 98230
(48.892318001, -122.781177903)"
"742","CLALLAM COUNTY FIRE PROTECTION DISTRICT 3 STATION 2 - R CORNER","256702",,,"4","U",,,"-999","530090018002000",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"CLALLAM","256702 UNITED STATES HIGHWAY 101
PORT ANGELES, WA 98362
(48.092590986, -123.268956145)"
"193","RIVERSIDE FIRE AUTHORITY STATION 5","3715",,,"4","U",,,"-999","530419702002050",,,,"HSIP Freedom - 2008_09_19_WA_FireStations.shp",,,,,,,,"LEWIS","3715 COOKS HILL ROAD
CENTRALIA, WA 98531
(46.7152991, -123.024753893)"
"665","MARY M KNIGHT HIGH SCHOOL","2987","West",,"1","U","U",,"-999","530459602003038","530480000729",,,,,,,,,,,"MASON","2987 WEST MATLOCK BRADY RD
ELMA, WA 98541
(47.131374226, -123.474999995)"
"1601","Arlington City Hall","238","North",,"6","U",,,"-999","530610535043007",,,,"ACCIS-City",,,,,,,,"BENTON","238 N Olympic
Arlington, WA 99336
(48.19467156, -122.126616621)"
"1083","Kirkland Teen Center á","348",,,"7","U",,,"-999","530330225005006",,,,"CTC/Betty Buckley",,,,,,,,"KING","348 Kirkland Ave. á
Seattle, WA 98033
(47.675553097, -122.202681067)"
"968","Tri Court Resident Council á","720","North",,"7","U",,,"-999","530330004011001",,,,"CTC/Betty Buckley",,,,,,,,"KING","720 N 143RD á
Seattle, WA 98133
(47.73236939, -122.350056133)"
"619","Carrolls Elementary","3902",,"South","1","U",,,"-999","530150016002007","530000300167",,,"K-12 data from Joy Paulus",,"Kelso School District 08-458",,,,,,"COWLITZ","3902 Old Pacific Hwy S
N/A, WA 98626
(46.076047863, -122.861107528)"
"1100","Ballard Neighborhood Service Center workstation á","5604",,"Northwest","7","U",,,"-999","530330047004007",,,,"CTC/Betty Buckley",,,,,,,,"KING","5604 22nd AVE NW á
Seattle, WA 98107
(47.669503533, -122.384661367)"
"922","Raspberry Ridge Apartments","20340",,,"7","U",,,"-999","530579516001011",,,,"CTC/Betty Buckley",,,,,,,,"SKAGIT","20340 Sanchez Lane
Burlington, WA 98233
(48.474297427, -122.304700154)"
"1003","Northshore Senior Center","10201","East",,"7","U",,,"-999","530330220012010",,,,"CTC/Betty Buckley",,,,,,,,"KING","10201 E Riverside Drive
Bothell, WA 98011
(47.756453452, -122.203922997)"
