"idnumber","loweight","hiweight","wsrf1","wsrf101","wsrf102","wsrf103","wsrf2","wsrf4","wsrf5","branch7","numkid","kiddo","kdact1","kdact101","kdact102","kdact103","kdact104","kdact105","kdact106","kdact107","kdact108","kdact109","kdact110","kdact111","kdact112","kdact113","kdact114","kdact115","kdact116","kdact117","kdact118","kdact119","kdact2","kdact201","kdact202","kdact203","kdact204","kdact205","kdact206","kdact207","kdact208","kdact209","kdact210","kdact211","kdact212","kdact213","kdact214","kdact215","kdact216","kdact217","kdact218","kdact219","kdact3","kdact301","kdact302","kdact303","kdact304","kdact305","kdact306","kdact307","kdact308","kdact309","kdact310","kdact311","kdact312","kdact313","kdact314","kdact315","kdact316","kdact317","kdact318","kdact319","disab","disabst","anyprk","typark","typark01","typark02","typark03","typark04","typark05","typark06","viscen","viscen01","viscen02","viscen03","viscen04","viscen05","wetlndst","wetlnd","ratewet","ratewtx","plan","planst1","planst2","likedo","likest1","likest2","nomo","nomost1","nomost2","barrier","barrier2","barrier3","barrier4","acc","acc01","acc02","acc03","acc04","acc05","acc06","acc07","distprk","distprkx","distpub","distpubx","income","educate","reside","cntyres","region","ownr","numres","race","race01","race02","race03","race04","race05","race06","race07","race08","race09","disab2","age","agecat","gender","tab001a","tab001","tab002","tab003","tab004","tab005","tab005a","tab006","tab007a","tab007","tab008","tab009","tab010","tab011a","tab011","tab012","tab013","tab014","tab015a","tab015","tab016","tab017a","tab017","tab018","tab019","tab020","tab022","tab023","tab024","tab025","tab026","tab027","tab028","tab029","tab030a","tab030","tab031","tab032","tab033","tab034","tab035","tab036","tab037","tab038","tab039","tab040","tab041","tab042","tab044","tab045","tab046","tab047","tab048","tab049","tab050","tab051","tab052","tab053","tab054","tab055","tab056","tab057","tab058","tab059","tab060","tab061","tab062","tab063","tab064","tab065","tab066","tab067","tab068","tab070","tab071","tab072","tab073","tab074","tab075","tab076","tab077","tab078","tab079","tab080","tab081","tab082","tab083","tab084","tab085","tab086","tab087","tab088","tab089","tab090","tab091","tab092","tab093","tab094","tab095","tab096","tab097","tab098","tab099","tab100","tab101","tab102","tab103","tab104"
"124.00","0.71","178.20",,,,,,,,"Has children","1","Yes","1010011000010010010","Checked","Not checked","Checked","Not checked","Not checked","Checked","Checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Checked","Not checked","Not checked","Checked","Not checked","1100000001000001000","Checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","1000100000","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","No",,"Yes","1100","Not checked","Checked","Checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1101100","Checked","Checked","Not checked","Checked","Checked","Not checked","Not checked","2","2 miles","2","2 miles","$75,000 or more","Some college or trade school, no degree","Rural area on a farm or ranch","Grant","Columbia Plateau","Own","4","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","54","45-54 years old","Female","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"126.00","4.53","873.22",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","1000","Not checked","Checked","Not checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","12","11-15 miles","20","16-20 miles","$15,000-$19,999","High school graduate or equivalent","Small city or town","Lincoln","Columbia Plateau","Rent","4","10000000","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","18","18-24 years old","Male","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"127.00","0.96","951.70",,,,,,,,"Has children","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,"Yes","1000","Not checked","Checked","Not checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","25","21-25 miles","25","21-25 miles","$35,000-$49,999","High school graduate or equivalent","Rural area on a farm or ranch","Lincoln","Columbia Plateau","Own","4","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","71","65 years old or older","Male","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"128.00","1.59","4034.00",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1101100","Checked","Checked","Not checked","Checked","Checked","Not checked","Not checked","0","Less than 1 mile","0","Less than 1 mile","$35,000-$49,999","Some college or trade school, no degree","Small city or town","Chelan","North Cascades","Rent","1","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","40","35-44 years old","Male","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"129.00","1.43","3744.38",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000100","Checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","1","1 mile","1","1 mile","$25,000-$34,999","Associate's or trade school degree","Small city or town","Chelan","North Cascades","Own","2","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","65","65 years old or older","Female","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"130.00","1.43","3744.38",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","11000","Checked","Checked","Not checked","Not checked","Not checked","Not checked","100","Not checked","Not checked","Checked","Not checked","Not checked",,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","2","2 miles","1","1 mile","$25,000-$34,999","High school graduate or equivalent","Large city or urban area","Okanogan","North Cascades","Rent","1","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","68","65 years old or older","Female","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"131.00","1.43","3744.38",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","11000","Checked","Checked","Not checked","Not checked","Not checked","Not checked","100","Not checked","Not checked","Checked","Not checked","Not checked",,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"Don't know",,"No",,"1100100","Checked","Checked","Not checked","Not checked","Checked","Not checked","Not checked","8","6-10 miles","1","1 mile","$35,000-$49,999","Master's degree","Rural area on a farm or ranch","Kittitas","North Cascades","Own","3","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","70","65 years old or older","Female","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"132.00","0.96","4563.21",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","11100","Checked","Checked","Checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000100","Checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","0","Less than 1 mile","1","1 mile","Refused","High school graduate or equivalent","Small city or town","Kittitas","North Cascades","Own","2","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Yes","80","65 years old or older","Male","No","No","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"158.00","1.07","4263.58",,,,,,,,"Has children","4","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,"Yes","100","Not checked","Not checked","Checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1001100","Checked","Not checked","Not checked","Checked","Checked","Not checked","Not checked","1","1 mile","1","1 mile","$35,000-$49,999","High school graduate or equivalent","Small city or town","Cowlitz","South West","Own","6","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","33","25-34 years old","Male","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"133.00","1.74","3575.23",,,,,,,,"Has children","6","Yes","1111111111111111110","Checked","Checked","Checked","Checked","Checked","Checked","Checked","Checked","Checked","Checked","Checked","Checked","Checked","Checked","Checked","Checked","Checked","Checked","Not checked","1000111100001010","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Checked","Checked","Checked","Checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Checked","Not checked","1001000100000000","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No",,"Yes","11000","Checked","Checked","Not checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1100100","Checked","Checked","Not checked","Not checked","Checked","Not checked","Not checked","0","Less than 1 mile","30","26-30 miles","$35,000-$49,999","Bachelor's degree","Small city or town","Kittitas","North Cascades","Rent","4","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","41","35-44 years old","Female","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"134.00","1.74","3575.23",,,,,,,,"Has children","2","Yes","1001100011100000010","Checked","Not checked","Not checked","Checked","Checked","Not checked","Not checked","Not checked","Checked","Checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","110101100001000","Not checked","Not checked","Not checked","Not checked","Checked","Checked","Not checked","Checked","Not checked","Checked","Checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","1001100101000","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Checked","Checked","Not checked","Not checked","Checked","Not checked","Checked","Not checked","Not checked","Not checked","No",,"Yes","11100","Checked","Checked","Checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000100","Checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","0","Less than 1 mile","0","Less than 1 mile","$25,000-$34,999","High school graduate or equivalent","Rural area not on a farm or ranch","Okanogan","North Cascades","Rent","4","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","37","35-44 years old","Female","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"135.00","1.74","3575.23",,,,,,,,"Has children","2","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","5","5 miles","5","5 miles","Don't know","Some college or trade school, no degree","Suburban area","Okanogan","North Cascades","Own","4","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","37","35-44 years old","Female","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"136.00","1.43","3744.38",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","1100","Not checked","Checked","Checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","1","1 mile","0","Less than 1 mile","Refused","Refused","Small city or town","Skagit","North Cascades","Own","2","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Yes","80","65 years old or older","Female","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"137.00","1.36","2595.42",,,,,,,,"Has children","2","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"No, NONE",,,"No",,,"No",,,"No",,"No",,"1010100","Checked","Not checked","Checked","Not checked","Checked","Not checked","Not checked","2","2 miles","3","3 miles","$10,000-$14,999","High school graduate or equivalent","Small city or town","Skagit","North Cascades","Rent","4","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Yes","31","25-34 years old","Male","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"138.00","1.34","5613.75",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","100","Not checked","Not checked","Checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"11100","Not checked","Not checked","Checked","Checked","Checked","Not checked","Not checked","0","Less than 1 mile","2","2 miles","$75,000 or more","Some college or trade school, no degree","Suburban area","Snohomish","North Cascades","Rent","4","1000","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","No","46","45-54 years old","Male","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
"139.00","1.48","3857.00",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Don't know",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","5","5 miles","30","26-30 miles","$15,000-$19,999","High school graduate or equivalent","Large city or urban area","Snohomish","North Cascades","Rent","4","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","24","18-24 years old","Female","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"140.00","0.71","991.80",,,,,,,,"Has children","2","Yes","10000","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","1","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","10","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","No",,"Yes","1000","Not checked","Checked","Not checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000100","Checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","5","5 miles","1","1 mile","$35,000-$49,999","Bachelor's degree","Large city or urban area","Ferry","North East","Own","4","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No",,"Don't know","Female","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"141.00","1.59","3261.90",,,,,,,,"Has children","2","Yes","1","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","1000000000000000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","100000","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","No",,"Yes","11100","Checked","Checked","Checked","Not checked","Not checked","Not checked","100","Not checked","Not checked","Checked","Not checked","Not checked",,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1100100","Checked","Checked","Not checked","Not checked","Checked","Not checked","Not checked","24","21-25 miles","50","More than 30 miles","$35,000-$49,999","Associate's or trade school degree","Rural area on a farm or ranch","Ferry","North East","Rent","3","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","38","35-44 years old","Male","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No"
"142.00","0.69","791.43",,,,,,,,"Has children","3","Yes","10000000010","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","10001000000000","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","10","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","No",,"Yes","10000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","4","4 miles","57","More than 30 miles","$10,000-$14,999","High school graduate or equivalent","Small city or town","Pend Orielle","North East","Rent","5","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","26","25-34 years old","Female","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
