"fscskey","libid","librarysystem","branchlibrary","wifihours","password","address","city","zip","phone","outlettype","longitude","latitude","website","ecardaccess"
"WA0076","WA0076-003","CENTRAL SKAGIT LIBRARY DISTRICT","SEDRO-WOOLLEY PUBLIC LIBRARY","24x7","false","802 BALL AVENUE","SEDRO-WOOLLEY","98284","(360) 855-1166","CE","-122.22864","48.504303","https://www.centralskagitlibrary.org/index.html",
"WA0006","WA0006-002","CLE ELUM (CARPENTER MEMORIAL) LIBRARY","CLE ELUM (CARPENTER MEMORIAL) LIBRARY","9:00-18:00 (M-SA)","false","302 PENNSYLVANIA AVE.","CLE ELUM","98922","(509) 674-2313","CE","-120.93807","47.196072","https://www.carpenter.lib.wa.us","true"
"WA0075","WA0075-001","COLUMBIA COUNTY RURAL LIBRARY DISTRICT","DAYTON MEMORIAL LIBRARY","24x7","false","111 S 3RD ST.","DAYTON","99328","(509) 382-4131","CE","-117.977237","46.320646","https://www.daytonmemoriallibrary.org",
"WA0009","WA0009-002","DAVENPORT PUBLIC LIBRARY","DAVENPORT PUBLIC LIBRARY","24x7","false","505 7TH ST","DAVENPORT","99122","(509) 725-4355","CE","-118.151014","47.653933","https://www.davenport.lib.wa.us",
"WA0020","WA0020-002","EAST ADAMS LIBRARY DISTRICT","RITZVILLE PUBLIC LIBRARY","24x7","false","302 W MAIN","RITZVILLE","99169","(509) 659-1222","CE","-118.38169","47.126186","https://www.ritzvillelibrary.com",
"WA0035","WA0035-002","ELLENSBURG PUBLIC LIBRARY","ELLENSBURG PUBLIC LIBRARY","9:00-19:00","false","209 NORTH RUBY STREET","ELLENSBURG","98926","(509) 962-7250","CE","-120.544514","46.994159","https://ci.ellensburg.wa.us/144/Library","true"
"WA0051","WA0051-002","EVERETT PUBLIC LIBRARY","EVERETT PUBLIC (MAIN) LIBRARY","24x7","false","2702 HOYT AVE","EVERETT","98201","(425) 257-8000","CE","-122.209999","47.981874","https://www.epls.org","true"
"WA0051","WA0051-003","EVERETT PUBLIC LIBRARY","EVERGREEN BRANCH LIBRARY","24x7","false","9512 EVERGREEN WAY","EVERETT","98204","(425) 257-8250","BR","-122.237405","47.911973","https://www.epls.org","true"
"WA0058","WA0058-003","FORT VANCOUVER REGIONAL LIBRARY DISTRICT","BATTLE GROUND COMMUNITY LIBRARY","24x7","false","1207 SE 8TH WAY","BATTLE GROUND","98604","(360) 906-5000","BR","-122.524271","45.774785","https://www.fvrl.org/loc/bg","true"
"WA0058","WA0058-016","FORT VANCOUVER REGIONAL LIBRARY DISTRICT","CASCADE PARK COMMUNITY LIBRARY","24x7","false","600 NE 136TH AVENUE","VANCOUVER","98684","(360) 906-5000","BR","-122.534658","45.626908","https://www.fvrl.org/loc/cp","true"
"WA0058","WA0058-000","FORT VANCOUVER REGIONAL LIBRARY DISTRICT","FVRL OPERATIONS CENTER","24x7","true","1007 E MILL PLAIN BLVD","VANCOUVER","98663","(360) 906-5000","Other","-122.660407","45.630233","https://www.fvrl.org/loc/hq","true"
"WA0058","WA0058-004","FORT VANCOUVER REGIONAL LIBRARY DISTRICT","GOLDENDALE COMMUNITY LIBRARY","24x7","false","131 WEST BURGEN STREET","GOLDENDALE","98620","(509) 773-4487","BR","-120.823282","45.819967","https://www.fvrl.org/loc/gd","true"
"WA0058","WA0058-018","FORT VANCOUVER REGIONAL LIBRARY DISTRICT","LA CENTER COMMUNITY LIBRARY","24x7","false","1411 NE LOCKWOOD CREEK ROAD","LA CENTER","98629","(360) 906-4760","BR","-122.656907","45.862438","https://www.fvrl.org/loc/lc","true"
"WA0058","WA0058-006","FORT VANCOUVER REGIONAL LIBRARY DISTRICT","NORTH BONNEVILLE COMMUNITY LIBRARY","24x7","false","214 CBD MALL","NORTH BONNEVILLE","98639","(509) 427-4439","BR","-121.973897","45.638417","https://www.fvrl.org/loc/nb","true"
"WA0058","WA0058-012","FORT VANCOUVER REGIONAL LIBRARY DISTRICT","RIDGEFIELD COMMUNITY LIBRARY","24x7","false","210 NORTH MAIN AVENUE","RIDGEFIELD","98642","(360) 906-4770","BR","-122.746078","45.815931","https://www.fvrl.org/loc/ri","true"
"WA0058","WA0058-008","FORT VANCOUVER REGIONAL LIBRARY DISTRICT","STEVENSON COMMUNITY LIBRARY","24x7","false","120 NW VANCOUVER AVENUE","STEVENSON","98648","(509) 427-5471","BR","-121.881613","45.695636","https://www.fvrl.org/loc/st","true"
"WA0058","WA0058-017","FORT VANCOUVER REGIONAL LIBRARY DISTRICT","THREE CREEKS COMMUNITY LIBRARY","24x7","false","800-C TENNEY ROAD","VANCOUVER","98685","(360) 906-4790","BR","-122.665414","45.72123","https://www.fvrl.org/loc/tc","true"
"WA0058","WA0058-002","FORT VANCOUVER REGIONAL LIBRARY DISTRICT","VANCOUVER COMMUNITY LIBRARY","24x7","false","901 C STREET","VANCOUVER","98660","(360) 906-5000","BR","-122.669374","45.62759","https://www.fvrl.org/loc/va","true"
"WA0058","WA0058-005","FORT VANCOUVER REGIONAL LIBRARY DISTRICT","VANCOUVER MALL COMMUNITY LIBRARY","24x7","false","8700 NE VANCOUVER MALL DRIVE","VANCOUVER","98662","(360) 906-5000","BR","-122.58541","45.655851","https://www.fvrl.org/loc/tm","true"
"WA0058","WA0058-009","FORT VANCOUVER REGIONAL LIBRARY DISTRICT","WASHOUGAL COMMUNITY LIBRARY","24x7","false","1661 C STREET","WASHOUGAL","98671","(360) 906-4860","BR","-122.354116","45.579227","https://www.fvrl.org/loc/wa","true"
"WA0058","WA0058-010","FORT VANCOUVER REGIONAL LIBRARY DISTRICT","WHITE SALMON VALLEY COMMUNITY LIBRARY","24x7","false","77 NE WAUNA AVENUE","WHITE SALMON","98672","(509) 493-1132","BR","-121.482867","45.728256","https://www.fvrl.org/loc/ws","true"
"WA0058","WA0058-013","FORT VANCOUVER REGIONAL LIBRARY DISTRICT","WOODLAND COMMUNITY LIBRARY","24x7","false","770 PARK STREET","WOODLAND","98674","(360) 906-4830","BR","-122.747369","45.903698","https://www.fvrl.org/loc/wd","true"
"WA0058","WA0058-019","FORT VANCOUVER REGIONAL LIBRARY DISTRICT","YACOLT LIBRARY EXPRESS","24x7","false","105 E. YACOLT RD.","YACOLT","98675","(360) 906-5000","BR","-122.40642","45.866789","https://www.fvrl.org/loc/yt","true"
"WA0037","WA0037-002","GRANDVIEW LIBRARY","GRANDVIEW LIBRARY","24x7",,"500 W. MAIN STREET","GRANDVIEW","98930","(509) 882-7034","CE","-119.909172","46.256012","https://grandview.wa.us/departments/library/","true"
"WA0038","WA0038-002","JEFFERSON COUNTY RURAL LIBRARY DISTRICT","JEFFERSON COUNTY LIBRARY","24x7","false","620 CEDAR AVENUE","PORT HADLOCK","98339","(360) 385-6544","CE","-122.771635","48.03342","https://jclibrary.info","true"
"WA0012","WA0012-002","KALAMA PUBLIC LIBRARY","KALAMA PUBLIC LIBRARY","6:00-22:00","false","312 N 1ST","KALAMA","98625","(360) 673-4568","CE","-122.845327","46.009896","https://www.kalamalibrary.com","true"
"WA0059","WA0059-008","KING COUNTY LIBRARY SYSTEM","CARNATION LIBRARY","Normal branch operating hours","false","4804 TOLT AVENUE","CARNATION","98014","(425) 333-4398","BR","-121.912512","47.65042","https://kcls.org/locations/1496/","true"
"WA0059","WA0059-013","KING COUNTY LIBRARY SYSTEM","FALL CITY LIBRARY","Normal branch operating hours","false","33415 SE 42ND PLACE","FALL CITY","98024","(425) 222-5951","BR","-121.89386","47.568917","https://kcls.org/locations/1506/","true"
"WA0059","WA0059-025","KING COUNTY LIBRARY SYSTEM","MUCKLESHOOT LIBRARY","Normal branch operating hours","false","39917 AUBURN ENUMCLAW ROAD SE","AUBURN","98092","(253) 931-6779","BR","-122.113107","47.244259","https://kcls.org/locations/1526/","true"
"WA0059","WA0059-027","KING COUNTY LIBRARY SYSTEM","NORTH BEND LIBRARY","Normal branch operating hours","false","115 E 4TH STREET","NORTH BEND","98045","(425) 888-0554","BR","-121.783153","47.49709","https://kcls.org/locations/1528/","true"
"WA0060","WA0060-003","KITSAP REGIONAL LIBRARY","BAINBRIDGE ISLAND LIBRARY","24x7","false","1270 MADISON N.","BAINBRIDGE ISLAND","98110","(206) 842-4162","BR","-122.520961","47.635318","https://www.krl.org/bainbridge-island","true"
"WA0060","WA0060-005","KITSAP REGIONAL LIBRARY","DOWNTOWN BREMERTON LIBRARY","7:00-22:00","false","612 5TH ST.","BREMERTON","98337","(360) 377-3955","BR","-122.628645","47.566624","https://www.krl.org/downtown-bremerton","true"
"WA0060","WA0060-006","KITSAP REGIONAL LIBRARY","KINGSTON LIBRARY","24x7","false","26159 DULAY RD NE","KINGSTON","98346","(360) 297-3330","BR","-122.502036","47.79945","https://www.krl.org/kingston","true"
"WA0060","WA0060-007","KITSAP REGIONAL LIBRARY","LITTLE BOSTON LIBRARY","24x7","false","31980 LITTLE BOSTON RD. NE","KINGSTON","98346","(360) 297-2670","BR","-122.570161","47.852653","https://www.krl.org/little-boston","true"
"WA0060","WA0060-008","KITSAP REGIONAL LIBRARY","MANCHESTER LIBRARY","24x7","false","8067 E. MAIN ST.","PORT ORCHARD","98366","(360) 871-3921","BR","-122.54455","47.555664","https://www.krl.org/manchester","true"
"WA0060","WA0060-009","KITSAP REGIONAL LIBRARY","PORT ORCHARD LIBRARY","24x7","false","87 SIDNEY ST.","PORT ORCHARD","98366","(360) 876-2224","BR","-122.636079","47.542693","https://www.krl.org/port-orchard","true"
"WA0060","WA0060-010","KITSAP REGIONAL LIBRARY","POULSBO LIBRARY","24x7","false","700 NE LINCOLN ST.","POULSBO","98370","(360) 779-2915","BR","-122.640014","47.735677","https://www.krl.org/poulsbo","true"
"WA0060","WA0060-011","KITSAP REGIONAL LIBRARY","SILVERDALE LIBRARY","24x7","false","3450 NW CARLTON ST.","SILVERDALE","98383","(360) 692-2997","BR","-122.696291","47.646071","https://www.krl.org/silverdale","true"
"WA0060","WA0060-002","KITSAP REGIONAL LIBRARY","SYLVAN WAY LIBRARY","24x7","false","1301 SYLVAN WAY","BREMERTON","98310","(360) 405-9100","CE","-122.627486","47.595608","https://www.krl.org/sylvan-way","true"
"WA0074","WA0074-001","LIBERTY LAKE MUNICIPAL LIBRARY","LIBERTY LAKE MUNICIPAL LIBRARY","24x7","false","23123 E. MISSION AVE","LIBERTY LAKE","99019","(509) 232-2510","CE","-117.094746","47.671316","https://www.libertylakewa.gov/435/Library","true"
"WA0061","WA0061-002","MID-COLUMBIA LIBRARY SYSTEM","BASIN CITY BRANCH LIBRARY","24x7","false","50-A N. CANAL BLVD.","BASIN CITY","99343","(509) 269-4201","BR","-119.144369","46.59194","https://www.midcolumbialibraries.org/branch/basin-city",
"WA0061","WA0061-003","MID-COLUMBIA LIBRARY SYSTEM","BENTON CITY BRANCH LIBRARY","24x7","false","810 HORNE ROAD","BENTON CITY","99320","(509) 588-6471","BR","-119.484856","46.267452","https://www.midcolumbialibraries.org/branch/benton-city",
"WA0061","WA0061-004","MID-COLUMBIA LIBRARY SYSTEM","CONNELL BRANCH LIBRARY","24x7","false","118 N. COLUMBIA","CONNELL","99326","(509) 234-4971","BR","-118.86101","46.66074","https://www.midcolumbialibraries.org/branch/connell",
"WA0061","WA0061-005","MID-COLUMBIA LIBRARY SYSTEM","KAHLOTUS BRANCH LIBRARY","24x7","false","255 WESTON","KAHLOTUS","99335","(509) 282-3493","BR","-118.554577","46.642172","https://www.midcolumbialibraries.org/branch/kahlotus",
"WA0061","WA0061-015","MID-COLUMBIA LIBRARY SYSTEM","KEEWAYDIN PARK BRANCH LIBRARY","24x7","false","405 S. DAYTON","KENNEWICK","99336","(509) 586-3156","BR","-119.12293","46.204922","https://www.midcolumbialibraries.org/branch/keewaydin-park",
"WA0061","WA0061-006","MID-COLUMBIA LIBRARY SYSTEM","KENNEWICK BRANCH LIBRARY","24x7","false","1620 S. UNION","KENNEWICK","99338","(509) 783-7878","BR","-119.180391","46.194465","https://www.midcolumbialibraries.org/branch/kennewick",
"WA0061","WA0061-007","MID-COLUMBIA LIBRARY SYSTEM","MERRILL'S CORNER BRANCH LIBRARY","24x7","false","5240 ELTOPIA WEST RD","ELTOPIA","99330","(509) 546-8051","BR","-119.112434","46.459871","https://www.midcolumbialibraries.org/branch/merrills-corner",
"WA0061","WA0061-013","MID-COLUMBIA LIBRARY SYSTEM","OTHELLO BRANCH LIBRARY","24x7","false","101 E. MAIN STREET","OTHELLO","99344","(509) 488-9683","BR","-119.173868","46.826212","https://www.midcolumbialibraries.org/branch/othello",
"WA0061","WA0061-008","MID-COLUMBIA LIBRARY SYSTEM","PASCO BRANCH LIBRARY","24x7","false","1320 W. HOPKINS","PASCO","99301","(509) 545-1019","BR","-119.10586","46.23048","https://www.midcolumbialibraries.org/branch/pasco",
"WA0061","WA0061-016","MID-COLUMBIA LIBRARY SYSTEM","PROSSER BRANCH LIBRARY","24x7","false","902 7TH STREET","PROSSER","99350","(509) 786-2533","BR","-119.765842","46.20458","https://www.midcolumbialibraries.org/branch/prosser",
"WA0061","WA0061-017","MID-COLUMBIA LIBRARY SYSTEM","WEST PASCO BRANCH LIBRARY","24x7","false","7525 WRIGLEY DRIVE","PASCO","99301","(509) 546-8055","BR","-119.188603","46.274725","https://www.midcolumbialibraries.org/branch/west-pasco",
"WA0061","WA0061-011","MID-COLUMBIA LIBRARY SYSTEM","WEST RICHLAND BRANCH LIBRARY","24x7","false","3803 W. VAN GIESEN","WEST RICHLAND","99353","(509) 967-3191","BR","-119.336529","46.296905","https://www.midcolumbialibraries.org/branch/west-richland",
"WA0062","WA0062-003","NORTH CENTRAL REGIONAL LIBRARY","BRIDGEPORT COMMUNITY LIBRARY","24x7","false","1206 COLUMBIA ST","BRIDGEPORT","98813","(509) 686-7281","BR","-119.674169","48.0093","http://www.ncrl.org/locations/bridgeport-public-library","true"
"WA0062","WA0062-004","NORTH CENTRAL REGIONAL LIBRARY","CASHMERE COMMUNITY LIBRARY","24x7","false","300 WOODRING","CASHMERE","98815","(509) 782-3314","BR","-120.467736","47.522858","http://www.ncrl.org/locations/cashmere-public-library","true"
"WA0062","WA0062-005","NORTH CENTRAL REGIONAL LIBRARY","CHELAN COMMUNITY LIBRARY","24x7","false","216 N EMERSON","CHELAN","98816","(509) 682-5131","BR","-120.01632","47.84142","http://www.ncrl.org/locations/chelan-public-library","true"
"WA0062","WA0062-006","NORTH CENTRAL REGIONAL LIBRARY","COULEE CITY COMMUNITY LIBRARY","24x7","false","405 W MAIN","COULEE CITY","99115","(509) 632-8751","BR","-119.29376","47.61065","http://www.ncrl.org/locations/coulee-city-public-library","true"
"WA0062","WA0062-033","NORTH CENTRAL REGIONAL LIBRARY","CURLEW LIBRARY","24x7","false","11 RIVER STREET STREET","CURLEW","99118","(509) 779-0321","BR","-118.59974","48.88404","http://www.ncrl.org/locations/curlew-public-library","true"
"WA0062","WA0062-028","NORTH CENTRAL REGIONAL LIBRARY","EAST WENATCHEE COMMUNITY LIBRARY","24x7","false","271 9TH ST NE","EAST WENATCHEE","98802","(509) 886-7404","BR","-120.289293","47.416919","http://www.ncrl.org/locations/east-wenatchee-public-library","true"
"WA0062","WA0062-007","NORTH CENTRAL REGIONAL LIBRARY","ENTIAT COMMUNITY LIBRARY","24x7","false","14138 KINZEL ST","ENTIAT","98822","(509) 784-1517","BR","-120.209313","47.676972","http://www.ncrl.org/locations/entiat-public-library","true"
"WA0062","WA0062-008","NORTH CENTRAL REGIONAL LIBRARY","EPHRATA COMMUNITY LIBRARY","24x7","false","45 ALDER NW","EPHRATA","98823","(509) 754-3971","BR","-119.549917","47.320642","http://www.ncrl.org/locations/ephrata-public-library","true"
"WA0062","WA0062-032","NORTH CENTRAL REGIONAL LIBRARY","GEORGE COMMUNITY LIBRARY","24x7","false","109 N WASHINGTON WAY","GEORGE","98848","(509) 785-7043","BR","-119.855991","47.080571","http://www.ncrl.org/locations/george-public-library","true"
"WA0062","WA0062-009","NORTH CENTRAL REGIONAL LIBRARY","GRAND COULEE COMMUNITY LIBRARY","24x7","false","225 FEDERAL","GRAND COULEE","99133","(509) 663-0972","BR","-119.00298","47.938763","http://www.ncrl.org/locations/grand-coulee-public-library","true"
"WA0062","WA0062-010","NORTH CENTRAL REGIONAL LIBRARY","LEAVENWORTH COMMUNITY LIBRARY","24x7","false","700 HWY 2","LEAVENWORTH","98826","(509) 548-7923","BR","-120.664415","47.594661","http://www.ncrl.org/locations/leavenworth-public-library","true"
"WA0062","WA0062-011","NORTH CENTRAL REGIONAL LIBRARY","MANSON COMMUNITY LIBRARY","24x7","false","80 WAPATO WAY","MANSON","98831","(509) 687-3420","BR","-120.161782","47.885891","http://www.ncrl.org/locations/manson-public-library","true"
"WA0062","WA0062-030","NORTH CENTRAL REGIONAL LIBRARY","MATTAWA COMMUNITY LIBRARY","24x7","false","101 MANSON LANE","MATTAWA","99349","(509) 932-5507","BR","-119.906464","46.73781","http://www.ncrl.org/locations/mattawa-public-library","true"
"WA0062","WA0062-012","NORTH CENTRAL REGIONAL LIBRARY","MOSES LAKE COMMUNITY LIBRARY","24x7","false","418 E 5TH AVE","MOSES LAKE","98837","(509) 765-3489","BR","-119.272261","47.130576","http://www.ncrl.org/locations/moses-lake-public-library","true"
"WA0062","WA0062-013","NORTH CENTRAL REGIONAL LIBRARY","OKANOGAN COMMUNITY LIBRARY","24x7","false","228 PINE","OKANOGAN","98840","(509) 422-2609","BR","-119.580938","48.364105","http://www.ncrl.org/locations/okanogan-public-library","true"
"WA0062","WA0062-014","NORTH CENTRAL REGIONAL LIBRARY","OMAK COMMUNITY LIBRARY","24x7","false","30 S ASH","OMAK","98841","(509) 826-1820","BR","-119.53027","48.40964","http://www.ncrl.org/locations/omak-public-library","true"
"WA0062","WA0062-015","NORTH CENTRAL REGIONAL LIBRARY","OROVILLE COMMUNITY LIBRARY","24x7","false","1276 MAIN ST","OROVILLE","98844","(509) 476-2662","BR","-119.436326","48.937937","http://www.ncrl.org/locations/oroville-public-library","true"
"WA0065","WA0065-010","SNO-ISLE LIBRARIES","LANGLEY LIBRARY","24x7","false","104 SECOND ST.","LANGLEY","98260","(360) 221-4383","BR","-122.407261","48.03994","https://www.sno-isle.org/locations/langley/","true"
"WA0062","WA0062-016","NORTH CENTRAL REGIONAL LIBRARY","PATEROS COMMUNITY LIBRARY","24x7","false","174 PATEROS MALL","PATEROS","98846","(509) 923-2298","BR","-119.900292","48.052725","http://www.ncrl.org/locations/pateros-public-library","true"
"WA0062","WA0062-017","NORTH CENTRAL REGIONAL LIBRARY","PESHASTIN COMMUNITY LIBRARY","24x7","false","8396 MAIN ST","PESHASTIN","98847","(509) 548-7821","BR","-120.603786","47.569277","http://www.ncrl.org/locations/peshastin-public-library","true"
"WA0062","WA0062-018","NORTH CENTRAL REGIONAL LIBRARY","QUINCY COMMUNITY LIBRARY","24x7","false","208 CENTRAL AVE S","QUINCY","98848","(509) 787-2359","BR","-119.853305","47.236141","http://www.ncrl.org/locations/quincy-public-library","true"
"WA0062","WA0062-019","NORTH CENTRAL REGIONAL LIBRARY","REPUBLIC COMMUNITY LIBRARY","24x7","false","794 S CLARK AVE","REPUBLIC","99166","(509) 775-3328","BR","-118.73771","48.645855","http://www.ncrl.org/locations/republic-public-library","true"
"WA0062","WA0062-020","NORTH CENTRAL REGIONAL LIBRARY","ROYAL CITY COMMUNITY LIBRARY","24x7","false","136 CAMELIA STREET NW","ROYAL CITY","99357","(509) 346-9281","BR","-119.635414","46.900196","http://www.ncrl.org/locations/royal-city-public-library","true"
"WA0062","WA0062-021","NORTH CENTRAL REGIONAL LIBRARY","SOAP LAKE COMMUNITY LIBRARY","24x7","false","32 E MAIN","SOAP LAKE","98851","(509) 246-1313","BR","-119.48915","47.38965","http://www.ncrl.org/locations/soap-lake-public-library","true"
"WA0062","WA0062-022","NORTH CENTRAL REGIONAL LIBRARY","TONASKET COMMUNITY LIBRARY","24x7","false","209 S WHITCOMB","TONASKET","98855","(509) 486-2366","BR","-119.437897","48.706642","http://www.ncrl.org/locations/tonasket-public-library","true"
"WA0062","WA0062-023","NORTH CENTRAL REGIONAL LIBRARY","TWISP COMMUNITY LIBRARY","24x7","false","201 N METHOW VALLEY HWY","TWISP","98856","(509) 997-4681","BR","-120.12247","48.366176","http://www.ncrl.org/locations/twisp-public-library","true"
"WA0062","WA0062-024","NORTH CENTRAL REGIONAL LIBRARY","WARDEN COMMUNITY LIBRARY","24x7","false","305 S MAIN","WARDEN","98857","(509) 349-2226","BR","-119.04109","46.96746","http://www.ncrl.org/locations/warden-public-library","true"
"WA0062","WA0062-025","NORTH CENTRAL REGIONAL LIBRARY","WATERVILLE COMMUNITY LIBRARY","24x7","false","107 W. LOCUST ST.","WATERVILLE","98858","(509) 745-8354","BR","-120.071754","47.647377","http://www.ncrl.org/locations/waterville-public-library","true"
"WA0062","WA0062-026","NORTH CENTRAL REGIONAL LIBRARY","WENATCHEE PUBLIC LIBRARY (TEMPORARY LOCATION)","24x7","false","30 S. WENATCHEE AVE","WENATCHEE","98801","(509) 662-5021","CE","-120.311134","47.42426","http://www.ncrl.org/locations/wenatchee-public-library","true"
"WA0062","WA0062-027","NORTH CENTRAL REGIONAL LIBRARY","WINTHROP COMMUNITY LIBRARY","24x7","false","49 HIGHWAY 20","WINTHROP","98862","(509) 996-2685","BR","-120.1897","48.47728","http://www.ncrl.org/locations/winthrop-public-library","true"
"WA0053","WA0053-003","NORTH OLYMPIC LIBRARY SYSTEM","CLALLAM BAY BRANCH LIBRARY","24x7","false","16990 HWY 112","CLALLAM BAY","98326","(360) 963-2414","BR","-124.260187","48.251718","https://www.nols.org/clallam-bay-branch-library/","true"
"WA0053","WA0053-004","NORTH OLYMPIC LIBRARY SYSTEM","FORKS BRANCH LIBRARY","24x7","false","171 S. FORKS AVENUE","FORKS","98331","(360) 374-6402","BR","-124.385391","47.949157","https://www.nols.org/forks-branch-library/","true"
"WA0053","WA0053-006","NORTH OLYMPIC LIBRARY SYSTEM","PORT ANGELES MAIN LIBRARY","24x7","false","2210 S. PEABODY STREET","PORT ANGELES","98362","(360) 417-8500","CE","-123.438289","48.105866","https://www.nols.org/port-angeles-main-library/","true"
"WA0053","WA0053-005","NORTH OLYMPIC LIBRARY SYSTEM","SEQUIM BRANCH LIBRARY","24x7","false","630 N. SEQUIM AVENUE","SEQUIM","98382","(360) 683-1161","BR","-123.102211","48.085819","https://www.nols.org/sequim-branch-library/","true"
"WA0028","WA0028-002","OCEAN SHORES PUBLIC LIBRARY","OCEAN SHORES PUBLIC LIBRARY","24x7","false","573 PT. BROWN AVE. N.W.","OCEAN SHORES","98569","(360) 289-3919","CE","-124.160704","47.000883","https://www.oslibrary.info","true"
"WA0029","WA0029-002","ORCAS ISLAND LIBRARY DISTRICT","ORCAS ISLAND LIBRARY","24x7","false","500 ROSE STREET","EASTSOUND","98245","(360) 376-4985","CE","-122.904792","48.697265","http://www.orcaslibrary.org",
"WA0041","WA0041-003","PEND OREILLE COUNTY LIBRARY DISTRICT","CALISPEL VALLEY LIBRARY","24x7","false","107 1ST AVE","CUSICK","99119","(800) 366-3654","BR","-117.294611","48.33703","https://pocld.org",
"WA0041","WA0041-004","PEND OREILLE COUNTY LIBRARY DISTRICT","IONE PUBLIC LIBRARY","24x7","false","210 BLACKWELL, SUITE 1","IONE","99139","(800) 366-3654","BR","-117.418226","48.740105","https://pocld.org",
"WA0041","WA0041-005","PEND OREILLE COUNTY LIBRARY DISTRICT","METALINES COMMUNITY LIBRARY","24x7","false","302 PARK ST","METALINE FALLS","99153","(800) 366-3654","BR","-117.374482","48.860699","https://pocld.org",
"WA0041","WA0041-006","PEND OREILLE COUNTY LIBRARY DISTRICT","NEWPORT PUBLIC LIBRARY","24x7","false","116 S WASHINGTON AVENUE","NEWPORT","99156","(800) 366-3654","CE","-117.044013","48.18083","https://pocld.org",
"WA0063","WA0063-024","PIERCE COUNTY LIBRARY SYSTEM","ADMINISTRATIVE CENTER & LIBRARY","7:00-20:30 (M-SA)","false","3005 112TH STREET E.","TACOMA","98446","(253) 548-3300","CE","-122.388701","47.154889","https://www.piercecountylibrary.org/branches/central-south-county/pac-processing-administrative/processing-administrative-center.htm","true"
"WA0063","WA0063-003","PIERCE COUNTY LIBRARY SYSTEM","BONNEY LAKE LIBRARY","7:00-21:30","false","18501 90TH STREET EAST","BONNEY LAKE","98391","(253) 548-3308","BR","-122.182692","47.175861","https://www.piercecountylibrary.org/branches/north-east-county/bonney-lake/bonney-lake-library.htm","true"
"WA0063","WA0063-004","PIERCE COUNTY LIBRARY SYSTEM","BUCKLEY LIBRARY","7:00-20:30 (M-SA)","false","123 SOUTH RIVER AVENUE","BUCKLEY","98321","(253) 548-3310","BR","-122.029464","47.162535","https://www.piercecountylibrary.org/branches/north-east-county/buckley/buckley-library.htm","true"
"WA0063","WA0063-022","PIERCE COUNTY LIBRARY SYSTEM","DUPONT LIBRARY","7:00-20:30 (M-SA)","false","1540 WILMINGTON DRIVE","DUPONT","98327","(253) 548-3326","BR","-122.644222","47.09155","https://www.piercecountylibrary.org/branches/west-county-branches/dupont/dupont-library.htm","true"
