"schoolyear","esd","county","districtcode","district","subgroup","readingproficiency","readingtargetproficiency","readingmetproficiency","mathproficiency","mathtargetproficiency","mathmetproficiency","readingmetparticipation","mathmetparticipation","otherindicatormet"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","All","78.6","63.3","On/Above","48.6","60.7","Below","On/Above","On/Above","On/Above"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","American Indian",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","Asian",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","Black",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","White","80.6","67.9","On/Above","48.4","63.3","Below","On/Above","On/Above","N/A"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","Limited English",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","Low Income","65.5","45","On/Above","34.5","38.9","Below","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","All","83.9","82.3","On/Above","75.2","73.9","On/Above","On/Above","On/Above","On/Above"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","American Indian","80",,"N<Required","63.3",,"N<Required","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","Asian","80.8","85.9","Below","71.2","75.3","Below","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","Black","55","78.8","Below","30","67","Below","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","Hispanic","66.7","68.8","Below","54.7","53.7","On/Above","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","White","86.1","83.7","On/Above","78.3","75.7","On/Above","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","Limited English","41.7","42.3","Below","16.7","28.7","Below","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","Special Education","43.8","40.8","On/Above","38.2","36.9","On/Above","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","Low Income","72.3","69.2","On/Above","59.1","58.6","On/Above","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","All","79.8","77.7","On/Above","67.9","64.4","On/Above","On/Above","On/Above","Below"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","American Indian","72.7","70.7","On/Above","61.4","48.7","On/Above","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","Asian","84.5","84.2","On/Above","72.4","73.4","Below","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","Pacific Islander",,"78.2","N<Required",,"69.4","N<Required","N<Required","N<Required","N/A"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","Black","80","50.8","On/Above","48.6","40.4","On/Above","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","Hispanic","70.6","68.2","On/Above","58.8","54","On/Above","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","White","81.2","79.4","On/Above","69.3","65.8","On/Above","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","Two or More Races","74.4","72.8","On/Above","69","68","On/Above","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","Limited English","43.7","35.4","On/Above","22.9","29.5","Below","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","Special Education","39.1","37.5","On/Above*","31.5","31","On/Above*","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","Low Income","70.4","68.2","On/Above","57.9","54.3","On/Above","On/Above","On/Above","N/A"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","All","77.2","70","On/Above","70.1","64","On/Above","On/Above","On/Above","On/Above"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","Black",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","Hispanic","61.9","60.1","On/Above","66.7","40.2","On/Above","On/Above","On/Above","N/A"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","White","78.4","71.9","On/Above","70.5","67.3","On/Above","On/Above","On/Above","N/A"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","Limited English",,,"No Students",,,"No Students","N<Required","N<Required","N/A"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","Special Education","42.6","38.3","On/Above","27.7","34.5","Below","On/Above","On/Above","N/A"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","Low Income","71.1","59.6","On/Above","57.9","51.8","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","All","72.6","73.1","Below","63.1","65.3","Below","On/Above","On/Above","Below"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","American Indian","49.6","58.9","Below","33.6","51.2","Below","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","Asian","80.4","78.8","On/Above","74.4","75.9","Below","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","Pacific Islander","51.6","45.5","On/Above","42.7","40.5","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","Black","58.8","64.2","Below","44.2","45.4","Below","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","Hispanic","62","63.3","Below","50.4","53.4","Below","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","White","79.3","78.6","On/Above","71","72.3","Below","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","Two or More Races","72.7","73.9","Below","63.4","64.9","Below","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","Limited English","45.2","38.3","On/Above*","35.3","35","On/Above*","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","Special Education","28.5","32.4","Below","24.3","29.1","Below","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","Low Income","64.1","64.2","On/Above","52.9","55.7","Below","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","All","89.6","89.3","On/Above","85","84.7","On/Above","On/Above","On/Above","On/Above"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","American Indian",,,"N<Required",,,"N<Required","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","Asian","84","88.4","Below","83","82.3","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","Hispanic","77.9","82.8","On/Above","72.8","79.9","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","White","91.2","90.1","On/Above","86","85.4","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","Two or More Races","88.5","90.6","On/Above","89.9","87.2","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","Special Education","61.5","56.9","On/Above*","46.7","46.3","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","Low Income","72.4","74.3","Below","60.5","62.3","Below","On/Above","On/Above","N/A"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","All","73.8","74.8","Below","63.2","64.9","Below","On/Above","On/Above","On/Above"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","American Indian","37","57.4","Below","25.9","34.5","Below","On/Above","On/Above","N/A"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","Asian","73","72.1","On/Above","69","68","On/Above","On/Above","On/Above","N/A"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","Pacific Islander",,"60.7","N<Required",,"38.9","N<Required","On/Above","On/Above","N/A"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","Black","54.3","65","Below","35.6","47.4","Below","On/Above","On/Above","N/A"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","Hispanic","67.3","68","Below","51.9","54.4","Below","On/Above","On/Above","N/A"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","White","74.5","75.4","Below","64.4","66.2","Below","On/Above","On/Above","N/A"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","Two or More Races","78","78.8","Below","66.1","63.1","On/Above","On/Above","On/Above","N/A"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","Limited English","36.8","36.1","On/Above*","30.9","29.6","On/Above*","On/Above","On/Above","N/A"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","Special Education","34.7","37.6","Below","26.2","29.7","Below","On/Above","On/Above","N/A"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","Low Income","64.1","66.1","Below","52.8","57","Below","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","All","84.2","81.2","On/Above","81.3","80.4","On/Above","On/Above","On/Above","On/Above"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","American Indian","61.9","59.7","On/Above","66.7","59.7","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","Asian","90","87.3","On/Above","92.3","91.1","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","Black","65.5","61.1","On/Above","54","51.9","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","Hispanic","59.5","55.1","On/Above","49.8","50.7","Below","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","White","86.6","83.9","On/Above","82.5","81.7","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","Two or More Races","86.7","83.1","On/Above","82.4","82.8","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","Limited English","33.7","32.7","On/Above","48.5","48","On/Above*","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","Special Education","42.2","44.5","Below","34","42.2","Below","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","Low Income","64.2","60.8","On/Above","56.4","57.3","Below","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37501","Bellingham School District","All","78.6","79","Below","70.6","70.6","On/Above","On/Above","On/Above","On/Above"
"2011-12","Northwest Educational Service District 189","Whatcom","37501","Bellingham School District","American Indian","56.3","59","Below","46.4","44.5","On/Above","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37501","Bellingham School District","Asian","79.2","80.7","Below","76.2","77.6","Below","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37501","Bellingham School District","Pacific Islander","66.7",,"N<Required","47.6",,"N<Required","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37501","Bellingham School District","Black","72.7","73.5","Below","61.6","57.2","On/Above","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37501","Bellingham School District","Hispanic","59.2","62.1","Below","47.7","48.2","Below","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37501","Bellingham School District","White","82.9","82.5","On/Above","75.3","75.2","On/Above","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37501","Bellingham School District","Two or More Races",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37501","Bellingham School District","Limited English","29.7","37.2","Below","30.4","30.2","On/Above*","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37501","Bellingham School District","Special Education","34.4","41.2","Below","27.1","30.5","Below","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37501","Bellingham School District","Low Income","63.2","65.4","Below","52","53.5","Below","On/Above","On/Above","N/A"
"2011-12","Educational Service District 101","Adams","1122","Benge School District","All",,,"N<Required",,,"N<Required","N<Required","N<Required","N<Required"
"2011-12","Educational Service District 101","Adams","1122","Benge School District","American Indian",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 101","Adams","1122","Benge School District","Asian",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 101","Adams","1122","Benge School District","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 101","Adams","1122","Benge School District","Black",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 101","Adams","1122","Benge School District","Hispanic",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 101","Adams","1122","Benge School District","White",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 101","Adams","1122","Benge School District","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Educational Service District 101","Adams","1122","Benge School District","Limited English",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 101","Adams","1122","Benge School District","Special Education",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 101","Adams","1122","Benge School District","Low Income",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Puget Sound Educational Service District 121","Pierce","27403","Bethel School District","All","69.4","68.2","On/Above","58","55.5","On/Above","On/Above","On/Above","Below"
"2011-12","Puget Sound Educational Service District 121","Pierce","27403","Bethel School District","American Indian","64.1","66.4","Below","51","54.4","Below","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Pierce","27403","Bethel School District","Asian","74.8","73.4","On/Above","64.6","58.5","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Pierce","27403","Bethel School District","Pacific Islander","58.5","60.1","Below","51.5","50.4","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Pierce","27403","Bethel School District","Black","63.7","61.9","On/Above","47.4","45","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Pierce","27403","Bethel School District","Hispanic","61.4","61.6","On/Above","51.9","49.5","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Pierce","27403","Bethel School District","White","71.9","70.4","On/Above","60.9","58.4","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Pierce","27403","Bethel School District","Two or More Races","68.5","60.6","On/Above","55.8","51.1","On/Above","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Pierce","27403","Bethel School District","Limited English","23.3","32.5","Below","29.4","29.2","On/Above*","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Pierce","27403","Bethel School District","Special Education","24.7","29.1","Below","18","22.4","Below","On/Above","On/Above","N/A"
"2011-12","Puget Sound Educational Service District 121","Pierce","27403","Bethel School District","Low Income","61.1","62.4","Below","48.7","48.6","On/Above","On/Above","On/Above","N/A"
"2011-12","Educational Service District 105","Klickitat","20203","Bickleton School District","All","75.9","77.5","Below","64.8","75.9","Below","On/Above","On/Above","Below"
"2011-12","Educational Service District 105","Klickitat","20203","Bickleton School District","American Indian",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 105","Klickitat","20203","Bickleton School District","Asian",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 105","Klickitat","20203","Bickleton School District","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 105","Klickitat","20203","Bickleton School District","Black",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 105","Klickitat","20203","Bickleton School District","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Educational Service District 105","Klickitat","20203","Bickleton School District","White","84.2","83.5","On/Above","68.4","85.9","Below","On/Above","On/Above","N/A"
"2011-12","Educational Service District 105","Klickitat","20203","Bickleton School District","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Educational Service District 105","Klickitat","20203","Bickleton School District","Limited English",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 105","Klickitat","20203","Bickleton School District","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Educational Service District 105","Klickitat","20203","Bickleton School District","Low Income",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37503","Blaine School District","All","75.9","77.3","Below","59.2","65.2","Below","On/Above","On/Above","On/Above"
"2011-12","Northwest Educational Service District 189","Whatcom","37503","Blaine School District","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37503","Blaine School District","Asian","69.2",,"N<Required","66.7",,"N<Required","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37503","Blaine School District","Pacific Islander",,"82.7","N<Required",,"57.9","N<Required","N<Required","N<Required","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37503","Blaine School District","Black","60","68.3","Below","40","74.3","Below","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37503","Blaine School District","Hispanic","69.1","69.7","Below","49.3","46.5","On/Above","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37503","Blaine School District","White","78.2","79.1","Below","62.3","68.2","Below","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37503","Blaine School District","Two or More Races","80.4",,"N<Required","51.8",,"N<Required","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37503","Blaine School District","Limited English","37.5","49.1","Below","15.6","36.3","Below","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37503","Blaine School District","Special Education","38.7","36","On/Above","22.5","34.3","Below","On/Above","On/Above","N/A"
"2011-12","Northwest Educational Service District 189","Whatcom","37503","Blaine School District","Low Income",,"69.4","N<Required",,"56.7","N<Required","N<Required","N<Required","N/A"
"2011-12","Educational Service District 113","Lewis","21234","Boistfort School District","All","65.1","57.4","On/Above","53.5","38.2","On/Above","On/Above","On/Above","On/Above"
"2011-12","Educational Service District 113","Lewis","21234","Boistfort School District","American Indian",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 113","Lewis","21234","Boistfort School District","Asian",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 113","Lewis","21234","Boistfort School District","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 113","Lewis","21234","Boistfort School District","Black",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 113","Lewis","21234","Boistfort School District","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Educational Service District 113","Lewis","21234","Boistfort School District","White","69.4","59","On/Above","55.6","39.7","On/Above","On/Above","On/Above","N/A"
"2011-12","Educational Service District 113","Lewis","21234","Boistfort School District","Two or More Races",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 113","Lewis","21234","Boistfort School District","Limited English",,,"No Students",,,"No Students","No Students","No Students","N/A"
"2011-12","Educational Service District 113","Lewis","21234","Boistfort School District","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","N/A"
"2011-12","Educational Service District 113","Lewis","21234","Boistfort School District","Low Income",,"40.2","N<Required",,"24.3","N<Required","On/Above","On/Above","N/A"
"2011-12","Olympic Educational Service District 114","Kitsap","18100","Bremerton School District","All","66.9","68.3","Below","64","61.6","On/Above","On/Above","On/Above","On/Above"
"2011-12","Olympic Educational Service District 114","Kitsap","18100","Bremerton School District","American Indian","57.1","72.2","Below","55.6","61.1","Below","On/Above","On/Above","N/A"
"2011-12","Olympic Educational Service District 114","Kitsap","18100","Bremerton School District","Asian","76.8","80.3","Below","83.3","69.8","On/Above","On/Above","On/Above","N/A"
"2011-12","Olympic Educational Service District 114","Kitsap","18100","Bremerton School District","Pacific Islander","46.7","47.9","On/Above","40.9","42.4","Below","On/Above","On/Above","N/A"
"2011-12","Olympic Educational Service District 114","Kitsap","18100","Bremerton School District","Black","53.7","49.3","On/Above","52.9","37.3","On/Above","On/Above","On/Above","N/A"
"2011-12","Olympic Educational Service District 114","Kitsap","18100","Bremerton School District","Hispanic","59.1","62.9","Below","56.5","58.5","Below","On/Above","On/Above","N/A"
"2011-12","Olympic Educational Service District 114","Kitsap","18100","Bremerton School District","White","71.2","71.1","On/Above","67","65.4","On/Above","On/Above","On/Above","N/A"
"2011-12","Olympic Educational Service District 114","Kitsap","18100","Bremerton School District","Two or More Races","65.3","71.2","Below","63.4","62.5","On/Above","On/Above","On/Above","N/A"
"2011-12","Olympic Educational Service District 114","Kitsap","18100","Bremerton School District","Limited English","22.2","28.5","Below","26.1","24","On/Above","On/Above","On/Above","N/A"
"2011-12","Olympic Educational Service District 114","Kitsap","18100","Bremerton School District","Special Education","28.1","35.1","Below","21.2","28.4","Below","On/Above","On/Above","N/A"
"2011-12","Olympic Educational Service District 114","Kitsap","18100","Bremerton School District","Low Income","60.3","62","Below","55.8","53.9","On/Above","On/Above","On/Above","N/A"
