"biennium","program_index_code","title","program","subprogram","activity","subactivity"
"2021","00144","144-OPERATIONS","010","04","01",
"2023","00144","144-OPERATIONS","010","04","01","02"
"2021","00145","145-BUDGET POLICY AND ADMIN SERVICES","010","04","02",
"2023","00145","145-BUDGET POLICY AND ADMIN SERVICES","010","04","01","03"
"2021","00146","146-DEVELOPMENT AND DATA SERVICES","010","04","03",
"2023","00146","146-DEVELOPMENT AND DATA SERVICES","010","04","01","04"
"2021","00147","147-IT ENTERPRISE MAINT CONTRACTS","010","04","04",
"2023","00147","147-IT ENTERPRISE MAINT CONTRACTS","010","04","01","05"
"2021","00148","148-NRB PRINTER COPIER MACHINE SERVICES","010","04","05",
"2023","00148","148-NRB PRINTER COPIER MACHINE SERVICES","010","04","01","06"
"2021","0014A","INFORMATION MANAGEMENT ALLOTMENTS","010","04",,
"2023","0014A","INFORMATION MANAGEMENT ALLOTMENTS","010","04","01",
"2021","00150","150-ADMIN PROGRAM ADJUSTMENTS","010","08",,
"2023","00150","150-ADMIN PROGRAM ADJUSTMENTS","010","08",,
"2023","00151","151-IAA INDIRECT","010","09",,
"2021","00151","151-IAA INDIRECT","010","09",,
"2023","00159","159-INTERNAL CONTROLS","010","06","01","01"
"2023","0015A","INTERNAL POLICY & CONTROLS ALLOTMENTS","010","06","01",
"2023","00160","160-CONTRACTS AND PROCUREMENT","010","02","03",
"2021","00200","RSC PROTECTION AND REG PROG ALLOTMENTS","020",,,
"2023","00200","RSC PROTECTION AND REG PROG ALLOTMENTS","020",,,
"2023","00201","201 2021-23 CLIMATE PROVISO","020","02","09",
"2021","00202","202-RESOURCE PROTECTION UNALLOTTED","020","08",,
"2023","00202","202-RESOURCE PROTECTION UNALLOTTED","020","09",,
"2021","00203","203-BSA PENSION FUND SHIFT","020","04",,
"2023","00203","203-HUMAN RESOURCES HB 1168","020","02","08",
"2021","00204","204-STRATEGIC INVESTMENTS","020","02",,
"2023","00204","204-STRATEGIC INVESTMENTS","020","02","01",
"2023","00205","205-ENV JUSTICE POLICY OFC","020","02","02",
"2023","00206","206-ENV JUSTICE CBO","020","02","03",
"2023","00207","207-DATA CENTER MOVE","020","02","04",
"2023","00208","208-NATURE SYSTEM REPLACEMENT","020","02","05",
"2023","00209","209-COMMUNITY RESILIENCY POLICY OFFICE","020","02","07",
"2023","0020A","20A DROUGHT RESILIENCE TARGETED ANALYSIS","020","02","10",
"2023","0020B","20B-KELP & EELGRASS CONSERVATION SB 5619","020","02","11",
"2023","0020C","20C-S KING CO ENV ED","020","02","12",
"2023","0020D","20D-FINNISH SUSTAINABLE FORESTRY","020","02","13",
"2023","0020E","20E-COLLECT/REFRESH LIDAR DATA","020","02","14",
"2023","00210","210-WFM SAFETY PROGRAM","020","01","01","07"
"2021","00211","211-ADMINISTRATION","020","01","01","01"
"2023","00211","211-WFM PROGRAM MANAGEMENT","020","01","01","01"
"2023","00212","212-WFM BUDGET AND ACCOUNTING","020","01","01","02"
"2023","00213","213-WFM ADMIN SUPPORT","020","01","01","03"
"2021","00214","214-READINESS","020","01","04","01"
"2023","00214","214-READINESS","020","01","04","01"
"2021","00215","215-TRAINING","020","01","07","01"
"2023","00215","215-TRAINING","020","01","07","01"
"2021","00216","216-TRAINING CADRE PROVISO","020","01","07","05"
"2023","00216","216-TRAINING CADRE","020","01","07","05"
"2021","00217","217-FIRE CACHE OPERATIONS","020","01","05","01"
"2023","00217","217-FIRE CACHE OPERATIONS","020","01","05","01"
"2023","00218","218-WFM GRANTS AND CONTRACTS SUPPORT","020","01","01","04"
"2023","00219","219-WFM STRATEGIC PRIORITIES","020","01","01","05"
"2021","0021A","FIRE ADMINISTRATION ALLOTMENTS","020","01","01",
"2023","0021A","WFMD ADMINISTRATION ALLOTMENTS","020","01","01",
"2023","0021B","21B-20 PERSON HAND CREWS","020","01","04","04"
"2023","0021C","21C-POST RELEASE HAND CREWS","020","01","04","05"
"2023","0021D","21D-DOZERS HEAVY EQUIPMENT PROGRAM","020","01","04","06"
"2021","0021E","21E-DISASTER AERIAL ATTACK WILDFIRES","020","01","04","03"
"2023","0021E","21E-FIXED WING AVIATION","020","01","04","02"
"2023","0021F","21F-ADVANCED FIRE DETECTION SYSTEMS","020","01","04","07"
"2021","0021G","21G-TRAINING 2017 CPG SFA","020","01","07","02"
"2023","0021G","21G-TRAINING 2017 CPG SFA","020","01","07","02"
"2023","0021H","21H-INCREASED AERIAL RESPONSE","020","01","04","08"
"2023","0021J","21J-INCREASED LOCAL FIRE SERVICE CAPACIT","020","01","04","09"
"2023","0021K","21K-UNPROTECTED LANDS SCOPING & IMPLEMEN","020","01","04","10"
"2021","0021L","21L-TRAINING 2018 CPG SFA","020","01","07","03"
"2023","0021L","21L-TRAINING 2018 CPG SFA","020","01","07","03"
"2023","0021M","21M-SPAN OF CONTROL","020","01","04","11"
"2021","0021N","21N-TRAINING 2019 CPG SFA","020","01","07","04"
"2023","0021N","21N-TRAINING 2019 CPG SFA","020","01","07","04"
"2021","0021P","21P-2020 CPG SFA","020","01","07","06"
"2023","0021P","21P-2020 CPG SFA","020","01","07","06"
"2023","0021Q","21Q-LOGISTIC AND EQUIP SUPPORT","020","01","05","02"
"2021","0021R","21R-DNR ROTOR WING PROVISO","020","01","04","04"
"2023","0021R","21R-DNR ROTOR WING PROVISO","020","01","04","03"
"2023","0021T","21T-WFM INCIDENT BUSINESS","020","01","01","06"
"2023","0021U","21U-WFM FIRE BUSINESS FISCAL STAFF","020","01","20",
"2023","0021V","21V-FISCAL SUPPORT FIRE","020","01","21","01"
"2023","0021W","21W-PYMT TEAMS AND COST SHARE SETTLEMNTS","020","01","21","02"
"2021","0021X","FIRE READINESS ALLOTMENTS","020","01","04",
"2023","0021X","PREPAREDNESS ALLOTMENTS","020","01","04",
"2021","0021Y","FIRE CACHE ALLOTMENTS","020","01","05",
"2023","0021Y","FIRE CACHE ALLOTMENTS","020","01","05",
"2021","0021Z","DNR FIRE TRAINING ALLOTMENTS","020","01","07",
"2023","0021Z","DNR FIRE TRAINING ALLOTMENTS","020","01","07",
"2021","00221","221-GENERAL FUND FIRES","020","01","02","01"
"2023","00221","221-GENERAL FUND FIRES","020","01","02","01"
"2021","00222","222-LANDOWNER PARTICIPATION FIRES","020","01","02","02"
"2023","00222","222-LANDOWNER PARTICIPATION FIRES","020","01","02","02"
"2021","00223","223-REACTING TO A FIRE POTENTIAL","020","01","02","03"
"2023","00223","223-REACTING TO A FIRE POTENTIAL","020","01","02","03"
"2021","00224","224-NON WILDLAND FIRE EMERGENCY RESPONSE","020","01","02","04"
"2023","00224","224-NON WILDLAND FIRE EMERGENCY RESPONSE","020","01","02","04"
"2021","0022A","EMERGENCY FIRE SUPPRESSION ALLOTMENTS","020","01","02",
"2023","0022A","EMERGENCY FIRE SUPPRESSION ALLOTMENTS","020","01","02",
"2023","0022X","22X-SIGNIFICANT WF OPS SPT SUPPRESSION","020","01","02","07"
"2023","00230","230-SILVI BURN PERM RVW AND PROCESSING","020","01","17","01"
"2021","00231","231-PREVENTION","020","01","03","01"
"2023","00231","231-WF PREVENTION","020","01","12","06"
"2021","00232","232-SILVICULTURAL BURNING PERMITS","020","01","03","02"
"2023","00232","232-SILVI BURN PERM SITE VISITS","020","01","17","02"
"2021","00233","233-PROTECTION ASSISTANCE","020","01","03","03"
"2023","00233","233-FIRE DISTRICT ASSISTANCE","020","01","03","01"
"2023","00234","234-FIRE DIST ASSIST COORDINATORS","020","01","03","04"
"2023","00235","235-FIRE DIST ASSIST PROVISO","020","01","03","05"
"2021","00236","236-FIRE PREVENTION LOCAL GRANTS","020","01","03","04"
"2023","00236","236-FIRE DIST ASSIST LOCAL GRANTS","020","01","03","02"
"2021","00237","237-FIRE PREVENTION FEDERAL GRANTS","020","01","03","05"
"2023","00237","237-FIRE DIST ASSIST FEDERAL GRANTS","020","01","03","03"
"2023","00238","238-POST RELEASE CREW PROG IMPLEMENTATIO","020","01","16",
"2023","00239","239-WF PREVENTION","020","01","22",
"2021","0023A","FIRE PREVENTION ALLOTMENTS","020","01","03",
"2023","0023A","FIREFIGHTER PROP AND ASSIST ALLOTMENTS","020","01","03",
"2023","0023B","23B-SMOKE MGMT PERMITTING AND REGULATION","020","01","18","02"
"2021","0023C","23C-DISASTER SMOKE MGMT PLAN","020","01","03","06"
"2023","0023C","23C-SMOKE MGMT PLAN","020","01","18","01"
"2021","0023J","23J-FFPA COORDINATOR","020","01","03","07"
"2023","0023J","23J-FIRE ASSESSMENT PROGRAM","020","01","14",
"2021","0023K","23K-DATA SYSTEM","020","01","03","08"
"2023","0023U","23U-1168 20YR FH STRATEGIC PLAN","020","07","11","08"
"2023","0023V","23V-1168 STWIDE FOREST ACTION PLAN","020","07","11","09"
"2023","0023Z","SMOKE MGMT PROGRAM ALLOTMENTS","020","01","18",
"2021","00244","244-URBAN AND COMMUNITY FORESTRY","020","07","04","01"
"2023","00244","244-UCF FEDERAL GRANTS","020","07","04","01"
"2021","00245","245-URBAN AND COMM FOREST OTH ST AGY WRK","020","07","04","02"
"2023","00245","245-UCF OTH ST AGY WRK","020","07","04","02"
"2023","00246","246-UCF ST EVERGREEN COMMUNITIES","020","07","04","04"
"2023","00247","247-UCF STATE PROGRAM MGMT","020","07","04","05"
"2023","00248","248-UCF STATE STATEWIDE STAFF","020","07","04","06"
"2021","0024A","COMMUNITY AND URBAN FORESTRY ALLOTMENTS","020","07","04",
"2023","0024A","UCF ALLOTMENTS","020","07","04",
"2021","0024P","24P-URBAN & COMMUNITY FORESTRY PROVISO","020","07","04","04"
"2021","0024Z","24Z-REIMBURSABLE WORK","020","07","04","03"
"2023","0024Z","24Z-UCF REIMBURSABLE WORK","020","07","04","03"
"2021","00250","250-DIVISION AND REGION ADMINISTRATION","020","05","01","01"
"2023","00250","250-DIVISION AND REGION ADMINISTRATION","020","05","01","01"
"2021","00251","251-PROJECT SUPPORT","020","05","02","02"
"2023","00251","251-PROJECT SUPPORT","020","05","02","02"
"2021","00252","252-ADAPTIVE MANAGEMENT PROJECTS","020","05","02","03"
"2023","00252","252-ADAPTIVE MANAGEMENT PROJECTS","020","05","02","03"
"2021","00253","253-ADMINISTRATION","020","05","02","01"
"2023","00253","253-ADMINISTRATION","020","05","02","01"
"2021","00254","254-FP APP,WTR MOD, T AND E SPECIES","020","05","01","02"
"2023","00254","254-FP APP,WTR MOD, T AND E SPECIES","020","05","01","02"
"2021","00255","255-COMPLIANCE AND ENFORCEMENT","020","05","01","03"
"2023","00255","255-COMPLIANCE AND ENFORCEMENT","020","05","01","03"
"2021","00256","256-APPEALS AND LITIGATION","020","05","01","06"
"2023","00256","256-APPEALS AND LITIGATION","020","05","01","06"
"2021","00257","257-COMPLIANCE MONITORING","020","05","01","04"
"2023","00257","257-COMPLIANCE MONITORING","020","05","01","04"
"2021","00258","258-SM FOREST LANDOWNER PROG AND OPS","020","05","03","01"
"2023","00258","258-SM FOREST LANDOWNER PROG AND OPS","020","05","03","01"
"2021","00259","259-RMAPS","020","05","01","07"
"2023","00259","259-RMAPS","020","05","01","07"
"2021","0025A","25A-FOREST PRACTICES BOARD","020","05","04","01"
"2023","0025A","25A-FOREST PRACTICES BOARD","020","05","04","01"
"2021","0025B","25B-FOREST STEWARDSHIP PROGRAM","020","05","03","02"
"2023","0025B","25B-SAFE HARBOR AGREEMENT","020","05","04","03"
"2021","0025C","25C-RULE MAKING AND BOARD MANUAL","020","05","04","02"
"2023","0025C","25C-RULE MAKING AND BOARD MANUAL","020","05","04","02"
"2021","0025D","25D-AMP TRIBES PARTICIPATION","020","05","02","04"
"2023","0025D","25D-AMP TRIBES PARTICIPATION","020","05","02","04"
"2021","0025E","25E-FP HYDRAULIC PROJECTS","020","05","01","11"
"2023","0025E","25E-FP HYDRAULIC PROJECTS","020","05","01","11"
"2021","0025F","25F-FP SCIENCE TEAM CONSULTATION","020","05","01","10"
"2023","0025F","25F-FP SCIENCE TEAM CONSULTATION","020","05","01","10"
"2021","0025G","25G-FPIMS (FPARS,FPRAT,GIS SUPPORT)","020","05","01","05"
"2023","0025G","25G-FPIMS (FPARS,FPRAT,GIS SUPPORT)","020","05","01","05"
"2021","0025H","25H-PUBLIC DISCLOSURE REQUESTS","020","05","01","09"
"2023","0025H","25H-PUBLIC DISCLOSURE REQUESTS","020","05","01","09"
"2021","0025J","25J-TRAINING AND OUTREACH","020","05","01","08"
"2023","0025J","25J-TRAINING AND OUTREACH","020","05","01","08"
"2021","0025K","25K-FFFPP OUTREACH AND TECH ASSISTANCE","020","05","03","04"
"2023","0025K","25K-FFFPP OUTREACH AND TECH ASSISTANCE","020","05","03","02"
"2021","0025L","25L-OS-83997301-0 EPA GRANT FOR NHD","020","05","01","16"
"2023","0025L","25L-OS-83997301-0 EPA GRANT FOR NHD","020","05","01","16"
"2021","0025M","25M-FP SCIENCE TEAM GEOLOGICAL SLOPES","020","05","01","14"
"2023","0025M","25M-FP SCIENCE TEAM GEOLOGICAL SLOPES","020","05","01","14"
"2021","0025N","25N-AERIAL HERBICIDE APPLICATION","020","05","01","15"
"2023","0025N","25N-AERIAL HERBICIDES FORESTLAND","020","05","01","15"
"2021","0025P","25P-FP REGION GIS SUPPORT","020","05","01","13"
"2023","0025P","25P-FP REGION GIS SUPPORT","020","05","01","13"
"2021","0025Q","25Q-AMP GRANTS TO NGOS","020","05","02","05"
"2023","0025Q","25Q-AMP GRANTS TO NGOS","020","05","02","05"
"2021","0025R","25R-SMALL FOREST LANDOWNER","020","05","03","06"
"2023","0025R","25R-SFLO ASSISTANCE","020","05","03","03"
"2021","0025S","25S-F&F AGRMTS WITH DFW & ECY","020","05","02","06"
"2023","0025S","25S-F&F AGRMTS WITH DFW & ECY","020","05","02","06"
"2021","0025T","25T-RCPP AGREEMENT WITH DFW AND ECY","020","05","03","05"
"2023","0025T","25T-FP PARTICIPATION GRANTS","020","05","02","08"
"2021","0025U","25U-DAHP GIS AGREEMENT","020","05","01","12"
"2023","0025U","25U-DAHP GIS AGREEMENT","020","05","01","12"
"2021","0025V","FP REGION DIVISION RULE IMPLEMENT ALLOT","020","05","01",
"2023","0025V","25V-AERIAL HERBICIDE BRD MANUAL","020","05","04","04"
"2021","0025W","25W-WWSF WSU","020","05","03","03"
"2023","0025W","25W-FP PERMIT DB SYSTEM","020","05","01","17"
"2021","0025X","FP ADAPTIVE MANAGEMENT ALLOTMENTS","020","05","02",
"2023","0025X","25X-FP ENV JUSTICE TASK FORCE","020","05","01","18"
"2021","0025Y","FP SM FOREST LANDOWNER OFC ALLOTMENTS","020","05","03",
"2023","0025Y","25Y-SFLO REGULATION ASSISTANCE","020","05","03","04"
"2021","0025Z","25Z-ADAPTIVE MGMT RESEARCH PROJECTS","020","05","02","07"
"2023","0025Z","25Z-ADAPTIVE MGMT RESEARCH PROJECTS","020","05","02","07"
"2021","00260","260-ADMIN AND TECHNICAL SERVICES","020","06","01",
"2023","00260","260-ADMIN AND TECHNICAL SERVICES","020","06","01",
"2021","00261","261-WGS RECOVERY AGREEMENTS","020","06","04","08"
"2021","00262","262-LIDAR","020","06","04","02"
"2023","00262","262-LIDAR","020","06","04","03"
"2021","00263","263-SURFACE MINING DIVISION","020","06","02","01"
"2023","00263","263-SURFACE MINING DIVISION","020","06","02","01"
"2023","00264","264-COLLECT/REFRESH LIDAR DATA","020","06","04","09"
"2021","00265","265-OIL GAS GEOTHERMAL REGULATION","020","06","02","02"
"2023","00265","265-OIL GAS GEOTHERMAL REGULATION","020","06","02","02"
"2021","00266","266-STATEMAPS","020","06","03","01"
"2023","00266","266-STATEMAPS","020","06","03","01"
"2021","00267","267-NATURAL DISASTER MITIGATION","020","06","04","07"
"2021","00268","268-GEOLOGIC HAZARDS","020","06","04","01"
"2023","00268","268-GEOLOGIC HAZARDS","020","06","04","01"
"2023","00269","269-EARTH RESOURCES","020","06","04","02"
"2021","0026B","26B-PASCO BASIN VISUALIZATION PROJECT","020","06","04","04"
"2023","0026B","26B-COLUMBIA BASIN","020","06","04","08"
"2023","0026C","26C-CARBON SEQUESTRATION","020","06","04","05"
"2023","0026E","26E-EARTHMRI","020","06","03","05"
"2021","0026G","26G-DE EE0006728 DOE GEOTHERMAL","020","06","03","02"
"2021","0026H","26H-WA DATA PRESERVATION","020","06","03","05"
"2023","0026H","26H-WA DATA PRESERVATION","020","06","03","03"
"2021","0026K","26K-G18AC00081 WA GROUND WATER MONITOR","020","06","03","03"
"2021","0026M","26M-E19-131 2018 TSUINFO NEWSLETTER","020","06","04","03"
"2023","0026N","26N-NGMDB MARKETING","020","06","04","06"
"2021","0026P","26P-WA GROUNDWATER MONITORING","020","06","03","06"
"2023","0026P","26P-WA GROUNDWATER MONITORING","020","06","03","04"
"2021","0026Q","GEOLOGY REGULATORY PROG ALLOTMENTS","020","06","02",
"2023","0026Q","GEOLOGY REGULATORY PROG ALLOTMENTS","020","06","02",
"2021","0026R","26R-FEMA OUTREACH","020","06","03","04"
"2023","0026R","26R-FEMA OUTREACH","020","06","03","02"
"2021","0026S","WGS FEDERAL GRANTS ALLOTMENTS","020","06","03",
"2023","0026S","WGS FEDERAL GRANTS ALLOTMENTS","020","06","03",
"2021","0026U","GEOLOGIC HAZARDS ALLOTMENTS","020","06","04",
"2023","0026U","SCIENCE AND RESEARCH ALLOTMENTS","020","06","04",
"2021","0026V","26V-POST WILDFIRE ASSESSMENTS","020","06","04","06"
"2023","0026X","26X-GFS MATCH FOR GRANTS","020","06","03","06"
"2021","0026Z","26Z-NTHMP RECOVERY AGREEMENTS","020","06","04","05"
"2023","0026Z","26Z-NTHMP RECOVERY AGREEMENTS","020","06","04","04"
"2021","00270","270-FOREST HEALTH (GFS)","020","07","07","01"
"2023","00270","270-FOREST INSECT AND DISEASE","020","07","07","01"
"2021","00271","271-FOREST HEALTH GRANTS","020","07","07","02"
"2023","00271","271-FH FEDERAL GRANTS","020","07","07","02"
"2021","00272","272-STATEWIDE WOOD ENERGY TEAM GRANT","020","07","02","01"
"2023","00272","272-STWIDE WOOD ENERGY TM FED GRANT","020","07","11","06"
"2021","00273","273-PREPAREDNESS AND PREVENTION","020","07","05","01"
"2023","00273","273-NEPA OPERATIONS","020","07","10","04"
"2021","00274","274-FH PREVENTION LOCAL GRANTS","020","07","05","02"
"2023","00274","274-NEPA CONTRACTS","020","07","10","05"
"2021","00275","275-FH PREVENTION FEDERAL GRANTS","020","07","05","03"
"2023","00275","275-EWA SVC FORESTRY FEDERAL GRANTS","020","07","03","01"
"2021","00276","276-FH MONITORING","020","07","01","01"
"2023","00276","276-IT AND DATA MGMT 1168","020","07","14","02"
"2021","00277","277-FH OPERATIONS PROVISO","020","07","01","02"
"2023","00277","277-WF AND FH SPECIALISTS","020","07","01","02"
"2021","00278","278-EMERGENCY FOREST RESTORATION PROGRAM","020","07","05","04"
"2023","00278","278-IT AND DATA MGMT 1216","020","07","14","03"
"2021","00279","279-LANDOWNER ASSISTANCE PROVISO","020","07","01","03"
"2023","00279","279-ENG PHOTOGRAMMETRY PROG PROJECTS","020","07","14","04"
"2021","0027A","FOREST HEALTH PLANNING ALLOTMENTS","020","07","02",
"2023","0027A","FOR RESILIENCY ADMIN ALLOTMENTS","020","07","02",
"2021","0027B","27B-DISASTER 20 YR FH STRATEGIC PLAN","020","07","02","02"
"2023","0027B","FH STRATEGIC PLANNING ALLOTMENTS","020","07","11",
"2021","0027C","27C-2SSB 5546 FOREST HEALTH TREATMENT","020","07","03","01"
"2023","0027C","27C-20 YEAR FH STRATEGIC PLAN","020","07","11","01"
"2023","0027D","27D-FRA POLICY AND MANAGEMENT","020","07","02","01"
"2023","0027E","27E-FRA BUDGET AND ACCOUNTING","020","07","02","02"
"2021","0027F","27F-COMMUNICATIONS OUTREACH PROVISO","020","07","10",
"2023","0027F","27F-STATEWIDE FOREST ACTION PLAN","020","07","11","02"
"2021","0027G","27G-WILDLAND URBAN INTERFACE","020","07","05","05"
"2023","0027G","27G-WILDLAND URBAN INTERFACE","020","01","19",
"2021","0027H","27H - PRESCRIBED BURN CERTIFICATE PROGRA","020","07","06","01"
"2023","0027H","27H-PRESCRIBED BURN CERT ADMINISTRATION","020","05","05","01"
"2023","0027I","FOR RESILIENCY IT AND DATA MGMT ALLOTMNT","020","07","14",
"2021","0027J","27J-2SHB1784 WILDFIRE PREVENTION","020","07","05","06"
"2023","0027J","27J-ALL LANDS DIRECT INVESTMENTS","020","07","11","03"
"2021","0027K","27K-GNA OPERATIONS PROVISO","020","07","11",
"2023","0027K","27K-FH STRIKE TEAM","020","07","01","03"
"2021","0027L","27L-PRESCRIBED FIRE PROJECTS-USFS AGMTS","020","07","06","02"
"2023","0027L","27L-PRESC FIRE PROJ USFS SPP AGRMTS","020","07","06","01"
"2021","0027M","27M-FOREST STEWARDSHIP PROGRAM","020","07","01","04"
"2023","0027M","27M-FOREST STEWARDSHIP FEDERAL GRANTS","020","07","03","03"
"2023","0027N","27N-FRA ADMIN SUPPORT","020","07","02","03"
"2021","0027P","27P-RCPP AGMT WITH DFW & ECY","020","07","01","05"
"2023","0027P","27P-DATA AND MONITORING INVESTMENTS","020","07","11","04"
"2023","0027Q","27Q-FRA GRANTS AND CONTRACTS MGMT","020","07","02","04"
"2021","0027R","27R-CWFPP PROVISO","020","07","05","07"
"2023","0027R","27R-BLDG FOREST PARTNERSHIPS STATE","020","07","11","05"
"2023","0027S","27S-ALL LANDS FH ADMINISTRATION","020","07","01","01"
"2023","0027T","27T-FRA ENV JUSTICE TASK FORCE","020","07","11","07"
"2023","0027U","27U-WWA SVC FORESTRY FEDERAL GRANTS","020","07","03","02"
"2021","0027V","PRESCRIBED FIRE ALLOTMENTS","020","07","06",
"2023","0027V","PRESCRIBED FIRE ALLOTMENTS","020","07","06",
"2021","0027W","FH OPS AND MONITORING ALLOTMENTS","020","07","01",
"2023","0027W","FOREST HEALTH FIELD OPS ALLOTMENTS","020","07","01",
"2021","0027X","FH FUEL REDUCTION ALLOTMENTS","020","07","03",
"2023","0027X","SVC FORESTRY FED GRANTS ALLOTMENTS","020","07","03",
"2021","0027Y","COMM WF PREP AND PREV ALLOTMENTS","020","07","05",
"2023","0027Y","27Y-IT AND DATA MGMT STATEWIDE","020","07","14","01"
"2021","0027Z","FOREST INSECT AND DISEASE ALLOTMENTS","020","07","07",
"2023","0027Z","FOREST INSECT AND DISEASE ALLOTMENTS","020","07","07",
"2023","00280","280-ENG PHOTOGRAMMETRY PROG PROJECTS","020","01","13","03"
"2021","00281","281-DISASTER PUBLIC DISCLOSURE","020","03",,
"2023","00281","281-DISASTER PUBLIC DISCLOSURE","020","02","06",
"2021","00282","282-DISASTER EMERGENCY FIRE SUPP","020","01","02","07"
"2023","00282","282-FIRE REGULATION","020","01","15",
"2021","00283","283-CARES ACT (COVID-19)","020","09",,
"2023","00283","283-COMMUNITY RESILIENCE PROGRAM MGMT","020","01","12","02"
"2023","00284","284-WF IT GIS AND DATA MANAGEMENT","020","01","13","01"
"2021","00285","285-REACTING TO FIRE DANGER","020","01","02","05"
"2023","00285","285-REACTING TO FIRE DANGER","020","01","02","05"
"2021","00286","286-INTERAGENCY FIRE TRAINING ACADEMIES","020","01","08",
"2023","00286","286-INTERAGENCY FIRE TRAINING ACADEMIES","020","01","08",
"2021","00287","287-HB 2093 WILDLAND FIRE SUPPRESSION","020","01","09",
"2023","00287","287-WILDLAND FIRE ADVISORY COMMITTEE","020","01","09",
"2021","00288","288-SEASONAL SUPPRESSION COSTS","020","01","02","06"
"2023","00288","288-SEASONAL SUPPRESSION COSTS","020","01","02","06"
"2021","00289","289-WILDLAND FIRE ADVISORY COMMITTEE","020","01","10",
"2023","00289","289-POST FIRE RECOVERY","020","07","13",
"2023","0028A","COMMUNITY RESILIENCE ALLOTMENTS","020","01","12",
"2023","0028B","28B-COMMUNITY RESILIENCE GRANT PROGRAM","020","01","12","01"
"2021","0028C","28C-WILDFIRE AG LITIGATION/PDRS","020","01","02","08"
"2023","0028C","28C-COMMUNITY RESILIENCE LOCAL GRANTS","020","01","12","04"
"2023","0028D","28D-REGIONAL COMMUNITY WF PREPAREDNESS","020","01","12","03"
"2023","0028E","28E-COMMUNITY RESILIENCE FEDERAL GRANTS","020","01","12","05"
"2023","0028F","28F-WF POLICY AND MANAGEMENT","020","01","10","01"
"2023","0028G","28G-GNA OPS AND BUSINESS SERVICES","020","07","10","01"
