"projectgroupid","fiscalyear_budgets","project_unique","orgname","shortdesc","fund_category_description","fund_parent_source","project_category_label","project_category_description","budget"
"7651505.0","2015","76515-05","Virginia Port Authority","VPA - CWRY Marshalling Yard","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651505.0","2015","76515-05","Virginia Port Authority","VPA - CWRY Marshalling Yard","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
"7651405.0","2015","76515-06","Norfolk Southern Railway","NS - Rehab of Sunray-Portlock Bridge","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","1165585.0"
"7651405.0","2015","76515-06","Norfolk Southern Railway","NS - Rehab of Sunray-Portlock Bridge","Local Share","Local Funds","Rail","Rail Enhancement Fund","540000.0"
"7651507.0","2015","76515-07","Norfolk Southern Railway","NS - Nokesville to Calverton","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651507.0","2015","76515-07","Norfolk Southern Railway","NS - Nokesville to Calverton","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
"7651406.0","2015","76515-08","Norfolk Southern Railway","NS - Lipscomb Siding","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651406.0","2015","76515-08","Norfolk Southern Railway","NS - Lipscomb Siding","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
"7651407.0","2015","76515-09","Norfolk Southern Railway","NS - Kinsey Siding","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651407.0","2015","76515-09","Norfolk Southern Railway","NS - Kinsey Siding","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
"7651408.0","2015","76515-10","Norfolk Southern Railway","NS - Montgomery Tunnel","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","662746.0"
"7651408.0","2015","76515-10","Norfolk Southern Railway","NS - Montgomery Tunnel","Local Share","Local Funds","Rail","Rail Enhancement Fund","1071000.0"
"7651511.0","2015","76515-11","Norfolk Southern Railway","NS - Glade Spring Siding","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","1385999.72"
"7651511.0","2015","76515-11","Norfolk Southern Railway","NS - Glade Spring Siding","Local Share","Local Funds","Rail","Rail Enhancement Fund","594000.0"
"7001590.0","2015","76513-12","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","1255940.0"
"7651411.0","2015","76515-14","Norfolk Southern Railway","NS - Dominion Power Plant Siding","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651411.0","2015","76515-14","Norfolk Southern Railway","NS - Dominion Power Plant Siding","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
"7651414.0","2015","76515-15","Norfolk Southern Railway","NS - F-Line Bridge Clearances","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651414.0","2015","76515-15","Norfolk Southern Railway","NS - F-Line Bridge Clearances","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
"7801501.0","2015","78015-01","Rail Division Project Management","Route 47 Service","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","1544442.93"
"7801502.0","2015","78015-02","Rail Division Project Management","Route 51 Service","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","0.0"
"7801504.0","2015","78015-04","Rail Division Project Management","Amtrak Services Capital in FY2015","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","2082135.0"
"7801505.0","2015","78015-05","Rail Division Project Management","Route 47 Service","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","0.0"
"7801506.0","2015","78015-06","Rail Division Project Management","Route 50 Service","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","0.0"
"8101301.0","2015","78015-07","Norfolk Southern Railway","Amtrak Extension to Roanoke","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","32082350.83"
"7801508.0","2015","78015-08","Norfolk Southern Railway","Archived/Closed?","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","0.0"
"7801508.0","2015","78015-08","Norfolk Southern Railway","Archived/Closed?","Local Share","Local Funds","Rail","Rail Planning","0.0"
"5000100.0","2015","50001-01","Greater Lynchburg Transit Company","GLTC-Bus Construction Admin/Maintenance Facility","Highway Federal Fund","Federal Funds","Transit","Multi-year Capital Projects","4679123.0"
"5000100.0","2015","50001-01","Greater Lynchburg Transit Company","GLTC-Bus Construction Admin/Maintenance Facility","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","3910000.0"
"5000100.0","2015","50001-01","Greater Lynchburg Transit Company","GLTC-Bus Construction Admin/Maintenance Facility","Local Share","Local Funds","Transit","Multi-year Capital Projects","1150000.0"
"5000200.0","2015","50002-01","NVTC - VRE","VRE - Track Lease Payments-CSX","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","2172553.96"
"5000200.0","2015","50002-01","NVTC - VRE","VRE - Track Lease Payments-CSX","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","3196250.0"
"5000200.0","2015","50002-01","NVTC - VRE","VRE - Track Lease Payments-CSX","Local Share","Local Funds","Transit","Multi-year Capital Projects","1022800.0"
"5000300.0","2015","50003-01","NVTC - VRE","VRE - Track Lease Payments-Norfolk Southern","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","1091400.0"
"5000300.0","2015","50003-01","NVTC - VRE","VRE - Track Lease Payments-Norfolk Southern","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","1605000.0"
"5000300.0","2015","50003-01","NVTC - VRE","VRE - Track Lease Payments-Norfolk Southern","Local Share","Local Funds","Transit","Multi-year Capital Projects","513600.0"
"5000400.0","2015","50004-01","Hampton Roads Transit","Naval Station Norfolk Transit Extension (DEIS)","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","0.0"
"5000400.0","2015","50004-01","Hampton Roads Transit","Naval Station Norfolk Transit Extension (DEIS)","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","232984.0"
"5000400.0","2015","50004-01","Hampton Roads Transit","Naval Station Norfolk Transit Extension (DEIS)","Local Share","Local Funds","Transit","Multi-year Capital Projects","24016.0"
"4601408.0","2014","46014-08","Crater Planning District Commission","FTA 5303 FY2014 - Crater PDC - Petersburg Area MPO","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","5303 / 5304 Planning & TDP's","0.0"
"7651408.0","2014","76515-10","Norfolk Southern Railway","NS - Montgomery Tunnel","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","1836254.0"
"7001590.0","2016","76513-12","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","448726.43"
"5000100.0","2014","50001-01","Greater Lynchburg Transit Company","GLTC-Bus Construction Admin/Maintenance Facility","Highway Federal Fund","Federal Funds","Transit","Multi-year Capital Projects","1760877.0"
"7651516.0","2015","76515-16","District of Columbia DOT","Long Bridge NEPA Project Planning","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","300000.0"
"7651516.0","2015","76515-16","District of Columbia DOT","Long Bridge NEPA Project Planning","Federal Share","Federal Funds","Rail","Rail Enhancement Fund","0.0"
"7651516.0","2015","76515-16","District of Columbia DOT","Long Bridge NEPA Project Planning","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
"7001590.0","2015","76515-17","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Local Match on Vehicles / Match From Vendors","Local Funds","Rail","Rail Enhancement Fund","68280.0"
"7001590.0","2015","76515-17","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Priority Transportation","State Funds","Rail","Rail Enhancement Fund","1477.92"
"7001590.0","2015","76515-17","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","10199.16"
"7001590.0","2015","76515-17","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Highway Federal Fund","Federal Funds","Rail","Rail Enhancement Fund","1016648.0"
"5000100.0","2015","50001-02","Greater Lynchburg Transit Company","GLTC-Bus Construction Admin/Maintenance Facility","Highway Federal Fund","Federal Funds","Transit","Multi-year Capital Projects","2348117.0"
"5000100.0","2016","50001-02","Greater Lynchburg Transit Company","GLTC-Bus Construction Admin/Maintenance Facility","Highway Federal Fund","Federal Funds","Transit","Multi-year Capital Projects","2840216.0"
"5000100.0","2016","50001-02","Greater Lynchburg Transit Company","GLTC-Bus Construction Admin/Maintenance Facility","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","3150061.0"
"5000100.0","2016","50001-02","Greater Lynchburg Transit Company","GLTC-Bus Construction Admin/Maintenance Facility","Local Share","Local Funds","Transit","Multi-year Capital Projects","1132197.0"
"5000200.0","2016","50002-02","NVTC - VRE","VRE - Track Lease Payments-CSX","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","2366400.0"
"5000200.0","2016","50002-02","NVTC - VRE","VRE - Track Lease Payments-CSX","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","3480000.0"
"5000200.0","2016","50002-02","NVTC - VRE","VRE - Track Lease Payments-CSX","Local Share","Local Funds","Transit","Multi-year Capital Projects","1113600.0"
"5000300.0","2016","50003-02","NVTC - VRE","VRE - Track Lease Payments-Norfolk Southern","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","1134920.0"
"5000300.0","2016","50003-02","NVTC - VRE","VRE - Track Lease Payments-Norfolk Southern","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","1669000.0"
"5000300.0","2016","50003-02","NVTC - VRE","VRE - Track Lease Payments-Norfolk Southern","Local Share","Local Funds","Transit","Multi-year Capital Projects","534080.0"
"5000400.0","2016","50004-02","Hampton Roads Transit","Naval Station Norfolk Transit Extension (DEIS)","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","0.0"
"5000400.0","2016","50004-02","Hampton Roads Transit","Naval Station Norfolk Transit Extension (DEIS)","Local Share","Local Funds","Transit","Multi-year Capital Projects","56000.0"
"5000900.0","2016","50009-01","Williamsburg Area Transit Authority","WATA Purchase Replacement Buses","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","16000.0"
"5000900.0","2016","50009-01","Williamsburg Area Transit Authority","WATA Purchase Replacement Buses","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","80000.0"
"5000900.0","2016","50009-01","Williamsburg Area Transit Authority","WATA Purchase Replacement Buses","Local Share","Local Funds","Transit","Multi-year Capital Projects","4000.0"
"5001000.0","2016","50010-01","County of Loudoun","Loudoun Purchase Expansion Bus 40-ft","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","335894.0"
"5001000.0","2016","50010-01","County of Loudoun","Loudoun Purchase Expansion Bus 40-ft","Local Share","Local Funds","Transit","Multi-year Capital Projects","176000.0"
"5001100.0","2016","50011-01","NVTC - Fairfax County","Fairfax County RT.1 BRT Study & Design - TTF","Highway Construction Fund","State Funds","Transit","Multi-year Capital Projects","3840000.0"
"5001100.0","2016","50011-01","NVTC - Fairfax County","Fairfax County RT.1 BRT Study & Design - TTF","Local Share","Local Funds","Transit","Multi-year Capital Projects","160000.0"
"5001200.0","2016","50012-01","NVTC - VRE","VRE - Track Lease Payments - Amtrak","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","2053260.0"
"5001200.0","2016","50012-01","NVTC - VRE","VRE - Track Lease Payments - Amtrak","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","3019500.0"
"5001200.0","2016","50012-01","NVTC - VRE","VRE - Track Lease Payments - Amtrak","Local Share","Local Funds","Transit","Multi-year Capital Projects","966240.0"
"5001300.0","2016","50013-01","NVTC - VRE","VRE Purchase Expansion Rail Cars","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","3213000.0"
"5001300.0","2016","50013-01","NVTC - VRE","VRE Purchase Expansion Rail Cars","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","1323000.0"
"5001300.0","2016","50013-01","NVTC - VRE","VRE Purchase Expansion Rail Cars","Local Share","Local Funds","Transit","Multi-year Capital Projects","189000.0"
"5001400.0","2016","50014-01","PRTC","PRTC Western Maintenance Facility","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","6545000.0"
"5001400.0","2016","50014-01","PRTC","PRTC Western Maintenance Facility","Local Share","Local Funds","Transit","Multi-year Capital Projects","18820032.0"
"5001700.0","2016","50017-01","Greater Richmond Transit Company","Greater Richmond Bus Rapid Transit Corridor","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","2856000.0"
"5001700.0","2016","50017-01","Greater Richmond Transit Company","Greater Richmond Bus Rapid Transit Corridor","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","4200000.0"
"5001700.0","2016","50017-01","Greater Richmond Transit Company","Greater Richmond Bus Rapid Transit Corridor","Local Share","Local Funds","Transit","Multi-year Capital Projects","1344000.0"
"5001800.0","2016","50018-01","Town of Blacksburg","Blacksburg Bus Construction Admin Building","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","1600000.0"
"5001800.0","2016","50018-01","Town of Blacksburg","Blacksburg Bus Construction Admin Building","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","1451048.0"
"5001800.0","2016","50018-01","Town of Blacksburg","Blacksburg Bus Construction Admin Building","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","10008381.0"
"5001800.0","2016","50018-01","Town of Blacksburg","Blacksburg Bus Construction Admin Building","Local Share","Local Funds","Transit","Multi-year Capital Projects","1451048.0"
"5001900.0","2016","50019-01","Greater Roanoke Transit Company","Greater Roanoke Purchase Replacement Bus 35-ft","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","0.0"
"5001900.0","2016","50019-01","Greater Roanoke Transit Company","Greater Roanoke Purchase Replacement Bus 35-ft","Local Share","Local Funds","Transit","Multi-year Capital Projects","843201.0"
"5002000.0","2016","50020-01","City of Harrisonburg Dept. of Public Transportation","Harrisonburg Purchase Replacement Bus 35-ft","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","52480.0"
"5002000.0","2016","50020-01","City of Harrisonburg Dept. of Public Transportation","Harrisonburg Purchase Replacement Bus 35-ft","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","262400.0"
"5002000.0","2016","50020-01","City of Harrisonburg Dept. of Public Transportation","Harrisonburg Purchase Replacement Bus 35-ft","Local Share","Local Funds","Transit","Multi-year Capital Projects","13120.0"
"7551602.0","2016","75516-02","Buckingham Branch RR","FY2016 BBRR Surface Improvements on the Richmond & Alleghany Division","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","1260000.0"
"7551602.0","2016","75516-02","Buckingham Branch RR","FY2016 BBRR Surface Improvements on the Richmond & Alleghany Division","Local Share","Local Funds","Rail","Rail Preservation","540000.0"
"7550803.0","2016","75516-03","Buckingham Branch RR","FY2008 BBRR Buckingham Division Rail and Tie Replacement","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","205633.0"
"7550803.0","2016","75516-03","Buckingham Branch RR","FY2008 BBRR Buckingham Division Rail and Tie Replacement","Local Share","Local Funds","Rail","Rail Preservation","90000.0"
"7551004.0","2016","75516-04","Buckingham Branch RR","FY2010 BBRR Virginia Southern Division Upgrade","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","670570.0"
"7551004.0","2016","75516-04","Buckingham Branch RR","FY2010 BBRR Virginia Southern Division Upgrade","Local Share","Local Funds","Rail","Rail Preservation","705882.0"
"7551614.0","2016","75516-14","North Carolina and Virginia RR","FY2016 NCVA RR Southampton County Six-Year Track Improvement and Upgrade","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","183432.0"
"7551614.0","2016","75516-14","North Carolina and Virginia RR","FY2016 NCVA RR Southampton County Six-Year Track Improvement and Upgrade","Local Share","Local Funds","Rail","Rail Preservation","80378.0"
"7551618.0","2016","75516-18","Winchester and Western RR Company","FY2016 WWRR Rail Replacement and bridge Deck Renewal, WST and Sandman Subdivisions","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","70000.0"
"7551618.0","2016","75516-18","Winchester and Western RR Company","FY2016 WWRR Rail Replacement and bridge Deck Renewal, WST and Sandman Subdivisions","Local Share","Local Funds","Rail","Rail Preservation","30000.0"
"7651601.0","2016","76516-01","NVTC - VRE","VRE - Brooke, Leeland, and Potomac Shores Construction","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651601.0","2016","76516-01","NVTC - VRE","VRE - Brooke, Leeland, and Potomac Shores Construction","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
"7651502.0","2016","76516-02","Virginia Port Authority","VPA - NIT","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651502.0","2016","76516-02","Virginia Port Authority","VPA - NIT","Local Share","Local Funds","Rail","Rail Enhancement Fund","2334900.0"
"7651505.0","2016","76516-03","Virginia Port Authority","VPA - CWRY Marshalling Yard","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651505.0","2016","76516-03","Virginia Port Authority","VPA - CWRY Marshalling Yard","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
