"business_name","license_number","inspection_date","placard","formatted_address","inspection_id","violation_id","business_city","business_postal_code","inspection_type","inspection_frequency","inspector","inspector_comments","inspection_result","inspection_description","correct_by_date","corrected_on_site","violation_description","is_major_violation","violation_code","business_id","businessaddress","placard_id","row_id"
"TARGET T3240","L15043","2022-09-06T13:38:00.000","GREEN","180 DONAHUE ST, SAUSALITO, CA 94965","55403","78352","SAUSALITO","94965","Routine","Food Semi-yearly Inspection","JENNIFER SNOW","<p class=MsoNormal><a name=_Hlk99983816>Minor violations were also observed. For more information, contact Marin County Environmental Health Services at (415) 473-6634. The report can be viewed at County of Marin Environmental Health Services, 3501 Civic Center Drive, Room 236, San Rafael, CA 94903. Office hours: Monday through Thursday from 8:00 a.m. - 4:00 p.m, and Friday from 8:00 a.m. – 12:00 p.m.. The report may be also be viewed at the facility upon request.<o:p></o:p></a></p>","VIOLFOUND","Violation(s) Found","2022-09-14T00:00:00.000","No","Men's restroom: water ranged from 76 degrees F (middle and right sinks) to 90 degrees F at the left hand wash sink. <div>Women's restroom: left hand wash sink reached a maximum of 87 degrees F. </div><div>Family restroom reached a maximum of 79 degrees F. </div>","yes","CHSC 113953.c","9196","180 DONAHUE ST
SAUSALITO, CA 94965
(37.873415, -122.511816)","1","9196_55403_78352"
"TARGET T3240","L15043","2022-09-06T13:38:00.000","GREEN","180 DONAHUE ST, SAUSALITO, CA 94965","55403","78351","SAUSALITO","94965","Routine","Food Semi-yearly Inspection","JENNIFER SNOW","<p class=MsoNormal><a name=_Hlk99983816>Minor violations were also observed. For more information, contact Marin County Environmental Health Services at (415) 473-6634. The report can be viewed at County of Marin Environmental Health Services, 3501 Civic Center Drive, Room 236, San Rafael, CA 94903. Office hours: Monday through Thursday from 8:00 a.m. - 4:00 p.m, and Friday from 8:00 a.m. – 12:00 p.m.. The report may be also be viewed at the facility upon request.<o:p></o:p></a></p>","VIOLFOUND","Violation(s) Found","2022-09-14T00:00:00.000","No","Evolution fresh juices have external temperatures of 51-53 degrees F. Internal temperature of brie cheese measured 55 degrees F. The juices and cheese are in the retail refrigerator in front of the Starbucks area. Thermometer in front of unit has reading of 61 degrees F. Remove all potentially hazardous foods from the refrigerator and place it in compost container or distress area. Repair Starbucks retail refrigerator. Don't store any potentially hazardous foods in this refrigerator until it has been repaired and capable of maintaining potentially hazardous foods at or below 41 degrees F. <div>Potentially hazardous foods were removed from the refrigerator.</div>","yes","CHSC 113996","9196","180 DONAHUE ST
SAUSALITO, CA 94965
(37.873415, -122.511816)","1","9196_55403_78351"
"REVEL & ROOST BRICK OVEN KITCHEN","L15830","2022-09-06T13:00:00.000","NA","901 B ST, SAN RAFAEL, CA 94901","55111",,"SAN RAFAEL","94901","Routine","Food Semi-yearly Inspection","MICHAEL MARTHINSEN","Facility is temporarily closed.","NOVIOL","No Violation(s) Found","2022-08-15T00:00:00.000","No",,,,"9889","901 B ST
SAN RAFAEL, CA 94901
(37.972417, -122.529605)",,"9889_55111_"
"COLEMAN ELEMENTARY SCHOOL","L11193","2022-09-06T11:50:00.000","GREEN","800 BELLE AVE, SAN RAFAEL, CA 94901","53964",,"SAN RAFAEL","94901","Routine","Food Semi-yearly Inspection","OBDULIA DUQUE-TURCIOS","No violations were observed during the time of the inspection. ","NOVIOL","No Violation(s) Found","2022-06-14T00:00:00.000","No",,,,"5656","800 BELLE AVE
SAN RAFAEL, CA 94901
(37.978315, -122.52006)","1","5656_53964_"
"EPICUREAN AT DOMINICAN DINING HALL","L14546","2022-09-06T10:00:00.000","GREEN","100 MAGNOLIA AVE, SAN RAFAEL, CA 94901","55495",,"SAN RAFAEL","94901","Routine","Food Additional Inspection","OBDULIA DUQUE-TURCIOS","A follow-up inspection took place today to ensure compliance with violations noted in the routine inspection report. Today in the follow-up inspection, violations 06, 09, 27, 38, 40, and 44 (washing dishes in the preparation sink) are in compliance.<div>Violations 14 (high temp. sanitization, ice machine), 44 (back door open, employees personal belongings), and 21 still not in compliance. </div>","NOVIOL","No Violation(s) Found","2022-09-01T16:00:00.000","No",,,,"5721","100 MAGNOLIA AVE
SAN RAFAEL, CA 94901
(37.981394, -122.510687)","1","5721_55495_"
"DAVIDSON MIDDLE SCHOOL","L11178","2022-09-06T09:00:00.000","GREEN","280 WOODLAND AVE, SAN RAFAEL, CA 94901","53613","78344","SAN RAFAEL","94901","Routine","Food Semi-yearly Inspection","OBDULIA DUQUE-TURCIOS","<p class=MsoNormal><i><span style=font-size:12.0pt>“Minor violations were also found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report.”</span></i><span style=font-size:12.0pt>  <o:p></o:p></span></p>","VIOLMINOR","Only Minor Violation(s) Found","2022-05-16T00:00:00.000","No","Chocolate milk internal temperature reading was measured at 47F and 48F. Milk containers were stored inside the cold holding unit with ambient temperature of 50F. [CA] Potentially hazardous foods shall be held at or below 41F or at or above 135F. Avoid temperatures in the danger zone between 41F and 135F. At these temperatures bacteria grow and multiply faster. <div>Milk in sealed containers can be stored at 45F or less, but not above 45F. </div>",,"CHSC 113996","5637","280 WOODLAND AVE
SAN RAFAEL, CA 94901
(37.965687, -122.526912)","1","5637_53613_78344"
"KEN BETT'S MARIN CAR WASH","L14903","2022-09-02T13:30:00.000","GREEN","170 MERRYDALE RD, SAN RAFAEL, CA 94903","55425","78369","SAN RAFAEL","94903","Routine","Food Yearly Inspection","KATHLEEN DEA","For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report. Green placard issued.","VIOLFOUND","Violation(s) Found","2022-09-14T00:00:00.000","No","MAJOR: True cooler measured at 62.6F. Only potentially hazardous food in cooler is orange juice, placed there ~3.5hrs. prior. ~35x 11.5/12 oz. bottles of orange juice set aside for discard. Maintain potentially hazardous foods at 41F or below. Repair cooler ASAP - do not use for PHFs until repaired. ","yes","CHSC 113996","5586","170 MERRYDALE RD
SAN RAFAEL, CA 94903
(37.995351, -122.534859)","1","5586_55425_78369"
"IN-N-OUT BURGER #141","L10919","2022-09-02T11:25:00.000","GREEN","798 REDWOOD HWY FRONTAGE RD 141, MILL VALLEY, CA 94941","55352","78356","MILL VALLEY","94941","Routine","Food Semi-yearly Inspection","JULIAN TAM","<div><i><span style=font-size:12.0pt;font-family:&quot;Calibri&quot;,sans-serif; mso-fareast-font-family:Calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language: EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA>Minor violations were also found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report.</span></i></div><div><span style=font-size:12.0pt;font-family:&quot;Calibri&quot;,sans-serif;mso-fareast-font-family: Calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:EN-US;mso-fareast-language: EN-US;mso-bidi-language:AR-SA><br></span></div><div><span style=font-size:12.0pt;font-family:&quot;Calibri&quot;,sans-serif;mso-fareast-font-family: Calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:EN-US;mso-fareast-language: EN-US;mso-bidi-language:AR-SA><i>A green placard was issued.</i> </span><br></div>","VIOLMINOR","Only Minor Violation(s) Found","2022-09-14T00:00:00.000","No","Ice machine is lightly soiled.  /  Clean and sanitize then discard all ice.",,"CHSC 114117","5386","798 REDWOOD HWY FRONTAGE RD
MILL VALLEY, CA 94941
(37.896604, -122.515832)","1","5386_55352_78356"
"HOME GOODS","L14282","2022-09-02T11:19:00.000","GREEN","6000 NORTHGATE DR, SAN RAFAEL, CA 94903","55422",,"SAN RAFAEL","94903","Routine","Food Yearly Inspection","KATHLEEN DEA","No violations observed.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report. Green placard issued.","NOVIOL","No Violation(s) Found","2022-01-26T00:00:00.000","No",,,,"8463","6000 NORTHGATE DR
SAN RAFAEL, CA 94903
(38.003104, -122.546859)","1","8463_55422_"
"BIG ROCK DELI","L15646","2022-09-02T09:50:00.000","GREEN","1500 LUCAS VALLEY RD, SAN RAFAEL, CA 94903","55494","78343","SAN RAFAEL","94903","Follow-up","Food Semi-yearly Inspection","KATHLEEN DEA","Reinspection following the routine inspection conducted on 8/31/22 where a yellow placard was issued. Today, major violations #7 and #9 have been corrected. Observed major violation #11; COS.<div><br></div><div>Minor violations were also found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report. Green placard issued.<br></div>","VIOLMINOR","Only Minor Violation(s) Found","2022-09-02T00:00:00.000","Yes","(new) MAJOR: Observed beans at 80-106F, meat at &lt;/= 130F, and other foods on steam table that were improperly reheated for hot holding ~20 mins. ago. PHFs must be reheated to 165F for hot holding - steam tables shall NOT be used for reheating (only use for hot holding). Operator reheated all foods on steam table to 165F immediately. Hot hold foods at &gt;135F. COS.",,"CHSC 114016","5160","1500 LUCAS VALLEY RD
SAN RAFAEL, CA 94903
(38.025191, -122.569271)","1","5160_55494_78343"
"BIG ROCK DELI","L15646","2022-09-02T09:50:00.000","GREEN","1500 LUCAS VALLEY RD, SAN RAFAEL, CA 94903","55494","78342","SAN RAFAEL","94903","Follow-up","Food Semi-yearly Inspection","KATHLEEN DEA","Reinspection following the routine inspection conducted on 8/31/22 where a yellow placard was issued. Today, major violations #7 and #9 have been corrected. Observed major violation #11; COS.<div><br></div><div>Minor violations were also found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report. Green placard issued.<br></div>","VIOLMINOR","Only Minor Violation(s) Found","2022-09-02T00:00:00.000","Yes","MAJOR:<div>Observed BBQ chicken at 53.8F in walk in cooler, cooked yesterday and improperly cooled. 1 bus pan of chicken pieces discarded. </div><div>Observed pollo at 78.6F, 77F, 72F; al pastor at 72F; asada at 74.7F, 72F in walk in - these 6 pans were cooked this morning and put in walk in cooler covered with foil and stacked ~8am. ~5.5hrs. have passed and food is still &gt;70F, meaning cooling was not done correctly. 3x 1 qt. pollo, 1x 1 qt. pastor, 2x 1 qt. asada discarded by operator. Discussed with operator. <div>PHFs must be rapidly cooled from 135-70F within 2 hours, and from 70-41F within 4 hours. Fill out cooling log.  Cool foods uncovered, in small/shallow portions in walk in cooler. </div></div>",,"CHSC 114002","5160","1500 LUCAS VALLEY RD
SAN RAFAEL, CA 94903
(38.025191, -122.569271)","1","5160_55494_78342"
"BIG ROCK DELI","L15646","2022-09-02T09:50:00.000","GREEN","1500 LUCAS VALLEY RD, SAN RAFAEL, CA 94903","55494","78341","SAN RAFAEL","94903","Follow-up","Food Semi-yearly Inspection","KATHLEEN DEA","Reinspection following the routine inspection conducted on 8/31/22 where a yellow placard was issued. Today, major violations #7 and #9 have been corrected. Observed major violation #11; COS.<div><br></div><div>Minor violations were also found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report. Green placard issued.<br></div>","VIOLMINOR","Only Minor Violation(s) Found","2022-09-02T00:00:00.000","Yes","MAJOR: Observed the following foods at unsafe temperatures:<div>- pico de gallo at 57.4F, shredded cheese at 51.2F, guacamole with tomato at 53.7F in salsa counter cooler (placed there &gt;2hrs. prior) -- 1/4 qt. pico, 1 qt. cheese, 1 qt. guacamole discarded; non-PHFs moved to other cooler. Repair cooler ASAP and do NOT use until repaired to cold hold at 41F or below.</div><div>- drop pan of chicken at ~106F, drop pan of veggies at ~120F on top of steam table (placed there<div>Maintain potentially hazardous foods (PHFs) cold at 41F or below OR hot at 135F or above. </div></div>",,"CHSC 113996","5160","1500 LUCAS VALLEY RD
SAN RAFAEL, CA 94903
(38.025191, -122.569271)","1","5160_55494_78341"
"LOLA'S TAQUERIA","L15435","2022-09-01T14:40:00.000","GREEN","110 MAIN ST, TIBURON, CA 94920","55486","78322","TIBURON","94920","Follow-up","Food Semi-yearly Inspection","JULIAN TAM","2 dead cockroaches and 1 dying cockroach observed under steam table.  Pest control conducted services on 8/30/22 and 8/31/22.<div><br></div><div>Setup monitoring traps to monitor pest activity.</div><div><br></div><div>Facility may reopen at this time.</div>","NOVIOL","No Violation(s) Found","2022-09-01T00:00:00.000","Yes","Observed many live german cockroaches under steam table, on the floor and behind the refrigerator by the register.  Pest control last came on 8/6/22.  Cockroaches observed at varying stages of life.  /  Facility must close.  Eliminate and remove all cockroaches from the facility.  Clean around and inside steam table and refrigerator.  Ensure areas around motor and heating elements are cleaned too.  Contact this department for a reinspection at least 24 hours after pest control treatment.  No dead or alive cockroaches or any other evidence of cockroaches can be observed for facility to re-open.  if facility has cockroaches or evidence of cockroaches at reinspection, then facility must remain closed and cost recovery fees will apply to additional reinspections.",,"CHSC 114259.1","9385","110 MAIN ST
TIBURON, CA 94920
(37.873785, -122.458699)","1","9385_55486_78322"
"LOVING CUP","L14816","2022-09-01T14:00:00.000","GREEN","298 BON AIR CENTER, GREENBRAE, CA 94904","53995","78362","GREENBRAE","94904","Routine","Food Semi-yearly Inspection","MICHAEL MARTHINSEN","Green Placard<div><br></div><div>Observed food handler cards not on site. Ensure all employees' food handler cards are printed out and kept on site. Other minor violations were also found. For more information, contact Marin County Environmental Health Services at (415)473-6907 and ask to see the actual inspection or ask the food facility for the inspection report.</div>","VIOLMINOR","Only Minor Violation(s) Found","2022-06-14T00:00:00.000","No",,,"CHSC 113947.1","9084","298 BON AIR CENTER
GREENBRAE, CA 94904
(37.945751, -122.523466)","1","9084_53995_78362"
"HARMONY RESTAURANT","L11109","2022-09-01T13:35:00.000","GREEN","401 STRAWBERRY VILLAGE, MILL VALLEY, CA 94941","53228","78359","MILL VALLEY","94941","Routine","Food Semi-yearly Inspection","JULIAN TAM","<div><i><span style=font-size: 12pt; font-family: Calibri, sans-serif;>Minor violations were also found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report.</span></i></div><div><span style=font-size: 12pt; font-family: Calibri, sans-serif;><br></span></div><div><span style=font-size: 12pt; font-family: Calibri, sans-serif;><i>A green placard was issued.</i></span></div>","VIOLMINOR","Only Minor Violation(s) Found","2022-04-14T00:00:00.000","No","Beef at hot holding case for take-out recorded at around 127°F and was stocked about 30 minutes ago.  /  Reheat to 165°F then hot hold at 135°F or above.  Repair unit to hot hold food at 135°F or above.",,"CHSC 113996","5573","401 STRAWBERRY VILLAGE
MILL VALLEY, CA 94941
(37.898475, -122.51402)","1","5573_53228_78359"
"7-ELEVEN #14143","L15599","2022-09-01T12:50:00.000","GREEN","800 DIABLO AVE, NOVATO, CA 94947","53703","78360","NOVATO","94947","Routine","Food Semi-yearly Inspection","JULIAN TAM","<div><i><span style=font-size: 12pt; font-family: Calibri, sans-serif;>Minor violations were also found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report.</span></i></div><div><span style=font-size: 12pt; font-family: Calibri, sans-serif;><br></span></div><div><span style=font-size: 12pt; font-family: Calibri, sans-serif;><i>A green placard was issued.</i></span></div>","VIOLMINOR","Only Minor Violation(s) Found","2022-05-16T00:00:00.000","No","Floor sinks by 3-comp sink are very slow draining.  /  Clean floor sinks.  Repair if necessary to drain properly.",,"CHSC 114197","4595","800 DIABLO AVE
NOVATO, CA 94947
(38.100606, -122.575138)","1","4595_53703_78360"
"SUBWAY #13331","L10754","2022-09-01T12:45:00.000","GREEN","332 BON AIR CENTER, GREENBRAE, CA 94904","53210","78358","GREENBRAE","94904","Routine","Food Semi-yearly Inspection","MICHAEL MARTHINSEN","Green Placard<div><br></div><div>Observed a lot of cardboard boxes throughout the back of the facility. Observed a hole in the wall behind the prep sink. Remove cardboard boxes and repair the hole. </div>","VIOLMINOR","Only Minor Violation(s) Found","2022-04-14T00:00:00.000","No",,,"CHSC 114257","5211","332 BON AIR CENTER
GREENBRAE, CA 94904
(37.94561, -122.522265)","1","5211_53210_78358"
"NORTH MARIN COMMUNITY SERVICES","L10830","2022-09-01T12:20:00.000","GREEN","680 WILSON AVE, NOVATO, CA 94947","53215",,"NOVATO","94947","Routine","Food Semi-yearly Inspection","JULIAN TAM","No significant violations noted at time of inspection.","NOVIOL","No Violation(s) Found","2022-04-14T00:00:00.000","No",,,,"5296","680 WILSON AVE
NOVATO, CA 94947
(38.104047, -122.596441)","1","5296_53215_"
"CHAO PRAYA THAI RESTAURANT","L10410","2022-09-01T11:55:00.000","GREEN","1553 S NOVATO BLVD G, NOVATO, CA 94947","55219","78226","NOVATO","94947","Follow-up","Food Semi-yearly Inspection","JULIAN TAM","Major violations have been corrected.<div><br></div><div>A green placard was issued.</div>","NOVIOL","No Violation(s) Found","2022-08-19T00:00:00.000","Yes","Observed operator microwave leftover rice then place rice into rice cooker to keep warm.  Rice recorded at ~126°F.  /  Operator instructed to reheat rice to 165°F to hold hold at 135°F or above.  All reheated food for hot holding must reach 165°F first.",,"CHSC 114016","4873","1553 S NOVATO BLVD
NOVATO, CA 94947
(38.099397, -122.570955)","1","4873_55219_78226"
"CHAO PRAYA THAI RESTAURANT","L10410","2022-09-01T11:55:00.000","GREEN","1553 S NOVATO BLVD G, NOVATO, CA 94947","55219","78225","NOVATO","94947","Follow-up","Food Semi-yearly Inspection","JULIAN TAM","Major violations have been corrected.<div><br></div><div>A green placard was issued.</div>","NOVIOL","No Violation(s) Found","2022-08-19T00:00:00.000","Yes","Observed blanched vegetables stored on counter recorded all around 70°F.  Observed garlic in oil stored on sauce and spice cart recorded at around 70°F.  Observed bean paste stored on sauce and spice cart.  /  The aforementioned are all considered potentially hazardous foods and must be hot held at 135°F or above or 41°F or below.  Discard out of temperature foods.",,"CHSC 113996","4873","1553 S NOVATO BLVD
NOVATO, CA 94947
(38.099397, -122.570955)","1","4873_55219_78225"
