"license_number","inspection_date","inspection_type","inspection_result","corrected_on_site","violations","number_pharmaceutical_violations","license_status","earliest_license_dt","city","zipcode","address","latitude","longitude","location","inspection_id","unique_id"
"L14607","2022-06-09T09:45:00.000","Routine","NOVIOL","No","",,"Active","2015-11-25T00:00:00.000","NOVATO","94949","21 PIMENTEL CT, NOVATO, CA 94949","38.0752649","-122.5355947","POINT (-122.5355947 38.0752649)","48829","48829_06-09-2022"
"L13233","2022-06-08T11:45:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","MILL VALLEY","94941","279 MILLER AVE, MILL VALLEY, CA 94941","37.9001115","-122.5396385","POINT (-122.5396385 37.9001115)","45697","45697_06-08-2022"
"L12937","2022-06-02T11:00:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","GREENBRAE","94904","900 S ELISEO DR, GREENBRAE, CA 94904","37.9438080","-122.5328860","POINT (-122.532886 37.943808)","51687","51687_06-02-2022"
"L13179","2022-05-18T09:45:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","MILL VALLEY","94941","55 LA GOMA ST, MILL VALLEY, CA 94941","37.8983110","-122.5368763","POINT (-122.5368763 37.898311)","38194","38194_05-18-2022"
"L15785","2022-05-10T09:45:00.000","Routine","NOVIOL","No","",,"Active","2019-07-10T00:00:00.000","MILL VALLEY","94941","691 E BLITHEDALE AVE, MILL VALLEY, CA 94941","37.9014224","-122.5260922","POINT (-122.5260922 37.9014224)","38999","38999_05-10-2022"
"L15819","2022-05-09T08:00:00.000","Follow-up","NOVIOL","No","",,"Active","2019-07-31T00:00:00.000","KENTFIELD","94904","810 COLLEGE AVE 12, KENTFIELD, CA 94904","37.9530177","-122.5486315","POINT (-122.5486315 37.9530177)","53773","53773_05-09-2022"
"L16099","2022-05-06T09:15:00.000","Routine","NOVIOL","No","",,"Active","2021-01-05T00:00:00.000","SAN RAFAEL","94903","4460 REDWOOD HWY 10-11, SAN RAFAEL, CA 94903","38.0188344","-122.5378001","POINT (-122.5378001 38.0188344)","53810","53810_05-06-2022"
"L16095","2022-05-04T08:45:00.000","Routine","NOVIOL","No","",,"Active","2020-12-03T00:00:00.000","MILL VALLEY","94941","655 REDWOOD HWY 216, MILL VALLEY, CA 94941","37.8914195","-122.5175912","POINT (-122.5175912 37.8914195)","46433","46433_05-04-2022"
"L15819","2022-05-03T09:45:00.000","Routine","VIOLFOUND","No","CHSC 118275.g Pharmaceutical Waste Disposal","1","Active","2019-07-31T00:00:00.000","KENTFIELD","94904","810 COLLEGE AVE 12, KENTFIELD, CA 94904","37.9530177","-122.5486315","POINT (-122.5486315 37.9530177)","39534","39534_05-03-2022"
"L15930","2022-04-18T13:15:00.000","Routine","NOVIOL","No","",,"Active","2020-02-26T00:00:00.000","NOVATO","94945","100 ROWLAND WAY 200, NOVATO, CA 94945","38.0970604","-122.5580784","POINT (-122.5580784 38.0970604)","42560","42560_04-18-2022"
"L16444","2022-04-11T10:30:00.000","Routine","NOVIOL","No","",,"Active","2022-01-18T00:00:00.000","SAN ANSELMO","94960","100 SIR FRANCIS DRAKE BLVD, SAN ANSELMO, CA 94960","37.9728740","-122.5612190","POINT (-122.561219 37.972874)","52065","52065_04-11-2022"
"L15752","2022-04-08T12:45:00.000","Routine","NOVIOL","No","",,"Active","2019-06-04T00:00:00.000","NOVATO","94947","300 PROFESSIONAL CENTER DR 326, NOVATO,   94947","38.0963447","-122.5779032","POINT (-122.5779032 38.0963447)","38165","38165_04-08-2022"
"L12938","2022-04-05T12:30:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","NOVATO","94949","378 BEL MARIN KEYS BLVD, NOVATO, CA 94949","38.0742963","-122.5374067","POINT (-122.5374067 38.0742963)","41920","41920_04-05-2022"
"L13268","2022-03-25T09:45:00.000","Routine","VIOLFOUND","No","CHSC 117945 Record Retention- Documentation & Transportation Small Qty",,"Active","2012-11-18T00:00:00.000","NOVATO","94945","7250 REDWOOD BLVD 210, NOVATO, CA 94945","38.1041809","-122.5698847","POINT (-122.5698847 38.1041809)","39597","39597_03-25-2022"
"L16441","2022-03-23T12:45:00.000","Routine","NOVIOL","No","",,"Active","2022-01-04T00:00:00.000","SAN RAFAEL","94903","111 MERRYDALE RD, SAN RAFAEL, CA 94903",,,,"52013","52013_03-23-2022"
"L13075","2022-03-23T10:45:00.000","Routine","VIOLFOUND","No","CHSC 117945 Record Retention- Documentation & Transportation Small Qty;
CHSC 118275.g Pharmaceutical Waste Disposal","1","Active","2012-11-18T00:00:00.000","SAN RAFAEL","94901","1526 5TH AVE 4, SAN RAFAEL, CA 94901","37.9749415","-122.5341433","POINT (-122.5341433 37.9749415)","41164","41164_03-23-2022"
"L13213","2022-03-17T14:15:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","GREENBRAE","94904","575 SIR FRANCIS DRAKE BLVD, GREENBRAE, CA 94904",,,,"37010","37010_03-17-2022"
"L13931","2022-03-17T11:30:00.000","Follow-up","NOVIOL","No","",,"Active","2014-04-02T00:00:00.000","LARKSPUR","94939","1020 MAGNOLIA AVE, LARKSPUR, CA 94939",,,,"52331","52331_03-17-2022"
"L15735","2022-03-10T12:45:00.000","Routine","NOVIOL","No","",,"Active","2019-05-15T00:00:00.000","GREENBRAE","94904","1220 S ELISEO DR, GREENBRAE, CA 94904","37.9442006","-122.5356389","POINT (-122.5356389 37.9442006)","37827","37827_03-10-2022"
"L14198","2022-03-03T07:30:00.000","Routine","NOVIOL","No","",,"Active","2014-10-02T00:00:00.000","SAN ANSELMO","94960","130 GREENFIELD AVE, SAN ANSELMO, CA 94960",,,,"34178","34178_03-03-2022"
"L16200","2022-03-02T13:15:00.000","Routine","NOVIOL","No","",,"Active","2021-04-22T00:00:00.000","GREENBRAE","94904","599 SIR FRANCIS DRAKE BLVD 102, GREENBRAE, CA 94904",,,,"48173","48173_03-02-2022"
"L14237","2022-03-01T08:30:00.000","Routine","NOVIOL","No","",,"Active","2014-10-03T00:00:00.000","FAIRFAX","94930","200 BROADWAY, FAIRFAX, CA 94930","37.9894530","-122.5915970","POINT (-122.591597 37.989453)","37482","37482_03-01-2022"
"L13301","2022-02-28T10:45:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","SAN RAFAEL","94901","912 GRAND AVE 102, SAN RAFAEL, CA 94901","37.9713519","-122.5184417","POINT (-122.5184417 37.9713519)","41961","41961_02-28-2022"
"L13063","2022-02-24T08:45:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","SAN RAFAEL","94901","2 H ST, SAN RAFAEL, CA 94901","37.9743669","-122.5383790","POINT (-122.538379 37.9743669)","40785","40785_02-24-2022"
"L13091","2022-02-23T12:15:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","TIBURON","94920","1606 JUANITA LN, TIBURON, CA 94920",,,,"31793","31793_02-23-2022"
"L15822","2022-02-23T12:00:00.000","Routine","NOVIOL","No","",,"Active","2019-07-31T00:00:00.000","NOVATO","94949","32 LEVERONI CT, NOVATO, CA 94949","38.0725005","-122.5314844","POINT (-122.5314844 38.0725005)","39535","39535_02-23-2022"
"L15398","2022-02-17T13:30:00.000","Routine","NOVIOL","No","",,"Active","2018-05-15T00:00:00.000","MILL VALLEY","94941","201 MILLER AVE, MILL VALLEY, CA 94941",,,,"34465","34465_02-17-2022"
"L13295","2022-02-17T08:30:00.000","Follow-up","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","KENTFIELD","94904","905 SIR FRANCIS DRAKE BLVD, KENTFIELD, CA 94904","37.9533737","-122.5453835","POINT (-122.5453835 37.9533737)","52049","52049_02-17-2022"
"L15158","2022-02-15T14:30:00.000","Routine","NOVIOL","No","",,"Active","2017-07-11T00:00:00.000","GREENBRAE","94904","1000 S ELISEO DR 100, GREENBRAE, CA 94904","37.9437767","-122.5334314","POINT (-122.5334314 37.9437767)","52358","52358_02-15-2022"
"L13264","2022-02-15T13:00:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","SAN RAFAEL","94901","711 D ST 103, SAN RAFAEL, CA 94901",,,,"37387","37387_02-15-2022"
"L14256","2022-02-15T11:15:00.000","Routine","NOVIOL","No","",,"Active","2014-10-06T00:00:00.000","SAN RAFAEL","94901","712 D ST K, SAN RAFAEL, CA 94901",,,,"32541","32541_02-15-2022"
"L13235","2022-02-11T12:15:00.000","Routine","VIOLFOUND","No","CHSC 118275.g Pharmaceutical Waste Disposal","1","Active","2012-11-18T00:00:00.000","SAN RAFAEL","94901","11 GREENFIELD AVE, SAN RAFAEL, CA 94901",,,,"30494","30494_02-11-2022"
"L13931","2022-02-11T10:15:00.000","Routine","VIOLFOUND","No","CHSC 117945 Record Retention- Documentation & Transportation Small Qty;
CHSC 118275.g Pharmaceutical Waste Disposal","1","Active","2014-04-02T00:00:00.000","LARKSPUR","94939","1020 MAGNOLIA AVE, LARKSPUR, CA 94939",,,,"34889","34889_02-11-2022"
"L13151","2022-01-26T12:15:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","CORTE MADERA","94925","240 TAMAL VISTA BLVD 280, CORTE MADERA, CA 94925","37.9381698","-122.5191621","POINT (-122.5191621 37.9381698)","37748","37748_01-26-2022"
"L13455","2022-01-26T08:45:00.000","Routine","NOVIOL","No","",,"Active","2013-11-13T00:00:00.000","FAIRFAX","94930","29 BOLINAS RD, FAIRFAX, CA 94930","37.9864737","-122.5889685","POINT (-122.5889685 37.9864737)","37506","37506_01-26-2022"
"L13340","2022-01-20T12:00:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","GREENBRAE","94904","599 SIR FRANCIS DRAKE BLVD 301, GREENBRAE, CA 94904","37.9500610","-122.5333540","POINT (-122.533354 37.950061)","52068","52068_01-20-2022"
"L13340","2022-01-20T11:45:00.000","Follow-up","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","GREENBRAE","94904","599 SIR FRANCIS DRAKE BLVD 301, GREENBRAE, CA 94904","37.9500610","-122.5333540","POINT (-122.533354 37.950061)","39606","39606_01-20-2022"
"L13349","2022-01-14T10:30:00.000","Follow-up","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","CORTE MADERA","94925","5555 PARADISE DR, CORTE MADERA, CA 94925",,,,"52042","52042_01-14-2022"
"L13295","2022-01-12T14:45:00.000","Routine","VIOLFOUND","No","CHSC 117945 Record Retention- Documentation & Transportation Small Qty",,"Active","2012-11-18T00:00:00.000","KENTFIELD","94904","905 SIR FRANCIS DRAKE BLVD, KENTFIELD, CA 94904","37.9533737","-122.5453835","POINT (-122.5453835 37.9533737)","31792","31792_01-12-2022"
"L13349","2022-01-12T09:00:00.000","Routine","VIOLFOUND","No","CHSC 117945 Record Retention- Documentation & Transportation Small Qty",,"Active","2012-11-18T00:00:00.000","CORTE MADERA","94925","5555 PARADISE DR, CORTE MADERA, CA 94925",,,,"31568","31568_01-12-2022"
"L13206","2021-12-21T09:00:00.000","Routine","VIOLFOUND","No","CHSC 117943 Record Retention- Treatment & Tracking Small Qty;
CHSC 117945 Record Retention- Documentation & Transportation Small Qty;
CHSC 118275.g Pharmaceutical Waste Disposal","1","Active","2012-11-18T00:00:00.000","SAN RAFAEL","94901","506 4TH ST, SAN RAFAEL, CA 94901",,,,"30731","30731_12-21-2021"
"L13208","2021-12-21T07:30:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","SAN RAFAEL","94903","515 NORTHGATE DR, SAN RAFAEL, CA 94903",,,,"30495","30495_12-21-2021"
"L15258","2021-12-17T13:45:00.000","Routine","NOVIOL","No","",,"Active","2018-05-01T00:00:00.000","SAN RAFAEL","94903","1004 NORTHGATE DR, SAN RAFAEL, CA 94903","38.0082421","-122.5447207","POINT (-122.5447207 38.0082421)","32978","32978_12-17-2021"
"L13334","2021-12-17T09:30:00.000","Routine","VIOLFOUND","No","CHSC 117943 Record Retention- Treatment & Tracking Small Qty;
CHSC 117945 Record Retention- Documentation & Transportation Small Qty",,"Active","2012-11-18T00:00:00.000","SAUSALITO","94965","630 DRAKE AVE, SAUSALITO, CA 94965","37.8725980","-122.5146710","POINT (-122.514671 37.872598)","32613","32613_12-17-2021"
"L13266","2021-12-14T11:30:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","LAGUNITAS","94938","7110 SIR FRANCIS DRAKE BLVD, LAGUNITAS, CA 94938","38.0142252","-122.6968280","POINT (-122.696828 38.0142252)","32444","32444_12-14-2021"
"L13127","2021-12-14T08:30:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","LARKSPUR","94939","18 BON AIR RD, LARKSPUR, CA 94939","37.9439115","-122.5387325","POINT (-122.5387325 37.9439115)","31595","31595_12-14-2021"
"L13060","2021-12-10T12:00:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","GREENBRAE","94904","1363 S ELISEO DR C, GREENBRAE, CA 94904","37.9448025","-122.5373396","POINT (-122.5373396 37.9448025)","30855","30855_12-10-2021"
"L12927","2021-12-07T11:00:00.000","Routine","VIOLMINOR","No","CHSC 117935.f Emergency Disposal Plan/ Alt. Plan- Small Qty",,"Active","2012-11-18T00:00:00.000","GREENBRAE","94904","250 BON AIR RD, GREENBRAE, CA 94904","37.9473603","-122.5360275","POINT (-122.5360275 37.9473603)","46676","46676_12-07-2021"
"L15375","2021-12-07T07:45:00.000","Routine","VIOLFOUND","No","CHSC 117945 Record Retention- Documentation & Transportation Small Qty",,"Active","2018-02-16T00:00:00.000","SAUSALITO","94965","30 CALEDONIA ST B, SAUSALITO, CA 94965","37.8583933","-122.4846911","POINT (-122.4846911 37.8583933)","32631","32631_12-07-2021"
"L13196","2021-12-06T08:45:00.000","Follow-up","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","SAN RAFAEL","94903","45 PROFESSIONAL CENTER PKWY, SAN RAFAEL, CA 94903","38.0103696","-122.5397048","POINT (-122.5397048 38.0103696)","51139","51139_12-06-2021"
"L15386","2021-12-02T09:00:00.000","Routine","NOVIOL","No","",,"Active","2018-04-03T00:00:00.000","NOVATO","94945","7428 REDWOOD BLVD 100, NOVATO, CA 94945","38.1102049","-122.5687385","POINT (-122.5687385 38.1102049)","32975","32975_12-02-2021"
"L12931","2021-11-23T13:00:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","GREENBRAE","94904","1000 S ELISEO DR, GREENBRAE, CA 94904","37.9437590","-122.5333740","POINT (-122.533374 37.943759)","51690","51690_11-23-2021"
"L12977","2021-11-22T11:40:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","GREENBRAE","94904","1321 S ELISEO DR FIRST FL, GREENBRAE, CA 94904","37.9440665","-122.5368381","POINT (-122.5368381 37.9440665)","30557","30557_11-22-2021"
"L13330","2021-11-18T12:45:00.000","Follow-up","NOVIOL","Yes","CHSC 117945 Record Retention- Documentation & Transportation Small Qty",,"Active","2012-11-18T00:00:00.000","SAN RAFAEL","94903","442 LAS GALLINAS AVE, SAN RAFAEL, CA 94903","38.0046989","-122.5408980","POINT (-122.540898 38.0046989)","51177","51177_11-18-2021"
"L14241","2021-11-18T07:30:00.000","Routine","NOVIOL","No","",,"Active","2014-10-03T00:00:00.000","SAN RAFAEL","94901","710 C ST 210, SAN RAFAEL, CA 94901","37.9707765","-122.5306226","POINT (-122.5306226 37.9707765)","32968","32968_11-18-2021"
"L13209","2021-11-15T13:00:00.000","Follow-up","NOVIOL","Yes","CHSC 117945 Record Retention- Documentation & Transportation Small Qty;
CHSC 118285 Meets Storage Requirements- Sharps Waste",,"Active","2012-11-18T00:00:00.000","CORTE MADERA","94925","520 TAMALPAIS DR 204, CORTE MADERA, CA 94925","37.9257033","-122.5225617","POINT (-122.5225617 37.9257033)","49515","49515_11-15-2021"
"L13022","2021-11-15T08:00:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","POINT REYES STATION","94956","11150 STATE ROUTE 1, POINT REYES STATION, CA 94956","38.0674567","-122.8045486","POINT (-122.8045486 38.0674567)","32441","32441_11-15-2021"
"L13331","2021-11-12T10:00:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","SAUSALITO","94965","150 DONAHUE ST, SAUSALITO, CA 94965","37.8724115","-122.5113456","POINT (-122.5113456 37.8724115)","31748","31748_11-12-2021"
"L13328","2021-11-12T09:45:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","SAN ANSELMO","94960","880 SIR FRANCIS DRAKE BLVD, SAN ANSELMO, CA 94960","37.9811828","-122.5651131","POINT (-122.5651131 37.9811828)","30956","30956_11-12-2021"
"L13345","2021-11-12T09:00:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","TIBURON","94920","1599 TIBURON BLVD, TIBURON, CA 94920","37.8761529","-122.4589757","POINT (-122.4589757 37.8761529)","31749","31749_11-12-2021"
"L13304","2021-11-10T14:45:00.000","Routine","VIOLFOUND","No","CHSC 117945 Record Retention- Documentation & Transportation Small Qty",,"Active","2012-11-18T00:00:00.000","KENTFIELD","94904","919 SIR FRANCIS DRAKE BLVD 101, KENTFIELD, CA 94904","37.9541492","-122.5460879","POINT (-122.5460879 37.9541492)","31787","31787_11-10-2021"
"L13339","2021-11-09T13:45:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","SAN RAFAEL","94903","13 PETER BEHR DR, SAN RAFAEL, CA 94903","37.9981454","-122.5308178","POINT (-122.5308178 37.9981454)","31580","31580_11-09-2021"
"L13160","2021-11-09T12:45:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","LARKSPUR","94939","275 MAGNOLIA AVE, LARKSPUR, CA 94939","37.9333843","-122.5362355","POINT (-122.5362355 37.9333843)","31617","31617_11-09-2021"
"L14092","2021-11-05T12:45:00.000","Routine","NOVIOL","No","",,"Active","2014-07-14T00:00:00.000","NOVATO","94949","250 BEL MARIN KEYS BLVD G, STE 1, NOVATO, CA 94949","38.0699864","-122.5346009","POINT (-122.5346009 38.0699864)","34081","34081_11-05-2021"
"L15106","2021-11-04T15:00:00.000","Routine","NOVIOL","No","",,"Active","2017-05-08T00:00:00.000","SAN RAFAEL","94903","155 NORTHGATE ONE A, SAN RAFAEL, CA 94903","38.0080758","-122.5456872","POINT (-122.5456872 38.0080758)","26987","26987_11-04-2021"
"L13083","2021-11-04T09:00:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","SAN RAFAEL","94903","1550 SILVEIRA PKWY, SAN RAFAEL, CA 94903","38.0201050","-122.5261676","POINT (-122.5261676 38.020105)","31804","31804_11-04-2021"
"L14170","2021-11-04T07:30:00.000","Routine","VIOLFOUND","No","CHSC 117945 Record Retention- Documentation & Transportation Small Qty;
CHSC 118310 Storage Area Security",,"Active","2014-10-13T00:00:00.000","GREENBRAE","94904","1331 S ELISEO DR 1, GREENBRAE, CA 94904","37.9445080","-122.5368929","POINT (-122.5368929 37.944508)","34127","34127_11-04-2021"
"L12975","2021-11-02T12:45:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","GREENBRAE","94904","1300 S ELISEO DR 204, GREENBRAE, CA 94904","37.9446739","-122.5363161","POINT (-122.5363161 37.9446739)","30839","30839_11-02-2021"
"L12929","2021-10-28T08:15:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","NOVATO","94945","180 ROWLAND WAY, NOVATO, CA 94945","38.0991530","-122.5602290","POINT (-122.560229 38.099153)","46399","46399_10-28-2021"
"L15300","2021-10-26T09:00:00.000","Routine","VIOLFOUND","No","CHSC 118275.g Pharmaceutical Waste Disposal;
CHSC 118310 Storage Area Security","1","Active","2018-03-07T00:00:00.000","SAN RAFAEL","94901","411 4TH ST BLDG 1 & 2, SAN RAFAEL, CA 94901","37.9715622","-122.5179835","POINT (-122.5179835 37.9715622)","32993","32993_10-26-2021"
"L13409","2021-10-25T13:00:00.000","Routine","VIOLFOUND","No","CHSC 117945 Record Retention- Documentation & Transportation Small Qty",,"Active","2013-11-13T00:00:00.000","SAN RAFAEL","94903","630 MANUEL T FREITAS PKWY, SAN RAFAEL, CA 94903","38.0126306","-122.5606505","POINT (-122.5606505 38.0126306)","33816","33816_10-25-2021"
"L13242","2021-10-25T11:50:00.000","Routine","VIOLFOUND","No","CHSC 118000 Uses Hazardous Waste Hauler",,"Active","2012-11-18T00:00:00.000","MILL VALLEY","94941","655 REDWOOD HWY 367, MILL VALLEY, CA 94941","37.8913025","-122.5176481","POINT (-122.5176481 37.8913025)","34118","34118_10-25-2021"
"L13330","2021-10-25T10:45:00.000","Routine","VIOLFOUND","No","CHSC 117945 Record Retention- Documentation & Transportation Small Qty",,"Active","2012-11-18T00:00:00.000","SAN RAFAEL","94903","442 LAS GALLINAS AVE, SAN RAFAEL, CA 94903","38.0046989","-122.5408980","POINT (-122.540898 38.0046989)","30732","30732_10-25-2021"
"L13327","2021-10-25T10:05:00.000","Routine","VIOLFOUND","No","CHSC 117945 Record Retention- Documentation & Transportation Small Qty",,"Active","2012-11-18T00:00:00.000","GREENBRAE","94904","330 BON AIR CENTER, GREENBRAE, CA 94904","37.9453938","-122.5225628","POINT (-122.5225628 37.9453938)","30559","30559_10-25-2021"
"L13072","2021-10-19T14:00:00.000","Follow-up","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","SAN RAFAEL","94901","1523 5TH AVE, SAN RAFAEL, CA 94901",,,,"50779","50779_10-19-2021"
"L13159","2021-10-19T10:30:00.000","Routine","VIOLMINOR","No","CHSC 118310 Storage Area Security",,"Active","2012-11-18T00:00:00.000","SAN RAFAEL","94903","275 LOS RANCHITOS RD, SAN RAFAEL, CA 94903","37.9996502","-122.5428413","POINT (-122.5428413 37.9996502)","30462","30462_10-19-2021"
"L13196","2021-10-18T10:00:00.000","Routine","VIOLFOUND","No","CHSC 117943 Record Retention- Treatment & Tracking Small Qty;
CHSC 117945 Record Retention- Documentation & Transportation Small Qty",,"Active","2012-11-18T00:00:00.000","SAN RAFAEL","94903","45 PROFESSIONAL CENTER PKWY, SAN RAFAEL, CA 94903","38.0103696","-122.5397048","POINT (-122.5397048 38.0103696)","30480","30480_10-18-2021"
"L13253","2021-10-18T08:45:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","MILL VALLEY","94941","7 N KNOLL RD 6, MILL VALLEY, CA 94941","37.9027187","-122.5112066","POINT (-122.5112066 37.9027187)","31786","31786_10-18-2021"
"L13267","2021-10-08T09:45:00.000","Routine","NOVIOL","No","",,"Active","2012-11-18T00:00:00.000","SAN RAFAEL","94901","712 D ST F, SAN RAFAEL, CA 94901","37.9710240","-122.5320650","POINT (-122.532065 37.971024)","32085","32085_10-08-2021"
