"departmentname","contactdisplayname","departmentheadname","deptaddress","streetaddress","city","state","zip","imageurl","hour","mainphonenumber","mainfaxnumber","generalemail","emailaddress","phone","fax","tty","roomnumber","location","departmentcode","notes","image","latitude","longitude","floor","mapalt","logoalt","mapheader","mapdescription","direction","iconname","imagename","locationwing","orgtype","recid"
"Central Collections","","","","3501 Civic Center Drive","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_217.jpg)","9AM – 4:30PM, M - F","(415) 473-7555","","","","(415) 473-7555","","","217","(37.996916, -122.530415)","","Central Collections is located on the east side of the Administration Building on the 2nd floor. It is south of Elevator 3 and north of Stair B.",,"37.996916","-122.530415","2","Central Collections Map","Department of Finance logo","Central Collections","Suite 217<br>2nd Floor, Administration Building","Located on the east side 2nd floor, near Elevator 3, near Stair C.","dof_logo.png","cc_217.jpg","2nd Floor, Administration Building","Office","125"
"Child Support Services","Child Support Services","Jill K. Francis, Director","Department of Child Support Services  88 Rowland Way, Suite 200  Novato, CA 94945-1408    Mailing address:  PO Box 6145  Novato, CA 94948-6145","88 Rowland Way, Suite 200","Novato","CA","94945-1408","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/countyofMarin.jpg)","","(866) 901-3212","(415) 473-4150","lcsa@marincounty.org","lcsa@marincounty.org","(866) 901-3212","(415) 473-4150","","Suite 200","(38.095136, -122.55794)","CS",,,"38.095136","-122.557940",,,,,,,,"countyofMarin.jpg",,"Office","20"
"Civic Center Café","","","","3501 Civic Center Drive","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_237.jpg)","Monday - Friday<br>Café: 7AM – 3PM<br>Hot Breakfast: 7AM – 10AM<br>Lunch: 11:30AM – 1:30PM","","","","","","","","233 and 237","(37.997758, -122.530429)","","The Civic Center Café is located on the east side of the Civic Center on the 2nd floor of the Hall of Justice. It spans Rooms 233 and 237 and is just south of Elevators 5 and 6.

Details:
Breakfast options range from cooked-to-order hot entrees to a full assortment of house made bakery treats, or compliment your choice with your favorite espresso drink.

The luncheon menu features Global Adventure, highlighting entrees from around the world. Both traditional and vegetarian are available. Platillos Latinos, a definite crowd pleaser, features a modern day taqueria with all the classic Latin favorites. The Grill, offers great Niman Ranch meats, incredible local vegetables and artisan baked breads, the cornerstones of any popular grill menu. The “Make-Your-Own” salad and sandwich station features produce from many of our local farmers. Last, but not least, a self-service yogurt station is available for your afternoon treat!",,"37.997758","-122.530429","2","Civic Center Café Map","Knife and Fork Icon","Civic Center Café","Suites 233 and 237<br>2nd Floor, Hall of Justice","Located on the east side 2nd floor, near Elevator 3, near Stair B.","cafe2_logo.png","cc_237.jpg","2nd Floor, Hall of Justice","Office","126"
"Civic Center Docent Tours","","","","3501 Civic Center Drive","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_233.jpg)","10:30AM - 11:30AM Every Wednesday","(415) 473-3762","","","","(415) 473-3762","","","233","(37.997678, -122.530313)","","The Frank Lloyd Wright-designed Marin County Civic Center is a national and state designated historic landmark. One hour docent tours are offered every Wednesday at 10:30 am, leaving from the 2nd floor Café in Room 233 in the Hall of Justice. The cost is $5 per person and no reservations are required. Groups of ten or more can arrange a private docent tour by calling the Visitor Services Office at (415) 473-3762.",,"37.997678","-122.530313","2","Civic Center Docent Tours Map","Walking man","Civic Center Docent Tours","Suite 233<br>2nd Floor, Hall of Justice","Meet at room 233, Located on the east side 2nd floor, near Elevator 3, near Stair B.","tours_logo.png","cc_233.jpg","2nd Floor, Hall of Justice","Office","127"
"Civic Center Garden Terrace","","","","3501 Civic Center Drive","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_233.jpg)","General Hours:<br>
7AM - 5PM, M - F","(415) 473-6152","","","","(415) 473-6152","","","233 (Outside)","(37.997782, -122.530382)","","The Civic Center Garden is located on the second floor of the Hall of Justice, just outside the Civic Center Café. It is a popular spot for wedding ceremonies and other special events, offering a spectacular view of the Civic Center Campus and surrounding areas. For wedding ceremony questions, please go to the County Clerk website.",,"37.997782","-122.530382","2","Civic Center Garden Terrace Map","Fountain Icon","Civic Center Garden Terrace","Suite 237 (Outside)<br>2nd Floor, Hall of Justice","Located on the 2nd floor, just outside the Civic Center Café.","fountain_logo.png","cc_233.jpg","2nd Floor, Hall of Justice","Terrace","128"
"Civil Grand Jury","Civil Grand Jury","Jay Hamilton-Roth, 2016-17 Foreperson","3501 Civic Center Drive Suite #245, San Rafael, CA 94903","3501 Civic Center Drive, Suite 245","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_245.jpg)","","(415) 473-6132","","gjury@marincounty.org","pchurch@marincounty.org","415-473-6132","","415-473-2226","245","(37.998893, -122.531217)","GJ","Civil Grand Jury office is on the east side of the Civic Center on the 2nd floor of the Hall of Justice. It is near Elevators 5 and 6, and Stair D.",,"37.998893","-122.531217","2",,,,,"Located on east side 2nd floor, near Elevators 5 and 6, and Stair D.",,"cc_245.jpg",,"Office","31"
"Community Development Agency","Building and Safety General Mailbox (CDA)","Brian Crawford","3501 Civic Center Drive, Suite 308  San Rafael, CA  94903","3501 Civic Center Drive, Suite 308","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_308.jpg)","","(415) 473-6269","(415) 473-7880","","BuildingInspection@marincounty.org","415-473-6550","415-473-7432","","308","(37.996709, -122.530556)","CD","The Building & Safety office is located on the west side of the Civic Center. It is on the 3rd floor of the Administration Building across the hall from Stair A.",,"37.996709","-122.530556","3","Building & Safety Division Map","Building & Safety logo","Building & Safety Division","Suite 308<br>3rd Floor, Administration Building","Located on west side 3rd floor, near Stair A.","building_logo.png","cc_308.jpg","3rd Floor, Administration Building","Office","9"
"Community Development Agency","Code Enforcement General Contact (CDA)","Brian Crawford","3501 Civic Center Drive, Suite 308  San Rafael, CA  94903","3501 Civic Center Drive, Suite 308","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_308.jpg)","","(415) 473-6269","(415) 473-7880","","","","","","308","(37.996709, -122.530556)","CD","The Code Enforcement General Contact office is located on the west side of the Civic Center. It is on the 3rd floor of the Administration Building across the hall from Stair A.",,"37.996709","-122.530556","3","Code Enforcement General Contact Map","Code Enforcement General Contact logo","Code Enforcement General Contact","Suite 308<br>3rd Floor, Administration Building","Located on west side 3rd floor, near Stair A.","building_logo.png","cc_308.jpg","3rd Floor, Administration Building","Office","17"
"Community Development Agency","Community Development Agency (CDA)","Brian Crawford","3501 Civic Center Drive, Suite 308  San Rafael, CA  94903","3501 Civic Center Drive","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_308.jpg)","","(415) 473-6269","(415) 473-7880","","","","","","308","(37.996709, -122.530556)","CD","The Community Development Agency is located on the west side of the Administration Building on the 3rd floor. It is across the hall from Stair A and south of the Board Chambers.",,"37.996709","-122.530556","3","Community Development Agency Map","CDA Logo","Community Development Agency","Suite 308<br>3rd Floor, Administration Building","Located on west side 3rd floor, near Stair A.","building_logo.png","cc_308.jpg","3rd Floor, Administration Building","Office","18"
"Community Development Agency","Environmental Health Services General Mailbox (CDA)","Brian Crawford","3501 Civic Center Drive, Suite 308  San Rafael, CA  94903","3501 Civic Center Drive, Suite 236","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_236.jpg)","","(415) 473-6269","(415) 473-7880","","","415-473-6907","415-473-4120","","236","(37.998049, -122.530578)","CD","Environmental Health Services General office is on the west side of the Civic Center on the 2nd floor of the Administration Wing. Near Stair D, Elevators 5 and 6.",,"37.998049","-122.530578","2",,,,,"Located on west side 2nd floor, near Stair D, Elevators 5 and 6.","building_logo.png","cc_236.jpg",,"Office","10"
"Community Development Agency","Environmental Review General (CDA)","Brian Crawford","3501 Civic Center Drive, Suite 308  San Rafael, CA  94903","3501 Civic Center Drive, Suite 308","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_308.jpg)","","(415) 473-6269","(415) 473-7880","","","","","","308","(37.996709, -122.530556)","CD","The Environmental Review General office is located on the west side of the Civic Center. It is on the 3rd floor of the Administration Building across the hall from Stair A.",,"37.996709","-122.530556","3","Environmental Review General Map","Environmental Review General logo","Environmental Review General","Suite 308<br>3rd Floor, Administration Building","Located on west side 3rd floor, near Stair A.","building_logo.png","cc_308.jpg","3rd Floor, Administration Building","Office","13"
"Community Development Agency","Federal Grants (CDA)","Brian Crawford","3501 Civic Center Drive, Suite 308  San Rafael, CA  94903","3501 Civic Center Drive","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_308.jpg)","","(415) 473-6269","(415) 473-7880","","","415-473-6279","415-473-7880","","308","(37.996709, -122.530556)","CD","The Federal Grants office is located on the west side of the Civic Center. It is on the 3rd floor of the Administration Building across the hall from Stair A.",,"37.996709","-122.530556","3","Federal Grants Map","Federal Grants logo","Federal Grants","Suite 308<br>3rd Floor, Administration Building","Located on west side 3rd floor, near Stair A.","building_logo.png","cc_308.jpg","3rd Floor, Administration Building","Office","14"
"Community Development Agency","Housing General Contact (CDA)","Brian Crawford","3501 Civic Center Drive, Suite 308  San Rafael, CA  94903","3501 Civic Center Drive, Suite 308","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_308.jpg)","","(415) 473-6269","(415) 473-7880","","","","","","308","(37.996709, -122.530556)","CD","The Housing General Contact office is located on the west side of the Civic Center. It is on the 3rd floor of the Administration Building across the hall from Stair A.",,"37.996709","-122.530556","3","Housing General Contact Map","Housing General Contact logo","Housing General Contact","Suite 308<br>3rd Floor, Administration Building","Located on west side 3rd floor, near Stair A.","building_logo.png","cc_308.jpg","3rd Floor, Administration Building","Office","15"
"Community Development Agency","Mapping General Contact (CDA)","Brian Crawford","3501 Civic Center Drive, Suite 308  San Rafael, CA  94903","3501 Civic Center Drive, Suite 308","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_308.jpg)","","(415) 473-6269","(415) 473-7880","","","","","","308","(37.996709, -122.530556)","CD","The Mapping General Contact office is located on the west side of the Civic Center. It is on the 3rd floor of the Administration Building across the hall from Stair A.",,"37.996709","-122.530556","3","Mapping General Contact Map","Mapping General Contact logo","Mapping General Contact","Suite 308<br>3rd Floor, Administration Building","Located on west side 3rd floor, near Stair A.","building_logo.png","cc_308.jpg","3rd Floor, Administration Building","Office","16"
"Community Development Agency","Planning (CDA)","Brian Crawford","3501 Civic Center Drive, Suite 308  San Rafael, CA  94903","3501 Civic Center Drive, Suite 308","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_308.jpg)","","(415) 473-6269","(415) 473-7880","","","415-473-6269","415-473-7880","415-473-6368","308","(37.996709, -122.530556)","CD","The Planning office is located on the west side of the Civic Center. It is on the 3rd floor of the Administration Building across the hall from Stair A.",,"37.996709","-122.530556","3","Planning Map","Planning logo","Planning","Suite 308<br>3rd Floor, Administration Building","Located on west side 3rd floor, near Stair A.","building_logo.png","cc_308.jpg","3rd Floor, Administration Building","Office","11"
"Community Development Agency","Sustainability General Contact (CDA)","Brian Crawford","3501 Civic Center Drive, Suite 308  San Rafael, CA  94903","3501 Civic Center Drive, Suite 308","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_308.jpg)","","(415) 473-6269","(415) 473-7880","","","","","","308","(37.996709, -122.530556)","CD","The Sustainability General Contact office is located on the west side of the Civic Center. It is on the 3rd floor of the Administration Building across the hall from Stair A.",,"37.996709","-122.530556","3","Sustainability General Contact Map","Sustainability General Contact logo","Sustainability General Contact","Suite 308<br>3rd Floor, Administration Building","Located on west side 3rd floor, near Stair A.","building_logo.png","cc_308.jpg","3rd Floor, Administration Building","Office","12"
"County Administrator","County Administrator's Office","Matthew H. Hymel","3501 Civic Center Drive, Suite 325,    San Rafael, CA 94903","3501 Civic Center Drive, Suite 325","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_325.jpg)","","(415) 473-6358","(415) 473-4104","cao@marincounty.org","caobudget@marincounty.org","(415) 473-6358","(415) 473-4104","","325","(37.997423, -122.530471)","AD","County Administrator's office is on the east side of the Civic Center on the 3rd floor of the Administration Wing. It is south of Stair B and across the hall from Elevator 1.",,"37.997423","-122.530471","3","Public Administrator Map","Department of Finance logo","Public Administrator","Suite 209<br>2nd Floor, Administration Bldg","Located on east side 3rd floor, near Stair B and Elevator 1.","dof_logo.png","cc_325.jpg","2nd Floor, Administration Bldg","Office","1"
"County Counsel","County Counsel","Brian E. Washington","3501 Civic Center Drive, Suite #275,     San Rafael, CA 94903","3501 Civic Center Drive, Suite 275","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_271-275.jpg)","","(415) 473-6117","(415) 473-3796","","","(415) 473-6117","(415) 473-3796","(415) 473-2226","275","(37.998828, -122.531294)","CL","The County Counsel Office is located at the northern end of the Civic Center, on the 2nd floor of the Hall of Justice just north of Elevators 7 and 8.",,"37.998828","-122.531294","2",,,,,"Located at the northern end of 2nd floor, near Stair F and Elevators 7 and 8.",,"cc_271-275.jpg",,"Office","19"
"Courtrooms","","","","3501 Civic Center Drive","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_courtfloor.jpg)","8AM - 4PM, M - F","(415) 444-7000","","","","(415) 444-7000","","","","(37.998383, -122.531125)","","There are 14 courtrooms in the Civic Center, all of which are located on the Court floor. The Court floor is located in the Hall of Justice and can only be accessed using Elevators 5 and 6 or Star D.

Courtrooms A - M can be accessed by proceeding north after passing through the metal detectors.


Courtrooms N, O and P can be accessed by proceeding south after passing through the metal detectors.

Note: many common items are not permitted on the Court floor, including can openers, lighters, matches, non-plastic drink containers, Leatherman/multi-purpose tools, bicycles and skateboards.

See complete list of banned items",,"37.998383","-122.531125","C","Courtrooms Map","Superior Court logo","Courtrooms A - P","Court Floor, Hall of Justice","Located on the Court floor, can only be accessed using Elevators 5 and 6 or Star D.","courts_logo.png","cc_courtfloor.jpg","Court Floor, Hall of Justice","CourtRoom","130"
"Courtroom Schedules","","Steven M. Woodside, County Counsel","3501 Civic Center Drive, San Rafael, CA 94903","3501 Civic Center Drive","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_courtfloor.jpg)","8AM - 4PM, M - F","","(415) 473-3796","","","","(415) 473-3796","(415) 473-2226","","(37.998219, -122.531152)","CL","There are two sets of display monitors in the Civic Center, all of which are located on the Court floor and display appearance information for all courtrooms. The Court floor is located in the Hall of Justice and can only be accessed using Elevators 5 and 6 or Star D.

The first set of monitors is located on the wall between Courtrooms L and M, just north of the metal detectors.
The second set of monitors is around the corner from Courtroom G.

There are also two bulletin boards with the same information posted:

The first bulletin board is located just outside of Elevators 5 and 6 and east of the metal detectors.
The second bulletin board is located just around the corner from Courtroom G in the same area as the Courts monitors.



Note: many common items are not permitted on the Court floor, including can openers, lighters, matches, non-plastic drink containers, Leatherman/multi-purpose tools, bicycles and skateboards.

See complete list of banned items",,"37.998219","-122.531152","C","Courtroom Schedules Map","Superior Court logo","Courtroom Schedules","Court Floor, Hall of Justice","Located on the Court floor, can only be accessed using Elevators 5 and 6 or Star D.","courts_logo.png","cc_courtfloor.jpg","Court Floor, Hall of Justice","Office","129"
"Cultural Services","Department of Cultural and Visitor Services","Gabriella Calicchio","10 Avenue of the Flags,     San Rafael, CA 94903","10 Avenue of the Flags","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/countyofMarin.jpg)","","(415) 473-6400","(415) 473-3700","gcalicchio@marincounty.org","mboyd@marincounty.org","(415) 473-6400","(415) 473-3700","","","(38.002673, -122.533414)","CU",,,"38.002673","-122.533414",,,,,,,,"countyofMarin.jpg",,"Office","21"
"Defibrillators","","","","3501 Civic Center Drive","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/countyofMarin.jpg)","6AM - 6PM, M - F","","","","","","","","","(37.997678, -122.530313)","","There are 10 Automated External Defibrillators (AED) throughout the Civic Center.
Administration Building:
One on the 1st floor south of Elevator 3
One on the 2nd floor north of Stair B and near Women's Restroom 213
One on the 3rd floor north of Stair A and near Women's Restroom 309
One on the 3rd floor in a small alcove inside the Board Chambers
One on the 4th floor north of Stair B and near Women's Restroom 411
One on the 4th floor inside the Library and next to Elevator 3

Hall of Justice:

One on the 1st floor near Elevators 5 and 6 and Stair D
One on the Court floor near Stair E and Women's Restroom C-22
One on the 2nd floor between the Jury Assembly Room and Men's Restroom 240, across the hall from Elevators 5 and 6
One on the 2nd floor inside the Conference Room in Room 266",,"37.997678","-122.530313","","","AED Logo","","",,"aed_logo.png","countyofMarin.jpg","Administration Building & Hall of Justice","Defibrillator","131"
"Department of Finance","Department of Finance - Room #225 (DOF)","Roy Given","3501 Civic Center Drive, Suite 225 ,    San Rafael, CA 94903","3501 Civic Center Drive","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_225.jpg)","","(415) 473-6154","(415) 473-4011","rbarone@marincounty.org","rbarone@marincounty.org","(415) 473-6154","(415) 473-3680","","225","(37.997165, -122.530053)","DF","Department of Finance office is on the east side of the Civic Center on the 2nd floor of the Administration Wing. It is south of Stair B and across the hall from Elevator 1.",,"37.997165","-122.530053","2","Department of Finance Map","Department of Finance logo","Department of Finance ",,"Located on east side 2nd floor, near Elevator 3.","dof_logo.png","cc_225.jpg","2nd Floor, Administration Building","Office","24"
"Department of Finance","Treasurer - Room #209 (DOF)","Roy Given","3501 Civic Center Drive, Suite 225 ,    San Rafael, CA 94903","3501 Civic Center Drive","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_209.jpg)","","(415) 473-6154","(415) 473-4011","rbarone@marincounty.org","","(415) 473-6143","(415) 473-3741","","209","(37.996854, -122.530424)","DF","The Treasurer office is on the east side of the Civic Center on the 2nd floor of the Administration Wing. It is south of Stair B and across the hall from Elevator 1.",,"37.996854","-122.530424","2","Department of Finance Map","Department of Finance logo","Department of Finance ",,"Located on east side 2nd floor, near Stair B and Elevator 1.","dof_logo.png","cc_209.jpg","2nd Floor, Administration Building","Office","23"
"District Attorney","District Attorney","Edward S. Berberian, Jr.","3501 Civic Center Drive Suite #130,     San Rafael, CA 94903","3501 Civic Center Drive, Suite 130","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_130.jpg)","","(415) 473-6450","(415) 473-3719","","","(415) 473-6450","(415) 473-6734","","130","(37.998466, -122.531049)","DA","The District Attorney's office is located on the west side of the Civic Center on the 1st floor of the Hall of Justice, about 30 yards northeast of Elevators 5 and 6 and in between Stairs D and E.",,"37.998466","-122.531049","1","District Attorney Map","District Attorney Logo","District Attorney","Suite 130<br>1st  Floor, Hall of Justice","Located on west side 1st floor, between Stairs D and E, near Elevators 5 and 6.","da_logo.png","cc_130.jpg","1st  Floor, Hall of Justice","Office","22"
"Elections","Elections Department","Lynda Roberts, Registrar of Voters","3501 Civic Center Drive Suite #121  San Rafael, CA 94903","3501 Civic Center Drive<br />Suite 121","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/cc_121.jpg)","","(415) 473-6456","(415) 473-6447","elections@marincounty.org","elections@marincounty.org","(415) 473-6456","(415) 473-6447","(415) 473-6899","121","(37.998147, -122.530735)","RV","The Registrar of Voters is located just north of Elevators 5 and 6 on the east side of the 1st floor in the Hall of Justice.",,"37.998147","-122.530735","1","Elections Map","Checkmark Icon","Elections","Suite 121<br>1st Floor, Hall of Justice","Located on east side 1st floor, North of Elevators 5 and 6.","Checkmark_Icon","cc_121.jpg","1st Floor, Hall of Justice","Office","80"
"Elevator","Elevator 1","","3501 Civic Center Dr., San Rafael, CA 94903","Peter Behr Dr.","San Rafael","CA","94903","View Image (http://apps.marincounty.org/OfficeLocator/officeimages/countyofMarin.jpg)","",,,,,,,,,"(37.997319, -122.530752)","",,,"37.997319","-122.530752","1",,,,,"Elevator 1 is located on the west side, at South Entrace and services floors G, 2, 3 and 4.",,"countyofMarin.jpg","Administration Building","Elevator","178"
