"fiscal_year","country_region_or_secretariat","obligation_amount","tcb_category","funding_agency","funding_account","funding_account_code","implementing_agency","implementing_subagency","activity_title","activity_description","activity_id"
"1999","Argentina","49409","Competition Policy, Business Environment, and Governance","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Justice (DOJ)","Antitrust Division","Untitled","No description available.","1102"
"1999","Argentina","75000","Trade-related Services (excluding Tourism)","Trade and Development Agency (TDA)","Trade and Development Agency","11x1001","Trade and Development Agency (TDA)",,"Untitled","No description available.","1037"
"1999","Argentina","59000","General trade facilitation (1999-2001)","Trade and Development Agency (TDA)","Trade and Development Agency","11x1001","Trade and Development Agency (TDA)",,"Untitled","No description available.","1039"
"1999","Bangladesh","20000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Global Health (GH)","Untitled","No description available.","1015"
"1999","Bangladesh","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Bangladesh","625000","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bangladesh","Untitled","No description available.","1047"
"1999","Bangladesh","120188","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Democracy, Conflict, and Humanitarian Assistance (DCHA)","Untitled","No description available.","1047"
"1999","Bangladesh","815000","Environmental Standards and Trade","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Asia and Near East Bureau (former)","Untitled","No description available.","1052"
"1999","Armenia","427500","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Armenia","Untitled","No description available.","1160"
"1999","Armenia","9999000","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Armenia","Untitled","No description available.","1159"
"1999","Armenia","213750","Environmental Standards and Trade","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Armenia","Untitled","No description available.","1160"
"1999","Armenia","3633750","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Armenia","Untitled","No description available.","1160"
"1999","Armenia","101000","Trade-related Agriculture","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Armenia","Untitled","No description available.","1159"
"1999","Armenia","1820000","Trade-related Tourism","Overseas Private Investment Corporation (OPIC)","Overseas Private Investment Corporation, Program Account","71x0100","Overseas Private Investment Corporation (OPIC)",,"Untitled","No description available.","1176"
"1999","Bolivia","25000","Environmental Standards and Trade","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bolivia","Untitled","No description available.","1188"
"1999","Bolivia","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Bolivia","25000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bolivia","Untitled","No description available.","1188"
"1999","Bosnia and Herzegovina","293000","Trade-related Infrastructure","Trade and Development Agency (TDA)","Trade and Development Agency","11x1001","Trade and Development Agency (TDA)",,"Untitled","No description available.","1036"
"1999","Botswana","100000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1269"
"1999","Botswana","7696","WTO Accession and Compliance","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1143"
"1999","Brazil","68000","WTO Accession and Compliance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Brazil","Untitled","No description available.","1104"
"1999","Brazil","658229","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Democracy, Conflict, and Humanitarian Assistance (DCHA)","Untitled","No description available.","1047"
"1999","Brazil","1663599","Trade-related Labor","Department of Labor (DOL)","Department of Labor, Departmental Management","16x0165","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1002"
"1999","Brazil","272000","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Brazil","Untitled","No description available.","1104"
"1999","Brazil","268000","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Brazil","Untitled","No description available.","1105"
"1999","Brazil","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Brazil","277000","General trade facilitation (1999-2001)","Trade and Development Agency (TDA)","Trade and Development Agency","11x1001","Trade and Development Agency (TDA)",,"Untitled","No description available.","1037"
"1999","Brazil","272000","Environmental Standards and Trade","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Brazil","Untitled","No description available.","1104"
"1999","Brazil","3814000","Trade-related Infrastructure","Overseas Private Investment Corporation (OPIC)","Overseas Private Investment Corporation, Program Account","71x0100","Overseas Private Investment Corporation (OPIC)",,"Untitled","No description available.","1176"
"1999","Brazil","68000","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Brazil","Untitled","No description available.","1104"
"1999","Bulgaria","821000","Trade-related Infrastructure","Overseas Private Investment Corporation (OPIC)","Overseas Private Investment Corporation, Program Account","71x0100","Overseas Private Investment Corporation (OPIC)",,"Untitled","No description available.","1176"
"1999","Bulgaria","202920","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1013"
"1999","Bulgaria","10680","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1013"
"1999","Bulgaria","395160","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1013"
"1999","Bulgaria","234960","Trade-related Services (excluding Tourism)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1013"
"1999","Bulgaria","260200","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1131"
"1999","Bulgaria","224280","Trade-related Agriculture","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1013"
"1999","Cambodia","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Sri Lanka","273000","Environmental Standards and Trade","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Asia and Near East Bureau (former)","Untitled","No description available.","1052"
"1999","Sri Lanka","241738","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Democracy, Conflict, and Humanitarian Assistance (DCHA)","Untitled","No description available.","1047"
"1999","Sri Lanka","196800","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Sri Lanka","Untitled","No description available.","1013"
"1999","Sri Lanka","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Sri Lanka","500200","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Sri Lanka","Untitled","No description available.","1013"
"1999","Sri Lanka","16400","Sanitary and Phyto-sanitary Measures (SPS)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Sri Lanka","Untitled","No description available.","1013"
"1999","Sri Lanka","73800","WTO Accession and Compliance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Sri Lanka","Untitled","No description available.","1013"
"1999","Sri Lanka","32800","Intellectual Property Rights (IPR)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Sri Lanka","Untitled","No description available.","1013"
"1999","Chile","106000","Trade-related Infrastructure","Trade and Development Agency (TDA)","Trade and Development Agency","11x1001","Trade and Development Agency (TDA)",,"Untitled","No description available.","1036"
"1999","Chile","250000","General trade facilitation (1999-2001)","Trade and Development Agency (TDA)","Trade and Development Agency","11x1001","Trade and Development Agency (TDA)",,"Untitled","No description available.","1253"
"1999","Chile","5000","Technical Barriers to Trade (TBT)","Department of Agriculture (USDA)","Account not specified (1999-2006)","12x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1137"
"1999","China (P.R.C.)","100000","Environmental Standards and Trade","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","Environmental Protection Agency (EPA)","Office or mission not specified (1999-2006)","Untitled","No description available.","1157"
"1999","China (P.R.C.)","350000","Trade-related Agriculture","Department of Agriculture (USDA)","Account not specified (1999-2006)","12x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1124"
"1999","China (P.R.C.)","375000","Trade-related Agriculture","Department of Agriculture (USDA)","Account not specified (1999-2006)","12x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1125"
"1999","Colombia","128400","Trade-related Infrastructure","Overseas Private Investment Corporation (OPIC)","Overseas Private Investment Corporation, Program Account","71x0100","Overseas Private Investment Corporation (OPIC)",,"Untitled","No description available.","1176"
"1999","Colombia","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Colombia","941600","Financial Sector","Overseas Private Investment Corporation (OPIC)","Overseas Private Investment Corporation, Program Account","71x0100","Overseas Private Investment Corporation (OPIC)",,"Untitled","No description available.","1176"
"1999","Congo (Kinshasa)","8700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1245"
"1999","Congo (Kinshasa)","6300","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1118"
"1999","Congo (Kinshasa)","20700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1145"
"1999","Congo (Kinshasa)","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Congo (Kinshasa)","15000","General trade facilitation (1999-2001)","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1136"
"1999","Congo (Kinshasa)","7696","WTO Accession and Compliance","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1143"
"1999","Costa Rica","880468","Trade-related Labor","Department of Labor (DOL)","Department of Labor, Departmental Management","16x0165","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1001"
"1999","Croatia","46000","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1013"
"1999","Croatia","140000","Trade-related Services (excluding Tourism)","Trade and Development Agency (TDA)","Trade and Development Agency","11x1001","Trade and Development Agency (TDA)",,"Untitled","No description available.","1037"
"1999","Croatia","1063000","Trade-related Infrastructure","Export-Import Bank of the United States (EXIM)","Export-Import Bank Loans Program Account","83x0100","Export-Import Bank of the United States (EXIM)",,"Untitled","No description available.","1107"
"1999","Croatia","30698000","Trade-related Infrastructure","Export-Import Bank of the United States (EXIM)","Export-Import Bank Loans Program Account","83x0100","Export-Import Bank of the United States (EXIM)",,"Untitled","No description available.","1106"
"1999","Cuba","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Benin","400000","Trade-related Infrastructure","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1260"
"1999","Benin","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Benin","15000","General trade facilitation (1999-2001)","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1136"
"1999","Benin","100000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1274"
"1999","Benin","8700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1245"
"1999","Benin","6300","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1118"
"1999","Benin","20700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1145"
"1999","Dominican Republic","300000","Environmental Standards and Trade","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Dominican Republic","Untitled","No description available.","1013"
"1999","Dominican Republic","636586","Trade-related Labor","Department of Labor (DOL)","Department of Labor, Departmental Management","16x0165","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1001"
"1999","Dominican Republic","300000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Dominican Republic","Untitled","No description available.","1013"
"1999","Dominican Republic","331711","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Democracy, Conflict, and Humanitarian Assistance (DCHA)","Untitled","No description available.","1047"
"1999","Dominican Republic","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Ecuador","56000","Trade-related Agriculture","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Economic Growth, Education, and Environment (E3)","Untitled","No description available.","1066"
"1999","Ecuador","16750","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Agricultural Marketing Service (AMS)","Untitled","No description available.","1133"
"1999","Ecuador","137000","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1126"
"1999","Ecuador","73778","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Democracy, Conflict, and Humanitarian Assistance (DCHA)","Untitled","No description available.","1047"
"1999","Ecuador","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","El Salvador","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","El Salvador","100000","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","El Salvador","Untitled","No description available.","1174"
"1999","El Salvador","1008327","Trade-related Labor","Department of Labor (DOL)","Department of Labor, Departmental Management","16x0165","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1001"
"1999","El Salvador","108994","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Democracy, Conflict, and Humanitarian Assistance (DCHA)","Untitled","No description available.","1047"
"1999","El Salvador","688449","Trade-related Labor","Department of Labor (DOL)","Department of Labor, Departmental Management","16x0165","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1251"
"1999","El Salvador","900000","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","El Salvador","Untitled","No description available.","1174"
"1999","Ethiopia","80000","Trade-related Infrastructure","Trade and Development Agency (TDA)","Trade and Development Agency","11x1001","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1036"
"1999","Ethiopia","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Ethiopia","104365","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Democracy, Conflict, and Humanitarian Assistance (DCHA)","Untitled","No description available.","1047"
"1999","Ethiopia","15000","General trade facilitation (1999-2001)","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1136"
"1999","Ethiopia","8700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1245"
"1999","Ethiopia","6300","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1118"
"1999","Ethiopia","20700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1145"
"1999","Ethiopia","251000","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1124"
"1999","Eritrea","6300","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1118"
"1999","Eritrea","20700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1145"
"1999","Eritrea","8700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1245"
"1999","Eritrea","15000","General trade facilitation (1999-2001)","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1136"
"1999","Eritrea","96415","General trade facilitation (1999-2001)","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1146"
"1999","Eritrea","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Georgia","205000","Trade-related Infrastructure","Trade and Development Agency (TDA)","Trade and Development Agency","11x1001","Trade and Development Agency (TDA)",,"Untitled","No description available.","1037"
"1999","Georgia","534000","Trade-related Infrastructure","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Caucasus","Untitled","No description available.","1221"
"1999","Georgia","653000","Trade-related Infrastructure","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Caucasus","Untitled","No description available.","1230"
"1999","Georgia","4306000","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Caucasus","Untitled","No description available.","1219"
"1999","Georgia","448000","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Caucasus","Untitled","No description available.","1226"
"1999","Georgia","3000000","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Caucasus","Untitled","No description available.","1228"
"1999","Georgia","750000","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Caucasus","Untitled","No description available.","1222"
"1999","Georgia","494000","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Caucasus","Untitled","No description available.","1223"
"1999","Georgia","1736000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Caucasus","Untitled","No description available.","1225"
"1999","Georgia","1900000","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Caucasus","Untitled","No description available.","1227"
"1999","Georgia","500000","WTO Accession and Compliance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Caucasus","Untitled","No description available.","1054"
"1999","Georgia","650000","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Caucasus","Untitled","No description available.","1214"
"1999","Georgia","200000","Trade-related Agriculture","Trade and Development Agency (TDA)","Trade and Development Agency","11x1001","Trade and Development Agency (TDA)",,"Untitled","No description available.","1036"
"1999","West Bank/Gaza","291640","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","West Bank and Gaza","Untitled","No description available.","1013"
"1999","West Bank/Gaza","4520420","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","West Bank and Gaza","Untitled","No description available.","1013"
"1999","West Bank/Gaza","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","West Bank/Gaza","2478940","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","West Bank and Gaza","Untitled","No description available.","1013"
"1999","Ghana","6300","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1118"
"1999","Ghana","6515448","Trade-related Agriculture","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Ghana","Untitled","No description available.","1020"
