"country","survey","stratum","urbrur","region","pbs_id","hh_wt","c01a","c01b","c02","c03","c04","c05","c06_unit","c06_time","c07","c08","c09","c10","c11","c12","age","sex","modgflg","modhflg","modiflg","notmember","today","cluster","agecat","educat","literate","attendschool","achieveprimary","idcode"
"Uganda","Interim ZOI Survey 2015","31","urban","northern","3","2042.6842105263001","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","20","true",,,"true","false","true","false","completed primary","can read and write","20","female","ineligible for module g","individual has module h record","ineligible for module i","member of household","2015-03-08T00:00:00.000","27","aged 20 to 24","completed primary","true","false","true","3"
"Uganda","Interim ZOI Survey 2015","31","urban","northern","3","2042.6842105263001","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","22","false","days","2.0","false","false","true","false","completed a-level","can read and write","22","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-08T00:00:00.000","27","aged 20 to 24","completed secondary or more","true","false","true","4"
"Uganda","Interim ZOI Survey 2015","31","urban","northern","3","2042.6842105263001","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","17","false","days","1.0","true","false","true","false","less than primary","can read and write","17","female","ineligible for module g","individual has module h record","ineligible for module i","member of household","2015-03-08T00:00:00.000","27","aged 15 to 19","less than primary","true","false","false","5"
"Uganda","Interim ZOI Survey 2015","31","urban","northern","3","2042.6842105263001","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","15","false","months","2.0","false","false","true","true","less than primary","can read and write","15","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-08T00:00:00.000","27","aged 15 to 19","less than primary","true","true","false","6"
"Uganda","Interim ZOI Survey 2015","31","urban","northern","3","2042.6842105263001","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","15","false","months","2.0","false","false","true","true","less than primary","can read and write","15","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-08T00:00:00.000","27","aged 15 to 19","less than primary","true","true","false","7"
"Uganda","Interim ZOI Survey 2015","31","urban","northern","3","2042.6842105263001","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","7","true",,,"false","false","true","true","less than primary","can sign (write) only","7","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-08T00:00:00.000","27","aged 5 to 9","less than primary","false","true","false","8"
"Uganda","Interim ZOI Survey 2015","31","urban","northern","3","2042.6842105263001","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","cousin","9","true",,,"false","false","true","true","less than primary","can sign (write) only","9","female","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-08T00:00:00.000","27","aged 5 to 9","less than primary","false","true","false","9"
"Uganda","Interim ZOI Survey 2015","31","urban","northern","3","2042.6842105263001","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","1","true",,,"false","true",,,,,"1","male","ineligible for module g","ineligible for module h","individual has module i record","member of household","2015-03-08T00:00:00.000","27","aged 0 to 4",,,,,"10"
"Uganda","Interim ZOI Survey 2015","31","urban","northern","3","2042.6842105263001","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","grandson/granddaughter","0","true",,,"false","true",,,,,"0","female","ineligible for module g","ineligible for module h","individual has module i record","member of household","2015-03-08T00:00:00.000","27","aged 0 to 4",,,,,"11"
"Uganda","Interim ZOI Survey 2015","11","urban","central","4","3050.798","yes, primary male decisionmaker exists in household","no primary female decisionmaker in household","male","self","22","true",,,"false","false","true","false","less than primary","cannot read or write","22","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-12T00:00:00.000","41","aged 20 to 24","less than primary","false","false","false","1"
"Uganda","Interim ZOI Survey 2015","31","urban","northern","5","3897.3660151323998","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","30","true",,,"false","false","true","false","tertiary education","can read and write","30","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-21T00:00:00.000","17","aged 30 to 34","completed secondary or more","true","false","true","1"
"Uganda","Interim ZOI Survey 2015","31","urban","northern","5","3897.3660151323998","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","30","true",,,"true","false","true","false","tertiary education","can read and write","30","female","individual has module g record","individual has module h record","ineligible for module i","member of household","2015-03-21T00:00:00.000","17","aged 30 to 34","completed secondary or more","true","false","true","2"
"Uganda","Interim ZOI Survey 2015","31","urban","northern","5","3897.3660151323998","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","0","true",,,"false","true",,,,,"0","female","ineligible for module g","ineligible for module h","individual has module i record","member of household","2015-03-21T00:00:00.000","17","aged 0 to 4",,,,,"3"
"Uganda","Interim ZOI Survey 2015","32","rural","northern","6","4338.3463157895","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","self","70","true",,,"false","false","true","true","no formal education","cannot read or write","70","female","individual has module g record","ineligible for module h","ineligible for module i","member of household","2015-03-10T00:00:00.000","6","aged 70 to 74","no education","false","true","false","2"
"Uganda","Interim ZOI Survey 2015","32","rural","northern","6","4338.3463157895","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","grandson/granddaughter","11","true",,,"false","false","true","true","less than primary","cannot read or write","11","female","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-10T00:00:00.000","6","aged 10 to 14","less than primary","false","true","false","3"
"Uganda","Interim ZOI Survey 2015","32","rural","northern","6","4338.3463157895","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","male","grandson/granddaughter","15","true",,,"false","false","true","false","less than primary","cannot read or write","15","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-10T00:00:00.000","6","aged 15 to 19","less than primary","false","false","false","4"
"Uganda","Interim ZOI Survey 2015","32","rural","northern","6","4338.3463157895","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","male","grandson/granddaughter","10","true",,,"false","false","true","true","less than primary","cannot read or write","10","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-10T00:00:00.000","6","aged 10 to 14","less than primary","false","true","false","5"
"Uganda","Interim ZOI Survey 2015","32","rural","northern","6","4338.3463157895","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","grandson/granddaughter","9","true",,,"false","false","false",,,"cannot read or write","9","female","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-10T00:00:00.000","6","aged 5 to 9","no education","false","false","false","6"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","7","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","57","true",,,"false","false","true","false","less than primary","can read and write","57","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-12T00:00:00.000","23","aged 55 to 59","less than primary","true","false","false","1"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","7","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","57","true",,,"false","false","false",,,"cannot read or write","57","female","individual has module g record","ineligible for module h","ineligible for module i","member of household","2015-03-12T00:00:00.000","23","aged 55 to 59","no education","false","false","false","2"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","7","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","26","true",,,"false","false","true","false","less than primary","can read and write","26","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-12T00:00:00.000","23","aged 25 to 29","less than primary","true","false","false","3"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","7","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","grandson/granddaughter","6","true",,,"false","false","true","true","less than primary","cannot read or write","6","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-12T00:00:00.000","23","aged 5 to 9","less than primary","false","true","false","4"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","7","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","grandson/granddaughter","4","true",,,"false","true","false",,,"cannot read or write","4","male","ineligible for module g","ineligible for module h","individual has module i record","member of household","2015-03-12T00:00:00.000","23","aged 0 to 4","no education","false","false","false","5"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","7","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","grandson/granddaughter","8","true",,,"false","false","true","true","less than primary","cannot read or write","8","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-12T00:00:00.000","23","aged 5 to 9","less than primary","false","true","false","6"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","10","3328.9872340426","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","1","true",,,"false","true",,,,,"1","female","ineligible for module g","ineligible for module h","individual has module i record","member of household","2015-03-24T00:00:00.000","26","aged 0 to 4",,,,,"6"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","7","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","grandson/granddaughter","9","true",,,"false","false","true","true","less than primary","can read and write","9","female","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-12T00:00:00.000","23","aged 5 to 9","less than primary","true","true","false","7"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","7","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","30","true",,,"true","false","true","false","less than primary","can read and write","30","female","ineligible for module g","individual has module h record","ineligible for module i","member of household","2015-03-12T00:00:00.000","23","aged 30 to 34","less than primary","true","false","false","8"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","7","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","16","true",,,"true","false","true","false","less than primary","can read and write","16","female","ineligible for module g","individual has module h record","ineligible for module i","member of household","2015-03-12T00:00:00.000","23","aged 15 to 19","less than primary","true","false","false","9"
"Uganda","Interim ZOI Survey 2015","12","rural","central","8","3488.8830745341997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","26","true",,,"false","false","true","false","completed primary","can read and write","26","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-17T00:00:00.000","12","aged 25 to 29","completed primary","true","false","true","1"
"Uganda","Interim ZOI Survey 2015","42","rural","western","9","3106.7332455604997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","40","true",,,"false","false","true","false","completed a-level","can read and write","40","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-19T00:00:00.000","42","aged 40 to 44","completed secondary or more","true","false","true","1"
"Uganda","Interim ZOI Survey 2015","42","rural","western","9","3106.7332455604997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","37","false","days","1.0","true","false","true","false","completed primary","can read and write","37","female","individual has module g record","individual has module h record","ineligible for module i","member of household","2015-03-19T00:00:00.000","42","aged 35 to 39","completed primary","true","false","true","2"
"Uganda","Interim ZOI Survey 2015","42","rural","western","9","3106.7332455604997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","20","false","months","2.0","false","false","true","true","less than primary","can read and write","20","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-19T00:00:00.000","42","aged 20 to 24","less than primary","true","true","false","3"
"Uganda","Interim ZOI Survey 2015","42","rural","western","9","3106.7332455604997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","18","false","months","2.0","true","false","true","true","completed primary","can read and write","18","female","ineligible for module g","individual is missing module h record","ineligible for module i","member of household","2015-03-19T00:00:00.000","42","aged 15 to 19","completed primary","true","true","true","4"
"Uganda","Interim ZOI Survey 2015","42","rural","western","9","3106.7332455604997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","15","false","months","2.0","false","false","true","true","completed primary","can read and write","15","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-19T00:00:00.000","42","aged 15 to 19","completed primary","true","true","true","5"
"Uganda","Interim ZOI Survey 2015","42","rural","western","9","3106.7332455604997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","12","true",,,"false","false","true","true","less than primary","can read and write","12","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-19T00:00:00.000","42","aged 10 to 14","less than primary","true","true","false","6"
"Uganda","Interim ZOI Survey 2015","42","rural","western","9","3106.7332455604997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","8","true",,,"false","false","true","true","less than primary","can read only","8","female","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-19T00:00:00.000","42","aged 5 to 9","less than primary","false","true","false","7"
"Uganda","Interim ZOI Survey 2015","42","rural","western","9","3106.7332455604997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","0","false","days","1.0","false","true",,,,,"0","female","ineligible for module g","ineligible for module h","individual has module i record","member of household","2015-03-19T00:00:00.000","42","aged 0 to 4",,,,,"8"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","10","3328.9872340426","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","36","true",,,"false","false","true","false","less than primary","cannot read or write","36","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-24T00:00:00.000","26","aged 35 to 39","less than primary","false","false","false","1"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","10","3328.9872340426","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","24","true",,,"true","false","true","false","less than primary","cannot read or write","24","female","individual has module g record","individual has module h record","ineligible for module i","member of household","2015-03-24T00:00:00.000","26","aged 20 to 24","less than primary","false","false","false","2"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","10","3328.9872340426","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","8","true",,,"false","false","true","true","less than primary","can sign (write) only","8","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-24T00:00:00.000","26","aged 5 to 9","less than primary","false","true","false","3"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","10","3328.9872340426","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","7","true",,,"false","false","true","true","less than primary","cannot read or write","7","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-24T00:00:00.000","26","aged 5 to 9","less than primary","false","true","false","4"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","10","3328.9872340426","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","4","true",,,"false","true","false",,,"cannot read or write","4","female","ineligible for module g","ineligible for module h","individual has module i record","member of household","2015-03-24T00:00:00.000","26","aged 0 to 4","no education","false","false","false","5"
"Uganda","Interim ZOI Survey 2015","32","rural","northern","11","871.5805108797998","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","32","true",,,"false","false","true","false","less than primary","can read and write","32","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-16T00:00:00.000","9","aged 30 to 34","less than primary","true","false","false","1"
"Uganda","Interim ZOI Survey 2015","32","rural","northern","11","871.5805108797998","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","26","true",,,"true","false","true","false","less than primary","cannot read or write","26","female","individual has module g record","individual has module h record","ineligible for module i","member of household","2015-03-16T00:00:00.000","9","aged 25 to 29","less than primary","false","false","false","2"
"Uganda","Interim ZOI Survey 2015","32","rural","northern","11","871.5805108797998","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","0","true",,,"false","true",,,,,"0","male","ineligible for module g","ineligible for module h","individual has module i record","member of household","2015-03-16T00:00:00.000","9","aged 0 to 4",,,,,"3"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","12","2996.2286195285997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","40","true",,,"false","false","true","false","less than primary","can read and write","40","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-25T00:00:00.000","32","aged 40 to 44","less than primary","true","false","false","1"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","12","2996.2286195285997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","30","true",,,"true","false","false",,,"can read and write","30","female","individual has module g record","individual has module h record","ineligible for module i","member of household","2015-03-25T00:00:00.000","32","aged 30 to 34","no education","true","false","false","2"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","12","2996.2286195285997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","15","true",,,"false","false","true","false","less than primary","cannot read or write","15","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-25T00:00:00.000","32","aged 15 to 19","less than primary","false","false","false","3"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","12","2996.2286195285997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","12","true",,,"false","false","true","true","less than primary","can read and write","12","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-25T00:00:00.000","32","aged 10 to 14","less than primary","true","true","false","4"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","12","2996.2286195285997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","7","true",,,"false","false","true","true","less than primary","cannot read or write","7","female","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-25T00:00:00.000","32","aged 5 to 9","less than primary","false","true","false","5"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","12","2996.2286195285997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","4","true",,,"false","true","false",,,"cannot read or write","4","male","ineligible for module g","ineligible for module h","individual has module i record","member of household","2015-03-25T00:00:00.000","32","aged 0 to 4","no education","false","false","false","6"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","155","9134.553875969","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","male","son/daughter","2","true",,,"false","true",,,,,"2","male","ineligible for module g","ineligible for module h","individual has module i record","member of household","2015-03-10T00:00:00.000","2","aged 0 to 4",,,,,"10"
"Uganda","Interim ZOI Survey 2015","42","rural","western","13","4470.4841897233","yes, primary male decisionmaker exists in household","no primary female decisionmaker in household","male","self","23","true",,,"false","false","true","false","completed primary","can read and write","23","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-09T00:00:00.000","3","aged 20 to 24","completed primary","true","false","true","1"
"Uganda","Interim ZOI Survey 2015","32","rural","northern","14","7670.3231638418","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","self","50","true",,,"false","false","true","false","completed o-level","can read and write","50","female","individual has module g record","ineligible for module h","ineligible for module i","member of household","2015-03-06T00:00:00.000","1","aged 50 to 54","completed primary","true","false","true","2"
"Uganda","Interim ZOI Survey 2015","32","rural","northern","14","7670.3231638418","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","grandson/granddaughter","13","true",,,"false","false","true","true","less than primary","can read and write","13","female","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-06T00:00:00.000","1","aged 10 to 14","less than primary","true","true","false","3"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","15","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","44","true",,,"false","false","true","true","tertiary education","can read and write","44","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-10T00:00:00.000","23","aged 40 to 44","completed secondary or more","true","true","true","1"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","15","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","31","true",,,"true","false","true","false","less than primary","can read and write","31","female","individual has module g record","individual has module h record","ineligible for module i","member of household","2015-03-10T00:00:00.000","23","aged 30 to 34","less than primary","true","false","false","2"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","15","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","14","true",,,"false","false","true","true","less than primary","can read and write","14","female","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-10T00:00:00.000","23","aged 10 to 14","less than primary","true","true","false","3"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","15","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","12","true",,,"false","false","true","true","less than primary","can read and write","12","female","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-10T00:00:00.000","23","aged 10 to 14","less than primary","true","true","false","4"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","15","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","9","true",,,"false","false","true","true","less than primary","can read and write","9","female","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-10T00:00:00.000","23","aged 5 to 9","less than primary","true","true","false","5"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","15","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","6","true",,,"false","false","true","true","less than primary","can sign (write) only","6","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-10T00:00:00.000","23","aged 5 to 9","less than primary","false","true","false","6"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","15","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","4","true",,,"false","true","true","true","less than primary","cannot read or write","4","female","ineligible for module g","ineligible for module h","individual has module i record","member of household","2015-03-10T00:00:00.000","23","aged 0 to 4","less than primary","false","true","false","7"
"Uganda","Interim ZOI Survey 2015","22","rural","eastern","15","2982.2785672515","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","1","true",,,"false","true",,,,,"1","female","ineligible for module g","ineligible for module h","individual has module i record","member of household","2015-03-10T00:00:00.000","23","aged 0 to 4",,,,,"8"
"Uganda","Interim ZOI Survey 2015","21","urban","eastern","16","3366.8115449915003","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","35","true",,,"false","false","true","false","completed university","can read and write","35","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-20T00:00:00.000","30","aged 35 to 39","completed secondary or more","true","false","true","1"
"Uganda","Interim ZOI Survey 2015","21","urban","eastern","16","3366.8115449915003","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","35","true",,,"true","false","true","false","completed university","can read and write","35","female","individual has module g record","individual has module h record","ineligible for module i","member of household","2015-03-20T00:00:00.000","30","aged 35 to 39","completed secondary or more","true","false","true","2"
"Uganda","Interim ZOI Survey 2015","42","rural","western","17","4470.4841897233","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","55","true",,,"false","false","true","false","completed primary","can read and write","55","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-07T00:00:00.000","3","aged 55 to 59","completed primary","true","false","true","1"
"Uganda","Interim ZOI Survey 2015","42","rural","western","17","4470.4841897233","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","45","true",,,"true","false","true","false","less than primary","can read and write","45","female","individual has module g record","individual has module h record","ineligible for module i","member of household","2015-03-07T00:00:00.000","3","aged 45 to 49","less than primary","true","false","false","2"
"Uganda","Interim ZOI Survey 2015","42","rural","western","17","4470.4841897233","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","18","true",,,"false","false","true","true","completed primary","can read and write","18","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","2015-03-07T00:00:00.000","3","aged 15 to 19","completed primary","true","true","true","3"
