"country","pbs_id","idcode","urbrur","weai_wt","stratum","survey","zoi","g104","g105_m","g105_y","g106","g107","g108","g109","g110","g111","g201_a","g201_b","g201_c","g201_d","g201_e","g201_f","g202_a","g202_b","g202_c","g202_d","g202_e","g202_f","g203_a","g203_b","g203_c","g203_d","g203_e","g203_f","g301a_a","g301a_b","g301a_c","g301a_d","g301a_e","g301a_f","g301a_g","g301a_h","g301a_i","g301a_j","g301a_k","g301a_l","g301a_m","g301a_n","g301b_a","g301b_b","g301b_c","g301b_d","g301b_e","g301b_f","g301b_g","g301b_h","g301b_i","g301b_j","g301b_k","g301b_l","g301b_m","g301b_n","g302_a","g302_b","g302_c","g302_d","g302_e","g302_f","g302_g","g302_h","g302_i","g302_j","g302_k","g302_l","g302_m","g302_n","g303_a","g303_b","g303_c","g303_d","g303_e","g303_f","g303_g","g304_a","g304_b","g304_c","g304_d","g304_e","g304_f","g304_g","g305_a","g305_b","g305_c","g305_d","g305_e","g305_f","g305_g","g306_a","g306_b","g306_c","g306_d","g306_e","g306_f","g306_g","g307_a","g307_b","g307_c","g307_d","g307_e","g308_a","g308_b","g308_c","g308_d","g308_e","g309_a","g309_b","g309_c","g309_d","g309_e","g401","g402","g403","g404_a","g404_b","g404_c","g404_d","g404_e","g404_f","g404_g","g404_h","g404_i","g404_j","g404_k","g405_a","g405_b","g405_c","g405_d","g405_e","g405_f","g405_g","g405_h","g405_i","g405_j","g405_k","g501_a","g501_b","g501_c","g501_d","g501_e","g501_f","g501_g","g502_a","g502_b","g502_c","g502_d","g502_e","g502_f","g502_g","g601b","g602","today","cluster"
"Zambia","233","2","rural","1174.1770833333","3022","Interim ZOI Survey 2015","data collected by westat","[a] alone","6","1980","35","true","true","yes, currently married",,,"true","false","false","false","true","false","input into most or all decisions",,,,"input into most or all decisions",,"no decisions made",,,,"no decisions made",,"true","no","false","false","false","true","no","false","yes","false","true","true","false","true","1",,,,,"5.0",,,"1",,"13.0","1.0",,"1.0","[b] partner/spouse only",,,,,"[b] partner/spouse only",,,"[b] partner/spouse only",,"[b] partner/spouse only","[c] other hh member only",,"[b] partner/spouse only","[b] partner/spouse only",,,,,"[b] partner/spouse only",,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,"no","no","no","yes, cash","no",,,,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,"yes, comfortably","no, not at all comfortable","yes, comfortably","yes","no","no","no","no","no","no","no","yes","yes","no","false",,,,,,,,"true","true",,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","not at all","not at all","not at all","not at all","not at all","not at all","not at all","less than usual","7","2015-11-26T00:00:00.000","43"
"Zambia","224","2","rural","477.8838550761","3032","Interim ZOI Survey 2015","data collected by westat","[a] alone","12","1978","36","true","true","yes, currently married",,,"true","true","true","true","true","false","input into some decisions","input into some decisions","input into most or all decisions","input into most or all decisions","input into some decisions",,"no decisions made","no decisions made","input into most or all decisions","input into most or all decisions","input into some decisions",,"true","yes","true","false","false","true","no","false","no","true","true","true","false","true","2","1 to 4","5 to 9",,,"8.0",,,,"1.0","40.0","2.0",,"1.0","[ac] self and other hh member","[ab] self and partner/spouse","[ab] self and partner/spouse",,,"[abc] self, partner/spouse, and other hh member",,,,"[b] partner/spouse only","[a] self only","[c] other hh member only",,"[c] other hh member only","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse",,,"[abc] self, partner/spouse, and other hh member",,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse",,,"[abc] self, partner/spouse, and other hh member",,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse",,,"[abc] self, partner/spouse, and other hh member",,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse",,,"[abc] self, partner/spouse, and other hh member",,"no","no","no","no","yes, cash",,,,,"[b] partner/spouse only",,,,,"[b] partner/spouse only","yes, but with difficulty","yes, but with difficulty","yes, but with difficulty","yes","yes","yes","no","yes","yes","no","no","yes","no","no","true","false","false",,"true","false",,,"true",,,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[b] partner/spouse only","[ab] self and partner/spouse","[a] self only","[b] partner/spouse only","to a high extent","to a high extent","small extent","to a high extent","to a high extent",,"to a high extent","more than usual","very satisfied","2015-12-09T00:00:00.000","31"
"Zambia","225","2","rural","790.2967741935","3042","Interim ZOI Survey 2015","data collected by westat","[a] alone","don't know","1976","39","true","true","yes, currently married",,,"true","true","false","false","true","false","input into most or all decisions","input into most or all decisions",,,"input into most or all decisions",,"input into most or all decisions","input into most or all decisions",,,"input into most or all decisions",,"true","no","false","false","false","true","no","false","no","false","true","false","true","false","1",,,,,"6.0",,,,,"29.0",,"1+",,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,,,,"[a] self only",,"[b] partner/spouse only",,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,"no","no","no","no","no",,,,,,,,,,,"yes, comfortably","yes, comfortably","no, not at all comfortable","no","no","no","no","no","no","no","yes","yes","no","no",,,,,,,,"false","true",,,"[b] partner/spouse only","[a] self only","[b] partner/spouse only","[z] not applicable","[a] self only","[z] not applicable","[b] partner/spouse only","medium extent",,"not at all",,,,"to a high extent","about the same as usual","very satisfied","2015-12-11T00:00:00.000","13"
"Zambia","226","2","rural","62.1878720826","3072","Interim ZOI Survey 2015","data collected by westat","[a] alone","1","1976","39","true","true","yes, currently married",,,"true","true","true","false","false","false","input into some decisions","no input or input into very few decisions","input into most or all decisions",,,,"no input or input into very few decisions","no input or input into very few decisions","no input or input into very few decisions",,,,"true","yes","true","true","false","true","no","true","no","false","true","true","false","true","2","5 to 9","5 to 9","12.0",,"8.0",,"1.0",,,"3.0","1.0",,"1.0","[ab] self and partner/spouse","[abc] self, partner/spouse, and other hh member","[abc] self, partner/spouse, and other hh member","[ab] self and partner/spouse",,"[b] partner/spouse only",,"[abc] self, partner/spouse, and other hh member",,,"[abc] self, partner/spouse, and other hh member","[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[ab] self and partner/spouse","[ab] self and partner/spouse",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only","[ab] self and partner/spouse","[ab] self and partner/spouse",,"[b] partner/spouse only",,"[b] partner/spouse only","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse",,"[b] partner/spouse only",,"[ab] self and partner/spouse","[ab] self and partner/spouse","[b] partner/spouse only","[a] self only",,"[ab] self and partner/spouse",,"no","no","no","no","yes, in-kind",,,,,"[a] self only",,,,,"[a] self only","no, not at all comfortable","no, not at all comfortable","yes, but with difficulty","yes","yes","no","yes","no","yes","yes","yes","yes","yes","no","true","true",,"false",,"false","no","false","true","false",,"[b] partner/spouse only","[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","[z] not applicable","[ab] self and partner/spouse","[a] self only","to a high extent","to a high extent","to a high extent","to a high extent",,"to a high extent",,"less than usual","neutral, neither satisfied nor dissatisfied","2015-12-07T00:00:00.000","1"
"Zambia","227","2","rural","263.1209150327","3022","Interim ZOI Survey 2015","data collected by westat","[a] alone","12","1991","23","true","true","yes, currently married",,,"true","true","true","false","false","false","input into some decisions","input into some decisions","input into some decisions",,,,"input into some decisions","input into some decisions","no decisions made",,,,"true","yes","true","true","false","true","no","false","no","true","true","true","true","true","2","1 to 4","5 to 9","12.0",,"9.0",,,,"1.0","91.0","3.0","1+","1.0","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,,,"[ab] self and partner/spouse","[a] self only","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse",,"[b] partner/spouse only",,"no","no","no","yes, cash","yes, in-kind",,,,"[b] partner/spouse only","[ab] self and partner/spouse",,,,"[ab] self and partner/spouse","[ab] self and partner/spouse","yes, comfortably","yes, comfortably","yes, comfortably","no","yes","no","yes","yes","no","no","no","yes","yes","don't know",,"false",,"true","true",,,,"false","true",,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[ac] self and other hh member","[ab] self and partner/spouse","[ab] self and partner/spouse","medium extent","to a high extent","medium extent","medium extent","medium extent","medium extent","medium extent","less than usual","neutral, neither satisfied nor dissatisfied","2015-11-30T00:00:00.000","12"
"Zambia","310","2","rural","76.6712936138","3022","Interim ZOI Survey 2015","data collected by westat","[a] alone","12","1979","35","true","true","no, not in a union","yes, formerly married","widowed","true","true","false","false","true","false","input into most or all decisions","input into most or all decisions",,,"input into most or all decisions",,"input into most or all decisions","input into most or all decisions",,,"input into most or all decisions",,"false","yes","true","true","false","true","no","true","no","false","true","true","false","false",,"1 to 4","1 to 4","33.0",,"5.0",,"1.0",,,"30.0","3.0",,,,"[ac] self and other hh member","[a] self only","[a] self only",,"[a] self only",,"[a] self only",,,"[a] self only","[ac] self and other hh member",,,,"[a] self only","[a] self only","[a] self only",,"[a] self only",,,"[a] self only","[a] self only","[a] self only",,"[a] self only",,,"[a] self only","[a] self only","[a] self only",,"[a] self only",,,"[a] self only","[a] self only","[a] self only",,"[a] self only",,"no","no","no","no","no",,,,,,,,,,,"yes, comfortably","not applicable","yes, comfortably","no","no","no","yes","no","no","no","no","yes","yes","no",,,,"true",,,,,"true","true",,"[a] self only","[a] self only","[a] self only","[a] self only","[a] self only","[a] self only","[a] self only",,,,,,,,"about the same as usual","8","2015-11-26T00:00:00.000","30"
"Zambia","228","2","rural","44.6871813771","3042","Interim ZOI Survey 2015","data collected by westat","[a] alone","5","1981","34","true","true","yes, currently married",,,"true","true","true","true","false","false","input into most or all decisions","input into some decisions","no decisions made","input into some decisions",,,"input into some decisions","no decisions made","no decisions made","input into some decisions",,,"true","yes","true","true","false","true","no","true","no","false","true","true","false","true","3+","5 to 9","5 to 9","45.0",,"7.0",,"2.0",,,"85.0","2.0",,"2.0","[ab] self and partner/spouse","[b] partner/spouse only","[a] self only","[ab] self and partner/spouse",,"[abc] self, partner/spouse, and other hh member",,"[ab] self and partner/spouse",,,"[a] self only","[ab] self and partner/spouse",,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[a] self only","[ab] self and partner/spouse",,"[abc] self, partner/spouse, and other hh member",,"[b] partner/spouse only","[b] partner/spouse only","[a] self only","[ab] self and partner/spouse",,"[abc] self, partner/spouse, and other hh member",,"[b] partner/spouse only","[b] partner/spouse only","[a] self only","[ab] self and partner/spouse",,"[abc] self, partner/spouse, and other hh member",,"[b] partner/spouse only","[b] partner/spouse only","[ab] self and partner/spouse","[ab] self and partner/spouse",,"[b] partner/spouse only",,"no","no","no","no","no",,,,,,,,,,,"yes, comfortably","yes, comfortably","yes, comfortably","no","no","no","no","no","no","no","no","yes","no","no",,,,,,,,,"true",,,"[b] partner/spouse only","[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","[a] self only","[a] self only","[b] partner/spouse only","medium extent","to a high extent","small extent","small extent",,,"small extent","less than usual","7","2015-12-08T00:00:00.000","24"
"Zambia","229","2","rural","106.81708747709999","3042","Interim ZOI Survey 2015","data collected by westat","[a] alone","2","1972","43","true","true","yes, currently married",,,"true","true","true","true","false","false","input into most or all decisions","input into some decisions","input into most or all decisions","input into most or all decisions",,,"input into most or all decisions","input into some decisions","input into most or all decisions","input into most or all decisions",,,"true","no","false","true","false","true","no","false","no","false","true","false","false","false","3+",,,"15.0",,"9.0",,,,,"25.0",,,,"[b] partner/spouse only",,,"[a] self only",,"[b] partner/spouse only",,,,,"[ab] self and partner/spouse",,,,"[b] partner/spouse only",,,"[a] self only",,"[b] partner/spouse only",,"[b] partner/spouse only",,,"[a] self only",,"[b] partner/spouse only",,"[ab] self and partner/spouse",,,"[a] self only",,"[b] partner/spouse only",,"[ab] self and partner/spouse",,,"[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"no","no","no","no","no",,,,,,,,,,,"yes, comfortably","yes, comfortably","yes, but with difficulty","yes","no","no","no","yes","no","no","yes","yes","no","no","true",,,,"false",,,"false","true",,,"[b] partner/spouse only","[b] partner/spouse only","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[b] partner/spouse only","[a] self only","small extent","small extent","small extent","medium extent","medium extent","small extent",,"about the same as usual","7","2015-12-05T00:00:00.000","45"
"Zambia","230","2","rural","24.811855968499998","3032","Interim ZOI Survey 2015","data collected by westat","[a] alone","1","1971","44","true","true","yes, currently married",,,"true","true","true","true","false","false","input into some decisions","input into some decisions","input into some decisions","input into most or all decisions",,,"input into some decisions","input into some decisions","input into most or all decisions","input into some decisions",,,"true","yes","false","false","false","true","no","false","yes","false","true","true","true","true","2","1 to 4",,,,"7.0",,,"1",,"40.0","2.0","1+","1.0","[ab] self and partner/spouse","[ab] self and partner/spouse",,,,"[abc] self, partner/spouse, and other hh member",,,"[ab] self and partner/spouse",,"[a] self only","[ab] self and partner/spouse","[ab] self and partner/spouse","[b] partner/spouse only","[ab] self and partner/spouse","[b] partner/spouse only",,,,"[b] partner/spouse only",,"[ab] self and partner/spouse","[b] partner/spouse only",,,,"[b] partner/spouse only",,"[ab] self and partner/spouse","[b] partner/spouse only",,,,"[b] partner/spouse only",,"[b] partner/spouse only","[ab] self and partner/spouse",,,,"[b] partner/spouse only",,"no","yes, cash","no","yes, cash","no",,"[b] partner/spouse only",,"[b] partner/spouse only",,,"[b] partner/spouse only",,"[b] partner/spouse only",,"yes, but with difficulty","yes, but with difficulty","yes, but with difficulty","no","yes","no","no","no","no","no","no","no","no","no",,"false",,,,,,,,,,"[b] partner/spouse only","[ab] self and partner/spouse","[b] partner/spouse only","[ab] self and partner/spouse","[a] self only","[b] partner/spouse only","[a] self only","medium extent","medium extent","medium extent","medium extent",,"medium extent",,"less than usual","neutral, neither satisfied nor dissatisfied","2015-12-10T00:00:00.000","10"
"Zambia","231","2","rural","115.09129967780001","3032","Interim ZOI Survey 2015","data collected by westat","[a] alone","don't know","1952","62","true","true","yes, currently married",,,"true","false","true","false","true","false","input into some decisions",,"input into some decisions",,"input into some decisions",,"no decisions made",,"no decisions made",,"input into some decisions",,"true","no","false","false","false","true","no","false","no","false","true","true","false","false","3+",,,,,"4.0",,,,,"28.0","1.0",,,"[ab] self and partner/spouse",,,,,"[ab] self and partner/spouse",,,,,"[a] self only","[c] other hh member only",,,"[b] partner/spouse only",,,,,"[ab] self and partner/spouse",,"[b] partner/spouse only",,,,,"[ab] self and partner/spouse",,"[b] partner/spouse only",,,,,"[ab] self and partner/spouse",,"[b] partner/spouse only",,,,,"[ab] self and partner/spouse",,"no","no","no","no","no",,,,,,,,,,,"yes, comfortably","no, not at all comfortable","yes, but with difficulty","no","yes","no","no","no","no","no","don't know","yes","no","no",,"false",,,,,,,"true",,,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[a] self only","[a] self only","[b] partner/spouse only","[a] self only","to a high extent","to a high extent","to a high extent",,,"to a high extent",,"about the same as usual","neutral, neither satisfied nor dissatisfied","2015-12-12T00:00:00.000","25"
"Zambia","242","2","rural","47.4074074074","3042","Interim ZOI Survey 2015","data collected by westat","[a] alone","don't know","1972","42","true","true","yes, currently married",,,"true","true","true","false","false","false","input into some decisions","input into some decisions","input into some decisions",,,,"no decisions made","input into some decisions","input into some decisions",,,,"true","no","false","true","false","true","no","true","no","false","true","true","false","true","2",,,"13.0",,"7.0",,"1.0",,,"18.0","3.0",,"1.0","[b] partner/spouse only",,,"[a] self only",,"[b] partner/spouse only",,"[b] partner/spouse only",,,"[a] self only","[ac] self and other hh member",,"[c] other hh member only","[b] partner/spouse only",,,"[a] self only",,"[ab] self and partner/spouse",,"[b] partner/spouse only",,,"[a] self only",,"[ab] self and partner/spouse",,"[b] partner/spouse only",,,"[a] self only",,"[ab] self and partner/spouse",,"[b] partner/spouse only",,,"[a] self only",,"[ab] self and partner/spouse",,"no","no","no","no","no",,,,,,,,,,,"yes, comfortably","yes, comfortably","yes, comfortably","yes","yes","no","no","no","no","yes","yes","no","yes","no","true","false",,,,,"yes","false",,"true",,"[ab] self and partner/spouse","[a] self only","[a] self only","[b] partner/spouse only","[a] self only","[z] not applicable","[a] self only","to a high extent",,,"to a high extent",,,,"about the same as usual","very satisfied","2015-12-10T00:00:00.000","70"
"Zambia","232","2","rural","42.5749103943","3042","Interim ZOI Survey 2015","data collected by westat","[a] alone","7","1971","44","true","true","yes, currently married",,,"true","true","true","true","true","false","input into most or all decisions","input into most or all decisions","input into most or all decisions","input into most or all decisions","input into most or all decisions",,"input into most or all decisions","input into most or all decisions","input into most or all decisions","input into most or all decisions","input into most or all decisions",,"true","no","false","true","false","true","no","true","no","true","true","true","false","true","1",,,"9.0",,"5.0",,"2.0",,"3.0","49.0","2.0",,"1.0","[b] partner/spouse only",,,"[ab] self and partner/spouse",,"[a] self only",,"[a] self only",,"[b] partner/spouse only","[a] self only","[ab] self and partner/spouse",,"[b] partner/spouse only","[b] partner/spouse only",,,"[ab] self and partner/spouse",,"[a] self only",,"[b] partner/spouse only",,,"[ab] self and partner/spouse",,"[a] self only",,"[b] partner/spouse only",,,"[ab] self and partner/spouse",,"[a] self only",,"[ab] self and partner/spouse",,,"[ab] self and partner/spouse",,"[a] self only",,"yes, cash","no","no","yes, in-kind","no","[b] partner/spouse only",,,"[a] self only",,"[ab] self and partner/spouse",,,"[a] self only",,"yes, comfortably","yes, comfortably","yes, comfortably","no","no","no","no","yes","no","no","yes","yes","no","yes",,,,,"true",,,"false","true",,"true","[b] partner/spouse only","[b] partner/spouse only","[ab] self and partner/spouse","[b] partner/spouse only","[a] self only","[b] partner/spouse only","[a] self only","to a high extent","to a high extent","to a high extent","medium extent",,"medium extent",,"less than usual","7","2015-12-12T00:00:00.000","13"
"Zambia","235","2","rural","18.372770919100002","3032","Interim ZOI Survey 2015","data collected by westat","[a] alone","12","1966","48","true","true","yes, currently married",,,"true","true","true","false","false","false","input into most or all decisions","input into most or all decisions","input into some decisions",,,,"input into most or all decisions","input into most or all decisions","input into some decisions",,,,"true","yes","true","true","false","true","no","true","no","true","true","true","false","true","3+","1 to 4","5 to 9","13.0",,"16.0",,"3.0",,"2.0","74.0","2.0",,"4.0","[ab] self and partner/spouse","[abc] self, partner/spouse, and other hh member","[ab] self and partner/spouse","[a] self only",,"[abc] self, partner/spouse, and other hh member",,"[abc] self, partner/spouse, and other hh member",,"[abc] self, partner/spouse, and other hh member","[a] self only","[bc] parter/spouse and other hh member",,"[abc] self, partner/spouse, and other hh member","[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","[a] self only",,"[b] partner/spouse only",,"[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","[a] self only",,"[b] partner/spouse only",,"[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","[a] self only",,"[b] partner/spouse only",,"[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","[a] self only",,"[b] partner/spouse only",,"no","no","no","yes, in-kind","no",,,,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,"yes, comfortably","yes, comfortably","yes, comfortably","yes","yes","no","yes","no","no","no","yes","yes","yes","yes","true","false",,"true",,,,"false","true","true","true","[b] partner/spouse only","[ab] self and partner/spouse","[b] partner/spouse only","[a] self only","[a] self only","[ab] self and partner/spouse","[a] self only","medium extent","medium extent","to a high extent",,,"not at all",,"less than usual","8","2015-12-07T00:00:00.000","56"
"Zambia","236","2","rural","831.373393802","3072","Interim ZOI Survey 2015","data collected by westat","[a] alone","don't know","1932","83","true","true","no, not in a union","yes, formerly married","widowed","true","false","true","false","false","false","input into most or all decisions",,"input into most or all decisions",,,,"input into most or all decisions",,"input into most or all decisions",,,,"true","yes","true","true","false","true","no","false","yes","false","true","true","false","false","2","1 to 4","5 to 9","10.0",,"3.0",,,"1",,"23.0","2.0",,,"[a] self only","[a] self only","[c] other hh member only","[a] self only",,"[ac] self and other hh member",,,"[a] self only",,"[a] self only","[c] other hh member only",,,"[a] self only","[a] self only","[c] other hh member only","[a] self only",,"[ac] self and other hh member",,"[a] self only","[a] self only","[c] other hh member only","[a] self only",,"[ac] self and other hh member",,"[a] self only","[a] self only","[c] other hh member only","[a] self only",,"[ac] self and other hh member",,"[a] self only","[a] self only","[a] self only","[a] self only",,"[a] self only",,"no","no","no","no","no",,,,,,,,,,,"yes, comfortably","yes, comfortably","yes, comfortably","yes","no","no","no","no","no","no","yes","yes","yes","no","false",,,,,,,"false","true","true",,"[a] self only","[a] self only","[z] not applicable","[a] self only","[z] not applicable","[a] self only","[ac] self and other hh member",,,,,,,"to a high extent","less than usual","very satisfied","2015-12-14T00:00:00.000","36"
"Zambia","237","2","rural","263.1209150327","3022","Interim ZOI Survey 2015","data collected by westat","[a] alone","1","1966","49","true","true","yes, currently married",,,"true","true","true","true","false","false","input into some decisions","input into some decisions","input into some decisions","input into most or all decisions",,,"input into most or all decisions","input into most or all decisions","input into most or all decisions","input into most or all decisions",,,"true","yes","true","true","true","true","no","false","no","true","true","true","true","true","3+","10 to 19","10 to 19","13.0","1+","14.0",,,,"6.0","131.0","3.0","1+","3.0","[b] partner/spouse only","[bd] partner/spouse and other non-hh member","[ab] self and partner/spouse","[c] other hh member only","[b] partner/spouse only","[abc] self, partner/spouse, and other hh member",,,,"[ab] self and partner/spouse","[a] self only","[abc] self, partner/spouse, and other hh member","[ab] self and partner/spouse","[abc] self, partner/spouse, and other hh member","[b] partner/spouse only","[bd] partner/spouse and other non-hh member","[ab] self and partner/spouse","[c] other hh member only","[b] partner/spouse only","[ab] self and partner/spouse",,"[b] partner/spouse only","[bd] partner/spouse and other non-hh member","[ab] self and partner/spouse","[c] other hh member only","[b] partner/spouse only","[ab] self and partner/spouse",,"[ab] self and partner/spouse","[bd] partner/spouse and other non-hh member","[ab] self and partner/spouse","[c] other hh member only","[b] partner/spouse only","[ab] self and partner/spouse",,"[b] partner/spouse only","[ab] self and partner/spouse","[ab] self and partner/spouse","[abc] self, partner/spouse, and other hh member","[b] partner/spouse only","[ab] self and partner/spouse",,"no","no","no","no","no",,,,,,,,,,,"yes, comfortably","yes, comfortably","yes, comfortably","yes","yes","yes","no","no","no","no","yes","yes","no","no","false","false","false",,,,,"false","true",,,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[z] not applicable","[ab] self and partner/spouse","[a] self only","to a high extent","to a high extent","to a high extent","to a high extent",,"to a high extent",,"more than usual","very satisfied","2015-11-29T00:00:00.000","12"
"Zambia","243","2","rural","84.8651120256","3042","Interim ZOI Survey 2015","data collected by westat","[a] alone","8","1972","43","true","true","yes, currently married",,,"true","true","true","false","false","false","input into some decisions","input into some decisions","input into some decisions",,,,"input into some decisions","input into some decisions","input into some decisions",,,,"true","yes","false","true","false","true","no","false","yes","false","true","true","false","false","1","1 to 4",,"12.0",,"8.0",,,"2+",,"33.0","1.0",,,"[b] partner/spouse only","[b] partner/spouse only",,"[a] self only",,"[abc] self, partner/spouse, and other hh member",,,"[a] self only",,"[a] self only","[c] other hh member only",,,"[b] partner/spouse only","[z] not applicable",,"[a] self only",,"[abc] self, partner/spouse, and other hh member",,"[b] partner/spouse only","[b] partner/spouse only",,"[a] self only",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,"[z] not applicable",,"[ab] self and partner/spouse",,"[b] partner/spouse only","[ab] self and partner/spouse",,"[b] partner/spouse only",,"[b] partner/spouse only",,"no","no","no","no","no",,,,,,,,,,,"no, not at all comfortable","no, not at all comfortable","no, not at all comfortable","no","yes","no","yes","no","no","yes","yes","yes","no","no",,"true",,"false",,,"no","false","true",,,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[a] self only","not at all","small extent","small extent","not at all","not at all","not at all",,"less than usual","very satisfied","2015-12-03T00:00:00.000","63"
"Zambia","238","2","rural","38.8387605821","3072","Interim ZOI Survey 2015","data collected by westat","[a] alone","10","1966","49","true","true","yes, currently married",,,"true","false","true","false","true","false","input into some decisions",,"input into some decisions",,"input into some decisions",,"input into some decisions",,"input into some decisions",,"input into some decisions",,"true","yes","true","true","false","true","yes","false","yes","true","true","true","true","true","3+","20+","5 to 9","1.0",,"9.0","1+",,"2+","2.0","40.0","2.0","1+","2.0","[b] partner/spouse only","[b] partner/spouse only","[a] self only","[a] self only",,"[ab] self and partner/spouse","[ab] self and partner/spouse",,"[ab] self and partner/spouse","[ab] self and partner/spouse","[a] self only","[ab] self and partner/spouse","[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[a] self only","[a] self only",,"[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[a] self only","[a] self only",,"[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[a] self only","[a] self only",,"[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[a] self only","[a] self only",,"[ab] self and partner/spouse","[b] partner/spouse only","no","no","no","no","yes, cash",,,,,"[b] partner/spouse only",,,,,"[ab] self and partner/spouse","no, not at all comfortable","no, not at all comfortable","no, not at all comfortable","no","yes","yes","yes","yes","yes","no","no","yes","no","no",,"false","false","false","false","false",,,"true",,,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[ab] self and partner/spouse","[b] partner/spouse only","[ab] self and partner/spouse","[a] self only","small extent","small extent","small extent","small extent","small extent","small extent",,"less than usual","very satisfied","2015-12-11T00:00:00.000","34"
"Zambia","318","2","rural","29.8064695597","3032","Interim ZOI Survey 2015","data collected by westat","[a] alone","6","1971","44","true","true","yes, currently married",,,"true","false","true","false","false","false","input into most or all decisions",,"input into most or all decisions",,,,"input into most or all decisions",,"input into most or all decisions",,,,"true","yes","false","true","false","true","no","false","yes","true","true","true","false","true","1","1 to 4",,"35.0",,"7.0",,,"1","5.0","2.0","3.0",,"1.0","[a] self only","[a] self only",,"[a] self only",,"[a] self only",,,"[a] self only","[a] self only","[a] self only","[a] self only",,"[a] self only","[a] self only","[a] self only",,"[a] self only",,"[a] self only",,"[a] self only","[a] self only",,"[a] self only",,"[a] self only",,"[d] other non-hh member only","[a] self only",,"[a] self only",,"[a] self only",,"[a] self only","[a] self only",,"[a] self only",,"[a] self only",,"no","no","no","no","yes, cash",,,,,"[a] self only",,,,,"[a] self only","yes, comfortably","yes, comfortably","no, not at all comfortable","no","yes","yes","yes","no","no","yes","yes","yes","no","no",,"true","true","false",,,"yes","true","true",,,"[a] self only","[a] self only","[a] self only","[a] self only","[a] self only","[a] self only","[a] self only",,,,,,,,"about the same as usual","very satisfied","2015-12-03T00:00:00.000","2"
