"country","survey","cluster","stratum","urbrur","zoi","pbs_id","hh_wt","c01a","c01b","c02","c03","c04","c05","c06_unit","c06_time","c07","c08","c09","c10","c11","c12","age","sex","modgflg","modhflg","modiflg","notmember","agecat","educat","literate","attendschool","achieveprimary","today","idcode"
"Nepal","Interim ZOI Survey 2015","13","11","urban","in zoi","3","1608.4892477617002","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","4","true",,,"false","true","true","true","less than class 1","cannot read or write","4","female","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","0 to 4","no education","false","true","false","2015-09-15T00:00:00.000","6"
"Nepal","Interim ZOI Survey 2015","13","11","urban","in zoi","3","1608.4892477617002","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","mother/father","62","true",,,"false","false","false",,,"can sign (write) only","62","female","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","60 to 64","no education","false","false","false","2015-09-15T00:00:00.000","7"
"Nepal","Interim ZOI Survey 2015","12","32","rural","in zoi","4","1826.0582237861","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","45","true",,,"false","false","true","false","class 10","can read and write","45","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","45 to 49","completed secondary or more","true","false","true","2015-09-05T00:00:00.000","1"
"Nepal","Interim ZOI Survey 2015","12","32","rural","in zoi","4","1826.0582237861","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","44","true",,,"true","false","true","false","class 10","can read and write","44","female","individual has module g record","individual has module h record","ineligible for module i (age >= 3)","member of household","40 to 44","completed secondary or more","true","false","true","2015-09-05T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","12","32","rural","in zoi","4","1826.0582237861","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","24","true",,,"false","false","true","true","university or above","can read and write","24","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","20 to 24","completed secondary or more","true","true","true","2015-09-05T00:00:00.000","3"
"Nepal","Interim ZOI Survey 2015","12","32","rural","in zoi","4","1826.0582237861","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","16","true",,,"false","false","true","true","class 10","can read and write","16","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","15 to 19","completed secondary or more","true","true","true","2015-09-05T00:00:00.000","5"
"Nepal","Interim ZOI Survey 2015","12","32","rural","in zoi","4","1826.0582237861","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","mother/father","66","true",,,"false","false","false",,,"can read and write","66","female","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","65 to 69","no education","true","false","false","2015-09-05T00:00:00.000","6"
"Nepal","Interim ZOI Survey 2015","44","21","urban","in zoi","5","850.934533351","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","32","true",,,"true","false","true","false","less than class 1","can sign (write) only","32","female","individual has module g record","individual has module h record","ineligible for module i (age >= 3)","member of household","30 to 34","no education","false","false","false","2015-08-12T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","44","21","urban","in zoi","5","850.934533351","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","17","true",,,"false","false","true","false","class 8","can read and write","17","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","15 to 19","completed primary","true","false","true","2015-08-12T00:00:00.000","3"
"Nepal","Interim ZOI Survey 2015","44","21","urban","in zoi","5","850.934533351","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","12","true",,,"false","false","true","false","class 5","can read and write","12","female","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","10 to 14","completed primary","true","false","true","2015-08-12T00:00:00.000","4"
"Nepal","Interim ZOI Survey 2015","44","21","urban","in zoi","5","850.934533351","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","11","true",,,"false","false","true","true","class 7","can read and write","11","female","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","10 to 14","completed primary","true","true","true","2015-08-12T00:00:00.000","5"
"Nepal","Interim ZOI Survey 2015","44","21","urban","in zoi","5","850.934533351","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","10","true",,,"false","false","true","true","class 4","can read and write","10","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","10 to 14","less than primary","true","true","false","2015-08-12T00:00:00.000","6"
"Nepal","Interim ZOI Survey 2015","5","22","rural","in zoi","6","1871.9618303570999","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","20","false","days","1.0","false","false","true","true","class 10","can read and write","20","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","20 to 24","completed secondary or more","true","true","true","2015-08-30T00:00:00.000","1"
"Nepal","Interim ZOI Survey 2015","5","22","rural","in zoi","6","1871.9618303570999","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","mother/father","49","true",,,"true","false","false",,,"can sign (write) only","49","female","individual has module g record","individual has module h record","ineligible for module i (age >= 3)","member of household","45 to 49","no education","false","false","false","2015-08-30T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","5","22","rural","in zoi","6","1871.9618303570999","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","brother/sister","26","false","weeks","2.0","false","false","true","false","class 5","can read and write","26","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","25 to 29","completed primary","true","false","true","2015-08-30T00:00:00.000","3"
"Nepal","Interim ZOI Survey 2015","5","22","rural","in zoi","6","1871.9618303570999","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","other relative","26","true",,,"true","false","true","false","class 5","can read and write","26","female","ineligible for module g","individual has module h record","ineligible for module i (age >= 3)","member of household","25 to 29","completed primary","true","false","true","2015-08-30T00:00:00.000","4"
"Nepal","Interim ZOI Survey 2015","43","42","rural","in zoi","7","1588.5477443609","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","28","true",,,"false","false","true","false","class 2","can read and write","28","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","25 to 29","less than primary","true","false","false","2015-09-11T00:00:00.000","1"
"Nepal","Interim ZOI Survey 2015","43","42","rural","in zoi","7","1588.5477443609","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","mother/father","59","true",,,"false","false","false",,,"cannot read or write","59","female","individual has module g record","ineligible for module h","ineligible for module i (age >= 3)","member of household","55 to 59","no education","false","false","false","2015-09-11T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","43","42","rural","in zoi","7","1588.5477443609","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","21","false","days","5.0","true","false","true","false","class 3","can read and write","21","female","ineligible for module g","individual is missing module h record","ineligible for module i (age >= 3)","member of household","20 to 24","less than primary","true","false","false","2015-09-11T00:00:00.000","3"
"Nepal","Interim ZOI Survey 2015","43","42","rural","in zoi","7","1588.5477443609","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","0","false","days","5.0","false","true",,,,,"0","male","ineligible for module g","ineligible for module h","child (aged 0-1) is missing module i record","member of household","0 to 4",,,,,"2015-09-11T00:00:00.000","4"
"Nepal","Interim ZOI Survey 2015","26","42","rural","in zoi","9","1896.1914522058999","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","57","true",,,"false","false","true","false","class 3","can read and write","57","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","55 to 59","less than primary","true","false","false","2015-09-18T00:00:00.000","1"
"Nepal","Interim ZOI Survey 2015","26","42","rural","in zoi","9","1896.1914522058999","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","53","true",,,"false","false","false",,,"cannot read or write","53","female","individual has module g record","ineligible for module h","ineligible for module i (age >= 3)","member of household","50 to 54","no education","false","false","false","2015-09-18T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","26","42","rural","in zoi","9","1896.1914522058999","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","grandson/granddaughter","14","true",,,"false","false","true","true","class 7","can read and write","14","female","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","10 to 14","completed primary","true","true","true","2015-09-18T00:00:00.000","4"
"Nepal","Interim ZOI Survey 2015","31","42","rural","in zoi","10","1935.1634948097","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","32","true",,,"false","false","true","false","class 9","can read and write","32","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","30 to 34","completed primary","true","false","true","2015-09-07T00:00:00.000","1"
"Nepal","Interim ZOI Survey 2015","31","42","rural","in zoi","10","1935.1634948097","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","28","true",,,"true","false","true","false","class 4","can read and write","28","female","individual has module g record","individual has module h record","ineligible for module i (age >= 3)","member of household","25 to 29","less than primary","true","false","false","2015-09-07T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","31","42","rural","in zoi","10","1935.1634948097","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","8","true",,,"false","false","true","true","class 1","can read and write","8","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","5 to 9","less than primary","true","true","false","2015-09-07T00:00:00.000","3"
"Nepal","Interim ZOI Survey 2015","31","42","rural","in zoi","10","1935.1634948097","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","3","true",,,"false","true","true","true","less than class 1","can read only","3","female","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","0 to 4","no education","false","true","false","2015-09-07T00:00:00.000","4"
"Nepal","Interim ZOI Survey 2015","22","22","rural","in zoi","11","1710.5105769231","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","34","false","months","2.0","false","false","true","false","class 8","can read and write","34","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","30 to 34","completed primary","true","false","true","2015-08-21T00:00:00.000","1"
"Nepal","Interim ZOI Survey 2015","22","22","rural","in zoi","11","1710.5105769231","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","34","true",,,"true","false","false",,,"can sign (write) only","34","female","individual has module g record","individual has module h record","ineligible for module i (age >= 3)","member of household","30 to 34","no education","false","false","false","2015-08-21T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","22","22","rural","in zoi","11","1710.5105769231","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","11","true",,,"false","false","true","true","class 6","can read and write","11","female","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","10 to 14","completed primary","true","true","true","2015-08-21T00:00:00.000","4"
"Nepal","Interim ZOI Survey 2015","22","22","rural","in zoi","11","1710.5105769231","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","8","true",,,"false","false","true","true","class 3","can read and write","8","female","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","5 to 9","less than primary","true","true","false","2015-08-21T00:00:00.000","5"
"Nepal","Interim ZOI Survey 2015","22","22","rural","in zoi","11","1710.5105769231","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","1","true",,,"false","true",,,,,"1","male","ineligible for module g","ineligible for module h","individual has module i record","member of household","0 to 4",,,,,"2015-08-21T00:00:00.000","6"
"Nepal","Interim ZOI Survey 2015","8","12","rural","in zoi","12","2389.1001182432","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","51","true",,,"false","false","true","false","class 9","can read and write","51","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","50 to 54","completed primary","true","false","true","2015-09-20T00:00:00.000","1"
"Nepal","Interim ZOI Survey 2015","8","12","rural","in zoi","12","2389.1001182432","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","47","true",,,"true","false","true","false","adult literacy only (no formal education)","can sign (write) only","47","female","individual has module g record","individual has module h record","ineligible for module i (age >= 3)","member of household","45 to 49","no education","false","false","false","2015-09-20T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","8","12","rural","in zoi","12","2389.1001182432","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","22","true",,,"false","false","true","true","class 12","can read and write","22","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","20 to 24","completed secondary or more","true","true","true","2015-09-20T00:00:00.000","3"
"Nepal","Interim ZOI Survey 2015","8","12","rural","in zoi","12","2389.1001182432","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","20","true",,,"false","false","true","true","class 10","can read and write","20","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","20 to 24","completed secondary or more","true","true","true","2015-09-20T00:00:00.000","4"
"Nepal","Interim ZOI Survey 2015","8","12","rural","in zoi","12","2389.1001182432","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","mother/father","77","true",,,"false","false","false",,,"cannot read or write","77","female","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","75 to 79","no education","false","false","false","2015-09-20T00:00:00.000","5"
"Nepal","Interim ZOI Survey 2015","43","42","rural","in zoi","14","1588.5477443609","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","57","true",,,"false","false","false",,,"can sign (write) only","57","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","55 to 59","no education","false","false","false","2015-09-12T00:00:00.000","1"
"Nepal","Interim ZOI Survey 2015","43","42","rural","in zoi","14","1588.5477443609","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","19","true",,,"true","false","true","false","class 3","can sign (write) only","19","female","individual has module g record","individual has module h record","ineligible for module i (age >= 3)","member of household","15 to 19","less than primary","false","false","false","2015-09-12T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","43","42","rural","in zoi","14","1588.5477443609","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","14","true",,,"false","false","true","false","class 3","can read and write","14","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","10 to 14","less than primary","true","false","false","2015-09-12T00:00:00.000","3"
"Nepal","Interim ZOI Survey 2015","36","22","rural","in zoi","15","2088.3614583332997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","18","true",,,"true","false","true","false","class 9","can read and write","18","female","individual has module g record","individual has module h record","ineligible for module i (age >= 3)","member of household","15 to 19","completed primary","true","false","true","2015-09-08T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","36","22","rural","in zoi","15","2088.3614583332997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","2","true",,,"false","true",,,,,"2","male","ineligible for module g","ineligible for module h","individual has module i record","member of household","0 to 4",,,,,"2015-09-08T00:00:00.000","3"
"Nepal","Interim ZOI Survey 2015","36","22","rural","in zoi","15","2088.3614583332997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","mother/father","68","true",,,"false","false","false",,,"cannot read or write","68","female","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","65 to 69","no education","false","false","false","2015-09-08T00:00:00.000","4"
"Nepal","Interim ZOI Survey 2015","10","21","urban","in zoi","16","773.5983504042","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","34","true",,,"false","false","true","false","class 10","can read and write","34","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","30 to 34","completed secondary or more","true","false","true","2015-09-18T00:00:00.000","1"
"Nepal","Interim ZOI Survey 2015","10","21","urban","in zoi","16","773.5983504042","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","34","true",,,"true","false","true","false","class 9","can read and write","34","female","individual has module g record","individual has module h record","ineligible for module i (age >= 3)","member of household","30 to 34","completed primary","true","false","true","2015-09-18T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","10","21","urban","in zoi","16","773.5983504042","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","4","true",,,"false","true","true","true","less than class 1","can read and write","4","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","0 to 4","no education","true","true","false","2015-09-18T00:00:00.000","3"
"Nepal","Interim ZOI Survey 2015","36","22","rural","in zoi","17","2088.3614583332997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","58","false","days","1.0","false","false","false",,,"can sign (write) only","58","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","55 to 59","no education","false","false","false","2015-09-09T00:00:00.000","1"
"Nepal","Interim ZOI Survey 2015","36","22","rural","in zoi","17","2088.3614583332997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter-in-law","31","true",,,"true","false","true","false","less than class 1","can sign (write) only","31","female","individual has module g record","individual has module h record","ineligible for module i (age >= 3)","member of household","30 to 34","no education","false","false","false","2015-09-09T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","36","22","rural","in zoi","17","2088.3614583332997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","grandson/granddaughter","14","true",,,"false","false","true","true","class 9","can read and write","14","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","10 to 14","completed primary","true","true","true","2015-09-09T00:00:00.000","3"
"Nepal","Interim ZOI Survey 2015","36","22","rural","in zoi","17","2088.3614583332997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","grandson/granddaughter","10","true",,,"false","false","true","true","class 4","can read and write","10","female","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","10 to 14","less than primary","true","true","false","2015-09-09T00:00:00.000","4"
"Nepal","Interim ZOI Survey 2015","36","22","rural","in zoi","17","2088.3614583332997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","grandson/granddaughter","7","true",,,"false","false","true","true","class 2","can read and write","7","female","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","5 to 9","less than primary","true","true","false","2015-09-09T00:00:00.000","5"
"Nepal","Interim ZOI Survey 2015","36","22","rural","in zoi","17","2088.3614583332997","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","grandson/granddaughter","5","true",,,"false","true","true","true","less than class 1","can read and write","5","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","5 to 9","no education","true","true","false","2015-09-09T00:00:00.000","6"
"Nepal","Interim ZOI Survey 2015","22","22","rural","in zoi","18","1710.5105769231","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","47","true",,,"false","false","true","false","class 5","can read and write","47","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","45 to 49","completed primary","true","false","true","2015-08-17T00:00:00.000","1"
"Nepal","Interim ZOI Survey 2015","22","22","rural","in zoi","18","1710.5105769231","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","44","true",,,"true","false","false",,,"can sign (write) only","44","female","individual has module g record","individual has module h record","ineligible for module i (age >= 3)","member of household","40 to 44","no education","false","false","false","2015-08-17T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","22","22","rural","in zoi","18","1710.5105769231","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","21","false","days","1.0","false","false","true","false","class 9","can read and write","21","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","20 to 24","completed primary","true","false","true","2015-08-17T00:00:00.000","4"
"Nepal","Interim ZOI Survey 2015","22","22","rural","in zoi","18","1710.5105769231","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","19","true",,,"true","false","true","true","class 9","can read and write","19","female","ineligible for module g","individual has module h record","ineligible for module i (age >= 3)","member of household","15 to 19","completed primary","true","true","true","2015-08-17T00:00:00.000","5"
"Nepal","Interim ZOI Survey 2015","22","22","rural","in zoi","18","1710.5105769231","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","17","false","months","1.0","false","false","true","true","class 9","can read and write","17","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","15 to 19","completed primary","true","true","true","2015-08-17T00:00:00.000","6"
"Nepal","Interim ZOI Survey 2015","15","12","rural","in zoi","19","1763.9846988606","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","self","36","false","months","1.0","false","false","true","false","class 5","can read and write","36","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","35 to 39","completed primary","true","false","true","2015-09-02T00:00:00.000","1"
"Nepal","Interim ZOI Survey 2015","15","12","rural","in zoi","19","1763.9846988606","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","spouse/partner","31","true",,,"true","false","true","false","adult literacy only (no formal education)","can sign (write) only","31","female","individual has module g record","individual has module h record","ineligible for module i (age >= 3)","member of household","30 to 34","no education","false","false","false","2015-09-02T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","15","12","rural","in zoi","19","1763.9846988606","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","13","true",,,"false","false","true","true","class 5","can read and write","13","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","10 to 14","completed primary","true","true","true","2015-09-02T00:00:00.000","3"
"Nepal","Interim ZOI Survey 2015","15","12","rural","in zoi","19","1763.9846988606","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","male","son/daughter","8","true",,,"false","false","true","true","class 1","can read and write","8","male","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","5 to 9","less than primary","true","true","false","2015-09-02T00:00:00.000","4"
"Nepal","Interim ZOI Survey 2015","15","12","rural","in zoi","19","1763.9846988606","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","5","true",,,"false","true","true","true","less than class 1","cannot read or write","5","female","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","5 to 9","no education","false","true","false","2015-09-02T00:00:00.000","5"
"Nepal","Interim ZOI Survey 2015","15","12","rural","in zoi","19","1763.9846988606","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","female","son/daughter","3","true",,,"false","true","false",,,"cannot read or write","3","female","ineligible for module g","ineligible for module h","ineligible for module i (age >= 3)","member of household","0 to 4","no education","false","false","false","2015-09-02T00:00:00.000","6"
"Nepal","Interim ZOI Survey 2015","40","22","rural","in zoi","20","1922.1865035478","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","self","64","true",,,"false","false","false",,,"cannot read or write","64","female","individual has module g record","ineligible for module h","ineligible for module i (age >= 3)","member of household","60 to 64","no education","false","false","false","2015-08-27T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","11","32","rural","in zoi","21","1457.7845524297","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","self","56","true",,,"false","false","false",,,"cannot read or write","56","female","individual has module g record","ineligible for module h","ineligible for module i (age >= 3)","member of household","55 to 59","no education","false","false","false","2015-09-22T00:00:00.000","2"
"Nepal","Interim ZOI Survey 2015","32","31","urban","in zoi","22","944.4286362577001","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","self","41","true",,,"true","false","false",,,"can read and write","41","female","individual has module g record","individual has module h record","ineligible for module i (age >= 3)","member of household","40 to 44","no education","true","false","false","2015-09-18T00:00:00.000","2"
