"country","pbs_id","urbrur","weai_wt","stratum","survey","zoi","g104","g106","g107","g108","g109","g110","g111","g201_a","g201_b","g201_c","g201_d","g201_e","g201_f","g202_a","g202_b","g202_c","g202_d","g202_e","g202_f","g203_a","g203_b","g203_c","g203_d","g203_e","g203_f","g301a_a","g301a_b","g301a_c","g301a_d","g301a_e","g301a_f","g301a_g","g301a_h","g301a_i","g301a_j","g301a_k","g301a_l","g301a_m","g301a_n","g301b_a","g301b_b","g301b_c","g301b_d","g301b_e","g301b_f","g301b_g","g301b_h","g301b_i","g301b_j","g301b_k","g301b_l","g301b_m","g301b_n","g302_a","g302_b","g302_c","g302_d","g302_e","g302_f","g302_g","g302_h","g302_i","g302_j","g302_k","g302_l","g302_m","g302_n","g303_a","g303_b","g303_c","g303_d","g303_e","g303_f","g303_g","g304_a","g304_b","g304_c","g304_d","g304_e","g304_f","g304_g","g305_a","g305_b","g305_c","g305_d","g305_e","g305_f","g305_g","g306_a","g306_b","g306_c","g306_d","g306_e","g306_f","g306_g","g307_a","g307_b","g307_c","g307_d","g307_e","g308_a","g308_b","g308_c","g308_d","g308_e","g309_a","g309_b","g309_c","g309_d","g309_e","g401","g402","g403","g404_a","g404_b","g404_c","g404_d","g404_e","g404_f","g404_g","g404_h","g404_i","g404_j","g404_k","g405_a","g405_b","g405_c","g405_d","g405_e","g405_f","g405_g","g405_h","g405_i","g405_j","g405_k","g501_a","g501_b","g501_c","g501_d","g501_e","g501_f","g501_g","g502_a","g502_b","g502_c","g502_d","g502_e","g502_f","g502_g","g601b","g602","today","cluster","idcode"
"Mozambique","13","rural","684.2845751634","32","Interim ZOI Survey 2015","data collected by westat","[a] alone","42","true","true","NA","Formerly married or lived with a man","widowed","true","true","true","false","false","false","input into most or all decisions","input into most or all decisions","input into most or all decisions",".",,,"input into most or all decisions","input into most or all decisions","input into most or all decisions",".",,,"true","false","false","true","false","false","false","false","false","false","false","false","false","false","2",,".","7",,,,,".",,,,,,"[a] self only",,".","[a] self only",,".",,,".",,".",".",".",".","[a] self only",,".","[a] self only",,".",,"[a] self only",,".","[a] self only",,".",,"[z] not applicable",,".","[a] self only",,".",,"[a] self only",,".","[a] self only",,".",,"no","no","no","no","no",".",,,".",".",".",".",".",".",".","not applicable","not applicable","refused","no","no","no","no","no","yes","no","true","true","no","no",".",".",".",".",".","no",".","no","no",,,"[a] self only","[a] self only","[a] self only","[z] not applicable","[z] not applicable","[z] not applicable","[a] self only",".",".",".",".",".",".",".","more than usual","neutral, neither satisfied nor dissatisfied","2015-09-27T00:00:00.000","41","2"
"Mozambique","14","rural","800.7726480836","42","Interim ZOI Survey 2015","data collected by westat","[a] alone","28","true","true","Currently married or living with a man","NA","NA","false","false","false","false","false","false",".",".",".",".",,,".",".",".",".",,,"false","false","false","false","false","true","false","true","false","false","false","false","false","false",,,".",,,"3",,"1",".",,,,,,".",,".",".",,"[ab] self and partner/spouse",,,".",,".",".",".",".",".",,".",".",,"[z] not applicable",,".",,".",".",,"[z] not applicable",,".",,".",".",,"[z] not applicable",,".",,".",".",,"[ab] self and partner/spouse",,"no","no","no","no","no",".",,,".",".",".",".",".",".",".","not applicable","not applicable","not applicable","no","no","no","no","no","no","no","true","true","no","no",".",".",".",".",".",".",".","no","yes",,,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[z] not applicable","[z] not applicable","[z] not applicable","[ab] self and partner/spouse","medium extent","medium extent","medium extent",".",".",".","medium extent","about the same as usual","9","2015-09-23T00:00:00.000","21","2"
"Mozambique","15","rural","777.3171210958","42","Interim ZOI Survey 2015","data collected by westat","[a] alone","36","true","true","Currently married or living with a man","NA","NA","true","false","true","false","false","false","input into most or all decisions",".","input into most or all decisions",".",,,"input into most or all decisions",".","input into most or all decisions",".",,,"true","false","false","false","false","false","false","false","false","false","false","false","false","false","2",,".",,,,,,".",,,,,,"[ab] self and partner/spouse",,".",".",,".",,,".",,".",".",".",".","[b] partner/spouse only",,".",".",,".",,"[z] not applicable",,".",".",,".",,"[z] not applicable",,".",".",,".",,"[z] not applicable",,".",".",,".",,"yes, cash and in-kind","no","no","no","no",".",,,".",".",".",".",".",".",".","no, not at all comfortable","no, not at all comfortable","no, not at all comfortable","yes","no","yes","no","no","no","no","true","true","no","no","no",".","no",".",".",".",".","no","no",,,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[z] not applicable","[z] not applicable","[z] not applicable","[ab] self and partner/spouse","medium extent","medium extent","medium extent",".",".",".","medium extent","more than usual","4","2015-10-23T00:00:00.000","9","2"
"Mozambique","16","rural","1081.9357544079","32","Interim ZOI Survey 2015","data collected by westat","[d] children present","24","true","true","Currently married or living with a man","NA","NA","true","false","false","true","false","false","input into some decisions",".",".","input into some decisions",,,"input into some decisions",".",".","input into some decisions",,,"true","false","false","true","false","true","false","false","false","false","true","true","false","true","1",,".","7",,"3",,,".",,"1","1",,"1","[ab] self and partner/spouse",,".","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,,".",,"[ab] self and partner/spouse","[b] partner/spouse only",".","[b] partner/spouse only","[z] not applicable",,".","[ab] self and partner/spouse",,"[z] not applicable",,"[z] not applicable",,".","[ab] self and partner/spouse",,"[z] not applicable",,"[z] not applicable",,".","[z] not applicable",,"[z] not applicable",,"[ab] self and partner/spouse",,".","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"no","no","no","no","no",".",,,".",".",".",".",".",".",".","no, not at all comfortable","no, not at all comfortable","no, not at all comfortable","no","don't know","don't know","no","no","don't know","don't know","true","true","no","no",".",".",".",".",".",".",".","no","yes",,,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[z] not applicable","[z] not applicable","[z] not applicable","[ab] self and partner/spouse","small extent","small extent","small extent",".",".",".","small extent","about the same as usual","neutral, neither satisfied nor dissatisfied","2015-10-15T00:00:00.000","26","2"
"Mozambique","17","urban","4058.1552631579","61","Interim ZOI Survey 2015","data collected by westat","[a] alone","30","true","true","Currently married or living with a man","NA","NA","true","false","false","false","true","false","input into some decisions",".",".",".",,,"input into some decisions",".",".",".",,,"true","false","false","false","false","true","false","false","false","false","true","true","false","false","1",,".",,,"3",,,".",,"2","2",,,"[ab] self and partner/spouse",,".",".",,"[ab] self and partner/spouse",,,".",,"[ab] self and partner/spouse","[ab] self and partner/spouse",".",".","[ab] self and partner/spouse",,".",".",,"[ab] self and partner/spouse",,"[ab] self and partner/spouse",,".",".",,"[z] not applicable",,"[z] not applicable",,".",".",,"[z] not applicable",,"[ab] self and partner/spouse",,".",".",,"[ab] self and partner/spouse",,"no","yes, cash","no","no","no",".",,,".",".",".","[ab] self and partner/spouse",".",".",".","yes, comfortably","yes, comfortably","yes, comfortably","no","yes","yes","no","no","no","no","true","true","no","no",".","no","no",".",".",".",".","no","no",,,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[z] not applicable","[z] not applicable","[z] not applicable","[a] self only","small extent","small extent","small extent",".",".",".",".","more than usual","6","2015-10-19T00:00:00.000","23","2"
"Mozambique","20","rural","848.2248792911","32","Interim ZOI Survey 2015","data collected by westat","[a] alone","28","false","true","Currently married or living with a man","NA","NA","true","false","true","false","false","false","input into some decisions",".","input into some decisions",".",,,"input into some decisions",".","input into some decisions",".",,,"true","false",,"true","false","true","false","false","false","false","false","false","false",,"3",,".","6",,"2",,,".",,,,,,"[ab] self and partner/spouse",,".","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,,".",,".",".",".",".","[ab] self and partner/spouse",,".","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"[ab] self and partner/spouse",,".","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"[ab] self and partner/spouse",,".","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"[ab] self and partner/spouse",,".","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"no","don't know","no","no","no",".",,,".",".",".",".",".",".",".","no, not at all comfortable","no, not at all comfortable","no, not at all comfortable","no","no","no","no","no","no","no",,"false","no","no",".",".",".",".",".",".",".",".",".",,,"[a] self only","[a] self only","[z] not applicable","[z] not applicable","[z] not applicable","[a] self only","[a] self only",".",".",".",".",".",".",".","more than usual","8","2015-10-03T00:00:00.000","6","2"
"Mozambique","21","rural","777.3171210958","42","Interim ZOI Survey 2015","data collected by westat","[a] alone","63","true","true","NA","Formerly married or lived with a man","widowed","true","false","true","false","false","false","input into some decisions",".","input into some decisions",".",,,"input into some decisions",".","input into some decisions",".",,,"true","false","false","false","false","false","false","false","true","false","false","false","false","false","2",,".",,,,,,"1",,,,,,"[a] self only",,".",".",,".",,,"[a] self only",,".",".",".",".","[a] self only",,".",".",,".",,"[a] self only",,".",".",,".",,"[a] self only",,".",".",,".",,"[a] self only",,".",".",,".",,"no","no","no","no","no",".",,,".",".",".",".",".",".",".","no, not at all comfortable","no, not at all comfortable","no, not at all comfortable","yes","no","no","no","no","no","no","true","false","no","no","no",".",".",".",".",".",".","no",".",,,"[z] not applicable","[a] self only","[a] self only","[z] not applicable","[z] not applicable","[z] not applicable","[a] self only",".",".",".",".",".",".",".","about the same as usual","neutral, neither satisfied nor dissatisfied","2015-10-22T00:00:00.000","9","2"
"Mozambique","22","rural","800.7726480836","42","Interim ZOI Survey 2015","data collected by westat","[a] alone","36","true","true","NA","Formerly married or lived with a man","divorced","true","true","false","false","false","false","input into some decisions","input into some decisions",".",".",,,"input into some decisions","input into some decisions",".",".",,,"true","false","false","false","false","false","false","false","false","false","true","true","false","false","2",,".",,,,,,".",,"1","1",,,"[a] self only",,".",".",,".",,,".",,"[a] self only","[a] self only",".",".","[a] self only",,".",".",,".",,"[a] self only",,".",".",,".",,"[a] self only",,".",".",,".",,"[a] self only",,".",".",,".",,"no","no","no","no","no",".",,,".",".",".",".",".",".",".","yes, comfortably","yes, comfortably","yes, comfortably","no","yes","no","no","no","yes","no","true","true","no","no",".","yes",".",".",".","yes",".","yes","yes",,,"[a] self only","[a] self only","[a] self only","[a] self only","[a] self only","[a] self only","[a] self only",".",".",".",".",".",".",".","about the same as usual","6","2015-09-22T00:00:00.000","21","2"
"Mozambique","23","rural","1292.9493670886","42","Interim ZOI Survey 2015","data collected by westat","[a] alone","19","true","true","Currently married or living with a man","NA","NA","true","false","false","false","false","false","input into some decisions",".",".",".",,,"input into most or all decisions",".",".",".",,,"true","false","false","true","false","true","false","false","true","false","false","false","false","true","2",,".","2",,"3",,,"1",,,,,"1","[ab] self and partner/spouse",,".","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,,"[ab] self and partner/spouse",,".",".",".","[b] partner/spouse only","[ab] self and partner/spouse",,".","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"[ab] self and partner/spouse",,".","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"[ab] self and partner/spouse",,".","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"[ab] self and partner/spouse",,".","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"no","no","no","no","no",".",,,".",".",".",".",".",".",".","yes, but with difficulty","no, not at all comfortable","no, not at all comfortable","don't know","yes","don't know","don't know","no","don't know","no","true","true","don't know","don't know",".","no",".",".",".",".",".","no","yes",,,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[z] not applicable","[z] not applicable","[z] not applicable","[ab] self and partner/spouse","medium extent","medium extent","medium extent",".",".",".","small extent","about the same as usual","neutral, neither satisfied nor dissatisfied","2015-10-21T00:00:00.000","2","2"
"Mozambique","24","rural","2718.7955443309","52","Interim ZOI Survey 2015","data collected by westat","[a] alone","19","true","true","Currently married or living with a man","NA","NA","true","false","false","false","false","false","input into some decisions",".",".",".",,,"input into some decisions",".",".",".",,,"true","false","false","false","false","true","false","true","true","false","true","true","false","true","1",,".",,,"4",,"1","1",,"8","1",,"1","[ab] self and partner/spouse",,".",".",,"[ab] self and partner/spouse",,,"[ab] self and partner/spouse",,"[b] partner/spouse only","[b] partner/spouse only",".","[b] partner/spouse only","[ab] self and partner/spouse",,".",".",,"[ab] self and partner/spouse",,"[z] not applicable",,".",".",,"[z] not applicable",,"[z] not applicable",,".",".",,"[z] not applicable",,"[ab] self and partner/spouse",,".",".",,"[ab] self and partner/spouse",,"no","no","no","no","no",".",,,".",".",".",".",".",".",".","no, not at all comfortable","no, not at all comfortable","no, not at all comfortable","no","no","no","no","yes","no","no","true","true","no","no",".",".",".",".","no",".",".","yes","no",,,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[z] not applicable","[z] not applicable","[z] not applicable","[ab] self and partner/spouse","medium extent","small extent","medium extent",".",".",".","medium extent","about the same as usual","neutral, neither satisfied nor dissatisfied","2015-10-05T00:00:00.000","29","2"
"Mozambique","25","rural","942.7571644042","32","Interim ZOI Survey 2015","data collected by westat","[a] alone","21","true","true","Currently married or living with a man","NA","NA","true","true","false","true","false","false","input into most or all decisions","input into most or all decisions",".","input into some decisions",,,"input into some decisions","input into most or all decisions",".","input into some decisions",,,"true","false","false","false","false","true","false","false","false","false","true","true","false","true","2",,".",,,"3",,,".",,"1","1",,"2","[ab] self and partner/spouse",,".",".",,"[ab] self and partner/spouse",,,".",,"[b] partner/spouse only","[b] partner/spouse only",".","[b] partner/spouse only","[z] not applicable",,".",".",,"[z] not applicable",,"[z] not applicable",,".",".",,"[z] not applicable",,"[z] not applicable",,".",".",,"[z] not applicable",,"[z] not applicable",,".",".",,"[ab] self and partner/spouse",,"no","no","no","no","no",".",,,".",".",".",".",".",".",".","yes, comfortably","not applicable","yes, comfortably","no","no","no","no","no","no","no","true","true","no","no",".",".",".",".",".",".",".","no","yes",,,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[z] not applicable","[ab] self and partner/spouse","[z] not applicable","[ab] self and partner/spouse","medium extent","medium extent","small extent",".","medium extent",".","to a high extent","about the same as usual","9","2015-10-10T00:00:00.000","7","2"
"Mozambique","26","rural","684.2845751634","32","Interim ZOI Survey 2015","data collected by westat","[a] alone","51","true","true","Currently married or living with a man","NA","NA","true","true","true","false","false","false","input into some decisions","input into some decisions","input into some decisions",".",,,"input into some decisions","input into some decisions","input into some decisions",".",,,"true","false","true","true","false","false","false","false","false","false","true","true","true","false","3",,"5 to 9","2",,,,,".",,"1","2",,,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,".",,,".",,"[b] partner/spouse only","[ab] self and partner/spouse","[ab] self and partner/spouse",".","[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,".",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,".",,"[z] not applicable",,"[z] not applicable","[z] not applicable",,".",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,".",,"no","no","no","no","no",".",,,".",".",".",".",".",".",".","not applicable","not applicable","not applicable","no","no","no","no","no","no","no","true","true","no","no",".",".",".",".",".",".",".","no","no",,,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[z] not applicable","[z] not applicable","[z] not applicable","[z] not applicable","medium extent","small extent","small extent",".",".",".",".","about the same as usual","8","2015-09-26T00:00:00.000","41","2"
