"stratum","urbrur","pbs_id","hh_wt","crop","cultivate","idcode","jrslt","age","sex","purpose","numvariety","croprotation","slashplant","burnplant","herbplant","zerotillage","handtillage","animaltraction","tractor","plowsystem","rowplant","random","intercropping","terracing","mulching","trenching","contouring","waterbyhand","canals","permhose","pump","selfrelseed","agroseed","nonagroseed","aidseed","opvseed","hybridseed","localnursery","ownnursery","friendseedling","organicfert","inorganicfert","foliarfeed","fertilizer","fertplanting","fertmidcrop","pesticide","weedhoe","herbicide","trainfert","trainpest","trainherb","harvhand","harvmachine","dryground","drydung","drystraw","dryplant","drytarp","dryyard","dryrack","drysolar","drymech","shellhand","shellstick","sheller","bag1layer","bag23layer","baghermetic","house","homeunit","crib","granary","stores","warehouse","silo","impgenetics","impculture","imppestman","impsoil","impirrigate","impwater","imppostharvest","implandprep","impextservices","impherbicide","impharvest","numimptech","anyimptech","today","cluster"
"32","rural","6","4338.3463157895","coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-10T00:00:00.000","6"
"32","rural","6","4338.3463157895","beans","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-10T00:00:00.000","6"
"32","rural","6","4338.3463157895","maize","true","2.0","complete","70","female","grown for food only",,"false","false","false","false","false","true","false","false","true","true","false","true","false","true","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false",,,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","2.0","uses improved tech.","2015-03-10T00:00:00.000","6"
"22","rural","19",,"beans","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-09T00:00:00.000","24"
"22","rural","19",,"coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-09T00:00:00.000","24"
"22","rural","7","2982.2785672515","beans","true","2.0","complete","57","female","grown for food only","1.0","false","false","false","false","false","true","false","false","true","false","true","false","false","false","false",,"false","false","false","false","false","false","true","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false",,"true","false","false","false","false","false","false","true","false","false","false","false","true",,"false","false","false","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","1.0","uses improved tech.","2015-03-12T00:00:00.000","23"
"22","rural","7","2982.2785672515","coffee","true","2.0","complete","57","female","grown for market only",,,,,,,,,,,,,"true",,"true",,"false",,,,,,,,,,,"false","false","false","false","false","false","false",,,"false","true","false","false","false","false",,,"false","false",,"false","false","false","false","false","false",,,,"false","false","false","false","false",,,"false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.",,"does not use improved tech.","does not use improved tech.",,"does not use improved tech.","does not use improved tech.",,"2.0","uses improved tech.","2015-03-12T00:00:00.000","23"
"42","rural","23","4362.8715552094","coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-21T00:00:00.000","22"
"22","rural","7","2982.2785672515","maize","true","2.0","complete","57","female","grown for food only",,"false","false","false","false","false","true","false","false","true","true","false","false","false","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","1.0","uses improved tech.","2015-03-12T00:00:00.000","23"
"12","rural","8",,"maize","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-17T00:00:00.000","12"
"12","rural","8",,"coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-17T00:00:00.000","12"
"12","rural","8",,"beans","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-17T00:00:00.000","12"
"42","rural","9","3106.7332455604997","coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-19T00:00:00.000","42"
"42","rural","9","3106.7332455604997","maize","true","1.0","complete","40","male","grown for both food & market",,"true","false","false","false","false","false","true","false","true","true","false","false","false","true","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","3.0","uses improved tech.","2015-03-19T00:00:00.000","42"
"42","rural","9","3106.7332455604997","beans","true","2.0","complete","37","female","grown for food only","2.0","true","false","false","false","false","true","false","false","true","true","false","false","false","true","false",,"false","false","false","false","false","false","true","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false",,"true","false","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","2.0","uses improved tech.","2015-03-19T00:00:00.000","42"
"22","rural","10","3328.9872340426","coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-24T00:00:00.000","26"
"22","rural","10","3328.9872340426","maize","true","2.0","complete","24","female","grown for food only",,"true","false","false","false","false","false","true","false","true","true","false","true","false","false","true",,"false","false","false","false","false","false","true","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","4.0","uses improved tech.","2015-03-24T00:00:00.000","26"
"22","rural","10","3328.9872340426","beans","true","2.0","complete","24","female","grown for food only","1.0","true","false","false","false","false","false","true","false","true","true","false","true","false","false","true",,"false","false","false","false","false","false","true","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false",,"false","true","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","4.0","uses improved tech.","2015-03-24T00:00:00.000","26"
"32","rural","11",,"maize","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-16T00:00:00.000","9"
"32","rural","11",,"coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-16T00:00:00.000","9"
"32","rural","11",,"beans","true","1.0","extended absence","32","male",,,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false",,,,,"false","false",,,,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false",,"does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","0.0","does not use improved tech.","2015-03-16T00:00:00.000","9"
"22","rural","12","2996.2286195285997","coffee","true","1.0","complete","40","male","grown for market only",,,,,,,,,,,,,"true",,"true",,"false",,,,,,,,,,,"false","false","true","false","false","false","false",,,"false","true","false","false","false","false",,,"false","false",,"false","false","false","false","false","false",,,,"false","false","false","false","false",,,"false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.",,"does not use improved tech.","does not use improved tech.",,"does not use improved tech.","does not use improved tech.",,"2.0","uses improved tech.","2015-03-25T00:00:00.000","32"
"22","rural","12","2996.2286195285997","maize","true","2.0","complete","30","female","grown for food only",,"false","false","false","false","false","true","false","false","true","false","false","true","false","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false","false","true","false","false","false","false","false","true","false","false","true","false","false","true",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","1.0","uses improved tech.","2015-03-25T00:00:00.000","32"
"22","rural","12","2996.2286195285997","beans","true","2.0","complete","30","female","grown for food only","1.0","false","false","false","false","false","true","false","false","true","false","false","true","false","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false",,"true","false","false","false","false","false","true","true","false","true","false","false","true",,"false","false","false","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","1.0","uses improved tech.","2015-03-25T00:00:00.000","32"
"42","rural","13","4470.4841897233","maize","true","1.0","complete","23","male","grown for both food & market",,"true","false","false","false","false","true","false","false","true","true","false","false","false","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","true",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","2.0","uses improved tech.","2015-03-09T00:00:00.000","3"
"42","rural","13","4470.4841897233","beans","true","1.0","complete","23","male","grown for food only","1.0","false","false","false","false","false","true","false","false","true","true","false","true","false","false","false",,"false","false","false","false","false","false","true","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false",,"false","false","false","false","false","false","true","true","false","true","false","false","true",,"false","false","false","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","1.0","uses improved tech.","2015-03-09T00:00:00.000","3"
"42","rural","13","4470.4841897233","coffee","true","1.0","complete","23","male","grown for market only",,,,,,,,,,,,,"true",,"false",,"false",,,,,,,,,,,"false","false","true","false","false","false","false",,,"false","false","false","false","false","false",,,"true","false",,"false","false","false","false","false","false",,,,"true","false","false","true","false",,,"false","false","false","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.",,"does not use improved tech.","does not use improved tech.",,"does not use improved tech.","does not use improved tech.",,"0.0","does not use improved tech.","2015-03-09T00:00:00.000","3"
"32","rural","14",,"coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-06T00:00:00.000","1"
"32","rural","14",,"maize","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-06T00:00:00.000","1"
"32","rural","14",,"beans","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-06T00:00:00.000","1"
"22","rural","15","2982.2785672515","maize","true","1.0","complete","44","male","grown for food only",,"false","false","false","false","false","true","false","false","true","true","false","true","false","false","true",,"false","false","false","false","true","false","false","false","false","true",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false","false","true","false","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","2.0","uses improved tech.","2015-03-10T00:00:00.000","23"
"22","rural","15","2982.2785672515","coffee","true","1.0","complete","44","male","grown for market only",,,,,,,,,,,,,"true",,"false",,"true",,,,,,,,,,,"false","false","true","false","false","false","false",,,"false","true","false","false","false","false",,,"false","false",,"false","false","false","false","false","false",,,,"false","false","false","false","false",,,"false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.",,"uses improved tech.","does not use improved tech.",,"does not use improved tech.","does not use improved tech.",,"2.0","uses improved tech.","2015-03-10T00:00:00.000","23"
"22","rural","15","2982.2785672515","beans","true","2.0","complete","31","female","grown for food only","3.0","false","false","false","false","false","true","false","false","true","true","false","true","false","true","false",,"false","false","false","false","false","false","true","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false",,"false","false","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","2.0","uses improved tech.","2015-03-10T00:00:00.000","23"
"21","urban","16",,"beans","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-20T00:00:00.000","30"
"21","urban","16",,"maize","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-20T00:00:00.000","30"
"21","urban","16",,"coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-20T00:00:00.000","30"
"42","rural","17","4470.4841897233","coffee","true","2.0","complete","45","female","grown for market only",,,,,,,,,,,,,"false",,"false",,"false",,,,,,,,,,,"false","true","false","false","false","false","false",,,"false","false","false","false","false","false",,,"true","false",,"false","false","false","false","false","false",,,,"true","false","false","false","false",,,"true","false","false","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.",,"does not use improved tech.","uses improved tech.",,"does not use improved tech.","does not use improved tech.",,"1.0","uses improved tech.","2015-03-07T00:00:00.000","3"
"42","rural","17","4470.4841897233","beans","true","2.0","complete","45","female","grown for both food & market","1.0","false","false","false","false","false","true","false","false","true","false","false","true","true","true","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false",,"false","true","false","false","false","false","false","true","false","true","false","false","false",,"false","false","true","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","3.0","uses improved tech.","2015-03-07T00:00:00.000","3"
"42","rural","17","4470.4841897233","maize","true","2.0","complete","45","female","grown for both food & market",,"false","false","false","false","false","false","false","false","false","true","false","false","true","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false",,"false","false","true","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","3.0","uses improved tech.","2015-03-07T00:00:00.000","3"
"32","rural","18","871.5805108797999","coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-19T00:00:00.000","9"
"32","rural","18","871.5805108797999","maize","true","2.0","complete","22","female","grown for food only",,"true","false","false","false","false","true","false","false","true","true","false","false","false","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","3.0","uses improved tech.","2015-03-19T00:00:00.000","9"
"32","rural","18","871.5805108797999","beans","true","2.0","complete","22","female","grown for food only","2.0","true","false","false","false","false","true","false","false","true","true","false","false","false","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","true","true","true","true","false","true","false",,"false","false","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","2.0","uses improved tech.","2015-03-19T00:00:00.000","9"
"22","rural","19",,"maize","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-09T00:00:00.000","24"
"12","rural","20","2580.4052857143","coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-17T00:00:00.000","8"
"12","rural","20","2580.4052857143","beans","true","1.0","complete","28","male","grown for both food & market","2.0","true","false","false","false","false","true","false","false","true","false","true","true","false","false","false",,"false","false","false","false","false","true","false","false","true","true",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false",,"false","true","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false",,"uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","3.0","uses improved tech.","2015-03-17T00:00:00.000","8"
