"country","survey","stratum","urbrur","zoi","pbs_id","weai_wt","g104","g105_m","g105_y","g106","g107","g108","g109","g110","g111","g201_a","g202_a","g203_a","g201_b","g202_b","g203_b","g201_c","g202_c","g203_c","g201_d","g202_d","g203_d","g201_e","g202_e","g203_e","g201_f","g202_f","g203_f","g301a_a","g301b_a","g302_a","g303_a","g304_a","g305_a","g306_a","g301a_b","g301b_b","g302_b","g303_b","g304_b","g305_b","g306_b","g301a_c","g301b_c","g302_c","g303_c","g304_c","g305_c","g306_c","g301a_d","g301b_d","g302_d","g303_d","g304_d","g305_d","g306_d","g301a_e","g301b_e","g302_e","g303_e","g304_e","g305_e","g306_e","g301a_f","g301b_f","g302_f","g303_f","g304_f","g305_f","g306_f","g301a_g","g301b_g","g302_g","g303_g","g304_g","g305_g","g306_g","g301a_h","g301b_h","g302_h","g301a_i","g301b_i","g302_i","g301a_j","g301b_j","g302_j","g301a_k","g301b_k","g302_k","g301a_l","g301b_l","g302_l","g301a_m","g301b_m","g302_m","g301a_n","g301b_n","g302_n","g307_a","g308_a","g309_a","g307_b","g308_b","g309_b","g307_c","g308_c","g309_c","g307_d","g308_d","g309_d","g307_e","g308_e","g309_e","g401","g402","g403","g404_a","g405_a","g404_b","g405_b","g404_c","g405_c","g404_d","g405_d","g404_e","g405_e","g404_f","g405_f","g404_g","g405_g","g404_h","g405_h","g404_i","g405_i","g404_j","g405_j","g404_k","g405_k","g404_l","g405_l","g404_m","g405_m","g501_a","g502_a","g501_b","g502_b","g501_c","g502_c","g501_d","g502_d","g501_e","g502_e","g501_f","g502_f","g501_g","g502_g","g601b","g602","today","idcode","cluster"
"Kenya","Interim ZOI Survey 2015","15","urban","in zoi","12","1321.1028806584","[a] alone","don't know","1963","52","true","true","no, not in a union","yes, formerly married","widowed","false",,,"false",,,"false",,,"true","no decisions made","no decisions made","false",,,"false",,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"false",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,"no",,,"false",,,"no",,,"yes","1.0","[a] self only","false",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no",,,"not applicable","not applicable","not applicable","no",,"no",,"no",,"no",,"no",,"no",,"no",,"yes","no","no",,"no",,"no",,"no",,"no",,"[z] not applicable",,"[z] not applicable",,"[z] not applicable",,"[z] not applicable",,"[a] self only",,"[z] not applicable",,"[a] self only",,"about the same as usual","neutral, neither satisfied nor dissatisfied","2015-05-19T00:00:00.000","2","62"
"Kenya","Interim ZOI Survey 2015","10","rural","in comparison area","13","427.3526850508","[a] alone","3","1990","25","true","true","no, not in a union","yes, lived with a man","separated","false",,,"false",,,"true","input into some decisions","input into some decisions","false",,,"false",,,"false",,,"no",,,,,,,"no",,,,,,,"yes","5 to 9","[a] self only","[a] self only","[a] self only","[a] self only","[a] self only","false",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,"no",,,"false",,,"no",,,"no",,,"false",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no",,,"yes, but with difficulty","yes, but with difficulty","yes, but with difficulty","no",,"no",,"no",,"no",,"no",,"no",,"no",,"yes","no","no",,"no",,"no",,"yes","no","no",,"[z] not applicable",,"[z] not applicable",,"[z] not applicable",,"[a] self only",,"[z] not applicable",,"[z] not applicable",,"[a] self only",,"about the same as usual","8","2015-05-25T00:00:00.000","2","64"
"Kenya","Interim ZOI Survey 2015","2","rural","in comparison area","14","779.303030303","[a] alone","5","1981","34","true","true","yes, currently married",,,"false",,,"false",,,"true","no decisions made","input into most or all decisions","false",,,"false",,,"false",,,"no",,,,,,,"no",,,,,,,"yes","20 to 29","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","false",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,"no",,,"false",,,"no",,,"no",,,"false",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no",,,"yes, but with difficulty","yes, but with difficulty","yes, comfortably","no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"[b] partner/spouse only","to a high extent","[b] partner/spouse only","to a high extent","[b] partner/spouse only","to a high extent","[b] partner/spouse only","to a high extent","[b] partner/spouse only","to a high extent","[b] partner/spouse only","to a high extent","[b] partner/spouse only","to a high extent","about the same as usual","very satisfied","2015-05-24T00:00:00.000","2","66"
"Kenya","Interim ZOI Survey 2015","1","rural","in zoi","15","61.4190738554","[a] alone","3","1978","37","true","true","no, not in a union","no",,"false",,,"false",,,"false",,,"true","input into some decisions","input into some decisions","false",,,"false",,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"false",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,"no",,,"false",,,"no",,,"no",,,"false",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no",,,"yes, comfortably","yes, comfortably","yes, comfortably","yes","true","no",,"no",,"no",,"yes","true","no",,"no",,"don't know",,"yes","yes","yes","no","yes","false","don't know",,"don't know",,"[a] self only",,"[a] self only",,"[a] self only",,"[a] self only",,"[a] self only",,"[a] self only",,"[a] self only",,"about the same as usual","3","2015-05-19T00:00:00.000","2","111"
"Kenya","Interim ZOI Survey 2015","7","urban","in zoi","16","108.7289256198","[a] alone","12","1979","35","true","true","yes, currently married",,,"false",,,"false",,,"false",,,"false",,,"false",,,"false",,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"false",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,"no",,,"false",,,"no",,,"no",,,"false",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no, not at all comfortable","no, not at all comfortable","no, not at all comfortable","no",,"no",,"no",,"yes","yes","no",,"yes","true","yes","false","no",,"yes","no","no",,"no",,"no",,"no",,"[b] partner/spouse only","not at all","[a] self only",,"[a] self only",,"[a] self only",,"[a] self only",,"[a] self only",,"[a] self only",,"less than usual","2","2015-06-08T00:00:00.000","2","57"
"Kenya","Interim ZOI Survey 2015","3","rural","in zoi","17","868.9450743431","[a] alone","6","1966","48","true","true","no, not in a union","yes, formerly married","divorced","false",,,"false",,,"false",,,"false",,,"false",,,"false",,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"false",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,"no",,,"false",,,"no",,,"yes","3.0","[c] other hh member only","false",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no, not at all comfortable","no, not at all comfortable","yes, but with difficulty","no",,"no",,"no",,"no",,"no",,"no",,"no",,"yes","no","yes","no","no",,"no",,"yes","yes","no",,"[a] self only",,"[a] self only",,"[a] self only",,"[a] self only",,"[a] self only",,"[a] self only",,"[a] self only",,"about the same as usual","3","2015-05-21T00:00:00.000","2","69"
"Kenya","Interim ZOI Survey 2015","1","rural","in zoi","18","304.9955718804","[a] alone","don't know","1992","23","true","true","yes, currently married",,,"false",,,"false",,,"true","refused","refused","false",,,"false",,,"false",,,"no",,,,,,,"no",,,,,,,"yes","30+","[b] partner/spouse only","[b] partner/spouse only",,"[z] not applicable","[b] partner/spouse only","false",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,"no",,,"false",,,"no",,,"no",,,"false",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no, not at all comfortable","no, not at all comfortable","no, not at all comfortable","don't know",,"don't know",,"don't know",,"don't know",,"don't know",,"don't know",,"don't know",,"don't know",,"don't know",,"don't know",,"don't know",,"don't know",,"don't know",,"[9] refused",,"[z] not applicable",,"[z] not applicable",,"[b] partner/spouse only","refused","[z] not applicable",,"[z] not applicable",,"[b] partner/spouse only","refused","about the same as usual","2","2015-05-25T00:00:00.000","2","26"
"Kenya","Interim ZOI Survey 2015","1","rural","in zoi","22","272.8685610778","[a] alone","don't know","1990","24","true","true","yes, currently married",,,"false",,,"false",,,"true","no input or input into very few decisions","input into some decisions","false",,,"false",,,"false",,,"no",,,,,,,"yes","1 to 4","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","yes","30+","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","false",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,"no",,,"false",,,"no",,,"no",,,"false",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no, not at all comfortable","no, not at all comfortable","yes, but with difficulty","no",,"no",,"no",,"no",,"no",,"no",,"yes","false","no",,"yes","no","no",,"no",,"no",,"no",,"[z] not applicable",,"[z] not applicable",,"[z] not applicable",,"[b] partner/spouse only","small extent","[z] not applicable",,"[z] not applicable",,"[a] self only",,"about the same as usual","2","2015-05-31T00:00:00.000","2","126"
"Kenya","Interim ZOI Survey 2015","18","urban","in comparison area","23","796.8653198653","[a] alone","1","1974","31","true","true","yes, currently married",,,"false",,,"false",,,"false",,,"false",,,"true","input into some decisions","input into some decisions","false",,,"yes","1+","[b] partner/spouse only","[b] partner/spouse only","[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","no",,,,,,,"no",,,,,,,"false",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,"yes","1+","[b] partner/spouse only","false",,,"no",,,"no",,,"false",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no, not at all comfortable","yes, but with difficulty","yes, but with difficulty","no",,"no",,"no",,"no",,"no",,"no",,"no",,"yes","no","yes","yes","yes","no","yes","false","yes","no","no",,"[ab] self and partner/spouse","to a high extent","[z] not applicable",,"[z] not applicable",,"[z] not applicable",,"[a] self only",,"[z] not applicable",,"[a] self only",,"less than usual","3","2015-05-23T00:00:00.000","2","3"
"Kenya","Interim ZOI Survey 2015","9","rural","in comparison area","24","311.91321499009996","[a] alone","4","1979","36","true","true","yes, currently married",,,"false",,,"false",,,"true","no input or input into very few decisions","no input or input into very few decisions","false",,,"false",,,"false",,,"no",,,,,,,"yes","10 to 19","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","yes","30+","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","true","6.0","[a] self only","[a] self only","[a] self only","[a] self only","[a] self only","no",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,"no",,,"false",,,"no",,,"no",,,"false",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no, not at all comfortable","no, not at all comfortable","no, not at all comfortable","no",,"yes","true","no",,"no",,"yes","false","don't know",,"no",,"yes","yes","yes","yes","no",,"don't know",,"no",,"no",,"[z] not applicable",,"[z] not applicable",,"[z] not applicable",,"[z] not applicable",,"[z] not applicable",,"[z] not applicable",,"[z] not applicable",,"about the same as usual","neutral, neither satisfied nor dissatisfied","2015-05-27T00:00:00.000","2","41"
"Kenya","Interim ZOI Survey 2015","7","urban","in zoi","25","34.2341920375","[a] alone","3","1957","58","true","true","no, not in a union","yes, formerly married","widowed","false",,,"false",,,"false",,,"false",,,"false",,,"false",,,"no",,,,,,,"yes","1 to 4","[a] self only","[a] self only","[a] self only","[a] self only","[a] self only","yes","1 to 4","[a] self only","[a] self only","[a] self only","[a] self only","[a] self only","false",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,"no",,,"false",,,"yes","1.0","[a] self only","no",,,"false",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no",,,"yes, comfortably","yes, comfortably","yes, comfortably","no",,"no",,"no",,"yes","no","no",,"no",,"no",,"yes","no","yes","yes","yes","no","no",,"yes","no","no",,"[a] self only",,"[z] not applicable",,"[z] not applicable",,"[a] self only",,"[z] not applicable",,"[z] not applicable",,"[a] self only",,"about the same as usual","4","2015-05-25T00:00:00.000","2","75"
"Kenya","Interim ZOI Survey 2015","4","rural","in zoi","28","103.67157287159999","[a] alone","don't know","1955","60","true","true","no, not in a union","yes, formerly married","widowed","false",,,"false",,,"true","input into most or all decisions","no decisions made","false",,,"false",,,"false",,,"no",,,,,,,"yes","20 to 29","[a] self only","[a] self only","[a] self only","[a] self only","[a] self only","yes","30+","[a] self only","[a] self only","[a] self only","[a] self only","[a] self only","false",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,"no",,,"false",,,"no",,,"no",,,"false",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no, not at all comfortable","no, not at all comfortable","no, not at all comfortable","no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"[z] not applicable",,"[z] not applicable",,"[z] not applicable",,"[a] self only",,"[a] self only",,"[a] self only",,"[a] self only",,"about the same as usual","2","2015-06-04T00:00:00.000","2","1"
"Kenya","Interim ZOI Survey 2015","7","urban","in zoi","29","93.8555377207","[a] alone","don't know","1960","55","true","true","yes, currently married",,,"true","input into some decisions","input into most or all decisions","false",,,"true","input into most or all decisions","input into some decisions","false",,,"false",,,"false",,,"no",,,,,,,"yes","1 to 4","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","no",,,,,,,"false",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,"no",,,"true","2.0","[ab] self and partner/spouse","yes","1.0","[b] partner/spouse only","yes","2.0","[ab] self and partner/spouse","false",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no, not at all comfortable","no, not at all comfortable","no, not at all comfortable","no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"no",,"[ab] self and partner/spouse","medium extent","[ab] self and partner/spouse","medium extent","[a] self only",,"[b] partner/spouse only","medium extent","[z] not applicable",,"[z] not applicable",,"[a] self only",,"about the same as usual","6","2015-06-11T00:00:00.000","2","72"
"Kenya","Interim ZOI Survey 2015","7","urban","in zoi","30","290.68610529259996","[bcd] adult females, adult males, and children present","9","1985","29","true","true","yes, currently married",,,"false",,,"false",,,"false",,,"false",,,"true","input into some decisions","input into some decisions","false",,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"false",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,,,,,"no",,,"no",,,"true","1.0","[b] partner/spouse only","no",,,"yes","1.0","[b] partner/spouse only","false",,,"no",,,"no",,,"no",,,"no",,,"no",,,"no",,,"yes, comfortably","yes, comfortably","yes, comfortably","no",,"no",,"no",,"yes","yes","yes","false","no",,"yes","false","yes","no","yes","yes","yes","no","yes","false","no",,"no",,"[z] not applicable",,"[z] not applicable",,"[z] not applicable",,"[z] not applicable",,"[a] self only",,"[z] not applicable",,"[a] self only",,"about the same as usual","3","2015-05-22T00:00:00.000","2","50"
