"gender","county","location_of_institution","type_of_instituion"
"MALE","MANDERA","NAIROBI","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA_TOWN","Tertiary"
"MALE","MANDERA","MANDERA_TOWN","Tertiary"
"FEMALE","MANDERA","NA","Tertiary"
"MALE","MANDERA","MANDERA_TOWN","Vocational"
"MALE","MANDERA","MANDERA_TOWN","Tertiary"
"MALE","MANDERA","MANDERA_TOWN","Tertiary"
"MALE","MANDERA","MANDERA_TOWN","Tertiary"
"MALE","MANDERA","MANDERA_TOWN","Vocational"
"MALE","MANDERA","MANDERA_TOWN","Tertiary"
"MALE","MANDERA","MANDERA_TOWN","Vocational"
"FEMALE","MANDERA","MANDERA_TOWN","Tertiary"
"MALE","MANDERA","MANDERA_TOWN","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA_TOWN","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA_TOWN","Tertiary"
"FEMALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA_TOWN","Tertiary"
"MALE","MANDERA","MANDERA_TOWN","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","NAIROBI","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","NAIROBI","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","NA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"FEMALE","MANDERA","MANDERA_TOWN","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA_TOWN","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","NA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","NAIROBI","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"FEMALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","Garissa","Tertiary"
"FEMALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","NA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","NAIROBI","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","MANDERA_EAST","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"FEMALE","MANDERA","NAIROBI","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","NAIROBI","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Other","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","NAIROBI","Tertiary"
"MALE","MANDERA","NAIROBI","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"FEMALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"FEMALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"FEMALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"FEMALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Vocational"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","MANDERA","Vocational"
"FEMALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"FEMALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","Garissa","Tertiary"
"MALE","MANDERA","MANDERA","Tertiary"
"MALE","MANDERA","MANDERA","Vocational"
