"dataset_link","public","derived_view","u_id","department","domain","type","name","description","visits","creation_date","last_update_date_data","category","keywords","downloads","owner_uid","license","publication_stage","published_version_name","published_version_uid","data_provided_by","source_link","routing_approval","api_endpoint","system","last_updated","what_geographic_unit_is_the_data_collected","refresh_rate","does_this_data_have_a_location_column_yes_or_no","geometrytype","hasattachments","parent_uid","moderation_status","provenance","owner","individual_owner_name_s_not_public","individual_owner_email_s_not_public"
"https://controllerdata.lacity.org/d/8s4w-khwv","true","false","8s4w-khwv","Controller","controllerdata.lacity.org","dataset","Small Business Emergency Microloans","The City of Los Angeles created the Small Business Emergency Microloan Program in March 2020 to distribute $11 million to local businesses that are not eligible for federal CARES Act funds. L.A. Controller Ron Galperin, in coordination with Economic and Workforce Development Department (EWDD), created a Microloan Tracker to ensure public accountability and give Angelenos access to up-to-date information on how the City is supporting the local economy. Use this dataset to find microloan recipients or visit https://lacontroller.org/data-stories-and-maps/microloans/ to view a map of microloan recipients.","9","2020-10-26T15:47:00.000Z","2020-10-26T15:57:00.000Z",,"covid19,coronavirus,city of los angeles,ewdd,microloan,small business","4","594h-mv4h","Creative Commons Attribution 4.0 International","published",,,"EWDD",,,"https://controllerdata.lacity.org/resource/8s4w-khwv.json",,,,"Monthly",,,,,,"official","Controller Galperin",,
"https://data.lacity.org/d/fa5j-wdaf","false","true","fa5j-wdaf","Building and Safety","data.lacity.org","map","Shoring 2020","The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.","4","2020-10-26T13:30:00.000Z","2020-11-09T10:19:00.000Z","A Prosperous City",,"0","ap5u-tpst","Creative Commons Attribution 4.0 International","unpublished",,,"LADBS","https://creativecommons.org/licenses/by/4.0/",,"https://data.lacity.org/resource/fa5j-wdaf.json",,,"Latitude/longitude","Weekly","Yes",,,"yv23-pmwf",,"community","jifarrar",,
"https://data.lacity.org/d/u6rn-tuf5","false","true","u6rn-tuf5","Building and Safety","data.lacity.org","filter","Shoring 2020","The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.","2","2020-10-26T13:21:00.000Z","2020-11-09T10:19:00.000Z","A Prosperous City","ladbs,department of building and safety,building and safety,building,safety,construction services,construction,permit,permit number,permit type,occupancy,sign,building permit,building new,new building,building alter repair,repair,remodel,building addition,building demolition,demolition permit,demolition,building relocation,relocation permit,relocation,swimming pool permit,swimming pool,spa,grading permit,grading,sign permit,electrical permit,electrical,solar pv permit,solar photovoltaic,solar pv,solar,photovoltaic,mechanical permit,mechanical,plumbing permit,plumbing,hvac permit,hvac,heating,ventilation,air-conditioning,air conditioning,ac,fire sprinkler permit,fire sprinkler,pressure vessel permit,pressure vessel,pv,elevator permit,elevator,commercial,1 or 2 family dwelling,apartment,valuation,plan check","0","ap5u-tpst","Creative Commons Attribution 4.0 International","unpublished",,,"LADBS","https://creativecommons.org/licenses/by/4.0/",,"https://data.lacity.org/resource/u6rn-tuf5.json",,,"Latitude/longitude","Weekly","Yes",,,"yv23-pmwf",,"community","jifarrar",,
"https://data.lacity.org/d/kkqy-ryqv","true","false","kkqy-ryqv","Economic and Workforce Development","data.lacity.org","dataset","Business Source Center Program Performance Objectives PY 45 (Q3: 01/2020 – 06/2020)","The Business Source Center (BSC) Program, funded through the Community Development Block Grant (CDBG), provides entrepreneurial training, technical assistance and access to capital for micro-enterprise and start-up businesses. The program promotes job creation for Angelenos by providing entrepreneurs and small business the support they need to start and/or expand their business. Goals are established through United States Department of Housing and Urban Development (HUD) guidelines and local measures.","14","2020-10-21T23:19:00.000Z","2020-10-22T00:00:00.000Z","A Prosperous City","ewdd,business source,hud,jobs","8","utpt-bj92",,"published",,,"Venessa Johnson",,,"https://data.lacity.org/resource/kkqy-ryqv.json",,,"City","Semi-annual","No",,,,,"official","Economic and Workforce Dev OpenData","Jacqueline Rodriguez","Jacqueline.Rodriguez@lacity.org"
"https://data.lacity.org/d/jfk4-xdqn","false","false","jfk4-xdqn","Economic and Workforce Development","data.lacity.org","dataset","Business Source Center Program Performance Objectives PY 45 (Q3: 01/2020 - 03/2020","The Business Source Center (BSC) Program, funded through the Community Development Block Grant (CDBG), provides entrepreneurial training, technical assistance and access to capital for micro-enterprise and start-up businesses. The program promotes job creation for Angelenos by providing entrepreneurs and small business the support they need to start and/or expand their business. Goals are established through United States Department of Housing and Urban Development (HUD) guidelines and local measures.","4","2020-10-21T22:00:00.000Z","2020-10-22T17:34:00.000Z","A Prosperous City","business source,ewdd,hud,jobs","0","utpt-bj92",,"published",,,"Venessa Johnson",,,"https://data.lacity.org/resource/jfk4-xdqn.json",,,"City","Semi-annual","No",,,,,"official","Economic and Workforce Dev OpenData","Jacqueline Rodriguez","Jacqueline.Rodriguez@lacity.org"
"https://data.lacity.org/d/5cry-zdi4","true","true","5cry-zdi4","LAPD","data.lacity.org","chart","bymonth2020","This dataset reflects calls for service incidents in the City of Los Angeles in the year 2020. This data is as accurate as the data in the database. Please note questions or concerns in the comments.","16","2020-10-21T18:18:00.000Z","2020-11-10T17:00:00.000Z","A Safe City",,"0","wtrx-cia2",,"published",,,"Los Angeles Police Department",,,"https://data.lacity.org/resource/5cry-zdi4.json",,,,"Weekly","No",,,"84iq-i2r6",,"community","Nasir",,
"https://data.lacity.org/d/b98n-dy2m","true","true","b98n-dy2m","LA Sanitation","data.lacity.org","chart","Transportation Related Emissions (2017)","","19","2020-10-20T22:58:00.000Z","2019-04-25T22:51:00.000Z","A Livable and Sustainable City",,"0","ji4x-qhq4",,"published",,,,,,"https://data.lacity.org/resource/b98n-dy2m.json",,,,"Other - See Description","No",,,"4b4y-dzxi",,"community","ChelseaU",,
"https://data.lacity.org/d/4b4y-dzxi","true","true","4b4y-dzxi","LA Sanitation","data.lacity.org","filter","LADOT GHG",,"13","2020-10-20T22:57:00.000Z","2019-04-25T22:51:00.000Z","A Livable and Sustainable City",,"2","ji4x-qhq4",,"published",,,,,,"https://data.lacity.org/resource/4b4y-dzxi.json",,,,"Other - See Description","No",,,"kkrh-b4e3",,"community","ChelseaU",,
"https://data.lacity.org/d/tqsw-znhg","false","false","tqsw-znhg","Housing and Community Investment","data.lacity.org","dataset","hcid_to_dbs - TEST",,"3","2020-10-15T20:49:00.000Z","2020-10-21T23:25:00.000Z",,,"0","tdkf-rwnq",,"published",,,,,,"https://data.lacity.org/resource/tqsw-znhg.json",,,,"Weekly","No",,,,,"official","HCIDLA OpenData","hcidla","hcidla.opendata@lacity.org"
"https://data.lacity.org/d/irur-txm2","false","true","irur-txm2","LA Sanitation","data.lacity.org","filter","LASAN: Solid Resources Tonnages 2020 - Bulky Item","Monthly tonnages reported by district yards.  White goods include large household appliances such as refrigerators, washers, and dryers.","3","2020-10-15T09:52:00.000Z","2020-11-04T17:00:00.000Z","A Livable and Sustainable City","lasan,tonnage,waste,garbage,solid resources,sanitation,bulky item,e-waste,white goods","0","594h-mv4h","Creative Commons 1.0 Universal (Public Domain Dedication)","published",,,"LA Sanitation",,,"https://data.lacity.org/resource/irur-txm2.json",,,,"Monthly","No",,,"qwh3-ax8z",,"community","Controller Galperin",,
"https://data.lacity.org/d/pnu3-nnca","false","true","pnu3-nnca","Office of Finance","data.lacity.org","map","Active Businesses 90015","Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.

NAICS Codes are from 2007 NAICS:
https://www.census.gov/cgi-bin/sssd/naics/naicsrch?chart=2007","1","2020-10-15T02:02:00.000Z","2020-10-30T16:11:00.000Z","A Prosperous City",,"0","jidr-f53s","Creative Commons 1.0 Universal (Public Domain Dedication)","unpublished",,,"Office of Finance",,,"https://data.lacity.org/resource/pnu3-nnca.json",,,,"Monthly","Yes",,,"6rrh-rzua",,"community","FernandoF",,
"https://data.lacity.org/d/8whj-gb5b","false","true","8whj-gb5b",,"data.lacity.org","filter","Official, Public Assets without Departments","This dataset is a complete inventory of all assets on this site and any assets sourced from other sites, if applicable. Use this dataset to track the performance of data publishing, conduct metadata maintenance, or present an overview of what kinds of data exists on the site.","7","2020-10-12T19:54:00.000Z","2020-11-13T00:06:00.000Z",,,"2","rndq-s2m8",,"published",,,,,,"https://data.lacity.org/resource/8whj-gb5b.json",,,,,,,,"udmi-ra5m",,"official","Dylan Knaggs",,
"https://data.lacity.org/d/hyye-99r2","true","true","hyye-99r2","Mayor's Office","data.lacity.org","chart","Cars and Business","Learn more about Mayor Garcetti's Great Streets Initiative here http://lagreatstreets.org/ 
Survey was taken May-June 2015.","11","2020-10-12T07:34:00.000Z","2017-02-23T20:03:00.000Z","A Livable and Sustainable City",,"0","3mgb-9hf7","Creative Commons 1.0 Universal (Public Domain Dedication)","published",,,,,,"https://data.lacity.org/resource/hyye-99r2.json",,,"Zip code","Other - See Description","Yes",,,"m27g-4avd",,"community","Spiro Maleki",,
"https://data.lacity.org/d/9eg4-s94w","false","true","9eg4-s94w","Housing and Community Investment","data.lacity.org","filter","sunland","2020 Foreclosure Properties registered with the HCIDLA from January 1, 2020 through December 31, 2020.","1","2020-10-09T01:21:00.000Z","2020-10-06T21:51:00.000Z","A Well Run City","foeclosue,2020,hcidla,foreclosures,foreclosured,registered","0","6apg-i55t","Creative Commons 1.0 Universal (Public Domain Dedication)","unpublished",,,"LOS ANGELES HOUSING AND COMMUNITY INVESTMENT DEPARTMENT","https://hcidla.lacity.org",,"https://data.lacity.org/resource/9eg4-s94w.json",,,"Latitude/longitude","Quarterly","Yes",,,"kde4-k7yx",,"community","losangeleno",,
"https://data.lacity.org/d/k5sv-zsph","false","true","k5sv-zsph","Housing and Community Investment","data.lacity.org","filter","tj","2020 Foreclosure Properties registered with the HCIDLA from January 1, 2020 through December 31, 2020.","1","2020-10-09T01:19:00.000Z","2020-10-06T21:51:00.000Z","A Well Run City","foeclosue,2020,hcidla,foreclosures,foreclosured,registered","0","6apg-i55t","Creative Commons 1.0 Universal (Public Domain Dedication)","unpublished",,,"LOS ANGELES HOUSING AND COMMUNITY INVESTMENT DEPARTMENT","https://hcidla.lacity.org",,"https://data.lacity.org/resource/k5sv-zsph.json",,,"Latitude/longitude","Quarterly","Yes",,,"kde4-k7yx",,"community","losangeleno",,
"https://data.lacity.org/d/d3yp-izxf","false","true","d3yp-izxf","Building and Safety","data.lacity.org","map","Demo Permit Search","The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.","2","2020-10-05T23:06:00.000Z","2020-11-09T10:19:00.000Z","A Prosperous City",,"0","3yp8-mch8","Creative Commons Attribution 4.0 International","unpublished",,,"LADBS","https://creativecommons.org/licenses/by/4.0/",,"https://data.lacity.org/resource/d3yp-izxf.json",,,"Latitude/longitude","Weekly","Yes",,,"d9aa-v8bm",,"community","Julian Carr",,
"https://controllerdata.lacity.org/d/3evt-p6ht","true","false","3evt-p6ht","Controller","controllerdata.lacity.org","dataset","COVID-19 Job Losses - July 2020","This table displays estimates net of job losses from February 2020 to July 2020 across major industries in the City of Los Angeles. To generate these estimates, the Controller’s Office adapted a methodology used by the Kinder Institute for Urban Research to estimate job losses. It is important to note that, because they are estimates, the figures herein may not be comparable to actual job losses/pay cuts in each neighborhood and should be interpreted as relative job loss levels. View the accompanying data story on jobs losses in Los Angeles: https://lacontroller.org/data-stories-and-maps/job-losses/","125","2020-10-02T16:07:00.000Z","2020-10-02T16:13:00.000Z","Statistics","jobs,employment,city of los angeles,covid19","24","594h-mv4h","Creative Commons Attribution 4.0 International","published",,,"Controller",,,"https://controllerdata.lacity.org/resource/3evt-p6ht.json",,,,"N/A",,,,,,"official","Controller Galperin",,
"https://data.lacity.org/d/sfh4-9588","false","true","sfh4-9588",,"data.lacity.org","filter","Assets to be re-categorized","This dataset is a complete inventory of all assets on this site and any assets sourced from other sites, if applicable. Use this dataset to track the performance of data publishing, conduct metadata maintenance, or present an overview of what kinds of data exists on the site.","7","2020-09-23T20:26:00.000Z","2020-11-13T00:06:00.000Z",,,"0","rndq-s2m8",,"published",,,,,,"https://data.lacity.org/resource/sfh4-9588.json",,,,,,,,"udmi-ra5m",,"official","Dylan Knaggs",,
"https://data.lacity.org/d/njz5-acqh","false","true","njz5-acqh",,"data.lacity.org","gis map","Sunland Area","Official Sanitary Sewer System in the City of Los Angeles created and maintained by the Bureau of Engineering / GIS Mapping Division. GIS Data contains the Pipes, Structures, Wyes, Laterals (House Connections), Sewer Easements, and Flow Direction.","1","2020-09-21T05:05:00.000Z","2020-11-06T19:38:00.000Z","A Livable and Sustainable City","sewer,wastewater,pipe,wye,maintenance hole,house connection,sewer flow,gis,geographic information","0","dutb-pqus","Creative Commons 1.0 Universal (Public Domain Dedication)","published",,,"Bureau of Engineering",,,"https://data.lacity.org/resource/njz5-acqh.json",,,,,,,,"7aty-5ywx",,"community","Hilda",,
"https://data.lacity.org/d/ihph-vkam","true","true","ihph-vkam","Office of Finance","data.lacity.org","chart","Grocery Stores","Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.

NAICS Codes are from 2007 NAICS:
https://www.census.gov/cgi-bin/sssd/naics/naicsrch?chart=2007","10","2020-09-18T22:19:00.000Z","2020-10-30T16:11:00.000Z","A Prosperous City",,"0","r98w-72m8","Creative Commons 1.0 Universal (Public Domain Dedication)","published",,,"Office of Finance",,,"https://data.lacity.org/resource/ihph-vkam.json",,,,"Monthly","Yes",,,"6rrh-rzua",,"community","Teresa",,
"https://data.lacity.org/d/b8u3-5pmm","false","true","b8u3-5pmm","Office of Finance","data.lacity.org","chart","Los Angeles Businesses 2020","Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.

NAICS Codes are from 2007 NAICS:
https://www.census.gov/cgi-bin/sssd/naics/naicsrch?chart=2007","1","2020-09-14T23:03:00.000Z","2020-10-30T16:11:00.000Z","A Prosperous City",,"0","6giq-qahb","Creative Commons 1.0 Universal (Public Domain Dedication)","unpublished",,,"Office of Finance",,,"https://data.lacity.org/resource/b8u3-5pmm.json",,,,"Monthly","Yes",,,"6rrh-rzua",,"community","Clare Will",,
"https://data.lacity.org/d/jt64-8aty","false","false","jt64-8aty",,"data.lacity.org","story","test",,"2","2020-09-09T18:58:00.000Z","2020-09-09T18:58:00.000Z",,,"0","37zm-qnq9",,"published",,,,,,"https://data.lacity.org/resource/jt64-8aty.json",,,,,,,,,,"official","Matt Garofalo",,
"https://data.lacity.org/d/p4eb-ijmx","false","true","p4eb-ijmx","Building and Safety","data.lacity.org","filter","DU Changed >1 Submitted 1.1.20-6.30.20","The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles. Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels). Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.","1","2020-09-08T19:00:00.000Z","2020-11-08T18:22:00.000Z",,,"1","fxdx-r2r8",,"unpublished",,,,,,"https://data.lacity.org/resource/p4eb-ijmx.json",,,,"Weekly","Yes",,,"ct5r-6sgd",,"community","ashleyatkinson",,
