LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000957670-0002-3,P R PERNECKY MANAGEMENT CORP,MCDONALD'S,5008 N FIGUEROA STREET,LOS ANGELES,90042-3920,5008 FIGUEROA 90042-3920,980 S ARROYO PARKWAYS    SUITE #220,PASADENA,91105-3926,722110,Full-service restaurants,1,02/25/2008,,"(34.105, -118.202)",23673,11,374,588,28,93
0002041707-0001-0,ATKA ENTERPRISES INC,MCDONALD'S RESTAURANT,19503 NORMANDIE AVENUE,TORRANCE,90501-1361,19503 NORMANDIE 90501-1361,18726 S WESTERN AVENUE   SUITE #230,GARDENA,90248-3860,722211,Limited-service eating places,15,06/01/2005,,"(33.8542, -118.2992)",25716,15,944,208,,55
0002091597-0001-8,SOUTH BAY CORP,MCDONALD'S RESTAURANT,6345 WILSHIRE BLVD,LOS ANGELES,90048-5001,6345 WILSHIRE 90048-5001,723 S GLASGOW AVENUE   SUITE #C,INGLEWOOD,90301-3019,722110,Full-service restaurants,5,11/23/2005,,"(34.0635, -118.3666)",23679,6,638,812,,26
0002298756-0001-7,HOMAK ENTERPRISES INC,MCDONALD'S RESTAURANT # 1711 | MCDONALDS # 1711,17641 VENTURA BLVD,ENCINO,91316-3842,17641 VENTURA 91316-3842,15700 VENTURA BLVD,ENCINO,91436-2904,722110,Full-service restaurants,4,12/10/2007,,"(34.1622, -118.5177)",4286,6,325,328,6,62
0002373073-0001-0,MASSIE PARTNERS INC,MCDONALD'S # 8014,6776 HOLLYWOOD BLVD SPACE #8014,LOS ANGELES,90028-4622,6776 HOLLYWOOD 90028-4622,15205 VIA DE LAS OLAS,PACIFIC PALISADES,90272-4621,722300,Special food services (including food service contractors & caterers),13,08/29/2008,,"(34.1015, -118.3382)",23446,8,422,468,,34
0002518494-0001-3,2MANGAS INCORPORATED,CRENSHAW MCDONALD'S #10070,4292 CRENSHAW BLVD,LOS ANGELES,90008-2535,4292 CRENSHAW 90008-2535,723 S GLASGOW AVENUE UNIT #C,INGLEWOOD,90301-3019,722211,Limited-service eating places,8,08/01/2010,,"(34.0055, -118.3339)",22725,14,749,1025,7,54
0002518494-0002-1,2MANGAS INCORPORATED,MCDONALD'S,2457 LINCOLN BLVD,VENICE,90291-5040,2457 Lincoln 90291-5040,723 S GLASGOW AVENUE UNIT #C,INGLEWOOD,90301-3019,722211,Limited-service eating places,11,07/01/2021,,"(33.9929, -118.4511)",25073,10,912,1395,10,30
0002616152-0001-6,BLADE ENTERPRISE III INC,MCDONALD'S #17115,4680 LINCOLN BLVD,MARINA DEL REY,90292-6306,4680 LINCOLN 90292-6306,5310 W ROSECRANS AVENUE,HAWTHORNE,90250-6646,722211,Limited-service eating places,0,04/16/2012,,"(33.9812, -118.4397)",25074,,2147,240,,
0002688579-0001-7,STANLEY MCDONALD,MCDONALD'S PLUMBING,1826 W 45TH STREET,LOS ANGELES,90062-1953,1826 45TH 90062-1953,9112 COTTON ROSE WAY,LAS VEGAS,89134-1842,233210,Single Family Housing Construction (1997 NAICS),8,06/24/2013,,"(34.0027, -118.3119)",24027,14,742,1044,7,35
0002772229-0001-0,GBAL INC,MCDONALD'S 10805,501 W IMPERIAL HIGHWAY,LOS ANGELES,90044-4222,501 IMPERIAL 90044-4222,2202 S FIGUEROA STREET #4003,LOS ANGELES,90007-2049,722300,Special food services (including food service contractors & caterers),8,09/01/2014,,"(33.931, -118.2826)",24355,14,814,1192,7,53
0002928142-0002-8,TECKNOLOGY MMBC,MCDONALD'S 36268,17700   ROSCOE BLVD,NORTHRIDGE,91325-3910,17700 ROSCOE 91325-3910,2425   AVENIDA DE LA ROSA,CAMARILLO,93012-9091,722110,Full-service restaurants,4,03/16/2018,,"(34.2205, -118.5192)",18909,2,253,428,,12
0003018153-0001-7,HAFA MANAGEMENT CORP,MCDONALD'S # 12970,12616   SHERMAN WAY,NORTH HOLLYWOOD,91605-5239,12616 SHERMAN 91605-5239,42913   CAPITAL DRIVE   UNIT #106,LANCASTER,93535-4556,722110,Full-service restaurants,2,11/01/2017,,"(34.2009, -118.4081)",8888,5,180,1503,,71
0003018153-0002-5,HAFA MANAGEMENT CORP,MCDONALD'S # 27753,7161   SEPULVEDA BLVD,VAN NUYS,91405-2930,7161 SEPULVEDA 91405-2930,42913   CAPITAL DRIVE   UNIT #106,LANCASTER,93535-4556,722110,Full-service restaurants,6,11/01/2017,,"(34.2008, -118.4666)",19734,3,228,295,,18
0003018153-0003-3,HAFA MANAGEMENT CORP,MCDONALD'S # 28364,8656   SEPULVEDA BLVD,NORTH HILLS,91343-5827,8656 SEPULVEDA 91343-5827,42913   CAPITAL DRIVE   UNIT #106,LANCASTER,93535-4556,722110,Full-service restaurants,6,11/01/2017,,"(34.228, -118.467)",18914,3,127,420,,73
0003018153-0004-1,HAFA MANAGEMENT CORP,MCDONALD'S # 605,7045   VAN NUYS BLVD,VAN NUYS,91405-3003,7045 VAN NUYS 91405-3003,42913   CAPITAL DRIVE   UNIT #106,LANCASTER,93535-4556,722110,Full-service restaurants,6,11/01/2017,,"(34.1989, -118.4492)",19733,3,229,288,,18
0003018153-0005-0,HAFA MANAGEMENT CORP,MCDONALD'S # 23822,13700   SHERMAN WAY,VAN NUYS,91405-2626,13700 SHERMAN 91405-2626,42913   CAPITAL DRIVE   UNIT #106,LANCASTER,93535-4556,722110,Full-service restaurants,2,11/01/2017,,"(34.2008, -118.4316)",19733,5,234,506,,18
0003018153-0006-8,HAFA MANAGEMENT CORP,MCDONALD'S,6750   DE SOTO AVENUE,CANOGA PARK,91303-3036,6750 DE SOTO 91303-3036,42913   CAPITAL DRIVE   SUITE #106,LANCASTER,93535-4556,722110,Full-service restaurants,3,07/19/2018,,"(34.1934, -118.588)",4282,4,294,1547,2,66
0003018153-0007-6,HAFA MANAGEMENT CORP,MCDONALD'S,9185   DE SOTO AVENUE,CHATSWORTH,91311-4906,9185 DE SOTO 91311-4906,42913   CAPITAL DRIVE   SUITE #106,LANCASTER,93535-4556,722110,Full-service restaurants,12,07/18/2018,,"(34.2379, -118.589)",4284,2,102,314,,43
0003025561-0001-9,NICKER - 18TH INC,MCDONALD'S,1800 S WESTERN AVENUE,LOS ANGELES,90006-5806,1800 WESTERN 90006-5806,20790   LEAPWOOD AVENUE,CARSON,90746-3610,722110,Full-service restaurants,10,01/01/2018,,"(34.0416, -118.3085)",22723,12,674,906,,19
0003025571-0001-2,NICKER - MLK,MCDONALD'S,4348 W SUNSET BLVD,LOS ANGELES,90029-2112,4348 SUNSET 90029-2112,20790   LEAPWOOD AVENUE,CARSON,90746-3610,722110,Full-service restaurants,13,01/01/2018,,"(34.0953, -118.2842)",23447,8,434,624,,90
0003025585-0001-4,NICKER WESTERN INC,MCDONALD'S,1900 W SLAUSON AVENUE,LOS ANGELES,90047-1129,1900 SLAUSON 90047-1129,20790   LEAPWOOD AVENUE,CARSON,90746-3610,722110,Full-service restaurants,8,01/01/2018,,"(33.9888, -118.3119)",23678,14,769,615,7,35
0003225118-0001-1,NZMK INC.,MCDONALD'S,1210 S SOTO STREET,LOS ANGELES,90023-2616,1210 SOTO 90023,1210 S SOTO STREET,LOS ANGELES,90023-2616,,,14,12/14/2020,,"(34.0276, -118.2192)",23441,9,529,961,,38
0003251647-0001-8,DRS HOSPITALITY LLC,MCDONALD'S RESTAURANT # 11377,2224 N FIGUEROA STREET,LOS ANGELES,90065-1024,2224 FIGUEROA 90065,1000   LAKES DRIVE   SUITE #165,WEST COVINA,91790-2914,722110,Full-service restaurants,1,02/01/2021,,"(34.0831, -118.2227)",24030,11,485,1365,1,94
0003251647-0002-6,DRS HOSPITALITY LLC,MCDONALD'S RESTAURANT # 1136,3458   WHITTIER BLVD,LOS ANGELES,90023-1708,3458 WHITTIER 90023,1000   LAKES DRIVE   SUITE #165,WEST COVINA,91790-2914,722110,Full-service restaurants,14,02/01/2021,,"(34.0267, -118.1993)",23441,9,525,957,,38
0003251647-0003-4,DRS HOSPITALITY LLC,MCDONALD'S RESTAURANT # 10129,245 N SOTO STREET,LOS ANGELES,90033-2914,245 SOTO 90033,1000   LAKES DRIVE   SUITE #165,WEST COVINA,91790-2914,722110,Full-service restaurants,14,02/01/2021,,"(34.0463, -118.2086)",23450,9,522,350,,38
0003251647-0004-2,DRS HOSPITALITY LLC,MCDONALD'S RESTAURANT # 1304,1716   MARENGO STREET,LOS ANGELES,90033-1315,1716 MARENGO 90033,1000   LAKES DRIVE   SUITE #165,WEST COVINA,91790-2914,722110,Full-service restaurants,14,02/01/2021,,"(34.0585, -118.2123)",23450,9,510,488,,38
0003278664-0001-5,BLADE ENTERPRISES VIII,MCDONALD'S #658,1728 W Lomita,Lomita,90717-1904,1728 LOMITA 90717,5310 W ROSECRANS AVENUE,HAWTHORNE,90250-6646,,,15,11/10/2021,,"(33.7975, 33.7975)",,,,,,
0003315722-0001-5,"SABM, INC.",MCDONALD'S,230 E PACIFIC COAST HIGHWAY,WILMINGTON,90744-2615,230 PACIFIC COAST 90744-2615,711 W 17TH STREET SUITE #B1,COSTA MESA,92627-4342,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",0,05/01/2022,,,,,,,,
