"permit_nbr","primary_address","zip_code","cd","pin_nbr","associated_pins","apn","zone","apc","cpa","cnc","hl","ct","group","permit_type","permit_sub_type","use_code","use_desc","submitted_date","issue_date","cofo_date","du_changed","adu_changed","square_footage","status","valuation","construction","height","type_lat_lon","lat","lon","refresh_time","work_desc"
"04016-10002-03970","301 W WORLD WAY TERM. 3",,"11","090B161    16","090B161    16","4129027902","M3-1","West Los Angeles","Westchester - Playa del Rey","Westchester-Playa del Rey",,"2780.00","Building","Bldg-Alter/Repair","Commercial","17","Restaurant",,"2004-06-04T00:00:00.000",,,,,"Permit Finaled","0",,,"PIN","33.94535808","-118.40774739","2022-09-10T00:00:00.000","Supplemental To Permit # 040416-10000-03970 To Change Address From 201 To 301 W. World Way Term. 3."
"01014-20000-01083","839 S LORRAINE BLVD","90005","10","132B189   519","132B189   519","5090027013","[Q]R3-1","Central","Wilshire",,,"2127.00","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2001-03-05T00:00:00.000","2001-03-14T00:00:00.000",,"1",,"572","Permit Finaled","43000","Type V-N Construction",,"ADDRESS","34.05833","-118.32222","2022-09-10T00:00:00.000","Addition & Remodel: Remodel Existing Living Rm, Kitchen & Family Rm. 1st Floor Add'N: Extend Dining Rm, Kitchen & Family Rm (Irr. 2nd Floor Add'N: Add Bath & 2-Closets (15'10""X17'6"") & Deck (10'6""X31'6"")."
"08016-20000-07095","4515 N POE AVE","91364","3","168B113   518","168B113   518","2174025009","RE40-1","South Valley","Canoga Park-West Hills-Winnetka-Woodland Hills","Woodland Hills - Warner Center","YES","1375.04","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2008-04-28T00:00:00.000",,,,,"Permit Finaled","25000",,,"ADDRESS","34.15266","-118.57279","2022-09-10T00:00:00.000","Bathroom Remodel For Residential Buildings (No Structural Changes).  Valuation To Be Verified By The Field Inspector."
"00016-30000-24996","358 S LA CIENEGA BLVD","90048","5","138B173   948","138B173   948","5511033018","C2-1VL, O","Central","Wilshire",,,"2148.00","Building","Bldg-Alter/Repair","Commercial","16","Retail",,"2000-12-29T00:00:00.000",,,,,"Permit Finaled","30000",,,"ADDRESS","34.07212","-118.37624","2022-09-10T00:00:00.000","New Suspended Ceiling System For 40' X 110' Long Retail Building."
"00019-10000-01579","807 S SHENANDOAH ST","90035","5","135B169   188","135B169   188","4333014019","[Q]R3-1-O","Central","Wilshire",,,"2164.00","Building","Bldg-Demolition","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2000-12-05T00:00:00.000",,"-1",,"-1500","Permit Finaled","2200","Type V-N Construction",,"ADDRESS","34.06264","-118.38152","2022-09-10T00:00:00.000","Demo Sfd (Bull Dozer Method) (Sewer Cap Permit Is Charged)"
"05019-20000-02401","11859 W BURBANK BLVD","91607","2","174B169   820","174B169   820","2340035001","RD1.5-1","South Valley","North Hollywood - Valley Village","Greater Valley Glen",,"1239.00","Building","Bldg-Demolition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2005-09-26T00:00:00.000","2005-10-03T00:00:00.000",,"-1",,"0","Permit Expired","5500",,,"ADDRESS","34.17231","-118.39187","2022-09-10T00:00:00.000","Demo Sfd W/ Det Garage To Clear Lot."
"02020-40000-02462","11000 W VICTORY BLVD","91606","2","180B173   886","180B173   886","2336020031","[Q]C2-1VL","South Valley","North Hollywood",,,"1242.01","Building","Nonbldg-New","Commercial","23","Miscellaneous Bldg/Structure",,"2002-08-09T00:00:00.000",,,,,"Permit Finaled","1800",,,"ADDRESS","34.18651","-118.37057","2022-09-10T00:00:00.000","Two  40' High Flag Poles And  One 50' High Flag Pole."
"99016-10000-23925","631 N JUNE ST","90004","4","141B185   673","141B185   673","5524021019","R1-1","Central","Hollywood",,,"1919.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"1999-12-21T00:00:00.000",,,,,"Permit Finaled","60000",,,"ADDRESS","34.08283","-118.33429","2022-09-10T00:00:00.000","Kitchen And Bathroom Remodel; Remove Interior Walls As Per Plan To Enlarge Kitchen & Portion Of Exterior Wall To Install Two Doors & Two Windows. Related Electrical, Plumbing & Hvac Work Included."
"99016-20000-09890","14347 W RUNNYMEDE ST","91405","2","186B149   434","186B149   434","2215023012",,"South Valley",,,,"1271.02","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"1999-06-11T00:00:00.000",,,,,"Permit Closed","3500",,,"ADDRESS","34.20584","-118.44612","2022-09-10T00:00:00.000","Repair Chimney Per City Standard"
"00016-10000-21846","4208 E WILLIMET AVE","90039","13","159B205   357","159B205   357","5594002013","M2-1","East Los Angeles","Northeast Los Angeles",,,"1881.00","Building","Bldg-Alter/Repair","Commercial","16","Machine Shop precision",,"2001-02-05T00:00:00.000",,,,,"Permit Expired","301",,,"ADDRESS","34.13238","-118.2654","2022-09-10T00:00:00.000","Change Of Use From Machine Shop Manufacturing To Towing Operation."
"98014-30000-06708","11326 W ISLETA ST","90049","11","135B145   142","135B145   142","4365028019","R1-1","West Los Angeles",,,,"2654.00","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","1998-12-17T00:00:00.000","1999-01-15T00:00:00.000",,,,,"Permit Closed","125000","Type V-N Construction",,"ADDRESS","34.06935","-118.46502","2022-09-10T00:00:00.000","2nd Story Addition(31'1""X41' Irr-1227 S.F.). Directly Above 1st Story, Remodel, New Windows And Revise Exist. Roof Framing."
"06014-20000-03143","12942 W WELBY WAY","91606","2","180B161   156","180B161   156","2326008003","R1-1","South Valley","North Hollywood - Valley Village","Greater Valley Glen",,"1234.20","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2006-04-11T00:00:00.000","2006-05-30T00:00:00.000","2008-10-28T00:00:00.000",,,"225","CofO Issued","20000","Type V-N Construction",,"ADDRESS","34.19295","-118.41535","2022-09-10T00:00:00.000","Add 13'4"" X 16'11"" Of Bed/Bathroom,Convert (E) Bedroom To Closet."
"02016-70000-00624","207 E 107TH ST","90003","8","090A205   276","090A205   276","6063026013","R2-1","South Los Angeles","Southeast Los Angeles",,,"2411.10","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2002-01-11T00:00:00.000",,,,,"Permit Expired","2100",,,"ADDRESS","33.9394","-118.27137","2022-09-10T00:00:00.000","New Roof Over Existing Comp. Shingles Class ""A"" 8 Sq."
"06048-10000-00812","8361 N LAUREL CANYON BLVD","91352","6","192B165   248","192B165   248","2633006019","P-1VL","North Valley","Sun Valley - La Tuna Canyon","Sun Valley",,"1210.10","Building","Sign","Onsite","19","Wall Sign","2006-05-31T00:00:00.000","2006-05-31T00:00:00.000",,,,,"Permit Finaled","1200",,,"ADDRESS","34.22299","-118.39669","2022-09-10T00:00:00.000","Internally Illuminated Channel Letter Sign.  Wattage Not To Exceed 12 Watts/Sq. Ft. Of Sign Area."
"03014-20000-02748","3040 N BROOKDALE ROAD","91604","2","156B169   219","156B169   219","2382003023","RE15-1-H","South Valley","Sherman Oaks - Studio City - Toluca Lake",,"YES","1439.01","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2003-07-10T00:00:00.000","2003-07-11T00:00:00.000",,,,"1201","Permit Finaled","15000","Type V-N Construction",,"ADDRESS","34.12607","-118.39149","2022-09-10T00:00:00.000","Add 75' X 31'9"" Irr-Shaped Patio Cover/Open Trellis <1201 Sqft Total> ***** Subject To Hillside Ord.??? Check Pw Refferal Form****No Plan Check Completed***"
"08016-10000-09962","12201 W HART ST","91605","2","183B165   225","183B165   225","2321005044","R1-1","South Valley","North Hollywood - Valley Village","North Hollywood Northeast",,"1233.01","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2008-06-12T00:00:00.000",,,,,"Permit Finaled","500",,,"ADDRESS","34.19768","-118.39865","2022-09-10T00:00:00.000","Replace Drywall. (No New Walls Added)"
"04016-20000-01861","4709 N FORMAN AVE","91602","4","168B181   144","168B181   144","2420022005","RE9-1","South Valley","North Hollywood","Greater Toluca Lake",,"1256.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family","2004-01-30T00:00:00.000","2004-03-16T00:00:00.000",,,,"92","Permit Finaled","2000","Type V-N Construction",,"ADDRESS","34.15617","-118.35289","2022-09-10T00:00:00.000","Enclose 22'X4'2"" Portion Of Roof Overhang To Extend (E) Garage.  Relocate Garage Door To South Side Of (E) Garage."
"08016-20000-14885","1879 S CURSON AVE","90019","10","126B177   858","126B177   858","5064020037","RD1.5-1","South Los Angeles","West Adams - Baldwin Hills - Leimert","Mid City",,"2183.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2008-09-03T00:00:00.000",,,,,"Permit Finaled","26500",,,"ADDRESS","34.04125","-118.36299","2022-09-10T00:00:00.000","Kitchen/Bathroom Remodel For Residential Buildings (No Structural Changes).  Valuation To Be Verified By The Field Inspector."
"07030-20000-02662","11423 W CANTON DR","91604","2","159B169   278","159B169   278","2377010018","RE15-1-H","South Valley","Sherman Oaks-Studio City-Toluca Lake-Cahuenga Pass","Studio City","YES","1438.00","Building","Grading","1 or 2 Family Dwelling","60","Grading - Non-Hillside",,"2007-08-06T00:00:00.000",,,,,"Permit Finaled","50",,,"ADDRESS","34.13303","-118.38231","2022-09-10T00:00:00.000","Backfill Two Septic Tanks."
"05016-20000-05102","2026 N HERCULES DR","90046","4","150B177   231","150B177   231","5569018008","RE15-1-H","Central","Hollywood","Hollywood Hills West","YES","1941.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family","2005-03-24T00:00:00.000","2005-03-24T00:00:00.000",,"0",,,"Permit Finaled","5000",,,"ADDRESS","34.10647","-118.36228","2022-09-10T00:00:00.000","Extend Existing Balcony."
"01014-20000-04136","5746 N SUNNYSLOPE AVE","91401","5","174B157   219","174B157   219","2343014008","R1-1","South Valley","Van Nuys - North Sherman Oaks",,,"1245.00","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2001-07-23T00:00:00.000","2001-08-03T00:00:00.000",,"0",,"1147","Permit Finaled","87172","Type V-N Construction",,"ADDRESS","34.17526","-118.42674","2022-09-10T00:00:00.000","Add To Sfd"
"06014-20001-07362","2463 N ECHO PARK AVE","90026","13","147A211   416","147A211   414; 147A211   416","5443012013","R1-1VL","East Los Angeles","Silver Lake - Echo Park - Elysian Valley","Greater Echo Park Elysian","YES","1974.10","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family","2009-06-09T00:00:00.000","2009-06-09T00:00:00.000",,,,,"Permit Expired","2000",,,"ADDRESS","34.09514","-118.24923","2022-09-10T00:00:00.000","Supplemental To Permit # 06014 - 20000 - 07362 To Provide Detailing And Design For Temporary Shoring Of The Recreation Room And Bathroom Area."
"04030-10000-03880","12040 W OSBORNE ST","91040","7","210B165   366","210B165   366","2528001900","OS-1XL","North Valley","Arleta - Pacoima","Foothill Trails District;Pacoima","YES","1041.06","Building","Grading","1 or 2 Family Dwelling","70","Grading - Hillside",,"2004-12-01T00:00:00.000",,,,,"Permit Finaled","50",,,"PIN","34.271886","-118.39400373","2022-09-10T00:00:00.000","Grading Permit For Construction Of New Restroom Facility"
"09016-90000-11904","1437 N TIGERTAIL ROAD","90049","11","141B137    58","141B137    58","4493024009","RE15-1-H","West Los Angeles","Brentwood - Pacific Palisades",,"YES","2623.01","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2009-08-05T00:00:00.000",,,,,"Permit Finaled","7000",,,"ADDRESS","34.08258","-118.48835","2022-09-10T00:00:00.000","Interior Bathroom Remodel/Repair (No Changes In Walls Or Openings)."
"98014-10001-05625","10 TOLUCA ESTATES DR","91602","4","165B177   968","165B177   968","2424041001","R1-1","South Valley",,,,"1431.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"1999-01-13T00:00:00.000",,,,,"Permit Finaled","301",,,"PIN","34.14549439","-118.35956733","2022-09-10T00:00:00.000","Suppleemental Permit Change Of Contractor To Owner/Builder"
"97030-10000-01710","9130 S BELLANCA AVE","90045","6","093B169    67","093B169    67","4125010***","M2-1","West Los Angeles",,,,"2772.00","Building","Grading","Commercial","60","Grading - Non-Hillside",,"1997-09-10T00:00:00.000",,,,,"Permit Finaled","450",,,"ADDRESS","33.95325","-118.38037","2022-09-10T00:00:00.000","Remove One U.S.T. And Backfill, 90% Rel. Compaction Req'D. Fire Dept. Approval #6165, 09/10/97. Osha Permit 97-902172."
"04014-20000-05778","4207 W DUNDEE DR","90027","4","154-5A201  62","154-5A201  62","5592017012","RS-1","Central","Hollywood","Greater Griffith Park","YES","1882.00","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2004-06-25T00:00:00.000","2004-08-20T00:00:00.000",,,,"32","Permit Finaled","50000","Type V-N Construction",,"ADDRESS","34.11802","-118.28476","2022-09-10T00:00:00.000","32 S.F. Master Bathroom Expansion @ 2nd Floor Of (E) Sfd.  Interior Remodeling @ 2nd Floor Master Bedroom, Bathroom, And Walk-In Closet.  Interior Remodeling @ 1st Floor Kitchen And Laundry Room.  Replace Exterior Windows And Roofing."
"03010-20000-03752","13254 N HERRICK AVE","91342","7","225B145   277","225B145   277","2501022049","RA-1-K","North Valley","Sylmar","Sylmar",,"1065.20","Building","Bldg-New","1 or 2 Family Dwelling","1","Dwelling - Single Family","2003-09-25T00:00:00.000","2003-11-26T00:00:00.000",,"1",,"3108","Permit Finaled","263000","Type V-N Construction","27","ADDRESS","34.31182","-118.46138","2022-09-10T00:00:00.000","New 2 Story Sfd With Attached Garage."
"00016-30000-21621","10634 W SANTA MONICA BLVD Sp. #10634","90025","6","129B157   199","129B157   199","4321003018","C2-1VL-O","West Los Angeles","West Los Angeles - Century City - Rancho Park",,,"2671.00","Building","Bldg-Alter/Repair","Commercial","16","Retail",,"2000-11-06T00:00:00.000",,,,,"Permit Finaled","1000","Type V-N Construction",,"ADDRESS","34.05276","-118.43035","2022-09-10T00:00:00.000","Remodel/Upgrade (E)Bathrm In Space #10634 For H.C.Accessibility,Add/Re Move Nonbearing Partitions.(40,0s.F.)"
"05016-10000-05112","7021 W HOLLYWOOD BLVD","90028","13","147B181   115","147B181   115","5548003020","C4-2D-SN","Central","Hollywood","Hollywood Hills West",,"1901.00","Building","Bldg-Alter/Repair","Commercial","4","Health Club","2005-03-23T00:00:00.000","2005-10-26T00:00:00.000","2008-04-07T00:00:00.000",,,,"CofO Issued","1800000","Type I-F.R. Construction",,"ADDRESS","34.1017","-118.34273","2022-09-10T00:00:00.000","Change Of Use From Theater To Health Club. T.I. For Health Club."
"02016-10000-17169","5139 S MAIN ST","90037","9","108B201    84","108B201    82; 108B201    84","5110025031","C2-1VL","South Los Angeles","Southeast Los Angeles",,,"2319.00","Building","Bldg-Alter/Repair","Commercial","4","Community Center operated by private agency","2002-09-03T00:00:00.000","2003-02-26T00:00:00.000",,,,,"Permit Finaled","40000",,,"ADDRESS","33.99577","-118.27411","2022-09-10T00:00:00.000","Voluntary Upgrade Title 24 Access. With Ramp, Lift And Stair To 2nd Flr. (See Comments)"
"06016-20000-18435","9724 N PENFIELD AVE","91311","12","201B113   575","201B113   575","2761015004","RS-1","North Valley","Chatsworth - Porter Ranch","Chatsworth",,"1133.03","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2006-09-15T00:00:00.000",,,,,"Permit Finaled","5000",,,"ADDRESS","34.2469","-118.56945","2022-09-10T00:00:00.000","T/O (E) Roof And Install 35 Sqs, Of Class ""A"" Asqhalt Shingles Over (E) Sheathing.  Smoke Detectors Required."
"01030-10000-00842","3681 N ALOMAR DR","91423","5","162B157   888","162B157   888","2385003026","RE15-1-H","South Valley","Sherman Oaks - Studio City - Toluca Lake",,"YES","1439.02","Building","Grading","1 or 2 Family Dwelling","70","Grading - Hillside",,"2001-08-06T00:00:00.000",,,,,"Permit Finaled","325",,,"ADDRESS","34.13741","-118.42068","2022-09-10T00:00:00.000","Grading Backfill For Retaining Wall (01020-10000-00932) Approx.325cy."
"00010-10000-02804","22152 JENNIFER WAY",,"12","192B101   523","192B101   523","2010023014","(T)(Q)RD3-1",,"Chatsworth - Porter Ranch",,"YES","1132.32","Building","Bldg-New","1 or 2 Family Dwelling","35","Condo-Single Family","2000-08-24T00:00:00.000","2000-11-17T00:00:00.000",,"1",,"2178","Permit Finaled","141996","Type V-N Construction",,,,,"2022-09-10T00:00:00.000","New 2-Story Sfd W/ Attached 2-Car Garage Unit 125"
"00010-30000-02248","458 E CARROLL CL","90291","6","106-5A145 237","106-5A145 237","4227006018","RW1-1-O","West Los Angeles","Venice",,,"2739.00","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2000-07-11T00:00:00.000","2000-08-22T00:00:00.000",,"-1",,"2160","Permit Finaled","310000","Type V-N Construction",,"ADDRESS","33.98604","-118.46542","2022-09-10T00:00:00.000","Remove And Rebuild Two Detached Sfd'S Except For 6' Portion Of West Wall At Rear Unitand 3.5' And 2' Sections Of East Wall Atfront Unit. 20'X24' Irr 1st Flr Add'N Connecting The Two Bldgs, 24'X69' 2nd Flr And 24'X55' Irr 3rd Flr Add'N With 14'X41' Irr Roof Deck Over 3rd Flr. +2160 Sq Ft R3 Occupancy And +376 U1 Occupancy."
"05010-20000-03315","16726 W NICKLAUS DR 54-56","91342","7","228B137   193","228B137   193","2603005***","(T)(Q)RD3-1 ; [Q]A1-1","North Valley","Sylmar","Sylmar","YES","1065.10","Building","Bldg-New","Apartment","35","Condo-Multi Family","2005-06-30T00:00:00.000","2007-12-20T00:00:00.000","2008-12-16T00:00:00.000","3",,"4913","CofO Issued","548000","Type V-N Construction","30.5","PIN","34.32580491","-118.49030453","2022-09-10T00:00:00.000","Tract:  New 3 Unit Condo With Attahced Garage"
"01016-10000-13298","1649 W SEPULVEDA BLVD # 2","90501","15","045B193   440","045B193   440","7347017***","[Q]M2-1VL","Harbor","Harbor Gateway",,,"2932.02","Building","Bldg-Alter/Repair","Commercial","12","Manufacturing","2001-07-17T00:00:00.000","2001-07-18T00:00:00.000",,,,,"Permit Finaled","301",,,"ADDRESS","33.8169","-118.30807","2022-09-10T00:00:00.000","Change Of Use From Manufacturing To Auto Repair- No Physical Construction Per Order To Comply Dated 1/2/01."
"06030-10000-03312","7585 W COASTAL VIEW DR","90045","11","099B157   551","099B157   551","4114009029","R1-1","West Los Angeles","Westchester - Playa del Rey","Westchester - Playa del Rey",,"2766.01","Building","Grading","1 or 2 Family Dwelling","70","Grading - Hillside","2006-07-27T00:00:00.000","2007-03-12T00:00:00.000",,,,,"Permit Finaled","239",,,"ADDRESS","33.96588","-118.43024","2022-09-10T00:00:00.000","Grading For Site Prep. With Max Of: Cut = 239 Cy And Export = 239 Cy."
"04016-20000-10668","1961 S DURANGO AVE","90034","5","126B169   445","126B169   445","4302009019","R1-1-O","West Los Angeles","West Los Angeles - Century City - Rancho Park",,,"2695.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2004-06-04T00:00:00.000",,,,,"Permit Finaled","6000",,,"ADDRESS","34.04283","-118.38863","2022-09-10T00:00:00.000","Replace (10) Windows, Same Size And Location.  Re-Stucco Exterior Of House.  Valuation To Be Verified By Field Inspector."
"00016-30000-07991","1564 S CABRILLO AVE","90291","6","108B145  1643","108B145  1643","4238005008","RD1.5-1-O","West Los Angeles","Venice",,,"2735.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2000-05-02T00:00:00.000",,,,,"Permit Finaled","1800",,,"ADDRESS","33.98958","-118.46521","2022-09-10T00:00:00.000","Tearing Off Existing Asphalt Shingle Roof & Putting Back Asphalt Shing Les, 8sqrs."
"07030-20000-02349","700 N CHAPALA DR","90272","11","126B129   614","126B129   614","4411009013","R1-1","West Los Angeles","Brentwood - Pacific Palisades",,"YES","2627.02","Building","Grading","1 or 2 Family Dwelling","70","Grading - Hillside",,"2007-07-11T00:00:00.000",,,,,"Permit Finaled","115",,,"ADDRESS","34.04035","-118.52135","2022-09-10T00:00:00.000","Remove & Recompact (E) Pool/Spa"
"99019-20001-00386","4000 E VERDANT ST","90039","4","159B205   490","159B205   490","5594016007",,"East Los Angeles",,,,"1881.00","Building","Bldg-Demolition","1 or 2 Family Dwelling","23","Demolition",,"1999-04-16T00:00:00.000",,,,,"Permit Finaled","301",,,"ADDRESS","34.13101","-118.2719","2022-09-10T00:00:00.000","Demo Barn(2 Of 2)."
"03016-20002-20288","6260-6280 HONOLULU AVE","0","2","195B205    86","195B205    76; 195B205    86","2572006011","[Q]C1-1VL","North Valley","Sunland-La Tuna Cyn-Lakevw Ter-Shadow Hls-Tuj","Sunland-Tujunga","YES","1013.00","Building","Bldg-Alter/Repair","Commercial","13","Office",,"2004-08-10T00:00:00.000",,,,,"Permit Finaled","0",,,"PIN","34.23239389","-118.26849274","2022-09-10T00:00:00.000","Supplemental Permit For Change Of Contractor On Original Permit 03016-20000-20288 From Owner Builder To C Aleena Construction."
"00030-10000-01274","2407 N BRIARCREST ROAD","90210","5","153B169   696","153B169   696","4388016035","RE15-1-H","South Valley","Bel Air - Beverly Crest",,"YES","2611.01","Building","Grading","1 or 2 Family Dwelling","70","Grading - Hillside",,"2000-06-08T00:00:00.000",,,,,"Permit Finaled","125",,,"ADDRESS","34.11339","-118.39216","2022-09-10T00:00:00.000","Backfill Swimming Pool. Removing Entire Shell"
