LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000000320-0046-1,PUBLIC STORAGE INC,PUBLIC STORAGE # 23030,300 AVERY STREET,LOS ANGELES,90013-1810,300 AVERY 90013-1810,701 WESTERN AVENUE,GLENDALE,91201-2349,531100,Lessors of real estate (including mini warehouses & self-storage units),14,05/12/2010,,"(34.0455, -118.2348)",23074,9,533,466,,28
0000000345-0001-1,A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C,,2820 S VERMONT AVENUE UNIT #8,LOS ANGELES,90007-2291,2820 VERMONT 90007-2291,,,,611000,"Educational services (including schools, colleges, & universities)",14,01/01/1991,,,,,,,,
0000000455-0001-2,OPERATION YOUTH EDUCATIONAL SERVICES /C,,2900 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90033-3110,2900 CESAR E CHAVEZ 90033-3110,POST OFFICE BOX #33165,LOS ANGELES,90033-0165,611000,"Educational services (including schools, colleges, & universities)",14,01/01/1991,,"(34.044, -118.2016)",23450,9,519,945,,38
0000000568-0001-8,LIVING WAY INC,,4419 EAGLE ROCK BLVD,LOS ANGELES,90041-3212,4419 EAGLE ROCK 90041-3212,,,,623000,Nursing & residential care facilities,14,09/10/1997,,"(34.1246, -118.2203)",23672,9,383,373,,60
0000000717-0001-1,N A OFICINA CENTRAL HISPANA INC,NEUROTICS ANONIMOUS GRUPO SERENIDAD,3565 WHITTIER BLVD,LOS ANGELES,90023-1709,3565 WHITTIER 90023-1709,4755 SLAUSON AVENUE #3,MAYWOOD,90270-4043,621399,Offices of all other miscellaneous health practitioners,14,01/01/1999,,"(34.0258, -118.1965)",23441,9,527,957,,38
0000000768-0001-4,IGLESIA DEL CUERPO DE CHRISTO,,307 S BROADWAY,LOS ANGELES,90013-1207,307 BROADWAY 90013-1207,1001 DOVE STREET #108,NEWPORT BEACH,92660-2845,611000,"Educational services (including schools, colleges, & universities)",14,04/01/2000,,"(34.0509, -118.248)",23074,9,541,1183,,76
0000000821-0003-2,ST JOSEPH CENTER,,3501 N BROADWAY,LOS ANGELES,90031-2856,3501 BROADWAY 90031-2856,204   HAMPTON DRIVE,VENICE,90291-2623,611000,"Educational services (including schools, colleges, & universities)",14,04/17/2019,,"(34.0748, -118.2037)",23448,11,489,607,,1
0000000857-0001-4,LAMP INC.,,660 STANFORD AVENUE,LOS ANGELES,90021-1063,660 STANFORD 90021-1063,527 CROCKER STREET,LOS ANGELES,90013-2116,531100,Lessors of real estate (including mini warehouses & self-storage units),14,04/03/2000,,"(34.0392, -118.2441)",23082,9,537,1018,,76
0000001036-0007-3,SPECIAL SERVICE FOR GROUPS INC,,905 E 8TH STREET,LOS ANGELES,90021-1848,905 8TH 90021-1848,4601 S BROADWAY,LOS ANGELES,90037-2729,621330,Offices of mental health practitioners (except physicians),14,04/04/2017,,"(34.0366, -118.2461)",23082,9,703,1018,,76
0000001036-0008-1,SPECIAL SERVICE FOR GROUPS INC,,905 E 8TH STREET,LOS ANGELES,90021-1848,905 8TH 90021-1848,727 N BROADWAY     SUITE #211,LOS ANGELES,90012-2864,621399,Offices of all other miscellaneous health practitioners,14,01/01/2017,,"(34.0366, -118.2461)",23082,9,703,1018,,76
0000001093-0001-2,HATHAWAY-SYCAMORES CHILD AND FAMILY SERVICES,,840 N AVENUE 66,LOS ANGELES,90042-1508,840 AVENUE 66 90042-1508,100 W WALNUT STREET SUITE #375,PASADENA,91124-0001,621400,Outpatient  care centers,14,06/01/1991,,"(34.1209, -118.1728)",23673,9,361,576,,93
0000001127-0001-3,HOY LEM AND PAULINE LEM REVOCABLE TRUST,,123 E 3RD STREET,LOS ANGELES,90013-1301,123 3RD 90013-1301,17241 BULLOCK STREET,ENCINO,91316-1437,531100,Lessors of real estate (including mini warehouses & self-storage units),14,06/01/1972,,"(34.0488, -118.2453)",23074,9,542,1502,,76
0000001159-0001-3,THE SKID ROW HOUSING TRUST,,619 E 5TH STREET,LOS ANGELES,90013-2109,619 5TH 90013-2109,1317 E 7TH STREET,LOS ANGELES,90021-1101,561300,Employment services,14,01/01/1999,,"(34.0434, -118.2425)",23074,9,536,1018,,76
0000001159-0002-1,THE SKID ROW HOUSING TRUST,,1201 E 7TH STREET,LOS ANGELES,90021-1505,1201 7TH 90021-1505,1317 E 7TH STREET,LOS ANGELES,90021-1101,624200,"Community food & housing, & emergency & other relief services",14,03/18/2015,,"(34.0375, -118.2422)",23082,9,703,1018,,76
0000001159-0003-0,THE SKID ROW HOUSING TRUST,,676 S CENTRAL AVENUE,LOS ANGELES,90021-1039,676 CENTRAL 90021-1039,1317 E 7TH STREET,LOS ANGELES,90021-1101,624200,"Community food & housing, & emergency & other relief services",14,03/18/2015,,"(34.0373, -118.2406)",23082,9,537,1018,,76
0000001159-0004-8,THE SKID ROW HOUSING TRUST,,617 E 5TH STREET,LOS ANGELES,90013-2109,617 5TH 90013-2109,1317 E 7TH STREET,LOS ANGELES,90021-1101,624200,"Community food & housing, & emergency & other relief services",14,03/18/2015,,"(34.0434, -118.2426)",23074,9,537,1018,,76
0000001159-0005-6,THE SKID ROW HOUSING TRUST,,1205 E 6TH STREET,LOS ANGELES,90021-1209,1205 6TH 90021-1209,,,,624200,"Community food & housing, & emergency & other relief services",14,03/18/2015,,"(34.0381, -118.2369)",23082,9,533,1287,,28
0000001159-0006-4,THE SKID ROW HOUSING TRUST,,905 E 6TH STREET,LOS ANGELES,90021-1017,905 6TH 90021-1017,1317 E 7TH STREET,LOS ANGELES,90021-1101,624200,"Community food & housing, & emergency & other relief services",14,03/18/2015,,"(34.0397, -118.2411)",23082,9,537,1018,,76
0000001159-0007-2,THE SKID ROW HOUSING TRUST,,508 E 4TH STREET,LOS ANGELES,90013-2104,508 4TH 90013-2104,1317 E 7TH STREET,LOS ANGELES,90021-1101,532290,Other consumer goods rental,14,03/20/2015,,"(34.0448, -118.2414)",23074,9,536,1018,,76
0000001159-0008-1,THE SKID ROW HOUSING TRUST,,526 S MAIN STREET,LOS ANGELES,90013-1422,526 MAIN 90013-1422,1317 E 7TH STREET,LOS ANGELES,90021-1101,624200,"Community food & housing, & emergency & other relief services",14,03/20/2015,,"(34.0463, -118.2489)",23074,9,542,527,,76
0000001159-0009-9,THE SKID ROW HOUSING TRUST,,115 E 3RD STREET,LOS ANGELES,90013-1301,115 3RD 90013-1301,1317 E 7TH STREET,LOS ANGELES,90021-1101,711510,"Independent artists, writers, & performers",14,03/20/2015,,"(34.0489, -118.2454)",23074,9,542,1502,,76
0000001159-0010-2,THE SKID ROW HOUSING TRUST,,520 SAN JULIAN STREET,LOS ANGELES,90013-1513,520 SAN JULIAN 90013-1513,1317 E 7TH STREET,LOS ANGELES,90021-1101,624200,"Community food & housing, & emergency & other relief services",14,03/20/2015,,"(34.044, -118.2453)",23074,9,537,1289,,76
0000001159-0011-1,THE SKID ROW HOUSING TRUST,,224 BOYD STREET,LOS ANGELES,90013-1406,224 BOYD 90013-1406,1317 E 7TH STREET,LOS ANGELES,90021-1101,624200,"Community food & housing, & emergency & other relief services",14,03/20/2015,,"(34.0475, -118.2448)",23074,9,536,1502,,76
0000001159-0012-9,THE SKID ROW HOUSING TRUST,,611 E 5TH STREET,LOS ANGELES,90013-2109,611 5TH 90013-2109,1317 E 7TH STREET,LOS ANGELES,90021-1101,624200,"Community food & housing, & emergency & other relief services",14,03/20/2015,,"(34.0434, -118.2426)",23074,9,537,1018,,76
0000001159-0013-7,THE SKID ROW HOUSING TRUST,,713 E 5TH STREET,LOS ANGELES,90013-2110,713 5TH 90013-2110,1317 E 7TH STREET,LOS ANGELES,90021-1101,624200,"Community food & housing, & emergency & other relief services",14,03/20/2015,,"(34.0429, -118.2419)",23074,9,537,1018,,76
0000001159-0014-5,THE SKID ROW HOUSING TRUST,,549 CERES AVENUE,LOS ANGELES,90013-1716,549 CERES 90013-1716,1317 E 7TH STREET,LOS ANGELES,90021-1101,624200,"Community food & housing, & emergency & other relief services",14,03/20/2015,,"(34.0406, -118.2405)",23074,9,537,1018,,76
0000001159-0015-3,THE SKID ROW HOUSING TRUST,,521 S SAN PEDRO STREET,LOS ANGELES,90013-2148,521 SAN PEDRO 90013-2148,1317 E 7TH STREET,LOS ANGELES,90021-1101,624200,"Community food & housing, & emergency & other relief services",14,03/20/2015,,"(34.0437, -118.2441)",23074,9,537,1018,,76
0000001159-0016-1,THE SKID ROW HOUSING TRUST,,726 S MAIN STREET,LOS ANGELES,90014-2013,726 MAIN 90014-2013,1317 E 7TH STREET,LOS ANGELES,90021-1101,624200,"Community food & housing, & emergency & other relief services",14,03/20/2015,,"(34.0435, -118.2519)",23075,9,541,1319,,76
0000001159-0017-0,THE SKID ROW HOUSING TRUST,,721 S MAIN STREET,LOS ANGELES,90014-2363,721 MAIN 90014-2363,1317 E 7TH STREET,LOS ANGELES,90021-1101,624200,"Community food & housing, & emergency & other relief services",14,03/20/2015,,"(34.0436, -118.2518)",23075,9,541,1319,,76
0000001159-0018-8,THE SKID ROW HOUSING TRUST,,625 S SAN PEDRO STREET,LOS ANGELES,90014-2424,625 SAN PEDRO 90014-2424,1317 E 7TH STREET,LOS ANGELES,90021-1101,624200,"Community food & housing, & emergency & other relief services",14,03/20/2015,,"(34.0417, -118.2456)",23082,9,537,1018,,76
0000001159-0019-6,THE SKID ROW HOUSING TRUST,,643 S SAN PEDRO STREET,LOS ANGELES,90014-2464,643 SAN PEDRO 90014-2464,1317 E 7TH STREET,LOS ANGELES,90021-1101,624200,"Community food & housing, & emergency & other relief services",14,03/24/2015,,"(34.0417, -118.2456)",23082,9,537,1018,,76
0000001159-0021-8,THE SKID ROW HOUSING TRUST,,507   MAPLE AVENUE,LOS ANGELES,90013-1511,507 MAPLE 90013-1511,1317 E 7TH STREET,LOS ANGELES,90021-1101,812990,All other personal services,14,07/25/2016,,"(34.0453, -118.247)",23074,9,537,527,,76
0000001159-0022-6,THE SKID ROW HOUSING TRUST,,1317 E 7TH STREET,LOS ANGELES,90021-1101,1317 7TH 90021-1101,,,,812990,All other personal services,14,02/15/2017,,"(34.0364, -118.2405)",23082,9,537,1018,,76
0000001169-0001-7,THE SKID ROW HOUSING TRUST,,108 E 5TH STREET,LOS ANGELES,90013-1416,108 5TH 90013-1416,1317 E 7TH STREET,LOS ANGELES,90021-1101,561300,Employment services,14,10/01/1996,,"(34.0465, -118.2481)",23074,9,542,1502,,76
0000001178-0001-6,THE SKID ROW HOUSING TRUST,,680 S CENTRAL AVENUE,LOS ANGELES,90021-1039,680 CENTRAL 90021-1039,1317 E 7TH STREET,LOS ANGELES,90021-1101,561300,Employment services,14,02/01/2000,,"(34.0373, -118.2406)",23082,9,537,1018,,76
0000001201-0001-7,JAPANESE COMMUNITY PIONEER CENTER,,401 E 3RD STREET,LOS ANGELES,90013-1601,401 3RD 90013-1601,244 S SAN PEDRO STREET #B5,LOS ANGELES,90012-3856,561500,Travel arrangement & reservation services,14,07/01/1999,,"(34.0473, -118.2424)",23074,9,536,1502,,28
0000001222-0001-9,SEI IL KIM,SI DISTRIBUTION CO,515 STANFORD AVENUE,LOS ANGELES,90013-2122,515 STANFORD 90013-2122,,,,424400,Grocery & related products,14,03/01/1992,,"(34.0423, -118.2414)",23074,9,537,1018,,76
0000001227-0001-1,AERHAN PARK,OOZY KIDS,507 E 12TH STREET,LOS ANGELES,90015-2605,507 12TH 90015-2605,,,,423990,Other miscellaneous durable goods,14,,,"(34.0349, -118.2552)",23076,9,703,1018,,76
0000001273-0001-1,VIRGINIA KHO TING CASABAR,V C MEDICAL ENTERPRISE,2223 HILL DRIVE,LOS ANGELES,90041-1130,2223 HILL 90041-1130,,,,561490,"Other business support services (including repossession services, court reporting, & stenotype services)",14,02/20/1992,,"(34.1428, -118.2144)",23672,9,354,568,,60
0000001277-0001-0,JOSHUAS JEWELRY INC,JOSHUAS JEWELRY,650 S HILL STREET    #B1,LOS ANGELES,90014-1783,650 HILL 90014-1783,,,,423940,"Jewelry, watch, precious stone, & precious metals",14,01/01/1992,,"(34.0466, -118.2537)",23075,9,541,683,,76
0000001312-0002-1,DEMBA CAMARA,KAM,1121 MAPLE AVENUE,LOS ANGELES,90015-2399,1121 MAPLE 90015-2399,505 S LA FAYETTE PARK PLACE APT #314,LOS ANGELES,90057-1650,424300,"Apparel, piece goods, & notions",14,03/16/2013,,"(34.0365, -118.2556)",23076,9,703,1018,,76
0000001367-0001-4,URBAN LAND INSTITUTE,ULI DISTRICT COUNCIL LOS ANGELES,601 S FIGUEROA STREET SUITE #500,LOS ANGELES,90017-5745,601 FIGUEROA 90017-5745,,,,541600,"Management, scientific, & technical consulting services",14,09/01/2000,,"(34.0508, -118.2584)",23078,9,546,733,,76
0000001436-0233-8,SP PLUS CORPORATION,LOC 81787,110 E 9TH STREET,LOS ANGELES,90079-1300,110 9TH 90079-1300,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-2207,812930,Parking lots & garages,14,06/01/2009,,"(0.0, 0.0)",,,,,,
0000001436-0245-1,SP PLUS CORPORATION,#82182 | 81694,420 E 3RD STREET,LOS ANGELES,90013-1644,420 3RD 90013-1644,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-3927,812930,Parking lots & garages,14,11/01/2008,,"(34.047, -118.2418)",23074,9,536,1289,,28
0000001436-0283-4,SP PLUS CORPORATION,#81788,124 E OLYMPIC BLVD,LOS ANGELES,90015-1765,124 OLYMPIC 90015-1765,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-2207,812930,Parking lots & garages,14,05/01/2009,,"(34.0399, -118.2561)",24038,9,547,1319,,76
0000001436-0294-0,SP PLUS CORPORATION,81639,616 S FIGUEROA STREET,LOS ANGELES,90017-3406,616 FIGUEROA 90017-3406,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-2207,812930,Parking lots & garages,14,07/01/2008,,"(34.0505, -118.2587)",23078,9,546,733,,76
0000001436-0310-5,SP PLUS CORPORATION,SP PLUS #82607,428 E TEMPLE STREET,LOS ANGELES,90012-0000,428 TEMPLE 90012-0000,3470   WILSHIRE BLVD   SUITE #400,LOS ANGELES,90010-3927,812930,Parking lots & garages,14,05/23/2016,,"(0.0, 0.0)",,,,,,
0000001436-0315-6,SP PLUS CORPORATION,SP PLUS PARKING,120 S LOS ANGELES STREET,LOS ANGELES,90012-3724,120 LOS ANGELES 90012-3724,3470   WILSHIRE BLVD   SUITE #400,LOS ANGELES,90010-3927,812930,Parking lots & garages,14,05/19/2017,,"(34.0506, -118.2426)",22728,9,536,1502,,28
0000001436-0317-2,SP PLUS CORPORATION,,404 S FIGUEROA STREET,LOS ANGELES,90071-1710,404 FIGUEROA 90071-1710,3470   WILSHIRE BLVD   SUITE #400,LOS ANGELES,90010-3927,812930,Parking lots & garages,14,07/01/2017,,"(34.0526, -118.256)",24035,9,545,733,37,76
0000001436-0319-9,SP PLUS CORPORATION,#42419,555   RAMIREZ STREET   SPACE #315,LOS ANGELES,90012-2591,555 RAMIREZ 90012-2591,3470   WILSHIRE BLVD   SUITE #400,LOS ANGELES,90010-3927,812930,Parking lots & garages,14,01/01/2018,,"(34.055, -118.2302)",22728,9,532,1322,,
0000001436-0322-9,SP PLUS CORPORATION,STANDARD PARKING CORPORATION,335 S FLOWER STREET,LOS ANGELES,90071-0071,335 FLOWER 90071-0071,3470   WILSHIRE BLVD   SUITE #400,LOS ANGELES,90010-3927,812930,Parking lots & garages,14,04/03/2019,,"(34.0519, -118.2552)",24035,9,545,733,37,76
0000001436-0336-9,SP PLUS CORPORATION,,545 S MAIN STREET,LOS ANGELES,90013-1460,545 MAIN 90013-1460,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-3927,812930,Parking lots & garages,14,05/01/2022,,"(34.0459, -118.2495)",23074,9,542,527,,76
0000001436-0338-5,SP PLUS CORPORATION,,338 S HILL STREET,LOS ANGELES,90013-1109,338 Hill 90013-1109,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-3927,812930,Parking lots & garages,14,05/01/2022,,"(34.0506, -118.2496)",23074,9,541,1183,,76
0000001436-0341-5,SP PLUS CORPORATION,,414 E COMMERCIAL STREET,LOS ANGELES,90012-3408,414 COMMERCIAL 90012-3408,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-3927,812930,Parking lots & garages,14,05/01/2022,,"(34.0531, -118.2371)",22728,9,533,466,,28
0000001437-0001-1,KEITH LENNON,FLORAL PROP RENTAL,714 WALL STREET,LOS ANGELES,90014-2316,714 WALL 90014-2316,,,,424930,"Flower, nursery stock, & florists' supplies",14,08/01/1974,,"(34.0416, -118.2487)",23075,9,703,1319,,76
0000001478-0006-1,AIDS HEALTHCARE FOUNDATION,,423 E 7TH STREET,LOS ANGELES,90014-2311,423 7TH 90014-2311,6255 W SUNSET BLVD   FLOOR #21,LOS ANGELES,90028-7422,531100,Lessors of real estate (including mini warehouses & self-storage units),14,09/27/2017,,"(34.0417, -118.2476)",23075,9,537,783,,76
0000001478-0009-6,AIDS HEALTHCARE FOUNDATION,KING EDWARD,121 E 5TH STREET,LOS ANGELES,90013-1415,121 5TH 90013-1415,6255 W SUNSET BLVD FLOOR #21,LOS ANGELES,90028-7422,531100,Lessors of real estate (including mini warehouses & self-storage units),14,04/26/2018,,"(34.0464, -118.2478)",23074,9,542,1502,,76
0000001503-0001-1,LA FAMILIA HUMAN SERVICES CORPORTION,,5151 STATE UNIVERSITY DRIVE,LOS ANGELES,90032-4226,5151 STATE UNIVERSITY 90032-4226,,,,611000,"Educational services (including schools, colleges, & universities)",14,12/01/1991,,"(34.0623, -118.1715)",23449,9,507,1215,,91
0000001539-0001-9,CALIFORNIA CHILDREN'S ACADEMY,,233 N BREED STREET,LOS ANGELES,90033-2902,233 BREED 90033-2902,2701 N MAIN STREET,LOS ANGELES,90031-3320,624410,Child day care services,14,12/01/1991,,"(34.0465, -118.21)",23450,9,522,350,,38
0000001589-0001-7,SPECIAL SERVICE FOR GROUPS,1HSS RECIPIENTS & PROVIDERS SHARING,315 W 9TH STREET #312,LOS ANGELES,90015-4203,315 9TH 90015-4203,905 E 8TH STREET,LOS ANGELES,90021-1848,561300,Employment services,14,09/29/1993,,"(34.0433, -118.2575)",23076,9,546,1050,,76
0000001647-0001-1,ALFRERDO VARGAS,EL SERENO SHOE REPAIR,4993 HUNTINGTON DRIVE N #C,LOS ANGELES,90032-1644,4993 HUNTINGTON 90032-1644,,,,448210,Shoe stores,14,01/01/1992,,"(34.088, -118.1739)",23449,9,503,374,,91
0000001672-0001-0,ABEL FLORES,,2231 WHITTIER BLVD,LOS ANGELES,90023-1230,2231 WHITTIER 90023-1230,,,,423100,Motor vehicle & motor vehicle parts & supplies,14,08/01/1974,,"(34.0352, -118.2177)",23441,9,523,947,,38
0000001672-0002-8,ABEL FLORES,ABEL'S AUTO REPAIR SERVICE,2242 WHITTIER BLVD,LOS ANGELES,90023-1243,2242 WHITTIER 90023-1243,,,,811110,Automotive mechanical & electrical repair & maintenance,14,01/01/2001,,"(34.0352, -118.2176)",23441,9,523,947,,38
0000001785-0002-3,ADAM TALA INC,,733 S SPRING STREET,LOS ANGELES,90014-2905,733 SPRING 90014-2905,,,,424300,"Apparel, piece goods, & notions",14,10/05/2010,,"(34.0438, -118.2529)",23075,9,541,1319,,76
0000001819-0001-6,OSCAR DE LA HOYA FOUNDATION,,626 WILSHIRE BLVD SUITE #350,LOS ANGELES,90017-3581,626 WILSHIRE 90017-3581,,,,611000,"Educational services (including schools, colleges, & universities)",14,06/21/1995,,"(34.0481, -118.2562)",23078,9,546,733,,76
0000001847-0001-8,SOUTHERN CALIFORNIA WOMEN'S CAUCUS FOR ART,,2100 N MAIN STREET #A5,LOS ANGELES,90031-4003,2100 MAIN 90031-4003,,,,611000,"Educational services (including schools, colleges, & universities)",14,03/01/2001,,"(34.0659, -118.2162)",23448,11,492,943,,1
0000001881-0001-5,ATLANTIC RECOVERY SERVICES,,3225 HUNTER STREET,LOS ANGELES,90023-3543,3225 HUNTER 90023-3543,944 PACIFIC AVENUE,LONG BEACH,90813-4228,621400,Outpatient  care centers,14,01/13/2000,,"(34.0211, -118.2084)",23441,9,530,961,,38
0000001894-0001-2,MARIA GUADALUPE OBAY,PEREZ HAIRSTYLING SALON,137 E 3RD STREET UNIT #A/B,LOS ANGELES,90013-1380,137 3RD 90013-1380,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),14,06/25/1991,,"(34.0487, -118.2451)",23074,9,542,1502,,76
0000001901-0001-4,PROJECT AMIGA,,2130 E 1ST STREET,LOS ANGELES,90033-3958,2130 1ST 90033,2001 TYLER AVENUE #203,EL MONTE,91733-3510,611000,"Educational services (including schools, colleges, & universities)",14,06/25/1993,,"(34.0446, -118.2132)",23450,9,522,350,,38
0000001903-0002-1,KDDI AMERICA INC,,626 WILSHIRE BLVD FLOOR #6,LOS ANGELES,90017-3209,626 WILSHIRE 90017-3209,7   TELEPORT DRIVE,STATEN ISLAND,10311-1001,517000,Telecommunications,14,01/01/2000,,"(34.0481, -118.2562)",23078,9,546,733,,76
0000001960-0001-1,REACH OUR COMMUNITY KIDS CORP,ROCK TEEN CENTER,1597 YOSEMITE DRIVE,LOS ANGELES,90041-2859,1597 YOSEMITE 90041-2859,4808 TOWNSEND AVENUE,LOS ANGELES,90041-2234,624410,Child day care services,14,04/13/1998,,"(34.1329, -118.2013)",23672,9,364,1434,,60
0000001963-0001-5,WHITE MEMORIAL CENTER CHARITABLE FOUNDATION,,1720 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90033-2414,1720 CESAR E CHAVEZ 90033-2414,,,,622000,Hospitals,14,07/15/1998,,"(34.051, -118.2173)",23450,9,511,349,,38
0000001967-0001-3,COMMUNITY CLINIC ASSOCIATION OF LOS ANGELES COUNTY,,445 S FIGUEROA STREET   SUITE #2100,LOS ANGELES,90071-1603,445 FIGUEROA 90071-1603,445 S FIGUEROA STREET   SUITE #2100,LOS ANGELES,90071-1603,621399,Offices of all other miscellaneous health practitioners,14,04/10/1996,,"(34.0533, -118.2571)",24035,9,545,733,37,76
0000002023-0003-1,NEWMARK OF SOUTHERN CALIFORNIA INC,NEWMARK GRUBB KNIGHT FRANK,700 S FLOWER STREET SUITE #2500,LOS ANGELES,90017-4207,700 FLOWER 90017-4207,110 E 59TH STREET FLOOR #3RD,NEW YORK,10022-1304,531210,Offices of real estate agents & brokers,14,10/08/2012,,"(34.0486, -118.2587)",23078,9,546,1050,,76
0000002034-0001-2,INNER-CITY ARTS,,1200 E 7TH STREET,LOS ANGELES,90021-1506,1200 7TH 90021-1506,720 KOHLER STREET,LOS ANGELES,90021-1518,611000,"Educational services (including schools, colleges, & universities)",14,10/10/1989,,"(34.0375, -118.2422)",23082,9,703,1018,,76
0000002036-0001-1,INNER-CITY ARTS,,711 MERCHANT STREET,LOS ANGELES,90021-1519,711 MERCHANT 90021-1519,720 KOHLER STREET,LOS ANGELES,90021-1518,611000,"Educational services (including schools, colleges, & universities)",14,10/10/1989,,"(34.0369, -118.2419)",23082,9,703,1018,,76
0000002062-0001-4,COMMUNITY DEVELOPEMENT INSTITUTE HEAD START,HEAD START STATE PRESCHOOL,2630 E 7TH STREET,LOS ANGELES,90023-1409,2630 7TH 90023-1409,4905 S VERMONT AVENUE,LOS ANGELES,90037-2943,624410,Child day care services,14,01/02/1975,,,,,,,,
0000002079-0001-0,GENESIS LA GROWTH CORPORATION,,801 S GRAND AVENUE   SUITE #775,LOS ANGELES,90017-4616,801 GRAND 90017-4616,,,,561300,Employment services,14,05/10/1999,,"(34.0457, -118.2581)",23078,9,546,1050,,76
