LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000207487-0001-4,OREN LEVY,A PERFECT VIEW LANDSCAPING,5517 WHITSETT AVENUE,VALLEY VILLAGE,91607-1519,5517 WHITSETT 91607-1519,,,,541320,Landscape architecture services,2,10/14/2004,,"(34.1709, -118.4052)",8890,5,204,1235,17,39
0000209650-0001-2,LUIS PORTAL,,5521 WHITSETT AVENUE #B,VALLEY VILLAGE,91607-1548,5521 WHITSETT 91607-1548,,,,561720,Janitorial services,2,11/01/2000,,"(34.171, -118.4052)",8890,5,204,1235,17,39
0000240548-0001-7,GARY A/LARRY A BREWER,BREWER PROPERTIES,6119 WHITSETT AVENUE,N HOLLYWOOD,91606-4502,6119 WHITSETT 91606-4502,POST OFFICE BOX #7128,BURBANK,91510-7128,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1995,,"(34.1809, -118.4052)",8889,5,188,564,,70
0000248275-0001-8,ROBERT SONTAG/MARIAN SONTAG,,4805 WHITSETT AVENUE #A,N HOLLYWOOD,91607-3511,4805 WHITSETT 91607-3511,POST OFFICE BOX #1690,SAN JUAN CAPISTRANO,92693-1690,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1987,,"(34.1578, -118.4052)",8890,5,191,1332,,39
0000253455-0001-7,JOSEPH/HARRIET MERJAN,,5638 WHITSETT AVENUE,VALLEY VILLAGE,91607-4524,5638 WHITSETT 91607-4524,POST OFFICE BOX #221206,NEWHALL,91322-1206,531100,Lessors of real estate (including mini warehouses & self-storage units),2,07/01/1984,,"(34.1732, -118.4052)",8890,5,188,525,,70
0000254412-0001-6,MARK/JACOB KORNWASSER,KORNLAND BUILDINGS,6827 WHITSETT AVENUE #200,NORTH HOLLYWOOD,91605-5445,6827 WHITSETT 91605-5445,22231 MULHOLLAND HIGHWAY SUITE #101,CALABASAS,91302-5176,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1972,,"(34.1944, -118.4052)",8888,5,180,1503,,14
0000266138-0001-7,STORAGE EQUITIES INC/P S PARTNERS IV ET AL,PUBLIC STORAGE #24413,7500 WHITSETT AVENUE,N HOLLYWOOD,91605-3036,7500 WHITSETT 91605-3036,POST OFFICE BOX #25025,GLENDALE,91221-5025,531100,Lessors of real estate (including mini warehouses & self-storage units),2,10/02/1985,,"(34.2063, -118.4058)",8888,5,178,1273,,14
0000266920-0001-2,WHITSETT III LLC,WHITSETT III,6907 WHITSETT AVENUE,NORTH HOLLYWOOD,91605-5414,6907 WHITSETT 91605-5414,4519 ADMIRALTY WAY #204,MARINA DEL REY,90292-5428,531100,Lessors of real estate (including mini warehouses & self-storage units),2,10/01/1973,,"(34.196, -118.4052)",8888,5,180,1503,,14
0000278307-0001-9,TONG SHIN KIM,GOLD PAINTING CO,5125 WHITSETT AVENUE,N HOLLYWOOD,91607-3015,5125 WHITSETT 91607-3015,,,,235210,Painting and Wall Covering Contractors (1997 NAICS),2,08/04/1997,,"(34.1635, -118.4052)",8890,5,191,636,17,39
0000286961-0001-4,"MARILYN TYLER TRUST- LYNN GORDON/ RICHARD TYLER, TRUSTEES",,6300 WHITSETT AVENUE,NORTH HOLLYWOOD,91606-3158,6300 WHITSETT 91606-3158,4786 QUEEN VICTORIA ROAD,WOODLAND HILLS,91364-4750,531100,Lessors of real estate (including mini warehouses & self-storage units),2,03/01/1973,,"(34.1849, -118.4052)",8889,5,188,503,,70
0000297232-0001-4,BEDROS AJEMIAN ET AL,BLOOMFIELD VILLAS LTD,5716 WHITSETT AVENUE,VALLEY VILLAGE,91607-4532,5716 WHITSETT 91607-4532,5105 OTIS AVENUE,TARZANA,91356-4209,531100,Lessors of real estate (including mini warehouses & self-storage units),2,11/01/1995,,"(34.1745, -118.4052)",8890,5,188,525,,70
0000299508-0001-0,MILLENNIUM SALES GROUP LLC,,5404 WHITSETT AVENUE SUITE #4,VALLEY VILLAGE,91607-1615,5404 WHITSETT 91607-1615,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",2,01/01/2001,,"(34.1688, -118.4052)",8890,5,204,1235,17,39
0000302343-0001-2,L.A. ORTIZ CONSTRUCTION INC,,5315 WHITSETT AVENUE #1,VALLEY VILLAGE,91607-5318,5315 WHITSETT 91607-5318,POST OFFICE BOX #4266,VALLEY VILLAGE,91617-0266,233210,Single Family Housing Construction (1997 NAICS),2,09/01/2003,,"(34.1669, -118.4052)",8890,5,205,637,17,39
0000304331-0001-4,HARRY G ORRILL,,5624 WHITSETT AVENUE,N HOLLYWOOD,91607-1552,5624 WHITSETT 91607-1552,12045 DRESDEN PLACE,GRANADA HILLS,91344-2326,531100,Lessors of real estate (including mini warehouses & self-storage units),2,03/01/1976,,"(34.1728, -118.4052)",8890,5,188,525,,70
0000309697-0001-4,JOHN BRENDE,WHITSETT TOWNHOMES / KESTER AVENUE APARTMENTS,8653 EDWIN DRIVE,LOS ANGELES,90046-1047,8653 EDWIN 90046-1047,75752 Via Cortona,Indian Wells,92210-7816,531100,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1987,,"(0.0, 0.0)",,,,,,
0000316862-0001-1,OGANES TERTERY,,7039 WHITSETT AVENUE,N HOLLYWOOD,91605-5430,7039 WHITSETT 91605-5430,12214 MIRANDA STREET,N HOLLYWOOD,91607-1721,531100,Lessors of real estate (including mini warehouses & self-storage units),2,02/07/1997,,"(34.1985, -118.4052)",8888,5,180,1503,,14
0000317708-0001-6,LARRY SCHWIMMER ET AL,,6743 WHITSETT AVENUE,NORTH HOLLYWOOD,91606-1360,6743 WHITSETT 91606-1360,11866 WILSHIRE BLVD SUITE #101,LOS ANGELES,90025-6611,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1977,,"(34.1931, -118.4052)",8889,5,180,406,,70
0000357715-0001-1,ACTIVITIES FOR RETARDED CHILDREN/C,,6444 WHITSETT AVENUE,N HOLLYWOOD,91606-2322,6444 WHITSETT 91606,6456 WHITSETT AVENUE,N HOLLYWOOD,91606-2322,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1996,,"(34.1877, -118.4052)",8889,5,188,406,,70
0000357716-0001-6,ACTIVITIES FOR RETARDED CHILDREN /C,,6448 WHITSETT AVENUE,N HOLLYWOOD,91606-2322,6448 WHITSETT 91606,6456 WHITSETT AVENUE,N HOLLYWOOD,91606-2322,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1996,,"(34.1878, -118.4052)",8889,5,188,406,,70
0000357718-0001-5,ACTIVITIES FOR RETARDED CHILDREN/C,,6500 WHITSETT AVENUE,N HOLLYWOOD,91606-2324,6500 WHITSETT 91606-2324,6456 WHITSETT AVENUE,N HOLLYWOOD,91606-2322,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1996,,"(34.1887, -118.4052)",8889,5,188,406,,70
0000391756-0001-2,WHITSETT NH LLC,,6617 WHITSETT AVENUE,N HOLLYWOOD,91606-2304,6617 WHITSETT 91606-2304,POST OFFICE BOX #8586,PORTER RANCH,91327-8586,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1981,,"(34.1905, -118.4052)",8889,5,180,406,,70
0000393270-0001-6,AZLYNN E BERRY,,5738 WHITSETT AVENUE #206,VALLEY VILLAGE,91607-4530,5738 WHITSETT 91607-4530,,,,,,2,11/17/2003,,"(34.1748, -118.4052)",8890,5,188,525,,70
0000395326-0001-8,"QUALICAPS, INC",,6505 FRANZ WARNER PARKWAYS,WHITSETT,27377-9215,6505 FRANZ WARNER 27377-9215,,,,424990,Other miscellaneous nondurable goods,0,06/10/1992,,"(36.0536, -79.6)",815,,,,,
0000403121-0001-2,SHELLEY RENAE CARMICINO,INFINITE POSSIBILITIES,5116 WHITSETT AVENUE,VALLEY VILLAGE,91607-3016,5116 WHITSETT 91607-3016,2301 Days End,Wimberley,78676-4335,621399,Offices of all other miscellaneous health practitioners,2,05/01/2001,,"(34.1633, -118.4052)",8890,5,191,636,17,39
0000407824-0001-2,MAHMOUD F ELGABRY,SAFEWAY LOCKSMITH,4829 WHITSETT AVENUE #107,VALLEY VILLAGE,91607-3528,4829 WHITSETT 91607-3528,,,,444130,Hardware stores,2,01/01/1997,,"(34.1585, -118.4052)",8890,5,191,1332,17,39
0000422355-0001-3,CAROL LOUISE WINICUR,,6161 WHITSETT AVENUE,N HOLLYWOOD,91606-4582,6161 WHITSETT 91606-4582,,,,624100,Individual & family services,2,01/01/2000,,"(34.1817, -118.4052)",8889,5,188,564,,70
0000435548-0001-8,KARINA R FELDMAN,,1160 N VERMONT AVENUE,LOS ANGELES,90029-1729,1160 VERMONT 90029-1729,5700 WHITSETT AVENUE #9,VALLEY VILLAGE,91607-1567,453220,"Gift, novelty, & souvenir stores",13,03/01/1997,,"(34.0926, -118.2917)",23447,8,433,1285,16,58
0000454038-0001-9,LYNN L TOLLAKSON,5929 WHITSETT AV,12059 HOFFMAN STREET,STUDIO CITY,91604-2000,12059 HOFFMAN 91604-2000,3707 SUNSWEPT DRIVE,STUDIO CITY,91604-2339,531100,Lessors of real estate (including mini warehouses & self-storage units),4,02/14/1993,,"(34.1451, -118.3936)",8492,5,347,390,,84
0000454838-0001-4,KENNETH C GREEN,,4202 WHITSETT AVENUE SUITE #303,STUDIO CITY,91604-5402,4202 WHITSETT 91604-5402,4202 WHITSETT AVENUE SUITE #303,STUDIO CITY,91604-5402,,,2,05/20/1997,,"(0.0, 0.0)",,,,,,
0000467316-0001-5,ANNA G TURCIOS,,5519   WHITSETT AVENUE,VALLEY VILLAGE,91607-1519,5519 WHITSETT 91607-1519,,,,812113,Nail salons,2,09/01/1983,,"(34.1709, -118.4054)",8890,5,200,523,17,39
0000468939-0001-2,CHATEAU WHITSETT PARTNERS LP,,5911 WHITSETT AVENUE,N HOLLYWOOD,91607-1176,5911 WHITSETT 91607-1176,1875 CENTURY PARKS  E SUITE #1800,LOS ANGELES,90067-2519,531100,Lessors of real estate (including mini warehouses & self-storage units),2,08/04/1997,,"(34.1777, -118.4052)",8890,5,188,525,,70
0000475377-0002-1,STEVEN KUECHEL,,4303 WHITSETT AVENUE APT #2,STUDIO CITY,91604-1694,4303 WHITSETT 91604-1694,,,,812990,All other personal services,4,02/01/2004,,"(34.1486, -118.4052)",8492,5,346,1505,,84
0000481858-0001-9,JACOB KARASIK,,5245 WHITSETT AVENUE,VALLEY VILLAGE,91607-2457,5245 WHITSETT 91607-2457,POST OFFICE BOX #3275,BEVERLY HILLS,90212-0275,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1956,,"(34.1656, -118.4052)",8890,5,205,637,17,39
0000503732-0001-5,RUBBER CHICKEN PRODUCTIONS,,4342 WHITSETT AVENUE UNIT #3,STUDIO CITY,91604-1693,4342 WHITSETT 91604-1693,,,,711300,"Promoters of performing arts, sports, & similar events",4,09/01/1997,,"(34.1493, -118.4052)",8492,5,346,1505,,84
0000525083-0001-8,ACTIVITIES FOR RETARDED CHILDREN /C,,6456 WHITSETT AVENUE,N HOLLYWOOD,91606-2322,6456 WHITSETT 91606-2322,,,,622000,Hospitals,2,09/01/1984,,"(34.1879, -118.4052)",8889,5,188,406,,70
0000537276-0001-5,ACTIVITIES FOR RETARDED CHILDREN /C,,6446 WHITSETT AVENUE,N HOLLYWOOD,91606-2332,6446 WHITSETT 91606-2332,6456 WHITSETT AVENUE,N HOLLYWOOD,91606-2322,531100,Lessors of real estate (including mini warehouses & self-storage units),2,05/01/1997,,"(34.1878, -118.4052)",8889,5,188,406,,70
0000537873-0002-9,JOSE ANTONIO AVILA,,7320 WHITSETT AVENUE,LOS ANGELES,90001-2233,7320 WHITSETT 90001-2233,,,,812990,All other personal services,0,08/01/2014,,"(33.9736, -118.2406)",22350,,1626,95,,
0000539745-0001-5,SANDRA J ZIMMERMAN/BARBARA SIMMET,,5330 WHITSETT AVENUE,VALLEY VILLAGE,91607-5328,5330 WHITSETT 91607,2345 HERCULES DRIVE,LOS ANGELES,90046-1631,531100,Lessors of real estate (including mini warehouses & self-storage units),2,02/28/2001,,"(34.1672, -118.4052)",8890,5,205,637,17,39
0000543506-0001-1,WAMAGA LLC,,4350 WHITSETT AVENUE,N HOLLYWOOD,91604-1656,4350 WHITSETT 91604-1656,4866 GLENHOLLOW CIRCLE,OCEANSIDE,92057-7942,531100,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1998,,"(34.1494, -118.4052)",8492,5,346,1505,,84
0000550471-0001-1,JOSEPHG ESHAGIAN,,6422 WHITSETT AVENUE,N HOLLYWOOD,91606-2346,6422 WHITSETT 91606-2346,1211 N VERMONT AVENUE,LOS ANGELES,90029-1748,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1997,,"(34.1873, -118.4052)",8889,5,188,406,,70
0000550472-0001-5,ARTINE/BILLIE KOKSHANIAN,,6201 WHITSETT AVENUE,N HOLLYWOOD,91606-3170,6201 WHITSETT 91606-3170,832 MOORSIDE DRIVE,GLENDALE,91207-1136,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1998,,"(34.1829, -118.4052)",8889,5,188,503,,70
0000550477-0001-8,STEVEN CRON,,6050 WHITSETT AVENUE,N HOLLYWOOD,91606-4569,6050 WHITSETT 91606-4569,1880 CENTURY PARKS  E #200,LOS ANGELES,90067-1602,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/31/1997,,"(34.1804, -118.4052)",8889,5,188,503,,70
0000550479-0001-7,GABRIELLA PROPERTIES LLC,,5950 WHITSETT AVENUE,N HOLLYWOOD,91607-1178,5950 WHITSETT 91607,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,,,"(34.1784, -118.4052)",8890,5,188,525,,70
0000550482-0001-9,CHI HONG CHIANG ET AL,,5828 WHITSETT AVENUE,N HOLLYWOOD,91607-1174,5828 WHITSETT 91607-1174,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,,,"(34.1765, -118.4052)",8890,5,188,525,,70
0000550487-0001-1,CARLOS GOMEZ,CARLOS S & ALICIA GOMEZ TRS / GOMEZ FAMILY TRUST,5060 WHITSETT AVENUE,N HOLLYWOOD,91607-3041,5060 WHITSETT 91607-3041,13963 CHANDLER BLVD,SHERMAN OAKS,91401-5735,531100,Lessors of real estate (including mini warehouses & self-storage units),2,09/01/2000,,"(34.1624, -118.4052)",8890,5,191,636,17,39
0000550496-0001-1,YOLANDA/JULIE VIACAVA,,4936 WHITSETT AVENUE,N HOLLYWOOD,91607-3533,4936 WHITSETT 91607-3533,12226   LA MAIDA STREET,NORTH HOLLYWOOD,91607-3623,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1998,,"(34.1599, -118.4052)",8890,5,191,1332,17,39
0000550508-0001-5,ALVIN MORI,,4248 WHITSETT AVENUE,STUDIO CITY,91604-1678,4248 WHITSETT 91604-1678,4248 WHITSETT AVENUE,STUDIO CITY,91604-1678,531100,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1997,,"(34.1476, -118.4052)",8492,5,346,1505,,84
0000590517-0001-0,"WHITSETT EQUITIES, LLC",,6224 WHITSETT AVENUE,N HOLLYWOOD,91606-3176,6224 WHITSETT 91606-3176,1427 WILCOX AVENUE,HOLLYWOOD,90028-8123,531100,Lessors of real estate (including mini warehouses & self-storage units),2,10/05/2001,,"(34.1834, -118.4052)",8889,5,188,503,,70
0000590524-0001-0,VADIM KAN,YUMMY YOO LOVE,5245 WHITSETT AVENUE #22,VALLEY VILLAGE,91607-5312,5245 WHITSETT 91607-5312,,,,722110,Full-service restaurants,2,10/17/2001,,"(34.1656, -118.4052)",8890,5,205,637,17,39
0000605732-0001-5,TOM WEIR,STUDIO CITYSOUND,4412 WHITSETT AVENUE,STUDIO CITY,91604-1361,4412 WHITSETT 91604-1361,,,,561300,Employment services,4,01/31/2002,,"(34.1505, -118.4052)",8492,5,345,1340,,84
0000612267-0001-2,JAY TURNER,6751-57-63 WHITSETT PROPERTIES | PARADIGM APARTMENTS MANAGEMENT,6863 WHITSETT AVENUE,N HOLLYWOOD,91605-5411,6863 WHITSETT 91605-5411,18401 BURBANK BLVD SUITE #202,TARZANA,91356-6603,531100,Lessors of real estate (including mini warehouses & self-storage units),2,09/01/1987,,"(34.1951, -118.4052)",8888,5,180,1503,,14
0000616509-0001-3,ELIZA THORNE,,6254 WHITSETT AVENUE,NORTH HOLLYWOOD,91606-3151,6254 WHITSETT 91606-3151,POST OFFICE BOX #2450,TOLUCA LAKE,91610-0450,531100,Lessors of real estate (including mini warehouses & self-storage units),2,10/09/1998,,"(34.184, -118.4052)",8889,5,188,503,,70
0000617345-0001-1,WHITSETT PROPERTIES LLC,,1507   7TH STREET   SUITE #344,SANTA MONICA,90401-2605,1507 7TH 90401-2605,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),0,08/01/2001,,"(34.0172, -118.49)",25426,,2133,,,
0000617391-0001-1,JOSEPH ESHAGIAN,,5838 WHITSETT AVENUE,N HOLLYWOOD,91607-1188,5838 WHITSETT 91607-1188,1211 N VERMONT AVENUE,LOS ANGELES,90029-1748,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1997,,"(34.1767, -118.4052)",8890,5,188,525,,70
0000640619-0001-1,SHAN GUNASEKERA,S G MOTORS,6130 1/2 WHITSETT AVENUE,NORTH HOLLYWOOD,91606-4514,6130 WHITSETT 91606-4514,6130 1/2 WHITSETT AVENUE,NORTH HOLLYWOOD,91606-4514,423100,Motor vehicle & motor vehicle parts & supplies,2,07/01/2002,,"(34.1804, -118.4052)",8889,5,188,503,,70
0000648546-0001-8,VAL SURF INC,,4810 WHITSETT AVENUE,N HOLLYWOOD,91607-3512,4810 WHITSETT 91607-3512,,,,532210,Consumer electronics & appliances rental,2,10/01/1962,,"(34.1579, -118.4052)",8890,5,191,1332,,39
0000652189-0001-6,PETER TIESI,,6660 WHITSETT AVENUE,N HOLLYWOOD,91606-2339,6660 WHITSETT 91606-2339,,,,233210,Single Family Housing Construction (1997 NAICS),2,10/01/1998,,"(34.1914, -118.4052)",8889,5,180,406,,70
0000660132-0001-8,HOMAYOON EBRAHIM-NEHORAY,,4213 WHITSETT AVENUE #4,STUDIO CITY,91604-1648,4213 WHITSETT 91604-1648,4601   LARKWOOD AVENUE,WOODLAND HILLS,91364-3735,531100,Lessors of real estate (including mini warehouses & self-storage units),4,02/01/2002,,"(34.1469, -118.4052)",8492,5,346,1505,,84
0000660523-0001-1,LASER CONSTRUCTION INC,,4112 WHITSETT AVENUE,STUDIO CITY,91604-2423,4112 WHITSETT 91604-2423,245 EL CAMINO DRIVE,BEVERLY HILLS,90212-3808,233210,Single Family Housing Construction (1997 NAICS),4,03/22/2002,,"(34.1452, -118.4052)",8492,5,346,1505,,84
0000677387-0001-2,KEITH VANCE JEFFERIES,COMPUTER | COMPUTER UP,5404 WHITSETT AVENUE    #234,VALLEY VILLAGE,91607-1615,5404 WHITSETT 91607-1615,5404   WHITSETT AVENUE   SUITE #234,VALLEY VILLAGE,91607-1615,443120,Computer & software stores,2,07/01/2001,,"(0.0, 0.0)",,,,,,
