"permit_nbr","primary_address","zip_code","cd","pin_nbr","associated_pins","apn","zone","apc","cpa","cnc","hl","ct","group","permit_type","permit_sub_type","use_code","use_desc","submitted_date","issue_date","cofo_date","du_changed","adu_changed","square_footage","status","valuation","construction","height","type_lat_lon","lat","lon","refresh_time","work_desc"
"05010-10000-00151","3711 N PORTOLA AVE","90032","14","144A235   261","144A235   261","5218009036","RD3-1","East Los Angeles","Northeast Los Angeles","LA-32","N/A:STREET WIDTH=30' PER HILLSIDE REFERRAL 1/12/05","2015.03","Building","Bldg-New","1 or 2 Family Dwelling","1","Dwelling - Single Family","2005-01-12T00:00:00.000",,,"1",,"1242","Reviewed by Supervisor","112000","Type V-N Construction","13","ADDRESS","34.08808","-118.17189","2022-09-10T00:00:00.000","New 1-Story Single Family Dwelling."
"09014-30000-01239","1835 N SUNSET PLAZA DR","90069","4","147B169   156","147B169   156","5558013008","RE11-1","Central","Hollywood","Bel Air - Beverly Crest","YES","1943.00","Building","Bldg-Addition","1 or 2 Family Dwelling","7","Garage - Private","2009-04-21T00:00:00.000",,,"0",,"552","Reviewed by Supervisor","125000","Type V-B Construction",,"ADDRESS","34.1017","-118.38216","2022-09-10T00:00:00.000","Two Story Addition To & Remodel (E) Garage. Remove The Existing Roof Framing And Construct New Roof Framing. Add Lower Level Rec. Room (Legalize (E) Non Permitted Rec. Room)  Comply With Department Order To Comply Issued On 3/18/2009"
"08016-30000-16158","1888 CENTURY PARK EAST","90067","5","132B161    16","132B161    13; 132B161    14; 132B161    16","4319001006","C2-2-O","West Los Angeles","West Los Angeles","Westside",,"2679.01","Building","Bldg-Alter/Repair","Commercial",,,"2008-09-22T00:00:00.000",,,,,,"Corrections Issued","11250",,,"PIN","34.06111869","-118.41351328","2022-09-10T00:00:00.000","Spray Fireproofing With Retroguard-Rg By W.R. Grace. To The Structural Steel Columns And Beams At The 15th Floor.  Scope Of Work Is Limited To Grid Lines 5-10/D.5-F"
"01016-20001-10758","5353 N BALBOA BLVD","91316","5","171B133    38","171B133    38","2258027016","CR-1VLD ; P-1VLD","South Valley","Encino - Tarzana",,,"1396.00","Building","Bldg-Alter/Repair","Commercial","13","Medical Office","2002-02-04T00:00:00.000",,,,,,"Corrections Issued","10000",,,"ADDRESS","34.16853","-118.50129","2022-09-10T00:00:00.000","Revise Permit To Convert Lounge Room To Patient Recovery Room. Medical Office With Surgical Services, Not Plan-Reviewed For Oshpd Iii."
"05016-70000-23684","12233 W OCTAGON ST","90049","11","138B141   383","138B141   383","4494002020","RS-1","West Los Angeles","Brentwood - Pacific Palisades",,"YES","2623.02","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family","2005-11-02T00:00:00.000",,,,,,"Corrections Issued","3500",,,"ADDRESS","34.0729","-118.47903","2022-09-10T00:00:00.000","Remove And Rebuild Entrance Steps Along The Slope Of The House. Work Includes Ret Wall On The Side Of The Steps."
"99016-10000-23691","11800 W OLYMPIC BLVD","90064","11","123B149   515","123B149   515","4259024006","M2-1","West Los Angeles","West Los Angeles - Century City - Rancho Park",,"YES","2676.00","Building","Bldg-Alter/Repair","Commercial",,,"1999-12-17T00:00:00.000",,,,,,"Submitted","7034",,,"ADDRESS","34.03298","-118.44987","2022-09-10T00:00:00.000","Awnings (2) 3'6"" X 9' 6"" X 5'6"" (1) 14' X 5' X 5'6"""
"07030-30000-01945","33 N HALDEMAN ST","90402","11","126B129   842","126B129   842","4409029013","RE11-1","West Los Angeles","Brentwood - Pacific Palisades",,"YES","2628.02","Building","Grading","1 or 2 Family Dwelling","70","Grading - Hillside","2007-06-07T00:00:00.000",,,,,,"PC Approved","0",,,"PIN","34.03791832","-118.51332785","2022-09-10T00:00:00.000","Grading For Retaining Wall.   Supplemental To Pcis # 06014-30000-08165 & 07020-30000-02223"
"08016-20000-07731","7288 W SUNSET BLVD #202-#203","90046","4","147B181   666","147B181   666","5548019005","[Q]C2-1","Central","Hollywood","Hollywood Hills West",,"1899.02","Building","Bldg-Alter/Repair","Commercial","13","Office","2008-05-07T00:00:00.000",,,,,,"PC Info Complete","2500",,,"ADDRESS","34.09775","-118.34914","2022-09-10T00:00:00.000","Nonstructural T.I. - Add 3 Windows & One Door Between Space # 202 & #203."
"09016-10000-21014","5100 S CENTRAL AVE","90011","9","111A209   399","111A209   399","5104001001","C2-1VL","South Los Angeles","Southeast Los Angeles","Central Alameda",,"2287.10","Building","Bldg-Alter/Repair","Commercial","17","Restaurant","2009-12-22T00:00:00.000",,,,,"0","Corrections Issued","25000",,,"ADDRESS","33.997","-118.25628","2022-09-10T00:00:00.000","Pizzeria Project.  No Physical Construction, Change Of Use From Retail To Take Out Restaurant."
"01048-10000-00239","5760 S CRENSHAW BLVD","90043","8","108B185   885","108B185   885","5006009023","[Q]C2-1","South Los Angeles","West Adams - Baldwin Park - Leimert Park",,,"2346.00","Building","Sign","Onsite","19","Sign","2001-02-20T00:00:00.000",,,,,,"Corrections Issued","6700",,,"ADDRESS","33.98929","-118.33046","2022-09-10T00:00:00.000","Install One 48 Sq. Ft. Pole Sign @ 20' O.A.H."
"05020-20000-04653","22016 W SAGEBROOK ROAD","91311",,"207B101","207B101",,"(T)RE11-1",,"Chatsworth - Porter Ranch","Chatsworth","YES",,"Building","Nonbldg-New","1 or 2 Family Dwelling","23","Fence Wall","2005-12-06T00:00:00.000",,,,,,"PC Approved","4560",,,"ADDRESS","34.26472","-118.60667","2022-09-10T00:00:00.000","Proposed Proto Ii Walls ( Fence Wall) Per Plan. Ht = ?? L = ?? (7 Of 10) Tv = $65,280"
"04010-30000-00122","42 N BEVERLY PARK CIR","90210","4","153B161    39","153B161    39","4386014022","RE40-1-H","West Los Angeles","Bel Air - Beverly Crest","Bel Air - Beverly Crest","YES","2611.02","Building","Bldg-New","1 or 2 Family Dwelling",,,"2004-02-17T00:00:00.000",,,,,,"Reviewed by Supervisor","300000",,,"ADDRESS","34.11627","-118.41743","2022-09-10T00:00:00.000","New Acc. Liv. Qurters 2100sqft."
"06016-10001-05877","10250 W CONSTELLATION BLVD FLR 23","90067","5","132B161   717","132B161   717","4319004140","C2-1VL-O ; C2-2-O","West Los Angeles","West Los Angeles","Westside",,"2679.01","Building","Bldg-Alter/Repair","Commercial","13","Office","2006-07-20T00:00:00.000",,,,,,"PC Approved","301",,,"ADDRESS","34.05735","-118.41746","2022-09-10T00:00:00.000","Supplemental To Permit #06016-10000-05877 To Revise Floor Plan Layout.  Remove Non-Bearing Partitions And Enlarge Existing Office Space."
"05014-10000-11099","1637 N EASTERLY TER","90026","13","144A205   290","144A205   290","5423021010","R1-1VL","East Los Angeles","Silver Lake - Echo Park - Elysian Valley","Silver Lake","YES","1955.00","Building","Bldg-Addition","1 or 2 Family Dwelling","2","Duplex","2005-11-09T00:00:00.000",,,"0",,"221.26","Verifications in Progress","20000","Type V-N Construction","32.41","ADDRESS","34.08882","-118.26795","2022-09-10T00:00:00.000","Conversion Of (E) Basement Storage To Rec Room/Den @ Lower Basement Level."
"07019-10000-00139","3046 1/2 W 12TH PL","90006","10","129B193  1152","129B193  1152","5080012007","C2-1 ; R4-1VL","Central","Wilshire","Olympic Park",,"2132.02","Building","Bldg-Demolition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2006-12-22T00:00:00.000",,,"-1",,"0","Verifications in Progress","25000",,,"ADDRESS","34.04797","-118.30762","2022-09-10T00:00:00.000","Demolish Six Apartments (6 Applications Required)."
"01020-20000-00935","9960 N WHEATLAND AVE","91040","7","201B177    23","201B177    23","2543028011",,"North Valley","Sunland-La Tuna Cyn-Lakevw Ter-Shadow Hls-Tujunga",,"YES","1033.00","Building","Nonbldg-New","1 or 2 Family Dwelling","23","Fence Wall","2001-04-11T00:00:00.000",,,,,,"Corrections Issued","5200",,,"ADDRESS","34.25153","-118.35736","2022-09-10T00:00:00.000","New Block Wall And Retaining Wall"
"06014-20000-09239","356 N MOUNT HOLYOKE AVE","90272","11","123B125    38","123B125    38","4412023007","R1-1","West Los Angeles","Brentwood - Pacific Palisades",,"YES","2627.06","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2006-10-12T00:00:00.000",,,,,"4753","PC Info Complete","500000","Type V-N Construction","28","ADDRESS","34.03703","-118.53145","2022-09-10T00:00:00.000","39' X 64'8"" 1st, 2nd Floor & Basement Addition To (E) Sfd, & Major Remodel (E) Sfd. ( Only 2-Section  Front Wall Remain)"
"06020-10000-03345","1206 N CYPRESS AVE","90065","1","147A217   339","147A217   339","5453001016","[Q]C4-1XL","East Los Angeles","Northeast Los Angeles","Greater Cypress Park","YES","1853.20","Building","Nonbldg-New","Commercial","61","Use of Land","2006-09-06T00:00:00.000",,,,,,"Corrections Issued","15000",,,"ADDRESS","34.09524","-118.22827","2022-09-10T00:00:00.000","Recycling Collection Center In Conjunction With A Grocery Store (C/O 1985la12198). (Total Area = 350 Sf).  See Comments."
"98010-10000-00006","2223 ENTERPRISE ST","90021","14","121-5A217 120","121-5A217 119; 121-5A217 120","5166022030","M3-1","Central",,,,"2060.31","Building","Bldg-New","Commercial","13","Office","1998-01-05T00:00:00.000",,,,,"220","Corrections Issued","26500","Type V-N Construction","9.5","PIN","34.0281549","-118.2329076","2022-09-10T00:00:00.000","Office. Building 245 Sq. Ft. ( Comply W/ Dept. Order Dated: 06/25/97 # J.3001.N)"
"08016-20000-05135","11150 N GLENOAKS BLVD BLDG 40","91331","7","210B161   271","210B161   271","2536009***","[Q]RD1.5-1","North Valley","Arleta - Pacoima","Pacoima",,"1041.05","Building","Bldg-Alter/Repair","Apartment","35","Condo-Multi Family","2008-03-28T00:00:00.000",,,,,,"Reviewed by Supervisor","5280",,,"ADDRESS","34.27282","-118.41043","2022-09-10T00:00:00.000","Replace/Repair Wood Beam (Split 12x12 Wood Beam) At Exterior Wall/Overhang Above Garage Entry (For Unit #253, 254, 255)"
"08010-30000-02864","2828 S TILDEN AVE","90064","5","123B157  1143","123B157  1143","4251005010","R1-1","West Los Angeles","West Los Angeles","Westside",,"2717.02","Building","Bldg-New","1 or 2 Family Dwelling","7","Carport","2008-11-20T00:00:00.000",,,,,,"Corrections Issued","2500","Type V-B Construction",,"ADDRESS","34.03009","-118.42774","2022-09-10T00:00:00.000","New 2 Car Carpot At Rear Of The Property Per City Standard Detail P/Bc 2002-009."
"05019-30000-00403","7706 S TOLAND AVE","90045","11","099B173   323","099B173   323","4127015010","R1-1","West Los Angeles","Westchester - Playa del Rey","Westchester-Playa del Rey",,"2771.00","Building","Bldg-Demolition","1 or 2 Family Dwelling",,,"2005-02-17T00:00:00.000",,,,,,"Corrections Issued","0",,,"ADDRESS","33.96777","-118.37667","2022-09-10T00:00:00.000","Demo (E) S.F.D. W/ Att. Garage."
"04016-30000-02887","5110 W WASHINGTON BLVD","90016","10","126B181   960","126B181   960","5062006028","C2-1","South Los Angeles","West Adams - Baldwin Park - Leimert Park","Mid City",,"2185.00","Building","Bldg-Alter/Repair","Apartment","11","Boarding House","2004-02-17T00:00:00.000",,,,,,"Reviewed by Supervisor","4000",,,"ADDRESS","34.04085","-118.35131","2022-09-10T00:00:00.000","***Comply With Department Order Dated 11/11/2003***Englose (E) 2-Car Carport And Convert It Into Storage, The Parking Spaces Will Be Located At ___???????___"
"06010-10000-05463","3044-3048 1/2 W 12TH PL","90006","10","129B193  1152","129B193  1152","5080012007","C2-1 ; R4-1VL","Central","Wilshire","Olympic Park",,"2132.02","Building","Bldg-New","Apartment","5","Apartment","2006-12-12T00:00:00.000",,,"32",,"41532","Verifications in Progress","4800000","Type V-1HR Construction","45","ADDRESS","34.04797","-118.30757","2022-09-10T00:00:00.000","Proposed Four Story, Type V-1hr 32 Unit Apt Over Two Story, Type I Basement Parking Garage."
"06010-30000-00409","3984 S MOORE ST","90066","11","111B153  1266","111B153  1266","4236021016","R3-1","West Los Angeles","Palms - Mar Vista - Del Rey","Mar Vista",,"2722.02","Building","Bldg-New","Apartment","5","Apartment","2006-02-02T00:00:00.000",,,"5",,"7609","Reviewed by Supervisor","854000","Type V-1HR Construction","42.7","ADDRESS","33.99633","-118.43763","2022-09-10T00:00:00.000","5 Unit Multi-Family Apartment With Partially Subterrian Parking."
"05019-40000-02535","1650 W 216TH ST","90501","15","051B193   851","051B193   851","7349033005","R1-1","Harbor","Harbor Gateway","Harbor Gateway South",,"2932.01","Building","Bldg-Demolition","1 or 2 Family Dwelling",,,"2005-10-13T00:00:00.000",,,,,,"PC Approved","301",,,"ADDRESS","33.83237","-118.30822","2022-09-10T00:00:00.000","Demo (2) Car Garage. ***Dpi****"
"07016-10000-07721","19901 W NORDHOFF ST BLG 5","91324","12","195B113    15","195B113    15","2782037010","MR2-1 ; P-1","North Valley","Chatsworth - Porter Ranch","Chatsworth",,"1134.01","Building","Bldg-Alter/Repair","Commercial","12","Manufacturing","2007-05-04T00:00:00.000",,,,,,"PC Info Complete","12000",,,"ADDRESS","34.23201","-118.56708","2022-09-10T00:00:00.000","Proposed (4) - 3'-9""W X 6'-2""L Platroom At Roof For Hvac Equipment Units For Building No.: 5."
"03016-10000-15225","2231 E 7TH ST units  A-B","90023","14","124-5A219 226","124-5A219 226","5171020018","M2-1","East Los Angeles","Boyle Heights","Boyle Heights",,"2060.50","Building","Bldg-Alter/Repair","Apartment","27","Artist-in-Residence","2003-08-01T00:00:00.000",,,,,,"Corrections Issued","30000",,,"ADDRESS","34.03468","-118.22408","2022-09-10T00:00:00.000","Change Of Use From Bar/Restaurant To 2-Units Of Artist In Residence And Interior Remodel,  B/R-3 Occupancy."
"08010-10001-00929","777 N BONHILL ROAD","90049","11","138B141   384","138B141   384","4494012001","RA-1","West Los Angeles","Brentwood - Pacific Palisades",,"YES","2623.03","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling",,,"2009-02-26T00:00:00.000",,,,,,"Reviewed by Supervisor","0",,,"ADDRESS","34.0725","-118.48279","2022-09-10T00:00:00.000","Supplemental Plan Check To Plan Ck # 08010-10000-00929,  Reduced Size Of The House By About 1500 Sq.Ft. And Shifted House To The East   (Plan Check Only)"
"04020-20000-03069","5900 N PENFIELD AVE","91367","3","177B113   216","177B113   216","2153004014","RA-1","South Valley","Canoga Park-West Hills-Winnetka-Woodland Hills","Woodland Hills-Warner Center",,"1393.01","Building","Nonbldg-New","1 or 2 Family Dwelling",,,"2004-08-12T00:00:00.000",,,,,,"Corrections Issued","6000",,,"ADDRESS","34.17829","-118.56999","2022-09-10T00:00:00.000","75 Lineal Feet Concrete Block Retaining Wall With 10 Foot Max Height."
"08016-20000-17743","13931 N BALBOA BLVD","91342","7","228B137   228","228B137   228","2603025026","[Q]M1-1","North Valley","Sylmar","Sylmar","YES","1065.10","Building","Bldg-Alter/Repair","Commercial","22","Warehouse","2008-10-17T00:00:00.000",,,,,,"Verifications in Progress","40000",,,"ADDRESS","34.32381","-118.49103","2022-09-10T00:00:00.000","1100 Sq Ft Storage Room Within Warehouse Space, 30' X 40'"
"05019-10000-00848","2230 N GRIFFIN AVE","90031","1","138A223   323","138A223   323","5204025011","RD2-1-HPOZ","East Los Angeles","Northeast Los Angeles","Lincoln Heights",,"1998.00","Building","Bldg-Demolition","1 or 2 Family Dwelling","7","Garage - Private","2005-04-14T00:00:00.000",,,,,,"PC Approved","500",,,"ADDRESS","34.07113","-118.21146","2022-09-10T00:00:00.000","Demo Ex. Garage.  Provide Two Open Spaces. Handwrecking Method"
"01010-20001-01036","5310 N MEDINA ROAD","91364","3","171B105   362","171B105   362","2168002018","RE40-1","South Valley","Canoga Park-West Hills-Winnetka-Woodland Hill",,"YES","1375.02","Building","Nonbldg-Alter/Repair","1 or 2 Family Dwelling","23","Miscellaneous Bldg/Structure","2002-05-06T00:00:00.000",,,"1",,,"Reviewed by Supervisor","10000",,,"ADDRESS","34.16588","-118.59868","2022-09-10T00:00:00.000","Revise Permit No. 010100 20000 01036 (01vn 02612) To Change Driveway Access -Detail Changes."
"03016-10000-00383","1405 N NORMANDIE AVE","90027","13","147A195   170","147A195   170","5544037032","RD1.5-1XL","Central","Hollywood",,,"1911.10","Building","Bldg-Alter/Repair","Apartment","5","Apartment","2003-01-08T00:00:00.000",,,"1",,"700","Reviewed by Supervisor","20000","Type V-1HR Construction",,"ADDRESS","34.09688","-118.30069","2022-09-10T00:00:00.000","Convert Apartment'S Ground-Floor Rec. Room To Dwelling Unit To Change Number Of Units From 7 To 8."
"07010-20000-02167","10150 N WEALTHA AVE","91352","7","204B173   139","204B173   139","2528017001","RA-1-K","North Valley","Sun Valley - La Tuna Canyon","Foothill Trails District","YES","1211.02","Building","Bldg-New","1 or 2 Family Dwelling","1","Dwelling - Single Family","2007-05-22T00:00:00.000",,,"1",,"3998","Reviewed by Supervisor","400000","Type V-N Construction","28","ADDRESS","34.25494","-118.37625","2022-09-10T00:00:00.000","New Sfd With Attached Garage (Tract Homes - Model ""B"")"
"01030-10000-01444","555 W CESAR E CHAVEZ AVE","90012","1","133-5A213 197","133-5A213 197","5407025016","R4-1","Central","Central City North",,"YES","2071.02","Building","Grading","Apartment",,,"2001-06-21T00:00:00.000",,,,,,"Corrections Issued","4000",,,"ADDRESS","34.05989","-118.24228","2022-09-10T00:00:00.000","Site Grading. (Bbsc Approved Haul Route Application On 11/27/01 - Okay To Issue Permit After 10-Day Appeal Period.)"
"09020-10000-02999","17543 W TRAMONTO DR","90272","11","126B117   378","126B117   378","4416024049","R1-1","West Los Angeles","Brentwood - Pacific Palisades",,"YES","2626.04","Building","Nonbldg-New","1 or 2 Family Dwelling","23","Shoring (Temporary)","2009-11-17T00:00:00.000",,,,,,"Reviewed by Supervisor","75000",,,"ADDRESS","34.04164","-118.55842","2022-09-10T00:00:00.000","Shoring For New Single Family Dwelling."
"09014-10000-02002","1244 S LUCERNE BLVD","90019","10","129B185   755","129B185   755","5082009007","R1-1-O","Central","Wilshire","Olympic Park",,"2128.00","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2009-06-16T00:00:00.000",,,,,"298","PC Info Complete","50000","Type V-B Construction",,"ADDRESS","34.04969","-118.33097","2022-09-10T00:00:00.000","One-Story 14'-2"" X 21'-0"" (298 S.F.) Addition To Existing One-Story Single Family Dwelling. Comply With Department Order Effective Date 06/04/2008. Permit Will Expire 30 Days From Issuance Date."
"05010-30000-04037","10322 W LORENZO DR","90064","5","126B161   269","126B161   269","4318031017","R1-1-O","West Los Angeles","West Los Angeles","Westside",,"2693.00","Building","Bldg-New","1 or 2 Family Dwelling","1","Dwelling - Single Family","2005-08-05T00:00:00.000",,,"1",,"5750","Verifications in Progress","861000","Type V-N Construction",,"ADDRESS","34.04017","-118.40721","2022-09-10T00:00:00.000","New 2-Story House With Basement/Garage."
"08014-20000-04140","15544 W SAN FERNANDO MISSION BLVD","91345","7","210B145   159","210B145   159","2664018030","[Q]C2-1VL","North Valley","Mission Hills - Panorama City - North Hills","Mission Hills",,"1091.00","Building","Bldg-Addition","Commercial","16","Retail","2008-09-08T00:00:00.000",,,,,"1947","Verifications in Progress","45000","Type V-B Construction","16.67","ADDRESS","34.2717","-118.47115","2022-09-10T00:00:00.000","10'X36' Addition To (E) Mini-Market"
"09016-10000-09124","6100 N WOODLEY AVE","91436","6","177B141     3","177B141     3","2251002903","OS-1XL ; [Q]PF-1XL","South Valley","Encino - Tarzana","Encino;Lake Balboa",,"9800.24","Building","Bldg-Alter/Repair","Commercial","23","Miscellaneous Bldg/Structure","2009-06-19T00:00:00.000",,,,,,"PC Info Complete","1200000",,,"ADDRESS","34.18088","-118.48309","2022-09-10T00:00:00.000","Install Solar Panel On Roof Top Per Engineer'S Detail For Building #4"
"07016-20000-06629","19825 W GILMORE ST","91367","3","180B113   726","180B113   726","2134027005","RS-1","South Valley","Canoga Park-West Hills-Winnetka-Woodland Hills","Woodland Hills - Warner Center",,"1349.01","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family","2007-04-11T00:00:00.000",,,"0",,"2200","Verifications in Progress","170000","Type V-N Construction","25","ADDRESS","34.18759","-118.56532","2022-09-10T00:00:00.000","Fire Damage Repair. ( One Story Sfd)"
"02020-30000-03647","645 N SAN LORENZO ST","90402","11","124-5A133  72","124-5A133  72","4408031043","R1-1","West Los Angeles","Brentwood - Pacific Palisades",,"YES","2628.02","Building","Nonbldg-New","1 or 2 Family Dwelling","23","Shoring (Temporary)","2002-11-08T00:00:00.000",,,,,,"Reviewed by Supervisor","25000",,,"ADDRESS","34.03598","-118.50948","2022-09-10T00:00:00.000","Temporary Shoring Supported On 7 Soldier Piles Along The Property Line For The Construction Of A New Single Family Dwelling With A Basement Under Permit 02wl82205."
"07014-10000-07210","656 W FLORENCE AVE","90044","8","102B201   925","102B201   925","6020027011","C2-1VL","South Los Angeles","South Los Angeles",,,"2377.10","Building","Bldg-Addition","Commercial",,,"2007-10-12T00:00:00.000",,,,,"735","Reviewed by Supervisor","50000","Type V-1HR Construction","13.5","ADDRESS","33.97448","-118.28524","2022-09-10T00:00:00.000","Commercial Addition, Retail Addition To Existing Store, To The Front Structure Of The Lot."
"06014-10000-01700","411 N CENTER ST","90012","14","130-5A217 273","130-5A217 273","5173016008","M3-1","Central","Central City North","Historic Cultural",,"2060.31","Building","Bldg-Addition","Commercial","16","Bakery","2006-02-27T00:00:00.000",,,,,,"Verifications in Progress","218000",,,"ADDRESS","34.05134","-118.23172","2022-09-10T00:00:00.000","Addition Of 29 X 69' Loading Dock And T.I. To Convert (E) Loading Area To Lunch Room For Employee. Add 30' X 47' Storage Room At 2nd Floor."
"01016-20000-18494","11185 W FLEETWOOD ST","91352","6","195B173   386","195B173   386","2408025024","[T][Q]M2-1","North Valley","Sun Valley",,,"1211.02","Building","Bldg-Alter/Repair","Commercial","1","Dwelling - Single Family","2001-09-26T00:00:00.000",,,"-1",,"1518","Corrections Issued","3500","Type V-N Construction",,"ADDRESS","34.22932","-118.37511","2022-09-10T00:00:00.000","Chg Of Use From Sfd To Wholesale Used Auto Parts."
"05016-20000-23061","1500 N AVENUE 53","90042","14","156A227   277","156A227   252; 156A227   259; 156A227   265; 156A227   274; 156A227   277","5479012017","R1-1","East Los Angeles","Northeast Los Angeles","Historic Highland Park","YES","1833.00","Building","Bldg-Alter/Repair","Commercial","6","Church","2005-10-26T00:00:00.000",,,,,,"Not Ready to Issue","55000",,,"ADDRESS","34.1213","-118.20009","2022-09-10T00:00:00.000","Fire Damage Repair On The South West Corner Of The Church"
