SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-410780981,12/31/2016 11:19:00 AM,01/07/2017 12:42:00 PM,SR Created,BOS,Homeless Encampment,Closed,Self Service,,N,WV,01/07/2017 12:00:00 AM,01/07/2017 12:42:00 PM,Y,N,"22255 W BURTON ST, 91304",22255,W,BURTON,ST,91304,34.21877649,-118.6122255,"(34.2187764928, -118.612225466)",529,J,2,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA,4279,279,267,,4,37
1-410733381,12/31/2016 10:33:00 AM,01/03/2017 01:42:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,Y,EV,01/03/2017 12:00:00 AM,01/03/2017 01:42:00 PM,Y,,"8520 W FORSYTHE ST, 91040",8520,W,FORSYTHE,ST,91040,34.26591349,-118.3188917,"(34.2659134885, -118.318891694)",503,F,2,North Valley APC,7,Vacant,10,SUNLAND-TUJUNGA NC,FOOTHILL,3221,13,531,,1,7
1-410680424,12/31/2016 09:35:00 AM,01/06/2017 02:02:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,N,EV,01/06/2017 12:00:00 AM,01/06/2017 02:02:00 PM,Y,,"9740 N SEPULVEDA BLVD, 91343",9740,N,SEPULVEDA,BLVD,91343,34.24755392,-118.4672362,"(34.2475539156, -118.467236237)",501,H,5,North Valley APC,7,Vacant,112,NORTH HILLS EAST,MISSION,18914,115,639,,1,73
1-410670716,12/31/2016 09:19:00 AM,01/06/2017 01:04:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,N,WLA,01/06/2017 12:00:00 AM,01/06/2017 01:04:00 PM,Y,,"12121 W GILMORE AVE, 90066",12121,W,GILMORE,AVE,90066,33.99424966,-118.4207015,"(33.9942496604, -118.420701527)",672,D,5,West Los Angeles APC,11,Mike Bonin,70,DEL REY NC,PACIFIC,24031,918,1137,10,10,85
1-410615811,12/31/2016 08:26:00 AM,01/05/2017 10:22:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,SLA,01/05/2017 12:00:00 AM,01/05/2017 10:22:00 AM,Y,N,"134 E 71ST ST, 90003",134,E,71ST,ST,90003,33.97522316,-118.2726089,"(33.9752231563, -118.272608851)",674,C,7,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),NEWTON,22352,788,995,7,13,46
1-410535941,12/30/2016 10:26:00 PM,01/07/2017 09:41:00 AM,SR Created,BOS,Homeless Encampment,Closed,Self Service,,N,NC,01/07/2017 12:00:00 AM,01/07/2017 09:41:00 AM,Y,N,"7TH ST AT SERRANO AVE, 90005",,,,,90005,34.05967647,-118.3066264,"(34.0596764667, -118.306626386)",633,H,3,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22722,609,638,,12,89
1-410525134,12/30/2016 09:45:00 PM,01/06/2017 12:08:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,N,WV,01/06/2017 12:00:00 AM,01/06/2017 12:08:00 PM,Y,,"19259 W VENTURA BLVD, 91356",19259,W,VENTURA,BLVD,91356,34.17279965,-118.5529567,"(34.1727996508, -118.55295667)",560,G,2,South Valley APC,3,Bob Blumenfield,17,TARZANA NC,WEST VALLEY,19339,321,1494,6,4,10
1-410513867,12/30/2016 07:31:00 PM,01/06/2017 12:46:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Android,Y,WLA,01/06/2017 12:00:00 AM,01/06/2017 12:46:00 PM,Y,,"143 N LA BREA AVE, 90036",143,N,LA BREA,AVE,90036,34.07477007,-118.3442758,"(34.0747700723, -118.344275811)",633,D,1,Central APC,5,Paul Koretz,58,MID CITY WEST CC,WILSHIRE,23667,623,1260,,6,26
1-410490656,12/30/2016 05:42:00 PM,03/17/2017 06:37:00 AM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,N,EV,01/12/2017 12:00:00 AM,03/17/2017 06:37:00 AM,Y,,"15554 W LASSEN ST, 91345",15554,W,LASSEN,ST,91345,34.24992449,-118.471591,"(34.2499244902, -118.471591031)",501,G,5,North Valley APC,7,Vacant,112,NORTH HILLS EAST,MISSION,18914,116,639,,1,73
1-410465803,12/30/2016 04:54:00 PM,01/20/2017 08:32:00 AM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,N,NC,01/19/2017 12:00:00 AM,01/20/2017 08:32:00 AM,Y,,"1710 N KINGSLEY DR, 90027",1710,N,KINGSLEY,DR,90027,34.1020233,-118.3034265,"(34.102023303, -118.303426525)",593,J,4,Central APC,13,Mitch O'Farrell,36,LOS FELIZ NC,HOLLYWOOD,23445,418,470,16,8,3
1-410450381,12/30/2016 04:39:00 PM,01/07/2017 09:43:00 AM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Android,N,NC,01/07/2017 12:00:00 AM,01/07/2017 09:43:00 AM,Y,,"762 S SERRANO AVE, 90005",762,S,SERRANO,AVE,90005,34.058014,-118.3064595,"(34.0580140047, -118.306459547)",633,H,3,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22722,609,638,,12,89
1-410435261,12/30/2016 04:26:00 PM,01/17/2017 12:39:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,N,NC,01/05/2017 12:00:00 AM,01/17/2017 12:39:00 PM,Y,,"416 N NORTH MAIN ST, 90012",416,N,NORTH MAIN,ST,90012,34.0558105,-118.2398231,"(34.0558105041, -118.239823109)",634,G,3,Central APC,14,Jose Huizar,46,HISTORIC CULTURAL NC,CENTRAL,22728,539,1322,,9,28
1-410424961,12/30/2016 04:16:00 PM,08/09/2017 11:43:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,08/09/2017 11:43:00 AM,Y,N,"5254 W 93RD ST, 90045",5254,W,93RD,ST,90045,33.95150414,-118.3719015,"(33.9515041424, -118.371901504)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410423861,12/30/2016 04:13:00 PM,01/17/2017 09:43:00 AM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,N,NC,01/04/2017 12:00:00 AM,01/17/2017 09:43:00 AM,Y,,"AVENUE 38 AT PASADENA AVE, 90031",,,,,90031,34.08999925,-118.2111337,"(34.0899992508, -118.211133661)",595,A,5,East Los Angeles APC,1,Gilbert Cedillo,42,ARROYO SECO NC,NORTHEAST,23448,491,602,,11,92
1-410420711,12/30/2016 04:09:00 PM,08/09/2017 11:40:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,08/09/2017 11:40:00 AM,Y,N,"5302 W 93RD ST, 90045",5302,W,93RD,ST,90045,33.95147793,-118.3728342,"(33.9514779339, -118.372834224)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410413881,12/30/2016 04:01:00 PM,08/09/2017 11:43:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,08/09/2017 11:42:00 AM,Y,N,"9218 S HINDRY PL, 90045",9218,S,HINDRY,PL,90045,33.95192766,-118.3724455,"(33.9519276574, -118.372445453)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410400341,12/30/2016 03:56:00 PM,08/09/2017 11:42:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,08/09/2017 11:42:00 AM,Y,N,"5433 W 93RD ST, 90045",5433,W,93RD,ST,90045,33.95171862,-118.375068,"(33.9517186208, -118.375068006)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410395671,12/30/2016 03:49:00 PM,08/09/2017 11:41:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,08/09/2017 11:41:00 AM,Y,N,"5505 W 93RD ST, 90045",5505,W,93RD,ST,90045,33.95171296,-118.3756719,"(33.9517129552, -118.375671892)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410392191,12/30/2016 03:49:00 PM,01/06/2017 10:04:00 AM,SR Created,BOS,Homeless Encampment,Closed,Self Service,,Y,WV,01/06/2017 12:00:00 AM,01/06/2017 10:04:00 AM,Y,N,"17301 W OXNARD ST, 91316",17301,W,OXNARD,ST,91316,34.18034552,-118.5099626,"(34.1803455175, -118.509962563)",531,C,7,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,4286,2337,1223,,3,62
1-410391781,12/30/2016 03:47:00 PM,06/22/2017 08:45:00 AM,SR Created,BOS,Homeless Encampment,Closed,Self Service,,N,EV,01/11/2017 12:00:00 AM,06/22/2017 08:20:00 AM,Y,N,"VAN NUYS BLVD AT KILLION ST, 91411",,,,,91411,34.17119364,-118.4488628,"(34.1711936393, -118.448862772)",562,A,2,South Valley APC,4,David Ryu,20,VAN NUYS NC,VAN NUYS,19735,247,346,,7,18
1-410379001,12/30/2016 03:43:00 PM,01/09/2017 11:59:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,NC,01/09/2017 12:00:00 AM,01/09/2017 11:59:00 AM,Y,N,"ARLINGTON AVE AT OLYMPIC BLVD, 90019",,,,,90019,34.05253192,-118.3150749,"(34.0525319228, -118.315074864)",633,G,4,Central APC,4,David Ryu,104,OLYMPIC PARK NC,OLYMPIC,23080,612,1229,,12,52
1-410374271,12/30/2016 03:42:00 PM,08/09/2017 11:42:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,08/09/2017 11:42:00 AM,Y,N,"9302 S ISIS AVE, 90045",9302,S,ISIS,AVE,90045,33.95137155,-118.375408,"(33.9513715514, -118.375407989)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410373241,12/30/2016 03:40:00 PM,01/18/2017 09:49:00 AM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,Y,NC,01/09/2017 12:00:00 AM,01/18/2017 09:49:00 AM,Y,N,"2101 N CYRIL AVE, 90032",2101,N,CYRIL,AVE,90032,34.06732869,-118.1829569,"(34.0673286919, -118.182956869)",635,E,1,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK,23449,501,771,,9,91
1-410365741,12/30/2016 03:35:00 PM,08/09/2017 11:39:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,08/09/2017 11:39:00 AM,Y,N,"9305 S ISIS AVE, 90045",9305,S,ISIS,AVE,90045,33.95140222,-118.3757252,"(33.9514022217, -118.375725187)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410354701,12/30/2016 03:27:00 PM,02/23/2017 07:14:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,02/23/2017 07:14:00 AM,Y,N,"9717 S ISIS AVE, 90045",9717,S,ISIS,AVE,90045,33.94834543,-118.3772751,"(33.9483454278, -118.377275148)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410340741,12/30/2016 03:20:00 PM,08/09/2017 11:39:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,08/09/2017 11:39:00 AM,Y,N,"9519 S ISIS AVE, 90045",9519,S,ISIS,AVE,90045,33.9497444,-118.3766716,"(33.9497444048, -118.376671609)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410330051,12/30/2016 03:13:00 PM,05/24/2017 05:55:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,05/24/2017 05:55:00 AM,Y,N,"5502 W 96TH ST, 90045",5502,W,96TH,ST,90045,33.94950408,-118.3770405,"(33.9495040811, -118.377040459)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410317761,12/30/2016 03:03:00 PM,08/09/2017 11:40:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,08/09/2017 11:40:00 AM,Y,N,"9524 S GLASGOW PL, 90045",9524,S,GLASGOW,PL,90045,33.9494042,-118.3713949,"(33.9494042001, -118.371394859)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410308591,12/30/2016 02:57:00 PM,02/09/2017 11:15:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,02/09/2017 11:15:00 AM,Y,N,"9521 S GLASGOW PL, 90045",9521,S,GLASGOW,PL,90045,33.94951458,-118.3717885,"(33.9495145778, -118.371788498)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410288741,12/30/2016 02:49:00 PM,08/09/2017 11:39:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,08/09/2017 11:39:00 AM,Y,N,"5266 W 96TH ST, 90045",5266,W,96TH,ST,90045,33.94919555,-118.3721334,"(33.949195548, -118.372133448)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410271481,12/30/2016 02:39:00 PM,11/15/2017 10:20:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,11/15/2017 10:13:00 AM,Y,N,"9736 S GLASGOW PL, 90045",9736,S,GLASGOW,PL,90045,33.94755391,-118.3716521,"(33.9475539102, -118.371652075)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410269214,12/30/2016 02:36:00 PM,01/03/2017 02:10:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,N,EV,01/03/2017 12:00:00 AM,01/03/2017 02:10:00 PM,Y,,"11805 W TERRA BELLA ST, 91342",11805,W,TERRA BELLA,ST,91342,34.2785946,-118.3907618,"(34.2785946007, -118.390761808)",502,G,1,North Valley APC,7,Vacant,9,FOOTHILL TRAILS DISTRICT NC,FOOTHILL,18912,16,1559,,1,9
1-410259871,12/30/2016 02:29:00 PM,03/10/2017 06:28:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,NC,01/19/2017 12:00:00 AM,03/10/2017 06:28:00 AM,Y,N,"MELROSE AVE AT NORMANDIE AVE, 90004",,,,,90004,34.0835443,-118.3004891,"(34.0835443036, -118.300489111)",593,J,6,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,RAMPART,22721,452,932,,8,89
1-410237651,12/30/2016 02:15:00 PM,08/07/2017 06:43:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,08/07/2017 06:40:00 AM,Y,N,"9750 S HINDRY PL, 90045",9750,S,HINDRY,PL,90045,33.94704006,-118.37344,"(33.9470400637, -118.373440019)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410228861,12/30/2016 02:10:00 PM,06/20/2017 10:42:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,Y,NC,01/19/2017 12:00:00 AM,06/20/2017 10:39:00 AM,Y,N,"1407 N VERMONT AVE, 90027",1407,N,VERMONT,AVE,90027,34.09717185,-118.2921102,"(34.0971718517, -118.292110154)",594,A,5,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST,23445,430,574,16,8,58
1-410221981,12/30/2016 02:08:00 PM,11/15/2017 10:14:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,11/15/2017 10:14:00 AM,Y,N,"5301 W 99TH PL, 90045",5301,W,99TH,PL,90045,33.94625403,-118.3736359,"(33.9462540261, -118.373635929)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410223495,12/30/2016 02:07:00 PM,01/06/2017 02:51:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,N,EV,01/06/2017 12:00:00 AM,01/06/2017 02:51:00 PM,Y,,"9740 N SEPULVEDA BLVD, 91343",9740,N,SEPULVEDA,BLVD,91343,34.24755392,-118.4672362,"(34.2475539156, -118.467236237)",501,H,5,North Valley APC,7,Vacant,112,NORTH HILLS EAST,MISSION,18914,115,639,,1,73
1-410213861,12/30/2016 02:01:00 PM,11/15/2017 10:14:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,11/15/2017 10:14:00 AM,Y,N,"5469 W 99TH PL, 90045",5469,W,99TH,PL,90045,33.94680131,-118.3770482,"(33.946801312, -118.377048223)",703,A,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410207641,12/30/2016 01:56:00 PM,05/09/2017 10:22:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,NC,01/18/2017 12:00:00 AM,05/09/2017 10:22:00 AM,Y,N,"EMERALD ST AT 2ND ST, 90026",,,,,90026,34.05947413,-118.2573099,"(34.059474127, -118.257309913)",634,E,3,Central APC,1,Gilbert Cedillo,52,DOWNTOWN LOS ANGELES,RAMPART,23444,548,847,54,11,76
1-410201881,12/30/2016 01:52:00 PM,03/24/2017 06:48:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,03/24/2017 06:48:00 AM,Y,N,"9813 S ISIS AVE, 90045",9813,S,ISIS,AVE,90045,33.94720731,-118.3774475,"(33.9472073084, -118.377447535)",702,J,4,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-410183871,12/30/2016 01:46:00 PM,01/06/2017 09:24:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,SLA,01/06/2017 12:00:00 AM,01/06/2017 09:24:00 AM,Y,N,"68TH ST AT VERMONT AVE, 90044",,,,,90044,33.97818548,-118.2917902,"(33.9781854817, -118.291790204)",674,A,7,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,77TH STREET,23675,771,1160,7,14,35
1-410170591,12/30/2016 01:36:00 PM,01/17/2017 01:05:00 PM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,NC,01/05/2017 12:00:00 AM,01/17/2017 01:05:00 PM,Y,N,"456 S LAKE ST, 90057",456,S,LAKE,ST,90057,34.06144403,-118.2749957,"(34.0614440252, -118.274995668)",634,C,2,Central APC,1,Gilbert Cedillo,54,MACARTHUR PARK NC,RAMPART,24352,559,690,,11,63
1-410165961,12/30/2016 01:32:00 PM,01/17/2017 12:31:00 PM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,NC,01/05/2017 12:00:00 AM,01/17/2017 12:31:00 PM,Y,N,"2117 W 6TH ST, 90057",2117,W,6TH,ST,90057,34.0601588,-118.2755434,"(34.0601587989, -118.275543431)",634,C,3,Central APC,1,Gilbert Cedillo,54,MACARTHUR PARK NC,RAMPART,24352,559,690,,11,63
1-410151991,12/30/2016 01:25:00 PM,01/07/2017 12:21:00 PM,SR Created,BOS,Homeless Encampment,Closed,Call,,Y,WV,01/07/2017 12:00:00 AM,01/07/2017 12:21:00 PM,Y,N,"6904 N ETON AVE, 91303",6904,N,ETON,AVE,91303,34.1958177,-118.5953576,"(34.1958176984, -118.595357568)",530,B,5,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA,4278,286,951,,4,37
1-410150802,12/30/2016 01:24:00 PM,04/04/2017 12:31:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Android,Y,EV,01/11/2017 12:00:00 AM,04/04/2017 12:31:00 PM,Y,,"15151 W SAN FERNANDO MISSION BLVD, 91345",15151,W,SAN FERNANDO MISSION,BLVD,91345,34.27285681,-118.4619695,"(34.2728568064, -118.461969532)",501,H,2,North Valley APC,7,Vacant,101,MISSION HILLS NC,MISSION,19330,67,302,,1,4
1-410084297,12/30/2016 12:46:00 PM,05/25/2017 07:35:00 AM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Android,N,NC,01/09/2017 12:00:00 AM,05/25/2017 07:35:00 AM,Y,,"843 S IROLO ST, 90005",843,S,IROLO,ST,90005,34.05662654,-118.301101,"(34.056626542, -118.301101031)",633,J,3,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22722,607,647,,12,89
1-410077151,12/30/2016 12:41:00 PM,01/17/2017 12:30:00 PM,SR Created,BOS,Homeless Encampment,Closed,Self Service,,N,NC,01/05/2017 12:00:00 AM,01/17/2017 12:30:00 PM,Y,N,"1000 W 6TH ST, 90017",1000,W,6TH,ST,90017,34.05285208,-118.2599618,"(34.0528520765, -118.259961812)",634,E,4,Central APC,1,Gilbert Cedillo,52,DOWNTOWN LOS ANGELES,RAMPART,23078,567,847,54,11,76
