LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000001345-0001-8,STANLEY RICHARD FRIESEN,BIRDBRAIN ARTS,16600 HAMLIN STREET,LAKE BALBOA,91406-5615,16600 HAMLIN 91406-5615,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,01/01/1999,,,,,,,,
0000001395-0001-6,CALIFORNIA CHRISTIAN COUNSELING CENTER,,7120 HAYVENHURST AVENUE #118,VAN NUYS,91406-3813,7120 HAYVENHURST 91406-3813,,,,561500,Travel arrangement & reservation services,6,11/01/1991,,"(34.1997, -118.4923)",19734,3,2325,300,,61
0000001478-0018-5,AIDS HEALTHCARE FOUNDATION,,6909 SEPULVEDA BLVD,VAN NUYS,91405-3505,6909 Sepulveda 91405-3505,6255 W SUNSET BLVD FLOOR #21,LOS ANGELES,90028-7422,541990,"All other professional, scientific, & technical services",6,11/14/2018,,"(34.196, -118.4668)",19733,3,228,295,,18
0000001542-0002-9,CALIFORNIA CHILDRENS ACADEMY,CALIFORNIA CHILDRENS ACADEMY,14649   SATICOY STREET,VAN NUYS,91405-1243,14649 SATICOY 91405-1243,2701 N MAIN STREET,LOS ANGELES,90031-3320,624410,Child day care services,6,07/01/2016,,"(34.209, -118.4525)",19733,3,218,263,,18
0000001543-0001-5,CALIFORNIA CHILDREN'S ACADEMY,,7817 LANKERSHIM BLVD,NORTH HOLLYWOOD,91605-2523,7817 LANKERSHIM 91605-2523,,,,624410,Child day care services,6,12/01/1991,,,,,,,,
0000001584-0001-4,APS WATER SERVICES CORPORATION,,7320 VALJEAN AVENUE,VAN NUYS,91406-3413,7320 VALJEAN 91406-3413,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,01/01/1992,,"(34.2036, -118.4859)",19734,3,2325,261,,61
0000001639-0001-7,SAN FERNANDO VALLEY COMMUNITY MENTAL HEALTH CENTER INC,THERAPEUTIC BEHAVIORAL SERVICES,14412 HAMLIN STREET,VAN NUYS,91401-1409,14412 HAMLIN 91401-1409,6842 VAN NUYS BLVD FLOOR #6TH,VAN NUYS,91405-4650,621400,Outpatient  care centers,6,01/01/2001,,"(34.1886, -118.4467)",19729,3,236,290,,18
0000001681-0001-9,LATIN AMERICAN CIVIC ASSOICATION OF THE SAN FERNANDO VALLEY,,15550 RAYEN STREET,NORTH HILLS,91343-5044,15550 RAYEN 91343-5044,340 PARKSIDE DRIVE,SAN FERNANDO,91340-3035,531100,Lessors of real estate (including mini warehouses & self-storage units),6,06/10/1992,,"(34.2319, -118.4714)",18914,3,123,420,,73
0000001765-0003-4,REGINALD T THORNTON,,6930 DE CELIS PLACE,LAKE BALBOA,91406-4639,6930 De Celis 91406-4639,POST OFFICE BOX #75957,LOS ANGELES,90075-0957,711510,"Independent artists, writers, & performers",6,01/01/2019,,"(34.1966, -118.494)",19734,3,263,300,,61
0000001766-0001-2,DISABILITY RIGHTS CALIFORNIA,OFFICE OF CLIENTS' RIGHTS ADVOCACY,15400 SHERMAN WAY #300,VAN NUYS,91406-4272,15400 SHERMAN 91406-4272,100 HOWE AVENUE SUITE #185N,SACRAMENTO,95825-8219,624100,Individual & family services,6,08/08/1996,,"(34.2011, -118.4684)",19734,3,220,295,,18
0000001796-0001-3,SAN FERNANDO VALLEY COMMUNITY MENTAL HEALTH CENTERS INC,,6930 BEVIS AVENUE,VAN NUYS,91405-3844,6930 BEVIS 91405-3844,6931 VAN NUYS BLVD #3 FL,VAN NUYS,91405-3937,721310,Rooming & boarding houses,6,11/26/1982,,"(34.1964, -118.4563)",19733,3,229,288,,18
0000001895-0001-7,GNOSTIC INSTITUTE OF ANTHROPOLOGY,,14349 VICTORY BLVD #103,VAN NUYS,91401-6517,14349 VICTORY 91401-6517,,,,611000,"Educational services (including schools, colleges, & universities)",6,07/23/1997,,"(34.1866, -118.4454)",19729,3,237,1338,,18
0000001915-0001-6,NATIONAL FOUNDATION FOR THE TREATMENT OF THE EMOTIONALLY HANDICAPPED,PENNY LANE,15260 RAYEN STREET,NORTH HILLS,91343-4468,15260 RAYEN 91343-4468,POST OFFICE BOX #2548,NORTH HILLS,91393-2548,623000,Nursing & residential care facilities,6,06/19/1974,,"(34.2318, -118.465)",18914,3,126,420,,73
0000001943-0001-8,NATIONAL FOUNDATION FOR THE TREATMENT OF THE EMOTIONALLY HANDICAPPED,PENNY LANE,15256 ACRE STREET,NORTH HILLS,91343-5256,15256 ACRE 91343,POST OFFICE BOX #2548,NORTH HILLS,91393-2548,623000,Nursing & residential care facilities,6,06/19/1974,,"(34.2299, -118.465)",18914,3,126,420,,73
0000001947-0001-6,NATIONAL FOUNDATION FOR THE TREATMENT OF THE EMOTIONALLY HANDICAPPED,PENNY LANE,15257 ACRE STREET,NORTH HILLS,91343-5255,15257 ACRE 91343-5255,POST OFFICE BOX #2548,NORTH HILLS,91393-2548,623000,Nursing & residential care facilities,6,06/19/1974,,"(34.2299, -118.465)",18914,3,126,420,,73
0000001950-0001-8,NATIONAL FOUNDATION FOR THE TREATMENT OF THE EMOTIONALLY HANDICAPPED,PENNY LANE,15259 GRESHAM STREET,NORTH HILLS,91343-5247,15259 GRESHAM 91343,POST OFFICE BOX #2548,NORTH HILLS,91393-2548,623000,Nursing & residential care facilities,6,06/19/1974,,"(34.2309, -118.465)",18914,3,126,420,,73
0000002982-0001-5,WAHBI HOLDINGS INC,SAM'S LIQUOR & MARKET | SAMS LIQUOR,15717 VANOWEN STREET,VAN NUYS,91406-5030,15717 VANOWEN 91406-5030,,,,424940,Tobacco & tobacco products,6,01/05/2000,,"(34.1939, -118.4752)",19734,3,226,296,,61
0000003023-0001-1,MARK GREGORY SAVAGE,MARK SAVAGE PHOTOGRAPHY,7701 AMESTOY AVENUE,VAN NUYS,91406-2112,7701 AMESTOY 91406-2112,,,,541920,Photographic services,6,06/15/1999,,"(34.2104, -118.5055)",19734,3,251,315,,61
0000003086-0004-1,"PEOPLEREADY, INC.",BR #1545,8730 SEPULVEDA BLVD,NORTH HILLS,91343-5112,8730 SEPULVEDA 91343-5112,POST OFFICE BOX #2910,TACOMA,98401-2910,,,6,01/01/1999,,"(34.2289, -118.4676)",18914,3,126,420,,73
0000003719-0001-2,NEZAR AMMARI,SMILEYS MARKET,14712 PARTHENIA STREET #A,PANORAMA CITY,91402-2992,14712 PARTHENIA 91402-2992,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,01/01/1999,,"(34.228, -118.4537)",19730,3,148,419,,59
0000003857-0001-6,SALS AUTOMOTIVE INC,,14306 CALVERT STREET,VAN NUYS,91401-3321,14306 CALVERT 91401-3321,14306 CALVERT STREET,VAN NUYS,91401-3321,423100,Motor vehicle & motor vehicle parts & supplies,6,11/01/1974,,"(34.1816, -118.4445)",19729,3,237,1338,,18
0000003972-0001-9,"CHEBE MUSIC, INC",,9127   CEDROS AVENUE   #148,PANORAMA CITY,91402-1265,9127 CEDROS 91402-1265,POST OFFICE BOX #2580,NORTH HILLS,91393-2580,423990,Other miscellaneous durable goods,6,04/13/1999,,"(34.2364, -118.454)",19730,3,133,407,,59
0000004329-0001-1,MANUEL J RAMIREZ/THOMAS A HERNANDEZ,MASTER REFINISHING,8939 WOODMAN AVENUE #10,ARLETA,91331-8016,8939 WOODMAN 91331-8016,,,,235210,Painting and Wall Covering Contractors (1997 NAICS),6,02/20/1992,,"(34.2321, -118.438)",18907,3,139,307,,41
0000004334-0001-1,ROBINSON LAW OFFICES APLC,,16950 SHERMAN WAY,VAN NUYS,91406-3613,16950 SHERMAN 91406-3613,POST OFFICE BOX #261724,Encino,91426-1724,541100,Legal services,6,01/01/1999,,"(34.201, -118.5025)",19734,3,261,301,,61
0000004873-0022-5,L & R AUTO PARKS INC,JOES AUTO PARK,15107   VANOWEN STREET,VAN NUYS,91405-4542,15107 VANOWEN 91405-4542,707   WILSHIRE BLVD   SUITE #4700,LOS ANGELES,90017-3601,812930,Parking lots & garages,6,01/25/2018,,"(34.1949, -118.4632)",19733,3,230,287,,18
0000004873-0053-5,L & R AUTO PARKS INC,JOE'S AUTO PARKS,6340   BALBOA BLVD,ENCINO,91316-5227,6340 BALBOA 91316-5227,707 WILSHIRE BLVD SUITE #4700,LOS ANGELES,90017-3601,812930,Parking lots & garages,6,11/01/2020,,"(34.1854, -118.5009)",4286,3,2337,1223,,62
0000004902-0004-5,VANMALI NIRU INC,,6501 SEPULVEDA BLVD,VAN NUYS,91411-1325,6501 SEPULVEDA 91411-1325,,,,,,6,08/28/1987,,"(34.1885, -118.4664)",19735,3,227,560,,18
0000005318-0002-8,BEGINYANS INC,,13812 SATICOY STREET,PANORAMA CITY,91402-6502,13812 Saticoy 91402-6502,,,,425120,Wholesale trade agents & brokers,6,09/01/2022,,"(34.2096, -118.4338)",19730,3,150,471,,59
0000005535-0001-0,DATA SUPPORT CO. INC.,DATA SUPPORT CO,14639 ARMINTA STREET,PANORAMA CITY,91402-5901,14639 ARMINTA 91402-5901,POST OFFICE BOX #261338,ENCINO,91426-1338,541990,"All other professional, scientific, & technical services",6,01/01/1992,,"(34.2133, -118.4526)",19730,3,143,418,,59
0000005643-0001-2,SHOVEK BOYADJIAN MD,,14860 ROSCOE BLVD #205,PANORAMA CITY,91402-4693,14860 ROSCOE 91402-4693,,,,621399,Offices of all other miscellaneous health practitioners,6,03/01/1998,,"(34.2214, -118.4571)",19730,3,142,418,,59
0000005764-0001-2,PROGRESSIVE DESIGNS INC,,13808 SATICOY STREET,PANORAMA CITY,91402-6520,13808 SATICOY 91402-6520,13808 SATICOY STREET,PANORAMA CITY,91402-6520,233210,Single Family Housing Construction (1997 NAICS),6,03/16/2000,,"(34.2098, -118.4337)",19730,3,150,471,,59
0000005775-0003-7,PANDHER FAST FOOD INC,,9724 WOODMAN AVENUE,ARLETA,91331-6422,9724 WOODMAN 91331-6422,,,,,,6,07/07/2005,,"(34.2466, -118.4478)",18907,3,130,1127,,41
0000005775-0004-5,PANDHER FAST FOOD INC,,9067 WOODMAN AVENUE,ARLETA,91331-6404,9067 WOODMAN 91331-6404,,,,722211,Limited-service eating places,6,03/07/2009,,"(34.2345, -118.4398)",18907,3,146,307,,41
0000005775-0008-8,PANDHER FAST FOOD INC,,6576   VAN NUYS BLVD,VAN NUYS,91401-1426,6576 VAN NUYS 91401-1426,12771   VAN NUYS BLVD,PACOIMA,91331-1627,722110,Full-service restaurants,6,06/12/2019,,"(34.1903, -118.448)",19733,3,236,290,,18
0000005936-0001-7,"MUNCHKIN, INC.",,7835   GLORIA AVENUE,VAN NUYS,91406-1822,7835 GLORIA 91406-1822,7835 GLORIA AVENUE,VAN NUYS,91406-1822,424990,Other miscellaneous nondurable goods,6,02/20/1992,,"(34.2127, -118.4794)",19734,3,221,262,,61
0000005994-0001-0,JOSEPH R BIAFORA JR/STEPHEN F BIAFORA,J & S PROPERTIES & MANAGEMENT,14920 PARTHENIA STREET #117,PANORAMA CITY,91402-2732,14920 PARTHENIA 91402-2732,,,,531310,Real estate property managers,6,01/01/1992,,"(34.2281, -118.458)",19730,3,148,419,,59
0000006118-0001-1,J P RODRIGUEZ INC,,8994 CLAYBECK AVENUE,SUN VALLEY,91352-,8994 CLAYBECK 91352,POST OFFICE BOX #768,MONTROSE,91021-0768,235210,Painting and Wall Covering Contractors (1997 NAICS),6,03/09/2000,,"(34.2254, -118.376)",19335,3,166,272,,21
0000006249-0001-4,ALCORN FENCE CO /C,,9901 GLENOAKS BLVD,SUN VALLEY,91352-1023,9901 GLENOAKS 91352-1023,,,,235210,Painting and Wall Covering Contractors (1997 NAICS),6,08/29/1985,,"(34.2501, -118.3878)",19335,3,155,1371,,21
0000006344-0001-0,GILLSON-STEINBERG FAMILY TRUST,,7540 BALBOA BLVD,VAN NUYS,91406-2769,7540 BALBOA 91406-2769,POST OFFICE BOX #261036,ENCINO,91426-1036,531100,Lessors of real estate (including mini warehouses & self-storage units),6,06/01/1974,,"(34.2077, -118.5011)",19734,3,263,436,,61
0000006728-0001-3,JAMES E BUTTERS,,13938 SATICOY STREET,VAN NUYS,91402-6522,13938 SATICOY 91402-6522,1530 CORDOVA STREET,ANDERSON,96007-3202,531100,Lessors of real estate (including mini warehouses & self-storage units),6,06/01/1974,,"(34.21, -118.4348)",19730,3,150,471,,59
0000006793-0001-6,ALLISON/KAUFMAN CO INC,,7640 HASKELL AVENUE,VAN NUYS,91406-2005,7640 HASKELL 91406-2005,,,,423940,"Jewelry, watch, precious stone, & precious metals",6,07/01/1965,,"(34.2094, -118.4749)",19734,3,221,261,,61
0000007182-0001-6,MAX DELL,MAX DELL/ANTIQUE MIRRORS,12970 BRANFORD STREET UNIT #L,ARLETA,91331-4378,12970 BRANFORD 91331-4378,996 W RIVERSIDE DRIVE #21,BURBANK,91506-3257,423300,Lumber & other construction materials,6,11/01/1974,,"(34.2394, -118.4151)",18907,3,156,1058,,41
0000007360-0002-4,OLIVER SULIT,HOME BOUND GENERAL SERVICES,9501 VAN NUYS BLVD UNIT #104,PANORAMA CITY,91402-6969,9501 Van Nuys 91402-6969,209 N CARONDELET STREET,LOS ANGELES,90026-5203,339110,Medical equipment & supplies mfg.,6,03/03/2020,,"(34.243, -118.4508)",19730,3,132,958,,59
0000007428-0001-6,WORLD OF COMMUNICATIONS INC,VALLEY MAGAZINE/LA BRIDES,15555 ROSCOE BLVD,NORTH HILLS,91343-6503,15555 ROSCOE 91343-6503,15555 ROSCOE BLVD,NORTH HILLS,91343-6503,424990,Other miscellaneous nondurable goods,6,12/01/1974,,"(34.2213, -118.4718)",19734,3,222,424,,73
0000007911-0001-1,WILLIAM L WIRT/DIANE J SHARRAR,BARGAIN BOOKS,14426 FRIAR STREET,VAN NUYS,91401-2124,14426 FRIAR 91401-2124,,,,451211,Book stores,6,01/01/1975,,"(34.1856, -118.4472)",19729,3,237,1338,,18
0000008051-0001-0,JD-CMC INC,COLOR ME COTTON CLICK,9130 GLENOAKS BLVD,SUN VALLEY,91352-2650,9130 GLENOAKS 91352-2650,,,,424990,Other miscellaneous nondurable goods,6,09/01/1991,,"(34.2349, -118.3718)",19335,3,155,1371,,21
0000008103-0002-7,99 CENTS ONLY STORES LLC,99 CENTS ONLY STORE #227,8723 SEPULVEDA BLVD,NORTH HILLS,91343-5111,8723 SEPULVEDA 91343-5111,4000 UNION PACIFIC AVENUE,COMMERCE,90023-3202,452000,General merchandise stores,6,07/14/2005,,"(34.2288, -118.4676)",18914,3,126,420,,73
0000008103-0008-6,99 CENTS ONLY STORES LLC,99 CENTS ONLY STORE #42,8625 WOODMAN AVENUE,ARLETA,91331-6504,8625 WOODMAN 91331-6504,4000 UNION PACIFIC AVENUE,COMMERCE,90023-3202,452000,General merchandise stores,6,02/15/1994,,"(34.2273, -118.4337)",18907,3,139,1040,,41
0000008103-0021-3,99 CENTS ONLY STORES LLC,99 CENTS ONLY STORE #81,6755 VAN NUYS BLVD,VAN NUYS,91405-4610,6755 VAN NUYS 91405-4610,4000 UNION PACIFIC AVENUE,COMMERCE,90023-3202,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",6,05/15/1987,,"(34.1931, -118.4487)",19733,3,236,290,,18
0000008103-0051-5,99 CENTS ONLY STORES LLC,"99 CENTS ONLY STORES, LLC",8429 LAUREL CANYON BLVD,SUN VALLEY,91352-3817,8429 LAUREL CANYON 91352-3817,4000 UNION PACIFIC AVENUE,COMMERCE,90023-3202,452000,General merchandise stores,6,06/19/2014,,"(34.2241, -118.3964)",19335,3,152,448,,21
0000008103-0056-6,99 CENTS ONLY STORES LLC,99 CENTS ONLY STORES #450,16107 VICTORY BLVD,VAN NUYS,91406-5820,16107 Victory 91406-5820,4000 UNION PACIFIC AVENUE,COMMERCE,90023-3202,423990,Other miscellaneous durable goods,6,07/28/2022,,"(34.187, -118.4848)",19734,3,225,298,,61
0000008159-0001-4,SA BLUE COMPUTER INC,BLUE COMPUTER,16134 SHERMAN WAY,VAN NUYS,91406-3907,16134 SHERMAN 91406-3907,7647   HAYVENHURST AVENUE   #41,VAN NUYS,91406-1724,443120,Computer & software stores,6,06/01/2003,,"(34.2011, -118.4844)",19734,3,221,300,,61
0000008186-0001-1,LEON E ARONSON/RAE POLLAND,ARONSON / POLLAND TRUST,8637 SAN FERNANDO ROAD,SUN VALLEY,91352-3151,8637 SAN FERNANDO 91352-3151,22020 CLARENDON STREET #303,WOODLAND HILLS,91367-6335,531100,Lessors of real estate (including mini warehouses & self-storage units),6,10/01/1974,,"(34.2261, -118.3793)",19335,3,162,272,,21
0000008207-0012-1,STARBUCKS CORPORATION,STARBUCKS COFFEE #19305,16926 ROSCOE BLVD,VAN NUYS,91406-1101,16926 ROSCOE 91406-1101,POST OFFICE BOX #34442,SEATTLE,98124-1442,445290,Home furnishings stores,6,05/16/2013,,"(34.2212, -118.5014)",18914,3,119,432,,61
0000008207-0023-6,STARBUCKS CORPORATION,STARBUCKS COFFEE #23369,6833 VAN NUYS BLVD,VAN NUYS,91405-4626,6833 VAN NUYS 91405-4626,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6,09/23/2014,,"(34.1947, -118.4488)",19733,3,229,288,,18
0000008460-0001-1,BERTHA L RAMOS,,7948 NORWICH AVENUE,VAN NUYS,91402-5614,7948 NORWICH 91402-5614,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",6,05/23/2003,,"(34.2156, -118.4609)",19730,3,141,424,,59
0000008586-0001-4,EGG PANORAMA INC,EL GALLO GIRO,8309 VAN NUYS BLVD,PANORAMA CITY,91402-3607,8309 VAN NUYS 91402-3607,12764   FLORENCE AVENUE,SANTA FE SPRINGS,90670-3906,722110,Full-service restaurants,6,03/01/2000,,"(34.2216, -118.4487)",19730,3,145,1040,,59
0000008964-0001-1,H & G SELVIN PROPERTIES NO 3 LLC,H & G SELVIN RPOERTIES NO 3 LLC,14766 RAYMER STREET,VAN NUYS,91405-1218,14766 RAYMER 91405-1218,3625 E THOUSAND OAKS BLVD,WESTLAKE VILLAGE,91362-3583,531100,Lessors of real estate (including mini warehouses & self-storage units),6,01/01/2003,,"(34.2126, -118.4547)",19733,3,218,263,,18
0000009213-0001-8,RUSSON FAMILY LEGACY LLC,R/K PROPERTIES,7733   DENSMORE AVENUE,VAN NUYS,91406-1927,7733 DENSMORE 91406-1927,23718   FAMBROUGH STREET,NEWHALL,91321-3436,531100,Lessors of real estate (including mini warehouses & self-storage units),6,07/01/1973,,"(34.2113, -118.4777)",19734,3,221,262,,61
0000009315-0001-5,LITANI INC,O G M DISTRIBUTING,14141   COVELLO STREET   #7D,VAN NUYS,91405-1484,14141 COVELLO 91405-1484,,,,423990,Other miscellaneous durable goods,6,10/01/2004,,"(34.2004, -118.4485)",19733,3,233,880,,18
0000009775-0001-0,ALONSO/OFELIA BARRIGA,,8708 MATILIJA AVENUE,PANORAMA CITY,91402-3320,8708 MATILIJA 91402-3320,,,,561730,Landscaping services,6,01/01/2000,,"(34.2289, -118.4371)",19730,3,140,307,,59
0000009778-0001-3,A/B PROPERTY INVESTMENTS INC,,14266 TERRA BELLA STREET,PANORAMA CITY,91402-1406,14266 TERRA BELLA 91402-1406,12057 LOUISE AVENUE,GRANADA HILLS,91344-2463,531100,Lessors of real estate (including mini warehouses & self-storage units),6,01/01/1974,,"(34.2396, -118.4438)",19730,3,135,407,,59
0000009810-0001-3,BERNARD L NIZINSKI,NIZINSKI & ASSOCIATES,14622 VICTORY BLVD FLOOR #2ND,VAN NUYS,91411-1670,14622 VICTORY 91411-1670,14622 VICTORY BLVD,VAN NUYS,91411-1670,541100,Legal services,6,12/01/1974,,"(34.1866, -118.4516)",19735,3,240,1339,,18
0000010012-0001-8,AVIALL SERVICES INC,AVIALL,8045 WOODLEY AVENUE,VAN NUYS,91406-1259,8045 WOODLEY 91406-1259,100 N RIVERSIDE PLAZA,CHICAGO,60606-1501,336000,Transportation equipment mfg.,6,01/01/1992,,"(34.2168, -118.4836)",19734,3,221,262,,61
0000010032-0001-5,CARLOS DEL TORO,ROSA'S CARPET CLEANING,8518 WILLIS AVENUE #15,PANORAMA CITY,91402-3406,8518 WILLIS 91402-3406,POST OFFICE BOX #950291,MISSION HILLS,91395-0291,561720,Janitorial services,6,01/10/2001,,"(34.225, -118.4552)",19730,3,148,419,,59
0000010095-0004-5,DOLLAR TREE STORES INC,DOLLAR TREE STORES INC #3004,8418 VAN NUYS BLVD,PANORAMA CITY,91402-3610,8418 VAN NUYS 91402-3610,500 VOLVO PARKWAYS,CHESAPEAKE,23320-1604,452000,General merchandise stores,6,04/01/2005,,"(34.2239, -118.4486)",19730,3,145,1040,,59
0000010095-0020-7,DOLLAR TREE STORES INC,DOLLAR TREE # 5294,6108 SEPULVEDA BLVD,VAN NUYS,91411-2503,6108 SEPULVEDA 91411-2503,500 VOLVO PARKWAYS,CHESAPEAKE,23320-1604,452000,General merchandise stores,6,09/03/2013,,"(34.1813, -118.4661)",19735,3,239,557,,18
0000010095-0035-5,DOLLAR TREE STORES INC,DOLLAR TREE #5689,8914 GLENOAKS BLVD,SUN VALLEY,91352-2037,8914 GLENOAKS 91352-2037,500 VOLVO PARKWAYS,CHESAPEAKE,23320-1604,452000,General merchandise stores,6,10/04/2014,,"(34.2308, -118.3675)",19335,3,155,1371,,21
0000010095-0047-9,DOLLAR TREE STORES INC,DOLLAR TREE #07281,7417   VAN NUYS BLVD,VAN NUYS,91405-1947,7417 VAN NUYS 91405,500 VOLVO PARKWAYS,CHESAPEAKE,23320-1604,452000,General merchandise stores,6,08/26/2021,,"(34.2054, -118.4489)",19733,3,219,1324,,18
0000010110-0001-7,GEOSOILS CONSULTANTS INC,,6634 VALJEAN AVENUE,VAN NUYS,91406-5816,6634 VALJEAN 91406-5816,,,,541600,"Management, scientific, & technical consulting services",6,01/01/2000,,"(34.1909, -118.4858)",19734,3,225,298,,61
0000010177-0001-1,ALEJANDRO T FIGUEROA,,8858 TILDEN AVENUE #210,PANORAMA CITY,91402-2509,8858 TILDEN 91402-2509,8858 TILDEN AVENUE,PANORAMA CITY,91402-2509,233220,Multifamily Housing Construction (1997 NAICS),6,01/01/2001,,"(34.2314, -118.4491)",19730,3,146,417,,59
0000010319-0001-4,VATCHE YAACOUBIAN,COASTAL HEATING & AIR,7653 LOUISE AVENUE,NORTHRIDGE,91325-4505,7653 LOUISE 91325-4505,,,,233210,Single Family Housing Construction (1997 NAICS),6,05/04/1992,,"(34.2099, -118.5098)",18514,3,251,315,,61
0000010342-0001-3,KAREN MAGARIAN,,6956 BURNET AVENUE,VAN NUYS,91405-3556,6956 BURNET 91405-3556,POST OFFICE BOX #25978,LOS ANGELES,90025-8995,541600,"Management, scientific, & technical consulting services",6,01/05/2001,,"(34.1967, -118.4626)",19733,3,230,287,,18
0000010628-0001-8,ISAAC A/CYNTHIA Y SHADIAN,,16001 VICTORY BLVD,VAN NUYS,91406-6464,16001 VICTORY 91406,530 S LAKE AVENUE   SUITE #286,PASADENA,91101-3515,531100,Lessors of real estate (including mini warehouses & self-storage units),6,03/01/1991,,"(34.1866, -118.4814)",19734,3,2337,1223,,62
0000010860-0001-2,J B MARBLE CO /C,,14654 KESWICK STREET,VAN NUYS,91405-1236,14654 KESWICK 91405-1236,,,,238340,Tile & terrazzo contractors,6,03/01/1992,,"(34.2102, -118.4525)",19733,3,218,263,,18
