LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000008149-0001-1,MANUEL/MARTHA MARAVILLA,M AND M MINI MARKET,5811 COMPTON AVENUE,LOS ANGELES,90011-4947,5811 COMPTON 90011-4947,,,,722110,Full-service restaurants,9,05/01/1992,,"(33.9897, -118.2477)",22727,13,721,983,7,51
0000008188-0001-1,FERNANDO ROSALEZ,TAQUERIA JALISCO #2,740 S PACIFIC AVENUE,SAN PEDRO,90731-3204,740 PACIFIC 90731-3204,,,,722110,Full-service restaurants,15,10/01/2004,,"(33.7372, -118.2879)",3342,15,979,1271,,36
0000008207-0004-0,STARBUCKS CORPORATION,STARBUCKS COFFEE #6745,6840 RESEDA BLVD,RESEDA,91335-4204,6840 RESEDA 91335-4204,POST OFFICE BOX #34067,SEATTLE,98124-1067,722110,Full-service restaurants,4,10/19/2002,,"(34.1945, -118.536)",18909,4,264,578,,12
0000008207-0005-8,STARBUCKS CORPORATION,STARBUCKS COFFEE #13365,12520 SHERMAN WAY,NORTH HOLLYWOOD,91605-5236,12520 SHERMAN 91605-5236,POST OFFICE BOX #34067,SEATTLE,98124-1067,722110,Full-service restaurants,2,10/10/2008,,"(34.2012, -118.406)",8888,5,180,1503,,71
0000008207-0006-6,STARBUCKS CORPORATION,STARBUCKS COFFEE #16710,9157 DE SOTO AVENUE,CHATSWORTH,91311-4906,9157 DE SOTO 91311-4906,POST OFFICE BOX #34067,SEATTLE,98124-1067,722110,Full-service restaurants,12,04/06/2012,,"(34.2372, -118.5885)",4284,2,102,314,,43
0000008401-0001-4,ROY KAVIN INC,GREENBLATTS,8017 W SUNSET BLVD,WEST HOLLYWOOD,90046-2401,8017 SUNSET 90046-2401,,,,722110,Full-service restaurants,4,10/01/1974,,"(34.098, -118.3646)",23677,7,409,728,,82
0000008586-0001-4,EGG PANORAMA INC,EL GALLO GIRO,8309 VAN NUYS BLVD,PANORAMA CITY,91402-3607,8309 VAN NUYS 91402-3607,12764   FLORENCE AVENUE,SANTA FE SPRINGS,90670-3906,722110,Full-service restaurants,6,03/01/2000,,"(34.2216, -118.4487)",19730,3,145,1040,,59
0000009260-0001-2,JUVENTINO AGUILAR,JUGOS EL ANTOJITO,16717 S FIGUEROA STREET,GARDENA,90248-2628,16717 FIGUEROA 90248-2628,,,,722110,Full-service restaurants,15,06/11/1994,,"(33.8805, -118.2825)",24685,15,1670,,7,53
0000009260-0002-1,JUVENTINO AGUILAR,EL ANTOJITO,4911 E ROSECRANS AVENUE,COMPTON,90221-1853,4911 ROSECRANS 90221-1853,16717 S FIGUEROA STREET,GARDENA,90248-2628,722110,Full-service restaurants,0,01/20/1999,,"(33.9036, -118.1887)",24350,,1682,,,
0000009260-0003-9,JUVENTINO AGUILAR,TACOS I MARISCOS EL ANTOJITO,16717 S FIGUEROA STREET,GARDENA,90248-2628,16717 FIGUEROA 90248-2628,5014 1/2   HAYTER AVENUE,LAKEWOOD,90712-3130,722110,Full-service restaurants,15,01/10/2001,,"(33.8805, -118.2825)",24685,15,1670,,7,53
0000009348-0001-0,BRISTOL FARMS,,1515 WESTWOOD BLVD,LOS ANGELES,90024-5601,1515 WESTWOOD 90024-5601,915 E 230TH STREET,CARSON,90745-5005,722110,Full-service restaurants,5,03/08/2000,,"(34.0538, -118.4405)",23442,6,855,747,9,72
0000009348-0002-8,BRISTOL FARMS,BRISTOL FARMS STORE #9,7880 W SUNSET BLVD,LOS ANGELES,90046-3309,7880 SUNSET 90046-3309,915 E 230TH STREET,CARSON,90745-5005,722110,Full-service restaurants,13,04/21/1999,,"(34.098, -118.361)",23677,7,409,800,,82
0000009541-0001-4,PASTA MAMA INC,HUGO'S RESTAURANT,12851 RIVERSIDE DRIVE,N HOLLYWOOD,91607-3320,12851 RIVERSIDE 91607-3320,616 N DETROIT STREET,LOS ANGELES,90036-1946,722110,Full-service restaurants,4,04/01/2000,,"(34.1576, -118.4121)",8890,7,203,689,,
0000009629-0001-1,PEPPONE CORP,,11628 BARRINGTON COURT,LOS ANGELES,90049-2929,11628 BARRINGTON 90049-2929,,,,722110,Full-service restaurants,11,03/01/1975,,"(34.0652, -118.4692)",23680,10,841,1219,9,
0000010016-0001-6,STRAWBERRY PATCH INC,SAN FRANCISCO SALOON CO DIV,11501 W PICO BLVD,LOS ANGELES,90064-1519,11501 PICO 90064-1519,,,,722110,Full-service restaurants,11,01/01/1975,,"(34.0333, -118.4424)",24029,10,889,1128,9,50
0000010093-0001-1,JDS RESTAURANT GROUP INC,SENOR GRANDES,21514 VICTORY BLVD,WOODLAND HILLS,91367-2423,21514 VICTORY 91367-2423,3717 E THOUSAND OAKS BLVD,WESTLAKE VILLAGE,91362-3607,722110,Full-service restaurants,3,04/01/1992,,"(34.188, -118.5999)",19347,4,299,434,2,49
0000010717-0002-6,ONEMOR INC,MC DONALDS,4011 S CENTRAL AVENUE,LOS ANGELES,90011-2707,4011 CENTRAL 90011-2707,2202 S FIGUEROA STREET SUITE #4003,LOS ANGELES,90007-2049,722110,Full-service restaurants,9,01/13/2014,,"(34.0106, -118.2569)",22727,13,712,892,7,
0000011069-0001-5,BARONES INC,,13726 OXNARD STREET,VAN NUYS,91401-3905,13726 OXNARD 91401-3905,,,,722110,Full-service restaurants,2,08/25/1985,,"(34.1794, -118.4322)",19729,5,243,510,,70
0000011199-0001-4,GENOVEVA HERNANDEZ,MI RANCHITO RESTAURANT,2325 E 1ST STREET,LOS ANGELES,90033-4001,2325 1ST 90033-4001,,,,722110,Full-service restaurants,14,09/10/1996,,"(34.0439, -118.2103)",23450,9,522,350,,38
0000011210-0002-1,KING TACO RESTAURANT INC,KING TACO # 1,1118 CYPRESS AVENUE,LOS ANGELES,90065-1111,1118 CYPRESS 90065-1111,6055 E WASHINGTON BLVD SUITE #700,COMMERCE,90040-2428,722110,Full-service restaurants,1,01/01/1975,,"(34.0942, -118.2264)",24030,11,381,1364,,94
0000011210-0003-9,KING TACO RESTAURANT INC,KING TACO # 6,1951 S SAN PEDRO STREET,LOS ANGELES,90011-1121,1951 SAN PEDRO 90011-1121,6055 E WASHINGTON BLVD SUITE #700,COMMERCE,90040-2428,722110,Full-service restaurants,9,05/21/1979,,"(34.0263, -118.2582)",22727,13,702,972,7,6
0000011210-0004-7,KING TACO RESTAURANT INC,KING TACO #8,2904 N BROADWAY,LOS ANGELES,90031-2601,2904 BROADWAY 90031-2601,6055 E WASHINGTON BLVD SUITE #700,COMMERCE,90040-2428,722110,Full-service restaurants,1,06/08/1982,,"(34.0737, -118.2116)",23448,11,488,516,,1
0000011210-0005-5,KING TACO RESTAURANT INC,KING TACO # 9,2400 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90033-3002,2400 CESAR E CHAVEZ 90033-3002,6055 E WASHINGTON BLVD SUITE #700,COMMERCE,90040-2428,722110,Full-service restaurants,14,03/01/1984,,"(34.0465, -118.2072)",23450,9,519,945,,38
0000011210-0006-3,KING TACO RESTAURANT INC,KING TACO #10,2020 W PICO BLVD,LOS ANGELES,90006-5011,2020 PICO 90006-5011,6055 E WASHINGTON BLVD SUITE #700,COMMERCE,90040-2428,722110,Full-service restaurants,1,05/01/1984,,"(34.047, -118.2821)",22723,11,574,908,,8
0000011210-0007-1,KING TACO RESTAURANT INC,KING TACO # 6 B,645 E WASHINGTON BLVD,LOS ANGELES,90015-3724,645 WASHINGTON 90015-3724,6055 E WASHINGTON BLVD SUITE #700,COMMERCE,90040-2428,722110,Full-service restaurants,14,07/17/1996,,"(34.028, -118.258)",23076,13,702,1220,7,76
0000012404-0001-1,"EGN, INC",IL CAPRICCIO ON VERMONT,1757 N VERMONT AVENUE,LOS ANGELES,90027-4305,1757 VERMONT 90027-4305,,,,722110,Full-service restaurants,4,09/01/2003,,"(34.1029, -118.2917)",23445,7,399,1328,16,3
0000012595-0001-6,SUMOL CHOMYONG,,2316 HYPERION AVENUE,LOS ANGELES,90027-4712,2316 HYPERION 90027-4712,,,,722110,Full-service restaurants,4,03/01/2006,,"(34.1018, -118.2731)",23670,7,463,548,,90
0000013642-0002-8,ARNIE MORTON'S OF CHICAGO,ARNIE MORTON'S OF CHICAGO--THE STEAKHOUSE,735 S FIGUEROA STREET #207M,LOS ANGELES,90017-2562,735 FIGUEROA 90017-2562,1510 WEST LOOP S,HOUSTON,77027-9505,722110,Full-service restaurants,14,10/15/2001,,"(34.0488, -118.2603)",23078,9,546,1050,,76
0000013764-0001-4,LA PIZZA LOCA INC #36,,252 E MARTIN LUTHER KING JR BLVD,LOS ANGELES,90011-2651,252 MARTIN LUTHER KING JR 90011-2651,9550 FIRESTONE BLVD SUITE #105,DOWNEY,90241-5560,722110,Full-service restaurants,9,02/29/2000,,"(34.0111, -118.2697)",22727,13,715,978,7,
0000015790-0001-1,SHARON WOLF,SHARON'S GOOD EATS,6150 VAN NUYS BLVD #125,VAN NUYS,91401-3300,6150 VAN NUYS 91401-3300,,,,722110,Full-service restaurants,6,03/03/2003,,"(34.0, -118.0)",9325,,1246,,,
0000016017-0001-4,JOSE H VILLAREAL,LOS BURRITOS,1312 ECHO PARK AVENUE,LOS ANGELES,90026-3318,1312 ECHO PARK 90026,,,,722110,Full-service restaurants,13,03/01/1974,,"(34.0774, -118.2569)",23444,8,479,1366,,31
0000016200-0001-5,FRANCY INC,PASTINA,2260 WESTWOOD BLVD,LOS ANGELES,90064-2018,2260 WESTWOOD 90064-2018,,,,722110,Full-service restaurants,5,10/01/1992,,"(34.0429, -118.4309)",24029,6,869,814,9,75
0000016306-0001-1,"Z RESTAURANT, INC",FATBURGER,10955 KINROSS AVENUE,LOS ANGELES,90024-3414,10955 KINROSS 90024-3414,,,,722110,Full-service restaurants,5,04/01/1993,,"(34.0601, -118.4466)",23442,6,851,768,9,72
0000016359-0001-2,EL JAY CORP,C & O TRATTORIA,31 WASHINGTON BLVD,MARINA DEL REY,90292-5123,31 WASHINGTON 90292-5123,3016 Washington,Marina Del Rey,90292-5549,722110,Full-service restaurants,11,10/01/1992,,"(33.9793, -118.4663)",25074,10,915,952,10,30
0000016408-0001-8,TAE NAM SHIN,GUSHI,978 GAYLEY AVENUE,LOS ANGELES,90024-2806,978 GAYLEY 90024-2806,,,,722110,Full-service restaurants,5,01/10/2000,,"(34.0624, -118.4481)",23442,6,847,1254,9,72
0000016662-0001-9,BEACH PIZZA INC,BEACH PIZZA,8601 LINCOLN BLVD,WESTCHESTER,90045-3554,8601 LINCOLN 90045-3554,,,,722110,Full-service restaurants,11,11/05/1992,,"(33.9597, -118.4193)",23676,10,931,1143,10,16
0000016787-0001-7,KARAMPAL SINGH,SUBWAY,4712 LINCOLN BLVD,MARINA DEL REY,90292-6902,4712 LINCOLN 90292-6902,,,,722110,Full-service restaurants,0,10/02/1992,,"(33.9802, -118.4386)",25074,,2147,240,,
0000018006-0001-1,HOVAHANNES BADIKYAN,LORY'S RESTAURANT,4963 W SUNSET BLVD,LOS ANGELES,90027-5813,4963 SUNSET 90027,,,,722110,Full-service restaurants,13,06/03/2003,,"(34.0981, -118.2976)",23445,8,430,456,16,58
0000019362-0001-6,CHAINARONG YENBAMROONG/JATUPORN THEPARUCK,TALESAI RESTAURANT,11744 VENTURA BLVD,STUDIO CITY,91604-2615,11744 VENTURA 91604-2615,,,,722110,Full-service restaurants,2,06/01/1992,,"(34.0, -118.0)",9325,,1246,,,
0000019766-0001-7,PARK DAE GAM NE INC,CHUNG DAM DONG PARK DAE GAM NE,955 S VERMONT AVENUE #G,LOS ANGELES,90006-1647,955 VERMONT 90006-1647,,,,722110,Full-service restaurants,10,06/13/2003,,"(34.054, -118.2916)",22723,12,621,1246,,63
0000020544-0001-5,DRS ELECTRIC,FARMER BOYS,726 S ALAMEDA STREET,LOS ANGELES,90021-1616,726 ALAMEDA 90021-1616,,,,722110,Full-service restaurants,14,03/01/2000,,"(34.0332, -118.2387)",23082,9,533,1287,,76
0000020616-0002-0,GRACE UNHUI CHOE,GRACE CAFE,1221 W 3RD STREET #265,LOS ANGELES,90017-5181,1221 3RD 90017-5181,,,,722110,Full-service restaurants,1,11/08/2010,,"(34.0571, -118.2586)",23078,11,548,847,54,76
0000020655-0001-1,PEDRO OCAMPO,TACOS MEXICO (OCAMPO) #3,7140 VAN NUYS BLVD,VAN NUYS,91405-3005,7140 VAN NUYS 91405-3005,222 E 67TH STREET,LONG BEACH,90805-1202,722110,Full-service restaurants,6,02/25/2000,,"(34.2001, -118.4487)",19733,3,233,880,,18
0000021175-0001-5,CEC ENTERTAINMENT INC,CHUCK E CHEESE'S | CHUCK E CHEESE'S #461,22940 VANOWEN STREET,WEST HILLS,91307-2540,22940 VANOWEN 91307-2540,1707   MARKET PLACE   SUITE #200,IRVING,75063-8049,722110,Full-service restaurants,12,06/23/1992,,"(34.1936, -118.6274)",4283,2,300,1475,,44
0000021802-0001-3,CASELLI & ELSANAFIRI INC,CHIMNEYSWEEP LOUNGE,4354 WOODMAN AVENUE,SHERMAN OAKS,91423-3031,4354 WOODMAN 91423-3031,,,,722110,Full-service restaurants,4,07/01/1992,,"(34.1491, -118.4312)",19736,7,331,694,6,83
0000021933-0001-7,PEDRO CRUZ,,5640 SANTA MONICA BLVD #A,LOS ANGELES,90038-2064,5640 SANTA MONICA 90038-2064,,,,722110,Full-service restaurants,13,06/16/2000,,"(34.0907, -118.3122)",23669,8,441,928,,57
0000022594-0001-8,LA FONDA ANTIOQUENA CORP,LA FONDA ANTOQUENA RESTAURANT,5125 MELROSE AVENUE,LOS ANGELES,90038-4108,5125 MELROSE 90038-4108,,,,722110,Full-service restaurants,13,07/07/1992,,"(34.0835, -118.3125)",22721,7,450,891,,86
0000023619-0001-7,C & K IMPORTING CO INC,C&K IMPORTING CO,2771 W PICO BLVD,LOS ANGELES,90006-3913,2771 PICO 90006-3913,2771 W PICO BLVD,LOS ANGELES,90006-3913,722110,Full-service restaurants,1,01/01/1949,,"(34.0472, -118.2997)",22723,11,673,923,,8
0000023784-0001-8,ZHIRAYR SARUKHANUAN,PIZZA MAN,18109 SATICOY STREET,RESEDA,91335-3120,18109 SATICOY 91335-3120,,,,722110,Full-service restaurants,4,07/27/1992,,"(34.2084, -118.5275)",18909,2,254,284,,12
0000023849-0001-4,TODOS MARKET,,1801 E FLORENCE AVENUE,LOS ANGELES,90001-2220,1801 FLORENCE 90001-2220,,,,722110,Full-service restaurants,0,03/24/2003,,"(33.9747, -118.2411)",22350,,1626,95,,
0000024010-0001-4,ANNA TANG,,1713 E VERNON AVENUE #106,LOS ANGELES,90058-1729,1713 VERNON 90058-1729,,,,722110,Full-service restaurants,9,08/28/2003,,,,,,,,
0000024332-0001-5,CLINTONS RESTAURANTS INC,CLIFTON'S REPUBLIC,648 S BROADWAY,LOS ANGELES,90014-1807,648 BROADWAY 90014-1807,648 S BROADWAY     FLOOR #5,LOS ANGELES,90014-1807,722110,Full-service restaurants,14,04/01/1985,,"(34.0458, -118.2527)",23075,9,541,683,,76
0000025016-0001-9,"TERIYAKI YA, INC",,10650 1/2 BALBOA BLVD,GRANADA HILLS,91344-6329,10650 BALBOA 91344-6329,,,,722110,Full-service restaurants,12,05/01/2003,,"(34.2638, -118.5022)",19329,2,85,324,39,79
0000025137-0001-9,ASAMBLEAS DE DIOS EBENEZER/C,,126 N ST LOUIS STREET,LOS ANGELES,90033-2835,126 ST LOUIS 90033-2835,,,,722110,Full-service restaurants,14,07/18/1992,,"(34.0454, -118.2134)",23450,9,522,350,,38
0000025433-0001-5,PHU NGUYEN HA,ALPINE STORE,838 N BROADWAY UNIT #C,LOS ANGELES,90012-4372,838 BROADWAY 90012-4372,,,,722110,Full-service restaurants,1,04/21/1992,,"(34.0631, -118.2378)",22728,11,540,449,,28
0000025810-0001-7,THAILAND PLAZA INC,L A FOOD COURT FAMILY RESTAURANT,5311 HOLLYWOOD BLVD,LOS ANGELES,90027-4910,5311 HOLLYWOOD 90027-4910,5321 HOLLYWOOD BLVD,LOS ANGELES,90027-4910,722110,Full-service restaurants,13,11/15/1992,,"(34.1017, -118.3059)",23445,8,421,555,16,58
0000025812-0001-6,JINTANA NOOCHLA-OR,SAPP COFFEE SHOP,5183 HOLLYWOOD BLVD,LOS ANGELES,90027-6113,5183 HOLLYWOOD 90027-6113,,,,722110,Full-service restaurants,13,10/01/1992,,"(34.1017, -118.3028)",23445,8,421,555,16,58
0000025900-0001-1,MARIA E CARRILLO,TACOS  CARRILLO,12722 GAIN STREET,PACOIMA,91331-1936,12722 GAIN 91331-1936,12360   EL ORO WAY,GRANADA HILLS,91344-1611,722110,Full-service restaurants,7,05/01/2003,,"(34.2668, -118.4091)",18907,1,33,1370,,11
0000026017-0001-1,ANARBAGH INC,ANARBAGH INDIAN RESTAURANT,22721 VENTURA BLVD,WOODLAND HILLS,91364-1334,22721 VENTURA 91364-1334,,,,722110,Full-service restaurants,3,05/14/2003,,"(34.1666, -118.6212)",19346,4,306,1555,6,49
0000026351-0001-2,KIARASH CORP,SHAMSHIRI RESTAURANT,19249 ROSCOE BLVD,NORTHRIDGE,91324-4240,19249 ROSCOE 91324-4240,,,,722110,Full-service restaurants,3,07/09/2003,,"(34.2204, -118.5524)",18513,4,255,1546,,12
0000026604-0002-1,ARTEMIO REBOLLAR,CARNITAS MICHOACAN,14064   VANOWEN STREET,VAN NUYS,91405-4143,14064 VANOWEN 91405-4143,,,,722110,Full-service restaurants,2,02/06/2018,,"(34.1938, -118.4392)",19733,5,235,508,,70
0000026670-0003-6,C G INVESTMENTS INC,SUBWAY #39685 | SUBWAY 39685,704 W 1ST STREET,LOS ANGELES,90012-2442,704 1ST 90012-2442,7755 HASKELL AVENUE,VAN NUYS,91406-1906,722110,Full-service restaurants,14,09/26/2007,,"(34.0564, -118.2499)",22728,9,544,1262,37,76
0000026670-0004-4,C G INVESTMENTS INC,SUBWAY #39683 | SUBWAY 39683,6006 LANKERSHIM BLVD,NORTH HOLLYWOOD,91606-4806,6006 LANKERSHIM 91606-4806,7755 HASKELL AVENUE,VAN NUYS,91406-1906,722110,Full-service restaurants,2,10/04/2007,,"(34.1795, -118.3834)",8889,5,195,546,,13
