LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000185793-0002-3,PEDRO CURIEL,DR ROOTER,7101 FORBES AVENUE,LAKE BALBOA,91406-3724,7101 FORBES 91406-3724,,,,233210,Single Family Housing Construction (1997 NAICS),6,03/01/2015,,"(34.1995, -118.4992)",19734,3,263,300,,61
0000195193-0001-2,LUANA SCHERZBERG,,6528 MONTGOMERY AVENUE,LAKE BALBOA,91406-6413,6528 MONTGOMERY 91406-6413,6428 MONTGOMERY AVENUE,LAKE BALBOA,91406-6411,,,6,06/09/2000,,"(34.1884, -118.4824)",19734,3,225,298,,61
0000200312-0001-7,RONALD LAMAR HODGES JR,RON'S LOCK & KEY,6508 PETIT AVENUE,LAKE BALBOA,91406-5623,6508 PETIT 91406-5623,,,,444130,Hardware stores,6,02/15/1985,,"(34.189, -118.4969)",19734,3,262,297,,61
0000208884-0001-1,CINETECH SOLUTIONS INC,,16662   GILMORE STREET,LAKE BALBOA,91406-5609,16662 GILMORE 91406-5609,16662   GILMORE STREET,LAKE BALBOA,91406-5609,424990,Other miscellaneous nondurable goods,6,07/07/1998,,"(34.1873, -118.4968)",19734,3,262,297,,61
0000211140-0001-6,MELANIE BROWN KROON MA,,7058   BIANCA AVENUE,LAKE BALBOA,91406-3512,7058 BIANCA 91406-3512,,,,541990,"All other professional, scientific, & technical services",6,04/13/2005,,"(34.1992, -118.5128)",19734,3,261,1091,,61
0000230319-0002-6,JAMES & MARSHA ANN PITILLO,,6604 BALBOA BLVD,LAKE BALBOA,91406-5564,6604 BALBOA 91406-5564,6527 BALCOM AVENUE,RESEDA,91335-6204,531310,Real estate property managers,6,01/01/2004,,"(34.1907, -118.5011)",19734,3,262,297,,61
0000255617-0001-2,"HALLMARK GROUP, INC.",HALLMARK PROPERTY MANAGEMENT,16416 VANOWEN STREET #5,LAKE BALBOA,91406-4732,16416 VANOWEN 91406-4732,,,,531210,Offices of real estate agents & brokers,6,08/01/1973,,"(34.1939, -118.4914)",19734,3,2325,298,,61
0000256219-0001-6,"ASTEROID INVESTMENTS, INC.",BALBOA BLVD PROPERTY,7754   BALBOA BLVD   SUITE #A,LAKE BALBOA,91406-2261,7754 BALBOA 91406-2261,7754   BALBOA BLVD   SUITE #A,LAKE BALBOA,91406-2261,531100,Lessors of real estate (including mini warehouses & self-storage units),6,03/01/1984,,"(34.2118, -118.4998)",19734,3,263,436,,61
0000256985-0001-1,RICHARD BAND PRODUCTIONS INC,RICHARD BAND PRODUCTIONS,7036   LOUISE AVENUE,LAKE BALBOA,91406-3548,7036 LOUISE 91406-3548,7036   LOUISE AVENUE,LAKE BALBOA,91406-3548,711300,"Promoters of performing arts, sports, & similar events",6,05/23/1993,,"(34.1987, -118.5095)",19734,3,261,301,,61
0000274954-0001-3,MIGUEL RODRIGUEZ,,17510 RUNNYMEDE STREET,LAKE BALBOA,91406-2329,17510 RUNNYMEDE 91406-2329,17510 RUNNYMEDE STREET,VAN NUYS,91406-2329,561730,Landscaping services,6,02/01/1999,,"(34.2058, -118.5151)",19734,3,259,243,,61
0000291323-0002-8,CARLOS V GUZMAN,VALLEY HYBRID REPAIR,16413 VICTORY BLVD,LAKE BALBOA,91406-5749,16413 VICTORY 91406-5749,,,,811110,Automotive mechanical & electrical repair & maintenance,6,02/08/2022,,"(34.187, -118.4908)",19734,3,262,298,,61
0000308767-0001-4,SHMUEL MEKAITEN,ARIELS PROFRSSIONAL JANITORIAL SERVICES,7251   BALBOA BLVD   UNIT #A,LAKE BALBOA,91406-2786,7251 BALBOA 91406-2786,7251 BALBOA BLVD SUITE #A,LAKE BALBOA,91406-2786,561720,Janitorial services,6,01/01/1996,,"(34.2025, -118.5016)",19734,3,259,315,,61
0000377565-0001-6,OK KARAL,,17636 GILMORE STREET,LAKE BALBOA,91406-5309,17636 GILMORE 91406-5309,17636 GILMORE STREET,LAKE BALBOA,91406-5309,424990,Other miscellaneous nondurable goods,6,04/01/2001,,"(34.1876, -118.5174)",19734,3,260,571,,61
0000383730-0001-6,DIDIER CRUZ ARAIZA,PRECISION CUSTOM FINISHING,6435 ALDEA AVENUE,LAKE BALBOA,91406-5402,6435 ALDEA 91406-5402,,,,235210,Painting and Wall Covering Contractors (1997 NAICS),6,01/29/1996,,"(34.1882, -118.5079)",19734,3,261,571,,61
0000408387-0002-2,EDWIN MENDEZ,MENDEZ GENERAL CONSTRUCTION,7536 GENESTA AVENUE,LAKE BALBOA,91406-2610,7536 GENESTA 91406-2610,,,,233210,Single Family Housing Construction (1997 NAICS),6,01/01/2012,,"(34.2076, -118.5032)",19734,3,259,315,,61
0000408765-0001-1,JANICE TILLETT,,7003   RUBIO AVENUE,LAKE BALBOA,91406-3716,7003 RUBIO 91406-3716,20121 Leadwell #6,Winnetka,91306-4918,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",6,03/01/2001,,"(34.1977, -118.4958)",19734,3,263,300,,61
0000409998-0001-9,TESSA MUNRO MARINO,,17350   HARTLAND STREET,LAKE BALBOA,91406-4415,17350 HARTLAND 91406-4415,17350 HARTLAND STREET,LAKE BALBOA,91406-4415,541600,"Management, scientific, & technical consulting services",6,01/01/1999,,"(34.1948, -118.5116)",19734,3,260,1091,,61
0000433886-0001-3,BRIAN CRUMP,INGRAM BAKER / NEXT LEVEL WELLNESS,17031 GAULT STREET,LAKE BALBOA,91406-3608,17031 GAULT 91406-3608,POST OFFICE BOX #18501,ENCINO,91416-8501,561500,Travel arrangement & reservation services,6,02/10/2004,,"(34.1993, -118.5039)",19734,3,261,301,,61
0000438602-0001-6,REDLINE TOURS LLC,,15741   HART STREET,LAKE BALBOA,91406-5011,15741 HART 91406-5011,POST OFFICE BOX #8223,VAN NUYS,91409-8223,812990,All other personal services,6,03/01/2001,,"(34.1978, -118.4765)",19734,3,224,294,,61
0000454559-0002-0,ELIZABETH J HOGARTH,,6859   ANDASOL AVENUE,LAKE BALBOA,91406-4319,6859 ANDASOL 91406-4319,,,,541800,Advertising & related services,6,01/01/2012,,"(34.1956, -118.5123)",19734,3,260,1091,,61
0000512888-0001-8,"GAIMS FITNESS CO, INC",GAIMS FITNESS CO,16211   VICTORY BLVD,LAKE BALBOA,91406-5821,16211 VICTORY 91406-5821,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,04/14/1986,,"(34.1867, -118.4859)",19734,3,225,298,,61
0000520147-0001-3,BLAKE BAHNER,BAHNER & SONS CONSTRUCTION,6556 MCLENNAN AVENUE,LAKE BALBOA,91406-5543,6556 MCLENNAN 91406-5543,,,,233210,Single Family Housing Construction (1997 NAICS),6,03/22/2004,,"(34.1898, -118.5)",19734,3,262,297,,61
0000522661-0003-5,RICHARD FERRO,24K DEPOT,6642 WHITMAN AVENUE,LAKE BALBOA,91406-6044,6642 Whitman 91406-6044,,,,423940,"Jewelry, watch, precious stone, & precious metals",6,02/02/2020,,"(34.1915, -118.476)",19734,3,226,296,,61
0000523588-0001-7,DIGITAL RAIN INC,,17501 LEMAY PLACE,LAKE BALBOA,91406-5326,17501 LEMAY 91406-5326,990 W 190th #560,Torrance,90502-4469,561500,Travel arrangement & reservation services,6,07/01/2003,,"(34.1911, -118.5142)",19734,3,260,571,,61
0000579895-0001-7,M & D PECAN LAND INC,,6621 PETIT AVENUE,LAKE BALBOA,91406-5628,6621 PETIT 91406-5628,,,,424400,Grocery & related products,6,11/08/2001,,"(34.1928, -118.4966)",19734,3,262,297,,61
0000610027-0001-7,TUDOR B HOTNOG,MOLDAVIA L T G,15902 HARTLAND STREET,LAKE BALBOA,91406-4913,15902 HARTLAND 91406-4913,,,,443120,Computer & software stores,6,02/01/1988,,"(34.195, -118.4793)",19734,3,223,294,,61
0000615023-0002-3,"CHILD CARE RESOURCE CENTER, INC.",CHILD CARE RESOURCE CENTER,7364 ANATOLA AVENUE,LAKE BALBOA,91406-2350,7364 ANATOLA 91406-2350,20001 PRAIRIE STREET,CHATSWORTH,91311-6508,,,6,07/01/2015,,"(34.2045, -118.5141)",19734,3,259,243,,61
0000631418-0001-1,FORTUNE HOUSE RESTAURANT INC,FORTUNE HOUSE,17206   SATICOY STREET,LAKE BALBOA,91406-2103,17206 SATICOY 91406-2103,,,,722110,Full-service restaurants,6,02/29/1988,,"(34.2083, -118.5078)",19734,3,259,315,,61
0000632579-0001-2,WENDY BRILL-WYNKOOP,WYNKOOP PHOTOGRAPHY,17533 GILMORE STREET,LAKE BALBOA,91406-5308,17533 GILMORE 91406-5308,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,06/01/2004,,"(34.1876, -118.5149)",19734,3,260,571,,61
0000633732-0001-0,NANCY GUERRERO,FRENCH'S POOL SERVICE,17101 CANTARA STREET,LAKE BALBOA,91406-1038,17101 CANTARA 91406-1038,,,,,,6,05/01/2004,,"(34.2194, -118.5055)",19734,3,251,432,,61
0000643193-0001-3,BRAVO GENERAL CONTRACTING INC,,6633 BIANCA AVENUE,LAKE BALBOA,91406-5341,6633 BIANCA 91406-5341,,,,233210,Single Family Housing Construction (1997 NAICS),6,06/24/2002,,"(34.1911, -118.5131)",19734,3,260,571,,61
0000643586-0001-6,"LOS ANGELES WINDOWS, INC.",,7119 BIANCA AVENUE,LAKE BALBOA,91406-3515,7119 BIANCA 91406-3515,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,07/01/2000,,"(34.1989, -118.5131)",19734,3,261,1091,,61
0000681974-0001-7,CHRISTIANN L KLEIN,ENTUIT,6824   ANDASOL AVENUE,LAKE BALBOA,91406-4316,6824 ANDASOL 91406-4316,POST OFFICE BOX #56992,SHERMAN OAKS,91413-1992,541600,"Management, scientific, & technical consulting services",6,05/01/2002,,"(34.1946, -118.5117)",19734,3,260,1091,,61
0000690020-0001-6,LISA MARIE HILKE,SHES GOT MOXIE,6508 ALDEA AVENUE,LAKE BALBOA,91406-5403,6508 ALDEA 91406-5403,6508 ALDEA AVENUE,LAKE BALBOA,91406-5403,541600,"Management, scientific, & technical consulting services",6,07/01/1998,,"(34.1884, -118.5079)",19734,3,261,571,,61
0000696178-0001-2,JANET GOLIGER,"C.L.A.S.S.-CHILDREN LEARNING AWARENESS,SAFETY&SELF DEFEN",16815 GAULT STREET,LAKE BALBOA,91406-3726,16815 GAULT 91406-3726,,,,611000,"Educational services (including schools, colleges, & universities)",6,08/12/2002,,"(34.1993, -118.4991)",19734,3,263,300,,61
0000717414-0002-7,GREGG MASINI,WHO'S BEEN KNOTTY,17026 WYANDOTTE STREET,LAKE BALBOA,91406-2639,17026 WYANDOTTE 91406-2639,,,,453220,"Gift, novelty, & souvenir stores",6,09/30/2015,,"(34.2028, -118.5043)",19734,3,259,315,,61
0000761815-0001-4,LESLIE T YAMASHITA,"LESLIE T YAMASHITA, CONSULTANT",6718 BIANCA AVENUE,LAKE BALBOA,91406-5342,6718 BIANCA 91406,,,,561490,"Other business support services (including repossession services, court reporting, & stenotype services)",6,03/19/1990,,"(34.1919, -118.5131)",19734,3,260,571,,61
0000775347-0001-9,ALEXANDER RAPOPORT,,6945 MCLENNAN AVENUE,LAKE BALBOA,91406-4532,6945 MCLENNAN 91406-4532,6945 MCLENNAN AVENUE,VAN NUYS,91406-4532,233220,Multifamily Housing Construction (1997 NAICS),6,01/01/2001,,"(34.1954, -118.4999)",19734,3,263,300,,61
0000796907-0001-3,"SOUND, MIND, AND BODY SERVICES, INC.",,17253 GILMORE STREET,LAKE BALBOA,91406-5434,17253 GILMORE 91406-5434,17253   GILMORE STREET,VAN NUYS,91406-5434,561500,Travel arrangement & reservation services,6,09/01/1999,,"(34.1879, -118.5094)",19734,3,261,571,,61
0000815001-0001-0,CHRISTOPHER POWEL,,7108 BIANCA AVENUE,LAKE BALBOA,91406-3514,7108 BIANCA 91406-3514,11601   WILSHIRE BLVD   SUITE #2180,LOS ANGELES,90025-1757,561500,Travel arrangement & reservation services,6,01/01/2001,,"(34.1988, -118.5131)",19734,3,261,1091,,61
0000821138-0001-8,BRIAN TANAKA,A BUILDING CONCEPT,7020   RUBIO AVENUE,LAKE BALBOA,91406-3715,7020 RUBIO 91406-3715,7020 RUBIO AVENUE,VAN NUYS,91406-3715,233210,Single Family Housing Construction (1997 NAICS),6,01/06/2001,,"(34.1982, -118.4952)",19734,3,263,300,,61
0000821845-0001-5,BYRON GONZALEZ,B G PROFESSIONAL PAINTING,7118   ENCINO AVENUE,LAKE BALBOA,91406-3522,7118 ENCINO 91406-3522,7118 ENCINO AVENUE,VAN NUYS,91406-3522,235210,Painting and Wall Covering Contractors (1997 NAICS),6,01/01/2000,,"(34.1999, -118.5139)",19734,3,261,1091,,61
0000824959-0001-7,PETER PAYMANI,GREEN ENERGY UPGRADES,6630  1/2   GAVIOTA AVENUE,LAKE BALBOA,91406-5943,6630 GAVIOTA 91406-5943,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",6,03/10/2001,,"(34.1911, -118.4807)",19734,3,226,296,,61
0000850064-0001-4,MARK DAWSON,MARK DAWSON,6913 RUBIO AVENUE,LAKE BALBOA,91406-4621,6913 RUBIO 91406-4621,,,,561500,Travel arrangement & reservation services,6,01/01/1999,,"(34.1961, -118.4957)",19734,3,263,300,,61
0000852456-0002-5,KOUROSH KAMALI,EASYSUPERDEAL.COM,7471   ENCINO AVENUE,LAKE BALBOA,91406-2444,7471 ENCINO 91406-2444,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,04/10/2018,,"(34.2065, -118.5145)",19734,3,259,243,,61
0000858050-0001-1,JULIE D. COHEN,,17001 BASSETT STREET,LAKE BALBOA,91406-4515,17001 BASSETT 91406-4515,,,,,,6,07/01/2002,,"(34.1958, -118.5035)",19734,3,261,301,,61
0000866866-0002-7,ALBERTO BENITEZ,FUN IN THE SUN 4 U,6740   BLEWETT AVENUE,LAKE BALBOA,91406-6014,6740 BLEWETT 91406-6014,21721   MERRIDY STREET,CHATSWORTH,91311-3713,561720,Janitorial services,6,08/01/2017,,"(34.1931, -118.4778)",19734,3,226,296,,61
0000875724-0001-6,CHAU TAN CHIN,,6628 DE CELIS PLACE,LAKE BALBOA,91406-5710,6628 DE CELIS 91406-5710,6628 DE CELIS PLACE,LAKE BALBOA,91406-5710,531100,Lessors of real estate (including mini warehouses & self-storage units),6,01/01/1970,,"(34.1927, -118.4942)",19734,3,262,297,,61
0000876354-0001-1,DAVID QUINT,,6767 HAYVENHURST AVENUE #207,LAKE BALBOA,91406-6526,6767 HAYVENHURST 91406-6526,,,,561300,Employment services,6,01/01/1999,,"(34.1932, -118.4923)",19734,3,262,298,,61
0000877112-0001-9,ANNE CLAIR MARLBOROUGH,,6952 TEXHOMA AVENUE,LAKE BALBOA,91406-4346,6952 TEXHOMA 91406-4346,,,,561500,Travel arrangement & reservation services,6,08/04/2004,,"(34.1965, -118.5152)",19734,3,260,1091,,61
0000901402-0001-7,LOWELL E K S SUE,UNDER ONE GROOVE /  LOWELL EDWARD,7309 LASAINE AVENUE,LAKE BALBOA,91406-2417,7309 LASAINE 91406-2417,POST OFFICE BOX #711048,LOS ANGELES,90071-9638,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,10/28/1998,,"(34.2021, -118.5108)",19734,3,259,243,,61
0000911402-0001-3,AKIKO MATSUMOTO,,17516 KITTRIDGE STREET,LAKE BALBOA,91406-5321,17516 KITTRIDGE 91406-5321,17516 KITTRIDGE STREET,LAKE BALBOA,91406-5321,812111,Barber shops,6,08/05/1998,,"(34.1902, -118.5146)",19734,3,260,571,,61
0000949731-0002-0,KRISTINE LOPEZ,DATASTANYAN,16715   VANOWEN STREET      #H,LAKE BALBOA,91406-4636,16715 VANOWEN 91406-4636,,,,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",6,08/17/2016,,"(34.1944, -118.4981)",19734,3,263,300,,61
0000973317-0001-4,JULIO C CORNEJO,,16719   TIM LANE,LAKE BALBOA,91406-5573,16719 TIM 91406-5573,12594 Cathy,Sylmar,91342-3330,541920,Photographic services,6,01/01/2000,,"(34.1936, -118.498)",19734,3,262,297,,61
0000988480-0001-9,DIANA L HUBER,INTERIOR EXPRESSION,7009 BIANCA AVENUE,LAKE BALBOA,91406-3513,7009 BIANCA 91406-3513,,,,442200,Home furnishings stores,6,01/01/2000,,"(34.1976, -118.5131)",19734,3,261,1091,,61
0000991633-0001-6,BUSINESS MACHINES CONSULTANTS INC/BMC INC,,6735 ODESSA AVENUE,LAKE BALBOA,91406-5747,6735 ODESSA 91406-5747,,,,423400,Professional & commercial equipment & supplies,6,01/01/1972,,"(34.1927, -118.4902)",19734,3,262,298,,61
0002011998-0001-4,JOEL D BINGER,,17355 GILMORE STREET,LAKE BALBOA,91406-5417,17355 GILMORE 91406-5417,,,,512100,Motion picture & video industries (except video rental),6,01/01/2007,,"(34.1876, -118.5111)",19734,3,260,571,,61
0002015312-0001-8,SALLES CONSTRUCTION INC,SALLES CONSTRUCTION,6836 WISH AVENUE,LAKE BALBOA,91406-4440,6836 WISH 91406-4440,12812 Valley View #27,Garden Grove,92845-2512,238990,All other specialty trade contractors,6,01/04/2005,,"(34.1945, -118.5069)",19734,3,261,301,,61
0002018903-0001-0,TSUTOMU YASUDA / MASAE YASUDA,YASUDA DENTAL STUDIO,17311 VICTORY BLVD,LAKE BALBOA,91406-5439,17311 VICTORY 91406-5439,,,,425120,Wholesale trade agents & brokers,6,02/04/2002,,"(34.1868, -118.5103)",19734,3,260,571,,61
0002029181-0001-8,DONALD N FESSMAN JR,NORRIS PHOTO,6644   FORBES AVENUE,LAKE BALBOA,91406-5510,6644 FORBES 91406-5510,1104 W AVENUE J11,LANCASTER,93534-4808,541920,Photographic services,6,01/01/2003,,"(34.1916, -118.4987)",19734,3,262,297,,61
0002033869-0001-7,EFRAIN CERVANTES,CLEAR WATER POOLS,17305 VICTORY BLVD,LAKE BALBOA,91406-5439,17305 VICTORY 91406-5439,,,,,,6,04/11/2005,,"(34.1868, -118.5102)",19734,3,260,571,,61
0002037330-0001-3,BRUCE ALLEN STAHL,,6649 WHITAKER AVENUE,LAKE BALBOA,91406-5519,6649 WHITAKER 91406-5519,,,,,,6,07/01/2000,,"(34.1919, -118.4979)",19734,3,262,297,,61
0002038848-0001-1,HUGO E LAM,,17511 HAYNES STREET,LAKE BALBOA,91406-5316,17511 HAYNES 91406-5316,,,,448140,Family clothing stores,6,02/01/2002,,"(34.1893, -118.5144)",19734,3,260,571,,61
0002042270-0001-0,KENT GUTIERREZ,GUTE PRODUCTIONS,17624 WELBY WAY,LAKE BALBOA,91406-5335,17624 WELBY 91406-5335,21021 Gault,Canoga Park,91303-3223,,,6,01/01/2000,,"(34.1926, -118.5174)",19734,3,260,571,,61
0002046145-0001-2,MARTIN GUZMAN,,17539 ENADIA WAY,LAKE BALBOA,91406-3516,17539 ENADIA 91406-3516,,,,238990,All other specialty trade contractors,6,01/01/2004,,"(34.2001, -118.5156)",19734,3,261,1091,,61
0002058070-0001-3,MARIBEL CABRERA,,6521 GRAVES AVENUE,LAKE BALBOA,91406-5448,6521 GRAVES 91406-5448,,,,,,6,08/03/2005,,"(34.1886, -118.5088)",19734,3,261,571,,61
0002061472-0001-1,NASAR POSWAL / SUBHA SARA SADAF,SUNFLOWER ENTERPRISES,16931 HART STREET,LAKE BALBOA,91406-4508,16931 HART 91406-4508,4737 LANKERSHIM BLVD ##212,N HOLLYWOOD,91602-1803,561720,Janitorial services,6,04/01/2004,,"(34.1978, -118.5024)",19734,3,261,301,,61
0002078374-0001-9,JANET G NAGEL,,7032 LASAINE AVENUE,LAKE BALBOA,91406-3544,7032 LASAINE 91406-3544,,,,711510,"Independent artists, writers, & performers",6,07/01/2002,,"(34.1979, -118.5109)",19734,3,261,1091,,61
0002085085-0001-7,SHARON BENSON,,6824   ANDASOL AVENUE,LAKE BALBOA,91406-4316,6824 ANDASOL 91406-4316,,,,,,12,12/20/2005,,,,,,,,
0002087648-0001-0,7046 DE CELIS PLACE HOMEOWNERS ASSOCIATION,SEVEN046 DE CELIS PLACE HOMEOWNERS ASSOCIATION,7046 DE CELIS PLACE,LAKE BALBOA,91406-3700,7046 DE CELIS 91406-3700,17216 SATICOY STREET #242,VAN NUYS,91406-2103,,,6,01/01/2006,,"(34.1983, -118.4945)",19734,3,263,300,,61
0002090257-0002-0,ARMEN NERSISYAN,ALL FUSION CONSTRUCTION,6737 GLORIA AVENUE,LAKE BALBOA,91406-5950,6737 GLORIA 91406-5950,,,,233210,Single Family Housing Construction (1997 NAICS),6,05/16/2012,,"(34.1927, -118.4792)",19734,3,226,296,,61
0002092599-0001-4,MICHELLE HOKR,,17315   GILMORE STREET,LAKE BALBOA,91406-5417,17315 GILMORE 91406-5417,,,,,,12,02/01/2002,,,,,,,,
0002095647-0001-7,JEWEL PALOVCAK,,6621 DENSMORE AVENUE,LAKE BALBOA,91406-6027,6621 DENSMORE 91406-6027,6621 DENSMORE AVENUE,LAKE BALBOA,91406-6027,,,6,11/15/2005,,"(34.1909, -118.4775)",19734,3,226,296,,61
0002103938-0002-4,DE VERA INC,ECOMPOUNDING PHARMACY,6752 BALBOA BLVD,LAKE BALBOA,91406-5532,6752 BALBOA 91406-5532,,,,424210,Drugs & druggists' sundries,6,01/21/2010,,"(34.1932, -118.501)",19734,3,262,297,,61
